"team_id","team_abbreviation","team_name","gp","w","l","min","min1","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","date"
1610612739,"CLE","Cleveland Cavaliers",1,1,0,240.01,240.01,90385,17.12,9.28,7.84,4.28,4.54,4.01,"10/25/2016"
1610612744,"GSW","Golden State Warriors",1,0,1,240,240,89242,16.9,8.33,8.57,4.24,4.85,3.77,"10/25/2016"
1610612752,"NYK","New York Knicks",1,0,1,240,240,91290,17.29,9.13,8.16,4.33,4.68,4,"10/25/2016"
1610612757,"POR","Portland Trail Blazers",1,1,0,239.96,239.96,87904,16.65,8.67,7.98,4.15,4.61,3.79,"10/25/2016"
1610612759,"SAS","San Antonio Spurs",1,1,0,240,240,93753,17.76,10.36,7.4,4.46,4.56,4.32,"10/25/2016"
1610612762,"UTA","Utah Jazz",1,0,1,240.02,240.02,88482,16.76,9.45,7.31,4.2,4.45,3.87,"10/25/2016"
1610612738,"BOS","Boston Celtics",1,1,0,240,240,91257,17.28,8.88,8.41,4.34,4.6,4.1,"10/26/2016"
1610612751,"BKN","Brooklyn Nets",1,0,1,240,240,93271,17.66,9.63,8.04,4.44,4.68,4.13,"10/26/2016"
1610612766,"CHA","Charlotte Hornets",1,1,0,240,240,91668,17.36,10.05,7.31,4.36,4.63,4.04,"10/26/2016"
1610612742,"DAL","Dallas Mavericks",1,0,1,265,265,98942,18.74,10.06,8.68,4.25,4.57,3.98,"10/26/2016"
1610612743,"DEN","Denver Nuggets",1,1,0,240.01,240.01,92562,17.53,9.69,7.85,4.38,4.64,4.1,"10/26/2016"
1610612765,"DET","Detroit Pistons",1,0,1,240,240,92364,17.49,9.7,7.79,4.38,4.78,3.96,"10/26/2016"
1610612745,"HOU","Houston Rockets",1,0,1,240.01,240.01,90401,17.12,8.66,8.46,4.28,4.61,4.03,"10/26/2016"
1610612754,"IND","Indiana Pacers",1,1,0,265,265,98605,18.68,10.15,8.52,4.25,4.67,3.83,"10/26/2016"
1610612747,"LAL","Los Angeles Lakers",1,1,0,240.01,240.01,94347,17.87,10.08,7.79,4.49,4.79,4.14,"10/26/2016"
1610612763,"MEM","Memphis Grizzlies",1,1,0,240,240,87992,16.67,9.13,7.53,4.18,4.39,3.91,"10/26/2016"
1610612748,"MIA","Miami Heat",1,1,0,240.01,240.01,89382,16.93,9.41,7.52,4.24,4.52,3.92,"10/26/2016"
1610612749,"MIL","Milwaukee Bucks",1,0,1,240,240,91354,17.3,8.5,8.81,4.33,4.7,4.03,"10/26/2016"
1610612750,"MIN","Minnesota Timberwolves",1,0,1,240,240,90367,17.11,8.8,8.32,4.28,4.59,4,"10/26/2016"
1610612740,"NOP","New Orleans Pelicans",1,0,1,240,240,93041,17.62,9.2,8.42,4.41,4.83,4.02,"10/26/2016"
1610612760,"OKC","Oklahoma City Thunder",1,1,0,240,240,94698,17.94,9.03,8.91,4.49,4.93,4.11,"10/26/2016"
1610612753,"ORL","Orlando Magic",1,0,1,240,240,88077,16.68,8.71,7.97,4.18,4.54,3.85,"10/26/2016"
1610612755,"PHI","Philadelphia 76ers",1,0,1,240,240,95719,18.13,10.35,7.78,4.54,4.76,4.27,"10/26/2016"
1610612756,"PHX","Phoenix Suns",1,0,1,240,240,88315,16.73,8.42,8.31,4.19,4.7,3.77,"10/26/2016"
1610612758,"SAC","Sacramento Kings",1,1,0,240,240,88144,16.69,9.36,7.33,4.19,4.27,4.08,"10/26/2016"
1610612761,"TOR","Toronto Raptors",1,1,0,240,240,90097,17.06,8.92,8.14,4.28,4.53,3.99,"10/26/2016"
1610612737,"ATL","Atlanta Hawks",1,1,0,240,240,91719,17.37,9.3,8.07,4.37,4.84,3.93,"10/27/2016"
1610612738,"BOS","Boston Celtics",1,0,1,240,240,89689,16.99,8.64,8.35,4.25,4.56,3.92,"10/27/2016"
