game_date,game_id,date
2020-08-04T00:00:00,21901258,2020-08-04
2020-08-01T00:00:00,21901241,2020-08-01
2020-07-30T00:00:00,21901232,2020-07-30
2020-03-10T00:00:00,21900967,2020-03-10
2020-03-08T00:00:00,21900948,2020-03-08
2020-03-05T00:00:00,21900927,2020-03-05
2020-03-03T00:00:00,21900912,2020-03-03
2020-03-01T00:00:00,21900897,2020-03-01
2020-02-28T00:00:00,21900886,2020-02-28
2020-02-26T00:00:00,21900871,2020-02-26
2020-02-24T00:00:00,21900856,2020-02-24
2020-02-22T00:00:00,21900835,2020-02-22
2020-02-13T00:00:00,21900818,2020-02-13
2020-02-11T00:00:00,21900802,2020-02-11
2020-02-09T00:00:00,21900791,2020-02-09
2020-02-08T00:00:00,21900782,2020-02-08
2020-02-05T00:00:00,21900763,2020-02-05
2020-02-03T00:00:00,21900750,2020-02-03
2020-02-01T00:00:00,21900727,2020-02-01
2020-01-30T00:00:00,21900719,2020-01-30
2020-01-26T00:00:00,21900689,2020-01-26
2020-01-24T00:00:00,21900673,2020-01-24
2020-01-22T00:00:00,21900656,2020-01-22
2020-01-21T00:00:00,21900653,2020-01-21
2020-01-18T00:00:00,21900626,2020-01-18
2020-01-16T00:00:00,21900618,2020-01-16
2020-01-14T00:00:00,21900603,2020-01-14
2020-01-12T00:00:00,21900589,2020-01-12
2020-01-10T00:00:00,21900576,2020-01-10
2020-01-05T00:00:00,21900534,2020-01-05
2020-01-04T00:00:00,21900523,2020-01-04
2020-01-02T00:00:00,21900516,2020-01-02
2019-12-31T00:00:00,21900499,2019-12-31
2019-12-28T00:00:00,21900485,2019-12-28
2019-12-25T00:00:00,21900458,2019-12-25
2019-12-22T00:00:00,21900442,2019-12-22
2019-12-21T00:00:00,21900436,2019-12-21
2019-12-19T00:00:00,21900419,2019-12-19
2019-12-17T00:00:00,21900406,2019-12-17
2019-12-14T00:00:00,21900382,2019-12-14
2019-12-13T00:00:00,21900377,2019-12-13
2019-12-11T00:00:00,21900359,2019-12-11
2019-12-09T00:00:00,21900343,2019-12-09
2019-12-08T00:00:00,21900339,2019-12-08
2019-12-06T00:00:00,21900327,2019-12-06
2019-12-03T00:00:00,21900305,2019-12-03
2019-12-01T00:00:00,21900292,2019-12-01
2019-11-29T00:00:00,21900276,2019-11-29
2019-11-27T00:00:00,21900260,2019-11-27
2019-11-26T00:00:00,21900251,2019-11-26
2019-11-24T00:00:00,21900239,2019-11-24
2019-11-22T00:00:00,21900224,2019-11-22
2019-11-20T00:00:00,21900212,2019-11-20
2019-11-18T00:00:00,21900197,2019-11-18
2019-11-16T00:00:00,21900182,2019-11-16
2019-11-14T00:00:00,21900164,2019-11-14
2019-11-13T00:00:00,21900157,2019-11-13
2019-11-11T00:00:00,21900145,2019-11-11
2019-11-07T00:00:00,21900115,2019-11-07
2019-11-06T00:00:00,21900111,2019-11-06
2019-11-03T00:00:00,21900090,2019-11-03
2019-10-31T00:00:00,21900068,2019-10-31
2019-10-30T00:00:00,21900063,2019-10-30
2019-10-28T00:00:00,21900051,2019-10-28
2019-10-26T00:00:00,21900035,2019-10-26
2019-10-24T00:00:00,21900016,2019-10-24
2019-10-22T00:00:00,21900002,2019-10-22
2021-05-16T00:00:00,22001074,2021-05-16
2021-05-14T00:00:00,22001058,2021-05-14
2021-05-13T00:00:00,22001047,2021-05-13
2021-05-11T00:00:00,22001034,2021-05-11
2021-05-09T00:00:00,22001019,2021-05-09
2021-05-06T00:00:00,22001002,2021-05-06
2021-05-04T00:00:00,22000989,2021-05-04
2021-05-01T00:00:00,22000966,2021-05-01
2021-04-28T00:00:00,22000941,2021-04-28
2021-04-26T00:00:00,22000924,2021-04-26
2021-04-23T00:00:00,22000901,2021-04-23
2021-04-21T00:00:00,22000889,2021-04-21
2021-04-20T00:00:00,22000879,2021-04-20
2021-04-18T00:00:00,22000867,2021-04-18
2021-04-16T00:00:00,22000846,2021-04-16
2021-04-14T00:00:00,22000832,2021-04-14
2021-04-13T00:00:00,22000823,2021-04-13
2021-04-11T00:00:00,22000813,2021-04-11
2021-04-09T00:00:00,22000799,2021-04-09
2021-04-08T00:00:00,22000788,2021-04-08
2021-04-06T00:00:00,22000775,2021-04-06
2021-04-04T00:00:00,22000756,2021-04-04
2021-04-01T00:00:00,22000736,2021-04-01
2021-03-30T00:00:00,22000720,2021-03-30
2021-03-29T00:00:00,22000717,2021-03-29
2021-03-27T00:00:00,22000701,2021-03-27
2021-03-25T00:00:00,22000680,2021-03-25
2021-03-24T00:00:00,22000675,2021-03-24
2021-03-22T00:00:00,22000660,2021-03-22
2021-03-20T00:00:00,22000644,2021-03-20
2021-03-17T00:00:00,22000625,2021-03-17
2021-03-15T00:00:00,22000605,2021-03-15
2021-03-14T00:00:00,22000601,2021-03-14
2021-03-11T00:00:00,22000576,2021-03-11
2021-03-04T00:00:00,22000554,2021-03-04
2021-03-02T00:00:00,22000537,2021-03-02
2021-02-28T00:00:00,22000520,2021-02-28
2021-02-26T00:00:00,22000509,2021-02-26
2021-02-25T00:00:00,22000501,2021-02-25
2021-02-23T00:00:00,22000488,2021-02-23
2021-02-21T00:00:00,22000472,2021-02-21
2021-02-19T00:00:00,22000457,2021-02-19
2021-02-17T00:00:00,22000444,2021-02-17
2021-02-15T00:00:00,22000425,2021-02-15
2021-02-14T00:00:00,22000419,2021-02-14
2021-02-12T00:00:00,22000400,2021-02-12
2021-02-10T00:00:00,22000387,2021-02-10
2021-02-07T00:00:00,22000366,2021-02-07
2021-02-05T00:00:00,22000350,2021-02-05
2021-02-03T00:00:00,22000328,2021-02-03
2021-02-02T00:00:00,22000324,2021-02-02
2021-01-31T00:00:00,22000308,2021-01-31
2021-01-29T00:00:00,22000289,2021-01-29
2021-01-28T00:00:00,22000285,2021-01-28
2021-01-26T00:00:00,22000268,2021-01-26
2021-01-24T00:00:00,22000251,2021-01-24
2021-01-22T00:00:00,22000239,2021-01-22
2021-01-20T00:00:00,22000224,2021-01-20
2021-01-17T00:00:00,22000202,2021-01-17
2021-01-15T00:00:00,22000188,2021-01-15
2021-01-13T00:00:00,22000172,2021-01-13
2021-01-10T00:00:00,22000142,2021-01-10
2021-01-08T00:00:00,22000130,2021-01-08
2021-01-06T00:00:00,22000116,2021-01-06
2021-01-05T00:00:00,22000105,2021-01-05
2021-01-03T00:00:00,22000091,2021-01-03
2021-01-01T00:00:00,22000077,2021-01-01
2020-12-30T00:00:00,22000061,2020-12-30
2020-12-29T00:00:00,22000054,2020-12-29
2020-12-27T00:00:00,22000031,2020-12-27
2020-12-25T00:00:00,22000009,2020-12-25
2020-12-22T00:00:00,22000002,2020-12-22
