"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"5063","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-5"
"5064","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-5"
"5065","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-5"
"5066","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-5"
"5067","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-5"
"5068","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-5"
"5069","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-5"
"5070","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-5"
"5071","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-6"
"5072","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-6"
"5073","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-6"
"5074","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-6"
"5075","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-6"
"5076","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-6"
"5077","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-6"
"5078","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-6"
"5079","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-6"
"5080","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-6"
"5081","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-6"
"5082","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-6"
"5083","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-6"
"5084","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-6"
"5085","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-6"
"5086","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-6"
"5087","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-6"
"5088","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-6"
"5089","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-6"
"5090","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-6"
"5091","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-6"
"5092","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-6"
"5093","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-6"
"5094","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-6"
"5095","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-6"
"5096","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-6"
"5097","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-6"
"5098","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-6"
"5099","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-6"
"5100","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-6"
"5101","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-7"
"5102","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-7"
"5103","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-7"
"5104","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-7"
"5105","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-7"
"5106","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-7"
"5107","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-7"
"5108","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-7"
"5109","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-7"
"5110","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-7"
"5111","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-7"
"5112","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-7"
"5113","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-7"
"5114","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-7"
"5115","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-7"
"5116","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-7"
"5117","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-7"
"5118","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-7"
"5119","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-7"
"5120","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-7"
"5121","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-7"
"5122","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-7"
"5123","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-7"
"5124","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-7"
"5125","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-7"
"5126","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-7"
"5127","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-7"
"5128","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-7"
"5129","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-7"
"5130","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-7"
"5131","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-8"
"5132","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-8"
"5133","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-8"
"5134","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-8"
"5135","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-8"
"5136","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-8"
"5137","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-8"
"5138","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-8"
"5139","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-8"
"5140","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-8"
"5141","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-8"
"5142","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-8"
"5143","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-8"
"5144","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-8"
"5145","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-8"
"5146","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-8"
"5147","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-8"
"5148","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-8"
"5149","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-8"
"5150","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-8"
"5151","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-8"
"5152","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-8"
"5153","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-8"
"5154","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-8"
"5155","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-8"
"5156","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-8"
"5157","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-8"
"5158","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-8"
"5159","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-8"
"5160","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-8"
"5161","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-9"
"5162","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-9"
"5163","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-9"
"5164","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-9"
"5165","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-9"
"5166","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-9"
"5167","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-9"
"5168","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-9"
"5169","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-9"
"5170","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-9"
"5171","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-9"
"5172","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-9"
"5173","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-9"
"5174","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-9"
"5175","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-9"
"5176","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-9"
"5177","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-9"
"5178","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-9"
"5179","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-9"
"5180","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-9"
"5181","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-9"
"5182","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-9"
"5183","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-9"
"5184","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-9"
"5185","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-9"
"5186","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-9"
"5187","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-9"
"5188","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-9"
"5189","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-9"
"5190","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-9"
"5191","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-10"
"5192","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-10"
"5193","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-10"
"5194","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-10"
"5195","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-10"
"5196","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-10"
"5197","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-10"
"5198","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-10"
"5199","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-10"
"5200","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-10"
"5201","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-10"
"5202","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-10"
"5203","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-10"
"5204","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-10"
"5205","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-10"
"5206","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-10"
"5207","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-10"
"5208","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-10"
"5209","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-10"
"5210","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-10"
"5211","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-10"
"5212","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-10"
"5213","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-10"
"5214","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-10"
"5215","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-10"
"5216","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-10"
"5217","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-10"
"5218","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-10"
"5219","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-10"
"5220","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-10"
"5221","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-11"
"5222","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-11"
"5223","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-11"
"5224","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-11"
"5225","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-11"
"5226","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-11"
"5227","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-11"
"5228","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-11"
"5229","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-11"
"5230","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-11"
"5231","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-11"
"5232","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-11"
"5233","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-11"
"5234","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-11"
"5235","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-11"
"5236","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-11"
"5237","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-11"
"5238","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-11"
"5239","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-11"
"5240","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-11"
"5241","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-11"
"5242","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-11"
"5243","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-11"
"5244","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-11"
"5245","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-11"
"5246","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-11"
"5247","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-11"
"5248","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-11"
"5249","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-11"
"5250","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-11"
"5251","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-12"
"5252","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-12"
"5253","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-12"
"5254","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-12"
"5255","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-12"
"5256","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-12"
"5257","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-12"
"5258","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-12"
"5259","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-12"
"5260","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-12"
"5261","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-12"
"5262","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-12"
"5263","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-12"
"5264","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-12"
"5265","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-12"
"5266","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-12"
"5267","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-12"
"5268","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-12"
"5269","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-12"
"5270","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-12"
"5271","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-12"
"5272","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-12"
"5273","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-12"
"5274","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-12"
"5275","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-12"
"5276","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-12"
"5277","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-12"
"5278","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-12"
"5279","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-12"
"5280","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-12"
"5281","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-13"
"5282","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-13"
"5283","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-13"
"5284","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-13"
"5285","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-13"
"5286","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-13"
"5287","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-13"
"5288","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-13"
"5289","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-13"
"5290","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-13"
"5291","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-13"
"5292","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-13"
"5293","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-13"
"5294","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-13"
"5295","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-13"
"5296","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-13"
"5297","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-13"
"5298","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-13"
"5299","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-13"
"5300","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-13"
"5301","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-13"
"5302","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-13"
"5303","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-13"
"5304","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-13"
"5305","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-13"
"5306","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-13"
"5307","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-13"
"5308","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-13"
"5309","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-13"
"5310","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-13"
"5311","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-14"
"5312","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-14"
"5313","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-14"
"5314","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-14"
"5315","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-14"
"5316","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-14"
"5317","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-14"
"5318","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-14"
"5319","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-14"
"5320","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-14"
"5321","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-14"
"5322","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-14"
"5323","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-14"
"5324","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-14"
"5325","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-14"
"5326","Los Angeles Lakers*",49,14,0.778,"—",45,18,114.3,106.9,"2020-4-14"
"5327","Los Angeles Clippers*",44,20,0.688,"5.5",44,20,116.2,109.7,"2020-4-14"
"5328","Denver Nuggets*",43,22,0.662,"7.0",39,26,110.4,107.4,"2020-4-14"
"5329","Utah Jazz*",41,23,0.641,"8.5",38,26,111,107.9,"2020-4-14"
"5330","Houston Rockets*",40,24,0.625,"9.5",39,25,118.1,114.4,"2020-4-14"
"5331","Oklahoma City Thunder*",40,24,0.625,"9.5",37,27,110.8,108.3,"2020-4-14"
"5332","Dallas Mavericks*",40,27,0.597,"11.0",45,22,116.4,110.3,"2020-4-14"
"5333","Memphis Grizzlies",32,33,0.492,"18.0",30,35,112.6,113.7,"2020-4-14"
"5334","Portland Trail Blazers*",29,37,0.439,"21.5",30,36,113.6,115.2,"2020-4-14"
"5335","New Orleans Pelicans",28,36,0.438,"21.5",30,34,116.2,117,"2020-4-14"
"5336","Sacramento Kings",28,36,0.438,"21.5",28,36,109,110.9,"2020-4-14"
"5337","San Antonio Spurs",27,36,0.429,"22.0",28,35,113.2,114.9,"2020-4-14"
"5338","Phoenix Suns",26,39,0.4,"24.0",30,35,112.6,113.9,"2020-4-14"
"5339","Minnesota Timberwolves",19,45,0.297,"30.5",24,40,113.3,117.5,"2020-4-14"
"5340","Golden State Warriors",15,50,0.231,"35.0",16,49,106.3,115,"2020-4-14"
"5341","Milwaukee Bucks*",53,12,0.815,"—",52,13,118.6,107.4,"2020-4-15"
"5342","Toronto Raptors*",46,18,0.719,"6.5",44,20,113,106.5,"2020-4-15"
"5343","Boston Celtics*",43,21,0.672,"9.5",44,20,113,106.8,"2020-4-15"
"5344","Miami Heat*",41,24,0.631,"12.0",39,26,112.2,108.9,"2020-4-15"
"5345","Indiana Pacers*",39,26,0.6,"14.0",37,28,109.3,107.4,"2020-4-15"
"5346","Philadelphia 76ers*",39,26,0.6,"14.0",37,28,109.6,107.4,"2020-4-15"
"5347","Brooklyn Nets*",30,34,0.469,"22.5",31,33,110.8,111.4,"2020-4-15"
"5348","Orlando Magic*",30,35,0.462,"23.0",30,35,106.4,107.3,"2020-4-15"
"5349","Washington Wizards",24,40,0.375,"28.5",24,40,115.6,119.7,"2020-4-15"
"5350","Charlotte Hornets",23,42,0.354,"30.0",19,46,102.9,109.6,"2020-4-15"
"5351","Chicago Bulls",22,43,0.338,"31.0",26,39,106.8,109.9,"2020-4-15"
"5352","New York Knicks",21,45,0.318,"32.5",20,46,105.8,112.3,"2020-4-15"
"5353","Detroit Pistons",20,46,0.303,"33.5",26,40,107.2,110.8,"2020-4-15"
"5354","Atlanta Hawks",20,47,0.299,"34.0",18,49,111.8,119.7,"2020-4-15"
"5355","Cleveland Cavaliers",19,46,0.292,"34.0",18,47,106.9,114.8,"2020-4-15"
