"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"1","Toronto Raptors*",1,0,1,"—",1,0,130,122,"2019-10-22"
"2","Los Angeles Clippers*",1,0,1,"—",1,0,112,102,"2019-10-22"
"3","Los Angeles Lakers*",0,1,0,"1.0",0,1,102,112,"2019-10-22"
"4","New Orleans Pelicans",0,1,0,"1.0",0,1,122,130,"2019-10-22"
"5","Toronto Raptors*",1,0,1,"—",1,0,130,122,"2019-10-23"
"6","Miami Heat*",1,0,1,"—",1,0,120,101,"2019-10-23"
"7","Orlando Magic*",1,0,1,"—",1,0,94,85,"2019-10-23"
"8","Philadelphia 76ers*",1,0,1,"—",1,0,107,93,"2019-10-23"
"9","Detroit Pistons",1,0,1,"—",1,0,119,110,"2019-10-23"
"10","Charlotte Hornets",1,0,1,"—",1,0,126,125,"2019-10-23"
"11","Brooklyn Nets*",0,1,0,"1.0",0,1,126,127,"2019-10-23"
"12","Boston Celtics*",0,1,0,"1.0",0,1,93,107,"2019-10-23"
"13","Indiana Pacers*",0,1,0,"1.0",0,1,110,119,"2019-10-23"
"14","Chicago Bulls",0,1,0,"1.0",0,1,125,126,"2019-10-23"
"15","Cleveland Cavaliers",0,1,0,"1.0",0,1,85,94,"2019-10-23"
"16","New York Knicks",0,1,0,"1.0",0,1,111,120,"2019-10-23"
"17","Washington Wizards",0,1,0,"1.0",0,1,100,108,"2019-10-23"
"18","Denver Nuggets*",1,0,1,"—",1,0,108,100,"2019-10-23"
"19","Los Angeles Clippers*",1,0,1,"—",1,0,112,102,"2019-10-23"
"20","Dallas Mavericks*",1,0,1,"—",1,0,108,100,"2019-10-23"
"21","Utah Jazz*",1,0,1,"—",1,0,100,95,"2019-10-23"
"22","Phoenix Suns",1,0,1,"—",1,0,124,95,"2019-10-23"
"23","Minnesota Timberwolves",1,0,1,"—",1,0,127,126,"2019-10-23"
"24","San Antonio Spurs",1,0,1,"—",1,0,120,111,"2019-10-23"
"25","Los Angeles Lakers*",0,1,0,"1.0",0,1,102,112,"2019-10-23"
"26","Oklahoma City Thunder*",0,1,0,"1.0",0,1,95,100,"2019-10-23"
"27","Portland Trail Blazers*",0,1,0,"1.0",0,1,100,108,"2019-10-23"
"28","New Orleans Pelicans",0,1,0,"1.0",0,1,122,130,"2019-10-23"
"29","Memphis Grizzlies",0,1,0,"1.0",0,1,101,120,"2019-10-23"
"30","Sacramento Kings",0,1,0,"1.0",0,1,95,124,"2019-10-23"
"31","Toronto Raptors*",1,0,1,"—",1,0,130,122,"2019-10-24"
"32","Miami Heat*",1,0,1,"—",1,0,120,101,"2019-10-24"
"33","Milwaukee Bucks*",1,0,1,"—",1,0,117,111,"2019-10-24"
"34","Orlando Magic*",1,0,1,"—",1,0,94,85,"2019-10-24"
"35","Philadelphia 76ers*",1,0,1,"—",1,0,107,93,"2019-10-24"
"36","Atlanta Hawks",1,0,1,"—",1,0,117,100,"2019-10-24"
"37","Charlotte Hornets",1,0,1,"—",1,0,126,125,"2019-10-24"
"38","Detroit Pistons",1,1,0.5,"0.5",1,1,109.5,113.5,"2019-10-24"
"39","Brooklyn Nets*",0,1,0,"1.0",0,1,126,127,"2019-10-24"
"40","Boston Celtics*",0,1,0,"1.0",0,1,93,107,"2019-10-24"
"41","Indiana Pacers*",0,1,0,"1.0",0,1,110,119,"2019-10-24"
"42","Chicago Bulls",0,1,0,"1.0",0,1,125,126,"2019-10-24"
"43","Cleveland Cavaliers",0,1,0,"1.0",0,1,85,94,"2019-10-24"
"44","New York Knicks",0,1,0,"1.0",0,1,111,120,"2019-10-24"
"45","Washington Wizards",0,1,0,"1.0",0,1,100,108,"2019-10-24"
"46","Los Angeles Clippers*",2,0,1,"—",2,0,126.5,112,"2019-10-24"
"47","Denver Nuggets*",1,0,1,"0.5",1,0,108,100,"2019-10-24"
"48","Dallas Mavericks*",1,0,1,"0.5",1,0,108,100,"2019-10-24"
"49","Utah Jazz*",1,0,1,"0.5",1,0,100,95,"2019-10-24"
"50","Phoenix Suns",1,0,1,"0.5",1,0,124,95,"2019-10-24"
"51","Minnesota Timberwolves",1,0,1,"0.5",1,0,127,126,"2019-10-24"
"52","San Antonio Spurs",1,0,1,"0.5",1,0,120,111,"2019-10-24"
"53","Houston Rockets*",0,1,0,"1.5",0,1,111,117,"2019-10-24"
"54","Los Angeles Lakers*",0,1,0,"1.5",0,1,102,112,"2019-10-24"
"55","Oklahoma City Thunder*",0,1,0,"1.5",0,1,95,100,"2019-10-24"
"56","Portland Trail Blazers*",0,1,0,"1.5",0,1,100,108,"2019-10-24"
"57","New Orleans Pelicans",0,1,0,"1.5",0,1,122,130,"2019-10-24"
"58","Memphis Grizzlies",0,1,0,"1.5",0,1,101,120,"2019-10-24"
"59","Sacramento Kings",0,1,0,"1.5",0,1,95,124,"2019-10-24"
"60","Golden State Warriors",0,1,0,"1.5",0,1,122,141,"2019-10-24"
"61","Miami Heat*",1,0,1,"—",1,0,120,101,"2019-10-25"
"62","Milwaukee Bucks*",1,0,1,"—",1,0,117,111,"2019-10-25"
"63","Orlando Magic*",1,0,1,"—",1,0,94,85,"2019-10-25"
"64","Philadelphia 76ers*",1,0,1,"—",1,0,107,93,"2019-10-25"
"65","Atlanta Hawks",1,0,1,"—",1,0,117,100,"2019-10-25"
"66","Toronto Raptors*",1,1,0.5,"0.5",1,1,118,117,"2019-10-25"
"67","Brooklyn Nets*",1,1,0.5,"0.5",1,1,119.5,118,"2019-10-25"
"68","Boston Celtics*",1,1,0.5,"0.5",1,1,102.5,106.5,"2019-10-25"
"69","Chicago Bulls",1,1,0.5,"0.5",1,1,117.5,114,"2019-10-25"
"70","Detroit Pistons",1,1,0.5,"0.5",1,1,109.5,113.5,"2019-10-25"
"71","Charlotte Hornets",1,1,0.5,"0.5",0,2,112.5,123,"2019-10-25"
"72","Washington Wizards",1,1,0.5,"0.5",1,1,98.5,96.5,"2019-10-25"
"73","Indiana Pacers*",0,1,0,"1.0",0,1,110,119,"2019-10-25"
"74","Cleveland Cavaliers",0,1,0,"1.0",0,1,85,94,"2019-10-25"
"75","New York Knicks",0,2,0,"1.5",1,1,110,116.5,"2019-10-25"
"76","Denver Nuggets*",2,0,1,"—",1,1,108,103.5,"2019-10-25"
"77","Los Angeles Clippers*",2,0,1,"—",2,0,126.5,112,"2019-10-25"
"78","Dallas Mavericks*",2,0,1,"—",1,1,115.5,108,"2019-10-25"
"79","Minnesota Timberwolves",2,0,1,"—",2,0,124,112.5,"2019-10-25"
"80","San Antonio Spurs",1,0,1,"0.5",1,0,120,111,"2019-10-25"
"81","Los Angeles Lakers*",1,1,0.5,"1.0",1,1,98.5,99,"2019-10-25"
"82","Portland Trail Blazers*",1,1,0.5,"1.0",1,1,111,110,"2019-10-25"
"83","Utah Jazz*",1,1,0.5,"1.0",1,1,93,95,"2019-10-25"
"84","Phoenix Suns",1,1,0.5,"1.0",2,0,115.5,101.5,"2019-10-25"
"85","Houston Rockets*",0,1,0,"1.5",0,1,111,117,"2019-10-25"
"86","Golden State Warriors",0,1,0,"1.5",0,1,122,141,"2019-10-25"
"87","Oklahoma City Thunder*",0,2,0,"2.0",0,2,90,98.5,"2019-10-25"
"88","New Orleans Pelicans",0,2,0,"2.0",1,1,119,126.5,"2019-10-25"
"89","Memphis Grizzlies",0,2,0,"2.0",0,2,101.5,115,"2019-10-25"
"90","Sacramento Kings",0,2,0,"2.0",0,2,103.5,123,"2019-10-25"
"91","Miami Heat*",2,0,1,"—",2,0,125.5,113.5,"2019-10-26"
"92","Philadelphia 76ers*",2,0,1,"—",2,0,112,102,"2019-10-26"
"93","Atlanta Hawks",2,0,1,"—",2,0,110,99.5,"2019-10-26"
"94","Toronto Raptors*",2,1,0.667,"0.5",2,1,114.7,106,"2019-10-26"
"95","Boston Celtics*",2,1,0.667,"0.5",2,1,107.7,102.7,"2019-10-26"
"96","Milwaukee Bucks*",1,1,0.5,"1.0",1,1,121.5,121,"2019-10-26"
"97","Brooklyn Nets*",1,1,0.5,"1.0",1,1,119.5,118,"2019-10-26"
"98","Orlando Magic*",1,1,0.5,"1.0",1,1,96.5,94,"2019-10-26"
"99","Cleveland Cavaliers",1,1,0.5,"1.0",1,1,97.5,96.5,"2019-10-26"
"100","Charlotte Hornets",1,1,0.5,"1.0",0,2,112.5,123,"2019-10-26"
"101","Chicago Bulls",1,2,0.333,"1.5",1,2,106.3,112,"2019-10-26"
"102","Detroit Pistons",1,2,0.333,"1.5",1,2,110,114.7,"2019-10-26"
"103","Washington Wizards",1,2,0.333,"1.5",2,1,106.3,105.7,"2019-10-26"
"104","Indiana Pacers*",0,2,0,"2.0",0,2,104.5,114.5,"2019-10-26"
"105","New York Knicks",0,3,0,"2.5",1,2,105,117,"2019-10-26"
"106","Denver Nuggets*",2,0,1,"—",1,1,108,103.5,"2019-10-26"
"107","Dallas Mavericks*",2,0,1,"—",1,1,115.5,108,"2019-10-26"
"108","Minnesota Timberwolves",2,0,1,"—",2,0,124,112.5,"2019-10-26"
"109","San Antonio Spurs",2,0,1,"—",1,1,122,116.5,"2019-10-26"
"110","Los Angeles Clippers*",2,1,0.667,"0.5",2,1,125,118,"2019-10-26"
"111","Utah Jazz*",2,1,0.667,"0.5",2,1,99.7,90.3,"2019-10-26"
"112","Phoenix Suns",2,1,0.667,"0.5",2,1,120.3,108.3,"2019-10-26"
"113","Houston Rockets*",1,1,0.5,"1.0",1,1,118.5,120,"2019-10-26"
"114","Los Angeles Lakers*",1,1,0.5,"1.0",1,1,98.5,99,"2019-10-26"
"115","Portland Trail Blazers*",1,1,0.5,"1.0",1,1,111,110,"2019-10-26"
"116","Golden State Warriors",0,1,0,"1.5",0,1,122,141,"2019-10-26"
"117","Oklahoma City Thunder*",0,2,0,"2.0",0,2,90,98.5,"2019-10-26"
"118","Memphis Grizzlies",0,2,0,"2.0",0,2,101.5,115,"2019-10-26"
"119","New Orleans Pelicans",0,3,0,"2.5",1,2,120.3,126.3,"2019-10-26"
"120","Sacramento Kings",0,3,0,"2.5",0,3,96,119.7,"2019-10-26"
"121","Philadelphia 76ers*",2,0,1,"—",2,0,112,102,"2019-10-27"
"122","Atlanta Hawks",2,0,1,"—",2,0,110,99.5,"2019-10-27"
"123","Toronto Raptors*",2,1,0.667,"0.5",2,1,114.7,106,"2019-10-27"
"124","Miami Heat*",2,1,0.667,"0.5",2,1,120,114.3,"2019-10-27"
"125","Boston Celtics*",2,1,0.667,"0.5",2,1,107.7,102.7,"2019-10-27"
"126","Milwaukee Bucks*",1,1,0.5,"1.0",1,1,121.5,121,"2019-10-27"
"127","Orlando Magic*",1,1,0.5,"1.0",1,1,96.5,94,"2019-10-27"
"128","Cleveland Cavaliers",1,1,0.5,"1.0",1,1,97.5,96.5,"2019-10-27"
"129","Brooklyn Nets*",1,2,0.333,"1.5",2,1,124,123.3,"2019-10-27"
"130","Chicago Bulls",1,2,0.333,"1.5",1,2,106.3,112,"2019-10-27"
"131","Detroit Pistons",1,2,0.333,"1.5",1,2,110,114.7,"2019-10-27"
"132","Charlotte Hornets",1,2,0.333,"1.5",0,3,108.7,122,"2019-10-27"
"133","Washington Wizards",1,2,0.333,"1.5",2,1,106.3,105.7,"2019-10-27"
"134","Indiana Pacers*",0,2,0,"2.0",0,2,104.5,114.5,"2019-10-27"
"135","New York Knicks",0,3,0,"2.5",1,2,105,117,"2019-10-27"
"136","Minnesota Timberwolves",3,0,1,"—",2,1,121.3,111.3,"2019-10-27"
"137","Denver Nuggets*",2,0,1,"0.5",1,1,108,103.5,"2019-10-27"
"138","San Antonio Spurs",2,0,1,"0.5",1,1,122,116.5,"2019-10-27"
"139","Los Angeles Lakers*",2,1,0.667,"1.0",2,1,105.7,99.7,"2019-10-27"
"140","Los Angeles Clippers*",2,1,0.667,"1.0",2,1,125,118,"2019-10-27"
"141","Dallas Mavericks*",2,1,0.667,"1.0",2,1,116.7,112.3,"2019-10-27"
"142","Portland Trail Blazers*",2,1,0.667,"1.0",2,1,114.3,113,"2019-10-27"
"143","Utah Jazz*",2,1,0.667,"1.0",2,1,99.7,90.3,"2019-10-27"
"144","Phoenix Suns",2,1,0.667,"1.0",2,1,120.3,108.3,"2019-10-27"
"145","Houston Rockets*",1,1,0.5,"1.5",1,1,118.5,120,"2019-10-27"
"146","Oklahoma City Thunder*",1,2,0.333,"2.0",2,1,100,96.3,"2019-10-27"
"147","Memphis Grizzlies",1,2,0.333,"2.0",1,2,112.3,121,"2019-10-27"
"148","Golden State Warriors",0,2,0,"2.5",0,2,107,130.5,"2019-10-27"
"149","New Orleans Pelicans",0,3,0,"3.0",1,2,120.3,126.3,"2019-10-27"
"150","Sacramento Kings",0,3,0,"3.0",0,3,96,119.7,"2019-10-27"
"151","Philadelphia 76ers*",3,0,1,"—",2,1,109.7,102.3,"2019-10-28"
"152","Toronto Raptors*",3,1,0.75,"0.5",3,1,112,103.3,"2019-10-28"
"153","Milwaukee Bucks*",2,1,0.667,"1.0",2,1,124,118,"2019-10-28"
"154","Miami Heat*",2,1,0.667,"1.0",2,1,120,114.3,"2019-10-28"
"155","Boston Celtics*",2,1,0.667,"1.0",2,1,107.7,102.7,"2019-10-28"
"156","Atlanta Hawks",2,1,0.667,"1.0",2,1,107.7,101.3,"2019-10-28"
"157","Detroit Pistons",2,2,0.5,"1.5",2,2,106.5,109.5,"2019-10-28"
"158","Brooklyn Nets*",1,2,0.333,"2.0",2,1,124,123.3,"2019-10-28"
"159","Orlando Magic*",1,2,0.333,"2.0",1,2,96,97.3,"2019-10-28"
"160","Cleveland Cavaliers",1,2,0.333,"2.0",1,2,102.3,107.3,"2019-10-28"
"161","Washington Wizards",1,2,0.333,"2.0",2,1,106.3,105.7,"2019-10-28"
"162","New York Knicks",1,3,0.25,"2.5",1,3,105,112.3,"2019-10-28"
"163","Chicago Bulls",1,3,0.25,"2.5",1,3,104.3,110.3,"2019-10-28"
"164","Charlotte Hornets",1,3,0.25,"2.5",1,3,105.5,119.3,"2019-10-28"
"165","Indiana Pacers*",0,3,0,"3.0",1,2,101,108.3,"2019-10-28"
"166","Denver Nuggets*",3,0,1,"—",2,1,105.7,100.3,"2019-10-28"
"167","San Antonio Spurs",3,0,1,"—",2,1,119,114.3,"2019-10-28"
"168","Minnesota Timberwolves",3,0,1,"—",2,1,121.3,111.3,"2019-10-28"
"169","Los Angeles Clippers*",3,1,0.75,"0.5",3,1,121.5,112.5,"2019-10-28"
"170","Utah Jazz*",3,1,0.75,"0.5",3,1,98.8,91.5,"2019-10-28"
"171","Houston Rockets*",2,1,0.667,"1.0",2,1,117.7,117.3,"2019-10-28"
"172","Los Angeles Lakers*",2,1,0.667,"1.0",2,1,105.7,99.7,"2019-10-28"
"173","Dallas Mavericks*",2,1,0.667,"1.0",2,1,116.7,112.3,"2019-10-28"
"174","Portland Trail Blazers*",2,2,0.5,"1.5",2,2,113.3,113,"2019-10-28"
"175","Phoenix Suns",2,2,0.5,"1.5",3,1,114,105.3,"2019-10-28"
"176","Memphis Grizzlies",1,2,0.333,"2.0",1,2,112.3,121,"2019-10-28"
"177","Golden State Warriors",1,2,0.333,"2.0",1,2,116,128,"2019-10-28"
"178","Oklahoma City Thunder*",1,3,0.25,"2.5",2,2,103,101.3,"2019-10-28"
"179","New Orleans Pelicans",0,4,0,"3.5",1,3,121,128.3,"2019-10-28"
"180","Sacramento Kings",0,4,0,"3.5",0,4,95.5,115,"2019-10-28"
"181","Philadelphia 76ers*",3,0,1,"—",2,1,109.7,102.3,"2019-10-29"
"182","Toronto Raptors*",3,1,0.75,"0.5",3,1,112,103.3,"2019-10-29"
"183","Miami Heat*",3,1,0.75,"0.5",3,1,118,110,"2019-10-29"
"184","Milwaukee Bucks*",2,1,0.667,"1.0",2,1,124,118,"2019-10-29"
"185","Boston Celtics*",2,1,0.667,"1.0",2,1,107.7,102.7,"2019-10-29"
"186","Detroit Pistons",2,2,0.5,"1.5",2,2,106.5,109.5,"2019-10-29"
"187","Atlanta Hawks",2,2,0.5,"1.5",2,2,105,104,"2019-10-29"
"188","Brooklyn Nets*",1,2,0.333,"2.0",2,1,124,123.3,"2019-10-29"
"189","Orlando Magic*",1,2,0.333,"2.0",1,2,96,97.3,"2019-10-29"
"190","Cleveland Cavaliers",1,2,0.333,"2.0",1,2,102.3,107.3,"2019-10-29"
"191","Washington Wizards",1,2,0.333,"2.0",2,1,106.3,105.7,"2019-10-29"
"192","Chicago Bulls",1,3,0.25,"2.5",1,3,104.3,110.3,"2019-10-29"
"193","New York Knicks",1,3,0.25,"2.5",1,3,105,112.3,"2019-10-29"
"194","Charlotte Hornets",1,3,0.25,"2.5",1,3,105.5,119.3,"2019-10-29"
"195","Indiana Pacers*",0,3,0,"3.0",1,2,101,108.3,"2019-10-29"
"196","Minnesota Timberwolves",3,0,1,"—",2,1,121.3,111.3,"2019-10-29"
"197","San Antonio Spurs",3,0,1,"—",2,1,119,114.3,"2019-10-29"
"198","Denver Nuggets*",3,1,0.75,"0.5",2,2,105.8,102.5,"2019-10-29"
"199","Los Angeles Lakers*",3,1,0.75,"0.5",3,1,109.3,97.5,"2019-10-29"
"200","Los Angeles Clippers*",3,1,0.75,"0.5",3,1,121.5,112.5,"2019-10-29"
"201","Dallas Mavericks*",3,1,0.75,"0.5",2,2,114.8,110.8,"2019-10-29"
"202","Utah Jazz*",3,1,0.75,"0.5",3,1,98.8,91.5,"2019-10-29"
"203","Houston Rockets*",2,1,0.667,"1.0",2,1,117.7,117.3,"2019-10-29"
"204","Portland Trail Blazers*",2,2,0.5,"1.5",2,2,113.3,113,"2019-10-29"
"205","Phoenix Suns",2,2,0.5,"1.5",3,1,114,105.3,"2019-10-29"
"206","Golden State Warriors",1,2,0.333,"2.0",1,2,116,128,"2019-10-29"
"207","Oklahoma City Thunder*",1,3,0.25,"2.5",2,2,103,101.3,"2019-10-29"
"208","Memphis Grizzlies",1,3,0.25,"2.5",1,3,107,120.8,"2019-10-29"
"209","New Orleans Pelicans",0,4,0,"3.5",1,3,121,128.3,"2019-10-29"
"210","Sacramento Kings",0,4,0,"3.5",0,4,95.5,115,"2019-10-29"
"211","Philadelphia 76ers*",4,0,1,"—",3,1,111.5,100.5,"2019-10-30"
"212","Toronto Raptors*",4,1,0.8,"0.5",4,1,114.6,105.2,"2019-10-30"
"213","Miami Heat*",3,1,0.75,"1.0",3,1,118,110,"2019-10-30"
"214","Boston Celtics*",3,1,0.75,"1.0",3,1,109.8,103.3,"2019-10-30"
"215","Milwaukee Bucks*",2,2,0.5,"2.0",2,2,119.3,117.5,"2019-10-30"
"216","Orlando Magic*",2,2,0.5,"2.0",2,2,95.8,93.8,"2019-10-30"
"217","Atlanta Hawks",2,2,0.5,"2.0",2,2,105,104,"2019-10-30"
"218","Cleveland Cavaliers",2,2,0.5,"2.0",2,2,106,108.3,"2019-10-30"
"219","Detroit Pistons",2,3,0.4,"2.5",2,3,107.8,112.6,"2019-10-30"
"220","Charlotte Hornets",2,3,0.4,"2.5",1,4,108,117.6,"2019-10-30"
"221","Brooklyn Nets*",1,3,0.25,"3.0",2,2,120,122,"2019-10-30"
"222","Indiana Pacers*",1,3,0.25,"3.0",2,2,105.3,108.3,"2019-10-30"
"223","Washington Wizards",1,3,0.25,"3.0",2,2,119.3,119,"2019-10-30"
"224","New York Knicks",1,4,0.2,"3.5",1,4,100.6,108.8,"2019-10-30"
"225","Chicago Bulls",1,4,0.2,"3.5",2,3,105.6,111.6,"2019-10-30"
"226","San Antonio Spurs",3,0,1,"—",2,1,119,114.3,"2019-10-30"
"227","Utah Jazz*",4,1,0.8,"—",4,1,101,92.4,"2019-10-30"
"228","Houston Rockets*",3,1,0.75,"0.5",2,2,128,127.5,"2019-10-30"
"229","Denver Nuggets*",3,1,0.75,"0.5",2,2,105.8,102.5,"2019-10-30"
"230","Los Angeles Lakers*",3,1,0.75,"0.5",3,1,109.3,97.5,"2019-10-30"
"231","Dallas Mavericks*",3,1,0.75,"0.5",2,2,114.8,110.8,"2019-10-30"
"232","Minnesota Timberwolves",3,1,0.75,"0.5",2,2,114.8,112.8,"2019-10-30"
"233","Los Angeles Clippers*",3,2,0.6,"1.0",3,2,116.4,112,"2019-10-30"
"234","Portland Trail Blazers*",3,2,0.6,"1.0",3,2,111,110.2,"2019-10-30"
"235","Phoenix Suns",3,2,0.6,"1.0",4,1,115.4,106.2,"2019-10-30"
"236","Memphis Grizzlies",1,3,0.25,"2.5",1,3,107,120.8,"2019-10-30"
"237","Golden State Warriors",1,3,0.25,"2.5",1,3,114.5,126.3,"2019-10-30"
"238","Oklahoma City Thunder*",1,4,0.2,"3.0",3,2,102.2,101.4,"2019-10-30"
"239","New Orleans Pelicans",0,4,0,"3.5",1,3,121,128.3,"2019-10-30"
"240","Sacramento Kings",0,5,0,"4.0",0,5,98.6,115.6,"2019-10-30"
"241","Philadelphia 76ers*",4,0,1,"—",3,1,111.5,100.5,"2019-10-31"
"242","Toronto Raptors*",4,1,0.8,"0.5",4,1,114.6,105.2,"2019-10-31"
"243","Miami Heat*",4,1,0.8,"0.5",4,1,115.6,107.4,"2019-10-31"
"244","Boston Celtics*",3,1,0.75,"1.0",3,1,109.8,103.3,"2019-10-31"
"245","Milwaukee Bucks*",2,2,0.5,"2.0",2,2,119.3,117.5,"2019-10-31"
"246","Orlando Magic*",2,2,0.5,"2.0",2,2,95.8,93.8,"2019-10-31"
"247","Cleveland Cavaliers",2,2,0.5,"2.0",2,2,106,108.3,"2019-10-31"
"248","Detroit Pistons",2,3,0.4,"2.5",2,3,107.8,112.6,"2019-10-31"
"249","Atlanta Hawks",2,3,0.4,"2.5",2,3,103.4,104.4,"2019-10-31"
"250","Charlotte Hornets",2,3,0.4,"2.5",1,4,108,117.6,"2019-10-31"
"251","Brooklyn Nets*",1,3,0.25,"3.0",2,2,120,122,"2019-10-31"
"252","Indiana Pacers*",1,3,0.25,"3.0",2,2,105.3,108.3,"2019-10-31"
"253","Washington Wizards",1,3,0.25,"3.0",2,2,119.3,119,"2019-10-31"
"254","Chicago Bulls",1,4,0.2,"3.5",2,3,105.6,111.6,"2019-10-31"
"255","New York Knicks",1,4,0.2,"3.5",1,4,100.6,108.8,"2019-10-31"
"256","Utah Jazz*",4,1,0.8,"—",4,1,101,92.4,"2019-10-31"
"257","Houston Rockets*",3,1,0.75,"0.5",2,2,128,127.5,"2019-10-31"
"258","Los Angeles Lakers*",3,1,0.75,"0.5",3,1,109.3,97.5,"2019-10-31"
"259","Dallas Mavericks*",3,1,0.75,"0.5",2,2,114.8,110.8,"2019-10-31"
"260","Minnesota Timberwolves",3,1,0.75,"0.5",2,2,114.8,112.8,"2019-10-31"
"261","San Antonio Spurs",3,1,0.75,"0.5",2,2,113.5,111.5,"2019-10-31"
"262","Los Angeles Clippers*",4,2,0.667,"0.5",4,2,114.2,109.5,"2019-10-31"
"263","Denver Nuggets*",3,2,0.6,"1.0",2,3,106,106.4,"2019-10-31"
"264","Portland Trail Blazers*",3,2,0.6,"1.0",3,2,111,110.2,"2019-10-31"
"265","Phoenix Suns",3,2,0.6,"1.0",4,1,115.4,106.2,"2019-10-31"
"266","Memphis Grizzlies",1,3,0.25,"2.5",1,3,107,120.8,"2019-10-31"
"267","Golden State Warriors",1,3,0.25,"2.5",1,3,114.5,126.3,"2019-10-31"
"268","Oklahoma City Thunder*",1,4,0.2,"3.0",3,2,102.2,101.4,"2019-10-31"
"269","New Orleans Pelicans",1,4,0.2,"3.0",2,3,121.2,124,"2019-10-31"
"270","Sacramento Kings",0,5,0,"4.0",0,5,98.6,115.6,"2019-10-31"
"271","Philadelphia 76ers*",4,0,1,"—",3,1,111.5,100.5,"2019-11-1"
"272","Toronto Raptors*",4,1,0.8,"0.5",4,1,114.6,105.2,"2019-11-1"
"273","Miami Heat*",4,1,0.8,"0.5",4,1,115.6,107.4,"2019-11-1"
"274","Boston Celtics*",4,1,0.8,"0.5",3,2,108.6,103,"2019-11-1"
"275","Milwaukee Bucks*",3,2,0.6,"1.5",4,1,120,112.2,"2019-11-1"
"276","Brooklyn Nets*",2,3,0.4,"2.5",2,3,120.6,120.8,"2019-11-1"
"277","Indiana Pacers*",2,3,0.4,"2.5",2,3,104.6,105.6,"2019-11-1"
"278","Orlando Magic*",2,3,0.4,"2.5",2,3,94.8,99.6,"2019-11-1"
"279","Cleveland Cavaliers",2,3,0.4,"2.5",2,3,103.8,107,"2019-11-1"
"280","Atlanta Hawks",2,3,0.4,"2.5",2,3,103.4,104.4,"2019-11-1"
"281","Charlotte Hornets",2,3,0.4,"2.5",1,4,108,117.6,"2019-11-1"
"282","Chicago Bulls",2,4,0.333,"3.0",2,4,106.7,110.7,"2019-11-1"
"283","Detroit Pistons",2,4,0.333,"3.0",2,4,107.5,112.5,"2019-11-1"
"284","Washington Wizards",1,3,0.25,"3.0",2,2,119.3,119,"2019-11-1"
"285","New York Knicks",1,5,0.167,"4.0",2,4,100.8,108,"2019-11-1"
"286","Los Angeles Lakers*",4,1,0.8,"—",4,1,111.2,100,"2019-11-1"
"287","San Antonio Spurs",4,1,0.8,"—",3,2,116.2,111.2,"2019-11-1"
"288","Minnesota Timberwolves",3,1,0.75,"0.5",2,2,114.8,112.8,"2019-11-1"
"289","Los Angeles Clippers*",4,2,0.667,"0.5",4,2,114.2,109.5,"2019-11-1"
"290","Utah Jazz*",4,2,0.667,"0.5",4,2,101,94,"2019-11-1"
"291","Denver Nuggets*",3,2,0.6,"1.0",2,3,106,106.4,"2019-11-1"
"292","Houston Rockets*",3,2,0.6,"1.0",2,3,125.6,126.6,"2019-11-1"
"293","Dallas Mavericks*",3,2,0.6,"1.0",3,2,113.8,112.4,"2019-11-1"
"294","Portland Trail Blazers*",3,2,0.6,"1.0",3,2,111,110.2,"2019-11-1"
"295","Phoenix Suns",3,2,0.6,"1.0",4,1,115.4,106.2,"2019-11-1"
"296","Memphis Grizzlies",1,3,0.25,"2.5",1,3,107,120.8,"2019-11-1"
"297","Oklahoma City Thunder*",1,4,0.2,"3.0",3,2,102.2,101.4,"2019-11-1"
"298","New Orleans Pelicans",1,4,0.2,"3.0",2,3,121.2,124,"2019-11-1"
"299","Golden State Warriors",1,4,0.2,"3.0",1,4,113.6,126.4,"2019-11-1"
"300","Sacramento Kings",1,5,0.167,"3.5",1,5,99.2,113.2,"2019-11-1"
"301","Philadelphia 76ers*",5,0,1,"—",4,1,115,106,"2019-11-2"
"302","Miami Heat*",4,1,0.8,"1.0",4,1,115.6,107.4,"2019-11-2"
"303","Boston Celtics*",4,1,0.8,"1.0",3,2,108.6,103,"2019-11-2"
"304","Toronto Raptors*",4,2,0.667,"1.5",4,2,113,106.8,"2019-11-2"
"305","Milwaukee Bucks*",4,2,0.667,"1.5",4,2,119.2,111,"2019-11-2"
"306","Charlotte Hornets",3,3,0.5,"2.5",2,4,105.5,112.5,"2019-11-2"
"307","Detroit Pistons",3,4,0.429,"3.0",3,4,108.3,112,"2019-11-2"
"308","Indiana Pacers*",2,3,0.4,"3.0",2,3,104.6,105.6,"2019-11-2"
"309","Cleveland Cavaliers",2,3,0.4,"3.0",2,3,103.8,107,"2019-11-2"
"310","Atlanta Hawks",2,3,0.4,"3.0",2,3,103.4,104.4,"2019-11-2"
"311","Brooklyn Nets*",2,4,0.333,"3.5",3,3,118.7,119.5,"2019-11-2"
"312","Orlando Magic*",2,4,0.333,"3.5",2,4,93.5,98.2,"2019-11-2"
"313","Chicago Bulls",2,4,0.333,"3.5",2,4,106.7,110.7,"2019-11-2"
"314","Washington Wizards",1,4,0.2,"4.0",2,3,117.2,121.4,"2019-11-2"
"315","New York Knicks",1,5,0.167,"4.5",2,4,100.8,108,"2019-11-2"
"316","Los Angeles Lakers*",4,1,0.8,"—",4,1,111.2,100,"2019-11-2"
