game_id,player,season,date,team,opponent,location,city,w_l,route,distance,tz,flight_time,team_rest,player_rest,games_played,mins,pts,shift_hrs,fgm,fga,pct_fg,fg3m,fg3a,pct_fg3,pct_ft,fg2m,fg2a,pct_fg2,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,plusminus,b2b,b2b_1st,b2b_2nd,x3in4,x4in5,x5in7,traveling_west,traveling_east,pctEFG,pctTS,pctUSG,ortg,drtg,netrtg,pacePer40PACE_PER40,ratioPIE,avg_PIE,PIE_above_season_avg,extra_rest,type_of_rest
21300082,Kawhi Leonard,2013-14,2013-11-08,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,6,31,13,0,6,8,0.75,1,2,0.5,0,5,6,0.8333333333333334,0,1,2,5,7,2,4,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.813,0.77,0.119,82.5,81,1.4,74.51,0.326,0.13580303030303031,0.1901969696969697,0,no load manage
21300094,Kawhi Leonard,2013-14,2013-11-10,San Antonio Spurs,New York Knicks,Away,New York,W,San Antonio - New York,1584,America/New_York,~3.52 hours,1,1,7,23,18,1,7,10,0.7,1,3,0.3333333333333333,0.75,6,7,0.8571428571428571,3,4,0,4,4,0,1,1,0,3,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.75,0.765,0.235,104.1,91.7,12.4,83.2,0.26,0.13580303030303031,0.1241969696969697,0,no load manage
21300100,Kawhi Leonard,2013-14,2013-11-11,San Antonio Spurs,Philadelphia 76ers,Away,Philadelphia,W,New York - Philadelphia,78,America/New_York,~55 minutes,0,0,8,24,13,0,6,12,0.5,1,4,0.25,NA,5,8,0.625,0,0,1,8,9,3,2,0,2,1,18,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.542,0.542,0.275,125.5,82,43.5,80.07,0.172,0.13580303030303031,0.03619696969696967,0,no load manage
21300117,Kawhi Leonard,2013-14,2013-11-13,San Antonio Spurs,Washington Wizards,Home,San Antonio,W,Philadelphia - San Antonio,1509,America/Chicago,~3.35 hours,1,1,9,24,13,-1,5,7,0.714,2,4,0.5,0.5,3,3,1,1,2,0,3,3,2,2,0,0,0,-4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.857,0.825,0.157,79.6,87.8,-8.2,81.27,0.214,0.13580303030303031,0.07819696969696968,0,no load manage
21300133,Kawhi Leonard,2013-14,2013-11-15,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,1,1,10,29,6,-1,3,8,0.375,0,2,0,NA,3,6,0.5,0,0,1,8,9,1,2,0,2,5,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.375,0.375,0.164,77.6,80.7,-3.1,78.23,0.095,0.13580303030303031,-0.04080303030303031,0,no load manage
21300170,Kawhi Leonard,2013-14,2013-11-20,San Antonio Spurs,Boston Celtics,Home,San Antonio,W,Salt Lake City - San Antonio,1087,America/Chicago,~2.42 hours,4,4,11,32,16,1,7,14,0.5,1,5,0.2,0.5,6,9,0.6666666666666666,1,2,2,6,8,2,5,1,0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.536,0.538,0.208,95.6,92.4,3.2,84.41,0.196,0.13580303030303031,0.06019696969696969,0,no load manage
21300181,Kawhi Leonard,2013-14,2013-11-22,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,1,1,12,33,12,0,6,11,0.545,0,1,0,NA,6,10,0.6,0,0,5,4,9,3,3,0,2,2,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.545,0.545,0.181,101.6,95.2,6.3,76.48,0.156,0.13580303030303031,0.020196969696969685,0,no load manage
21300194,Kawhi Leonard,2013-14,2013-11-23,San Antonio Spurs,Cleveland Cavaliers,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,0,0,13,13,9,0,3,4,0.75,1,1,1,1,2,3,0.6666666666666666,2,2,0,3,3,0,0,1,0,1,19,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.875,0.922,0.179,126.9,51.9,75.1,81.43,0.266,0.13580303030303031,0.1301969696969697,0,no load manage
21300208,Kawhi Leonard,2013-14,2013-11-25,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,14,21,7,0,3,8,0.375,0,1,0,1,3,7,0.42857142857142855,1,1,2,9,11,1,2,0,1,1,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.375,0.415,0.173,100,72.3,27.7,89.86,0.17,0.13580303030303031,0.0341969696969697,0,no load manage
21300224,Kawhi Leonard,2013-14,2013-11-27,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,1,1,15,38,14,0,6,18,0.333,1,5,0.2,0.5,5,13,0.38461538461538464,1,2,3,7,10,2,4,0,1,4,-9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.361,0.371,0.217,80.8,92.3,-11.5,82.43,0.09,0.13580303030303031,-0.04580303030303032,0,no load manage
21300229,Kawhi Leonard,2013-14,2013-11-29,San Antonio Spurs,Orlando Magic,Away,Orlando,W,Oklahoma City - Orlando,1060,America/New_York,~2.36 hours,1,1,16,23,10,1,5,7,0.714,0,1,0,NA,5,6,0.8333333333333334,0,0,1,2,3,1,3,1,1,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.714,0.714,0.163,113.6,106.5,7.1,79.82,0.134,0.13580303030303031,-0.0018030303030303063,0,no load manage
21300245,Kawhi Leonard,2013-14,2013-11-30,San Antonio Spurs,Houston Rockets,Home,San Antonio,L,Orlando - San Antonio,1038,America/Chicago,~2.31 hours,0,0,17,29,6,-1,3,8,0.375,0,3,0,NA,3,5,0.6,0,0,1,3,4,1,2,3,1,1,-6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.375,0.375,0.141,95.1,104.9,-9.8,83.47,0.06,0.13580303030303031,-0.07580303030303032,0,no load manage
21300258,Kawhi Leonard,2013-14,2013-12-02,San Antonio Spurs,Atlanta Hawks,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,18,22,4,0,2,7,0.286,0,2,0,NA,2,5,0.4,0,0,0,5,5,1,1,0,1,0,-3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.286,0.286,0.174,100,100,0,79.7,0.056,0.13580303030303031,-0.07980303030303032,0,no load manage
21300275,Kawhi Leonard,2013-14,2014-04-08,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,L,San Antonio - Minneapolis,1109,America/Chicago,~2.46 hours,1,1,63,27,11,0,5,10,0.5,0,2,0,1,5,8,0.625,1,1,0,6,6,1,2,1,0,3,-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.527,0.172,77.8,98.1,-20.3,79.38,0.167,0.13580303030303031,0.031196969696969695,0,no load manage
21300296,Kawhi Leonard,2013-14,2013-12-07,San Antonio Spurs,Indiana Pacers,Home,San Antonio,L,No Travel,0,America/Chicago,-,4,4,19,37,18,0,8,13,0.615,2,4,0.5,NA,6,9,0.6666666666666666,0,0,1,2,3,3,0,0,1,2,-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.692,0.692,0.184,106,145.5,-39.5,72.88,0.096,0.13580303030303031,-0.03980303030303031,0,no load manage
21300312,Kawhi Leonard,2013-14,2013-12-10,San Antonio Spurs,Toronto Raptors,Away,Toronto,W,San Antonio - Toronto,1439,America/Toronto,~3.2 hours,2,2,20,29,8,1,3,8,0.375,1,3,0.3333333333333333,1,2,5,0.4,1,1,2,5,7,4,1,0,1,2,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.438,0.474,0.141,126.8,106.9,19.9,78.53,0.091,0.13580303030303031,-0.04480303030303032,0,no load manage
21300321,Kawhi Leonard,2013-14,2013-12-11,San Antonio Spurs,Milwaukee Bucks,Away,Milwaukee,W,Toronto - Milwaukee,434,America/Chicago,~57.87 minutes,0,0,21,24,13,-1,3,8,0.375,0,0,0,0.875,3,8,0.375,7,8,2,3,5,0,2,0,0,1,35,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.375,0.564,0.214,145.5,64.4,81,74.43,0.18,0.13580303030303031,0.04419696969696968,0,no load manage
21300338,Kawhi Leonard,2013-14,2013-12-13,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,Milwaukee - San Antonio,1107,America/Chicago,~2.46 hours,1,1,22,34,19,0,8,11,0.727,3,5,0.6,NA,5,6,0.8333333333333334,0,0,0,6,6,5,2,1,1,2,-5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.864,0.864,0.158,111,116.2,-5.3,86.3,0.152,0.13580303030303031,0.016196969696969682,0,no load manage
21300349,Kawhi Leonard,2013-14,2013-12-14,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,0,0,23,31,13,-1,6,8,0.75,1,3,0.3333333333333333,NA,5,5,1,0,0,1,2,3,2,2,0,2,1,11,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.813,0.813,0.159,105.4,84.2,21.1,73.5,0.154,0.13580303030303031,0.018196969696969684,0,no load manage
21300363,Kawhi Leonard,2013-14,2013-12-16,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,L,Salt Lake City - Los Angeles,582,America/Los_Angeles,~1.29 hours,1,1,24,32,12,-1,6,11,0.545,0,2,0,NA,6,9,0.6666666666666666,0,0,4,4,8,1,1,0,1,4,-20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0.545,0.545,0.169,95.3,122.7,-27.4,82.41,0.095,0.13580303030303031,-0.04080303030303031,0,no load manage
21300378,Kawhi Leonard,2013-14,2013-12-18,San Antonio Spurs,Phoenix Suns,Away,Phoenix,W,Los Angeles - Phoenix,366,America/Phoenix,~55 minutes,1,1,25,31,14,1,5,15,0.333,2,3,0.6666666666666666,0.667,3,12,0.25,2,3,2,4,6,2,2,0,2,3,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.4,0.429,0.237,109.2,112.3,-3.1,84.25,0.062,0.13580303030303031,-0.07380303030303031,0,no load manage
21300382,Kawhi Leonard,2013-14,2013-12-19,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,Phoenix - San Francisco,652,America/Los_Angeles,~1.45 hours,0,0,26,35,21,-1,8,14,0.571,1,1,1,0.571,7,13,0.5384615384615384,4,7,1,9,10,3,1,0,1,0,4,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.607,0.615,0.212,108,101.3,6.7,86.12,0.17,0.13580303030303031,0.0341969696969697,0,no load manage
21300414,Kawhi Leonard,2013-14,2013-12-23,San Antonio Spurs,Toronto Raptors,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,3,27,31,13,0,5,12,0.417,2,5,0.4,1,3,7,0.42857142857142855,1,1,3,7,10,2,1,0,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.523,0.165,124.2,104.8,19.4,79.87,0.129,0.13580303030303031,-0.006803030303030311,2,couple extra days rest
21300421,Kawhi Leonard,2013-14,2013-12-25,San Antonio Spurs,Houston Rockets,Home,San Antonio,L,No Travel,0,America/Chicago,-,1,1,28,29,13,0,6,14,0.429,0,2,0,1,6,12,0.5,1,1,3,4,7,0,0,0,2,3,-23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.429,0.45,0.225,81.4,120.3,-39,80.5,0.053,0.13580303030303031,-0.08280303030303032,0,no load manage
21300425,Kawhi Leonard,2013-14,2013-12-26,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,San Antonio - Dallas,252,America/Chicago,~55 minutes,0,0,29,28,7,0,3,6,0.5,0,2,0,0.5,3,4,0.75,1,2,1,7,8,2,2,1,2,5,-9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5,0.509,0.134,95.2,109.7,-14.5,88.46,0.069,0.13580303030303031,-0.06680303030303031,0,no load manage
21300451,Kawhi Leonard,2013-14,2013-12-29,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,2,2,30,29,5,0,2,6,0.333,1,3,0.3333333333333333,NA,1,3,0.3333333333333333,0,0,1,1,2,3,1,0,0,1,-5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.417,0.417,0.092,110.5,119.3,-8.8,79.49,0.042,0.13580303030303031,-0.0938030303030303,0,no load manage
21300465,Kawhi Leonard,2013-14,2013-12-31,San Antonio Spurs,Brooklyn Nets,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,31,27,6,0,3,6,0.5,0,1,0,NA,3,5,0.6,0,0,2,4,6,1,2,1,1,2,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,0.123,146.2,86.8,59.4,78.21,0.076,0.13580303030303031,-0.059803030303030316,0,no load manage
21300477,Kawhi Leonard,2013-14,2014-01-02,San Antonio Spurs,New York Knicks,Home,San Antonio,L,No Travel,0,America/Chicago,-,1,1,32,28,8,0,1,5,0.2,1,3,0.3333333333333333,0.625,0,2,0,5,8,1,3,4,4,1,1,1,4,-9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,0.469,0.167,103.8,118.5,-14.7,76.12,0.045,0.13580303030303031,-0.09080303030303032,0,no load manage
21300494,Kawhi Leonard,2013-14,2014-01-04,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,33,30,10,0,5,8,0.625,0,1,0,NA,5,7,0.7142857142857143,0,0,0,4,4,0,0,0,4,2,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,0.625,0.182,110.5,80.7,29.8,76.72,0.058,0.13580303030303031,-0.07780303030303032,0,no load manage
21300514,Kawhi Leonard,2013-14,2014-01-07,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,2,2,34,33,17,0,7,9,0.778,2,4,0.5,0.333,5,5,1,1,3,1,5,6,1,2,0,1,1,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889,0.824,0.162,126.7,98.4,28.3,74.83,0.167,0.13580303030303031,0.031196969696969695,0,no load manage
21300520,Kawhi Leonard,2013-14,2014-01-08,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,0,0,35,26,12,0,5,9,0.556,1,2,0.5,1,4,7,0.5714285714285714,1,1,1,7,8,0,1,0,0,1,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.611,0.636,0.143,109.6,80.8,28.8,78.94,0.18,0.13580303030303031,0.04419696969696968,0,no load manage
21300554,Kawhi Leonard,2013-14,2014-01-12,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,No Travel,0,America/Chicago,-,3,3,36,36,17,0,8,11,0.727,1,1,1,NA,7,10,0.7,0,0,1,5,6,2,2,2,2,3,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.773,0.773,0.176,109.9,91.3,18.6,77.31,0.135,0.13580303030303031,-8.030303030303054e-4,0,no load manage
21300559,Kawhi Leonard,2013-14,2014-01-13,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,W,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,0,0,37,33,13,0,4,6,0.667,1,1,1,1,3,5,0.6,4,4,0,6,6,3,2,1,1,2,10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.838,0.134,115.4,98.5,16.9,79.43,0.16,0.13580303030303031,0.02419696969696969,0,no load manage
21300573,Kawhi Leonard,2013-14,2014-01-15,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,New Orleans - San Antonio,516,America/Chicago,~1.15 hours,1,1,38,33,15,0,6,12,0.5,2,6,0.3333333333333333,1,4,6,0.6666666666666666,1,1,0,7,7,6,3,2,0,3,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.583,0.603,0.185,117.2,106,11.2,78.33,0.162,0.13580303030303031,0.02619696969696969,0,no load manage
21300589,Kawhi Leonard,2013-14,2014-01-17,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,L,No Travel,0,America/Chicago,-,1,1,39,29,7,0,3,4,0.75,1,2,0.5,NA,2,2,1,0,0,2,7,9,2,2,0,0,4,-6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.875,0.875,0.062,103.3,113.1,-9.8,83.54,0.114,0.13580303030303031,-0.02180303030303031,0,no load manage
21300604,Kawhi Leonard,2013-14,2014-01-19,San Antonio Spurs,Milwaukee Bucks,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,40,21,11,0,5,9,0.556,0,1,0,1,5,8,0.625,1,1,0,5,5,1,0,1,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.556,0.583,0.233,112.5,92.1,20.4,74.4,0.159,0.13580303030303031,0.023196969696969688,0,no load manage
21300630,Kawhi Leonard,2013-14,2014-01-22,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,L,No Travel,0,America/Chicago,-,2,2,41,15,3,0,1,2,0.5,1,2,0.5,NA,0,0,0,0,0,1,0,1,1,1,0,2,1,-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.75,0.114,103.2,106.3,-3,83.54,0.023,0.13580303030303031,-0.11280303030303032,0,no load manage
21300859,Kawhi Leonard,2013-14,2014-02-26,San Antonio Spurs,Detroit Pistons,Home,San Antonio,W,Phoenix - San Antonio,847,America/Chicago,~1.88 hours,4,34,42,29,15,1,5,9,0.556,1,2,0.5,1,4,7,0.5714285714285714,4,4,1,5,6,4,2,2,2,1,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.611,0.697,0.191,129.5,93.3,36.2,83.59,0.161,0.13580303030303031,0.02519696969696969,30,extended injury rest
21300871,Kawhi Leonard,2013-14,2014-02-28,San Antonio Spurs,Charlotte Bobcats,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,43,30,12,0,4,9,0.444,2,4,0.5,1,2,5,0.4,2,2,0,8,8,1,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.556,0.607,0.206,84.7,82.8,2,77.4,0.18,0.13580303030303031,0.04419696969696968,0,no load manage
21300888,Kawhi Leonard,2013-14,2014-03-02,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,44,34,16,0,6,9,0.667,3,5,0.6,1,3,4,0.75,1,1,2,5,7,1,1,1,2,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833,0.847,0.147,114.5,107.4,7.1,80.51,0.117,0.13580303030303031,-0.018803030303030308,0,no load manage
21300898,Kawhi Leonard,2013-14,2014-03-04,San Antonio Spurs,Cleveland Cavaliers,Away,Cleveland,W,San Antonio - Cleveland,1256,America/New_York,~2.79 hours,1,1,45,26,18,1,7,10,0.7,2,2,1,1,5,8,0.625,2,2,2,3,5,3,4,4,3,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,0.827,0.233,130.2,96.2,34,81.45,0.198,0.13580303030303031,0.062196969696969695,0,no load manage
21300914,Kawhi Leonard,2013-14,2014-03-06,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Cleveland - San Antonio,1256,America/Chicago,~2.79 hours,1,1,46,30,11,-1,4,13,0.308,1,4,0.25,1,3,9,0.3333333333333333,2,2,0,5,5,0,5,0,1,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.346,0.396,0.217,96.9,89.1,7.9,84.96,0.07,0.13580303030303031,-0.06580303030303031,0,no load manage
21300932,Kawhi Leonard,2013-14,2014-03-08,San Antonio Spurs,Orlando Magic,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,47,38,17,0,5,6,0.833,1,2,0.5,0.857,4,4,1,6,7,0,7,7,4,2,2,3,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.917,0.936,0.129,122.8,106.3,16.5,83.41,0.146,0.13580303030303031,0.010196969696969677,0,no load manage
21300952,Kawhi Leonard,2013-14,2014-03-11,San Antonio Spurs,Chicago Bulls,Away,Chicago,W,San Antonio - Chicago,1048,America/Chicago,~2.33 hours,2,2,48,29,16,0,6,12,0.5,2,4,0.5,1,4,8,0.5,2,2,0,9,9,1,0,0,3,1,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.583,0.621,0.286,109.1,83.6,25.5,76.44,0.159,0.13580303030303031,0.023196969696969688,0,no load manage
21300965,Kawhi Leonard,2013-14,2014-03-12,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,Chicago - San Antonio,1048,America/Chicago,~2.33 hours,0,0,49,35,12,0,6,8,0.75,0,1,0,NA,6,7,0.8571428571428571,0,0,2,7,9,1,2,1,1,2,-3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.75,0.111,92.6,97.1,-4.4,77.8,0.176,0.13580303030303031,0.040196969696969675,0,no load manage
21300978,Kawhi Leonard,2013-14,2014-03-14,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,50,21,9,0,3,8,0.375,0,1,0,1,3,7,0.42857142857142855,3,3,0,4,4,2,2,2,1,1,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.375,0.483,0.2,118.2,83.7,34.5,84.88,0.116,0.13580303030303031,-0.01980303030303031,0,no load manage
21300993,Kawhi Leonard,2013-14,2014-03-16,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,51,27,11,0,4,8,0.5,2,2,1,0.5,2,6,0.3333333333333333,1,2,0,6,6,3,0,1,0,0,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,0.619,0.155,138.9,109.1,29.8,79.51,0.117,0.13580303030303031,-0.018803030303030308,0,no load manage
21301017,Kawhi Leonard,2013-14,2014-03-19,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,2,2,52,34,22,-2,8,12,0.667,1,3,0.3333333333333333,0.833,7,9,0.7777777777777778,5,6,0,10,10,4,2,1,0,2,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.708,0.751,0.181,123.7,104.1,19.6,87.59,0.185,0.13580303030303031,0.049196969696969683,0,no load manage
21301030,Kawhi Leonard,2013-14,2014-03-21,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,Los Angeles - Sacramento,352,America/Los_Angeles,~55 minutes,1,1,53,31,15,0,4,11,0.364,2,6,0.3333333333333333,0.833,2,5,0.4,5,6,1,6,7,1,1,1,0,3,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.455,0.55,0.192,98.3,86.7,11.7,77.68,0.155,0.13580303030303031,0.019196969696969685,0,no load manage
21301038,Kawhi Leonard,2013-14,2014-03-22,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,Sacramento - San Francisco,77,America/Los_Angeles,~55 minutes,0,0,54,34,16,0,5,14,0.357,2,4,0.5,1,3,10,0.3,4,4,2,5,7,0,1,2,2,2,12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.429,0.508,0.225,100,85.3,14.7,81.86,0.096,0.13580303030303031,-0.03980303030303031,0,no load manage
21301054,Kawhi Leonard,2013-14,2014-03-24,San Antonio Spurs,Philadelphia 76ers,Home,San Antonio,W,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,1,1,55,26,15,2,6,9,0.667,1,3,0.3333333333333333,1,5,6,0.8333333333333334,2,2,1,4,5,2,0,1,1,0,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.722,0.759,0.196,126.4,78.8,47.6,81.13,0.164,0.13580303030303031,0.028196969696969693,0,no load manage
21301068,Kawhi Leonard,2013-14,2014-03-26,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,56,35,8,0,3,8,0.375,1,2,0.5,1,2,6,0.3333333333333333,1,1,2,4,6,1,3,3,1,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.438,0.474,0.108,100,97.3,2.7,86.08,0.077,0.13580303030303031,-0.058803030303030315,0,no load manage
21301084,Kawhi Leonard,2013-14,2014-03-28,San Antonio Spurs,Denver Nuggets,Away,Denver,W,San Antonio - Denver,799,America/Denver,~1.78 hours,1,1,57,23,14,-1,6,11,0.545,2,3,0.6666666666666666,0,4,8,0.5,0,1,1,3,4,6,2,3,2,1,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.636,0.612,0.217,122.4,93.9,28.6,85.79,0.181,0.13580303030303031,0.04519696969696968,0,no load manage
21301092,Kawhi Leonard,2013-14,2014-03-29,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Denver - San Antonio,799,America/Chicago,~1.78 hours,0,0,58,23,15,1,4,9,0.444,2,4,0.5,0.833,2,5,0.4,5,6,0,5,5,2,1,1,0,1,12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.556,0.644,0.24,100,77.8,22.2,81.42,0.216,0.13580303030303031,0.08019696969696968,0,no load manage
21301102,Kawhi Leonard,2013-14,2014-03-31,San Antonio Spurs,Indiana Pacers,Away,Indianapolis,W,San Antonio - Indianapolis,1000,America/Indiana/Indianapolis,~2.22 hours,1,1,59,37,13,1,5,9,0.556,2,4,0.5,0.5,3,5,0.6,1,2,3,8,11,2,1,1,1,1,19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.667,0.658,0.141,121.5,92.3,29.2,70.78,0.182,0.13580303030303031,0.04619696969696968,0,no load manage
21301123,Kawhi Leonard,2013-14,2014-04-02,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,Indianapolis - San Antonio,1000,America/Chicago,~2.22 hours,1,1,60,29,11,-1,4,9,0.444,0,3,0,1,4,6,0.6666666666666666,3,3,0,4,4,1,4,0,1,0,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.444,0.533,0.159,127.6,101.7,25.9,78.88,0.106,0.13580303030303031,-0.029803030303030317,0,no load manage
