Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2014-15,RS,Jan,4,2015-01-28,Cleveland Cavaliers,Portland Trail Blazers,Home,W,Cleveland,96,Detroit - Cleveland,0,America/New_York,0,~55 minutes,-,,41.48,-81.68,42.38,-83.1
2014-15,RS,Jan,5,2015-01-30,Cleveland Cavaliers,Sacramento Kings,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,RS,Jan,5,2015-01-31,Cleveland Cavaliers,Minnesota Timberwolves,Away,W,Minneapolis,631,Cleveland - Minneapolis,0,America/Chicago,-1,~1.15 hours,West,,44.96,-93.27,41.48,-81.68
2014-15,RS,Feb,5,2015-02-02,Cleveland Cavaliers,Philadelphia 76ers,Home,W,Cleveland,631,Minneapolis - Cleveland,1,America/New_York,1,~1.15 hours,East,,41.48,-81.68,44.96,-93.27
2014-15,RS,Feb,6,2015-02-05,Cleveland Cavaliers,Los Angeles Clippers,Home,W,Cleveland,0,No Travel,2,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,RS,Feb,6,2015-02-06,Cleveland Cavaliers,Indiana Pacers,Away,L,Indianapolis,262,Cleveland - Indianapolis,0,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,41.48,-81.68
2014-15,RS,Feb,6,2015-02-08,Cleveland Cavaliers,Los Angeles Lakers,Home,W,Cleveland,262,Indianapolis - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,39.78,-86.15
2014-15,RS,Feb,6,2015-02-11,Cleveland Cavaliers,Miami Heat,Home,W,Cleveland,0,No Travel,2,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,RS,Feb,7,2015-02-12,Cleveland Cavaliers,Chicago Bulls,Away,L,Chicago,311,Cleveland - Chicago,0,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,41.48,-81.68
2014-15,RS,Feb,8,2015-02-20,Cleveland Cavaliers,Washington Wizards,Away,W,Washington,596,Chicago - Washington,7,America/New_York,1,~1.08 hours,East,,38.91,-77.02,41.84,-87.68
2014-15,RS,Feb,8,2015-02-22,Cleveland Cavaliers,New York Knicks,Away,W,New York,204,Washington - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,38.91,-77.02
2014-15,RS,Feb,8,2015-02-24,Cleveland Cavaliers,Detroit Pistons,Away,W,Detroit,488,New York - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.67,-73.94
2014-15,RS,Feb,9,2015-02-26,Cleveland Cavaliers,Golden State Warriors,Home,W,Cleveland,96,Detroit - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,42.38,-83.1
2014-15,RS,Feb,9,2015-02-27,Cleveland Cavaliers,Indiana Pacers,Away,L,Indianapolis,262,Cleveland - Indianapolis,0,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,41.48,-81.68
2014-15,RS,Mar,9,2015-03-01,Cleveland Cavaliers,Houston Rockets,Away,L,Houston,867,Indianapolis - Houston,1,America/Chicago,-1,~1.58 hours,West,,29.77,-95.39,39.78,-86.15
2014-15,RS,Mar,9,2015-03-03,Cleveland Cavaliers,Boston Celtics,Home,W,Cleveland,1115,Houston - Cleveland,1,America/New_York,1,~2.03 hours,East,,41.48,-81.68,29.77,-95.39
2014-15,RS,Mar,9,2015-03-04,Cleveland Cavaliers,Toronto Raptors,Away,W,Toronto,190,Cleveland - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,41.48,-81.68
2014-15,RS,Mar,10,2015-03-06,Cleveland Cavaliers,Atlanta Hawks,Away,L,Atlanta,735,Toronto - Atlanta,1,America/New_York,0,~1.34 hours,-,,33.76,-84.42,43.65,-79.38
2014-15,RS,Mar,10,2015-03-07,Cleveland Cavaliers,Phoenix Suns,Home,W,Cleveland,554,Atlanta - Cleveland,0,America/New_York,0,~1.01 hours,-,,41.48,-81.68,33.76,-84.42
2014-15,RS,Mar,10,2015-03-10,Cleveland Cavaliers,Dallas Mavericks,Away,W,Dallas,1023,Cleveland - Dallas,2,America/Chicago,-1,~1.86 hours,West,,32.79,-96.77,41.48,-81.68
2014-15,RS,Mar,11,2015-03-12,Cleveland Cavaliers,San Antonio Spurs,Away,W,San Antonio,252,Dallas - San Antonio,1,America/Chicago,0,~55 minutes,-,,29.46,-98.51,32.79,-96.77
2014-15,RS,Mar,11,2015-03-15,Cleveland Cavaliers,Orlando Magic,Away,W,Orlando,1038,San Antonio - Orlando,2,America/New_York,1,~1.89 hours,East,,28.5,-81.37,29.46,-98.51
2014-15,RS,Mar,11,2015-03-16,Cleveland Cavaliers,Miami Heat,Away,L,Miami,201,Orlando - Miami,0,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Mar,11,2015-03-18,Cleveland Cavaliers,Brooklyn Nets,Home,W,Cleveland,1089,Miami - Cleveland,1,America/New_York,0,~1.98 hours,-,,41.48,-81.68,25.78,-80.21
2014-15,RS,Mar,12,2015-03-20,Cleveland Cavaliers,Indiana Pacers,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,RS,Mar,12,2015-03-22,Cleveland Cavaliers,Milwaukee Bucks,Away,W,Milwaukee,340,Cleveland - Milwaukee,1,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,41.48,-81.68
2014-15,RS,Mar,12,2015-03-25,Cleveland Cavaliers,Memphis Grizzlies,Away,W,Memphis,560,Milwaukee - Memphis,2,America/Chicago,0,~1.02 hours,-,,35.11,-90.01,43.06,-87.97
2014-15,RS,Mar,13,2015-03-27,Cleveland Cavaliers,Brooklyn Nets,Away,L,New York,955,Memphis - New York,1,America/New_York,1,~1.74 hours,East,,40.67,-73.94,35.11,-90.01
2014-15,RS,Mar,13,2015-03-29,Cleveland Cavaliers,Philadelphia 76ers,Home,W,Cleveland,407,New York - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,40.67,-73.94
2014-15,RS,Apr,14,2015-04-02,Cleveland Cavaliers,Miami Heat,Home,W,Cleveland,0,No Travel,3,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,RS,Apr,14,2015-04-05,Cleveland Cavaliers,Chicago Bulls,Home,W,Cleveland,0,No Travel,2,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,RS,Apr,14,2015-04-08,Cleveland Cavaliers,Milwaukee Bucks,Away,W,Milwaukee,340,Cleveland - Milwaukee,2,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,41.48,-81.68
2014-15,RS,Apr,15,2015-04-10,Cleveland Cavaliers,Boston Celtics,Home,L,Cleveland,340,Milwaukee - Cleveland,1,America/New_York,1,~55 minutes,East,,41.48,-81.68,43.06,-87.97
2014-15,RS,Apr,15,2015-04-12,Cleveland Cavaliers,Boston Celtics,Away,L,Boston,551,Cleveland - Boston,1,America/New_York,0,~1 hours,-,,42.34,-71.02,41.48,-81.68
2014-15,RS,Apr,15,2015-04-13,Cleveland Cavaliers,Detroit Pistons,Home,W,Cleveland,551,Boston - Cleveland,0,America/New_York,0,~1 hours,-,,41.48,-81.68,42.34,-71.02
2014-15,RS,Apr,15,2015-04-15,Cleveland Cavaliers,Washington Wizards,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,PO,Apr,16,2015-04-19,Cleveland Cavaliers,Boston Celtics,Home,W,Cleveland,0,No Travel,3,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,PO,Apr,16,2015-04-21,Cleveland Cavaliers,Boston Celtics,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,PO,Apr,17,2015-04-23,Cleveland Cavaliers,Boston Celtics,Away,W,Boston,551,Cleveland - Boston,1,America/New_York,0,~1 hours,-,,42.34,-71.02,41.48,-81.68
2014-15,PO,Apr,17,2015-04-26,Cleveland Cavaliers,Boston Celtics,Away,W,Boston,0,No Travel,2,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2014-15,PO,May,18,2015-05-04,Cleveland Cavaliers,Chicago Bulls,Home,L,Cleveland,551,Boston - Cleveland,7,America/New_York,0,~1 hours,-,,41.48,-81.68,42.34,-71.02
2014-15,PO,May,18,2015-05-06,Cleveland Cavaliers,Chicago Bulls,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,PO,May,19,2015-05-08,Cleveland Cavaliers,Chicago Bulls,Away,L,Chicago,311,Cleveland - Chicago,1,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,41.48,-81.68
2014-15,PO,May,19,2015-05-10,Cleveland Cavaliers,Chicago Bulls,Away,W,Chicago,0,No Travel,1,America/Chicago,0,-,-,,41.84,-87.68,41.84,-87.68
2014-15,PO,May,19,2015-05-12,Cleveland Cavaliers,Chicago Bulls,Home,W,Cleveland,311,Chicago - Cleveland,1,America/New_York,1,~55 minutes,East,,41.48,-81.68,41.84,-87.68
2014-15,PO,May,20,2015-05-14,Cleveland Cavaliers,Chicago Bulls,Away,W,Chicago,311,Cleveland - Chicago,1,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,41.48,-81.68
2014-15,PO,May,20,2015-05-20,Cleveland Cavaliers,Atlanta Hawks,Away,W,Atlanta,586,Chicago - Atlanta,5,America/New_York,1,~1.07 hours,East,,33.76,-84.42,41.84,-87.68
2014-15,PO,May,21,2015-05-22,Cleveland Cavaliers,Atlanta Hawks,Away,W,Atlanta,0,No Travel,1,America/New_York,0,-,-,,33.76,-84.42,33.76,-84.42
2014-15,PO,May,21,2015-05-24,Cleveland Cavaliers,Atlanta Hawks,Home,W,Cleveland,554,Atlanta - Cleveland,1,America/New_York,0,~1.01 hours,-,,41.48,-81.68,33.76,-84.42
2014-15,PO,May,21,2015-05-26,Cleveland Cavaliers,Atlanta Hawks,Home,W,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,PO,Jun,23,2015-06-04,Cleveland Cavaliers,Golden State Warriors,Away,L,San Francisco,2166,Cleveland - San Francisco,8,America/Los_Angeles,-3,~3.94 hours,West,,37.77,-122.45,41.48,-81.68
2014-15,PO,Jun,23,2015-06-07,Cleveland Cavaliers,Golden State Warriors,Away,W,San Francisco,0,No Travel,2,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,Jun,23,2015-06-09,Cleveland Cavaliers,Golden State Warriors,Home,W,Cleveland,2166,San Francisco - Cleveland,1,America/New_York,3,~3.94 hours,East,,41.48,-81.68,37.77,-122.45
2014-15,PO,Jun,24,2015-06-11,Cleveland Cavaliers,Golden State Warriors,Home,L,Cleveland,0,No Travel,1,America/New_York,0,-,-,,41.48,-81.68,41.48,-81.68
2014-15,PO,Jun,24,2015-06-14,Cleveland Cavaliers,Golden State Warriors,Away,L,San Francisco,2166,Cleveland - San Francisco,2,America/Los_Angeles,-3,~3.94 hours,West,,37.77,-122.45,41.48,-81.68
2014-15,PO,Jun,24,2015-06-16,Cleveland Cavaliers,Golden State Warriors,Home,L,Cleveland,2166,San Francisco - NA,1,America/New_York,3,~3.94 hours,East,,41.48,-81.68,37.77,-122.45
2014-15,RS,Oct,43,2014-10-28,Dallas Mavericks,San Antonio Spurs,Away,L,San Antonio,252,Dallas - San Antonio,15,America/Chicago,0,~55 minutes,-,,29.46,-98.51,32.79,-96.77
2014-15,RS,Oct,44,2014-10-30,Dallas Mavericks,Utah Jazz,Home,W,Dallas,252,San Antonio - Dallas,1,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.46,-98.51
2014-15,RS,Nov,44,2014-11-01,Dallas Mavericks,New Orleans Pelicans,Away,W,New Orleans,445,Dallas - New Orleans,1,America/Chicago,0,~55 minutes,-,,30.07,-89.93,32.79,-96.77
2014-15,RS,Nov,44,2014-11-03,Dallas Mavericks,Boston Celtics,Home,W,Dallas,445,New Orleans - Dallas,1,America/Chicago,0,~55 minutes,-,,32.79,-96.77,30.07,-89.93
2014-15,RS,Nov,45,2014-11-06,Dallas Mavericks,Portland Trail Blazers,Away,L,Portland,1633,Dallas - Portland,2,America/Los_Angeles,-2,~2.97 hours,West,,45.54,-122.66,32.79,-96.77
2014-15,RS,Nov,45,2014-11-07,Dallas Mavericks,Utah Jazz,Away,W,Salt Lake City,632,Portland - Salt Lake City,0,America/Denver,1,~1.15 hours,East,,40.78,-111.93,45.54,-122.66
2014-15,RS,Nov,45,2014-11-09,Dallas Mavericks,Miami Heat,Home,L,Dallas,1003,Salt Lake City - Dallas,1,America/Chicago,1,~1.82 hours,East,,32.79,-96.77,40.78,-111.93
2014-15,RS,Nov,45,2014-11-11,Dallas Mavericks,Sacramento Kings,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Nov,46,2014-11-13,Dallas Mavericks,Philadelphia 76ers,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Nov,46,2014-11-15,Dallas Mavericks,Minnesota Timberwolves,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Nov,46,2014-11-17,Dallas Mavericks,Charlotte Hornets,Away,W,Charlotte,928,Dallas - Charlotte,1,America/New_York,1,~1.69 hours,East,,35.2,-80.83,32.79,-96.77
2014-15,RS,Nov,47,2014-11-19,Dallas Mavericks,Washington Wizards,Away,W,Washington,332,Charlotte - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,35.2,-80.83
2014-15,RS,Nov,47,2014-11-21,Dallas Mavericks,Los Angeles Lakers,Home,W,Dallas,1182,Washington - Dallas,1,America/Chicago,-1,~2.15 hours,West,,32.79,-96.77,38.91,-77.02
2014-15,RS,Nov,47,2014-11-22,Dallas Mavericks,Houston Rockets,Away,L,Houston,224,Dallas - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,32.79,-96.77
2014-15,RS,Nov,47,2014-11-24,Dallas Mavericks,Indiana Pacers,Home,L,Dallas,224,Houston - Dallas,1,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.77,-95.39
2014-15,RS,Nov,48,2014-11-26,Dallas Mavericks,New York Knicks,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Nov,48,2014-11-28,Dallas Mavericks,Toronto Raptors,Away,W,Toronto,1202,Dallas - Toronto,1,America/Toronto,1,~2.19 hours,East,,43.65,-79.38,32.79,-96.77
2014-15,RS,Nov,48,2014-11-29,Dallas Mavericks,Philadelphia 76ers,Away,W,Philadelphia,333,Toronto - Philadelphia,0,America/New_York,0,~55 minutes,-,,40.01,-75.13,43.65,-79.38
2014-15,RS,Dec,48,2014-12-02,Dallas Mavericks,Chicago Bulls,Away,W,Chicago,667,Philadelphia - Chicago,2,America/Chicago,-1,~1.21 hours,West,,41.84,-87.68,40.01,-75.13
2014-15,RS,Dec,49,2014-12-03,Dallas Mavericks,Milwaukee Bucks,Away,W,Milwaukee,86,Chicago - Milwaukee,0,America/Chicago,0,~55 minutes,-,,43.06,-87.97,41.84,-87.68
2014-15,RS,Dec,49,2014-12-05,Dallas Mavericks,Phoenix Suns,Home,L,Dallas,856,Milwaukee - Dallas,1,America/Chicago,0,~1.56 hours,-,,32.79,-96.77,43.06,-87.97
2014-15,RS,Dec,49,2014-12-07,Dallas Mavericks,Milwaukee Bucks,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Dec,49,2014-12-09,Dallas Mavericks,Memphis Grizzlies,Away,L,Memphis,419,Dallas - Memphis,1,America/Chicago,0,~55 minutes,-,,35.11,-90.01,32.79,-96.77
2014-15,RS,Dec,50,2014-12-10,Dallas Mavericks,New Orleans Pelicans,Home,W,Dallas,419,Memphis - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,35.11,-90.01
2014-15,RS,Dec,50,2014-12-13,Dallas Mavericks,Golden State Warriors,Home,L,Dallas,0,No Travel,2,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Dec,50,2014-12-16,Dallas Mavericks,New York Knicks,Away,W,New York,1372,Dallas - New York,2,America/New_York,1,~2.49 hours,East,,40.67,-73.94,32.79,-96.77
2014-15,RS,Dec,51,2014-12-17,Dallas Mavericks,Detroit Pistons,Away,W,Detroit,488,New York - Detroit,0,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.67,-73.94
2014-15,RS,Dec,51,2014-12-20,Dallas Mavericks,San Antonio Spurs,Home,W,Dallas,998,Detroit - Dallas,2,America/Chicago,-1,~1.81 hours,West,,32.79,-96.77,42.38,-83.1
2014-15,RS,Dec,51,2014-12-22,Dallas Mavericks,Atlanta Hawks,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Dec,51,2014-12-23,Dallas Mavericks,Phoenix Suns,Away,L,Phoenix,886,Dallas - Phoenix,0,America/Phoenix,-1,~1.61 hours,West,,33.54,-112.07,32.79,-96.77
2014-15,RS,Dec,52,2014-12-26,Dallas Mavericks,Los Angeles Lakers,Home,W,Dallas,886,Phoenix - Dallas,2,America/Chicago,1,~1.61 hours,East,,32.79,-96.77,33.54,-112.07
2014-15,RS,Dec,52,2014-12-28,Dallas Mavericks,Oklahoma City Thunder,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Dec,52,2014-12-30,Dallas Mavericks,Washington Wizards,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Jan,1,2015-01-02,Dallas Mavericks,Boston Celtics,Away,W,Boston,1550,Dallas - Boston,2,America/New_York,1,~2.82 hours,East,,42.34,-71.02,32.79,-96.77
2014-15,RS,Jan,1,2015-01-04,Dallas Mavericks,Cleveland Cavaliers,Away,W,Cleveland,551,Boston - Cleveland,1,America/New_York,0,~1 hours,-,,41.48,-81.68,42.34,-71.02
2014-15,RS,Jan,1,2015-01-05,Dallas Mavericks,Brooklyn Nets,Away,W,New York,407,Cleveland - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,41.48,-81.68
2014-15,RS,Jan,1,2015-01-07,Dallas Mavericks,Detroit Pistons,Home,L,Dallas,1372,New York - Dallas,1,America/Chicago,-1,~2.49 hours,West,,32.79,-96.77,40.67,-73.94
2014-15,RS,Jan,2,2015-01-10,Dallas Mavericks,Los Angeles Clippers,Away,L,Los Angeles,1249,Dallas - Los Angeles,2,America/Los_Angeles,-2,~2.27 hours,West,,34.11,-118.41,32.79,-96.77
2014-15,RS,Jan,2,2015-01-13,Dallas Mavericks,Sacramento Kings,Away,W,Sacramento,352,Los Angeles - Sacramento,2,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,34.11,-118.41
2014-15,RS,Jan,2,2015-01-14,Dallas Mavericks,Denver Nuggets,Away,L,Denver,892,Sacramento - Denver,0,America/Denver,1,~1.62 hours,East,,39.77,-104.87,38.57,-121.47
2014-15,RS,Jan,3,2015-01-16,Dallas Mavericks,Denver Nuggets,Home,W,Dallas,660,Denver - Dallas,1,America/Chicago,1,~1.2 hours,East,,32.79,-96.77,39.77,-104.87
2014-15,RS,Jan,3,2015-01-19,Dallas Mavericks,Memphis Grizzlies,Away,W,Memphis,419,Dallas - Memphis,2,America/Chicago,0,~55 minutes,-,,35.11,-90.01,32.79,-96.77
2014-15,RS,Jan,3,2015-01-21,Dallas Mavericks,Minnesota Timberwolves,Away,W,Minneapolis,702,Memphis - Minneapolis,1,America/Chicago,0,~1.28 hours,-,,44.96,-93.27,35.11,-90.01
2014-15,RS,Jan,4,2015-01-23,Dallas Mavericks,Chicago Bulls,Home,L,Dallas,862,Minneapolis - Dallas,1,America/Chicago,0,~1.57 hours,-,,32.79,-96.77,44.96,-93.27
2014-15,RS,Jan,4,2015-01-25,Dallas Mavericks,New Orleans Pelicans,Away,L,New Orleans,445,Dallas - New Orleans,1,America/Chicago,0,~55 minutes,-,,30.07,-89.93,32.79,-96.77
2014-15,RS,Jan,4,2015-01-27,Dallas Mavericks,Memphis Grizzlies,Home,L,Dallas,445,New Orleans - Dallas,1,America/Chicago,0,~55 minutes,-,,32.79,-96.77,30.07,-89.93
2014-15,RS,Jan,4,2015-01-28,Dallas Mavericks,Houston Rockets,Away,L,Houston,224,Dallas - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,32.79,-96.77
2014-15,RS,Jan,5,2015-01-30,Dallas Mavericks,Miami Heat,Away,W,Miami,968,Houston - Miami,1,America/New_York,1,~1.76 hours,East,,25.78,-80.21,29.77,-95.39
2014-15,RS,Jan,5,2015-01-31,Dallas Mavericks,Orlando Magic,Away,W,Orlando,201,Miami - Orlando,0,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2014-15,RS,Feb,5,2015-02-02,Dallas Mavericks,Minnesota Timberwolves,Home,W,Dallas,962,Orlando - Dallas,1,America/Chicago,-1,~1.75 hours,West,,32.79,-96.77,28.5,-81.37
2014-15,RS,Feb,5,2015-02-04,Dallas Mavericks,Golden State Warriors,Away,L,San Francisco,1484,Dallas - San Francisco,1,America/Los_Angeles,-2,~2.7 hours,West,,37.77,-122.45,32.79,-96.77
2014-15,RS,Feb,6,2015-02-05,Dallas Mavericks,Sacramento Kings,Away,W,Sacramento,77,San Francisco - Sacramento,0,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,37.77,-122.45
2014-15,RS,Feb,6,2015-02-07,Dallas Mavericks,Portland Trail Blazers,Home,W,Dallas,1438,Sacramento - Dallas,1,America/Chicago,2,~2.61 hours,East,,32.79,-96.77,38.57,-121.47
2014-15,RS,Feb,6,2015-02-09,Dallas Mavericks,Los Angeles Clippers,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Feb,6,2015-02-11,Dallas Mavericks,Utah Jazz,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Feb,8,2015-02-19,Dallas Mavericks,Oklahoma City Thunder,Away,L,Oklahoma City,190,Dallas - Oklahoma City,7,America/Chicago,0,~55 minutes,-,,35.47,-97.51,32.79,-96.77
2014-15,RS,Feb,8,2015-02-20,Dallas Mavericks,Houston Rockets,Home,W,Dallas,190,Oklahoma City - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,35.47,-97.51
2014-15,RS,Feb,8,2015-02-22,Dallas Mavericks,Charlotte Hornets,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Feb,8,2015-02-24,Dallas Mavericks,Toronto Raptors,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Feb,8,2015-02-25,Dallas Mavericks,Atlanta Hawks,Away,L,Atlanta,716,Dallas - Atlanta,0,America/New_York,1,~1.3 hours,East,,33.76,-84.42,32.79,-96.77
2014-15,RS,Feb,9,2015-02-28,Dallas Mavericks,Brooklyn Nets,Home,L,Dallas,716,Atlanta - Dallas,2,America/Chicago,-1,~1.3 hours,West,,32.79,-96.77,33.76,-84.42
2014-15,RS,Mar,9,2015-03-02,Dallas Mavericks,New Orleans Pelicans,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Mar,10,2015-03-05,Dallas Mavericks,Portland Trail Blazers,Away,L,Portland,1633,Dallas - Portland,2,America/Los_Angeles,-2,~2.97 hours,West,,45.54,-122.66,32.79,-96.77
2014-15,RS,Mar,10,2015-03-06,Dallas Mavericks,Golden State Warriors,Away,L,San Francisco,537,Portland - San Francisco,0,America/Los_Angeles,0,~58.58 minutes,-,,37.77,-122.45,45.54,-122.66
2014-15,RS,Mar,10,2015-03-08,Dallas Mavericks,Los Angeles Lakers,Away,W,Los Angeles,339,San Francisco - Los Angeles,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,37.77,-122.45
2014-15,RS,Mar,10,2015-03-10,Dallas Mavericks,Cleveland Cavaliers,Home,L,Dallas,1249,Los Angeles - Dallas,1,America/Chicago,2,~2.27 hours,East,,32.79,-96.77,34.11,-118.41
2014-15,RS,Mar,11,2015-03-13,Dallas Mavericks,Los Angeles Clippers,Home,W,Dallas,0,No Travel,2,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Mar,11,2015-03-16,Dallas Mavericks,Oklahoma City Thunder,Home,W,Dallas,0,No Travel,2,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Mar,11,2015-03-18,Dallas Mavericks,Orlando Magic,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Mar,12,2015-03-20,Dallas Mavericks,Memphis Grizzlies,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Mar,12,2015-03-22,Dallas Mavericks,Phoenix Suns,Away,L,Phoenix,886,Dallas - Phoenix,1,America/Phoenix,-1,~1.61 hours,West,,33.54,-112.07,32.79,-96.77
2014-15,RS,Mar,12,2015-03-24,Dallas Mavericks,San Antonio Spurs,Home,W,Dallas,886,Phoenix - Dallas,1,America/Chicago,1,~1.61 hours,East,,32.79,-96.77,33.54,-112.07
2014-15,RS,Mar,13,2015-03-27,Dallas Mavericks,San Antonio Spurs,Away,L,San Antonio,252,Dallas - San Antonio,2,America/Chicago,0,~55 minutes,-,,29.46,-98.51,32.79,-96.77
2014-15,RS,Mar,13,2015-03-29,Dallas Mavericks,Indiana Pacers,Away,L,Indianapolis,1000,San Antonio - Indianapolis,1,America/Indiana/Indianapolis,1,~1.82 hours,East,,39.78,-86.15,29.46,-98.51
2014-15,RS,Apr,13,2015-04-01,Dallas Mavericks,Oklahoma City Thunder,Away,W,Oklahoma City,689,Indianapolis - Oklahoma City,2,America/Chicago,-1,~1.25 hours,West,,35.47,-97.51,39.78,-86.15
2014-15,RS,Apr,14,2015-04-02,Dallas Mavericks,Houston Rockets,Home,L,Dallas,190,Oklahoma City - Dallas,0,America/Chicago,0,~55 minutes,-,,32.79,-96.77,35.47,-97.51
2014-15,RS,Apr,14,2015-04-04,Dallas Mavericks,Golden State Warriors,Home,L,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Apr,14,2015-04-08,Dallas Mavericks,Phoenix Suns,Home,W,Dallas,0,No Travel,3,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2014-15,RS,Apr,15,2015-04-10,Dallas Mavericks,Denver Nuggets,Away,W,Denver,660,Dallas - Denver,1,America/Denver,-1,~1.2 hours,West,,39.77,-104.87,32.79,-96.77
2014-15,RS,Apr,15,2015-04-12,Dallas Mavericks,Los Angeles Lakers,Away,W,Los Angeles,843,Denver - Los Angeles,1,America/Los_Angeles,-1,~1.53 hours,West,,34.11,-118.41,39.77,-104.87
2014-15,RS,Apr,15,2015-04-13,Dallas Mavericks,Utah Jazz,Away,L,Salt Lake City,582,Los Angeles - Salt Lake City,0,America/Denver,1,~1.06 hours,East,,40.78,-111.93,34.11,-118.41
