"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"4586","Sacramento Kings",22,47,0.319,"32.5",18,51,99.6,107.3,"2018-3-15"
"4587","Phoenix Suns",19,51,0.271,"36.0",16,54,104.3,113.7,"2018-3-15"
"4588","Memphis Grizzlies",18,50,0.265,"36.0",22,46,98.7,104.2,"2018-3-15"
"4589","Toronto Raptors*",52,17,0.754,"—",52,17,112.3,103.5,"2018-3-16"
"4590","Boston Celtics*",47,22,0.681,"5.0",44,25,104.6,100.3,"2018-3-16"
"4591","Indiana Pacers*",40,29,0.58,"12.0",38,31,105.8,104.3,"2018-3-16"
"4592","Cleveland Cavaliers*",39,29,0.574,"12.5",34,34,110.2,110.1,"2018-3-16"
"4593","Washington Wizards*",39,30,0.565,"13.0",37,32,107.5,106.2,"2018-3-16"
"4594","Philadelphia 76ers*",38,30,0.559,"13.5",39,29,108.1,105.8,"2018-3-16"
"4595","Miami Heat*",37,33,0.529,"15.5",35,35,102.5,102.5,"2018-3-16"
"4596","Milwaukee Bucks*",36,32,0.529,"15.5",33,35,105.2,105.6,"2018-3-16"
"4597","Detroit Pistons",30,38,0.441,"21.5",30,38,102.9,104.4,"2018-3-16"
"4598","Charlotte Hornets",30,39,0.435,"22.0",34,35,107.3,107.7,"2018-3-16"
"4599","Chicago Bulls",24,44,0.353,"27.5",21,47,103.6,109.5,"2018-3-16"
"4600","New York Knicks",24,45,0.348,"28.0",26,43,104,107.8,"2018-3-16"
"4601","Brooklyn Nets",21,48,0.304,"31.0",25,44,106,110.4,"2018-3-16"
"4602","Orlando Magic",21,49,0.3,"31.5",25,45,104.7,109.3,"2018-3-16"
"4603","Atlanta Hawks",20,49,0.29,"32.0",23,46,103.8,109,"2018-3-16"
"4604","Houston Rockets*",54,14,0.794,"—",52,16,113.5,104.6,"2018-3-16"
"4605","Golden State Warriors*",52,17,0.754,"2.5",50,19,115.3,107.6,"2018-3-16"
"4606","Portland Trail Blazers*",42,26,0.618,"12.0",40,28,105.9,103.1,"2018-3-16"
"4607","Oklahoma City Thunder*",42,29,0.592,"13.5",43,28,107.1,103.8,"2018-3-16"
"4608","Minnesota Timberwolves*",40,29,0.58,"14.5",40,29,109.8,107.2,"2018-3-16"
"4609","New Orleans Pelicans*",39,29,0.574,"15.0",35,33,111.9,111.5,"2018-3-16"
"4610","San Antonio Spurs*",39,30,0.565,"15.5",41,28,102.2,99.3,"2018-3-16"
"4611","Utah Jazz*",39,30,0.565,"15.5",42,27,103.1,99.9,"2018-3-16"
"4612","Denver Nuggets",38,31,0.551,"16.5",37,32,109.3,108,"2018-3-16"
"4613","Los Angeles Clippers",37,31,0.544,"17.0",37,31,109.3,108.1,"2018-3-16"
"4614","Los Angeles Lakers",31,38,0.449,"23.5",31,38,108.5,109.9,"2018-3-16"
"4615","Sacramento Kings",23,47,0.329,"32.0",18,52,99.6,107.1,"2018-3-16"
"4616","Dallas Mavericks",22,47,0.319,"32.5",29,40,102.6,104.9,"2018-3-16"
"4617","Phoenix Suns",19,51,0.271,"36.0",16,54,104.3,113.7,"2018-3-16"
"4618","Memphis Grizzlies",18,50,0.265,"36.0",22,46,98.7,104.2,"2018-3-16"
"4619","Toronto Raptors*",52,17,0.754,"—",52,17,112.3,103.5,"2018-3-17"
"4620","Boston Celtics*",47,22,0.681,"5.0",44,25,104.6,100.3,"2018-3-17"
"4621","Cleveland Cavaliers*",40,29,0.58,"12.0",35,34,110.3,110.1,"2018-3-17"
"4622","Indiana Pacers*",40,30,0.571,"12.5",38,32,105.8,104.4,"2018-3-17"
"4623","Washington Wizards*",40,30,0.571,"12.5",38,32,107.5,106.1,"2018-3-17"
"4624","Philadelphia 76ers*",38,30,0.559,"13.5",39,29,108.1,105.8,"2018-3-17"
"4625","Milwaukee Bucks*",37,32,0.536,"15.0",34,35,105.5,105.7,"2018-3-17"
"4626","Miami Heat*",37,33,0.529,"15.5",35,35,102.5,102.5,"2018-3-17"
"4627","Detroit Pistons",30,39,0.435,"22.0",31,38,102.6,104.3,"2018-3-17"
"4628","Charlotte Hornets",30,40,0.429,"22.5",33,37,107.2,107.9,"2018-3-17"
"4629","New York Knicks",25,45,0.357,"27.5",27,43,104.3,107.7,"2018-3-17"
"4630","Chicago Bulls",24,45,0.348,"28.0",22,47,103.7,109.5,"2018-3-17"
"4631","Brooklyn Nets",22,48,0.314,"30.5",26,44,106.1,110.3,"2018-3-17"
"4632","Orlando Magic",21,49,0.3,"31.5",25,45,104.7,109.3,"2018-3-17"
"4633","Atlanta Hawks",20,50,0.286,"32.5",24,46,104,109.2,"2018-3-17"
"4634","Houston Rockets*",55,14,0.797,"—",52,17,113.4,104.5,"2018-3-17"
"4635","Golden State Warriors*",53,17,0.757,"2.5",51,19,115.5,107.6,"2018-3-17"
"4636","Portland Trail Blazers*",43,26,0.623,"12.0",41,28,105.8,102.9,"2018-3-17"
"4637","Oklahoma City Thunder*",42,29,0.592,"14.0",43,28,107.1,103.8,"2018-3-17"
"4638","Minnesota Timberwolves*",40,30,0.571,"15.5",40,30,109.7,107.3,"2018-3-17"
"4639","San Antonio Spurs*",40,30,0.571,"15.5",42,28,102.4,99.3,"2018-3-17"
"4640","Utah Jazz*",40,30,0.571,"15.5",43,27,103.1,99.8,"2018-3-17"
"4641","New Orleans Pelicans*",39,30,0.565,"16.0",35,34,111.7,111.4,"2018-3-17"
"4642","Los Angeles Clippers",37,31,0.544,"17.5",37,31,109.3,108.1,"2018-3-17"
"4643","Denver Nuggets",38,32,0.543,"17.5",38,32,109,107.9,"2018-3-17"
"4644","Los Angeles Lakers",31,38,0.449,"24.0",31,38,108.5,109.9,"2018-3-17"
"4645","Sacramento Kings",23,48,0.324,"33.0",19,52,99.5,107.1,"2018-3-17"
"4646","Dallas Mavericks",22,48,0.314,"33.5",29,41,102.6,105,"2018-3-17"
"4647","Memphis Grizzlies",19,50,0.275,"36.0",22,47,98.8,104,"2018-3-17"
"4648","Phoenix Suns",19,52,0.268,"37.0",16,55,104.4,113.9,"2018-3-17"
"4649","Toronto Raptors*",52,18,0.743,"—",53,17,112.5,103.9,"2018-3-18"
"4650","Boston Celtics*",47,23,0.671,"5.0",44,26,104.3,100.4,"2018-3-18"
"4651","Cleveland Cavaliers*",40,29,0.58,"11.5",35,34,110.3,110.1,"2018-3-18"
"4652","Indiana Pacers*",40,30,0.571,"12.0",38,32,105.8,104.4,"2018-3-18"
"4653","Washington Wizards*",40,30,0.571,"12.0",38,32,107.5,106.1,"2018-3-18"
"4654","Philadelphia 76ers*",38,30,0.559,"13.0",39,29,108.1,105.8,"2018-3-18"
"4655","Milwaukee Bucks*",37,32,0.536,"14.5",34,35,105.5,105.7,"2018-3-18"
"4656","Miami Heat*",37,33,0.529,"15.0",35,35,102.5,102.5,"2018-3-18"
"4657","Detroit Pistons",30,39,0.435,"21.5",31,38,102.6,104.3,"2018-3-18"
"4658","Charlotte Hornets",30,40,0.429,"22.0",33,37,107.2,107.9,"2018-3-18"
"4659","New York Knicks",25,45,0.357,"27.0",27,43,104.3,107.7,"2018-3-18"
"4660","Chicago Bulls",24,45,0.348,"27.5",22,47,103.7,109.5,"2018-3-18"
"4661","Brooklyn Nets",22,48,0.314,"30.0",26,44,106.1,110.3,"2018-3-18"
"4662","Orlando Magic",21,49,0.3,"31.0",25,45,104.7,109.3,"2018-3-18"
"4663","Atlanta Hawks",20,50,0.286,"32.0",24,46,104,109.2,"2018-3-18"
"4664","Houston Rockets*",56,14,0.8,"—",53,17,113.6,104.7,"2018-3-18"
"4665","Golden State Warriors*",53,17,0.757,"3.0",51,19,115.5,107.6,"2018-3-18"
"4666","Portland Trail Blazers*",44,26,0.629,"12.0",42,28,106,103,"2018-3-18"
"4667","Oklahoma City Thunder*",43,29,0.597,"14.0",44,28,107.4,104.1,"2018-3-18"
"4668","New Orleans Pelicans*",40,30,0.571,"16.0",36,34,111.7,111.1,"2018-3-18"
"4669","San Antonio Spurs*",40,30,0.571,"16.0",42,28,102.4,99.3,"2018-3-18"
"4670","Utah Jazz*",40,30,0.571,"16.0",43,27,103.1,99.8,"2018-3-18"
"4671","Minnesota Timberwolves*",40,31,0.563,"16.5",41,30,109.8,107.6,"2018-3-18"
"4672","Denver Nuggets",38,32,0.543,"18.0",38,32,109,107.9,"2018-3-18"
"4673","Los Angeles Clippers",37,32,0.536,"18.5",37,32,109.3,108.3,"2018-3-18"
"4674","Los Angeles Lakers",31,38,0.449,"24.5",31,38,108.5,109.9,"2018-3-18"
"4675","Sacramento Kings",23,48,0.324,"33.5",19,52,99.5,107.1,"2018-3-18"
"4676","Dallas Mavericks",22,48,0.314,"34.0",29,41,102.6,105,"2018-3-18"
"4677","Memphis Grizzlies",19,50,0.275,"36.5",22,47,98.8,104,"2018-3-18"
"4678","Phoenix Suns",19,52,0.268,"37.5",16,55,104.4,113.9,"2018-3-18"
"4679","Toronto Raptors*",52,18,0.743,"—",53,17,112.5,103.9,"2018-3-19"
"4680","Boston Celtics*",47,23,0.671,"5.0",44,26,104.3,100.4,"2018-3-19"
"4681","Cleveland Cavaliers*",41,29,0.586,"11.0",36,34,110.5,110.2,"2018-3-19"
"4682","Indiana Pacers*",41,30,0.577,"11.5",39,32,105.8,104.3,"2018-3-19"
"4683","Washington Wizards*",40,30,0.571,"12.0",38,32,107.5,106.1,"2018-3-19"
"4684","Philadelphia 76ers*",39,30,0.565,"12.5",40,29,108.1,105.6,"2018-3-19"
"4685","Miami Heat*",38,33,0.535,"14.5",36,35,103.1,103,"2018-3-19"
"4686","Milwaukee Bucks*",37,33,0.529,"15.0",34,36,105.6,106,"2018-3-19"
"4687","Detroit Pistons",31,39,0.443,"21.0",32,38,102.7,104.1,"2018-3-19"
"4688","Charlotte Hornets",30,41,0.423,"22.5",33,38,107,107.9,"2018-3-19"
"4689","New York Knicks",26,45,0.366,"26.5",28,43,104.4,107.5,"2018-3-19"
"4690","Chicago Bulls",24,46,0.343,"28.0",22,48,103.5,109.5,"2018-3-19"
"4691","Brooklyn Nets",23,48,0.324,"29.5",26,45,106.3,110.4,"2018-3-19"
"4692","Orlando Magic",21,49,0.3,"31.0",25,45,104.7,109.3,"2018-3-19"
"4693","Atlanta Hawks",20,50,0.286,"32.0",24,46,104,109.2,"2018-3-19"
"4694","Houston Rockets*",56,14,0.8,"—",53,17,113.6,104.7,"2018-3-19"
"4695","Golden State Warriors*",53,18,0.746,"3.5",51,20,114.9,107.3,"2018-3-19"
"4696","Portland Trail Blazers*",44,26,0.629,"12.0",42,28,106,103,"2018-3-19"
"4697","Oklahoma City Thunder*",43,29,0.597,"14.0",44,28,107.4,104.1,"2018-3-19"
"4698","San Antonio Spurs*",41,30,0.577,"15.5",43,28,102.2,99,"2018-3-19"
"4699","New Orleans Pelicans*",40,30,0.571,"16.0",36,34,111.7,111.1,"2018-3-19"
"4700","Utah Jazz*",40,30,0.571,"16.0",43,27,103.1,99.8,"2018-3-19"
"4701","Minnesota Timberwolves*",40,31,0.563,"16.5",41,30,109.8,107.6,"2018-3-19"
"4702","Los Angeles Clippers",37,32,0.536,"18.5",37,32,109.3,108.3,"2018-3-19"
"4703","Denver Nuggets",38,33,0.535,"18.5",38,33,109.5,108.5,"2018-3-19"
"4704","Los Angeles Lakers",31,39,0.443,"25.0",31,39,108.3,109.9,"2018-3-19"
"4705","Sacramento Kings",23,49,0.319,"34.0",19,53,99.4,107.1,"2018-3-19"
"4706","Dallas Mavericks",22,48,0.314,"34.0",29,41,102.6,105,"2018-3-19"
"4707","Memphis Grizzlies",19,51,0.271,"37.0",23,47,99,104.2,"2018-3-19"
"4708","Phoenix Suns",19,52,0.268,"37.5",16,55,104.4,113.9,"2018-3-19"
"4709","Toronto Raptors*",53,18,0.746,"—",53,18,112.2,103.6,"2018-3-20"
"4710","Boston Celtics*",48,23,0.676,"5.0",45,26,104.3,100.4,"2018-3-20"
"4711","Cleveland Cavaliers*",41,29,0.586,"11.5",36,34,110.5,110.2,"2018-3-20"
"4712","Indiana Pacers*",41,30,0.577,"12.0",39,32,105.8,104.3,"2018-3-20"
"4713","Washington Wizards*",40,30,0.571,"12.5",38,32,107.5,106.1,"2018-3-20"
"4714","Philadelphia 76ers*",39,30,0.565,"13.0",40,29,108.1,105.6,"2018-3-20"
"4715","Miami Heat*",38,33,0.535,"15.0",36,35,103.1,103,"2018-3-20"
"4716","Milwaukee Bucks*",37,33,0.529,"15.5",34,36,105.6,106,"2018-3-20"
"4717","Detroit Pistons",32,39,0.451,"21.0",33,38,102.9,103.9,"2018-3-20"
"4718","Charlotte Hornets",30,41,0.423,"23.0",33,38,107,107.9,"2018-3-20"
"4719","New York Knicks",26,45,0.366,"27.0",28,43,104.4,107.5,"2018-3-20"
"4720","Chicago Bulls",24,46,0.343,"28.5",22,48,103.5,109.5,"2018-3-20"
"4721","Brooklyn Nets",23,48,0.324,"30.0",26,45,106.3,110.4,"2018-3-20"
"4722","Orlando Magic",21,50,0.296,"32.0",25,46,104.4,109.1,"2018-3-20"
"4723","Atlanta Hawks",21,50,0.296,"32.0",24,47,104,109,"2018-3-20"
"4724","Houston Rockets*",57,14,0.803,"—",54,17,113.7,104.8,"2018-3-20"
"4725","Golden State Warriors*",53,18,0.746,"4.0",51,20,114.9,107.3,"2018-3-20"
"4726","Portland Trail Blazers*",44,27,0.62,"13.0",42,29,106.1,103.2,"2018-3-20"
"4727","Oklahoma City Thunder*",43,30,0.589,"15.0",44,29,107.3,104,"2018-3-20"
"4728","New Orleans Pelicans*",41,30,0.577,"16.0",37,34,111.7,111,"2018-3-20"
"4729","San Antonio Spurs*",41,30,0.577,"16.0",43,28,102.2,99,"2018-3-20"
"4730","Minnesota Timberwolves*",41,31,0.569,"16.5",41,31,110,107.6,"2018-3-20"
"4731","Utah Jazz*",40,31,0.563,"17.0",43,28,103,99.8,"2018-3-20"
"4732","Denver Nuggets",38,33,0.535,"19.0",38,33,109.5,108.5,"2018-3-20"
"4733","Los Angeles Clippers",37,33,0.529,"19.5",37,33,109.3,108.5,"2018-3-20"
"4734","Los Angeles Lakers",31,39,0.443,"25.5",31,39,108.3,109.9,"2018-3-20"
"4735","Sacramento Kings",23,49,0.319,"34.5",19,53,99.4,107.1,"2018-3-20"
"4736","Dallas Mavericks",22,49,0.31,"35.0",30,41,102.7,105.2,"2018-3-20"
"4737","Memphis Grizzlies",19,51,0.271,"37.5",23,47,99,104.2,"2018-3-20"
"4738","Phoenix Suns",19,53,0.264,"38.5",16,56,104.2,113.9,"2018-3-20"
"4739","Toronto Raptors*",53,19,0.736,"—",54,18,112.5,104,"2018-3-21"
"4740","Boston Celtics*",48,23,0.676,"4.5",45,26,104.3,100.4,"2018-3-21"
"4741","Cleveland Cavaliers*",42,29,0.592,"10.5",36,35,110.8,110.4,"2018-3-21"
"4742","Philadelphia 76ers*",40,30,0.571,"12.0",41,29,108.2,105.6,"2018-3-21"
"4743","Indiana Pacers*",41,31,0.569,"12.0",39,33,105.6,104.2,"2018-3-21"
"4744","Washington Wizards*",40,31,0.563,"12.5",38,33,107.3,106,"2018-3-21"
"4745","Miami Heat*",39,33,0.542,"14.0",37,35,103.3,102.9,"2018-3-21"
"4746","Milwaukee Bucks*",37,34,0.521,"15.5",34,37,105.8,106.3,"2018-3-21"
"4747","Detroit Pistons",32,39,0.451,"20.5",33,38,102.9,103.9,"2018-3-21"
"4748","Charlotte Hornets",31,41,0.431,"22.0",34,38,107.1,107.9,"2018-3-21"
"4749","New York Knicks",26,46,0.361,"27.0",28,44,104.3,107.7,"2018-3-21"
"4750","Chicago Bulls",24,47,0.338,"28.5",21,50,103.5,109.9,"2018-3-21"
"4751","Brooklyn Nets",23,49,0.319,"30.0",27,45,106.2,110.4,"2018-3-21"
"4752","Orlando Magic",21,50,0.296,"31.5",25,46,104.4,109.1,"2018-3-21"
"4753","Atlanta Hawks",21,50,0.296,"31.5",24,47,104,109,"2018-3-21"
"4754","Houston Rockets*",57,14,0.803,"—",54,17,113.7,104.8,"2018-3-21"
"4755","Golden State Warriors*",53,18,0.746,"4.0",51,20,114.9,107.3,"2018-3-21"
"4756","Portland Trail Blazers*",44,27,0.62,"13.0",42,29,106.1,103.2,"2018-3-21"
"4757","Oklahoma City Thunder*",43,30,0.589,"15.0",44,29,107.3,104,"2018-3-21"
"4758","New Orleans Pelicans*",42,30,0.583,"15.5",38,34,111.5,110.8,"2018-3-21"
"4759","San Antonio Spurs*",42,30,0.583,"15.5",44,28,102.1,98.8,"2018-3-21"
"4760","Minnesota Timberwolves*",41,31,0.569,"16.5",41,31,110,107.6,"2018-3-21"
"4761","Utah Jazz*",40,31,0.563,"17.0",43,28,103,99.8,"2018-3-21"
"4762","Denver Nuggets",39,33,0.542,"18.5",39,33,109.8,108.4,"2018-3-21"
"4763","Los Angeles Clippers",38,33,0.535,"19.0",37,34,109.5,108.7,"2018-3-21"
"4764","Los Angeles Lakers",31,39,0.443,"25.5",31,39,108.3,109.9,"2018-3-21"
"4765","Sacramento Kings",23,49,0.319,"34.5",19,53,99.4,107.1,"2018-3-21"
"4766","Dallas Mavericks",22,49,0.31,"35.0",30,41,102.7,105.2,"2018-3-21"
"4767","Memphis Grizzlies",19,52,0.268,"38.0",23,48,99.1,104.4,"2018-3-21"
"4768","Phoenix Suns",19,53,0.264,"38.5",16,56,104.2,113.9,"2018-3-21"
"4769","Toronto Raptors*",53,19,0.736,"—",54,18,112.5,104,"2018-3-22"
"4770","Boston Celtics*",48,23,0.676,"4.5",45,26,104.3,100.4,"2018-3-22"
"4771","Cleveland Cavaliers*",42,29,0.592,"10.5",36,35,110.8,110.4,"2018-3-22"
"4772","Philadelphia 76ers*",41,30,0.577,"11.5",42,29,108.4,105.5,"2018-3-22"
"4773","Indiana Pacers*",41,31,0.569,"12.0",39,33,105.6,104.2,"2018-3-22"
"4774","Washington Wizards*",40,31,0.563,"12.5",38,33,107.3,106,"2018-3-22"
"4775","Miami Heat*",39,33,0.542,"14.0",37,35,103.3,102.9,"2018-3-22"
"4776","Milwaukee Bucks*",37,34,0.521,"15.5",34,37,105.8,106.3,"2018-3-22"
"4777","Detroit Pistons",32,40,0.444,"21.0",33,39,102.8,103.8,"2018-3-22"
"4778","Charlotte Hornets",32,41,0.438,"21.5",37,36,107.5,107.5,"2018-3-22"
"4779","New York Knicks",26,46,0.361,"27.0",28,44,104.3,107.7,"2018-3-22"
"4780","Chicago Bulls",24,47,0.338,"28.5",21,50,103.5,109.9,"2018-3-22"
"4781","Brooklyn Nets",23,49,0.319,"30.0",27,45,106.2,110.4,"2018-3-22"
"4782","Orlando Magic",21,51,0.292,"32.0",25,47,104.3,109.2,"2018-3-22"
"4783","Atlanta Hawks",21,51,0.292,"32.0",24,48,103.8,108.9,"2018-3-22"
"4784","Houston Rockets*",58,14,0.806,"—",54,18,113.5,104.7,"2018-3-22"
"4785","Golden State Warriors*",53,18,0.746,"4.5",51,20,114.9,107.3,"2018-3-22"
"4786","Portland Trail Blazers*",44,27,0.62,"13.5",42,29,106.1,103.2,"2018-3-22"
"4787","New Orleans Pelicans*",43,30,0.589,"15.5",38,35,111.7,111,"2018-3-22"
"4788","Oklahoma City Thunder*",43,30,0.589,"15.5",44,29,107.3,104,"2018-3-22"
"4789","San Antonio Spurs*",42,30,0.583,"16.0",44,28,102.1,98.8,"2018-3-22"
"4790","Minnesota Timberwolves*",41,31,0.569,"17.0",41,31,110,107.6,"2018-3-22"
"4791","Utah Jazz*",41,31,0.569,"17.0",44,28,103.2,100,"2018-3-22"
"4792","Denver Nuggets",39,33,0.542,"19.0",39,33,109.8,108.4,"2018-3-22"
"4793","Los Angeles Clippers",38,33,0.535,"19.5",37,34,109.5,108.7,"2018-3-22"
"4794","Los Angeles Lakers",31,40,0.437,"26.5",32,39,108.6,110.2,"2018-3-22"
"4795","Sacramento Kings",24,49,0.329,"34.5",20,53,99.5,106.8,"2018-3-22"
"4796","Dallas Mavericks",22,50,0.306,"36.0",30,42,102.8,105.4,"2018-3-22"
"4797","Memphis Grizzlies",19,53,0.264,"39.0",22,50,98.8,104.9,"2018-3-22"
"4798","Phoenix Suns",19,53,0.264,"39.0",16,56,104.2,113.9,"2018-3-22"
"4799","Toronto Raptors*",54,19,0.74,"—",55,18,112.5,104.2,"2018-3-23"
"4800","Boston Celtics*",49,23,0.681,"4.5",45,27,104.3,100.4,"2018-3-23"
"4801","Cleveland Cavaliers*",43,29,0.597,"10.5",38,34,110.9,110.2,"2018-3-23"
"4802","Philadelphia 76ers*",41,30,0.577,"12.0",42,29,108.4,105.5,"2018-3-23"
"4803","Indiana Pacers*",42,31,0.575,"12.0",40,33,105.7,104.2,"2018-3-23"
"4804","Washington Wizards*",40,32,0.556,"13.5",39,33,107.2,106,"2018-3-23"
"4805","Miami Heat*",39,34,0.534,"15.0",37,36,103.3,103,"2018-3-23"
"4806","Milwaukee Bucks*",38,34,0.528,"15.5",35,37,106,106.3,"2018-3-23"
"4807","Detroit Pistons",32,40,0.444,"21.5",33,39,102.8,103.8,"2018-3-23"
"4808","Charlotte Hornets",32,41,0.438,"22.0",37,36,107.5,107.5,"2018-3-23"
"4809","New York Knicks",26,47,0.356,"28.0",28,45,104.3,107.7,"2018-3-23"
"4810","Chicago Bulls",24,48,0.333,"29.5",21,51,103.5,110,"2018-3-23"
"4811","Brooklyn Nets",23,50,0.315,"31.0",27,46,106.3,110.5,"2018-3-23"
"4812","Orlando Magic",21,51,0.292,"32.5",25,47,104.3,109.2,"2018-3-23"
"4813","Atlanta Hawks",21,52,0.288,"33.0",24,49,103.6,108.9,"2018-3-23"
"4814","Houston Rockets*",58,14,0.806,"—",54,18,113.5,104.7,"2018-3-23"
"4815","Golden State Warriors*",54,18,0.75,"4.0",52,20,114.8,107.2,"2018-3-23"
"4816","Portland Trail Blazers*",44,28,0.611,"14.0",43,29,106,103.2,"2018-3-23"
"4817","Oklahoma City Thunder*",44,30,0.595,"15.0",45,29,107.3,104,"2018-3-23"
"4818","New Orleans Pelicans*",43,30,0.589,"15.5",38,35,111.7,111,"2018-3-23"
"4819","San Antonio Spurs*",43,30,0.589,"15.5",45,28,102.4,99.1,"2018-3-23"
"4820","Minnesota Timberwolves*",42,31,0.575,"16.5",42,31,110,107.6,"2018-3-23"
"4821","Utah Jazz*",41,32,0.562,"17.5",44,29,103.4,100.3,"2018-3-23"
"4822","Denver Nuggets",40,33,0.548,"18.5",40,33,109.8,108.3,"2018-3-23"
"4823","Los Angeles Clippers",38,34,0.528,"20.0",38,34,109.5,108.7,"2018-3-23"
"4824","Los Angeles Lakers",31,40,0.437,"26.5",32,39,108.6,110.2,"2018-3-23"
"4825","Sacramento Kings",24,49,0.329,"34.5",20,53,99.5,106.8,"2018-3-23"
"4826","Dallas Mavericks",22,50,0.306,"36.0",30,42,102.8,105.4,"2018-3-23"
"4827","Memphis Grizzlies",19,53,0.264,"39.0",22,50,98.8,104.9,"2018-3-23"
"4828","Phoenix Suns",19,54,0.26,"39.5",16,57,104.1,114,"2018-3-23"
"4829","Toronto Raptors*",54,19,0.74,"—",55,18,112.5,104.2,"2018-3-24"
"4830","Boston Celtics*",49,23,0.681,"4.5",45,27,104.3,100.4,"2018-3-24"
"4831","Cleveland Cavaliers*",43,29,0.597,"10.5",38,34,110.9,110.2,"2018-3-24"
"4832","Philadelphia 76ers*",42,30,0.583,"11.5",43,29,108.5,105.5,"2018-3-24"
"4833","Indiana Pacers*",42,31,0.575,"12.0",40,33,105.7,104.2,"2018-3-24"
"4834","Washington Wizards*",40,32,0.556,"13.5",39,33,107.2,106,"2018-3-24"
"4835","Miami Heat*",39,34,0.534,"15.0",37,36,103.3,103,"2018-3-24"
"4836","Milwaukee Bucks*",38,34,0.528,"15.5",35,37,106,106.3,"2018-3-24"
"4837","Detroit Pistons",33,40,0.452,"21.0",35,38,103,103.7,"2018-3-24"
"4838","Charlotte Hornets",33,41,0.446,"21.5",37,37,107.4,107.4,"2018-3-24"
"4839","New York Knicks",26,47,0.356,"28.0",28,45,104.3,107.7,"2018-3-24"
"4840","Chicago Bulls",24,49,0.329,"30.0",21,52,103.4,110.1,"2018-3-24"
"4841","Brooklyn Nets",23,50,0.315,"31.0",27,46,106.3,110.5,"2018-3-24"
"4842","Orlando Magic",22,51,0.301,"32.0",25,48,104.3,109.1,"2018-3-24"
"4843","Atlanta Hawks",21,52,0.288,"33.0",24,49,103.6,108.9,"2018-3-24"
"4844","Houston Rockets*",59,14,0.808,"—",55,18,113.5,104.5,"2018-3-24"
"4845","Golden State Warriors*",54,18,0.75,"4.5",52,20,114.8,107.2,"2018-3-24"
"4846","Portland Trail Blazers*",44,28,0.611,"14.5",43,29,106,103.2,"2018-3-24"
"4847","Oklahoma City Thunder*",44,30,0.595,"15.5",45,29,107.3,104,"2018-3-24"
"4848","San Antonio Spurs*",43,30,0.589,"16.0",45,28,102.4,99.1,"2018-3-24"
"4849","New Orleans Pelicans*",43,31,0.581,"16.5",38,36,111.4,111,"2018-3-24"
"4850","Minnesota Timberwolves*",42,32,0.568,"17.5",42,32,110,107.7,"2018-3-24"
"4851","Utah Jazz*",41,32,0.562,"18.0",44,29,103.4,100.3,"2018-3-24"
"4852","Denver Nuggets",40,33,0.548,"19.0",40,33,109.8,108.3,"2018-3-24"
"4853","Los Angeles Clippers",38,34,0.528,"20.5",38,34,109.5,108.7,"2018-3-24"
"4854","Los Angeles Lakers",32,40,0.444,"26.5",33,39,108.5,110,"2018-3-24"
"4855","Sacramento Kings",24,49,0.329,"35.0",20,53,99.5,106.8,"2018-3-24"
"4856","Dallas Mavericks",22,51,0.301,"37.0",30,43,102.7,105.3,"2018-3-24"
"4857","Memphis Grizzlies",19,54,0.26,"40.0",22,51,98.7,104.8,"2018-3-24"
"4858","Phoenix Suns",19,55,0.257,"40.5",16,58,104,113.9,"2018-3-24"
"4859","Toronto Raptors*",54,20,0.73,"—",55,19,112.4,104.3,"2018-3-25"
"4860","Boston Celtics*",50,23,0.685,"3.5",46,27,104.3,100.3,"2018-3-25"
"4861","Cleveland Cavaliers*",44,29,0.603,"9.5",38,35,111.1,110.3,"2018-3-25"
"4862","Philadelphia 76ers*",42,30,0.583,"11.0",43,29,108.5,105.5,"2018-3-25"
"4863","Indiana Pacers*",43,31,0.581,"11.0",41,33,105.8,104.2,"2018-3-25"
"4864","Washington Wizards*",40,33,0.548,"13.5",39,34,107,106,"2018-3-25"
"4865","Milwaukee Bucks*",39,34,0.534,"14.5",36,37,106,106.2,"2018-3-25"
"4866","Miami Heat*",39,35,0.527,"15.0",38,36,103.3,103.1,"2018-3-25"
"4867","Detroit Pistons",33,40,0.452,"20.5",35,38,103,103.7,"2018-3-25"
"4868","Charlotte Hornets",33,41,0.446,"21.0",37,37,107.4,107.4,"2018-3-25"
"4869","New York Knicks",27,47,0.365,"27.0",29,45,104.2,107.5,"2018-3-25"
"4870","Chicago Bulls",24,49,0.329,"29.5",21,52,103.4,110.1,"2018-3-25"
"4871","Brooklyn Nets",23,51,0.311,"31.0",27,47,106.4,110.6,"2018-3-25"
"4872","Orlando Magic",22,51,0.301,"31.5",25,48,104.3,109.1,"2018-3-25"
"4873","Atlanta Hawks",21,53,0.284,"33.0",24,50,103.6,109,"2018-3-25"
"4874","Houston Rockets*",60,14,0.811,"—",56,18,113.5,104.4,"2018-3-25"
"4875","Golden State Warriors*",54,19,0.74,"5.5",52,21,114.4,107.2,"2018-3-25"
"4876","Portland Trail Blazers*",45,28,0.616,"14.5",43,30,106,103.2,"2018-3-25"
"4877","Oklahoma City Thunder*",44,31,0.587,"16.5",45,30,107.3,104,"2018-3-25"
"4878","New Orleans Pelicans*",43,31,0.581,"17.0",38,36,111.4,111,"2018-3-25"
