"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"5925","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-6"
"5926","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-6"
"5927","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-6"
"5928","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-6"
"5929","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-6"
"5930","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-6"
"5931","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-6"
"5932","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-6"
"5933","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-6"
"5934","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-6"
"5935","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-6"
"5936","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-6"
"5937","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-6"
"5938","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-6"
"5939","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-6"
"5940","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-6"
"5941","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-6"
"5942","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-6"
"5943","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-7"
"5944","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-7"
"5945","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-7"
"5946","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-7"
"5947","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-7"
"5948","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-7"
"5949","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-7"
"5950","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-7"
"5951","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-7"
"5952","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-7"
"5953","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-7"
"5954","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-7"
"5955","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-7"
"5956","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-7"
"5957","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-7"
"5958","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-7"
"5959","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-7"
"5960","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-7"
"5961","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-7"
"5962","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-7"
"5963","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-7"
"5964","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-7"
"5965","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-7"
"5966","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-7"
"5967","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-7"
"5968","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-7"
"5969","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-7"
"5970","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-7"
"5971","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-7"
"5972","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-7"
"5973","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-8"
"5974","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-8"
"5975","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-8"
"5976","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-8"
"5977","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-8"
"5978","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-8"
"5979","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-8"
"5980","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-8"
"5981","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-8"
"5982","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-8"
"5983","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-8"
"5984","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-8"
"5985","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-8"
"5986","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-8"
"5987","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-8"
"5988","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-8"
"5989","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-8"
"5990","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-8"
"5991","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-8"
"5992","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-8"
"5993","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-8"
"5994","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-8"
"5995","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-8"
"5996","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-8"
"5997","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-8"
"5998","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-8"
"5999","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-8"
"6000","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-8"
"6001","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-8"
"6002","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-8"
"6003","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-9"
"6004","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-9"
"6005","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-9"
"6006","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-9"
"6007","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-9"
"6008","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-9"
"6009","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-9"
"6010","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-9"
"6011","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-9"
"6012","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-9"
"6013","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-9"
"6014","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-9"
"6015","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-9"
"6016","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-9"
"6017","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-9"
"6018","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-9"
"6019","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-9"
"6020","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-9"
"6021","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-9"
"6022","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-9"
"6023","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-9"
"6024","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-9"
"6025","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-9"
"6026","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-9"
"6027","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-9"
"6028","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-9"
"6029","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-9"
"6030","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-9"
"6031","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-9"
"6032","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-9"
"6033","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-10"
"6034","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-10"
"6035","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-10"
"6036","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-10"
"6037","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-10"
"6038","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-10"
"6039","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-10"
"6040","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-10"
"6041","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-10"
"6042","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-10"
"6043","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-10"
"6044","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-10"
"6045","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-10"
"6046","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-10"
"6047","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-10"
"6048","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-10"
"6049","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-10"
"6050","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-10"
"6051","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-10"
"6052","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-10"
"6053","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-10"
"6054","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-10"
"6055","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-10"
"6056","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-10"
"6057","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-10"
"6058","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-10"
"6059","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-10"
"6060","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-10"
"6061","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-10"
"6062","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-10"
"6063","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-11"
"6064","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-11"
"6065","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-11"
"6066","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-11"
"6067","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-11"
"6068","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-11"
"6069","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-11"
"6070","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-11"
"6071","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-11"
"6072","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-11"
"6073","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-11"
"6074","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-11"
"6075","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-11"
"6076","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-11"
"6077","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-11"
"6078","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-11"
"6079","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-11"
"6080","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-11"
"6081","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-11"
"6082","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-11"
"6083","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-11"
"6084","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-11"
"6085","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-11"
"6086","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-11"
"6087","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-11"
"6088","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-11"
"6089","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-11"
"6090","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-11"
"6091","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-11"
"6092","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-11"
"6093","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-12"
"6094","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-12"
"6095","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-12"
"6096","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-12"
"6097","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-12"
"6098","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-12"
"6099","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-12"
"6100","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-12"
"6101","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-12"
"6102","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-12"
"6103","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-12"
"6104","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-12"
"6105","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-12"
"6106","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-12"
"6107","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-12"
"6108","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-12"
"6109","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-12"
"6110","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-12"
"6111","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-12"
"6112","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-12"
"6113","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-12"
"6114","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-12"
"6115","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-12"
"6116","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-12"
"6117","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-12"
"6118","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-12"
"6119","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-12"
"6120","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-12"
"6121","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-12"
"6122","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-12"
"6123","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-13"
"6124","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-13"
"6125","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-13"
"6126","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-13"
"6127","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-13"
"6128","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-13"
"6129","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-13"
"6130","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-13"
"6131","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-13"
"6132","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-13"
"6133","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-13"
"6134","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-13"
"6135","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-13"
"6136","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-13"
"6137","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-13"
"6138","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-13"
"6139","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-13"
"6140","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-13"
"6141","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-13"
"6142","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-13"
"6143","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-13"
"6144","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-13"
"6145","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-13"
"6146","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-13"
"6147","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-13"
"6148","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-13"
"6149","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-13"
"6150","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-13"
"6151","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-13"
"6152","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-13"
"6153","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-14"
"6154","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-14"
"6155","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-14"
"6156","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-14"
"6157","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-14"
"6158","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-14"
"6159","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-14"
"6160","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-14"
"6161","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-14"
"6162","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-14"
"6163","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-14"
"6164","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-14"
"6165","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-14"
"6166","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-14"
"6167","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-14"
"6168","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-14"
"6169","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-14"
"6170","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-14"
"6171","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-14"
"6172","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-14"
"6173","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-14"
"6174","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-14"
"6175","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-14"
"6176","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-14"
"6177","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-14"
"6178","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-14"
"6179","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-14"
"6180","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-14"
"6181","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-14"
"6182","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-14"
"6183","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-15"
"6184","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-15"
"6185","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-15"
"6186","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-15"
"6187","Atlanta Hawks*",43,39,0.524,"10.0",39,43,103.2,104,"2017-5-15"
"6188","Indiana Pacers*",42,40,0.512,"11.0",40,42,105.1,105.3,"2017-5-15"
"6189","Milwaukee Bucks*",42,40,0.512,"11.0",40,42,103.6,103.8,"2017-5-15"
"6190","Chicago Bulls*",41,41,0.5,"12.0",42,40,102.9,102.4,"2017-5-15"
"6191","Miami Heat",41,41,0.5,"12.0",44,38,103.2,102.1,"2017-5-15"
"6192","Detroit Pistons",37,45,0.451,"16.0",38,44,101.3,102.5,"2017-5-15"
"6193","Charlotte Hornets",36,46,0.439,"17.0",42,40,104.9,104.7,"2017-5-15"
"6194","New York Knicks",31,51,0.378,"22.0",31,51,104.3,108,"2017-5-15"
"6195","Orlando Magic",29,53,0.354,"24.0",24,58,101.1,107.6,"2017-5-15"
"6196","Philadelphia 76ers",28,54,0.341,"25.0",26,56,102.4,108.1,"2017-5-15"
"6197","Brooklyn Nets",20,62,0.244,"33.0",24,58,105.8,112.5,"2017-5-15"
"6198","Golden State Warriors*",67,15,0.817,"—",67,15,115.9,104.3,"2017-5-15"
"6199","San Antonio Spurs*",61,21,0.744,"6.0",60,22,105.3,98.1,"2017-5-15"
"6200","Houston Rockets*",55,27,0.671,"12.0",55,27,115.3,109.6,"2017-5-15"
"6201","Utah Jazz*",51,31,0.622,"16.0",52,30,100.7,96.8,"2017-5-15"
"6202","Los Angeles Clippers*",51,31,0.622,"16.0",52,30,108.7,104.4,"2017-5-15"
"6203","Oklahoma City Thunder*",47,35,0.573,"20.0",43,39,106.6,105.8,"2017-5-15"
"6204","Memphis Grizzlies*",43,39,0.524,"24.0",42,40,100.5,100,"2017-5-15"
"6205","Portland Trail Blazers*",41,41,0.5,"26.0",40,42,107.9,108.5,"2017-5-15"
"6206","Denver Nuggets",40,42,0.488,"27.0",42,40,111.7,111.2,"2017-5-15"
"6207","New Orleans Pelicans",34,48,0.415,"33.0",35,47,104.3,106.4,"2017-5-15"
"6208","Dallas Mavericks",33,49,0.402,"34.0",33,49,97.9,100.8,"2017-5-15"
"6209","Sacramento Kings",32,50,0.39,"35.0",31,51,102.8,106.7,"2017-5-15"
"6210","Minnesota Timberwolves",31,51,0.378,"36.0",38,44,105.6,106.7,"2017-5-15"
"6211","Los Angeles Lakers",26,56,0.317,"41.0",24,58,104.6,111.5,"2017-5-15"
"6212","Phoenix Suns",24,58,0.293,"43.0",27,55,107.7,113.3,"2017-5-15"
"6213","Boston Celtics*",53,29,0.646,"—",48,34,108,105.4,"2017-5-16"
"6214","Cleveland Cavaliers*",51,31,0.622,"2.0",49,33,110.3,107.2,"2017-5-16"
"6215","Toronto Raptors*",51,31,0.622,"2.0",52,30,106.9,102.6,"2017-5-16"
"6216","Washington Wizards*",49,33,0.598,"4.0",46,36,109.2,107.4,"2017-5-16"
