"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Boston Celtics*","0","1",".000","—","0","1","107.0","120.0","2012-10-30"
"Cleveland Cavaliers","1","0","1.000","—","1","0","94.0","84.0","2012-10-30"
"Miami Heat*","1","0","1.000","—","1","0","120.0","107.0","2012-10-30"
"Washington Wizards","0","1",".000","1.0","0","1","84.0","94.0","2012-10-30"
"Los Angeles Lakers*","0","1",".000","—","0","1","91.0","99.0","2012-10-30"
"Dallas Mavericks","1","0","1.000","—","1","0","99.0","91.0","2012-10-30"
"Philadelphia 76ers","1","0","1.000","—","1","0","84.0","75.0","2012-10-31"
"Boston Celtics*","0","1",".000","1.0","0","1","107.0","120.0","2012-10-31"
"Toronto Raptors","0","1",".000","1.0","0","1","88.0","90.0","2012-10-31"
"Indiana Pacers*","1","0","1.000","—","1","0","90.0","88.0","2012-10-31"
"Chicago Bulls*","1","0","1.000","—","1","0","93.0","87.0","2012-10-31"
"Cleveland Cavaliers","1","0","1.000","—","1","0","94.0","84.0","2012-10-31"
"Detroit Pistons","0","1",".000","1.0","0","1","96.0","105.0","2012-10-31"
"Miami Heat*","1","0","1.000","—","1","0","120.0","107.0","2012-10-31"
"Washington Wizards","0","1",".000","1.0","0","1","84.0","94.0","2012-10-31"
"Portland Trail Blazers","1","0","1.000","—","1","0","116.0","106.0","2012-10-31"
"Utah Jazz","1","0","1.000","—","1","0","113.0","94.0","2012-10-31"
"Denver Nuggets*","0","1",".000","1.0","0","1","75.0","84.0","2012-10-31"
"Los Angeles Clippers*","1","0","1.000","—","1","0","101.0","92.0","2012-10-31"
"Golden State Warriors*","1","0","1.000","—","1","0","87.0","85.0","2012-10-31"
"Sacramento Kings","0","1",".000","1.0","0","1","87.0","93.0","2012-10-31"
"Phoenix Suns","0","1",".000","1.0","0","1","85.0","87.0","2012-10-31"
"Los Angeles Lakers*","0","2",".000","1.5","0","2","98.5","107.5","2012-10-31"
"San Antonio Spurs*","1","0","1.000","—","1","0","99.0","95.0","2012-10-31"
"Houston Rockets*","1","0","1.000","—","1","0","105.0","96.0","2012-10-31"
"Dallas Mavericks","1","1",".500","0.5","1","1","96.5","102.0","2012-10-31"
"Memphis Grizzlies*","0","1",".000","1.0","0","1","92.0","101.0","2012-10-31"
"New Orleans Hornets","0","1",".000","1.0","0","1","95.0","99.0","2012-10-31"
"Philadelphia 76ers","1","0","1.000","—","1","0","84.0","75.0","2012-11-1"
"Boston Celtics*","0","1",".000","1.0","0","1","107.0","120.0","2012-11-1"
"Toronto Raptors","0","1",".000","1.0","0","1","88.0","90.0","2012-11-1"
"Indiana Pacers*","1","0","1.000","—","1","0","90.0","88.0","2012-11-1"
"Chicago Bulls*","1","0","1.000","—","1","0","93.0","87.0","2012-11-1"
"Cleveland Cavaliers","1","0","1.000","—","1","0","94.0","84.0","2012-11-1"
"Detroit Pistons","0","1",".000","1.0","0","1","96.0","105.0","2012-11-1"
"Miami Heat*","1","0","1.000","—","1","0","120.0","107.0","2012-11-1"
"Washington Wizards","0","1",".000","1.0","0","1","84.0","94.0","2012-11-1"
"Portland Trail Blazers","1","0","1.000","—","1","0","116.0","106.0","2012-11-1"
"Utah Jazz","1","0","1.000","—","1","0","113.0","94.0","2012-11-1"
"Oklahoma City Thunder*","0","1",".000","1.0","0","1","84.0","86.0","2012-11-1"
"Denver Nuggets*","0","1",".000","1.0","0","1","75.0","84.0","2012-11-1"
"Los Angeles Clippers*","1","0","1.000","—","1","0","101.0","92.0","2012-11-1"
"Golden State Warriors*","1","0","1.000","—","1","0","87.0","85.0","2012-11-1"
"Sacramento Kings","0","1",".000","1.0","0","1","87.0","93.0","2012-11-1"
"Phoenix Suns","0","1",".000","1.0","0","1","85.0","87.0","2012-11-1"
"Los Angeles Lakers*","0","2",".000","1.5","0","2","98.5","107.5","2012-11-1"
"San Antonio Spurs*","2","0","1.000","—","1","1","92.5","89.5","2012-11-1"
"Houston Rockets*","1","0","1.000","0.5","1","0","105.0","96.0","2012-11-1"
"Dallas Mavericks","1","1",".500","1.0","1","1","96.5","102.0","2012-11-1"
"Memphis Grizzlies*","0","1",".000","1.5","0","1","92.0","101.0","2012-11-1"
"New Orleans Hornets","0","1",".000","1.5","0","1","95.0","99.0","2012-11-1"
"New York Knicks*","1","0","1.000","—","1","0","104.0","84.0","2012-11-2"
"Philadelphia 76ers","1","0","1.000","—","1","0","84.0","75.0","2012-11-2"
"Toronto Raptors","0","1",".000","1.0","0","1","88.0","90.0","2012-11-2"
"Boston Celtics*","0","2",".000","1.5","0","2","97.5","109.5","2012-11-2"
"Chicago Bulls*","2","0","1.000","—","2","0","104.0","86.5","2012-11-2"
"Milwaukee Bucks*","1","0","1.000","0.5","1","0","99.0","88.0","2012-11-2"
"Indiana Pacers*","1","1",".500","1.0","1","1","89.5","89.0","2012-11-2"
"Cleveland Cavaliers","1","1",".500","1.0","0","2","90.0","99.5","2012-11-2"
"Detroit Pistons","0","2",".000","2.0","1","1","92.5","98.5","2012-11-2"
"Orlando Magic","1","0","1.000","—","1","0","102.0","89.0","2012-11-2"
"Charlotte Bobcats","1","0","1.000","—","1","0","90.0","89.0","2012-11-2"
"Miami Heat*","1","1",".500","0.5","1","1","102.0","105.5","2012-11-2"
"Atlanta Hawks*","0","1",".000","1.0","0","1","102.0","109.0","2012-11-2"
"Washington Wizards","0","1",".000","1.0","0","1","84.0","94.0","2012-11-2"
"Minnesota Timberwolves","1","0","1.000","—","1","0","92.0","80.0","2012-11-2"
"Oklahoma City Thunder*","1","1",".500","0.5","1","1","95.0","89.0","2012-11-2"
"Portland Trail Blazers","1","1",".500","0.5","1","1","104.0","106.0","2012-11-2"
"Utah Jazz","1","1",".500","0.5","2","0","99.5","91.0","2012-11-2"
"Denver Nuggets*","0","2",".000","1.5","0","2","82.0","93.0","2012-11-2"
"Los Angeles Clippers*","2","0","1.000","—","2","0","103.0","93.5","2012-11-2"
"Golden State Warriors*","1","1",".500","1.0","1","1","90.5","94.5","2012-11-2"
"Phoenix Suns","1","1",".500","1.0","1","1","88.5","88.0","2012-11-2"
"Sacramento Kings","0","2",".000","2.0","0","2","83.5","92.5","2012-11-2"
"Los Angeles Lakers*","0","3",".000","2.5","1","2","97.3","106.7","2012-11-2"
"San Antonio Spurs*","2","0","1.000","—","1","1","92.5","89.5","2012-11-2"
"Houston Rockets*","2","0","1.000","—","1","1","107.0","99.0","2012-11-2"
"Memphis Grizzlies*","1","1",".500","1.0","1","1","98.0","97.5","2012-11-2"
"Dallas Mavericks","1","1",".500","1.0","1","1","96.5","102.0","2012-11-2"
"New Orleans Hornets","1","1",".500","1.0","1","1","91.5","92.5","2012-11-2"
"New York Knicks*","1","0","1.000","—","1","0","104.0","84.0","2012-11-3"
"Brooklyn Nets*","1","0","1.000","—","1","0","107.0","100.0","2012-11-3"
"Philadelphia 76ers","1","0","1.000","—","1","0","84.0","75.0","2012-11-3"
"Boston Celtics*","1","2",".333","1.0","1","2","94.7","101.7","2012-11-3"
"Toronto Raptors","0","2",".000","1.5","1","1","94.0","98.5","2012-11-3"
"Milwaukee Bucks*","2","0","1.000","—","1","1","102.0","95.0","2012-11-3"
"Indiana Pacers*","2","1",".667","0.5","2","1","95.0","92.0","2012-11-3"
"Chicago Bulls*","2","1",".667","0.5","2","1","96.7","87.3","2012-11-3"
"Cleveland Cavaliers","1","2",".333","1.5","1","2","94.0","101.3","2012-11-3"
"Detroit Pistons","0","2",".000","2.0","1","1","92.5","98.5","2012-11-3"
"Orlando Magic","1","0","1.000","—","1","0","102.0","89.0","2012-11-3"
"Miami Heat*","2","1",".667","—","1","2","107.7","109.0","2012-11-3"
"Charlotte Bobcats","1","1",".500","0.5","0","2","94.5","107.5","2012-11-3"
"Atlanta Hawks*","0","1",".000","1.0","0","1","102.0","109.0","2012-11-3"
"Washington Wizards","0","2",".000","1.5","1","1","85.0","91.5","2012-11-3"
"Minnesota Timberwolves","1","0","1.000","—","1","0","92.0","80.0","2012-11-3"
"Portland Trail Blazers","2","1",".667","—","2","1","101.0","99.0","2012-11-3"
"Oklahoma City Thunder*","1","1",".500","0.5","1","1","95.0","89.0","2012-11-3"
"Utah Jazz","1","2",".333","1.0","2","1","99.7","97.3","2012-11-3"
"Denver Nuggets*","0","3",".000","2.0","1","2","93.3","101.7","2012-11-3"
"Los Angeles Clippers*","2","1",".667","—","2","1","105.3","100.3","2012-11-3"
"Golden State Warriors*","2","1",".667","—","1","2","98.3","99.7","2012-11-3"
"Phoenix Suns","1","1",".500","0.5","1","1","88.5","88.0","2012-11-3"
"Los Angeles Lakers*","0","3",".000","2.0","1","2","97.3","106.7","2012-11-3"
"Sacramento Kings","0","3",".000","2.0","1","2","88.3","97.0","2012-11-3"
"San Antonio Spurs*","3","0","1.000","—","2","1","98.3","93.0","2012-11-3"
"Houston Rockets*","2","1",".667","1.0","2","1","99.7","97.7","2012-11-3"
"Dallas Mavericks","2","1",".667","1.0","2","1","106.3","101.0","2012-11-3"
"New Orleans Hornets","2","1",".667","1.0","2","1","90.7","89.0","2012-11-3"
"Memphis Grizzlies*","1","1",".500","1.5","1","1","98.0","97.5","2012-11-3"
"New York Knicks*","2","0","1.000","—","2","0","102.0","84.0","2012-11-4"
"Brooklyn Nets*","1","0","1.000","0.5","1","0","107.0","100.0","2012-11-4"
"Philadelphia 76ers","1","1",".500","1.0","1","1","84.0","87.5","2012-11-4"
"Boston Celtics*","1","2",".333","1.5","1","2","94.7","101.7","2012-11-4"
"Toronto Raptors","1","2",".333","1.5","2","1","97.7","94.3","2012-11-4"
"Milwaukee Bucks*","2","0","1.000","—","1","1","102.0","95.0","2012-11-4"
"Indiana Pacers*","2","1",".667","0.5","2","1","95.0","92.0","2012-11-4"
"Chicago Bulls*","2","1",".667","0.5","2","1","96.7","87.3","2012-11-4"
"Cleveland Cavaliers","1","2",".333","1.5","1","2","94.0","101.3","2012-11-4"
"Detroit Pistons","0","3",".000","2.5","0","3","88.0","101.7","2012-11-4"
"Orlando Magic","2","0","1.000","—","2","0","108.5","91.5","2012-11-4"
"Miami Heat*","2","1",".667","0.5","1","2","107.7","109.0","2012-11-4"
"Atlanta Hawks*","1","1",".500","1.0","1","1","103.0","102.0","2012-11-4"
"Charlotte Bobcats","1","1",".500","1.0","0","2","94.5","107.5","2012-11-4"
"Washington Wizards","0","2",".000","2.0","1","1","85.0","91.5","2012-11-4"
"Portland Trail Blazers","2","1",".667","—","2","1","101.0","99.0","2012-11-4"
"Minnesota Timberwolves","1","1",".500","0.5","1","1","89.0","92.5","2012-11-4"
"Oklahoma City Thunder*","1","2",".333","1.0","2","1","95.0","94.0","2012-11-4"
"Utah Jazz","1","2",".333","1.0","2","1","99.7","97.3","2012-11-4"
"Denver Nuggets*","0","3",".000","2.0","1","2","93.3","101.7","2012-11-4"
"Los Angeles Clippers*","2","1",".667","—","2","1","105.3","100.3","2012-11-4"
"Golden State Warriors*","2","1",".667","—","1","2","98.3","99.7","2012-11-4"
"Phoenix Suns","1","2",".333","1.0","1","2","90.3","97.0","2012-11-4"
"Los Angeles Lakers*","1","3",".250","1.5","2","2","100.0","99.8","2012-11-4"
"Sacramento Kings","0","3",".000","2.0","1","2","88.3","97.0","2012-11-4"
"San Antonio Spurs*","3","0","1.000","—","2","1","98.3","93.0","2012-11-4"
"Houston Rockets*","2","1",".667","1.0","2","1","99.7","97.7","2012-11-4"
"Dallas Mavericks","2","1",".667","1.0","2","1","106.3","101.0","2012-11-4"
"New Orleans Hornets","2","1",".667","1.0","2","1","90.7","89.0","2012-11-4"
"Memphis Grizzlies*","1","1",".500","1.5","1","1","98.0","97.5","2012-11-4"
"New York Knicks*","3","0","1.000","—","3","0","104.7","85.3","2012-11-5"
"Brooklyn Nets*","1","1",".500","1.5","1","1","101.5","103.5","2012-11-5"
"Boston Celtics*","1","2",".333","2.0","1","2","94.7","101.7","2012-11-5"
"Toronto Raptors","1","2",".333","2.0","2","1","97.7","94.3","2012-11-5"
"Philadelphia 76ers","1","2",".333","2.0","1","2","85.3","95.0","2012-11-5"
"Milwaukee Bucks*","2","0","1.000","—","1","1","102.0","95.0","2012-11-5"
"Chicago Bulls*","2","1",".667","0.5","2","1","96.7","87.3","2012-11-5"
"Indiana Pacers*","2","2",".500","1.0","2","2","91.0","94.3","2012-11-5"
"Cleveland Cavaliers","2","2",".500","1.0","1","3","97.5","101.3","2012-11-5"
"Detroit Pistons","0","3",".000","2.5","0","3","88.0","101.7","2012-11-5"
"Orlando Magic","2","0","1.000","—","2","0","108.5","91.5","2012-11-5"
"Miami Heat*","3","1",".750","—","3","1","111.8","106.5","2012-11-5"
"Atlanta Hawks*","1","1",".500","1.0","1","1","103.0","102.0","2012-11-5"
"Charlotte Bobcats","1","1",".500","1.0","0","2","94.5","107.5","2012-11-5"
"Washington Wizards","0","2",".000","2.0","1","1","85.0","91.5","2012-11-5"
"Minnesota Timberwolves","2","1",".667","—","2","1","95.0","93.7","2012-11-5"
"Portland Trail Blazers","2","2",".500","0.5","1","3","98.5","102.8","2012-11-5"
"Oklahoma City Thunder*","1","2",".333","1.0","2","1","95.0","94.0","2012-11-5"
"Utah Jazz","1","3",".250","1.5","2","2","98.3","98.8","2012-11-5"
"Denver Nuggets*","0","3",".000","2.0","1","2","93.3","101.7","2012-11-5"
"Los Angeles Clippers*","2","2",".500","—","2","2","104.3","102.3","2012-11-5"
"Golden State Warriors*","2","2",".500","—","2","2","96.8","98.3","2012-11-5"
"Los Angeles Lakers*","1","3",".250","1.0","2","2","100.0","99.8","2012-11-5"
"Sacramento Kings","1","3",".250","1.0","1","3","89.8","95.8","2012-11-5"
"Phoenix Suns","1","3",".250","1.0","1","3","92.5","103.8","2012-11-5"
"San Antonio Spurs*","4","0","1.000","—","3","1","99.0","89.5","2012-11-5"
"Dallas Mavericks","3","1",".750","1.0","3","1","108.3","98.5","2012-11-5"
"Houston Rockets*","2","1",".667","1.5","2","1","99.7","97.7","2012-11-5"
"Memphis Grizzlies*","2","1",".667","1.5","2","1","99.7","96.3","2012-11-5"
"New Orleans Hornets","2","1",".667","1.5","2","1","90.7","89.0","2012-11-5"
"New York Knicks*","3","0","1.000","—","3","0","104.7","85.3","2012-11-6"
"Brooklyn Nets*","1","1",".500","1.5","1","1","101.5","103.5","2012-11-6"
"Boston Celtics*","1","2",".333","2.0","1","2","94.7","101.7","2012-11-6"
"Philadelphia 76ers","1","2",".333","2.0","1","2","85.3","95.0","2012-11-6"
"Toronto Raptors","1","3",".250","2.5","2","2","95.3","97.8","2012-11-6"
"Milwaukee Bucks*","2","0","1.000","—","1","1","102.0","95.0","2012-11-6"
"Chicago Bulls*","3","1",".750","—","3","1","97.3","88.8","2012-11-6"
"Indiana Pacers*","2","2",".500","1.0","2","2","91.0","94.3","2012-11-6"
"Cleveland Cavaliers","2","2",".500","1.0","1","3","97.5","101.3","2012-11-6"
"Detroit Pistons","0","4",".000","3.0","1","3","90.3","103.5","2012-11-6"
"Miami Heat*","3","1",".750","—","3","1","111.8","106.5","2012-11-6"
"Orlando Magic","2","1",".667","0.5","2","1","103.3","94.0","2012-11-6"
"Atlanta Hawks*","1","1",".500","1.0","1","1","103.0","102.0","2012-11-6"
"Charlotte Bobcats","1","1",".500","1.0","0","2","94.5","107.5","2012-11-6"
"Washington Wizards","0","2",".000","2.0","1","1","85.0","91.5","2012-11-6"
"Minnesota Timberwolves","2","1",".667","—","2","1","95.0","93.7","2012-11-6"
"Oklahoma City Thunder*","2","2",".500","0.5","3","1","98.3","92.5","2012-11-6"
"Portland Trail Blazers","2","2",".500","0.5","1","3","98.5","102.8","2012-11-6"
"Denver Nuggets*","1","3",".250","1.5","2","2","97.3","100.5","2012-11-6"
"Utah Jazz","1","3",".250","1.5","2","2","98.3","98.8","2012-11-6"
"Los Angeles Clippers*","2","2",".500","—","2","2","104.3","102.3","2012-11-6"
"Golden State Warriors*","2","2",".500","—","2","2","96.8","98.3","2012-11-6"
"Los Angeles Lakers*","1","3",".250","1.0","2","2","100.0","99.8","2012-11-6"
"Sacramento Kings","1","3",".250","1.0","1","3","89.8","95.8","2012-11-6"
"Phoenix Suns","1","3",".250","1.0","1","3","92.5","103.8","2012-11-6"
"San Antonio Spurs*","4","0","1.000","—","3","1","99.0","89.5","2012-11-6"
"Dallas Mavericks","3","1",".750","1.0","3","1","108.3","98.5","2012-11-6"
"Houston Rockets*","2","1",".667","1.5","2","1","99.7","97.7","2012-11-6"
"Memphis Grizzlies*","2","1",".667","1.5","2","1","99.7","96.3","2012-11-6"
"New Orleans Hornets","2","1",".667","1.5","2","1","90.7","89.0","2012-11-6"
"New York Knicks*","3","0","1.000","—","3","0","104.7","85.3","2012-11-7"
"Boston Celtics*","2","2",".500","1.5","1","3","96.0","99.8","2012-11-7"
"Philadelphia 76ers","2","2",".500","1.5","1","3","83.3","86.8","2012-11-7"
"Brooklyn Nets*","1","2",".333","2.0","0","3","92.0","103.3","2012-11-7"
"Toronto Raptors","1","4",".200","3.0","2","3","97.0","100.0","2012-11-7"
"Chicago Bulls*","3","1",".750","—","3","1","97.3","88.8","2012-11-7"
"Milwaukee Bucks*","2","1",".667","0.5","1","2","98.0","99.3","2012-11-7"
"Indiana Pacers*","2","3",".400","1.5","2","3","90.0","93.2","2012-11-7"
"Cleveland Cavaliers","2","3",".400","1.5","2","3","97.2","102.2","2012-11-7"
"Detroit Pistons","0","5",".000","3.5","1","4","92.8","103.8","2012-11-7"
"Miami Heat*","4","1",".800","—","4","1","110.0","99.8","2012-11-7"
"Atlanta Hawks*","2","1",".667","1.0","2","1","98.3","96.7","2012-11-7"
"Orlando Magic","2","2",".500","1.5","2","2","96.3","93.0","2012-11-7"
"Charlotte Bobcats","1","2",".333","2.0","1","2","99.7","110.7","2012-11-7"
"Washington Wizards","0","3",".000","3.0","1","2","88.0","94.3","2012-11-7"
"Minnesota Timberwolves","3","1",".750","—","3","1","93.8","89.0","2012-11-7"
"Oklahoma City Thunder*","2","2",".500","1.0","3","1","98.3","92.5","2012-11-7"
"Portland Trail Blazers","2","2",".500","1.0","1","3","98.5","102.8","2012-11-7"
"Denver Nuggets*","2","3",".400","1.5","2","3","96.4","97.8","2012-11-7"
"Utah Jazz","2","3",".400","1.5","3","2","97.6","96.2","2012-11-7"
"Los Angeles Clippers*","3","2",".600","—","3","2","104.6","98.6","2012-11-7"
"Golden State Warriors*","3","2",".600","—","3","2","98.6","97.8","2012-11-7"
"Sacramento Kings","2","3",".400","1.0","2","3","92.8","97.2","2012-11-7"
"Phoenix Suns","2","3",".400","1.0","1","4","97.4","105.0","2012-11-7"
"Los Angeles Lakers*","1","4",".200","2.0","2","3","97.2","98.8","2012-11-7"
"San Antonio Spurs*","4","1",".800","—","3","2","96.0","92.8","2012-11-7"
"Dallas Mavericks","4","1",".800","—","4","1","108.4","99.6","2012-11-7"
"Memphis Grizzlies*","3","1",".750","0.5","3","1","101.8","94.8","2012-11-7"
"Houston Rockets*","2","2",".500","1.5","2","2","96.5","96.5","2012-11-7"
"New Orleans Hornets","2","2",".500","1.5","2","2","83.5","86.0","2012-11-7"
"New York Knicks*","3","0","1.000","—","3","0","104.7","85.3","2012-11-8"
"Boston Celtics*","2","2",".500","1.5","1","3","96.0","99.8","2012-11-8"
"Philadelphia 76ers","2","2",".500","1.5","1","3","83.3","86.8","2012-11-8"
"Brooklyn Nets*","1","2",".333","2.0","0","3","92.0","103.3","2012-11-8"
"Toronto Raptors","1","4",".200","3.0","2","3","97.0","100.0","2012-11-8"
"Chicago Bulls*","3","2",".600","—","3","2","96.0","90.4","2012-11-8"
"Milwaukee Bucks*","2","1",".667","—","1","2","98.0","99.3","2012-11-8"
"Indiana Pacers*","2","3",".400","1.0","2","3","90.0","93.2","2012-11-8"
"Cleveland Cavaliers","2","3",".400","1.0","2","3","97.2","102.2","2012-11-8"
"Detroit Pistons","0","5",".000","3.0","1","4","92.8","103.8","2012-11-8"
"Miami Heat*","4","1",".800","—","4","1","110.0","99.8","2012-11-8"
"Atlanta Hawks*","2","1",".667","1.0","2","1","98.3","96.7","2012-11-8"
"Orlando Magic","2","2",".500","1.5","2","2","96.3","93.0","2012-11-8"
"Charlotte Bobcats","1","2",".333","2.0","1","2","99.7","110.7","2012-11-8"
"Washington Wizards","0","3",".000","3.0","1","2","88.0","94.3","2012-11-8"
"Minnesota Timberwolves","3","1",".750","—","3","1","93.8","89.0","2012-11-8"
"Oklahoma City Thunder*","3","2",".600","0.5","4","1","98.0","92.2","2012-11-8"
"Denver Nuggets*","2","3",".400","1.5","2","3","96.4","97.8","2012-11-8"
"Portland Trail Blazers","2","3",".400","1.5","2","3","96.8","102.8","2012-11-8"
"Utah Jazz","2","3",".400","1.5","3","2","97.6","96.2","2012-11-8"
"Los Angeles Clippers*","4","2",".667","—","4","2","104.3","97.2","2012-11-8"
"Golden State Warriors*","3","2",".600","0.5","3","2","98.6","97.8","2012-11-8"
"Sacramento Kings","2","3",".400","1.5","2","3","92.8","97.2","2012-11-8"
"Phoenix Suns","2","3",".400","1.5","1","4","97.4","105.0","2012-11-8"
"Los Angeles Lakers*","1","4",".200","2.5","2","3","97.2","98.8","2012-11-8"
"San Antonio Spurs*","4","1",".800","—","3","2","96.0","92.8","2012-11-8"
"Dallas Mavericks","4","1",".800","—","4","1","108.4","99.6","2012-11-8"
"Memphis Grizzlies*","3","1",".750","0.5","3","1","101.8","94.8","2012-11-8"
"Houston Rockets*","2","2",".500","1.5","2","2","96.5","96.5","2012-11-8"
"New Orleans Hornets","2","2",".500","1.5","2","2","83.5","86.0","2012-11-8"
"New York Knicks*","4","0","1.000","—","4","0","104.5","87.5","2012-11-9"
"Philadelphia 76ers","3","2",".600","1.5","2","3","87.8","89.4","2012-11-9"
"Brooklyn Nets*","2","2",".500","2.0","2","2","95.8","94.5","2012-11-9"
"Boston Celtics*","2","3",".400","2.5","2","3","96.8","101.0","2012-11-9"
"Toronto Raptors","1","4",".200","3.5","2","3","97.0","100.0","2012-11-9"
"Milwaukee Bucks*","3","1",".750","—","2","2","98.8","97.3","2012-11-9"
"Chicago Bulls*","3","2",".600","0.5","3","2","96.0","90.4","2012-11-9"
"Indiana Pacers*","2","4",".333","2.0","2","4","90.7","93.7","2012-11-9"
"Cleveland Cavaliers","2","4",".333","2.0","2","4","98.5","103.0","2012-11-9"
"Detroit Pistons","0","6",".000","4.0","1","5","93.0","104.0","2012-11-9"
"Miami Heat*","5","1",".833","—","5","1","107.5","98.0","2012-11-9"
"Atlanta Hawks*","2","2",".500","2.0","2","2","96.0","96.3","2012-11-9"
"Orlando Magic","2","3",".400","2.5","2","3","90.6","95.8","2012-11-9"
"Charlotte Bobcats","1","3",".250","3.0","1","3","99.5","109.8","2012-11-9"
"Washington Wizards","0","4",".000","4.0","1","3","88.8","96.0","2012-11-9"
"Minnesota Timberwolves","4","1",".800","—","3","2","94.2","90.0","2012-11-9"
"Oklahoma City Thunder*","4","2",".667","0.5","4","2","99.2","92.5","2012-11-9"
"Denver Nuggets*","3","3",".500","1.5","3","3","97.7","95.5","2012-11-9"
"Portland Trail Blazers","2","3",".400","2.0","2","3","96.8","102.8","2012-11-9"
"Utah Jazz","2","4",".333","2.5","3","3","95.3","97.5","2012-11-9"
"Los Angeles Clippers*","4","2",".667","—","4","2","104.3","97.2","2012-11-9"
"Golden State Warriors*","3","3",".500","1.0","2","4","95.0","98.3","2012-11-9"
"Phoenix Suns","3","3",".500","1.0","2","4","99.0","105.0","2012-11-9"
"Los Angeles Lakers*","2","4",".333","2.0","4","2","97.8","95.2","2012-11-9"
"Sacramento Kings","2","4",".333","2.0","2","4","91.7","97.2","2012-11-9"
"San Antonio Spurs*","5","1",".833","—","4","2","96.2","91.7","2012-11-9"
"Memphis Grizzlies*","4","1",".800","0.5","4","1","100.0","92.8","2012-11-9"
"Dallas Mavericks","4","2",".667","1.0","4","2","106.0","100.3","2012-11-9"
"New Orleans Hornets","3","2",".600","1.5","2","3","88.2","88.6","2012-11-9"
"Houston Rockets*","2","3",".400","2.5","2","3","94.2","95.8","2012-11-9"
"New York Knicks*","4","0","1.000","—","4","0","104.5","87.5","2012-11-10"
"Philadelphia 76ers","4","2",".667","1.0","3","3","88.7","88.3","2012-11-10"
"Boston Celtics*","3","3",".500","2.0","2","4","96.7","99.5","2012-11-10"
"Brooklyn Nets*","2","2",".500","2.0","2","2","95.8","94.5","2012-11-10"
"Toronto Raptors","1","5",".167","4.0","2","4","94.7","98.8","2012-11-10"
"Chicago Bulls*","4","2",".667","—","4","2","94.5","88.7","2012-11-10"
"Milwaukee Bucks*","3","2",".600","0.5","3","2","97.4","97.0","2012-11-10"
"Indiana Pacers*","3","4",".429","1.5","3","4","90.4","92.4","2012-11-10"
"Cleveland Cavaliers","2","4",".333","2.0","2","4","98.5","103.0","2012-11-10"
"Detroit Pistons","0","7",".000","4.5","1","6","91.4","102.9","2012-11-10"
"Miami Heat*","5","1",".833","—","5","1","107.5","98.0","2012-11-10"
"Atlanta Hawks*","2","2",".500","2.0","2","2","96.0","96.3","2012-11-10"
"Orlando Magic","2","3",".400","2.5","2","3","90.6","95.8","2012-11-10"
"Charlotte Bobcats","2","3",".400","2.5","1","4","99.8","107.2","2012-11-10"
"Washington Wizards","0","5",".000","4.5","1","4","88.0","94.6","2012-11-10"
"Oklahoma City Thunder*","4","2",".667","—","4","2","99.2","92.5","2012-11-10"
"Minnesota Timberwolves","4","2",".667","—","4","2","91.8","89.5","2012-11-10"
"Denver Nuggets*","4","3",".571","0.5","4","3","99.0","96.3","2012-11-10"
"Utah Jazz","3","4",".429","1.5","4","3","95.1","95.1","2012-11-10"
"Portland Trail Blazers","2","4",".333","2.0","2","4","98.8","104.3","2012-11-10"
"Los Angeles Clippers*","4","2",".667","—","4","2","104.3","97.2","2012-11-10"
"Golden State Warriors*","3","4",".429","1.5","3","4","95.9","99.6","2012-11-10"
"Phoenix Suns","3","4",".429","1.5","2","5","96.4","103.4","2012-11-10"
"Los Angeles Lakers*","2","4",".333","2.0","4","2","97.8","95.2","2012-11-10"
"Sacramento Kings","2","4",".333","2.0","2","4","91.7","97.2","2012-11-10"
"San Antonio Spurs*","6","1",".857","—","5","2","98.4","94.1","2012-11-10"
"Memphis Grizzlies*","4","1",".800","1.0","4","1","100.0","92.8","2012-11-10"
"New Orleans Hornets","3","2",".600","2.0","2","3","88.2","88.6","2012-11-10"
"Dallas Mavericks","4","3",".571","2.0","4","3","104.7","100.4","2012-11-10"
"Houston Rockets*","3","3",".500","2.5","3","3","94.5","93.5","2012-11-10"
"New York Knicks*","4","0","1.000","—","4","0","104.5","87.5","2012-11-11"
"Philadelphia 76ers","4","2",".667","1.0","3","3","88.7","88.3","2012-11-11"
"Brooklyn Nets*","3","2",".600","1.5","3","2","93.0","90.4","2012-11-11"
"Boston Celtics*","3","3",".500","2.0","2","4","96.7","99.5","2012-11-11"
"Toronto Raptors","1","5",".167","4.0","2","4","94.7","98.8","2012-11-11"
"Chicago Bulls*","4","2",".667","—","4","2","94.5","88.7","2012-11-11"
"Milwaukee Bucks*","3","2",".600","0.5","3","2","97.4","97.0","2012-11-11"
"Indiana Pacers*","3","4",".429","1.5","3","4","90.4","92.4","2012-11-11"
"Cleveland Cavaliers","2","5",".286","2.5","2","5","97.4","103.4","2012-11-11"
"Detroit Pistons","0","7",".000","4.5","1","6","91.4","102.9","2012-11-11"
"Miami Heat*","5","2",".714","—","5","2","104.4","98.9","2012-11-11"
"Atlanta Hawks*","2","3",".400","2.0","2","3","92.0","94.8","2012-11-11"
"Charlotte Bobcats","2","3",".400","2.0","1","4","99.8","107.2","2012-11-11"
"Orlando Magic","2","4",".333","2.5","2","4","87.8","93.5","2012-11-11"
