"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Boston Celtics*","35","29",".547","4.0","32","32","95.9","95.7","2013-3-13"
"Toronto Raptors","25","40",".385","14.5","29","36","97.7","99.3","2013-3-13"
"Philadelphia 76ers","24","40",".375","15.0","23","41","92.4","96.3","2013-3-13"
"Indiana Pacers*","40","24",".625","—","43","21","94.2","89.7","2013-3-13"
"Chicago Bulls*","35","29",".547","5.0","33","31","92.1","91.8","2013-3-13"
"Milwaukee Bucks*","32","31",".508","7.5","29","34","98.9","100.0","2013-3-13"
"Detroit Pistons","23","44",".343","18.5","24","43","94.4","98.4","2013-3-13"
"Cleveland Cavaliers","22","42",".344","18.0","24","40","97.6","101.0","2013-3-13"
"Miami Heat*","49","14",".778","—","47","16","103.3","95.9","2013-3-13"
"Atlanta Hawks*","35","29",".547","14.5","33","31","97.1","96.8","2013-3-13"
"Washington Wizards","21","42",".333","28.0","24","39","91.9","95.0","2013-3-13"
"Orlando Magic","18","47",".277","32.0","19","46","94.2","100.5","2013-3-13"
"Charlotte Bobcats","14","50",".219","35.5","12","52","93.0","103.0","2013-3-13"
"Oklahoma City Thunder*","48","17",".738","—","51","14","106.5","97.0","2013-3-13"
"Denver Nuggets*","44","22",".667","4.5","44","22","106.0","101.2","2013-3-13"
"Utah Jazz","33","32",".508","15.0","31","34","98.2","98.9","2013-3-13"
"Portland Trail Blazers","29","34",".460","18.0","27","36","98.0","99.8","2013-3-13"
"Minnesota Timberwolves","22","40",".355","24.5","24","38","94.5","97.8","2013-3-13"
"Los Angeles Clippers*","45","21",".682","—","47","19","100.9","94.4","2013-3-13"
"Golden State Warriors*","37","29",".561","8.0","33","33","100.6","100.7","2013-3-13"
"Los Angeles Lakers*","34","32",".515","11.0","36","30","102.4","101.2","2013-3-13"
"Sacramento Kings","23","43",".348","22.0","21","45","99.4","104.7","2013-3-13"
"Phoenix Suns","22","43",".338","22.5","19","46","94.4","100.4","2013-3-13"
"San Antonio Spurs*","49","16",".754","—","49","16","104.4","96.3","2013-3-13"
"Memphis Grizzlies*","44","19",".698","4.0","42","21","93.8","89.4","2013-3-13"
"Houston Rockets*","35","30",".538","14.0","40","25","106.9","103.3","2013-3-13"
"Dallas Mavericks","30","33",".476","18.0","30","33","101.4","102.3","2013-3-13"
"New Orleans Hornets","22","43",".338","27.0","24","41","94.5","98.0","2013-3-13"
"New York Knicks*","38","25",".603","—","38","25","99.1","96.2","2013-3-14"
"Brooklyn Nets*","38","27",".585","1.0","35","30","95.2","94.4","2013-3-14"
"Boston Celtics*","35","29",".547","3.5","32","32","95.9","95.7","2013-3-14"
"Toronto Raptors","25","40",".385","14.0","29","36","97.7","99.3","2013-3-14"
"Philadelphia 76ers","24","40",".375","14.5","23","41","92.4","96.3","2013-3-14"
"Indiana Pacers*","40","24",".625","—","43","21","94.2","89.7","2013-3-14"
"Chicago Bulls*","35","29",".547","5.0","33","31","92.1","91.8","2013-3-14"
"Milwaukee Bucks*","32","31",".508","7.5","29","34","98.9","100.0","2013-3-14"
"Detroit Pistons","23","44",".343","18.5","24","43","94.4","98.4","2013-3-14"
"Cleveland Cavaliers","22","42",".344","18.0","24","40","97.6","101.0","2013-3-14"
"Miami Heat*","49","14",".778","—","47","16","103.3","95.9","2013-3-14"
"Atlanta Hawks*","35","29",".547","14.5","33","31","97.1","96.8","2013-3-14"
"Washington Wizards","21","42",".333","28.0","24","39","91.9","95.0","2013-3-14"
"Orlando Magic","18","47",".277","32.0","19","46","94.2","100.5","2013-3-14"
"Charlotte Bobcats","14","50",".219","35.5","12","52","93.0","103.0","2013-3-14"
"Oklahoma City Thunder*","48","17",".738","—","51","14","106.5","97.0","2013-3-14"
"Denver Nuggets*","44","22",".667","4.5","44","22","106.0","101.2","2013-3-14"
"Utah Jazz","33","32",".508","15.0","31","34","98.2","98.9","2013-3-14"
"Portland Trail Blazers","30","34",".469","17.5","29","35","98.1","99.7","2013-3-14"
"Minnesota Timberwolves","22","40",".355","24.5","24","38","94.5","97.8","2013-3-14"
"Los Angeles Clippers*","45","21",".682","—","47","19","100.9","94.4","2013-3-14"
"Golden State Warriors*","37","29",".561","8.0","33","33","100.6","100.7","2013-3-14"
"Los Angeles Lakers*","34","32",".515","11.0","36","30","102.4","101.2","2013-3-14"
"Sacramento Kings","23","43",".348","22.0","21","45","99.4","104.7","2013-3-14"
"Phoenix Suns","22","43",".338","22.5","19","46","94.4","100.4","2013-3-14"
"San Antonio Spurs*","50","16",".758","—","50","16","104.2","96.2","2013-3-14"
"Memphis Grizzlies*","44","19",".698","4.5","42","21","93.8","89.4","2013-3-14"
"Houston Rockets*","35","30",".538","14.5","40","25","106.9","103.3","2013-3-14"
"Dallas Mavericks","30","34",".469","19.0","30","34","101.2","102.1","2013-3-14"
"New Orleans Hornets","22","43",".338","27.5","24","41","94.5","98.0","2013-3-14"
"New York Knicks*","38","25",".603","—","38","25","99.1","96.2","2013-3-15"
"Brooklyn Nets*","38","27",".585","1.0","35","30","95.2","94.4","2013-3-15"
"Boston Celtics*","35","29",".547","3.5","32","32","95.9","95.7","2013-3-15"
"Toronto Raptors","26","40",".394","13.5","30","36","97.6","99.0","2013-3-15"
"Philadelphia 76ers","24","40",".375","14.5","23","41","92.4","96.3","2013-3-15"
"Indiana Pacers*","40","25",".615","—","43","22","94.2","89.9","2013-3-15"
"Chicago Bulls*","36","29",".554","4.0","34","31","92.4","91.8","2013-3-15"
"Milwaukee Bucks*","32","32",".500","7.5","29","35","98.9","100.1","2013-3-15"
"Detroit Pistons","23","44",".343","18.0","24","43","94.4","98.4","2013-3-15"
"Cleveland Cavaliers","22","43",".338","18.0","25","40","97.4","100.9","2013-3-15"
"Miami Heat*","50","14",".781","—","47","17","103.4","95.9","2013-3-15"
"Atlanta Hawks*","36","29",".554","14.5","34","31","97.3","96.7","2013-3-15"
"Washington Wizards","22","42",".344","28.0","25","39","92.0","94.9","2013-3-15"
"Orlando Magic","18","48",".273","33.0","19","47","94.4","100.8","2013-3-15"
"Charlotte Bobcats","14","51",".215","36.5","12","53","92.8","102.8","2013-3-15"
"Oklahoma City Thunder*","49","17",".742","—","52","14","106.7","97.2","2013-3-15"
"Denver Nuggets*","45","22",".672","4.5","44","23","105.8","100.9","2013-3-15"
"Utah Jazz","33","32",".508","15.5","31","34","98.2","98.9","2013-3-15"
"Portland Trail Blazers","30","34",".469","18.0","29","35","98.1","99.7","2013-3-15"
"Minnesota Timberwolves","22","41",".349","25.5","24","39","94.6","98.0","2013-3-15"
"Los Angeles Clippers*","45","21",".682","—","47","19","100.9","94.4","2013-3-15"
"Golden State Warriors*","37","30",".552","8.5","33","34","100.6","100.9","2013-3-15"
"Los Angeles Lakers*","35","32",".522","10.5","36","31","102.3","101.1","2013-3-15"
"Sacramento Kings","23","43",".348","22.0","21","45","99.4","104.7","2013-3-15"
"Phoenix Suns","22","44",".333","23.0","19","47","94.4","100.5","2013-3-15"
"San Antonio Spurs*","50","16",".758","—","50","16","104.2","96.2","2013-3-15"
"Memphis Grizzlies*","44","20",".688","5.0","42","22","93.6","89.4","2013-3-15"
"Houston Rockets*","36","30",".545","14.0","41","25","106.9","103.2","2013-3-15"
"Dallas Mavericks","31","34",".477","18.5","31","34","101.2","101.9","2013-3-15"
"New Orleans Hornets","22","44",".333","28.0","24","42","94.3","98.0","2013-3-15"
"New York Knicks*","38","25",".603","—","38","25","99.1","96.2","2013-3-16"
"Brooklyn Nets*","38","27",".585","1.0","35","30","95.2","94.4","2013-3-16"
"Boston Celtics*","36","29",".554","3.0","34","31","96.1","95.6","2013-3-16"
"Toronto Raptors","26","40",".394","13.5","30","36","97.6","99.0","2013-3-16"
"Philadelphia 76ers","25","40",".385","14.0","24","41","92.5","96.2","2013-3-16"
"Indiana Pacers*","40","26",".606","—","43","23","94.2","90.0","2013-3-16"
"Chicago Bulls*","36","29",".554","3.5","34","31","92.4","91.8","2013-3-16"
"Milwaukee Bucks*","32","32",".500","7.0","29","35","98.9","100.1","2013-3-16"
"Detroit Pistons","23","45",".338","18.0","24","44","94.5","98.6","2013-3-16"
"Cleveland Cavaliers","22","44",".333","18.0","25","41","97.6","101.2","2013-3-16"
"Miami Heat*","50","14",".781","—","47","17","103.4","95.9","2013-3-16"
"Atlanta Hawks*","36","29",".554","14.5","34","31","97.3","96.7","2013-3-16"
"Washington Wizards","23","42",".354","27.5","26","39","92.5","95.1","2013-3-16"
"Orlando Magic","18","48",".273","33.0","19","47","94.4","100.8","2013-3-16"
"Charlotte Bobcats","14","52",".212","37.0","12","54","92.7","102.9","2013-3-16"
"Oklahoma City Thunder*","49","17",".742","—","52","14","106.7","97.2","2013-3-16"
"Denver Nuggets*","45","22",".672","4.5","44","23","105.8","100.9","2013-3-16"
"Utah Jazz","34","32",".515","15.0","32","34","98.1","98.7","2013-3-16"
"Portland Trail Blazers","31","34",".477","17.5","29","36","98.3","99.7","2013-3-16"
"Minnesota Timberwolves","22","41",".349","25.5","24","39","94.6","98.0","2013-3-16"
"Los Angeles Clippers*","45","21",".682","—","47","19","100.9","94.4","2013-3-16"
"Golden State Warriors*","37","30",".552","8.5","33","34","100.6","100.9","2013-3-16"
"Los Angeles Lakers*","35","32",".522","10.5","36","31","102.3","101.1","2013-3-16"
"Sacramento Kings","23","43",".348","22.0","21","45","99.4","104.7","2013-3-16"
"Phoenix Suns","22","45",".328","23.5","19","48","94.6","100.9","2013-3-16"
"San Antonio Spurs*","51","16",".761","—","50","17","104.5","96.5","2013-3-16"
"Memphis Grizzlies*","44","21",".677","6.0","42","23","93.5","89.4","2013-3-16"
"Houston Rockets*","36","30",".545","14.5","41","25","106.9","103.2","2013-3-16"
"Dallas Mavericks","31","34",".477","19.0","31","34","101.2","101.9","2013-3-16"
"New Orleans Hornets","22","44",".333","28.5","24","42","94.3","98.0","2013-3-16"
"New York Knicks*","38","26",".594","—","38","26","98.8","96.2","2013-3-17"
"Brooklyn Nets*","38","28",".576","1.0","35","31","95.2","94.5","2013-3-17"
"Boston Celtics*","36","29",".554","2.5","34","31","96.1","95.6","2013-3-17"
"Toronto Raptors","26","41",".388","13.5","30","37","97.5","99.1","2013-3-17"
"Philadelphia 76ers","25","40",".385","13.5","24","41","92.5","96.2","2013-3-17"
"Indiana Pacers*","40","26",".606","—","43","23","94.2","90.0","2013-3-17"
"Chicago Bulls*","36","29",".554","3.5","34","31","92.4","91.8","2013-3-17"
"Milwaukee Bucks*","33","32",".508","6.5","30","35","99.1","100.2","2013-3-17"
"Detroit Pistons","23","45",".338","18.0","24","44","94.5","98.6","2013-3-17"
"Cleveland Cavaliers","22","44",".333","18.0","25","41","97.6","101.2","2013-3-17"
"Miami Heat*","51","14",".785","—","48","17","103.4","95.8","2013-3-17"
"Atlanta Hawks*","37","29",".561","14.5","35","31","97.4","96.7","2013-3-17"
"Washington Wizards","23","42",".354","28.0","26","39","92.5","95.1","2013-3-17"
"Orlando Magic","18","49",".269","34.0","19","48","94.6","101.0","2013-3-17"
"Charlotte Bobcats","14","52",".212","37.5","12","54","92.7","102.9","2013-3-17"
"Oklahoma City Thunder*","50","17",".746","—","53","14","106.7","97.2","2013-3-17"
"Denver Nuggets*","45","22",".672","5.0","44","23","105.8","100.9","2013-3-17"
"Utah Jazz","34","32",".515","15.5","32","34","98.1","98.7","2013-3-17"
"Portland Trail Blazers","31","34",".477","18.0","29","36","98.3","99.7","2013-3-17"
"Minnesota Timberwolves","23","41",".359","25.5","25","39","94.7","97.9","2013-3-17"
"Los Angeles Clippers*","46","21",".687","—","48","19","100.8","94.2","2013-3-17"
"Golden State Warriors*","38","30",".559","8.5","34","34","100.7","100.6","2013-3-17"
"Los Angeles Lakers*","36","32",".529","10.5","37","31","102.5","101.1","2013-3-17"
"Sacramento Kings","23","44",".343","23.0","22","45","99.4","104.9","2013-3-17"
"Phoenix Suns","22","45",".328","24.0","19","48","94.6","100.9","2013-3-17"
"San Antonio Spurs*","51","16",".761","—","50","17","104.5","96.5","2013-3-17"
"Memphis Grizzlies*","44","21",".677","6.0","42","23","93.5","89.4","2013-3-17"
"Houston Rockets*","36","31",".537","15.0","41","26","106.5","103.3","2013-3-17"
"Dallas Mavericks","31","35",".470","19.5","31","35","101.2","102.0","2013-3-17"
"New Orleans Hornets","22","45",".328","29.0","25","42","94.4","98.0","2013-3-17"
"New York Knicks*","39","26",".600","—","39","26","98.7","96.0","2013-3-18"
"Brooklyn Nets*","39","28",".582","1.0","36","31","95.6","94.4","2013-3-18"
"Boston Celtics*","36","30",".545","3.5","34","32","96.2","95.8","2013-3-18"
"Philadelphia 76ers","26","40",".394","13.5","24","42","92.6","96.2","2013-3-18"
"Toronto Raptors","26","41",".388","14.0","30","37","97.5","99.1","2013-3-18"
"Indiana Pacers*","41","26",".612","—","44","23","94.4","90.0","2013-3-18"
"Chicago Bulls*","36","30",".545","4.5","34","32","92.8","92.3","2013-3-18"
"Milwaukee Bucks*","33","32",".508","7.0","30","35","99.1","100.2","2013-3-18"
"Detroit Pistons","23","46",".333","19.0","23","46","94.3","98.9","2013-3-18"
"Cleveland Cavaliers","22","45",".328","19.0","25","42","97.5","101.3","2013-3-18"
"Miami Heat*","52","14",".788","—","49","17","103.5","95.9","2013-3-18"
"Atlanta Hawks*","37","30",".552","15.5","35","32","97.6","97.1","2013-3-18"
"Washington Wizards","23","43",".348","29.0","27","39","92.9","95.4","2013-3-18"
"Orlando Magic","18","49",".269","34.5","19","48","94.6","101.0","2013-3-18"
"Charlotte Bobcats","15","52",".224","37.5","13","54","93.1","103.0","2013-3-18"
"Oklahoma City Thunder*","50","17",".746","—","53","14","106.7","97.2","2013-3-18"
"Denver Nuggets*","46","22",".676","4.5","45","23","106.0","101.1","2013-3-18"
"Utah Jazz","34","33",".507","16.0","32","35","97.9","98.6","2013-3-18"
"Portland Trail Blazers","31","35",".470","18.5","30","36","98.3","99.7","2013-3-18"
"Minnesota Timberwolves","23","42",".354","26.0","25","40","94.4","97.8","2013-3-18"
"Los Angeles Clippers*","46","21",".687","—","48","19","100.8","94.2","2013-3-18"
"Golden State Warriors*","39","30",".565","8.0","35","34","100.6","100.2","2013-3-18"
"Los Angeles Lakers*","36","33",".522","11.0","37","32","102.1","101.1","2013-3-18"
"Sacramento Kings","23","44",".343","23.0","22","45","99.4","104.9","2013-3-18"
"Phoenix Suns","23","45",".338","23.5","20","48","94.6","100.5","2013-3-18"
"San Antonio Spurs*","51","16",".761","—","50","17","104.5","96.5","2013-3-18"
"Memphis Grizzlies*","45","21",".682","5.5","43","23","93.5","89.2","2013-3-18"
"Houston Rockets*","36","31",".537","15.0","41","26","106.5","103.3","2013-3-18"
"Dallas Mavericks","32","35",".478","19.0","32","35","101.5","102.1","2013-3-18"
"New Orleans Hornets","22","46",".324","29.5","25","43","94.0","97.9","2013-3-18"
"New York Knicks*","39","26",".600","—","39","26","98.7","96.0","2013-3-19"
"Brooklyn Nets*","39","28",".582","1.0","36","31","95.6","94.4","2013-3-19"
"Boston Celtics*","36","30",".545","3.5","34","32","96.2","95.8","2013-3-19"
"Philadelphia 76ers","26","40",".394","13.5","24","42","92.6","96.2","2013-3-19"
"Toronto Raptors","26","41",".388","14.0","30","37","97.5","99.1","2013-3-19"
"Indiana Pacers*","42","26",".618","—","46","22","94.4","89.8","2013-3-19"
"Chicago Bulls*","36","30",".545","5.0","34","32","92.8","92.3","2013-3-19"
"Milwaukee Bucks*","34","32",".515","7.0","31","35","99.2","100.2","2013-3-19"
"Detroit Pistons","23","46",".333","19.5","23","46","94.3","98.9","2013-3-19"
"Cleveland Cavaliers","22","45",".328","19.5","25","42","97.5","101.3","2013-3-19"
"Miami Heat*","52","14",".788","—","49","17","103.5","95.9","2013-3-19"
"Atlanta Hawks*","37","30",".552","15.5","35","32","97.6","97.1","2013-3-19"
"Washington Wizards","23","43",".348","29.0","27","39","92.9","95.4","2013-3-19"
"Orlando Magic","18","50",".265","35.0","19","49","94.3","100.9","2013-3-19"
"Charlotte Bobcats","15","52",".224","37.5","13","54","93.1","103.0","2013-3-19"
"Oklahoma City Thunder*","50","18",".735","—","53","15","106.7","97.5","2013-3-19"
"Denver Nuggets*","47","22",".681","3.5","46","23","106.1","101.1","2013-3-19"
"Utah Jazz","34","33",".507","15.5","32","35","97.9","98.6","2013-3-19"
"Portland Trail Blazers","31","36",".463","18.5","30","37","98.3","99.7","2013-3-19"
"Minnesota Timberwolves","23","42",".354","25.5","25","40","94.4","97.8","2013-3-19"
"Los Angeles Clippers*","46","22",".676","—","48","20","100.8","94.5","2013-3-19"
"Golden State Warriors*","39","30",".565","7.5","35","34","100.6","100.2","2013-3-19"
"Los Angeles Lakers*","36","33",".522","10.5","37","32","102.1","101.1","2013-3-19"
"Sacramento Kings","24","44",".353","22.0","23","45","99.7","104.8","2013-3-19"
"Phoenix Suns","23","45",".338","23.0","20","48","94.6","100.5","2013-3-19"
"San Antonio Spurs*","51","16",".761","—","50","17","104.5","96.5","2013-3-19"
"Memphis Grizzlies*","45","21",".682","5.5","43","23","93.5","89.2","2013-3-19"
"Houston Rockets*","36","31",".537","15.0","41","26","106.5","103.3","2013-3-19"
"Dallas Mavericks","32","35",".478","19.0","32","35","101.5","102.1","2013-3-19"
"New Orleans Hornets","22","46",".324","29.5","25","43","94.0","97.9","2013-3-19"
"New York Knicks*","40","26",".606","—","40","26","98.8","96.0","2013-3-20"
"Brooklyn Nets*","40","28",".588","1.0","38","30","95.8","94.4","2013-3-20"
"Boston Celtics*","36","31",".537","4.5","34","33","96.0","95.6","2013-3-20"
"Philadelphia 76ers","26","41",".388","14.5","24","43","92.3","96.3","2013-3-20"
"Toronto Raptors","26","42",".382","15.0","30","38","97.5","99.2","2013-3-20"
"Indiana Pacers*","42","26",".618","—","46","22","94.4","89.8","2013-3-20"
"Chicago Bulls*","36","30",".545","5.0","34","32","92.8","92.3","2013-3-20"
"Milwaukee Bucks*","34","33",".507","7.5","31","36","99.0","100.1","2013-3-20"
"Detroit Pistons","23","46",".333","19.5","23","46","94.3","98.9","2013-3-20"
"Cleveland Cavaliers","22","46",".324","20.0","25","43","97.5","101.3","2013-3-20"
"Miami Heat*","53","14",".791","—","50","17","103.4","95.9","2013-3-20"
"Atlanta Hawks*","38","30",".559","15.5","35","33","97.6","97.0","2013-3-20"
"Washington Wizards","24","43",".358","29.0","28","39","92.8","95.2","2013-3-20"
"Orlando Magic","18","51",".261","36.0","19","50","94.3","101.0","2013-3-20"
"Charlotte Bobcats","16","52",".235","37.5","14","54","93.3","103.0","2013-3-20"
"Oklahoma City Thunder*","50","19",".725","—","54","15","106.4","97.3","2013-3-20"
"Denver Nuggets*","47","22",".681","3.0","46","23","106.1","101.1","2013-3-20"
"Utah Jazz","34","34",".500","15.5","32","36","97.8","98.6","2013-3-20"
"Portland Trail Blazers","31","36",".463","18.0","30","37","98.3","99.7","2013-3-20"
"Minnesota Timberwolves","23","42",".354","25.0","25","40","94.4","97.8","2013-3-20"
"Los Angeles Clippers*","47","22",".681","—","50","19","100.8","94.2","2013-3-20"
"Golden State Warriors*","39","31",".557","8.5","36","34","100.4","100.2","2013-3-20"
"Los Angeles Lakers*","36","33",".522","11.0","37","32","102.1","101.1","2013-3-20"
"Sacramento Kings","24","44",".353","22.5","23","45","99.7","104.8","2013-3-20"
"Phoenix Suns","23","46",".333","24.0","21","48","94.4","100.4","2013-3-20"
"San Antonio Spurs*","52","16",".765","—","51","17","104.5","96.4","2013-3-20"
"Memphis Grizzlies*","46","21",".687","5.5","44","23","93.4","89.2","2013-3-20"
"Houston Rockets*","37","31",".544","15.0","41","27","106.4","103.1","2013-3-20"
"Dallas Mavericks","32","36",".471","20.0","32","36","101.5","102.3","2013-3-20"
"New Orleans Hornets","23","46",".333","29.5","25","44","93.9","97.8","2013-3-20"
"New York Knicks*","40","26",".606","—","40","26","98.8","96.0","2013-3-21"
"Brooklyn Nets*","40","28",".588","1.0","38","30","95.8","94.4","2013-3-21"
"Boston Celtics*","36","31",".537","4.5","34","33","96.0","95.6","2013-3-21"
"Toronto Raptors","26","42",".382","15.0","30","38","97.5","99.2","2013-3-21"
"Philadelphia 76ers","26","42",".382","15.0","24","44","92.4","96.4","2013-3-21"
"Indiana Pacers*","42","26",".618","—","46","22","94.4","89.8","2013-3-21"
"Chicago Bulls*","36","31",".537","5.5","34","33","92.7","92.4","2013-3-21"
"Milwaukee Bucks*","34","33",".507","7.5","31","36","99.0","100.1","2013-3-21"
"Detroit Pistons","23","46",".333","19.5","23","46","94.3","98.9","2013-3-21"
"Cleveland Cavaliers","22","46",".324","20.0","25","43","97.5","101.3","2013-3-21"
"Miami Heat*","53","14",".791","—","50","17","103.4","95.9","2013-3-21"
"Atlanta Hawks*","38","30",".559","15.5","35","33","97.6","97.0","2013-3-21"
"Washington Wizards","24","43",".358","29.0","28","39","92.8","95.2","2013-3-21"
"Orlando Magic","18","51",".261","36.0","19","50","94.3","101.0","2013-3-21"
"Charlotte Bobcats","16","52",".235","37.5","14","54","93.3","103.0","2013-3-21"
"Oklahoma City Thunder*","50","19",".725","—","54","15","106.4","97.3","2013-3-21"
"Denver Nuggets*","48","22",".686","2.5","46","24","106.0","101.1","2013-3-21"
"Utah Jazz","34","34",".500","15.5","32","36","97.8","98.6","2013-3-21"
"Portland Trail Blazers","32","36",".471","17.5","31","37","98.3","99.6","2013-3-21"
"Minnesota Timberwolves","23","43",".348","25.5","25","41","94.5","97.9","2013-3-21"
"Los Angeles Clippers*","47","22",".681","—","50","19","100.8","94.2","2013-3-21"
"Golden State Warriors*","39","31",".557","8.5","36","34","100.4","100.2","2013-3-21"
"Los Angeles Lakers*","36","33",".522","11.0","37","32","102.1","101.1","2013-3-21"
"Sacramento Kings","25","44",".362","22.0","23","46","99.7","104.7","2013-3-21"
"Phoenix Suns","23","46",".333","24.0","21","48","94.4","100.4","2013-3-21"
"San Antonio Spurs*","52","16",".765","—","51","17","104.5","96.4","2013-3-21"
"Memphis Grizzlies*","46","21",".687","5.5","44","23","93.4","89.2","2013-3-21"
"Houston Rockets*","37","31",".544","15.0","41","27","106.4","103.1","2013-3-21"
"Dallas Mavericks","32","36",".471","20.0","32","36","101.5","102.3","2013-3-21"
"New Orleans Hornets","23","46",".333","29.5","25","44","93.9","97.8","2013-3-21"
"New York Knicks*","41","26",".612","—","40","27","98.8","95.9","2013-3-22"
"Brooklyn Nets*","40","28",".588","1.5","38","30","95.8","94.4","2013-3-22"
"Boston Celtics*","36","32",".529","5.5","35","33","96.0","95.8","2013-3-22"
"Philadelphia 76ers","26","42",".382","15.5","24","44","92.4","96.4","2013-3-22"
"Toronto Raptors","26","43",".377","16.0","30","39","97.5","99.2","2013-3-22"
"Indiana Pacers*","43","26",".623","—","47","22","94.5","89.6","2013-3-22"
"Chicago Bulls*","36","31",".537","6.0","34","33","92.7","92.4","2013-3-22"
"Milwaukee Bucks*","34","34",".500","8.5","31","37","98.7","100.1","2013-3-22"
"Detroit Pistons","23","47",".329","20.5","23","47","94.2","98.9","2013-3-22"
"Cleveland Cavaliers","22","47",".319","21.0","24","45","97.2","101.5","2013-3-22"
"Miami Heat*","54","14",".794","—","51","17","103.4","95.8","2013-3-22"
"Atlanta Hawks*","38","31",".551","16.5","36","33","97.6","97.1","2013-3-22"
"Washington Wizards","25","43",".368","29.0","28","40","92.9","95.3","2013-3-22"
"Orlando Magic","18","52",".257","37.0","19","51","94.2","100.9","2013-3-22"
"Charlotte Bobcats","16","52",".235","38.0","14","54","93.3","103.0","2013-3-22"
"Oklahoma City Thunder*","51","19",".729","—","54","16","106.3","97.2","2013-3-22"
"Denver Nuggets*","48","22",".686","3.0","46","24","106.0","101.1","2013-3-22"
"Utah Jazz","34","35",".493","16.5","32","37","97.8","98.7","2013-3-22"
"Portland Trail Blazers","33","36",".478","17.5","32","37","98.4","99.5","2013-3-22"
"Minnesota Timberwolves","24","43",".358","25.5","27","40","94.8","97.7","2013-3-22"
"Los Angeles Clippers*","47","22",".681","—","50","19","100.8","94.2","2013-3-22"
"Golden State Warriors*","39","31",".557","8.5","36","34","100.4","100.2","2013-3-22"
"Los Angeles Lakers*","36","34",".514","11.5","37","33","102.1","101.1","2013-3-22"
"Sacramento Kings","25","44",".362","22.0","23","46","99.7","104.7","2013-3-22"
"Phoenix Suns","23","47",".329","24.5","20","50","94.3","100.6","2013-3-22"
"San Antonio Spurs*","53","16",".768","—","52","17","104.4","96.4","2013-3-22"
"Memphis Grizzlies*","46","22",".676","6.5","44","24","93.3","89.2","2013-3-22"
"Houston Rockets*","38","31",".551","15.0","43","26","106.5","102.8","2013-3-22"
"Dallas Mavericks","33","36",".478","20.0","33","36","101.5","102.2","2013-3-22"
"New Orleans Hornets","24","46",".343","29.5","26","44","93.9","97.5","2013-3-22"
"New York Knicks*","42","26",".618","—","42","26","99.0","95.8","2013-3-23"
"Brooklyn Nets*","40","29",".580","2.5","38","31","95.8","94.5","2013-3-23"
"Boston Celtics*","36","33",".522","6.5","35","34","96.1","96.0","2013-3-23"
"Philadelphia 76ers","26","42",".382","16.0","24","44","92.4","96.4","2013-3-23"
"Toronto Raptors","26","44",".371","17.0","30","40","97.3","99.4","2013-3-23"
"Indiana Pacers*","43","27",".614","—","47","23","94.4","89.5","2013-3-23"
"Chicago Bulls*","37","31",".544","5.0","35","33","92.6","92.2","2013-3-23"
"Milwaukee Bucks*","34","34",".500","8.0","31","37","98.7","100.1","2013-3-23"
"Detroit Pistons","24","47",".338","19.5","24","47","94.2","98.8","2013-3-23"
"Cleveland Cavaliers","22","47",".319","20.5","24","45","97.2","101.5","2013-3-23"
"Miami Heat*","54","14",".794","—","51","17","103.4","95.8","2013-3-23"
"Atlanta Hawks*","38","31",".551","16.5","36","33","97.6","97.1","2013-3-23"
"Washington Wizards","25","44",".362","29.5","28","41","92.9","95.3","2013-3-23"
"Orlando Magic","18","52",".257","37.0","19","51","94.2","100.9","2013-3-23"
"Charlotte Bobcats","16","53",".232","38.5","14","55","93.3","102.9","2013-3-23"
"Oklahoma City Thunder*","51","19",".729","—","54","16","106.3","97.2","2013-3-23"
"Denver Nuggets*","49","22",".690","2.5","47","24","105.9","101.0","2013-3-23"
"Utah Jazz","34","35",".493","16.5","32","37","97.8","98.7","2013-3-23"
"Portland Trail Blazers","33","36",".478","17.5","32","37","98.4","99.5","2013-3-23"
"Minnesota Timberwolves","24","43",".358","25.5","27","40","94.8","97.7","2013-3-23"
"Los Angeles Clippers*","48","22",".686","—","50","20","100.8","94.2","2013-3-23"
"Golden State Warriors*","40","31",".563","8.5","36","35","100.5","100.1","2013-3-23"
"Los Angeles Lakers*","36","34",".514","12.0","37","33","102.1","101.1","2013-3-23"
"Sacramento Kings","25","45",".357","23.0","23","47","99.6","104.6","2013-3-23"
"Phoenix Suns","23","47",".329","25.0","20","50","94.3","100.6","2013-3-23"
"San Antonio Spurs*","53","16",".768","—","52","17","104.4","96.4","2013-3-23"
"Memphis Grizzlies*","47","22",".681","6.0","45","24","93.5","89.5","2013-3-23"
"Houston Rockets*","38","31",".551","15.0","43","26","106.5","102.8","2013-3-23"
"Dallas Mavericks","33","36",".478","20.0","33","36","101.5","102.2","2013-3-23"
"New Orleans Hornets","24","46",".343","29.5","26","44","93.9","97.5","2013-3-23"
"New York Knicks*","42","26",".618","—","42","26","99.0","95.8","2013-3-24"
"Brooklyn Nets*","41","29",".586","2.0","38","32","95.9","94.6","2013-3-24"
"Boston Celtics*","36","33",".522","6.5","35","34","96.1","96.0","2013-3-24"
"Philadelphia 76ers","27","42",".391","15.5","25","44","92.8","96.5","2013-3-24"
"Toronto Raptors","26","44",".371","17.0","30","40","97.3","99.4","2013-3-24"
"Indiana Pacers*","43","27",".614","—","47","23","94.4","89.5","2013-3-24"
