game_id,pctEFG,pctTS,pctUSG,ortg,drtg,netrtg,pacePer40PACE_PER40,ratioPIE
21601085,0.722,0.718,0.229,120.3,106.4,13.8,80.05,0.161
21601099,0.524,0.56,0.348,120.6,75.4,45.2,82.9,0.224
21601118,0.35,0.412,0.318,104.3,113.2,-8.9,77.54,0.091
21601135,0.5,0.549,0.272,110.3,93.6,16.7,81.89,0.208
21601151,0.633,0.691,0.276,115.9,121.7,-5.8,76.93,0.145
21601161,0.521,0.581,0.377,106.9,90.5,16.4,73.61,0.233
21601170,0.688,0.688,0.3,111.1,118.5,-7.4,76.87,0.206
21601193,0.658,0.674,0.329,104.6,113.6,-9,75.58,0.189
21601209,0.773,0.787,0.333,140,150,-10,68.49,0.153
21601227,0.423,0.489,0.231,105.5,110.9,-5.5,72.13,0.107
21700402,0.542,0.542,0.324,84.8,58.8,26,84.54,0.361
21700428,0.611,0.636,0.268,86.1,117.6,-31.5,83.33,0.197
21700449,0.5,0.5,0.237,83.3,94.3,-11,90.63,0.076
21700470,0.563,0.563,0.244,105,102.6,2.4,77.51,0.197
21700502,0.529,0.56,0.322,117.9,87.3,30.6,85.06,0.141
21700530,0.409,0.602,0.317,70.9,109.1,-38.2,79.81,0.112
21700550,0.475,0.542,0.366,108.2,100,8.2,80.57,0.184
21700573,0.5,0.506,0.328,95.1,86.9,8.2,85.56,0.202
21700633,0.625,0.74,0.263,127.8,98.2,29.5,78.05,0.228
21800008,0.432,0.487,0.302,124.1,106.3,17.8,85.38,0.128
21800019,0.44,0.535,0.376,130.1,111.4,18.7,79.74,0.16
21800041,0.786,0.786,0.221,129.2,90.5,38.8,82.4,0.164
21800055,0.696,0.707,0.341,112.3,106.7,5.7,83.62,0.21
21800069,0.469,0.563,0.229,108,101.3,6.7,86.62,0.209
21800100,0.579,0.662,0.274,122.4,106.5,15.9,90.48,0.217
21800123,0.536,0.571,0.265,106.5,98.4,8,84.22,0.182
21800161,0.471,0.596,0.309,104.2,105.7,-1.5,89.86,0.171
21800174,0.286,0.526,0.283,122.9,104.1,18.8,83.44,0.123
21800192,0.375,0.45,0.275,114.7,136.8,-22.1,80.51,0.079
21800206,0.556,0.604,0.317,106.7,105.3,1.3,86.37,0.191
21800216,0.44,0.519,0.317,107.7,103.3,4.4,85.57,0.203
21800248,0.531,0.52,0.271,103.2,108.1,-4.8,81.94,0.092
21800271,0.568,0.579,0.316,128.4,107.5,20.9,88.4,0.192
21800290,0.475,0.574,0.31,125.6,97.4,28.2,85.2,0.183
21800303,0.5,0.568,0.213,128.2,111.3,16.9,77.35,0.149
21800316,0.646,0.694,0.289,127.3,123.9,3.4,79.82,0.166
21800332,0.595,0.681,0.321,126.4,87.5,38.9,78.19,0.271
21800347,0.553,0.624,0.316,100,117.3,-17.3,86.83,0.139
21800359,0.646,0.676,0.315,106.4,105.3,1.1,87.15,0.239
21800371,0.595,0.653,0.333,103.9,103.9,0,81.81,0.188
21800388,0.472,0.518,0.238,116.4,105.6,10.8,76.83,0.146
21800427,0.588,0.654,0.294,122.8,124.1,-1.3,83.38,0.108
21800442,0.595,0.637,0.321,105.6,102.8,2.7,74.51,0.257
21800459,0.478,0.519,0.312,98.8,93.5,5.2,81,0.217
21800470,0.813,0.869,0.284,137.5,118.5,19,79.92,0.252
21800506,0.5,0.604,0.342,115.7,117.1,-1.4,79.58,0.166
21800519,0.421,0.495,0.306,79,124.6,-45.6,83.55,0.151
21800538,0.386,0.503,0.345,98.6,97.2,1.4,82.6,0.167
21800549,0.727,0.763,0.388,128.8,119.4,9.3,81.86,0.244
21800563,0.615,0.653,0.264,97,127.9,-30.9,82.36,0.113
21800580,0.563,0.664,0.286,141.8,113.8,28,83.65,0.167
21800602,0.694,0.735,0.268,107.9,96,11.9,86.41,0.261
21800624,0.556,0.542,0.286,122.6,85.2,37.3,91.91,0.179
21800639,0.569,0.622,0.313,107.2,110.5,-3.3,85.36,0.213
21800658,0.579,0.692,0.27,120.5,126,-5.5,85.09,0.179
21800724,0.658,0.725,0.275,126.2,120.2,6,86.56,0.169
21800739,0.5,0.593,0.338,115.5,115.5,0,81.61,0.232
21800766,0.35,0.375,0.265,89,98.6,-9.6,83.84,0.096
21800789,0.625,0.676,0.224,123.2,108.9,14.3,85.01,0.153
21800800,0.364,0.649,0.259,105.4,104.1,1.3,84.08,0.186
21800828,0.3,0.337,0.234,97.1,92.9,4.2,87.56,0.072
21800842,0.525,0.626,0.325,120.3,131.5,-11.2,85.97,0.135
21800876,0.348,0.456,0.333,129.3,117.1,12.2,86.86,0.086
21800909,0.633,0.643,0.298,124.5,100,24.5,83.11,0.211
21800930,0.682,0.745,0.355,138.7,121.6,17,86.59,0.192
21800961,0.477,0.537,0.313,114.9,101.5,13.4,74.23,0.181
21800983,0.725,0.727,0.329,110.4,90.8,19.7,96.76,0.187
21801001,0.658,0.615,0.31,95.5,112.5,-17,85.69,0.193
21801023,0.525,0.552,0.314,111.8,90.7,21.2,93.07,0.153
21801044,0.643,0.673,0.342,120,101.4,18.6,77.99,0.208
21801072,0.474,0.519,0.261,112.9,100,12.9,81.74,0.133
21801083,0.609,0.675,0.427,123.3,109.9,13.4,80.86,0.156
21801098,0.611,0.678,0.343,125,107.7,17.3,76.67,0.183
21801110,0.4,0.554,0.25,108,80,28,90.43,0.233
21801156,0.458,0.545,0.224,140.7,101.8,39,81.28,0.136
21801169,0.44,0.486,0.31,116.2,102.7,13.5,87.3,0.136
21801180,0.694,0.688,0.304,125,131.1,-6.1,78.86,0.183
21801195,0.447,0.498,0.291,109,100,9,82.11,0.092
21801214,0.714,0.714,0.273,128.8,109.6,19.2,87.21,0.169
21900002,0.553,0.641,0.408,113.6,107.7,5.9,83.04,0.168
21900016,0.559,0.56,0.373,142.9,87.8,55.1,91.43,0.251
21900035,0.543,0.555,0.38,107.2,123.2,-15.9,85.54,0.189
21900051,0.611,0.697,0.319,123,87.1,35.9,82.74,0.34
21900068,0.5,0.548,0.442,100,87.1,12.9,83.83,0.331
21900090,0.385,0.48,0.4,119.7,90,29.7,80.61,0.21
21900115,0.391,0.493,0.386,100,91.8,8.2,88.67,0.205
21900145,0.182,0.401,0.24,96.1,81.3,14.7,86.36,0.113
21900157,0.479,0.496,0.296,97.6,104.7,-7.1,82.57,0.188
21900212,0.425,0.425,0.284,93.6,96.2,-2.6,82.93,0.079
21900224,0.625,0.629,0.3,115.4,100,15.4,92.09,0.185
21900239,0.421,0.535,0.371,124.6,132.1,-7.6,81.15,0.165
21900251,0.548,0.603,0.329,103.1,84.6,18.5,90.63,0.291
21900276,0.348,0.391,0.37,94,89.2,4.8,86.56,0.14
21900292,0.714,0.747,0.338,128.1,92.1,36.1,95.97,0.274
21900305,0.267,0.328,0.3,136.4,107.1,29.2,78.91,0.093
21900327,0.393,0.511,0.293,85.5,112.7,-27.2,84.75,0.143
21900339,0.75,0.79,0.305,144.3,105.6,38.7,89.23,0.237
21900359,0.643,0.71,0.226,118.1,88.9,29.2,88.72,0.186
21900377,0.479,0.649,0.451,111.9,92.9,19,90.36,0.231
21900406,0.536,0.585,0.281,117.5,92.9,24.7,82.68,0.195
21900419,0.526,0.578,0.31,113.9,108.9,5.1,86.38,0.141
21900436,0.719,0.751,0.277,136.2,110.3,25.9,85.66,0.253
21900458,0.711,0.777,0.277,120.3,103.8,16.5,83.34,0.232
21900485,0.271,0.357,0.326,104.2,134.7,-30.5,79.35,0.059
21900499,0.405,0.498,0.302,115.5,97.2,18.3,75.4,0.131
21900516,0.531,0.547,0.304,121.6,84,37.6,82.38,0.229
21900523,0.375,0.45,0.333,106.4,136.4,-30,88.11,0.081
21900576,0.6,0.631,0.371,115.2,97.4,17.8,83.66,0.217
21900589,0.52,0.561,0.375,102.8,112.3,-9.6,80.78,0.195
21900603,0.773,0.814,0.386,165.5,96.6,68.9,81.44,0.281
21900618,0.7,0.735,0.348,144.1,120,24.1,79.73,0.207
21900626,0.554,0.602,0.419,111.8,120.8,-8.9,88.95,0.216
21900653,0.431,0.525,0.376,113.2,109.5,3.7,83,0.229
21900673,0.5,0.615,0.319,124.1,115,9.1,81.82,0.216
21900689,0.625,0.659,0.342,130.8,90.8,40,76.58,0.311
21900727,0.524,0.61,0.448,131.4,113.7,17.6,86.56,0.238
21900750,0.529,0.586,0.288,115.9,98.5,17.4,86.34,0.165
21900763,0.538,0.538,0.189,131.8,98.4,33.4,84.64,0.153
21900782,0.559,0.664,0.358,111.3,141.9,-30.6,89.87,0.167
21900802,0.587,0.617,0.317,102.7,116.2,-13.5,81.11,0.191
21900818,0.389,0.465,0.308,103.2,111.6,-8.4,83.39,0.126
21900835,0.522,0.594,0.297,96.3,109.9,-13.6,88.22,0.21
21900856,0.588,0.651,0.317,115.1,92.3,22.8,84.62,0.271
21900871,0.441,0.573,0.296,108.6,111.6,-3,78.11,0.192
21900886,0.542,0.612,0.309,124.5,92,32.5,78.06,0.193
21900897,0.55,0.626,0.333,134.8,139.4,-4.6,80.4,0.161
21900912,0.5,0.552,0.338,119,84.4,34.7,77.68,0.2
21900927,0.667,0.659,0.296,119.4,67.2,52.1,86.32,0.267
21900948,0.556,0.627,0.253,103.9,122.8,-18.9,83.96,0.123
21900967,0.714,0.751,0.259,154,104,50,79.21,0.236
21901232,0.531,0.645,0.333,107.1,85.5,21.6,83.86,0.284
21901241,0.438,0.576,0.333,142.9,80.7,62.2,85.12,0.237
21901258,0.524,0.582,0.291,119,120.5,-1.5,84.56,0.123
21901271,0.522,0.556,0.318,140.5,110.8,29.7,77.89,0.137
21901291,0.64,0.684,0.354,122.7,128,-5.3,81.41,0.197
21901307,0.594,0.666,0.296,133.8,115.4,18.5,77.91,0.145
