season,phase,date,team,opponent,location,city,w_l,route,distance,tz,flight_time,direction_e_w,return_home,player,team_rest,player_rest,games_played,mi_ns,pts,shift_hrs,fgm,fga,pct_fg,fg3m,fg3a,pct_fg3,pct_ft,fg2m,fg2a,pct_fg2,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,plusminus,fpts
2014-15,RS,2015-04-07,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,W,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,1,1,60,24,26,0,10,15,0.667,4,4,1,1,6,11,0.5454545454545454,2,2,0,2,2,2,3,1,3,3,17,40.4
2014-15,RS,2015-04-08,San Antonio Spurs,Houston Rockets,Home,San Antonio,W,Oklahoma City - San Antonio,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,0,0,61,35,20,0,9,15,0.6,0,3,0,1,9,12,0.75,2,2,1,2,3,2,4,0,2,2,13,36.6
2014-15,RS,2015-04-10,San Antonio Spurs,Houston Rockets,Away,Houston,W,San Antonio - Houston,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,1,62,39,18,0,7,17,0.412,0,2,0,1,7,15,0.4666666666666667,4,4,1,8,9,2,4,0,1,2,-2,42.8
2014-15,RS,2015-04-12,San Antonio Spurs,Phoenix Suns,Home,San Antonio,W,Houston - San Antonio,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,1,63,34,18,0,6,12,0.5,1,2,0.5,1,5,10,0.5,5,5,1,8,9,1,1,0,1,1,21,32.3
2014-15,RS,2015-04-15,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,L,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,-,,Kawhi Leonard,2,2,64,38,14,0,6,14,0.429,0,0,0,1,6,14,0.42857142857142855,2,2,2,8,10,3,0,1,1,4,-3,32.5
2014-15,PO,2015-04-19,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,L,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,3,3,1,33,18,-2,7,12,0.583,1,2,0.5,0.5,6,10,0.6,3,6,2,4,6,3,4,0,4,3,-21,37.7
2014-15,PO,2015-04-22,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,W,No Travel,0,America/Los_Angeles,-,-,,Kawhi Leonard,2,2,2,39,23,0,9,16,0.563,2,3,0.6666666666666666,0.75,7,13,0.5384615384615384,3,4,2,7,9,3,1,1,3,2,4,41.3
2014-15,PO,2015-04-24,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,Los Angeles - San Antonio,1210,America/Chicago,~2.69 hours,East,,Kawhi Leonard,1,1,3,28,32,2,13,18,0.722,3,5,0.6,1,10,13,0.7692307692307693,3,3,2,2,4,1,3,2,1,1,20,52.3
2014-15,PO,2015-04-26,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,4,40,26,0,10,19,0.526,3,6,0.5,0.75,7,13,0.5384615384615384,3,4,2,5,7,5,0,1,0,1,-3,44.9
2014-15,PO,2015-04-28,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,W,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,1,1,5,36,18,-2,5,16,0.313,0,3,0,0.8,5,13,0.38461538461538464,8,10,2,7,9,3,0,0,2,5,-10,31.3
2014-15,PO,2015-04-30,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,L,Los Angeles - San Antonio,1210,America/Chicago,~2.69 hours,East,,Kawhi Leonard,1,1,6,40,12,2,3,15,0.2,1,3,0.3333333333333333,0.833,2,12,0.16666666666666666,5,6,1,6,7,2,0,0,4,2,-19,19.4
2014-15,PO,2015-05-02,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,L,San Antonio - NA,1210,America/Los_Angeles,~2.69 hours,West,,Kawhi Leonard,1,1,7,33,13,-2,5,13,0.385,1,4,0.25,1,4,9,0.4444444444444444,2,2,2,8,10,1,0,0,1,4,-6,25.5
2015-16,RS,2015-10-28,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,15,15,1,35,32,0,13,22,0.591,1,3,0.3333333333333333,1,12,19,0.631578947368421,5,5,1,7,8,0,3,2,3,3,4,53.6
2015-16,RS,2015-10-30,San Antonio Spurs,Brooklyn Nets,Home,San Antonio,W,Oklahoma City - San Antonio,420,America/Chicago,~56 minutes,-,,Kawhi Leonard,1,1,2,26,16,0,6,16,0.375,0,2,0,1,6,14,0.42857142857142855,4,4,1,9,10,1,2,1,4,3,16,34.5
2015-16,RS,2015-11-01,San Antonio Spurs,Boston Celtics,Away,Boston,W,San Antonio - Boston,1767,America/New_York,~3.93 hours,East,,Kawhi Leonard,1,1,3,34,19,1,8,18,0.444,1,3,0.3333333333333333,1,7,15,0.4666666666666667,2,2,0,5,5,2,2,1,2,2,3,35
2015-16,RS,2015-11-02,San Antonio Spurs,New York Knicks,Away,New York,W,Boston - New York,190,America/New_York,~55 minutes,-,,Kawhi Leonard,0,0,4,36,18,0,8,16,0.5,1,4,0.25,1,7,12,0.5833333333333334,1,1,2,12,14,1,2,4,2,4,12,52.3
2015-16,RS,2015-11-04,San Antonio Spurs,Washington Wizards,Away,Washington,L,New York - Washington,204,America/New_York,~55 minutes,-,,Kawhi Leonard,1,1,5,35,23,0,10,22,0.455,1,4,0.25,1,9,18,0.5,2,2,3,6,9,0,1,0,1,4,-12,35.8
2015-16,RS,2015-11-07,San Antonio Spurs,Charlotte Hornets,Home,San Antonio,W,Washington - San Antonio,1387,America/Chicago,~3.08 hours,West,,Kawhi Leonard,2,2,6,34,23,-1,10,16,0.625,2,4,0.5,0.5,8,12,0.6666666666666666,1,2,0,4,4,2,2,0,0,3,11,36.8
2015-16,RS,2015-11-09,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,San Antonio - Sacramento,1453,America/Los_Angeles,~3.23 hours,West,,Kawhi Leonard,1,1,7,32,24,-2,10,13,0.769,3,4,0.75,0.5,7,9,0.7777777777777778,1,2,0,3,3,2,2,2,0,2,31,42.6
2015-16,RS,2015-11-11,San Antonio Spurs,Portland Trail Blazers,Away,Portland,W,Sacramento - Portland,486,America/Los_Angeles,~1.08 hours,-,,Kawhi Leonard,1,1,8,35,20,0,7,14,0.5,1,5,0.2,1,6,9,0.6666666666666666,5,5,0,7,7,3,1,0,1,3,2,34.9
2015-16,RS,2015-11-16,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,4,9,31,19,0,8,15,0.533,3,5,0.6,0,5,10,0.5,0,1,2,7,9,3,2,2,0,1,4,46.3
2015-16,RS,2015-11-18,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,10,37,20,0,8,16,0.5,3,4,0.75,1,5,12,0.4166666666666667,1,1,1,7,8,3,2,1,0,2,8,43.1
2015-16,RS,2015-11-20,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,L,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,-,,Kawhi Leonard,1,1,11,37,22,0,9,20,0.45,3,5,0.6,0.5,6,15,0.4,1,2,0,5,5,2,1,1,0,2,-8,37
2015-16,RS,2015-11-21,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,New Orleans - San Antonio,516,America/Chicago,~1.15 hours,-,,Kawhi Leonard,0,0,12,40,19,0,5,15,0.333,3,6,0.5,0.75,2,9,0.2222222222222222,6,8,2,5,7,3,0,1,0,1,3,34.9
2015-16,RS,2015-11-23,San Antonio Spurs,Phoenix Suns,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,13,37,24,0,11,18,0.611,1,2,0.5,1,10,16,0.625,1,1,3,10,13,4,4,1,3,1,7,57.6
2015-16,RS,2015-11-25,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,14,40,26,0,9,16,0.563,4,7,0.5714285714285714,1,5,9,0.5555555555555556,4,4,4,4,8,5,2,0,2,0,4,47.1
2015-16,RS,2015-11-27,San Antonio Spurs,Denver Nuggets,Away,Denver,W,San Antonio - Denver,799,America/Denver,~1.78 hours,West,,Kawhi Leonard,1,1,15,32,25,-1,11,18,0.611,2,4,0.5,1,9,14,0.6428571428571429,1,1,1,6,7,6,4,5,2,1,18,67.4
2015-16,RS,2015-11-28,San Antonio Spurs,Atlanta Hawks,Home,San Antonio,W,Denver - San Antonio,799,America/Chicago,~1.78 hours,East,,Kawhi Leonard,0,0,16,29,22,1,6,11,0.545,3,3,1,1,3,8,0.375,7,7,1,6,7,2,1,1,2,0,32,37.4
2015-16,RS,2015-11-30,San Antonio Spurs,Chicago Bulls,Away,Chicago,L,San Antonio - Chicago,1048,America/Chicago,~2.33 hours,-,,Kawhi Leonard,1,1,17,40,25,0,9,21,0.429,0,3,0,0.778,9,18,0.5,7,9,3,5,8,3,2,0,2,4,14,43.1
2015-16,RS,2015-12-02,San Antonio Spurs,Milwaukee Bucks,Home,San Antonio,W,Chicago - San Antonio,1048,America/Chicago,~2.33 hours,-,,Kawhi Leonard,1,1,18,25,13,0,3,12,0.25,0,1,0,0.875,3,11,0.2727272727272727,7,8,2,1,3,4,0,0,0,1,14,22.6
2015-16,RS,2015-12-03,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,0,0,19,33,27,0,9,13,0.692,7,9,0.7777777777777778,1,2,4,0.5,2,2,0,8,8,3,2,1,1,2,16,49.1
2015-16,RS,2015-12-05,San Antonio Spurs,Boston Celtics,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,1,1,20,34,15,0,4,13,0.308,2,4,0.5,0.833,2,9,0.2222222222222222,5,6,0,7,7,4,2,0,3,4,-2,32.4
2015-16,RS,2015-12-09,San Antonio Spurs,Toronto Raptors,Away,Toronto,L,Philadelphia - Toronto,333,America/Toronto,~55 minutes,-,,Kawhi Leonard,1,3,21,27,7,0,3,8,0.375,1,2,0.5,0,2,6,0.3333333333333333,0,1,3,3,6,2,1,1,2,1,-14,21.2
2015-16,RS,2015-12-11,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,Toronto - San Antonio,1439,America/Chicago,~3.2 hours,West,,Kawhi Leonard,1,1,22,25,16,-1,6,12,0.5,0,2,0,1,6,10,0.6,4,4,2,9,11,2,3,1,0,0,10,44.2
2015-16,RS,2015-12-12,San Antonio Spurs,Atlanta Hawks,Away,Atlanta,W,San Antonio - Atlanta,880,America/New_York,~1.96 hours,East,,Kawhi Leonard,0,0,23,32,22,1,7,13,0.538,1,3,0.3333333333333333,1,6,10,0.6,7,7,1,7,8,4,5,0,2,2,36,50.6
2015-16,RS,2015-12-14,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,Atlanta - San Antonio,880,America/Chicago,~1.96 hours,West,,Kawhi Leonard,1,1,24,25,22,-1,7,10,0.7,2,3,0.6666666666666666,1,5,7,0.7142857142857143,6,6,0,7,7,2,2,0,0,1,36,39.4
2015-16,RS,2015-12-16,San Antonio Spurs,Washington Wizards,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,25,38,27,0,9,15,0.6,4,7,0.5714285714285714,0.833,5,8,0.625,5,6,0,3,3,4,4,0,1,2,4,47.6
2015-16,RS,2015-12-18,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,26,36,19,0,6,14,0.429,1,3,0.3333333333333333,0.857,5,11,0.45454545454545453,6,7,1,8,9,2,0,0,0,3,-10,32.8
2015-16,RS,2015-12-21,San Antonio Spurs,Indiana Pacers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,27,35,24,0,10,19,0.526,1,6,0.16666666666666666,1,9,13,0.6923076923076923,3,3,1,5,6,5,3,0,0,2,11,47.7
2015-16,RS,2015-12-23,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,W,San Antonio - Minneapolis,1109,America/Chicago,~2.46 hours,-,,Kawhi Leonard,1,1,28,31,19,0,8,16,0.5,3,7,0.42857142857142855,NA,5,9,0.5555555555555556,0,0,2,4,6,2,2,2,1,1,13,40.2
2015-16,RS,2015-12-25,San Antonio Spurs,Houston Rockets,Away,Houston,L,Minneapolis - Houston,1056,America/Chicago,~2.35 hours,-,,Kawhi Leonard,1,1,29,39,20,0,8,19,0.421,2,5,0.4,1,6,14,0.42857142857142855,2,2,4,4,8,4,5,3,1,4,7,58.6
2015-16,RS,2015-12-26,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,Houston - San Antonio,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,0,0,30,32,20,0,7,13,0.538,2,2,1,1,5,11,0.45454545454545453,4,4,2,3,5,5,2,0,2,1,17,37.5
2015-16,RS,2015-12-28,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,31,37,17,0,5,9,0.556,1,1,1,0.857,4,8,0.5,6,7,0,11,11,3,1,0,0,5,2,37.7
2015-16,RS,2015-12-30,San Antonio Spurs,Phoenix Suns,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,32,29,19,0,6,10,0.6,3,4,0.75,1,3,6,0.5,4,4,0,0,0,2,2,0,0,0,24,28
2015-16,RS,2016-01-02,San Antonio Spurs,Houston Rockets,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,33,34,22,0,8,12,0.667,2,2,1,0.8,6,10,0.6,4,5,1,5,6,2,0,0,3,3,13,29.2
2015-16,RS,2016-01-04,San Antonio Spurs,Milwaukee Bucks,Away,Milwaukee,W,San Antonio - Milwaukee,1107,America/Chicago,~2.46 hours,-,,Kawhi Leonard,1,1,34,31,24,0,9,12,0.75,3,5,0.6,1,6,7,0.8571428571428571,3,3,0,2,2,1,2,1,4,1,17,32.9
2015-16,RS,2016-01-06,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,Milwaukee - San Antonio,1107,America/Chicago,~2.46 hours,-,,Kawhi Leonard,1,1,35,23,15,0,6,11,0.545,2,4,0.5,1,4,7,0.5714285714285714,1,1,0,4,4,3,2,0,2,0,14,28.3
2015-16,RS,2016-01-08,San Antonio Spurs,New York Knicks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,36,37,19,0,8,19,0.421,0,2,0,0.75,8,17,0.47058823529411764,3,4,4,8,12,0,2,2,1,1,-4,44.4
2015-16,RS,2016-01-11,San Antonio Spurs,Brooklyn Nets,Away,New York,W,San Antonio - New York,1584,America/New_York,~3.52 hours,East,,Kawhi Leonard,2,2,37,30,17,1,6,14,0.429,2,5,0.4,1,4,9,0.4444444444444444,3,3,2,6,8,0,1,0,1,1,19,28.6
2015-16,RS,2016-01-12,San Antonio Spurs,Detroit Pistons,Away,Detroit,W,New York - Detroit,488,America/Detroit,~1.08 hours,-,,Kawhi Leonard,0,0,38,34,7,0,1,7,0.143,0,2,0,0.714,1,5,0.2,5,7,1,4,5,1,1,1,3,3,11,17.5
2015-16,RS,2016-01-14,San Antonio Spurs,Cleveland Cavaliers,Home,San Antonio,W,Detroit - San Antonio,1238,America/Chicago,~2.75 hours,West,,Kawhi Leonard,1,1,39,40,20,-1,6,14,0.429,2,4,0.5,1,4,10,0.4,6,6,2,8,10,5,1,2,4,1,-5,44.5
2015-16,RS,2016-01-17,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,40,29,15,0,5,11,0.455,1,3,0.3333333333333333,0.667,4,8,0.5,4,6,0,4,4,1,2,0,1,0,17,26.3
2015-16,RS,2016-01-21,San Antonio Spurs,Phoenix Suns,Away,Phoenix,W,San Antonio - Phoenix,847,America/Phoenix,~1.88 hours,West,,Kawhi Leonard,3,3,41,22,21,-1,6,15,0.4,1,1,1,1,5,14,0.35714285714285715,8,8,1,2,3,3,0,0,0,2,24,29.1
2015-16,RS,2016-01-22,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,Phoenix - Los Angeles,366,America/Los_Angeles,~55 minutes,West,,Kawhi Leonard,0,0,42,29,18,-1,5,11,0.455,1,4,0.25,0.875,4,7,0.5714285714285714,7,8,1,3,4,2,2,3,0,0,15,40.8
2015-16,RS,2016-01-25,San Antonio Spurs,Golden State Warriors,Away,San Francisco,L,Los Angeles - San Francisco,339,America/Los_Angeles,~55 minutes,-,,Kawhi Leonard,2,2,43,25,16,0,4,6,0.667,1,1,1,1,3,5,0.6,7,7,0,5,5,2,2,0,3,1,-19,28
2015-16,RS,2016-01-27,San Antonio Spurs,Houston Rockets,Home,San Antonio,W,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,East,,Kawhi Leonard,1,1,44,28,18,2,7,12,0.583,3,4,0.75,0.5,4,8,0.5,1,2,0,1,1,1,1,1,1,1,24,25.7
2015-16,RS,2016-01-30,San Antonio Spurs,Cleveland Cavaliers,Away,Cleveland,L,San Antonio - Cleveland,1256,America/New_York,~2.79 hours,East,,Kawhi Leonard,2,2,45,35,24,1,7,15,0.467,3,7,0.42857142857142855,0.875,4,8,0.5,7,8,1,5,6,2,0,0,2,2,-14,32.2
2015-16,RS,2016-02-01,San Antonio Spurs,Orlando Magic,Home,San Antonio,W,Cleveland - San Antonio,1256,America/Chicago,~2.79 hours,West,,Kawhi Leonard,1,1,46,26,10,-1,4,11,0.364,2,7,0.2857142857142857,NA,2,4,0.5,0,0,0,5,5,2,1,2,2,1,3,26
2015-16,RS,2016-02-03,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,47,36,26,0,11,17,0.647,1,2,0.5,0.75,10,15,0.6666666666666666,3,4,0,5,5,1,1,2,2,1,3,40.5
2015-16,RS,2016-02-05,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,San Antonio - Dallas,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,1,1,48,27,23,0,9,16,0.563,2,4,0.5,1,7,12,0.5833333333333334,3,3,1,1,2,1,0,0,2,0,24,24.9
2015-16,RS,2016-02-06,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,0,0,49,34,20,0,4,13,0.308,0,3,0,0.8,4,10,0.4,12,15,5,8,13,3,1,0,1,3,2,42.1
2015-16,RS,2016-02-09,San Antonio Spurs,Miami Heat,Away,Miami,W,San Antonio - Miami,1148,America/New_York,~2.55 hours,East,,Kawhi Leonard,2,2,50,33,23,1,11,17,0.647,1,1,1,NA,10,16,0.625,0,0,2,7,9,4,3,1,3,1,23,48.8
2015-16,RS,2016-02-10,San Antonio Spurs,Orlando Magic,Away,Orlando,W,Miami - Orlando,201,America/New_York,~55 minutes,-,,Kawhi Leonard,0,0,51,33,29,0,12,19,0.632,3,3,1,1,9,16,0.5625,2,2,1,6,7,2,2,1,2,2,6,47.4
2015-16,RS,2016-02-24,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,Phoenix - Sacramento,629,America/Los_Angeles,~1.4 hours,West,,Kawhi Leonard,2,13,52,28,18,-1,5,16,0.313,2,5,0.4,1,3,11,0.2727272727272727,6,6,1,7,8,1,4,1,1,2,4,43.1
2015-16,RS,2016-02-25,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,Sacramento - Salt Lake City,530,America/Denver,~1.18 hours,East,,Kawhi Leonard,0,0,53,35,29,1,10,15,0.667,3,5,0.6,1,7,10,0.7,6,6,0,5,5,3,3,0,0,2,17,48.5
2015-16,RS,2016-02-27,San Antonio Spurs,Houston Rockets,Away,Houston,W,Salt Lake City - Houston,1201,America/Chicago,~2.67 hours,East,,Kawhi Leonard,1,1,54,39,27,1,8,13,0.615,3,4,0.75,0.889,5,9,0.5555555555555556,8,9,0,8,8,1,1,1,2,3,16,42.1
2015-16,RS,2016-03-02,San Antonio Spurs,Detroit Pistons,Home,San Antonio,W,Houston - San Antonio,189,America/Chicago,~55 minutes,-,,Kawhi Leonard,3,3,55,36,27,0,13,22,0.591,1,6,0.16666666666666666,NA,12,16,0.75,0,0,0,6,6,5,2,0,0,3,22,47.7
2015-16,RS,2016-03-03,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,W,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,-,,Kawhi Leonard,0,0,56,39,30,0,12,22,0.545,6,10,0.6,NA,6,12,0.5,0,0,1,10,11,3,2,2,2,1,14,57.7
2015-16,RS,2016-03-05,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,New Orleans - San Antonio,516,America/Chicago,~1.15 hours,-,,Kawhi Leonard,1,1,57,36,25,0,9,24,0.375,1,5,0.2,0.857,8,19,0.42105263157894735,6,7,5,8,13,6,1,1,4,1,5,51.6
2015-16,RS,2016-03-07,San Antonio Spurs,Indiana Pacers,Away,Indianapolis,L,San Antonio - Indianapolis,1000,America/Indiana/Indianapolis,~2.22 hours,East,,Kawhi Leonard,1,1,58,40,23,1,9,23,0.391,1,7,0.14285714285714285,0.667,8,16,0.5,4,6,3,3,6,2,0,1,1,3,-3,35.2
2015-16,RS,2016-03-08,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,W,Indianapolis - Minneapolis,510,America/Chicago,~1.13 hours,West,,Kawhi Leonard,0,0,59,25,15,-1,6,12,0.5,0,1,0,1,6,11,0.5454545454545454,3,3,1,4,5,2,1,0,0,1,29,27
2015-16,RS,2016-03-10,San Antonio Spurs,Chicago Bulls,Home,San Antonio,W,Minneapolis - San Antonio,1109,America/Chicago,~2.46 hours,-,,Kawhi Leonard,1,1,60,39,29,0,10,15,0.667,4,5,0.8,1,6,10,0.6,5,5,1,6,7,2,2,2,1,1,16,51.4
2015-16,RS,2016-03-12,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,61,38,26,0,10,24,0.417,1,6,0.16666666666666666,1,9,18,0.5,5,5,2,5,7,3,3,1,2,1,3,48.9
2015-16,RS,2016-03-15,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,62,34,20,0,9,15,0.6,0,3,0,1,9,12,0.75,2,2,0,5,5,4,3,0,3,2,8,38
2015-16,RS,2016-03-17,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,63,31,22,0,8,11,0.727,4,4,1,1,4,7,0.5714285714285714,2,2,0,2,2,1,0,3,0,1,21,34.9
2015-16,RS,2016-03-19,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,64,39,18,0,5,14,0.357,1,3,0.3333333333333333,0.875,4,11,0.36363636363636365,7,8,6,8,14,4,0,2,4,4,7,42.8
2015-16,RS,2016-03-21,San Antonio Spurs,Charlotte Hornets,Away,Charlotte,L,San Antonio - Charlotte,1104,America/New_York,~2.45 hours,East,,Kawhi Leonard,1,1,65,31,15,1,6,14,0.429,1,4,0.25,1,5,10,0.5,2,2,0,6,6,0,2,0,1,3,4,27.2
2015-16,RS,2016-03-23,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Charlotte - San Antonio,1104,America/Chicago,~2.45 hours,West,,Kawhi Leonard,1,1,66,24,32,-1,12,21,0.571,3,7,0.42857142857142855,0.714,9,14,0.6428571428571429,5,7,2,6,8,0,1,1,1,1,16,46.6
2015-16,RS,2016-03-30,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,1,6,67,22,16,0,4,9,0.444,1,5,0.2,1,3,4,0.75,7,7,0,6,6,4,3,2,0,1,17,44.2
2015-16,RS,2016-04-02,San Antonio Spurs,Toronto Raptors,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,2,2,68,40,33,0,10,17,0.588,2,5,0.4,1,8,12,0.6666666666666666,11,11,0,6,6,7,3,1,2,5,14,60.7
2015-16,RS,2016-04-05,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,W,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,West,,Kawhi Leonard,2,2,69,38,18,-1,5,14,0.357,0,4,0,0.889,5,10,0.5,8,9,1,7,8,0,1,2,2,3,-18,34.6
2015-16,RS,2016-04-07,San Antonio Spurs,Golden State Warriors,Away,San Francisco,L,Salt Lake City - San Francisco,600,America/Los_Angeles,~1.33 hours,West,,Kawhi Leonard,1,1,70,35,23,-1,8,12,0.667,2,3,0.6666666666666666,0.625,6,9,0.6666666666666666,5,8,1,2,3,2,1,0,2,0,-15,30.6
2015-16,RS,2016-04-10,San Antonio Spurs,Golden State Warriors,Home,San Antonio,L,Denver - San Antonio,799,America/Chicago,~1.78 hours,East,,Kawhi Leonard,1,2,71,39,20,1,7,22,0.318,0,3,0,0.857,7,19,0.3684210526315789,6,7,6,7,13,5,2,3,0,3,-10,58.1
2015-16,RS,2016-04-12,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,72,39,26,0,10,20,0.5,1,5,0.2,0.625,9,15,0.6,5,8,1,4,5,5,2,2,3,3,-1,48.5
2015-16,PO,2016-04-17,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,-,,Kawhi Leonard,3,4,1,29,20,0,8,13,0.615,3,6,0.5,1,5,7,0.7142857142857143,1,1,1,1,2,0,4,3,1,0,18,42.4
2015-16,PO,2016-04-19,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,2,27,13,0,4,10,0.4,0,0,0,1,4,10,0.4,5,5,0,3,3,0,2,1,1,3,12,24.6
2015-16,PO,2016-04-22,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,2,2,3,42,32,0,11,22,0.5,6,9,0.6666666666666666,0.8,5,13,0.38461538461538464,4,5,1,6,7,2,4,5,0,0,4,70.4
2015-16,PO,2016-04-24,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,4,28,21,0,6,10,0.6,2,3,0.6666666666666666,1,4,7,0.5714285714285714,7,7,3,4,7,4,1,2,2,1,20,42.4
2015-16,PO,2016-04-30,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,-,,Kawhi Leonard,5,5,5,22,25,0,10,13,0.769,1,2,0.5,1,9,11,0.8181818181818182,4,4,0,5,5,5,0,0,1,3,20,37.5
2015-16,PO,2016-05-02,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,L,No Travel,0,America/Chicago,-,-,,Kawhi Leonard,1,1,6,36,14,0,7,18,0.389,0,3,0,0,7,15,0.4666666666666667,0,2,1,6,7,3,2,2,2,3,11,36.9
