"""Team""","""season""","Team","Opponent","Date","game_id","season","wind_30_hollow","wind_25_hollow","wind_20_hollow","wind_15_hollow","wind_10_hollow_5","wind_5"
"Team","season","Washington Wizards","Philadelphia 76ers",2017-01-14,21600603,"2016-17",52,22,43.4,9.6,38.6,-11.5
"Team","season","San Antonio Spurs","Phoenix Suns",2017-01-14,21600605,"2016-17",48.3,71.9,51.5,87.7,127.4,93.1
"Team","season","Phoenix Suns","San Antonio Spurs",2017-01-14,21600605,"2016-17",-48.3,-71.9,-51.5,-87.7,-127.4,-93.1
"Team","season","Orlando Magic","Utah Jazz",2017-01-14,21600604,"2016-17",-26.8,-78.3,-4.7,-27.6,-14.3,-53.6
"Team","season","Philadelphia 76ers","Washington Wizards",2017-01-14,21600603,"2016-17",-52,-22,-43.4,-9.6,-38.6,11.5
"Team","season","Milwaukee Bucks","Atlanta Hawks",2017-01-15,21600607,"2016-17",-52.1,100.2,50.9,65.2,29.1,-57.9
"Team","season","Houston Rockets","Brooklyn Nets",2017-01-15,21600609,"2016-17",30.2,125.9,98.4,94.2,107.9,60.6
"Team","season","Memphis Grizzlies","Chicago Bulls",2017-01-15,21600611,"2016-17",-11.1,1.09999999999999,18.8,46.1,60.2,19
"Team","season","Minnesota Timberwolves","Dallas Mavericks",2017-01-15,21600608,"2016-17",29.1,43.2,-39.2,-24.8,40.8,40
"Team","season","Los Angeles Lakers","Detroit Pistons",2017-01-15,21600612,"2016-17",-41.4,-55.5,-103.9,28.3,-7.6,40.9
"Team","season","Brooklyn Nets","Houston Rockets",2017-01-15,21600609,"2016-17",-30.2,-125.9,-98.4,-94.2,-107.9,-60.6
"Team","season","Detroit Pistons","Los Angeles Lakers",2017-01-15,21600612,"2016-17",41.4,55.5,103.9,-28.3,7.6,-40.9
"Team","season","Chicago Bulls","Memphis Grizzlies",2017-01-15,21600611,"2016-17",11.1,-1.09999999999999,-18.8,-46.1,-60.2,-19
"Team","season","Atlanta Hawks","Milwaukee Bucks",2017-01-15,21600607,"2016-17",52.1,-100.2,-50.9,-65.2,-29.1,57.9
"Team","season","Dallas Mavericks","Minnesota Timberwolves",2017-01-15,21600608,"2016-17",-29.1,-43.2,39.2,24.8,-40.8,-40
"Team","season","Toronto Raptors","New York Knicks",2017-01-15,21600606,"2016-17",-13.1,90.5,109.9,71.4,1.5,28.5
"Team","season","Sacramento Kings","Oklahoma City Thunder",2017-01-15,21600610,"2016-17",-4.7,1.7,-34.2,-5.3,-13.7,-40.5
"Team","season","Oklahoma City Thunder","Sacramento Kings",2017-01-15,21600610,"2016-17",4.7,-1.7,34.2,5.3,13.7,40.5
"Team","season","New York Knicks","Toronto Raptors",2017-01-15,21600606,"2016-17",13.1,-90.5,-109.9,-71.4,-1.5,-28.5
"Team","season","New York Knicks","Atlanta Hawks",2017-01-16,21600613,"2016-17",23.6,51.8,32.6,11.3,-46.3,-77.7
"Team","season","Golden State Warriors","Cleveland Cavaliers",2017-01-16,21600619,"2016-17",73.8,17.9,-23.2,62.8,44.6,44.3
"Team","season","Orlando Magic","Denver Nuggets",2017-01-16,21600617,"2016-17",11.1,5.4,19.3,4.8,-0.699999999999999,-14.4
"Team","season","Cleveland Cavaliers","Golden State Warriors",2017-01-16,21600619,"2016-17",-73.8,-17.9,23.2,-62.8,-44.6,-44.3
"Team","season","New Orleans Pelicans","Indiana Pacers",2017-01-16,21600616,"2016-17",-72.6,74.5,23.1,-34,15,-10
"Team","season","Philadelphia 76ers","Milwaukee Bucks",2017-01-16,21600615,"2016-17",-28.5,-50.2,-44.5,-20.9,-76.6,9
"Team","season","Indiana Pacers","New Orleans Pelicans",2017-01-16,21600616,"2016-17",72.6,-74.5,-23.1,34,-15,10
"Team","season","Atlanta Hawks","New York Knicks",2017-01-16,21600613,"2016-17",-23.6,-51.8,-32.6,-11.3,46.3,77.7
"Team","season","Denver Nuggets","Orlando Magic",2017-01-16,21600617,"2016-17",-11.1,-5.4,-19.3,-4.8,0.699999999999999,14.4
"Team","season","Milwaukee Bucks","Philadelphia 76ers",2017-01-16,21600615,"2016-17",28.5,50.2,44.5,20.9,76.6,-9
"Team","season","Utah Jazz","Phoenix Suns",2017-01-16,21600620,"2016-17",55.1,60.5,90.5,22.3,46.6,34.9
"Team","season","Washington Wizards","Portland Trail Blazers",2017-01-16,21600614,"2016-17",8.29999999999999,-25.5,-0.500000000000004,73.6,25.7,-21.9
"Team","season","Phoenix Suns","Utah Jazz",2017-01-16,21600620,"2016-17",-55.1,-60.5,-90.5,-22.3,-46.6,-34.9
"Team","season","Portland Trail Blazers","Washington Wizards",2017-01-16,21600614,"2016-17",-8.29999999999999,25.5,0.500000000000004,-73.6,-25.7,21.9
"Team","season","Toronto Raptors","Brooklyn Nets",2017-01-17,21600622,"2016-17",43.7,210.8,76,104.2,23.8,112.9
"Team","season","Dallas Mavericks","Chicago Bulls",2017-01-17,21600624,"2016-17",-106.3,-34.1,25.5,24.9,3.7,13.1
"Team","season","Chicago Bulls","Dallas Mavericks",2017-01-17,21600624,"2016-17",106.3,34.1,-25.5,-24.9,-3.7,-13.1
"Team","season","Los Angeles Lakers","Denver Nuggets",2017-01-17,21600626,"2016-17",-48.4,-32.9,-43.4,-35.1,-15.4,-19.1
"Team","season","Miami Heat","Houston Rockets",2017-01-17,21600623,"2016-17",-13.9,-38.3,-151.2,-33.2,-73.8,-73.7
"Team","season","Denver Nuggets","Los Angeles Lakers",2017-01-17,21600626,"2016-17",48.4,32.9,43.4,35.1,15.4,19.1
"Team","season","Houston Rockets","Miami Heat",2017-01-17,21600623,"2016-17",13.9,38.3,151.2,33.2,73.8,73.7
"Team","season","San Antonio Spurs","Minnesota Timberwolves",2017-01-17,21600625,"2016-17",34.9,64.7,72.5,49.1,81.2,76.5
"Team","season","Minnesota Timberwolves","San Antonio Spurs",2017-01-17,21600625,"2016-17",-34.9,-64.7,-72.5,-49.1,-81.2,-76.5
"Team","season","Brooklyn Nets","Toronto Raptors",2017-01-17,21600622,"2016-17",-43.7,-210.8,-76,-104.2,-23.8,-112.9
"Team","season","Detroit Pistons","Atlanta Hawks",2017-01-18,21600633,"2016-17",2.19999999999999,128.1,74.8,-69.9,-54.6,-108
"Team","season","New York Knicks","Boston Celtics",2017-01-18,21600630,"2016-17",-0.900000000000006,-27.2,-39.8,-8.9,-53.8,-30.6
"Team","season","Atlanta Hawks","Detroit Pistons",2017-01-18,21600633,"2016-17",-2.19999999999999,-128.1,-74.8,69.9,54.6,108
"Team","season","Oklahoma City Thunder","Golden State Warriors",2017-01-18,21600634,"2016-17",-103.8,-34.1,-33.6,-104.7,-54.7,-35.1
"Team","season","Milwaukee Bucks","Houston Rockets",2017-01-18,21600632,"2016-17",-50,9.59999999999999,-70.6,7.49999999999999,-38.7,-25
"Team","season","Sacramento Kings","Indiana Pacers",2017-01-18,21600635,"2016-17",-38.4,55.8,60.9,-49.1,-27.9,-23.9
"Team","season","Washington Wizards","Memphis Grizzlies",2017-01-18,21600628,"2016-17",-62.5,-13,-23.2,-4.7,1.8,24.9
"Team","season","Houston Rockets","Milwaukee Bucks",2017-01-18,21600632,"2016-17",50,-9.59999999999999,70.6,-7.49999999999999,38.7,25
"Team","season","Orlando Magic","New Orleans Pelicans",2017-01-18,21600631,"2016-17",8.7,-25.6,19.5,6.40000000000001,2.5,-43
"Team","season","Boston Celtics","New York Knicks",2017-01-18,21600630,"2016-17",0.900000000000006,27.2,39.8,8.9,53.8,30.6
"Team","season","Golden State Warriors","Oklahoma City Thunder",2017-01-18,21600634,"2016-17",103.8,34.1,33.6,104.7,54.7,35.1
"Team","season","New Orleans Pelicans","Orlando Magic",2017-01-18,21600631,"2016-17",-8.7,25.6,-19.5,-6.40000000000001,-2.5,43
"Team","season","Toronto Raptors","Philadelphia 76ers",2017-01-18,21600627,"2016-17",68,160.4,79.4,57.1,-2.3,47.5
"Team","season","Indiana Pacers","Sacramento Kings",2017-01-18,21600635,"2016-17",38.4,-55.8,-60.9,49.1,27.9,23.9
"Team","season","Philadelphia 76ers","Toronto Raptors",2017-01-18,21600627,"2016-17",-68,-160.4,-79.4,-57.1,2.3,-47.5
"Team","season","Memphis Grizzlies","Washington Wizards",2017-01-18,21600628,"2016-17",62.5,13,23.2,4.7,-1.8,-24.9
"Team","season","Phoenix Suns","Cleveland Cavaliers",2017-01-19,21600636,"2016-17",-47.9,-69.7,-85.5,-98.1,-17.4,34.7
"Team","season","Miami Heat","Dallas Mavericks",2017-01-19,21600637,"2016-17",69.9,18.6,-28.2,-0.500000000000012,-25.8,-34
"Team","season","San Antonio Spurs","Denver Nuggets",2017-01-19,21600639,"2016-17",26.5,43.8,67.1,44.9,105,69.8
"Team","season","Dallas Mavericks","Miami Heat",2017-01-19,21600637,"2016-17",-69.9,-18.6,28.2,0.500000000000012,25.8,34
"Team","season","Washington Wizards","New York Knicks",2017-01-19,21600638,"2016-17",0.5,-8.9,25.4,7.3,53.9,15.9
"Team","season","Cleveland Cavaliers","Phoenix Suns",2017-01-19,21600636,"2016-17",47.9,69.7,85.5,98.1,17.4,-34.7
"Team","season","Denver Nuggets","San Antonio Spurs",2017-01-19,21600639,"2016-17",-26.5,-43.8,-67.1,-44.9,-105,-69.8
"Team","season","New York Knicks","Washington Wizards",2017-01-19,21600638,"2016-17",-0.5,8.9,-25.4,-7.3,-53.9,-15.9
"Team","season","Chicago Bulls","Atlanta Hawks",2017-01-20,21600647,"2016-17",89.1,59.9,-34.8,23.5,-86.5,-20.7
"Team","season","New Orleans Pelicans","Brooklyn Nets",2017-01-20,21600645,"2016-17",44.5,65.8,12,18.1,57.6,116.1
"Team","season","Atlanta Hawks","Chicago Bulls",2017-01-20,21600647,"2016-17",-89.1,-59.9,34.8,-23.5,86.5,20.7
"Team","season","Utah Jazz","Dallas Mavericks",2017-01-20,21600648,"2016-17",96.6,79.7,56.5,-7.9,11,37.2
"Team","season","Houston Rockets","Golden State Warriors",2017-01-20,21600646,"2016-17",-125.7,-13.7,73.6,-57.3,3.2,-73.1
"Team","season","Golden State Warriors","Houston Rockets",2017-01-20,21600646,"2016-17",125.7,13.7,-73.6,57.3,-3.2,73.1
"Team","season","Los Angeles Lakers","Indiana Pacers",2017-01-20,21600649,"2016-17",-57.4,-11.1,-47.9,-30,-3.4,-64
"Team","season","Indiana Pacers","Los Angeles Lakers",2017-01-20,21600649,"2016-17",57.4,11.1,47.9,30,3.4,64
"Team","season","Sacramento Kings","Memphis Grizzlies",2017-01-20,21600644,"2016-17",-46.7,-4.09999999999999,-16,-10,-64.8,-22.9
"Team","season","Orlando Magic","Milwaukee Bucks",2017-01-20,21600643,"2016-17",-34,-3.8,-20.4,-28.2,-36,-15.1
"Team","season","Brooklyn Nets","New Orleans Pelicans",2017-01-20,21600645,"2016-17",-44.5,-65.8,-12,-18.1,-57.6,-116.1
"Team","season","Milwaukee Bucks","Orlando Magic",2017-01-20,21600643,"2016-17",34,3.8,20.4,28.2,36,15.1
"Team","season","Portland Trail Blazers","Philadelphia 76ers",2017-01-20,21600641,"2016-17",3.09999999999999,91.9,-26.6,-43.1,25.7,4.6
"Team","season","Philadelphia 76ers","Portland Trail Blazers",2017-01-20,21600641,"2016-17",-3.09999999999999,-91.9,26.6,43.1,-25.7,-4.6
"Team","season","Memphis Grizzlies","Sacramento Kings",2017-01-20,21600644,"2016-17",46.7,4.09999999999999,16,10,64.8,22.9
"Team","season","Dallas Mavericks","Utah Jazz",2017-01-20,21600648,"2016-17",-96.6,-79.7,-56.5,7.9,-11,-37.2
"Team","season","Philadelphia 76ers","Atlanta Hawks",2017-01-21,21600653,"2016-17",56.7,27.5,5.3,-20.3,-73.9,5.2
"Team","season","Portland Trail Blazers","Boston Celtics",2017-01-21,21600650,"2016-17",-15.9,9.09999999999999,-62.5,-39.3,-31,9.6
"Team","season","Sacramento Kings","Chicago Bulls",2017-01-21,21600660,"2016-17",-22.8,64.5,-26.3,24.8,-17.1,-13.5
"Team","season","San Antonio Spurs","Cleveland Cavaliers",2017-01-21,21600657,"2016-17",-10.2,-4.89999999999996,-38.8,50.6,80.4,88.4
"Team","season","Washington Wizards","Detroit Pistons",2017-01-21,21600651,"2016-17",13.1,-51.2,-3.50000000000001,73.7,30.9,63.1
"Team","season","Memphis Grizzlies","Houston Rockets",2017-01-21,21600656,"2016-17",12.1,-68,-60.1,-47.4,46.3,-15.3
"Team","season","Utah Jazz","Indiana Pacers",2017-01-21,21600659,"2016-17",60.6,93.6,29.6,18.8,-50,80.3
"Team","season","Houston Rockets","Memphis Grizzlies",2017-01-21,21600656,"2016-17",-12.1,68,60.1,47.4,-46.3,15.3
"Team","season","Milwaukee Bucks","Miami Heat",2017-01-21,21600655,"2016-17",35.1,17.6,39.6,59.8,32.5,-20.1
"Team","season","Miami Heat","Milwaukee Bucks",2017-01-21,21600655,"2016-17",-35.1,-17.6,-39.6,-59.8,-32.5,20.1
"Team","season","Phoenix Suns","New York Knicks",2017-01-21,21600654,"2016-17",-15.9,-43,-8.59999999999999,-7.40000000000001,18.7,-38.2
"Team","season","Atlanta Hawks","Philadelphia 76ers",2017-01-21,21600653,"2016-17",-56.7,-27.5,-5.3,20.3,73.9,-5.2
"Team","season","New York Knicks","Phoenix Suns",2017-01-21,21600654,"2016-17",15.9,43,8.59999999999999,7.40000000000001,-18.7,38.2
"Team","season","Boston Celtics","Portland Trail Blazers",2017-01-21,21600650,"2016-17",15.9,-9.09999999999999,62.5,39.3,31,-9.6
"Team","season","Chicago Bulls","Sacramento Kings",2017-01-21,21600660,"2016-17",22.8,-64.5,26.3,-24.8,17.1,13.5
"Team","season","Cleveland Cavaliers","San Antonio Spurs",2017-01-21,21600657,"2016-17",10.2,4.89999999999996,38.8,-50.6,-80.4,-88.4
"Team","season","Indiana Pacers","Utah Jazz",2017-01-21,21600659,"2016-17",-60.6,-93.6,-29.6,-18.8,50,-80.3
"Team","season","Detroit Pistons","Washington Wizards",2017-01-21,21600651,"2016-17",-13.1,51.2,3.50000000000001,-73.7,-30.9,-63.1
"Team","season","Los Angeles Lakers","Dallas Mavericks",2017-01-22,21600662,"2016-17",15.3,-85.8,-41.1,-32.8,74.7,-73.8
"Team","season","Minnesota Timberwolves","Denver Nuggets",2017-01-22,21600664,"2016-17",-77.1,1.09999999999999,-26,1.4,44.6,-6.2
"Team","season","Orlando Magic","Golden State Warriors",2017-01-22,21600661,"2016-17",-115.5,-34.4,-61.4,-66.1,-70.8,-114.8
"Team","season","Dallas Mavericks","Los Angeles Lakers",2017-01-22,21600662,"2016-17",-15.3,85.8,41.1,32.8,-74.7,73.8
"Team","season","Denver Nuggets","Minnesota Timberwolves",2017-01-22,21600664,"2016-17",77.1,-1.09999999999999,26,-1.4,-44.6,6.2
"Team","season","Golden State Warriors","Orlando Magic",2017-01-22,21600661,"2016-17",115.5,34.4,61.4,66.1,70.8,114.8
"Team","season","Toronto Raptors","Phoenix Suns",2017-01-22,21600663,"2016-17",51.1,159,91.5,61.5,-35.8,68.4
"Team","season","Phoenix Suns","Toronto Raptors",2017-01-22,21600663,"2016-17",-51.1,-159,-91.5,-61.5,35.8,-68.4
"Team","season","San Antonio Spurs","Brooklyn Nets",2017-01-23,21600666,"2016-17",116.7,50.9,85.8,151.5,129.4,97.9
"Team","season","New Orleans Pelicans","Cleveland Cavaliers",2017-01-23,21600671,"2016-17",-25,-35.3,-85.5,-26.5,3.2,18
"Team","season","Sacramento Kings","Detroit Pistons",2017-01-23,21600669,"2016-17",30.5,-18.5,-40.2,60.6,-4,-20.7
"Team","season","Miami Heat","Golden State Warriors",2017-01-23,21600668,"2016-17",-142.9,-57.4,-125.8,-64.3,-77.7,-101
"Team","season","Milwaukee Bucks","Houston Rockets",2017-01-23,21600670,"2016-17",12.5,-88.9,-18.9,-10.8,3.09999999999999,-119.4
"Team","season","New York Knicks","Indiana Pacers",2017-01-23,21600672,"2016-17",25.5,14,-14.4,-13.7,-56.2,34.5
"Team","season","Golden State Warriors","Miami Heat",2017-01-23,21600668,"2016-17",142.9,57.4,125.8,64.3,77.7,101
"Team","season","Houston Rockets","Milwaukee Bucks",2017-01-23,21600670,"2016-17",-12.5,88.9,18.9,10.8,-3.09999999999999,119.4
"Team","season","Cleveland Cavaliers","New Orleans Pelicans",2017-01-23,21600671,"2016-17",25,35.3,85.5,26.5,-3.2,-18
"Team","season","Indiana Pacers","New York Knicks",2017-01-23,21600672,"2016-17",-25.5,-14,14.4,13.7,56.2,-34.5
"Team","season","Utah Jazz","Oklahoma City Thunder",2017-01-23,21600673,"2016-17",80.4,-16.4,43,-6.3,-1.3,57.9
"Team","season","Detroit Pistons","Sacramento Kings",2017-01-23,21600669,"2016-17",-30.5,18.5,40.2,-60.6,4,20.7
"Team","season","Brooklyn Nets","San Antonio Spurs",2017-01-23,21600666,"2016-17",-116.7,-50.9,-85.8,-151.5,-129.4,-97.9
"Team","season","Oklahoma City Thunder","Utah Jazz",2017-01-23,21600673,"2016-17",-80.4,16.4,-43,6.3,1.3,-57.9
"Team","season","Washington Wizards","Boston Celtics",2017-01-24,21600676,"2016-17",-11.1,-14.9,-6.8,-22.9,-22.1,46.9
"Team","season","Orlando Magic","Chicago Bulls",2017-01-24,21600677,"2016-17",-27.1,79.1,-28.7,61,-5.1,-42.6
"Team","season","Utah Jazz","Denver Nuggets",2017-01-24,21600678,"2016-17",59.4,81.1,-2.5,-6.8,89.5,-6.3
"Team","season","Phoenix Suns","Minnesota Timberwolves",2017-01-24,21600679,"2016-17",5.70000000000001,24.5,-37.1,-60.3,11,-13.1
"Team","season","Chicago Bulls","Orlando Magic",2017-01-24,21600677,"2016-17",27.1,-79.1,28.7,-61,5.1,42.6
"Team","season","Minnesota Timberwolves","Phoenix Suns",2017-01-24,21600679,"2016-17",-5.70000000000001,-24.5,37.1,60.3,-11,13.1
"Team","season","Toronto Raptors","San Antonio Spurs",2017-01-24,21600674,"2016-17",16.2,91.7,19.8,-83.2,-117.6,-20.1
"Team","season","San Antonio Spurs","Toronto Raptors",2017-01-24,21600674,"2016-17",-16.2,-91.7,-19.8,83.2,117.6,20.1
"Team","season","Denver Nuggets","Utah Jazz",2017-01-24,21600678,"2016-17",-59.4,-81.1,2.5,6.8,-89.5,6.3
"Team","season","Boston Celtics","Washington Wizards",2017-01-24,21600676,"2016-17",11.1,14.9,6.8,22.9,22.1,-46.9
"Team","season","Chicago Bulls","Atlanta Hawks",2017-01-25,21600683,"2016-17",40.4,69,-28.3,-15.6,-84.7,-11.4
"Team","season","Houston Rockets","Boston Celtics",2017-01-25,21600681,"2016-17",-9.3,66.7,36.1,37.5,-0.399999999999999,29.3
"Team","season","Miami Heat","Brooklyn Nets",2017-01-25,21600682,"2016-17",66.6,33.5,-17.6,49.2,-0.299999999999997,74.8
"Team","season","Atlanta Hawks","Chicago Bulls",2017-01-25,21600683,"2016-17",-40.4,-69,28.3,15.6,84.7,11.4
"Team","season","Sacramento Kings","Cleveland Cavaliers",2017-01-25,21600680,"2016-17",-45.1,-52.3,-63,-51,14.9,-19.6
"Team","season","New York Knicks","Dallas Mavericks",2017-01-25,21600688,"2016-17",71.9,-13.7,-26.6,-10.1,-6.6,-43.9
"Team","season","Boston Celtics","Houston Rockets",2017-01-25,21600681,"2016-17",9.3,-66.7,-36.1,-37.5,0.399999999999999,-29.3
"Team","season","Portland Trail Blazers","Los Angeles Lakers",2017-01-25,21600689,"2016-17",58.4,107.7,-16,18.1,2.9,83.8
"Team","season","Toronto Raptors","Memphis Grizzlies",2017-01-25,21600685,"2016-17",110.2,59.7,85.7,-73.3,15.3,18.7
"Team","season","Brooklyn Nets","Miami Heat",2017-01-25,21600682,"2016-17",-66.6,-33.5,17.6,-49.2,0.299999999999997,-74.8
"Team","season","Philadelphia 76ers","Milwaukee Bucks",2017-01-25,21600684,"2016-17",-75.5,-41.2,-27,-78.8,26.3,36.4
"Team","season","Oklahoma City Thunder","New Orleans Pelicans",2017-01-25,21600686,"2016-17",-23,70.2,8.5,12.3,-13.8,1.6
"Team","season","Dallas Mavericks","New York Knicks",2017-01-25,21600688,"2016-17",-71.9,13.7,26.6,10.1,6.6,43.9
"Team","season","New Orleans Pelicans","Oklahoma City Thunder",2017-01-25,21600686,"2016-17",23,-70.2,-8.5,-12.3,13.8,-1.6
"Team","season","Milwaukee Bucks","Philadelphia 76ers",2017-01-25,21600684,"2016-17",75.5,41.2,27,78.8,-26.3,-36.4
"Team","season","Los Angeles Lakers","Portland Trail Blazers",2017-01-25,21600689,"2016-17",-58.4,-107.7,16,-18.1,-2.9,-83.8
"Team","season","Cleveland Cavaliers","Sacramento Kings",2017-01-25,21600680,"2016-17",45.1,52.3,63,51,-14.9,19.6
"Team","season","Memphis Grizzlies","Toronto Raptors",2017-01-25,21600685,"2016-17",-110.2,-59.7,-85.7,73.3,-15.3,-18.7
"Team","season","Oklahoma City Thunder","Dallas Mavericks",2017-01-26,21600690,"2016-17",53.7,24.9,-27.7,13.3,46.4,-71.8
"Team","season","Phoenix Suns","Denver Nuggets",2017-01-26,21600692,"2016-17",-6.3,-24.1,-28.8,-47.3,36.5,-18.1
"Team","season","Minnesota Timberwolves","Indiana Pacers",2017-01-26,21600691,"2016-17",19.6,-42.1,-2.9,28.3,-2.5,18.7
"Team","season","Utah Jazz","Los Angeles Lakers",2017-01-26,21600693,"2016-17",97.7,102.4,16.5,42,73,61.8
"Team","season","Indiana Pacers","Minnesota Timberwolves",2017-01-26,21600691,"2016-17",-19.6,42.1,2.9,-28.3,2.5,-18.7
"Team","season","Dallas Mavericks","Oklahoma City Thunder",2017-01-26,21600690,"2016-17",-53.7,-24.9,27.7,-13.3,-46.4,71.8
"Team","season","Denver Nuggets","Phoenix Suns",2017-01-26,21600692,"2016-17",6.3,24.1,28.8,47.3,-36.5,18.1
"Team","season","Los Angeles Lakers","Utah Jazz",2017-01-26,21600693,"2016-17",-97.7,-102.4,-16.5,-42,-73,-61.8
"Team","season","Washington Wizards","Atlanta Hawks",2017-01-27,21600702,"2016-17",25.2,77,-2.4,-0.399999999999999,-32.5,32.7
"Team","season","Orlando Magic","Boston Celtics",2017-01-27,21600697,"2016-17",-21.6,-28.4,-20.6,8.39999999999999,-70.3,-19.9
"Team","season","Cleveland Cavaliers","Brooklyn Nets",2017-01-27,21600695,"2016-17",154,114.8,63.9,54.9,62.9,12.6
"Team","season","Miami Heat","Chicago Bulls",2017-01-27,21600700,"2016-17",-4.3,-35.7,18.2,-6.7,-27.4,32.9
"Team","season","Brooklyn Nets","Cleveland Cavaliers",2017-01-27,21600695,"2016-17",-154,-114.8,-63.9,-54.9,-62.9,-12.6
"Team","season","Philadelphia 76ers","Houston Rockets",2017-01-27,21600694,"2016-17",-40.3,-139,-9.19999999999999,-83.5,-12.2,-1.7
"Team","season","Sacramento Kings","Indiana Pacers",2017-01-27,21600696,"2016-17",55.8,60.9,-49.1,-27.9,-23.9,-9.9
"Team","season","Portland Trail Blazers","Memphis Grizzlies",2017-01-27,21600703,"2016-17",15.7,-16,-53.9,-68,48.1,-5.2
"Team","season","Chicago Bulls","Miami Heat",2017-01-27,21600700,"2016-17",4.3,35.7,-18.2,6.7,27.4,-32.9
"Team","season","Toronto Raptors","Milwaukee Bucks",2017-01-27,21600698,"2016-17",78.3,46.6,24,-37.2,52.2,32.3
"Team","season","San Antonio Spurs","New Orleans Pelicans",2017-01-27,21600701,"2016-17",-1.39999999999999,25.8,82.3,79.9,93.5,69.4
"Team","season","Boston Celtics","Orlando Magic",2017-01-27,21600697,"2016-17",21.6,28.4,20.6,-8.39999999999999,70.3,19.9
"Team","season","Houston Rockets","Philadelphia 76ers",2017-01-27,21600694,"2016-17",40.3,139,9.19999999999999,83.5,12.2,1.7
"Team","season","Memphis Grizzlies","Portland Trail Blazers",2017-01-27,21600703,"2016-17",-15.7,16,53.9,68,-48.1,5.2
"Team","season","Indiana Pacers","Sacramento Kings",2017-01-27,21600696,"2016-17",-55.8,-60.9,49.1,27.9,23.9,9.9
"Team","season","New Orleans Pelicans","San Antonio Spurs",2017-01-27,21600701,"2016-17",1.39999999999999,-25.8,-82.3,-79.9,-93.5,-69.4
"Team","season","Milwaukee Bucks","Toronto Raptors",2017-01-27,21600698,"2016-17",-78.3,-46.6,-24,37.2,-52.2,-32.3
"Team","season","Atlanta Hawks","Washington Wizards",2017-01-27,21600702,"2016-17",-25.2,-77,2.4,0.399999999999999,32.5,-32.7
"Team","season","Milwaukee Bucks","Boston Celtics",2017-01-28,21600706,"2016-17",11.8,-12.4,9.9,-7.49999999999999,-50.9,-52.4
"Team","season","Minnesota Timberwolves","Brooklyn Nets",2017-01-28,21600710,"2016-17",68,-47.1,50.4,78.7,101.8,1.3
"Team","season","Phoenix Suns","Denver Nuggets",2017-01-28,21600709,"2016-17",-38.7,18.9,-44.5,-23.8,2.2,-11.9
"Team","season","Miami Heat","Detroit Pistons",2017-01-28,21600705,"2016-17",34,-136.8,83.6,-0.100000000000001,-11.6,42.5
"Team","season","Utah Jazz","Memphis Grizzlies",2017-01-28,21600708,"2016-17",46.4,35.8,-20.2,-21.3,39.9,18.8
"Team","season","Detroit Pistons","Miami Heat",2017-01-28,21600705,"2016-17",-34,136.8,-83.6,0.100000000000001,11.6,-42.5
"Team","season","Boston Celtics","Milwaukee Bucks",2017-01-28,21600706,"2016-17",-11.8,12.4,-9.9,7.49999999999999,50.9,52.4
"Team","season","Brooklyn Nets","Minnesota Timberwolves",2017-01-28,21600710,"2016-17",-68,47.1,-50.4,-78.7,-101.8,-1.3
"Team","season","Denver Nuggets","Phoenix Suns",2017-01-28,21600709,"2016-17",38.7,-18.9,44.5,23.8,-2.2,11.9
"Team","season","Memphis Grizzlies","Utah Jazz",2017-01-28,21600708,"2016-17",-46.4,-35.8,20.2,21.3,-39.9,-18.8
"Team","season","New York Knicks","Atlanta Hawks",2017-01-29,21600711,"2016-17",74.8,30.8,15,-67.6,-61.6,27.3
"Team","season","Philadelphia 76ers","Chicago Bulls",2017-01-29,21600716,"2016-17",-0.200000000000003,17,-21.1,12,12.7,-1.5
"Team","season","Oklahoma City Thunder","Cleveland Cavaliers",2017-01-29,21600712,"2016-17",-11.1,-50.9,-69.7,-10.7,70.8,-9.9
"Team","season","San Antonio Spurs","Dallas Mavericks",2017-01-29,21600717,"2016-17",33.1,70,53.4,100.5,76.4,-11.5
"Team","season","Portland Trail Blazers","Golden State Warriors",2017-01-29,21600718,"2016-17",-66.2,-50.7,-193.3,-39.9,-1.40000000000001,-88.3
"Team","season","Indiana Pacers","Houston Rockets",2017-01-29,21600713,"2016-17",-105.8,-108.7,-37.4,-14.3,-16.8,-5.7
"Team","season","Houston Rockets","Indiana Pacers",2017-01-29,21600713,"2016-17",105.8,108.7,37.4,14.3,16.8,5.7
"Team","season","Washington Wizards","New Orleans Pelicans",2017-01-29,21600714,"2016-17",-45.8,19.9,25.6,15.4,24.9,44.1
"Team","season","Atlanta Hawks","New York Knicks",2017-01-29,21600711,"2016-17",-74.8,-30.8,-15,67.6,61.6,-27.3
"Team","season","Cleveland Cavaliers","Oklahoma City Thunder",2017-01-29,21600712,"2016-17",11.1,50.9,69.7,10.7,-70.8,9.9
"Team","season","Toronto Raptors","Orlando Magic",2017-01-29,21600715,"2016-17",116.8,64.5,62.3,-32.3,85.4,47.7
"Team","season","Chicago Bulls","Philadelphia 76ers",2017-01-29,21600716,"2016-17",0.200000000000003,-17,21.1,-12,-12.7,1.5
"Team","season","Golden State Warriors","Portland Trail Blazers",2017-01-29,21600718,"2016-17",66.2,50.7,193.3,39.9,1.40000000000001,88.3
"Team","season","Dallas Mavericks","San Antonio Spurs",2017-01-29,21600717,"2016-17",-33.1,-70,-53.4,-100.5,-76.4,11.5
