"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"3508","Portland Trail Blazers*",28,27,0.509,"21.5",30,25,103.1,102,"2016-2-20"
"3509","Houston Rockets*",28,28,0.5,"22.0",25,31,105.2,106.7,"2016-2-20"
"3510","Utah Jazz",27,27,0.5,"22.0",30,24,97.9,96.5,"2016-2-20"
"3511","Sacramento Kings",23,31,0.426,"26.0",24,30,107.2,109.1,"2016-2-20"
"3512","Denver Nuggets",22,33,0.4,"27.5",22,33,100.7,103.7,"2016-2-20"
"3513","New Orleans Pelicans",21,33,0.389,"28.0",22,32,102.5,105.2,"2016-2-20"
"3514","Minnesota Timberwolves",17,39,0.304,"33.0",21,35,100.4,104.1,"2016-2-20"
"3515","Phoenix Suns",14,41,0.255,"35.5",16,39,100.5,106.9,"2016-2-20"
"3516","Los Angeles Lakers",11,45,0.196,"39.0",12,44,96.8,106.4,"2016-2-20"
"3517","Cleveland Cavaliers*",40,14,0.741,"—",38,16,103.2,96.8,"2016-2-21"
"3518","Toronto Raptors*",36,18,0.667,"4.0",35,19,101.8,97.5,"2016-2-21"
"3519","Boston Celtics*",33,24,0.579,"8.5",36,21,105.8,101.7,"2016-2-21"
"3520","Miami Heat*",31,24,0.564,"9.5",28,27,96.7,96.6,"2016-2-21"
"3521","Indiana Pacers*",30,25,0.545,"10.5",32,23,102.6,100.3,"2016-2-21"
"3522","Atlanta Hawks*",31,26,0.544,"10.5",33,24,102.7,100.2,"2016-2-21"
"3523","Charlotte Hornets*",29,26,0.527,"11.5",30,25,102,100.7,"2016-2-21"
"3524","Chicago Bulls",29,26,0.527,"11.5",27,28,101.8,102.3,"2016-2-21"
"3525","Detroit Pistons*",27,29,0.482,"14.0",29,27,101.6,101.1,"2016-2-21"
"3526","Washington Wizards",25,29,0.463,"15.0",23,31,102.4,104.9,"2016-2-21"
"3527","Orlando Magic",24,30,0.444,"16.0",25,29,99.7,101,"2016-2-21"
"3528","New York Knicks",24,33,0.421,"17.5",24,33,99.2,101.3,"2016-2-21"
"3529","Milwaukee Bucks",23,33,0.411,"18.0",20,36,98.4,102.9,"2016-2-21"
"3530","Brooklyn Nets",15,41,0.268,"26.0",15,41,96.5,103.5,"2016-2-21"
"3531","Philadelphia 76ers",8,47,0.145,"32.5",10,45,95.6,106.1,"2016-2-21"
"3532","Golden State Warriors*",49,5,0.907,"—",44,10,115.3,103.8,"2016-2-21"
"3533","San Antonio Spurs*",47,9,0.839,"3.0",48,8,105.2,92.7,"2016-2-21"
"3534","Oklahoma City Thunder*",40,16,0.714,"10.0",41,15,109.6,102.1,"2016-2-21"
"3535","Los Angeles Clippers*",36,19,0.655,"13.5",35,20,104.8,100.7,"2016-2-21"
"3536","Memphis Grizzlies*",32,23,0.582,"17.5",26,29,98.1,99.1,"2016-2-21"
"3537","Dallas Mavericks*",30,27,0.526,"20.5",28,29,101.4,101.8,"2016-2-21"
"3538","Portland Trail Blazers*",29,27,0.518,"21.0",30,26,103.3,102.1,"2016-2-21"
"3539","Houston Rockets*",28,28,0.5,"22.0",25,31,105.2,106.7,"2016-2-21"
"3540","Utah Jazz",27,28,0.491,"22.5",30,25,98.1,96.8,"2016-2-21"
"3541","Sacramento Kings",23,31,0.426,"26.0",24,30,107.2,109.1,"2016-2-21"
"3542","New Orleans Pelicans",22,33,0.4,"27.5",23,32,102.6,105.3,"2016-2-21"
"3543","Denver Nuggets",22,34,0.393,"28.0",22,34,100.7,104,"2016-2-21"
"3544","Minnesota Timberwolves",17,39,0.304,"33.0",21,35,100.4,104.1,"2016-2-21"
"3545","Phoenix Suns",14,42,0.25,"36.0",17,39,100.7,107.1,"2016-2-21"
"3546","Los Angeles Lakers",11,46,0.193,"39.5",12,45,97.1,106.7,"2016-2-21"
"3547","Cleveland Cavaliers*",40,15,0.727,"—",39,16,102.9,96.8,"2016-2-22"
"3548","Toronto Raptors*",37,18,0.673,"3.0",36,19,102.2,97.5,"2016-2-22"
"3549","Miami Heat*",32,24,0.571,"8.5",29,27,96.8,96.5,"2016-2-22"
"3550","Boston Celtics*",33,25,0.569,"8.5",37,21,106.1,102.1,"2016-2-22"
"3551","Indiana Pacers*",30,26,0.536,"10.5",32,24,102.4,100.3,"2016-2-22"
"3552","Atlanta Hawks*",31,27,0.534,"10.5",33,25,102.5,100.3,"2016-2-22"
"3553","Charlotte Hornets*",29,26,0.527,"11.0",30,25,102,100.7,"2016-2-22"
"3554","Chicago Bulls",29,26,0.527,"11.0",27,28,101.8,102.3,"2016-2-22"
"3555","Detroit Pistons*",28,29,0.491,"13.0",30,27,101.5,100.9,"2016-2-22"
"3556","Washington Wizards",25,29,0.463,"14.5",23,31,102.4,104.9,"2016-2-22"
"3557","Orlando Magic",24,30,0.444,"15.5",25,29,99.7,101,"2016-2-22"
"3558","Milwaukee Bucks",24,33,0.421,"17.0",20,37,98.6,102.8,"2016-2-22"
"3559","New York Knicks",24,34,0.414,"17.5",24,34,99.1,101.7,"2016-2-22"
"3560","Brooklyn Nets",15,41,0.268,"25.5",15,41,96.5,103.5,"2016-2-22"
"3561","Philadelphia 76ers",8,47,0.145,"32.0",10,45,95.6,106.1,"2016-2-22"
"3562","Golden State Warriors*",50,5,0.909,"—",45,10,115,103.5,"2016-2-22"
"3563","San Antonio Spurs*",47,9,0.839,"3.5",48,8,105.2,92.7,"2016-2-22"
"3564","Oklahoma City Thunder*",40,16,0.714,"10.5",41,15,109.6,102.1,"2016-2-22"
"3565","Los Angeles Clippers*",37,19,0.661,"13.5",37,19,105.2,100.4,"2016-2-22"
"3566","Memphis Grizzlies*",32,23,0.582,"18.0",26,29,98.1,99.1,"2016-2-22"
"3567","Dallas Mavericks*",30,27,0.526,"21.0",28,29,101.4,101.8,"2016-2-22"
"3568","Portland Trail Blazers*",29,27,0.518,"21.5",30,26,103.3,102.1,"2016-2-22"
"3569","Houston Rockets*",28,28,0.5,"22.5",25,31,105.2,106.7,"2016-2-22"
"3570","Utah Jazz",27,28,0.491,"23.0",30,25,98.1,96.8,"2016-2-22"
"3571","Sacramento Kings",23,31,0.426,"26.5",24,30,107.2,109.1,"2016-2-22"
"3572","New Orleans Pelicans",22,33,0.4,"28.0",23,32,102.6,105.3,"2016-2-22"
"3573","Denver Nuggets",22,34,0.393,"28.5",22,34,100.7,104,"2016-2-22"
"3574","Minnesota Timberwolves",18,39,0.316,"33.0",22,35,100.8,104.5,"2016-2-22"
"3575","Phoenix Suns",14,43,0.246,"37.0",16,41,100.4,107.4,"2016-2-22"
"3576","Los Angeles Lakers",11,47,0.19,"40.5",12,46,97.2,106.7,"2016-2-22"
"3577","Cleveland Cavaliers*",40,15,0.727,"—",39,16,102.9,96.8,"2016-2-23"
"3578","Toronto Raptors*",37,18,0.673,"3.0",36,19,102.2,97.5,"2016-2-23"
"3579","Miami Heat*",32,24,0.571,"8.5",29,27,96.8,96.5,"2016-2-23"
"3580","Boston Celtics*",33,25,0.569,"8.5",37,21,106.1,102.1,"2016-2-23"
"3581","Indiana Pacers*",30,26,0.536,"10.5",32,24,102.4,100.3,"2016-2-23"
"3582","Atlanta Hawks*",31,27,0.534,"10.5",33,25,102.5,100.3,"2016-2-23"
"3583","Charlotte Hornets*",29,26,0.527,"11.0",30,25,102,100.7,"2016-2-23"
"3584","Chicago Bulls",29,26,0.527,"11.0",27,28,101.8,102.3,"2016-2-23"
"3585","Detroit Pistons*",28,29,0.491,"13.0",30,27,101.5,100.9,"2016-2-23"
"3586","Washington Wizards",26,29,0.473,"14.0",24,31,102.6,104.6,"2016-2-23"
"3587","Orlando Magic",25,30,0.455,"15.0",25,30,100.1,101.2,"2016-2-23"
"3588","Milwaukee Bucks",24,33,0.421,"17.0",20,37,98.6,102.8,"2016-2-23"
"3589","New York Knicks",24,34,0.414,"17.5",24,34,99.1,101.7,"2016-2-23"
"3590","Brooklyn Nets",15,42,0.263,"26.0",16,41,96.6,103.6,"2016-2-23"
"3591","Philadelphia 76ers",8,48,0.143,"32.5",11,45,96,106.4,"2016-2-23"
"3592","Golden State Warriors*",50,5,0.909,"—",45,10,115,103.5,"2016-2-23"
"3593","San Antonio Spurs*",47,9,0.839,"3.5",48,8,105.2,92.7,"2016-2-23"
"3594","Oklahoma City Thunder*",40,16,0.714,"10.5",41,15,109.6,102.1,"2016-2-23"
"3595","Los Angeles Clippers*",37,19,0.661,"13.5",37,19,105.2,100.4,"2016-2-23"
"3596","Memphis Grizzlies*",32,23,0.582,"18.0",26,29,98.1,99.1,"2016-2-23"
"3597","Dallas Mavericks*",30,27,0.526,"21.0",28,29,101.4,101.8,"2016-2-23"
"3598","Portland Trail Blazers*",30,27,0.526,"21.0",31,26,103.5,102.2,"2016-2-23"
"3599","Utah Jazz",28,28,0.5,"22.5",31,25,98.4,97.1,"2016-2-23"
"3600","Houston Rockets*",28,29,0.491,"23.0",26,31,105.4,106.8,"2016-2-23"
"3601","Sacramento Kings",24,31,0.436,"26.0",24,31,107.3,109.1,"2016-2-23"
"3602","New Orleans Pelicans",22,34,0.393,"28.5",23,33,102.4,105.3,"2016-2-23"
"3603","Denver Nuggets",22,35,0.386,"29.0",22,35,100.8,104.1,"2016-2-23"
"3604","Minnesota Timberwolves",18,39,0.316,"33.0",22,35,100.8,104.5,"2016-2-23"
"3605","Phoenix Suns",14,43,0.246,"37.0",16,41,100.4,107.4,"2016-2-23"
"3606","Los Angeles Lakers",11,47,0.19,"40.5",12,46,97.2,106.7,"2016-2-23"
"3607","Cleveland Cavaliers*",41,15,0.732,"—",39,17,103.1,96.9,"2016-2-24"
"3608","Toronto Raptors*",38,18,0.679,"3.0",37,19,102.4,97.6,"2016-2-24"
"3609","Boston Celtics*",33,25,0.569,"9.0",37,21,106.1,102.1,"2016-2-24"
"3610","Miami Heat*",32,25,0.561,"9.5",29,28,97.1,96.9,"2016-2-24"
"3611","Indiana Pacers*",31,26,0.544,"10.5",33,24,102.5,100.4,"2016-2-24"
"3612","Chicago Bulls",30,26,0.536,"11.0",27,29,101.9,102.3,"2016-2-24"
"3613","Atlanta Hawks*",31,27,0.534,"11.0",33,25,102.5,100.3,"2016-2-24"
"3614","Charlotte Hornets*",29,27,0.518,"12.0",30,26,102,101,"2016-2-24"
"3615","Detroit Pistons*",29,29,0.5,"13.0",31,27,101.6,100.7,"2016-2-24"
"3616","Washington Wizards",26,30,0.464,"15.0",24,32,102.6,104.7,"2016-2-24"
"3617","Orlando Magic",25,30,0.455,"15.5",25,30,100.1,101.2,"2016-2-24"
"3618","Milwaukee Bucks",24,33,0.421,"17.5",20,37,98.6,102.8,"2016-2-24"
"3619","New York Knicks",24,35,0.407,"18.5",24,35,99.2,101.8,"2016-2-24"
"3620","Brooklyn Nets",15,42,0.263,"26.5",16,41,96.6,103.6,"2016-2-24"
"3621","Philadelphia 76ers",8,49,0.14,"33.5",11,46,95.9,106.5,"2016-2-24"
"3622","Golden State Warriors*",51,5,0.911,"—",45,11,115.1,103.7,"2016-2-24"
"3623","San Antonio Spurs*",48,9,0.842,"3.5",49,8,105.2,92.7,"2016-2-24"
"3624","Oklahoma City Thunder*",41,16,0.719,"10.5",42,15,109.7,102.1,"2016-2-24"
"3625","Los Angeles Clippers*",37,20,0.649,"14.5",37,20,104.8,100.2,"2016-2-24"
"3626","Memphis Grizzlies*",33,23,0.589,"18.0",26,30,98.6,99.5,"2016-2-24"
"3627","Portland Trail Blazers*",30,27,0.526,"21.5",31,26,103.5,102.2,"2016-2-24"
"3628","Dallas Mavericks*",30,28,0.517,"22.0",28,30,101.4,102.1,"2016-2-24"
"3629","Utah Jazz",28,28,0.5,"23.0",31,25,98.4,97.1,"2016-2-24"
"3630","Houston Rockets*",28,29,0.491,"23.5",26,31,105.4,106.8,"2016-2-24"
"3631","Sacramento Kings",24,32,0.429,"27.0",24,32,107.1,109.1,"2016-2-24"
"3632","Denver Nuggets",23,35,0.397,"29.0",23,35,100.6,103.7,"2016-2-24"
"3633","New Orleans Pelicans",22,34,0.393,"29.0",23,33,102.4,105.3,"2016-2-24"
"3634","Minnesota Timberwolves",18,40,0.31,"34.0",22,36,100.9,104.6,"2016-2-24"
"3635","Phoenix Suns",14,43,0.246,"37.5",16,41,100.4,107.4,"2016-2-24"
"3636","Los Angeles Lakers",11,48,0.186,"41.5",13,46,97.6,107.1,"2016-2-24"
"3637","Cleveland Cavaliers*",41,15,0.732,"—",39,17,103.1,96.9,"2016-2-25"
"3638","Toronto Raptors*",38,18,0.679,"3.0",37,19,102.4,97.6,"2016-2-25"
"3639","Boston Celtics*",34,25,0.576,"8.5",37,22,106.2,102.2,"2016-2-25"
"3640","Miami Heat*",32,25,0.561,"9.5",29,28,97.1,96.9,"2016-2-25"
"3641","Indiana Pacers*",31,26,0.544,"10.5",33,24,102.5,100.4,"2016-2-25"
"3642","Chicago Bulls",30,26,0.536,"11.0",27,29,101.9,102.3,"2016-2-25"
"3643","Atlanta Hawks*",31,27,0.534,"11.0",33,25,102.5,100.3,"2016-2-25"
"3644","Charlotte Hornets*",29,27,0.518,"12.0",30,26,102,101,"2016-2-25"
"3645","Detroit Pistons*",29,29,0.5,"13.0",31,27,101.6,100.7,"2016-2-25"
"3646","Washington Wizards",26,30,0.464,"15.0",24,32,102.6,104.7,"2016-2-25"
"3647","Orlando Magic",25,31,0.446,"16.0",25,31,100.4,101.7,"2016-2-25"
"3648","Milwaukee Bucks",24,34,0.414,"18.0",21,37,98.7,103,"2016-2-25"
"3649","New York Knicks",24,35,0.407,"18.5",24,35,99.2,101.8,"2016-2-25"
"3650","Brooklyn Nets",16,42,0.276,"26.0",16,42,97,103.7,"2016-2-25"
"3651","Philadelphia 76ers",8,49,0.14,"33.5",11,46,95.9,106.5,"2016-2-25"
"3652","Golden State Warriors*",52,5,0.912,"—",46,11,115.3,103.9,"2016-2-25"
"3653","San Antonio Spurs*",49,9,0.845,"3.5",50,8,105.1,92.4,"2016-2-25"
"3654","Oklahoma City Thunder*",41,17,0.707,"11.5",42,16,109.8,102.5,"2016-2-25"
"3655","Los Angeles Clippers*",37,20,0.649,"15.0",37,20,104.8,100.2,"2016-2-25"
"3656","Memphis Grizzlies*",33,23,0.589,"18.5",26,30,98.6,99.5,"2016-2-25"
"3657","Dallas Mavericks*",30,28,0.517,"22.5",28,30,101.4,102.1,"2016-2-25"
"3658","Portland Trail Blazers*",30,28,0.517,"22.5",31,27,103.5,102.5,"2016-2-25"
"3659","Houston Rockets*",29,29,0.5,"23.5",27,31,105.6,106.8,"2016-2-25"
"3660","Utah Jazz",28,29,0.491,"24.0",31,26,98.1,97.1,"2016-2-25"
"3661","Sacramento Kings",24,32,0.429,"27.5",24,32,107.1,109.1,"2016-2-25"
"3662","New Orleans Pelicans",23,34,0.404,"29.0",23,34,102.7,105.6,"2016-2-25"
"3663","Denver Nuggets",23,35,0.397,"29.5",23,35,100.6,103.7,"2016-2-25"
"3664","Minnesota Timberwolves",18,40,0.31,"34.5",22,36,100.9,104.6,"2016-2-25"
"3665","Phoenix Suns",14,44,0.241,"38.5",16,42,100.5,107.6,"2016-2-25"
"3666","Los Angeles Lakers",11,48,0.186,"42.0",13,46,97.6,107.1,"2016-2-25"
"3667","Cleveland Cavaliers*",41,16,0.719,"—",40,17,103,96.9,"2016-2-26"
"3668","Toronto Raptors*",39,18,0.684,"2.0",38,19,102.4,97.6,"2016-2-26"
"3669","Boston Celtics*",34,25,0.576,"8.0",37,22,106.2,102.2,"2016-2-26"
"3670","Miami Heat*",32,25,0.561,"9.0",29,28,97.1,96.9,"2016-2-26"
"3671","Atlanta Hawks*",32,27,0.542,"10.0",34,25,102.5,100.1,"2016-2-26"
"3672","Indiana Pacers*",31,27,0.534,"10.5",33,25,102.4,100.3,"2016-2-26"
"3673","Charlotte Hornets*",30,27,0.526,"11.0",31,26,101.9,100.9,"2016-2-26"
"3674","Chicago Bulls",30,27,0.526,"11.0",27,30,101.7,102.3,"2016-2-26"
"3675","Detroit Pistons*",29,29,0.5,"12.5",31,27,101.6,100.7,"2016-2-26"
"3676","Washington Wizards",27,30,0.474,"14.0",25,32,102.6,104.5,"2016-2-26"
"3677","Orlando Magic",25,32,0.439,"16.0",25,32,100.3,101.8,"2016-2-26"
"3678","New York Knicks",25,35,0.417,"17.5",25,35,99.4,101.7,"2016-2-26"
"3679","Milwaukee Bucks",24,34,0.414,"17.5",21,37,98.7,103,"2016-2-26"
"3680","Brooklyn Nets",16,42,0.276,"25.5",16,42,97,103.7,"2016-2-26"
"3681","Philadelphia 76ers",8,50,0.138,"33.5",11,47,95.8,106.4,"2016-2-26"
"3682","Golden State Warriors*",52,5,0.912,"—",46,11,115.3,103.9,"2016-2-26"
"3683","San Antonio Spurs*",49,9,0.845,"3.5",50,8,105.1,92.4,"2016-2-26"
"3684","Oklahoma City Thunder*",41,17,0.707,"11.5",42,16,109.8,102.5,"2016-2-26"
"3685","Los Angeles Clippers*",38,20,0.655,"14.5",38,20,105,100.3,"2016-2-26"
"3686","Memphis Grizzlies*",34,23,0.596,"18.0",27,30,98.9,99.4,"2016-2-26"
"3687","Dallas Mavericks*",31,28,0.525,"22.0",28,31,101.7,102.3,"2016-2-26"
"3688","Portland Trail Blazers*",30,28,0.517,"22.5",31,27,103.5,102.5,"2016-2-26"
"3689","Houston Rockets*",29,29,0.5,"23.5",27,31,105.6,106.8,"2016-2-26"
"3690","Utah Jazz",28,29,0.491,"24.0",31,26,98.1,97.1,"2016-2-26"
"3691","Sacramento Kings",24,33,0.421,"28.0",25,32,107.1,109.2,"2016-2-26"
"3692","New Orleans Pelicans",23,34,0.404,"29.0",23,34,102.7,105.6,"2016-2-26"
"3693","Denver Nuggets",23,36,0.39,"30.0",23,36,100.8,104.1,"2016-2-26"
"3694","Minnesota Timberwolves",18,40,0.31,"34.5",22,36,100.9,104.6,"2016-2-26"
"3695","Phoenix Suns",14,44,0.241,"38.5",16,42,100.5,107.6,"2016-2-26"
"3696","Los Angeles Lakers",11,49,0.183,"42.5",13,47,97.5,107.2,"2016-2-26"
"3697","Cleveland Cavaliers*",41,16,0.719,"—",40,17,103,96.9,"2016-2-27"
"3698","Toronto Raptors*",39,18,0.684,"2.0",38,19,102.4,97.6,"2016-2-27"
"3699","Boston Celtics*",35,25,0.583,"7.5",38,22,106.1,102,"2016-2-27"
"3700","Miami Heat*",32,26,0.552,"9.5",29,29,96.9,96.9,"2016-2-27"
"3701","Atlanta Hawks*",32,27,0.542,"10.0",34,25,102.5,100.1,"2016-2-27"
"3702","Indiana Pacers*",31,27,0.534,"10.5",33,25,102.4,100.3,"2016-2-27"
"3703","Charlotte Hornets*",30,27,0.526,"11.0",31,26,101.9,100.9,"2016-2-27"
"3704","Chicago Bulls",30,28,0.517,"11.5",27,31,101.6,102.3,"2016-2-27"
"3705","Detroit Pistons*",30,29,0.508,"12.0",32,27,101.6,100.5,"2016-2-27"
"3706","Washington Wizards",27,30,0.474,"14.0",25,32,102.6,104.5,"2016-2-27"
"3707","Orlando Magic",25,32,0.439,"16.0",25,32,100.3,101.8,"2016-2-27"
"3708","New York Knicks",25,35,0.417,"17.5",25,35,99.4,101.7,"2016-2-27"
"3709","Milwaukee Bucks",24,35,0.407,"18.0",21,38,98.6,103,"2016-2-27"
"3710","Brooklyn Nets",17,42,0.288,"25.0",17,42,97,103.6,"2016-2-27"
"3711","Philadelphia 76ers",8,50,0.138,"33.5",11,47,95.8,106.4,"2016-2-27"
"3712","Golden State Warriors*",53,5,0.914,"—",47,11,115.4,104.1,"2016-2-27"
"3713","San Antonio Spurs*",50,9,0.847,"3.5",51,8,105,92.5,"2016-2-27"
"3714","Oklahoma City Thunder*",41,18,0.695,"12.5",43,16,110,102.8,"2016-2-27"
"3715","Los Angeles Clippers*",38,20,0.655,"15.0",38,20,105,100.3,"2016-2-27"
"3716","Memphis Grizzlies*",34,24,0.586,"19.0",28,30,99,99.6,"2016-2-27"
"3717","Dallas Mavericks*",31,28,0.525,"22.5",28,31,101.7,102.3,"2016-2-27"
"3718","Portland Trail Blazers*",31,28,0.525,"22.5",32,27,103.5,102.3,"2016-2-27"
"3719","Houston Rockets*",29,30,0.492,"24.5",27,32,105.4,106.8,"2016-2-27"
"3720","Utah Jazz",28,30,0.483,"25.0",31,27,98.1,97.1,"2016-2-27"
"3721","Sacramento Kings",24,33,0.421,"28.5",25,32,107.1,109.2,"2016-2-27"
"3722","New Orleans Pelicans",23,35,0.397,"30.0",24,34,102.9,105.7,"2016-2-27"
"3723","Denver Nuggets",23,36,0.39,"30.5",23,36,100.8,104.1,"2016-2-27"
"3724","Minnesota Timberwolves",19,40,0.322,"34.5",22,37,101.1,104.7,"2016-2-27"
"3725","Phoenix Suns",15,44,0.254,"38.5",17,42,100.7,107.6,"2016-2-27"
"3726","Los Angeles Lakers",11,49,0.183,"43.0",13,47,97.5,107.2,"2016-2-27"
"3727","Cleveland Cavaliers*",41,17,0.707,"—",40,18,102.9,97.2,"2016-2-28"
"3728","Toronto Raptors*",39,19,0.672,"2.0",38,20,102.3,97.9,"2016-2-28"
"3729","Boston Celtics*",35,25,0.583,"7.0",38,22,106.1,102,"2016-2-28"
"3730","Miami Heat*",33,26,0.559,"8.5",30,29,96.9,96.7,"2016-2-28"
"3731","Atlanta Hawks*",33,27,0.55,"9.0",35,25,102.2,99.7,"2016-2-28"
"3732","Indiana Pacers*",31,28,0.525,"10.5",33,26,102.4,100.5,"2016-2-28"
"3733","Detroit Pistons*",31,29,0.517,"11.0",33,27,101.9,100.5,"2016-2-28"
"3734","Charlotte Hornets*",30,28,0.517,"11.0",31,27,101.5,100.6,"2016-2-28"
"3735","Chicago Bulls",30,28,0.517,"11.0",27,31,101.6,102.3,"2016-2-28"
"3736","Washington Wizards",28,30,0.483,"13.0",26,32,102.8,104.4,"2016-2-28"
"3737","Orlando Magic",26,32,0.448,"15.0",26,32,100.8,102.1,"2016-2-28"
"3738","New York Knicks",25,36,0.41,"17.5",25,36,99.1,101.6,"2016-2-28"
"3739","Milwaukee Bucks",24,35,0.407,"17.5",21,38,98.6,103,"2016-2-28"
"3740","Brooklyn Nets",17,42,0.288,"24.5",17,42,97,103.6,"2016-2-28"
"3741","Philadelphia 76ers",8,51,0.136,"33.5",11,48,96.2,106.8,"2016-2-28"
"3742","Golden State Warriors*",53,5,0.914,"—",47,11,115.4,104.1,"2016-2-28"
"3743","San Antonio Spurs*",50,9,0.847,"3.5",51,8,105,92.5,"2016-2-28"
"3744","Oklahoma City Thunder*",41,18,0.695,"12.5",43,16,110,102.8,"2016-2-28"
"3745","Los Angeles Clippers*",38,20,0.655,"15.0",38,20,105,100.3,"2016-2-28"
"3746","Memphis Grizzlies*",34,24,0.586,"19.0",28,30,99,99.6,"2016-2-28"
"3747","Dallas Mavericks*",32,28,0.533,"22.0",30,30,102.2,102.3,"2016-2-28"
"3748","Portland Trail Blazers*",32,28,0.533,"22.0",33,27,103.6,102.3,"2016-2-28"
"3749","Houston Rockets*",29,30,0.492,"24.5",27,32,105.4,106.8,"2016-2-28"
"3750","Utah Jazz",28,30,0.483,"25.0",31,27,98.1,97.1,"2016-2-28"
"3751","Sacramento Kings",24,33,0.421,"28.5",25,32,107.1,109.2,"2016-2-28"
"3752","New Orleans Pelicans",23,35,0.397,"30.0",24,34,102.9,105.7,"2016-2-28"
"3753","Denver Nuggets",23,36,0.39,"30.5",23,36,100.8,104.1,"2016-2-28"
"3754","Minnesota Timberwolves",19,41,0.317,"35.0",22,38,101.1,105.1,"2016-2-28"
"3755","Phoenix Suns",15,44,0.254,"38.5",17,42,100.7,107.6,"2016-2-28"
"3756","Los Angeles Lakers",11,49,0.183,"43.0",13,47,97.5,107.2,"2016-2-28"
"3757","Cleveland Cavaliers*",42,17,0.712,"—",41,18,102.9,97.2,"2016-2-29"
"3758","Toronto Raptors*",39,19,0.672,"2.5",38,20,102.3,97.9,"2016-2-29"
"3759","Boston Celtics*",36,25,0.59,"7.0",39,22,106,101.8,"2016-2-29"
"3760","Miami Heat*",33,26,0.559,"9.0",30,29,96.9,96.7,"2016-2-29"
"3761","Atlanta Hawks*",33,27,0.55,"9.5",35,25,102.2,99.7,"2016-2-29"
"3762","Indiana Pacers*",31,29,0.517,"11.5",34,26,102.3,100.5,"2016-2-29"
"3763","Detroit Pistons*",31,29,0.517,"11.5",33,27,101.9,100.5,"2016-2-29"
"3764","Charlotte Hornets*",30,28,0.517,"11.5",31,27,101.5,100.6,"2016-2-29"
"3765","Chicago Bulls",30,28,0.517,"11.5",27,31,101.6,102.3,"2016-2-29"
"3766","Washington Wizards",29,30,0.492,"13.0",27,32,103,104.4,"2016-2-29"
"3767","Orlando Magic",26,32,0.448,"15.5",26,32,100.8,102.1,"2016-2-29"
"3768","Milwaukee Bucks",25,35,0.417,"17.5",22,38,99.1,103.3,"2016-2-29"
"3769","New York Knicks",25,36,0.41,"18.0",25,36,99.1,101.6,"2016-2-29"
"3770","Brooklyn Nets",17,43,0.283,"25.5",17,43,97,103.6,"2016-2-29"
"3771","Philadelphia 76ers",8,52,0.133,"34.5",11,49,96.4,107,"2016-2-29"
"3772","Golden State Warriors*",53,5,0.914,"—",47,11,115.4,104.1,"2016-2-29"
"3773","San Antonio Spurs*",50,9,0.847,"3.5",51,8,105,92.5,"2016-2-29"
"3774","Oklahoma City Thunder*",42,18,0.7,"12.0",43,17,110.3,103,"2016-2-29"
"3775","Los Angeles Clippers*",39,20,0.661,"14.5",39,20,105,100.2,"2016-2-29"
"3776","Memphis Grizzlies*",35,24,0.593,"18.5",29,30,99.1,99.5,"2016-2-29"
"3777","Dallas Mavericks*",32,28,0.533,"22.0",30,30,102.2,102.3,"2016-2-29"
"3778","Portland Trail Blazers*",32,28,0.533,"22.0",33,27,103.6,102.3,"2016-2-29"
"3779","Houston Rockets*",29,31,0.483,"25.0",27,33,105.7,107.1,"2016-2-29"
"3780","Utah Jazz",28,31,0.475,"25.5",31,28,98,97.2,"2016-2-29"
"3781","Sacramento Kings",24,34,0.414,"29.0",25,33,107.2,109.6,"2016-2-29"
"3782","New Orleans Pelicans",23,35,0.397,"30.0",24,34,102.9,105.7,"2016-2-29"
"3783","Denver Nuggets",23,37,0.383,"31.0",23,37,100.8,104,"2016-2-29"
"3784","Minnesota Timberwolves",19,41,0.317,"35.0",22,38,101.1,105.1,"2016-2-29"
"3785","Phoenix Suns",15,44,0.254,"38.5",17,42,100.7,107.6,"2016-2-29"
"3786","Los Angeles Lakers",11,49,0.183,"43.0",13,47,97.5,107.2,"2016-2-29"
"3787","Philadelphia 76ers*",49,23,0.681,"—",48,24,113.6,108.1,"2016-2-30"
"3788","Brooklyn Nets*",48,24,0.667,"1.0",46,26,118.6,114.1,"2016-2-30"
"3789","Milwaukee Bucks*",46,26,0.639,"3.0",48,24,120.1,114.2,"2016-2-30"
"3790","Atlanta Hawks*",41,31,0.569,"8.0",41,31,113.7,111.4,"2016-2-30"
"3791","New York Knicks*",41,31,0.569,"8.0",41,31,107,104.7,"2016-2-30"
"3792","Miami Heat*",40,32,0.556,"9.0",36,36,108.1,108,"2016-2-30"
"3793","Boston Celtics*",36,36,0.5,"13.0",39,33,112.6,111.2,"2016-2-30"
"3794","Washington Wizards*",34,38,0.472,"15.0",32,40,116.6,118.5,"2016-2-30"
"3795","Indiana Pacers",34,38,0.472,"15.0",36,36,115.3,115.3,"2016-2-30"
"3796","Charlotte Hornets",33,39,0.458,"16.0",32,40,109.5,111.4,"2016-2-30"
"3797","Chicago Bulls",31,41,0.431,"18.0",34,38,110.7,111.6,"2016-2-30"
"3798","Toronto Raptors",27,45,0.375,"22.0",35,37,111.3,111.7,"2016-2-30"
"3799","Cleveland Cavaliers",22,50,0.306,"27.0",18,54,103.8,112.3,"2016-2-30"
