game_id,player,season,date,team,opponent,location,city,w_l,route,distance,tz,flight_time,team_rest,player_rest,games_played,mins,pts,shift_hrs,fgm,fga,pct_fg,fg3m,fg3a,pct_fg3,pct_ft,fg2m,fg2a,pct_fg2,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,plusminus,b2b,b2b_1st,b2b_2nd,x3in4,x4in5,x5in7,traveling_west,traveling_east,pctEFG,pctTS,pctUSG,ortg,drtg,netrtg,pacePer40PACE_PER40,ratioPIE
21300378,Kawhi Leonard,2013-14,2013-12-18,San Antonio Spurs,Phoenix Suns,Away,Phoenix,W,Los Angeles - Phoenix,366,America/Phoenix,~55 minutes,1,1,25,31,14,1,5,15,0.333,2,3,0.6666666666666666,0.667,3,12,0.25,2,3,2,4,6,2,2,0,2,3,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.4,0.429,0.237,109.2,112.3,-3.1,84.25,0.062
21300382,Kawhi Leonard,2013-14,2013-12-19,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,Phoenix - San Francisco,652,America/Los_Angeles,~1.45 hours,0,0,26,35,21,-1,8,14,0.571,1,1,1,0.571,7,13,0.5384615384615384,4,7,1,9,10,3,1,0,1,0,4,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.607,0.615,0.212,108,101.3,6.7,86.12,0.17
21300414,Kawhi Leonard,2013-14,2013-12-23,San Antonio Spurs,Toronto Raptors,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,3,27,31,13,0,5,12,0.417,2,5,0.4,1,3,7,0.42857142857142855,1,1,3,7,10,2,1,0,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.523,0.165,124.2,104.8,19.4,79.87,0.129
21300421,Kawhi Leonard,2013-14,2013-12-25,San Antonio Spurs,Houston Rockets,Home,San Antonio,L,No Travel,0,America/Chicago,-,1,1,28,29,13,0,6,14,0.429,0,2,0,1,6,12,0.5,1,1,3,4,7,0,0,0,2,3,-23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.429,0.45,0.225,81.4,120.3,-39,80.5,0.053
21300425,Kawhi Leonard,2013-14,2013-12-26,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,San Antonio - Dallas,252,America/Chicago,~55 minutes,0,0,29,28,7,0,3,6,0.5,0,2,0,0.5,3,4,0.75,1,2,1,7,8,2,2,1,2,5,-9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.5,0.509,0.134,95.2,109.7,-14.5,88.46,0.069
21300451,Kawhi Leonard,2013-14,2013-12-29,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,2,2,30,29,5,0,2,6,0.333,1,3,0.3333333333333333,NA,1,3,0.3333333333333333,0,0,1,1,2,3,1,0,0,1,-5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.417,0.417,0.092,110.5,119.3,-8.8,79.49,0.042
21300465,Kawhi Leonard,2013-14,2013-12-31,San Antonio Spurs,Brooklyn Nets,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,31,27,6,0,3,6,0.5,0,1,0,NA,3,5,0.6,0,0,2,4,6,1,2,1,1,2,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,0.123,146.2,86.8,59.4,78.21,0.076
21300477,Kawhi Leonard,2013-14,2014-01-02,San Antonio Spurs,New York Knicks,Home,San Antonio,L,No Travel,0,America/Chicago,-,1,1,32,28,8,0,1,5,0.2,1,3,0.3333333333333333,0.625,0,2,0,5,8,1,3,4,4,1,1,1,4,-9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,0.469,0.167,103.8,118.5,-14.7,76.12,0.045
21300494,Kawhi Leonard,2013-14,2014-01-04,San Antonio Spurs,Los Angeles Clippers,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,33,30,10,0,5,8,0.625,0,1,0,NA,5,7,0.7142857142857143,0,0,0,4,4,0,0,0,4,2,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,0.625,0.182,110.5,80.7,29.8,76.72,0.058
21300514,Kawhi Leonard,2013-14,2014-01-07,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,San Antonio - Memphis,631,America/Chicago,~1.4 hours,2,2,34,33,17,0,7,9,0.778,2,4,0.5,0.333,5,5,1,1,3,1,5,6,1,2,0,1,1,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.889,0.824,0.162,126.7,98.4,28.3,74.83,0.167
21300520,Kawhi Leonard,2013-14,2014-01-08,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,0,0,35,26,12,0,5,9,0.556,1,2,0.5,1,4,7,0.5714285714285714,1,1,1,7,8,0,1,0,0,1,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.611,0.636,0.143,109.6,80.8,28.8,78.94,0.18
21300554,Kawhi Leonard,2013-14,2014-01-12,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,No Travel,0,America/Chicago,-,3,3,36,36,17,0,8,11,0.727,1,1,1,NA,7,10,0.7,0,0,1,5,6,2,2,2,2,3,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.773,0.773,0.176,109.9,91.3,18.6,77.31,0.135
21300559,Kawhi Leonard,2013-14,2014-01-13,San Antonio Spurs,New Orleans Pelicans,Away,New Orleans,W,San Antonio - New Orleans,516,America/Chicago,~1.15 hours,0,0,37,33,13,0,4,6,0.667,1,1,1,1,3,5,0.6,4,4,0,6,6,3,2,1,1,2,10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.838,0.134,115.4,98.5,16.9,79.43,0.16
21300573,Kawhi Leonard,2013-14,2014-01-15,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,New Orleans - San Antonio,516,America/Chicago,~1.15 hours,1,1,38,33,15,0,6,12,0.5,2,6,0.3333333333333333,1,4,6,0.6666666666666666,1,1,0,7,7,6,3,2,0,3,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.583,0.603,0.185,117.2,106,11.2,78.33,0.162
21300589,Kawhi Leonard,2013-14,2014-01-17,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,L,No Travel,0,America/Chicago,-,1,1,39,29,7,0,3,4,0.75,1,2,0.5,NA,2,2,1,0,0,2,7,9,2,2,0,0,4,-6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.875,0.875,0.062,103.3,113.1,-9.8,83.54,0.114
21300604,Kawhi Leonard,2013-14,2014-01-19,San Antonio Spurs,Milwaukee Bucks,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,40,21,11,0,5,9,0.556,0,1,0,1,5,8,0.625,1,1,0,5,5,1,0,1,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.556,0.583,0.233,112.5,92.1,20.4,74.4,0.159
21300630,Kawhi Leonard,2013-14,2014-01-22,San Antonio Spurs,Oklahoma City Thunder,Home,San Antonio,L,No Travel,0,America/Chicago,-,2,2,41,15,3,0,1,2,0.5,1,2,0.5,NA,0,0,0,0,0,1,0,1,1,1,0,2,1,-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.75,0.114,103.2,106.3,-3,83.54,0.023
21300859,Kawhi Leonard,2013-14,2014-02-26,San Antonio Spurs,Detroit Pistons,Home,San Antonio,W,Phoenix - San Antonio,847,America/Chicago,~1.88 hours,4,34,42,29,15,1,5,9,0.556,1,2,0.5,1,4,7,0.5714285714285714,4,4,1,5,6,4,2,2,2,1,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.611,0.697,0.191,129.5,93.3,36.2,83.59,0.161
21300871,Kawhi Leonard,2013-14,2014-02-28,San Antonio Spurs,Charlotte Bobcats,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,43,30,12,0,4,9,0.444,2,4,0.5,1,2,5,0.4,2,2,0,8,8,1,3,2,3,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.556,0.607,0.206,84.7,82.8,2,77.4,0.18
21300888,Kawhi Leonard,2013-14,2014-03-02,San Antonio Spurs,Dallas Mavericks,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,44,34,16,0,6,9,0.667,3,5,0.6,1,3,4,0.75,1,1,2,5,7,1,1,1,2,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833,0.847,0.147,114.5,107.4,7.1,80.51,0.117
21300898,Kawhi Leonard,2013-14,2014-03-04,San Antonio Spurs,Cleveland Cavaliers,Away,Cleveland,W,San Antonio - Cleveland,1256,America/New_York,~2.79 hours,1,1,45,26,18,1,7,10,0.7,2,2,1,1,5,8,0.625,2,2,2,3,5,3,4,4,3,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,0.827,0.233,130.2,96.2,34,81.45,0.198
21300914,Kawhi Leonard,2013-14,2014-03-06,San Antonio Spurs,Miami Heat,Home,San Antonio,W,Cleveland - San Antonio,1256,America/Chicago,~2.79 hours,1,1,46,30,11,-1,4,13,0.308,1,4,0.25,1,3,9,0.3333333333333333,2,2,0,5,5,0,5,0,1,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.346,0.396,0.217,96.9,89.1,7.9,84.96,0.07
21300932,Kawhi Leonard,2013-14,2014-03-08,San Antonio Spurs,Orlando Magic,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,47,38,17,0,5,6,0.833,1,2,0.5,0.857,4,4,1,6,7,0,7,7,4,2,2,3,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.917,0.936,0.129,122.8,106.3,16.5,83.41,0.146
21300952,Kawhi Leonard,2013-14,2014-03-11,San Antonio Spurs,Chicago Bulls,Away,Chicago,W,San Antonio - Chicago,1048,America/Chicago,~2.33 hours,2,2,48,29,16,0,6,12,0.5,2,4,0.5,1,4,8,0.5,2,2,0,9,9,1,0,0,3,1,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.583,0.621,0.286,109.1,83.6,25.5,76.44,0.159
21300965,Kawhi Leonard,2013-14,2014-03-12,San Antonio Spurs,Portland Trail Blazers,Home,San Antonio,W,Chicago - San Antonio,1048,America/Chicago,~2.33 hours,0,0,49,35,12,0,6,8,0.75,0,1,0,NA,6,7,0.8571428571428571,0,0,2,7,9,1,2,1,1,2,-3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.75,0.111,92.6,97.1,-4.4,77.8,0.176
21300978,Kawhi Leonard,2013-14,2014-03-14,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,50,21,9,0,3,8,0.375,0,1,0,1,3,7,0.42857142857142855,3,3,0,4,4,2,2,2,1,1,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.375,0.483,0.2,118.2,83.7,34.5,84.88,0.116
21300993,Kawhi Leonard,2013-14,2014-03-16,San Antonio Spurs,Utah Jazz,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,51,27,11,0,4,8,0.5,2,2,1,0.5,2,6,0.3333333333333333,1,2,0,6,6,3,0,1,0,0,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,0.619,0.155,138.9,109.1,29.8,79.51,0.117
21301017,Kawhi Leonard,2013-14,2014-03-19,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,2,2,52,34,22,-2,8,12,0.667,1,3,0.3333333333333333,0.833,7,9,0.7777777777777778,5,6,0,10,10,4,2,1,0,2,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.708,0.751,0.181,123.7,104.1,19.6,87.59,0.185
21301030,Kawhi Leonard,2013-14,2014-03-21,San Antonio Spurs,Sacramento Kings,Away,Sacramento,W,Los Angeles - Sacramento,352,America/Los_Angeles,~55 minutes,1,1,53,31,15,0,4,11,0.364,2,6,0.3333333333333333,0.833,2,5,0.4,5,6,1,6,7,1,1,1,0,3,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.455,0.55,0.192,98.3,86.7,11.7,77.68,0.155
21301038,Kawhi Leonard,2013-14,2014-03-22,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,Sacramento - San Francisco,77,America/Los_Angeles,~55 minutes,0,0,54,34,16,0,5,14,0.357,2,4,0.5,1,3,10,0.3,4,4,2,5,7,0,1,2,2,2,12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.429,0.508,0.225,100,85.3,14.7,81.86,0.096
21301054,Kawhi Leonard,2013-14,2014-03-24,San Antonio Spurs,Philadelphia 76ers,Home,San Antonio,W,San Francisco - San Antonio,1488,America/Chicago,~3.31 hours,1,1,55,26,15,2,6,9,0.667,1,3,0.3333333333333333,1,5,6,0.8333333333333334,2,2,1,4,5,2,0,1,1,0,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.722,0.759,0.196,126.4,78.8,47.6,81.13,0.164
21301068,Kawhi Leonard,2013-14,2014-03-26,San Antonio Spurs,Denver Nuggets,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,56,35,8,0,3,8,0.375,1,2,0.5,1,2,6,0.3333333333333333,1,1,2,4,6,1,3,3,1,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.438,0.474,0.108,100,97.3,2.7,86.08,0.077
21301084,Kawhi Leonard,2013-14,2014-03-28,San Antonio Spurs,Denver Nuggets,Away,Denver,W,San Antonio - Denver,799,America/Denver,~1.78 hours,1,1,57,23,14,-1,6,11,0.545,2,3,0.6666666666666666,0,4,8,0.5,0,1,1,3,4,6,2,3,2,1,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.636,0.612,0.217,122.4,93.9,28.6,85.79,0.181
21301092,Kawhi Leonard,2013-14,2014-03-29,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,W,Denver - San Antonio,799,America/Chicago,~1.78 hours,0,0,58,23,15,1,4,9,0.444,2,4,0.5,0.833,2,5,0.4,5,6,0,5,5,2,1,1,0,1,12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.556,0.644,0.24,100,77.8,22.2,81.42,0.216
21301102,Kawhi Leonard,2013-14,2014-03-31,San Antonio Spurs,Indiana Pacers,Away,Indianapolis,W,San Antonio - Indianapolis,1000,America/Indiana/Indianapolis,~2.22 hours,1,1,59,37,13,1,5,9,0.556,2,4,0.5,0.5,3,5,0.6,1,2,3,8,11,2,1,1,1,1,19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.667,0.658,0.141,121.5,92.3,29.2,70.78,0.182
21301123,Kawhi Leonard,2013-14,2014-04-02,San Antonio Spurs,Golden State Warriors,Home,San Antonio,W,Indianapolis - San Antonio,1000,America/Chicago,~2.22 hours,1,1,60,29,11,-1,4,9,0.444,0,3,0,1,4,6,0.6666666666666666,3,3,0,4,4,1,4,0,1,0,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.444,0.533,0.159,127.6,101.7,25.9,78.88,0.106
21301127,Kawhi Leonard,2013-14,2014-04-03,San Antonio Spurs,Oklahoma City Thunder,Away,Oklahoma City,L,San Antonio - Oklahoma City,420,America/Chicago,~56 minutes,0,0,61,29,17,0,8,15,0.533,1,3,0.3333333333333333,NA,7,12,0.5833333333333334,0,0,0,2,2,3,3,0,2,4,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.567,0.567,0.254,105.1,105.1,0,82.29,0.124
21301154,Kawhi Leonard,2013-14,2014-04-06,San Antonio Spurs,Memphis Grizzlies,Home,San Antonio,W,Oklahoma City - San Antonio,420,America/Chicago,~56 minutes,2,2,62,30,26,0,12,13,0.923,2,2,1,NA,10,11,0.9090909090909091,0,0,0,3,3,5,0,0,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0.222,124.1,100,24.1,78.66,0.245
21301174,Kawhi Leonard,2013-14,2014-04-10,San Antonio Spurs,Dallas Mavericks,Away,Dallas,W,Minneapolis - Dallas,862,America/Chicago,~1.92 hours,1,1,64,37,16,0,5,14,0.357,2,6,0.3333333333333333,0.8,3,8,0.375,4,5,6,10,16,5,2,0,2,2,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.429,0.494,0.207,123.6,108.2,15.4,78.5,0.145
21301186,Kawhi Leonard,2013-14,2014-04-11,San Antonio Spurs,Phoenix Suns,Home,San Antonio,W,Dallas - San Antonio,252,America/Chicago,~55 minutes,0,0,65,34,18,0,7,14,0.5,2,4,0.5,0.667,5,10,0.5,2,3,1,4,5,4,3,0,0,1,3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.571,0.587,0.192,114.1,113,1,82.61,0.138
21301221,Kawhi Leonard,2013-14,2014-04-16,San Antonio Spurs,Los Angeles Lakers,Home,San Antonio,L,Houston - San Antonio,189,America/Chicago,~55 minutes,1,4,66,24,14,0,6,10,0.6,2,5,0.4,NA,4,5,0.8,0,0,0,5,5,4,0,2,0,3,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,0.7,0.169,103.8,103.8,0.1,88.55,0.149
21400024,Kawhi Leonard,2014-15,2014-10-31,San Antonio Spurs,Phoenix Suns,Away,Phoenix,L,San Antonio - Phoenix,847,America/Phoenix,~1.88 hours,2,15,1,24,6,-1,0,5,0,0,1,0,1,0,4,0,6,6,1,7,8,1,0,0,1,0,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0.393,0.184,106.7,74.5,32.2,77.8,0.134
21400064,Kawhi Leonard,2014-15,2014-11-05,San Antonio Spurs,Atlanta Hawks,Home,San Antonio,W,Phoenix - San Antonio,847,America/Chicago,~1.88 hours,4,4,2,30,11,1,5,10,0.5,1,4,0.25,NA,4,6,0.6666666666666666,0,0,0,6,6,2,1,0,2,1,-2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.55,0.55,0.176,106.7,108.2,-1.5,80.89,0.102
21400069,Kawhi Leonard,2014-15,2014-11-06,San Antonio Spurs,Houston Rockets,Away,Houston,L,San Antonio - Houston,189,America/Chicago,~55 minutes,0,0,3,29,7,0,2,11,0.182,0,2,0,1,2,9,0.2222222222222222,3,3,0,4,4,5,4,0,1,0,-12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.182,0.284,0.197,71.4,92.9,-21.4,77.34,0.171
21400089,Kawhi Leonard,2014-15,2014-11-08,San Antonio Spurs,New Orleans Pelicans,Home,San Antonio,L,Houston - San Antonio,189,America/Chicago,~55 minutes,1,1,4,37,14,0,5,13,0.385,0,2,0,0.667,5,11,0.45454545454545453,4,6,5,9,14,3,1,1,0,3,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.385,0.448,0.195,115.9,111.4,4.5,76.16,0.12
21400102,Kawhi Leonard,2014-15,2014-11-10,San Antonio Spurs,Los Angeles Clippers,Away,Los Angeles,W,San Antonio - Los Angeles,1210,America/Los_Angeles,~2.69 hours,1,1,5,37,26,-2,10,18,0.556,1,3,0.3333333333333333,1,9,15,0.6,5,5,5,5,10,3,3,1,1,4,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.583,0.644,0.256,105.7,92.9,12.9,75.2,0.205
21400108,Kawhi Leonard,2014-15,2014-11-11,San Antonio Spurs,Golden State Warriors,Away,San Francisco,W,Los Angeles - San Francisco,339,America/Los_Angeles,~55 minutes,0,0,6,35,19,0,7,11,0.636,2,3,0.6666666666666666,1,5,8,0.625,3,3,2,4,6,1,1,0,0,3,9,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.727,0.771,0.158,122.9,111.6,11.3,78.4,0.121
21400131,Kawhi Leonard,2014-15,2014-11-14,San Antonio Spurs,Los Angeles Lakers,Away,Los Angeles,W,San Francisco - Los Angeles,339,America/Los_Angeles,~55 minutes,2,2,7,18,12,0,5,6,0.833,2,2,1,0,3,4,0.75,0,2,0,5,5,0,2,2,3,3,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.872,0.27,91.9,92.1,-0.2,82.87,0.157
21400139,Kawhi Leonard,2014-15,2014-11-15,San Antonio Spurs,Sacramento Kings,Away,Sacramento,L,Los Angeles - Sacramento,352,America/Los_Angeles,~55 minutes,0,0,8,40,16,0,7,16,0.438,1,8,0.125,1,6,8,0.75,1,1,1,4,5,4,1,1,3,5,-11,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.469,0.487,0.226,93.5,106.4,-12.9,77.2,0.071
21400152,Kawhi Leonard,2014-15,2014-11-17,San Antonio Spurs,Philadelphia 76ers,Home,San Antonio,W,Sacramento - San Antonio,1453,America/Chicago,~3.23 hours,1,1,9,20,5,2,2,7,0.286,0,1,0,1,2,6,0.3333333333333333,1,1,2,9,11,2,3,0,1,1,22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.286,0.336,0.167,109.5,60,49.5,83.53,0.166
21400159,Kawhi Leonard,2014-15,2014-11-19,San Antonio Spurs,Cleveland Cavaliers,Away,Cleveland,W,San Antonio - Cleveland,1256,America/New_York,~2.79 hours,1,1,10,37,12,1,4,11,0.364,0,4,0,0.667,4,7,0.5714285714285714,4,6,1,9,10,4,4,0,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.364,0.44,0.193,95.9,94.4,1.5,77.91,0.152
21400177,Kawhi Leonard,2014-15,2014-11-21,San Antonio Spurs,Minnesota Timberwolves,Away,Minneapolis,W,Cleveland - Minneapolis,631,America/Chicago,~1.4 hours,1,1,11,25,14,-1,5,12,0.417,1,3,0.3333333333333333,0.75,4,9,0.4444444444444444,3,4,2,0,2,0,2,0,4,4,24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.458,0.509,0.327,142.6,89.6,53,76.15,0.011
21400191,Kawhi Leonard,2014-15,2014-11-22,San Antonio Spurs,Brooklyn Nets,Home,San Antonio,W,Minneapolis - San Antonio,1109,America/Chicago,~2.46 hours,0,0,12,36,21,0,9,19,0.474,0,2,0,0.75,9,17,0.5294117647058824,3,4,1,8,9,1,1,0,4,0,8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.474,0.506,0.324,98.6,87.1,11.4,77.21,0.125
21400220,Kawhi Leonard,2014-15,2014-11-26,San Antonio Spurs,Indiana Pacers,Home,San Antonio,W,No Travel,0,America/Chicago,-,3,3,13,36,21,0,8,12,0.667,2,2,1,0.5,6,10,0.6,3,6,1,12,13,1,1,0,2,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,0.717,0.221,106.9,98.6,8.4,79.19,0.19
21400231,Kawhi Leonard,2014-15,2014-11-28,San Antonio Spurs,Sacramento Kings,Home,San Antonio,W,No Travel,0,America/Chicago,-,1,1,14,38,19,0,6,13,0.462,4,6,0.6666666666666666,0.75,2,7,0.2857142857142857,3,4,0,4,4,2,3,4,0,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.615,0.644,0.188,113.2,111.8,1.3,79.54,0.107
21400241,Kawhi Leonard,2014-15,2014-11-30,San Antonio Spurs,Boston Celtics,Away,Boston,W,San Antonio - Boston,1767,America/New_York,~3.93 hours,1,1,15,30,12,1,5,9,0.556,1,3,0.3333333333333333,1,4,6,0.6666666666666666,1,1,0,6,6,0,2,0,0,1,28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.611,0.636,0.134,131,81.4,49.7,78,0.132
21400249,Kawhi Leonard,2014-15,2014-12-01,San Antonio Spurs,Philadelphia 76ers,Away,Philadelphia,W,Boston - Philadelphia,268,America/New_York,~55 minutes,0,0,16,33,26,0,9,15,0.6,2,6,0.3333333333333333,0.75,7,9,0.7777777777777778,6,8,1,9,10,4,2,0,3,2,11,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.667,0.702,0.276,112.1,92.6,19.5,81.38,0.25
21400266,Kawhi Leonard,2014-15,2014-12-03,San Antonio Spurs,Brooklyn Nets,Away,New York,L,Philadelphia - New York,78,America/New_York,~55 minutes,1,1,17,39,12,0,4,16,0.25,1,2,0.5,0.75,3,14,0.21428571428571427,3,4,4,9,13,1,1,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.281,0.338,0.205,91.9,90.5,1.4,75.1,0.097
21400282,Kawhi Leonard,2014-15,2014-12-05,San Antonio Spurs,Memphis Grizzlies,Away,Memphis,W,New York - Memphis,955,America/Chicago,~2.12 hours,1,1,18,31,9,-1,3,10,0.3,1,2,0.5,1,2,8,0.25,2,2,1,5,6,3,1,1,1,3,-3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.35,0.414,0.164,96.9,103.1,-6.2,84.37,0.071
21400291,Kawhi Leonard,2014-15,2014-12-06,San Antonio Spurs,Minnesota Timberwolves,Home,San Antonio,W,Memphis - San Antonio,631,America/Chicago,~1.4 hours,0,0,19,27,18,0,7,12,0.583,0,2,0,0.8,7,10,0.7,4,5,0,3,3,4,1,0,3,2,27,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.583,0.634,0.274,136.4,87.3,49.1,80.15,0.13
21400314,Kawhi Leonard,2014-15,2014-12-09,San Antonio Spurs,Utah Jazz,Away,Salt Lake City,L,San Antonio - Salt Lake City,1087,America/Denver,~2.42 hours,2,2,20,36,16,-1,7,13,0.538,0,1,0,0.4,7,12,0.5833333333333334,2,5,2,3,5,5,5,0,2,3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.538,0.526,0.215,104.3,101.4,2.9,79.5,0.134
21400354,Kawhi Leonard,2014-15,2014-12-14,San Antonio Spurs,Denver Nuggets,Away,Denver,W,San Antonio - Denver,799,America/Denver,~1.78 hours,1,4,21,37,18,-1,6,14,0.429,0,2,0,1,6,12,0.5,6,6,2,6,8,4,5,6,1,3,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.429,0.541,0.222,109.7,91.7,18.1,78.64,0.204
21400361,Kawhi Leonard,2014-15,2014-12-15,San Antonio Spurs,Portland Trail Blazers,Away,Portland,L,Denver - Portland,986,America/Los_Angeles,~2.19 hours,0,0,22,33,21,-1,7,18,0.389,0,0,0,0.875,7,18,0.3888888888888889,7,8,0,9,9,4,0,1,4,1,-5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.389,0.488,0.356,95.5,101.5,-5.9,82.17,0.162
