Date,Team,Season,Month,Week,Opponent,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,team_id,game_id,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,score_diff
2017-01-01,Toronto Raptors,2016-17,Jan,1,Los Angeles Lakers,TRUE,Los Angeles,TRUE,366,Phoenix - Los Angeles,2,America/Los_Angeles,-1,West,34.11,-118.41,No,No,No,No,No,No,1,1610612761,21600512,42,75,0.56,10,17,0.588,29,32,0.906,5,35,40,18,16,5,9,3,25,21,123,9
2017-01-02,Brooklyn Nets,2016-17,Jan,1,Utah Jazz,FALSE,New York,FALSE,204,Washington - New York,2,America/New_York,0,-,40.67,-73.94,No,No,No,No,No,No,1,1610612751,21600515,33,78,0.423,6,27,0.222,17,23,0.739,8,36,44,13,15,5,5,5,20,19,89,-12
2017-01-02,Charlotte Hornets,2016-17,Jan,1,Chicago Bulls,TRUE,Chicago,FALSE,589,Charlotte - Chicago,1,America/Chicago,-1,West,41.84,-87.68,No,No,No,No,No,No,1.07,1610612766,21600517,41,83,0.494,9,19,0.474,20,22,0.909,7,27,34,24,16,7,3,9,19,17,111,-7
2017-01-02,Chicago Bulls,2016-17,Jan,1,Charlotte Hornets,FALSE,Chicago,TRUE,0,No Travel,1,America/Chicago,0,-,41.84,-87.68,No,No,No,Yes,No,No,0,1610612741,21600517,42,90,0.467,7,23,0.304,27,29,0.931,15,30,45,23,12,10,9,3,17,19,118,7
2017-01-02,Cleveland Cavaliers,2016-17,Jan,1,New Orleans Pelicans,FALSE,Cleveland,TRUE,437,Charlotte - Cleveland,1,America/New_York,0,-,41.48,-81.68,No,No,No,No,No,No,1,1610612739,21600514,34,90,0.378,6,31,0.194,16,22,0.727,11,45,56,16,13,9,4,6,13,18,90,8
2017-01-02,Denver Nuggets,2016-17,Jan,1,Golden State Warriors,TRUE,San Francisco,FALSE,956,Denver - San Francisco,2,America/Los_Angeles,-1,West,37.77,-122.45,Yes,Yes,No,No,No,No,1.74,1610612743,21600520,48,101,0.475,9,35,0.257,14,18,0.778,16,32,48,33,15,10,2,2,21,14,119,-8
2017-01-02,Golden State Warriors,2016-17,Jan,1,Denver Nuggets,FALSE,San Francisco,TRUE,0,No Travel,2,America/Los_Angeles,0,-,37.77,-122.45,No,No,No,No,No,No,0,1610612744,21600520,50,95,0.526,11,25,0.44,16,21,0.762,12,31,43,33,13,7,2,2,14,21,127,8
2017-01-02,Houston Rockets,2016-17,Jan,1,Washington Wizards,FALSE,Houston,TRUE,0,No Travel,1,America/Chicago,0,-,29.77,-95.39,No,No,No,Yes,No,No,0,1610612745,21600518,37,86,0.43,12,39,0.308,15,21,0.714,7,34,41,25,15,9,9,2,12,21,101,10
2017-01-02,Milwaukee Bucks,2016-17,Jan,1,Oklahoma City Thunder,FALSE,Milwaukee,TRUE,86,Chicago - Milwaukee,1,America/Chicago,0,-,43.06,-87.97,No,No,No,Yes,No,No,1,1610612749,21600513,38,79,0.481,7,19,0.368,15,24,0.625,7,32,39,21,12,4,4,5,17,20,98,4
2017-01-02,New Orleans Pelicans,2016-17,Jan,1,Cleveland Cavaliers,TRUE,Cleveland,FALSE,913,New Orleans - Cleveland,2,America/New_York,1,East,41.48,-81.68,No,No,No,No,No,No,1.66,1610612740,21600514,32,88,0.364,11,26,0.423,7,10,0.7,8,37,45,26,13,6,6,4,18,13,82,-8
2017-01-02,New York Knicks,2016-17,Jan,1,Orlando Magic,FALSE,New York,FALSE,1421,Houston - New York,1,America/New_York,1,East,40.67,-73.94,No,No,No,Yes,No,No,2.58,1610612752,21600516,39,83,0.47,8,21,0.381,17,24,0.708,16,30,46,18,20,7,5,4,17,20,103,-12
2017-01-02,Oklahoma City Thunder,2016-17,Jan,1,Milwaukee Bucks,TRUE,Milwaukee,FALSE,731,Oklahoma City - Milwaukee,1,America/Chicago,0,-,43.06,-87.97,No,No,No,No,No,No,1.33,1610612760,21600513,36,78,0.462,9,27,0.333,13,19,0.684,8,32,40,20,11,7,5,4,20,17,94,-4
2017-01-02,Orlando Magic,2016-17,Jan,1,New York Knicks,TRUE,New York,TRUE,647,Indianapolis - New York,0,America/New_York,0,-,40.67,-73.94,Yes,No,Yes,No,No,No,1.18,1610612753,21600516,45,91,0.495,15,31,0.484,10,14,0.714,13,26,39,35,13,10,4,5,20,17,115,12
2017-01-02,Phoenix Suns,2016-17,Jan,1,Los Angeles Clippers,TRUE,Los Angeles,FALSE,582,Salt Lake City - Los Angeles,1,America/Los_Angeles,-1,West,34.11,-118.41,Yes,Yes,No,No,No,No,1.06,1610612756,21600519,39,102,0.382,2,15,0.133,18,22,0.818,19,29,48,22,12,11,4,11,29,21,98,-11
2017-01-02,Utah Jazz,2016-17,Jan,1,Brooklyn Nets,TRUE,New York,TRUE,1974,Salt Lake City - New York,1,America/New_York,2,East,40.67,-73.94,Yes,Yes,No,No,No,No,3.59,1610612762,21600515,39,93,0.419,7,24,0.292,16,20,0.8,12,34,46,11,9,9,5,5,19,20,101,12
2017-01-02,Washington Wizards,2016-17,Jan,1,Houston Rockets,TRUE,Houston,FALSE,1221,Washington - Houston,2,America/Chicago,-1,West,29.77,-95.39,Yes,Yes,No,No,No,No,2.22,1610612764,21600518,38,87,0.437,6,26,0.231,9,12,0.75,7,38,45,23,17,9,2,9,21,12,91,-10
2017-01-03,Boston Celtics,2016-17,Jan,1,Utah Jazz,FALSE,Boston,TRUE,0,No Travel,3,America/New_York,0,-,42.34,-71.02,No,No,No,No,No,No,0,1610612738,21600522,41,74,0.554,17,31,0.548,16,17,0.941,4,28,32,31,14,5,6,3,22,17,115,11
2017-01-03,Dallas Mavericks,2016-17,Jan,1,Washington Wizards,FALSE,Dallas,TRUE,1484,San Francisco - Dallas,3,America/Chicago,2,East,32.79,-96.77,No,No,No,No,No,No,2.7,1610612742,21600524,37,78,0.474,17,32,0.531,22,24,0.917,2,40,42,20,15,4,3,7,21,19,113,8
2017-01-03,Denver Nuggets,2016-17,Jan,1,Sacramento Kings,FALSE,Denver,FALSE,956,San Francisco - Denver,0,America/Denver,1,East,39.77,-104.87,Yes,No,Yes,No,No,No,1.74,1610612743,21600526,41,82,0.5,18,38,0.474,13,13,1,4,28,32,29,14,6,4,2,18,13,113,-7
2017-01-03,Detroit Pistons,2016-17,Jan,1,Indiana Pacers,FALSE,Detroit,FALSE,1159,Miami - Detroit,1,America/Detroit,0,-,42.38,-83.1,No,No,No,No,No,No,2.11,1610612765,21600523,48,97,0.495,10,29,0.345,10,12,0.833,16,26,42,31,10,5,5,7,19,8,116,-5
2017-01-03,Indiana Pacers,2016-17,Jan,1,Detroit Pistons,TRUE,Detroit,TRUE,240,Indianapolis - Detroit,1,America/Detroit,0,-,42.38,-83.1,No,No,No,No,No,No,1,1610612754,21600523,43,74,0.581,9,16,0.563,26,30,0.867,6,28,34,26,11,7,7,5,8,19,121,5
2017-01-03,Los Angeles Lakers,2016-17,Jan,1,Memphis Grizzlies,FALSE,Los Angeles,TRUE,0,No Travel,1,America/Los_Angeles,0,-,34.11,-118.41,No,No,No,No,No,No,0,1610612747,21600528,42,82,0.512,17,33,0.515,15,28,0.536,9,34,43,34,10,5,2,1,23,16,116,14
2017-01-03,Memphis Grizzlies,2016-17,Jan,1,Los Angeles Lakers,TRUE,Los Angeles,FALSE,352,Sacramento - Los Angeles,2,America/Los_Angeles,0,-,34.11,-118.41,Yes,Yes,No,No,No,No,1,1610612763,21600528,30,77,0.39,10,31,0.323,32,35,0.914,5,34,39,18,10,6,1,2,16,23,102,-14
2017-01-03,Miami Heat,2016-17,Jan,1,Phoenix Suns,TRUE,Phoenix,FALSE,1979,Miami - Phoenix,1,America/Phoenix,-2,West,33.54,-112.07,Yes,Yes,No,No,No,No,3.6,1610612748,21600527,36,91,0.396,6,23,0.261,12,16,0.75,15,28,43,18,13,8,4,7,23,23,90,-9
2017-01-03,Minnesota Timberwolves,2016-17,Jan,1,Philadelphia 76ers,TRUE,Philadelphia,FALSE,983,Minneapolis - Philadelphia,1,America/New_York,1,East,40.01,-75.13,No,No,No,No,No,No,1.79,1610612750,21600521,33,82,0.402,7,24,0.292,18,20,0.9,9,38,47,20,18,7,6,7,24,21,91,-2
2017-01-03,Philadelphia 76ers,2016-17,Jan,1,Minnesota Timberwolves,FALSE,Philadelphia,TRUE,1570,Denver - Philadelphia,3,America/New_York,2,East,40.01,-75.13,No,No,No,No,No,No,2.85,1610612755,21600521,33,85,0.388,7,32,0.219,20,25,0.8,12,36,48,19,16,10,7,6,21,24,93,2
2017-01-03,Phoenix Suns,2016-17,Jan,1,Miami Heat,FALSE,Phoenix,TRUE,366,Los Angeles - Phoenix,0,America/Phoenix,1,East,33.54,-112.07,Yes,No,Yes,Yes,No,Yes,1,1610612756,21600527,36,77,0.468,9,23,0.391,18,22,0.818,13,36,49,21,18,7,7,4,23,23,99,9
2017-01-03,Sacramento Kings,2016-17,Jan,1,Denver Nuggets,TRUE,Denver,TRUE,892,Sacramento - Denver,2,America/Denver,1,East,39.77,-104.87,Yes,Yes,No,No,No,No,1.62,1610612758,21600526,46,88,0.523,11,29,0.379,17,18,0.944,5,28,33,26,8,7,2,4,13,18,120,7
2017-01-03,San Antonio Spurs,2016-17,Jan,1,Toronto Raptors,FALSE,San Antonio,TRUE,880,Atlanta - San Antonio,1,America/Chicago,-1,West,29.46,-98.51,No,No,No,No,No,No,1.6,1610612759,21600525,43,78,0.551,13,24,0.542,11,15,0.733,6,37,43,32,15,7,15,4,18,17,110,28
2017-01-03,Toronto Raptors,2016-17,Jan,1,San Antonio Spurs,TRUE,San Antonio,FALSE,1210,Los Angeles - San Antonio,1,America/Chicago,2,East,29.46,-98.51,No,No,No,No,No,No,2.2,1610612761,21600525,31,83,0.373,4,18,0.222,16,22,0.727,14,29,43,8,14,8,4,15,17,18,82,-28
2017-01-03,Utah Jazz,2016-17,Jan,1,Boston Celtics,TRUE,Boston,FALSE,190,New York - Boston,0,America/New_York,0,-,42.34,-71.02,Yes,No,Yes,Yes,No,No,1,1610612762,21600522,38,82,0.463,11,26,0.423,17,21,0.81,8,27,35,27,11,7,3,6,17,22,104,-11
2017-01-03,Washington Wizards,2016-17,Jan,1,Dallas Mavericks,TRUE,Dallas,FALSE,224,Houston - Dallas,0,America/Chicago,0,-,32.79,-96.77,Yes,No,Yes,No,No,No,1,1610612764,21600524,41,92,0.446,11,30,0.367,12,14,0.857,5,33,38,27,10,6,7,3,19,21,105,-8
2017-01-04,Atlanta Hawks,2016-17,Jan,1,Orlando Magic,TRUE,Orlando,TRUE,406,Atlanta - Orlando,2,America/New_York,0,-,28.5,-81.37,Yes,Yes,No,No,No,No,1,1610612737,21600530,44,81,0.543,10,19,0.526,13,18,0.722,3,36,39,27,14,12,3,6,12,17,111,19
2017-01-04,Charlotte Hornets,2016-17,Jan,1,Oklahoma City Thunder,FALSE,Charlotte,TRUE,589,Chicago - Charlotte,1,America/New_York,1,East,35.2,-80.83,Yes,Yes,No,No,No,No,1.07,1610612766,21600529,37,80,0.463,9,24,0.375,40,49,0.816,10,33,43,25,11,8,10,3,21,31,123,11
2017-01-04,Chicago Bulls,2016-17,Jan,1,Cleveland Cavaliers,TRUE,Cleveland,TRUE,311,Chicago - Cleveland,1,America/New_York,1,East,41.48,-81.68,No,No,No,No,No,No,1,1610612741,21600532,41,85,0.482,13,30,0.433,11,15,0.733,12,31,43,23,13,8,3,2,18,16,106,12
2017-01-04,Cleveland Cavaliers,2016-17,Jan,1,Chicago Bulls,FALSE,Cleveland,FALSE,0,No Travel,1,America/New_York,0,-,41.48,-81.68,No,No,No,No,No,No,0,1610612739,21600532,34,83,0.41,8,25,0.32,18,24,0.75,16,28,44,13,15,6,2,3,16,18,94,-12
2017-01-04,Golden State Warriors,2016-17,Jan,1,Portland Trail Blazers,FALSE,San Francisco,TRUE,0,No Travel,1,America/Los_Angeles,0,-,37.77,-122.45,No,No,No,No,No,No,0,1610612744,21600534,44,87,0.506,13,36,0.361,24,29,0.828,8,31,39,31,15,14,9,5,20,26,125,8
2017-01-04,Memphis Grizzlies,2016-17,Jan,1,Los Angeles Clippers,TRUE,Los Angeles,FALSE,0,No Travel,0,America/Los_Angeles,0,-,34.11,-118.41,Yes,No,Yes,No,No,No,0,1610612763,21600533,38,88,0.432,11,28,0.393,19,25,0.76,12,31,43,30,9,6,5,5,31,23,106,-9
2017-01-04,Miami Heat,2016-17,Jan,1,Sacramento Kings,TRUE,Sacramento,TRUE,629,Phoenix - Sacramento,0,America/Los_Angeles,-1,West,38.57,-121.47,Yes,No,Yes,Yes,No,Yes,1.14,1610612748,21600535,35,72,0.486,12,28,0.429,25,29,0.862,7,32,39,24,19,8,9,3,20,28,107,5
2017-01-04,Milwaukee Bucks,2016-17,Jan,1,New York Knicks,TRUE,New York,TRUE,740,Milwaukee - New York,1,America/New_York,1,East,40.67,-73.94,No,No,No,No,No,No,1.35,1610612749,21600531,37,78,0.474,9,28,0.321,22,31,0.71,7,35,42,20,13,7,5,3,15,19,105,1
2017-01-04,New York Knicks,2016-17,Jan,1,Milwaukee Bucks,FALSE,New York,FALSE,0,No Travel,1,America/New_York,0,-,40.67,-73.94,No,No,No,No,No,No,0,1610612752,21600531,42,94,0.447,13,28,0.464,7,12,0.583,15,31,46,26,13,9,3,5,19,15,104,-1
2017-01-04,Oklahoma City Thunder,2016-17,Jan,1,Charlotte Hornets,TRUE,Charlotte,FALSE,664,Milwaukee - Charlotte,1,America/New_York,1,East,35.2,-80.83,Yes,Yes,No,No,No,No,1.21,1610612760,21600529,42,96,0.438,9,30,0.3,19,23,0.826,14,37,51,22,14,6,3,10,31,21,112,-11
2017-01-04,Orlando Magic,2016-17,Jan,1,Atlanta Hawks,FALSE,Orlando,FALSE,941,New York - Orlando,1,America/New_York,0,-,28.5,-81.37,No,No,No,Yes,No,No,1.71,1610612753,21600530,37,86,0.43,9,28,0.321,9,10,0.9,10,30,40,19,17,9,6,3,17,12,92,-19
2017-01-04,Portland Trail Blazers,2016-17,Jan,1,Golden State Warriors,TRUE,San Francisco,FALSE,1583,Minneapolis - San Francisco,2,America/Los_Angeles,-2,West,37.77,-122.45,Yes,Yes,No,No,No,No,2.88,1610612757,21600534,40,89,0.449,12,26,0.462,25,28,0.893,11,33,44,23,17,8,5,9,26,20,117,-8
2017-01-04,Sacramento Kings,2016-17,Jan,1,Miami Heat,FALSE,Sacramento,FALSE,892,Denver - Sacramento,0,America/Los_Angeles,-1,West,38.57,-121.47,Yes,No,Yes,No,No,No,1.62,1610612758,21600535,40,78,0.513,8,20,0.4,14,17,0.824,4,22,26,26,17,8,3,9,28,20,102,-5
2017-01-05,Atlanta Hawks,2016-17,Jan,1,New Orleans Pelicans,TRUE,New Orleans,TRUE,527,Orlando - New Orleans,0,America/Chicago,-1,West,30.07,-89.93,Yes,No,Yes,No,No,No,1,1610612737,21600539,38,90,0.422,9,23,0.391,14,17,0.824,12,43,55,23,15,9,6,4,14,18,99,5
2017-01-05,Brooklyn Nets,2016-17,Jan,1,Indiana Pacers,TRUE,Indianapolis,FALSE,647,New York - Indianapolis,2,America/Indiana/Indianapolis,0,-,39.78,-86.15,Yes,Yes,No,No,No,No,1.18,1610612751,21600536,41,90,0.456,17,38,0.447,10,13,0.769,8,37,45,22,13,5,8,9,17,12,109,-12
2017-01-05,Charlotte Hornets,2016-17,Jan,1,Detroit Pistons,TRUE,Detroit,FALSE,511,Charlotte - Detroit,0,America/Detroit,0,-,42.38,-83.1,Yes,No,Yes,Yes,No,No,1,1610612766,21600538,37,91,0.407,10,26,0.385,30,34,0.882,8,41,49,20,5,4,5,6,23,23,114,-1
2017-01-05,Dallas Mavericks,2016-17,Jan,1,Phoenix Suns,FALSE,Dallas,FALSE,0,No Travel,1,America/Chicago,0,-,32.79,-96.77,No,No,No,No,No,No,0,1610612742,21600541,36,79,0.456,9,29,0.31,14,17,0.824,7,24,31,18,11,6,7,3,20,21,95,-7
2017-01-05,Denver Nuggets,2016-17,Jan,1,San Antonio Spurs,FALSE,Denver,FALSE,0,No Travel,1,America/Denver,0,-,39.77,-104.87,No,No,No,Yes,No,No,0,1610612743,21600543,39,86,0.453,7,25,0.28,14,17,0.824,11,27,38,25,13,7,3,8,17,15,99,-28
2017-01-05,Detroit Pistons,2016-17,Jan,1,Charlotte Hornets,FALSE,Detroit,TRUE,0,No Travel,1,America/Detroit,0,-,42.38,-83.1,No,No,No,No,No,No,0,1610612765,21600538,39,97,0.402,10,28,0.357,27,32,0.844,16,40,56,24,7,2,6,5,23,23,115,1
2017-01-05,Houston Rockets,2016-17,Jan,1,Oklahoma City Thunder,FALSE,Houston,TRUE,0,No Travel,2,America/Chicago,0,-,29.77,-95.39,Yes,Yes,No,No,No,No,0,1610612745,21600540,41,86,0.477,15,39,0.385,21,30,0.7,9,34,43,27,10,6,3,9,20,21,118,2
2017-01-05,Indiana Pacers,2016-17,Jan,1,Brooklyn Nets,FALSE,Indianapolis,TRUE,240,Detroit - Indianapolis,1,America/Indiana/Indianapolis,0,-,39.78,-86.15,No,No,No,No,No,No,1,1610612754,21600536,48,93,0.516,10,22,0.455,15,19,0.789,7,37,44,23,6,7,9,8,12,17,121,12
2017-01-05,Los Angeles Lakers,2016-17,Jan,1,Portland Trail Blazers,TRUE,Portland,FALSE,821,Los Angeles - Portland,1,America/Los_Angeles,0,-,45.54,-122.66,Yes,Yes,No,No,No,No,1.49,1610612747,21600542,36,86,0.419,10,31,0.323,27,33,0.818,10,30,40,15,11,7,3,5,25,21,109,-9
2017-01-05,New Orleans Pelicans,2016-17,Jan,1,Atlanta Hawks,FALSE,New Orleans,FALSE,913,Cleveland - New Orleans,2,America/Chicago,-1,West,30.07,-89.93,No,No,No,No,No,No,1.66,1610612740,21600539,34,93,0.366,15,35,0.429,11,14,0.786,15,37,52,19,15,8,4,6,18,14,94,-5
2017-01-05,Oklahoma City Thunder,2016-17,Jan,1,Houston Rockets,TRUE,Houston,FALSE,927,Charlotte - Houston,0,America/Chicago,-1,West,29.77,-95.39,Yes,No,Yes,Yes,No,No,1.69,1610612760,21600540,41,91,0.451,12,30,0.4,22,27,0.815,16,38,54,15,9,6,9,3,21,20,116,-2
2017-01-05,Phoenix Suns,2016-17,Jan,1,Dallas Mavericks,TRUE,Dallas,TRUE,886,Phoenix - Dallas,1,America/Chicago,1,East,32.79,-96.77,No,No,No,Yes,No,No,1.61,1610612756,21600541,38,85,0.447,7,17,0.412,19,22,0.864,18,35,53,15,16,4,3,7,21,20,102,7
2017-01-05,Portland Trail Blazers,2016-17,Jan,1,Los Angeles Lakers,FALSE,Portland,TRUE,537,San Francisco - Portland,0,America/Los_Angeles,0,-,45.54,-122.66,Yes,No,Yes,No,No,No,1,1610612757,21600542,43,81,0.531,12,33,0.364,20,30,0.667,8,39,47,29,13,6,5,3,21,25,118,9
2017-01-05,San Antonio Spurs,2016-17,Jan,1,Denver Nuggets,TRUE,Denver,TRUE,799,San Antonio - Denver,1,America/Denver,-1,West,39.77,-104.87,No,No,No,No,No,No,1.45,1610612759,21600543,51,90,0.567,12,24,0.5,13,17,0.765,7,34,41,34,8,5,8,3,15,17,127,28
2017-01-05,Toronto Raptors,2016-17,Jan,1,Utah Jazz,FALSE,Toronto,TRUE,1439,San Antonio - Toronto,1,America/Toronto,1,East,43.65,-79.38,No,No,No,No,No,No,2.62,1610612761,21600537,36,91,0.396,8,21,0.381,21,28,0.75,21,24,45,14,4,10,6,4,19,22,101,8
2017-01-05,Utah Jazz,2016-17,Jan,1,Toronto Raptors,TRUE,Toronto,FALSE,432,Boston - Toronto,1,America/Toronto,0,-,43.65,-79.38,No,No,No,Yes,No,No,1,1610612762,21600537,34,73,0.466,7,20,0.35,18,21,0.857,12,34,46,16,19,2,4,6,22,19,93,-8
2017-01-06,Boston Celtics,2016-17,Jan,1,Philadelphia 76ers,FALSE,Boston,TRUE,0,No Travel,2,America/New_York,0,-,42.34,-71.02,Yes,Yes,No,No,No,No,0,1610612738,21600546,35,87,0.402,19,40,0.475,21,25,0.84,12,30,42,28,18,6,11,11,22,23,110,4
2017-01-06,Brooklyn Nets,2016-17,Jan,1,Cleveland Cavaliers,FALSE,New York,FALSE,647,Indianapolis - New York,0,America/New_York,0,-,40.67,-73.94,Yes,No,Yes,No,No,No,1.18,1610612751,21600547,41,91,0.451,9,30,0.3,17,19,0.895,10,42,52,21,19,6,1,3,34,16,108,-8
2017-01-06,Cleveland Cavaliers,2016-17,Jan,1,Brooklyn Nets,TRUE,New York,TRUE,407,Cleveland - New York,1,America/New_York,0,-,40.67,-73.94,No,No,No,No,No,No,1,1610612739,21600547,38,88,0.432,9,33,0.273,31,43,0.721,5,41,46,19,12,14,3,1,16,34,116,8
2017-01-06,Golden State Warriors,2016-17,Jan,1,Memphis Grizzlies,FALSE,San Francisco,FALSE,0,No Travel,1,America/Los_Angeles,0,-,37.77,-122.45,No,No,No,No,No,No,0,1610612744,21600550,41,83,0.494,8,30,0.267,29,39,0.744,7,37,44,23,16,7,5,0,21,28,119,-9
2017-01-06,Houston Rockets,2016-17,Jan,1,Orlando Magic,TRUE,Orlando,TRUE,851,Houston - Orlando,0,America/New_York,1,East,28.5,-81.37,Yes,No,Yes,No,No,No,1.55,1610612745,21600545,39,86,0.453,15,49,0.306,7,12,0.583,12,33,45,26,16,12,1,2,15,14,100,7
2017-01-06,Los Angeles Lakers,2016-17,Jan,1,Miami Heat,FALSE,Los Angeles,TRUE,821,Portland - Los Angeles,0,America/Los_Angeles,0,-,34.11,-118.41,Yes,No,Yes,Yes,No,No,1.49,1610612747,21600549,48,96,0.5,10,28,0.357,21,29,0.724,18,44,62,22,13,6,2,7,22,23,127,27
2017-01-06,Memphis Grizzlies,2016-17,Jan,1,Golden State Warriors,TRUE,San Francisco,TRUE,339,Los Angeles - San Francisco,1,America/Los_Angeles,0,-,37.77,-122.45,No,No,No,Yes,No,No,1,1610612763,21600550,50,103,0.485,13,33,0.394,15,19,0.789,14,33,47,29,12,13,0,5,28,21,128,9
2017-01-06,Miami Heat,2016-17,Jan,1,Los Angeles Lakers,TRUE,Los Angeles,FALSE,352,Sacramento - Los Angeles,1,America/Los_Angeles,0,-,34.11,-118.41,No,No,No,Yes,No,No,1,1610612748,21600549,38,92,0.413,8,32,0.25,16,27,0.593,11,30,41,17,10,5,7,2,23,22,100,-27
2017-01-06,Milwaukee Bucks,2016-17,Jan,1,New York Knicks,FALSE,Milwaukee,FALSE,740,New York - Milwaukee,1,America/Chicago,-1,West,43.06,-87.97,No,No,No,No,No,No,1.35,1610612749,21600548,39,78,0.5,12,22,0.545,21,28,0.75,6,29,35,24,15,9,11,6,19,21,111,-5
2017-01-06,Minnesota Timberwolves,2016-17,Jan,1,Washington Wizards,TRUE,Washington,FALSE,126,Philadelphia - Washington,2,America/New_York,0,-,38.91,-77.02,Yes,Yes,No,No,No,No,1,1610612750,21600544,42,88,0.477,7,18,0.389,14,17,0.824,12,26,38,22,10,6,2,7,15,18,105,-7
2017-01-06,New York Knicks,2016-17,Jan,1,Milwaukee Bucks,TRUE,Milwaukee,TRUE,740,New York - Milwaukee,1,America/Chicago,-1,West,43.06,-87.97,Yes,Yes,No,No,No,No,1.35,1610612752,21600548,41,83,0.494,13,23,0.565,21,27,0.778,11,29,40,29,16,5,6,11,21,19,116,5
2017-01-06,Orlando Magic,2016-17,Jan,1,Houston Rockets,FALSE,Orlando,FALSE,0,No Travel,1,America/New_York,0,-,28.5,-81.37,No,No,No,No,No,No,0,1610612753,21600545,38,91,0.418,8,23,0.348,9,13,0.692,19,30,49,18,15,8,2,1,14,15,93,-7
2017-01-06,Philadelphia 76ers,2016-17,Jan,1,Boston Celtics,TRUE,Boston,FALSE,268,Philadelphia - Boston,2,America/New_York,0,-,42.34,-71.02,No,No,No,No,No,No,1,1610612755,21600546,37,79,0.468,9,28,0.321,23,26,0.885,4,37,41,30,15,9,11,11,23,22,106,-4
2017-01-06,Sacramento Kings,2016-17,Jan,1,Los Angeles Clippers,FALSE,Sacramento,FALSE,0,No Travel,1,America/Los_Angeles,0,-,38.57,-121.47,No,No,No,Yes,No,No,0,1610612758,21600551,36,87,0.414,9,30,0.3,17,22,0.773,12,38,50,23,7,4,3,5,18,13,98,-8
2017-01-06,Washington Wizards,2016-17,Jan,1,Minnesota Timberwolves,FALSE,Washington,TRUE,1182,Dallas - Washington,2,America/New_York,1,East,38.91,-77.02,No,No,No,No,No,No,2.15,1610612764,21600544,46,79,0.582,12,22,0.545,8,9,0.889,5,28,33,31,13,3,7,2,18,15,112,7
2017-01-07,Atlanta Hawks,2016-17,Jan,1,Dallas Mavericks,TRUE,Dallas,TRUE,445,New Orleans - Dallas,1,America/Chicago,0,-,32.79,-96.77,No,No,No,Yes,No,No,1,1610612737,21600557,30,74,0.405,11,22,0.5,26,32,0.813,6,41,47,19,10,8,1,3,15,25,97,15
2017-01-07,Boston Celtics,2016-17,Jan,1,New Orleans Pelicans,FALSE,Boston,TRUE,0,No Travel,0,America/New_York,0,-,42.34,-71.02,Yes,No,Yes,No,No,No,0,1610612738,21600553,40,93,0.43,18,36,0.5,19,21,0.905,15,32,47,26,10,6,5,7,22,20,117,9
2017-01-07,Charlotte Hornets,2016-17,Jan,1,San Antonio Spurs,TRUE,San Antonio,FALSE,1238,Detroit - San Antonio,1,America/Chicago,-1,West,29.46,-98.51,No,No,No,Yes,No,No,2.25,1610612766,21600558,30,75,0.4,4,21,0.19,21,25,0.84,8,40,48,18,16,5,4,8,14,21,85,-17
2017-01-07,Chicago Bulls,2016-17,Jan,1,Toronto Raptors,FALSE,Chicago,TRUE,311,Cleveland - Chicago,2,America/Chicago,-1,West,41.84,-87.68,No,No,No,No,No,No,1,1610612741,21600554,38,97,0.392,11,28,0.393,36,39,0.923,17,43,60,25,14,5,2,5,27,22,123,5
2017-01-07,Dallas Mavericks,2016-17,Jan,1,Atlanta Hawks,FALSE,Dallas,FALSE,0,No Travel,1,America/Chicago,0,-,32.79,-96.77,No,No,No,No,No,No,0,1610612742,21600557,32,82,0.39,9,36,0.25,9,10,0.9,6,35,41,18,14,7,3,1,25,15,82,-15
2017-01-07,Denver Nuggets,2016-17,Jan,1,Oklahoma City Thunder,TRUE,Oklahoma City,FALSE,500,Denver - Oklahoma City,1,America/Chicago,1,East,35.47,-97.51,No,No,No,No,No,No,1,1610612743,21600555,40,99,0.404,9,24,0.375,17,24,0.708,15,38,53,18,12,7,4,11,23,20,106,-15
2017-01-07,Indiana Pacers,2016-17,Jan,1,New York Knicks,FALSE,Indianapolis,TRUE,0,No Travel,1,America/Indiana/Indianapolis,0,-,39.78,-86.15,No,No,No,No,No,No,0,1610612754,21600552,43,86,0.5,11,24,0.458,26,28,0.929,12,41,53,25,20,11,0,7,23,24,123,14
2017-01-07,Minnesota Timberwolves,2016-17,Jan,1,Utah Jazz,FALSE,Minneapolis,FALSE,932,Washington - Minneapolis,0,America/Chicago,-1,West,44.96,-93.27,Yes,No,Yes,No,No,No,1.69,1610612750,21600556,35,80,0.438,7,20,0.35,15,21,0.714,14,34,48,23,16,3,3,6,21,19,92,-2
2017-01-07,New Orleans Pelicans,2016-17,Jan,1,Boston Celtics,TRUE,Boston,FALSE,1348,New Orleans - Boston,1,America/New_York,1,East,42.34,-71.02,No,No,No,No,No,No,2.45,1610612740,21600553,40,85,0.471,10,31,0.323,18,23,0.783,9,33,42,22,12,7,7,5,20,22,108,-9
