Date,Team,Season,Month,Week,Opponent,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,team_id,game_id,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,score_diff
2016-11-14,Oklahoma City Thunder,2016-17,Nov,46,Detroit Pistons,TRUE,Detroit,FALSE,908,Oklahoma City - Detroit,0,America/Detroit,1,East,42.38,-83.1,Yes,No,Yes,Yes,No,No,1.65,1610612760,21600147,33,88,0.375,5,27,0.185,17,22,0.773,13,38,51,16,15,3,6,9,21,14,88,-16
2016-11-14,Orlando Magic,2016-17,Nov,46,Indiana Pacers,TRUE,Indianapolis,FALSE,689,Oklahoma City - Indianapolis,0,America/Indiana/Indianapolis,1,East,39.78,-86.15,Yes,No,Yes,Yes,No,No,1.25,1610612753,21600145,27,84,0.321,5,25,0.2,10,13,0.769,9,43,52,12,16,3,5,9,17,14,69,-19
2016-11-14,Philadelphia 76ers,2016-17,Nov,46,Houston Rockets,TRUE,Houston,FALSE,701,Atlanta - Houston,1,America/Chicago,-1,West,29.77,-95.39,No,No,No,Yes,No,No,1.27,1610612755,21600149,34,90,0.378,5,22,0.227,15,17,0.882,10,29,39,18,13,10,7,10,17,19,88,-27
2016-11-14,San Antonio Spurs,2016-17,Nov,46,Miami Heat,FALSE,San Antonio,TRUE,189,Houston - San Antonio,1,America/Chicago,0,-,29.46,-98.51,No,No,No,Yes,No,No,1,1610612759,21600150,33,82,0.402,8,15,0.533,20,27,0.741,14,38,52,24,17,4,7,8,15,23,94,4
2016-11-14,Utah Jazz,2016-17,Nov,46,Memphis Grizzlies,FALSE,Salt Lake City,FALSE,2089,Miami - Salt Lake City,1,America/Denver,-2,West,40.78,-111.93,No,No,No,Yes,No,No,3.8,1610612762,21600151,35,73,0.479,8,28,0.286,18,22,0.818,6,23,29,17,9,8,1,2,27,26,96,-6
2016-11-15,Atlanta Hawks,2016-17,Nov,46,Miami Heat,TRUE,Miami,TRUE,607,Atlanta - Miami,2,America/New_York,0,-,25.78,-80.21,Yes,Yes,No,No,No,No,1.1,1610612737,21600154,37,80,0.463,6,17,0.353,13,19,0.684,6,29,35,18,21,14,4,7,13,23,93,3
2016-11-15,Brooklyn Nets,2016-17,Nov,46,Los Angeles Lakers,TRUE,Los Angeles,FALSE,0,No Travel,0,America/Los_Angeles,0,-,34.11,-118.41,Yes,No,Yes,Yes,No,No,0,1610612751,21600157,45,99,0.455,12,41,0.293,16,20,0.8,9,38,47,23,14,8,6,2,27,17,118,-7
2016-11-15,Charlotte Hornets,2016-17,Nov,46,Minnesota Timberwolves,TRUE,Minneapolis,TRUE,631,Cleveland - Minneapolis,1,America/Chicago,-1,West,44.96,-93.27,No,No,No,No,No,No,1.15,1610612766,21600155,43,80,0.538,11,24,0.458,18,22,0.818,4,33,37,25,13,10,6,5,17,19,115,7
2016-11-15,Chicago Bulls,2016-17,Nov,46,Portland Trail Blazers,TRUE,Portland,TRUE,1753,Chicago - Portland,2,America/Los_Angeles,-2,West,45.54,-122.66,No,No,No,No,No,No,3.19,1610612741,21600156,41,98,0.418,7,20,0.35,24,28,0.857,19,48,67,16,10,7,4,4,19,18,113,25
2016-11-15,Cleveland Cavaliers,2016-17,Nov,46,Toronto Raptors,FALSE,Cleveland,TRUE,0,No Travel,1,America/New_York,0,-,41.48,-81.68,Yes,Yes,No,No,No,No,0,1610612739,21600153,44,83,0.53,13,33,0.394,20,28,0.714,10,36,46,26,17,4,7,5,18,25,121,4
2016-11-15,Los Angeles Lakers,2016-17,Nov,46,Brooklyn Nets,FALSE,Los Angeles,TRUE,1527,Minneapolis - Los Angeles,1,America/Los_Angeles,-2,West,34.11,-118.41,No,No,No,Yes,No,No,2.78,1610612747,21600157,41,92,0.446,9,28,0.321,34,43,0.791,14,41,55,24,12,9,2,6,17,27,125,7
2016-11-15,Miami Heat,2016-17,Nov,46,Atlanta Hawks,FALSE,Miami,FALSE,1148,San Antonio - Miami,0,America/New_York,1,East,25.78,-80.21,Yes,No,Yes,Yes,No,No,2.09,1610612748,21600154,36,89,0.404,7,23,0.304,11,14,0.786,17,31,48,13,23,11,7,4,23,13,90,-3
2016-11-15,Minnesota Timberwolves,2016-17,Nov,46,Charlotte Hornets,FALSE,Minneapolis,FALSE,0,No Travel,1,America/Chicago,0,-,44.96,-93.27,No,No,No,Yes,No,No,0,1610612750,21600155,38,89,0.427,15,35,0.429,17,21,0.81,14,29,43,25,18,4,5,6,19,17,108,-7
2016-11-15,Portland Trail Blazers,2016-17,Nov,46,Chicago Bulls,FALSE,Portland,FALSE,0,No Travel,1,America/Los_Angeles,0,-,45.54,-122.66,No,No,No,No,No,No,0,1610612757,21600156,34,95,0.358,9,34,0.265,11,18,0.611,15,34,49,17,11,8,4,4,18,19,88,-25
2016-11-15,Toronto Raptors,2016-17,Nov,46,Cleveland Cavaliers,TRUE,Cleveland,FALSE,190,Toronto - Cleveland,2,America/New_York,0,-,41.48,-81.68,Yes,Yes,No,No,No,No,1,1610612761,21600153,46,96,0.479,13,29,0.448,12,18,0.667,12,28,40,24,8,11,5,7,25,18,117,-4
2016-11-16,Atlanta Hawks,2016-17,Nov,46,Milwaukee Bucks,FALSE,Atlanta,TRUE,607,Miami - Atlanta,0,America/New_York,0,-,33.76,-84.42,Yes,No,Yes,No,No,No,1.1,1610612737,21600163,35,72,0.486,10,32,0.313,27,31,0.871,3,36,39,29,16,6,8,2,17,25,107,7
2016-11-16,Boston Celtics,2016-17,Nov,46,Dallas Mavericks,FALSE,Boston,TRUE,1348,New Orleans - Boston,1,America/New_York,1,East,42.34,-71.02,No,No,No,No,No,No,2.45,1610612738,21600161,33,76,0.434,7,21,0.333,17,23,0.739,13,40,53,18,19,6,3,3,17,19,90,7
2016-11-16,Cleveland Cavaliers,2016-17,Nov,46,Indiana Pacers,TRUE,Indianapolis,FALSE,262,Cleveland - Indianapolis,0,America/Indiana/Indianapolis,0,-,39.78,-86.15,Yes,No,Yes,Yes,No,No,1,1610612739,21600160,35,86,0.407,11,30,0.367,12,20,0.6,11,40,51,19,18,3,5,12,16,16,93,-10
2016-11-16,Dallas Mavericks,2016-17,Nov,46,Boston Celtics,TRUE,Boston,FALSE,190,New York - Boston,1,America/New_York,0,-,42.34,-71.02,No,No,No,No,No,No,1,1610612742,21600161,34,83,0.41,8,23,0.348,7,10,0.7,5,27,32,16,9,9,3,3,19,17,83,-7
2016-11-16,Denver Nuggets,2016-17,Nov,46,Phoenix Suns,FALSE,Denver,TRUE,986,Portland - Denver,2,America/Denver,1,East,39.77,-104.87,No,No,No,No,No,No,1.79,1610612743,21600166,45,93,0.484,8,17,0.471,22,24,0.917,14,35,49,23,14,8,4,4,24,29,120,16
2016-11-16,Detroit Pistons,2016-17,Nov,46,New York Knicks,TRUE,New York,FALSE,488,Detroit - New York,1,America/New_York,0,-,40.67,-73.94,No,No,No,No,No,No,1,1610612765,21600162,42,85,0.494,8,23,0.348,10,12,0.833,8,32,40,19,11,6,1,9,14,11,102,-3
2016-11-16,Golden State Warriors,2016-17,Nov,46,Toronto Raptors,TRUE,Toronto,TRUE,2267,San Francisco - Toronto,2,America/Toronto,3,East,43.65,-79.38,No,No,No,No,No,No,4.12,1610612744,21600165,44,87,0.506,13,36,0.361,26,28,0.929,7,28,35,33,12,9,7,1,25,22,127,6
2016-11-16,Houston Rockets,2016-17,Nov,46,Oklahoma City Thunder,TRUE,Oklahoma City,FALSE,413,Houston - Oklahoma City,1,America/Chicago,0,-,35.47,-97.51,Yes,Yes,No,No,No,No,1,1610612745,21600164,40,92,0.435,14,40,0.35,9,14,0.643,12,35,47,25,16,10,4,7,10,15,103,-2
2016-11-16,Indiana Pacers,2016-17,Nov,46,Cleveland Cavaliers,FALSE,Indianapolis,TRUE,0,No Travel,1,America/Indiana/Indianapolis,0,-,39.78,-86.15,No,No,No,No,No,No,0,1610612754,21600160,43,86,0.5,10,28,0.357,7,11,0.636,5,35,40,22,10,8,12,5,16,16,103,10
2016-11-16,Memphis Grizzlies,2016-17,Nov,46,Los Angeles Clippers,TRUE,Los Angeles,TRUE,582,Salt Lake City - Los Angeles,1,America/Los_Angeles,-1,West,34.11,-118.41,No,No,No,No,No,No,1.06,1610612763,21600167,40,82,0.488,15,26,0.577,16,19,0.842,9,34,43,24,17,6,2,7,22,19,111,4
2016-11-16,Milwaukee Bucks,2016-17,Nov,46,Atlanta Hawks,TRUE,Atlanta,FALSE,671,Milwaukee - Atlanta,3,America/New_York,1,East,33.76,-84.42,Yes,Yes,No,No,No,No,1.22,1610612749,21600163,39,98,0.398,8,32,0.25,14,18,0.778,15,32,47,25,15,9,2,8,25,17,100,-7
2016-11-16,New Orleans Pelicans,2016-17,Nov,46,Orlando Magic,TRUE,Orlando,FALSE,527,New Orleans - Orlando,1,America/New_York,1,East,28.5,-81.37,No,No,No,No,No,No,1,1610612740,21600159,30,82,0.366,7,21,0.333,15,19,0.789,9,39,48,19,18,5,9,7,16,15,82,-7
2016-11-16,New York Knicks,2016-17,Nov,46,Detroit Pistons,FALSE,New York,TRUE,0,No Travel,1,America/New_York,0,-,40.67,-73.94,Yes,Yes,No,No,No,No,0,1610612752,21600162,42,93,0.452,9,25,0.36,12,19,0.632,19,33,52,24,9,8,9,1,11,14,105,3
2016-11-16,Oklahoma City Thunder,2016-17,Nov,46,Houston Rockets,FALSE,Oklahoma City,TRUE,908,Detroit - Oklahoma City,1,America/Chicago,-1,West,35.47,-97.51,No,No,No,Yes,No,No,1.65,1610612760,21600164,40,84,0.476,12,25,0.48,13,14,0.929,5,39,44,25,16,7,7,4,15,10,105,2
2016-11-16,Orlando Magic,2016-17,Nov,46,New Orleans Pelicans,FALSE,Orlando,TRUE,826,Indianapolis - Orlando,1,America/New_York,0,-,28.5,-81.37,No,No,No,Yes,No,No,1.5,1610612753,21600159,34,88,0.386,10,27,0.37,11,19,0.579,13,37,50,17,12,7,7,9,15,16,89,7
2016-11-16,Philadelphia 76ers,2016-17,Nov,46,Washington Wizards,FALSE,Philadelphia,TRUE,1344,Houston - Philadelphia,1,America/New_York,1,East,40.01,-75.13,Yes,Yes,No,No,No,No,2.44,1610612755,21600158,42,77,0.545,10,28,0.357,15,22,0.682,5,36,41,30,17,6,1,1,26,26,109,7
2016-11-16,Phoenix Suns,2016-17,Nov,46,Denver Nuggets,TRUE,Denver,FALSE,956,San Francisco - Denver,2,America/Denver,1,East,39.77,-104.87,No,No,No,No,No,No,1.74,1610612756,21600166,39,79,0.494,8,20,0.4,18,29,0.621,7,28,35,14,16,8,4,4,29,24,104,-16
2016-11-16,Sacramento Kings,2016-17,Nov,46,San Antonio Spurs,FALSE,Sacramento,FALSE,486,Portland - Sacramento,4,America/Los_Angeles,0,-,38.57,-121.47,No,No,No,No,No,No,1,1610612758,21600168,36,76,0.474,9,20,0.45,24,31,0.774,10,36,46,21,17,5,3,7,17,21,105,-5
2016-11-16,San Antonio Spurs,2016-17,Nov,46,Sacramento Kings,TRUE,Sacramento,TRUE,1453,San Antonio - Sacramento,1,America/Los_Angeles,-2,West,38.57,-121.47,No,No,No,No,No,No,2.64,1610612759,21600168,43,88,0.489,11,30,0.367,13,17,0.765,9,28,37,29,11,11,7,3,21,17,110,5
2016-11-16,Toronto Raptors,2016-17,Nov,46,Golden State Warriors,FALSE,Toronto,FALSE,190,Cleveland - Toronto,0,America/Toronto,0,-,43.65,-79.38,Yes,No,Yes,No,No,No,1,1610612761,21600165,37,82,0.451,10,25,0.4,37,41,0.902,13,33,46,16,15,8,1,7,22,25,121,-6
2016-11-16,Washington Wizards,2016-17,Nov,46,Philadelphia 76ers,TRUE,Philadelphia,FALSE,126,Washington - Philadelphia,3,America/New_York,0,-,40.01,-75.13,Yes,Yes,No,No,No,No,1,1610612764,21600158,38,91,0.418,8,23,0.348,18,25,0.72,11,29,40,18,11,8,1,1,26,26,102,-7
2016-11-17,Chicago Bulls,2016-17,Nov,46,Utah Jazz,TRUE,Salt Lake City,TRUE,632,Portland - Salt Lake City,1,America/Denver,1,East,40.78,-111.93,No,No,No,No,No,No,1.15,1610612741,21600173,33,90,0.367,5,17,0.294,14,16,0.875,14,32,46,8,8,7,6,3,16,14,85,8
2016-11-17,Houston Rockets,2016-17,Nov,46,Portland Trail Blazers,FALSE,Houston,TRUE,413,Oklahoma City - Houston,0,America/Chicago,0,-,29.77,-95.39,Yes,No,Yes,Yes,No,No,1,1610612745,21600171,46,95,0.484,14,32,0.438,20,25,0.8,17,37,54,26,13,6,6,4,17,19,126,17
2016-11-17,Miami Heat,2016-17,Nov,46,Milwaukee Bucks,FALSE,Miami,TRUE,0,No Travel,1,America/New_York,0,-,25.78,-80.21,No,No,No,Yes,No,No,0,1610612748,21600170,39,97,0.402,7,30,0.233,11,21,0.524,17,42,59,19,8,5,8,8,18,20,96,23
2016-11-17,Milwaukee Bucks,2016-17,Nov,46,Miami Heat,TRUE,Miami,FALSE,607,Atlanta - Miami,0,America/New_York,0,-,25.78,-80.21,Yes,No,Yes,No,No,No,1.1,1610612749,21600170,28,85,0.329,7,23,0.304,10,13,0.769,12,36,48,20,15,4,8,8,20,18,73,-23
2016-11-17,Minnesota Timberwolves,2016-17,Nov,46,Philadelphia 76ers,FALSE,Minneapolis,TRUE,0,No Travel,1,America/Chicago,0,-,44.96,-93.27,No,No,No,No,No,No,0,1610612750,21600172,43,84,0.512,6,25,0.24,18,20,0.9,14,34,48,18,13,7,8,2,19,17,110,24
2016-11-17,New York Knicks,2016-17,Nov,46,Washington Wizards,TRUE,Washington,FALSE,204,New York - Washington,0,America/New_York,0,-,38.91,-77.02,Yes,No,Yes,Yes,No,Yes,1,1610612752,21600169,41,86,0.477,12,29,0.414,18,20,0.9,10,26,36,23,16,9,1,2,20,21,112,-7
2016-11-17,Philadelphia 76ers,2016-17,Nov,46,Minnesota Timberwolves,TRUE,Minneapolis,FALSE,983,Philadelphia - Minneapolis,0,America/Chicago,-1,West,44.96,-93.27,Yes,No,Yes,Yes,No,Yes,1.79,1610612755,21600172,31,83,0.373,9,32,0.281,15,19,0.789,13,27,40,15,17,9,2,8,17,19,86,-24
2016-11-17,Portland Trail Blazers,2016-17,Nov,46,Houston Rockets,TRUE,Houston,FALSE,1833,Portland - Houston,1,America/Chicago,2,East,29.77,-95.39,Yes,Yes,No,No,No,No,3.33,1610612757,21600171,41,90,0.456,10,28,0.357,17,21,0.81,10,31,41,24,13,6,4,6,19,17,109,-17
2016-11-17,Utah Jazz,2016-17,Nov,46,Chicago Bulls,FALSE,Salt Lake City,FALSE,0,No Travel,2,America/Denver,0,-,40.78,-111.93,No,No,No,No,No,No,0,1610612762,21600173,30,78,0.385,5,25,0.2,12,14,0.857,10,38,48,11,13,4,3,6,14,16,77,-8
2016-11-17,Washington Wizards,2016-17,Nov,46,New York Knicks,FALSE,Washington,TRUE,126,Philadelphia - Washington,0,America/New_York,0,-,38.91,-77.02,Yes,No,Yes,No,No,No,1,1610612764,21600169,44,81,0.543,15,25,0.6,16,18,0.889,7,30,37,26,16,7,2,1,21,20,119,7
2016-11-18,Atlanta Hawks,2016-17,Nov,47,Charlotte Hornets,TRUE,Charlotte,FALSE,227,Atlanta - Charlotte,1,America/New_York,0,-,35.2,-80.83,No,No,No,Yes,No,No,1,1610612737,21600174,39,84,0.464,7,28,0.25,11,17,0.647,8,41,49,25,17,9,6,4,18,16,96,-4
2016-11-18,Boston Celtics,2016-17,Nov,47,Golden State Warriors,FALSE,Boston,FALSE,0,No Travel,1,America/New_York,0,-,42.34,-71.02,Yes,Yes,No,No,No,No,0,1610612738,21600179,31,83,0.373,11,32,0.344,15,19,0.789,7,36,43,19,13,6,3,7,12,20,88,-16
2016-11-18,Brooklyn Nets,2016-17,Nov,47,Oklahoma City Thunder,TRUE,Oklahoma City,FALSE,1188,Los Angeles - Oklahoma City,2,America/Chicago,2,East,35.47,-97.51,No,No,No,No,No,No,2.16,1610612751,21600178,35,83,0.422,11,29,0.379,24,30,0.8,7,23,30,19,16,6,2,5,19,24,105,-19
2016-11-18,Charlotte Hornets,2016-17,Nov,47,Atlanta Hawks,FALSE,Charlotte,TRUE,940,Minneapolis - Charlotte,2,America/New_York,1,East,35.2,-80.83,Yes,Yes,No,No,No,No,1.71,1610612766,21600174,37,90,0.411,10,29,0.345,16,24,0.667,8,36,44,25,11,11,4,6,16,18,100,4
2016-11-18,Cleveland Cavaliers,2016-17,Nov,47,Detroit Pistons,FALSE,Cleveland,TRUE,262,Indianapolis - Cleveland,1,America/New_York,0,-,41.48,-81.68,No,No,No,Yes,No,No,1,1610612739,21600175,40,83,0.482,11,25,0.44,13,14,0.929,5,47,52,26,13,4,8,4,14,15,104,23
2016-11-18,Dallas Mavericks,2016-17,Nov,47,Memphis Grizzlies,FALSE,Dallas,FALSE,1550,Boston - Dallas,1,America/Chicago,-1,West,32.79,-96.77,Yes,Yes,No,No,No,No,2.82,1610612742,21600180,21,73,0.288,5,25,0.2,17,22,0.773,10,35,45,9,17,3,7,3,14,25,64,-16
2016-11-18,Denver Nuggets,2016-17,Nov,47,Toronto Raptors,FALSE,Denver,FALSE,0,No Travel,1,America/Denver,0,-,39.77,-104.87,No,No,No,No,No,No,0,1610612743,21600181,39,83,0.47,4,25,0.16,29,39,0.744,9,50,59,29,19,7,4,2,26,25,111,-2
2016-11-18,Detroit Pistons,2016-17,Nov,47,Cleveland Cavaliers,TRUE,Cleveland,FALSE,407,New York - Cleveland,1,America/New_York,0,-,41.48,-81.68,Yes,Yes,No,No,No,No,1,1610612765,21600175,29,93,0.312,6,19,0.316,17,20,0.85,11,33,44,23,7,5,4,8,15,14,81,-23
2016-11-18,Golden State Warriors,2016-17,Nov,47,Boston Celtics,TRUE,Boston,TRUE,432,Toronto - Boston,1,America/New_York,0,-,42.34,-71.02,Yes,Yes,No,No,No,No,1,1610612744,21600179,44,90,0.489,9,28,0.321,7,12,0.583,9,41,50,33,11,10,7,3,20,12,104,16
2016-11-18,Indiana Pacers,2016-17,Nov,47,Phoenix Suns,FALSE,Indianapolis,FALSE,0,No Travel,1,America/Indiana/Indianapolis,0,-,39.78,-86.15,No,No,No,No,No,No,0,1610612754,21600176,36,76,0.474,1,7,0.143,23,29,0.793,10,25,35,18,18,5,8,7,19,28,96,-20
2016-11-18,Los Angeles Lakers,2016-17,Nov,47,San Antonio Spurs,FALSE,Los Angeles,FALSE,0,No Travel,2,America/Los_Angeles,0,-,34.11,-118.41,No,No,No,No,No,No,0,1610612747,21600182,39,87,0.448,12,25,0.48,17,21,0.81,15,30,45,24,14,6,1,6,21,18,107,-9
2016-11-18,Memphis Grizzlies,2016-17,Nov,47,Dallas Mavericks,TRUE,Dallas,TRUE,1249,Los Angeles - Dallas,1,America/Chicago,2,East,32.79,-96.77,Yes,Yes,No,No,No,No,2.27,1610612763,21600180,31,77,0.403,9,25,0.36,9,12,0.75,7,41,48,16,13,7,3,7,25,14,80,16
2016-11-18,New Orleans Pelicans,2016-17,Nov,47,Portland Trail Blazers,FALSE,New Orleans,TRUE,527,Orlando - New Orleans,1,America/Chicago,-1,West,30.07,-89.93,Yes,Yes,No,No,No,No,1,1610612740,21600177,45,82,0.549,9,24,0.375,14,20,0.7,1,36,37,31,9,9,12,1,21,21,113,12
2016-11-18,Oklahoma City Thunder,2016-17,Nov,47,Brooklyn Nets,FALSE,Oklahoma City,TRUE,0,No Travel,1,America/Chicago,0,-,35.47,-97.51,No,No,No,No,No,No,0,1610612760,21600178,49,89,0.551,7,26,0.269,19,24,0.792,10,36,46,23,16,9,5,2,24,19,124,19
2016-11-18,Phoenix Suns,2016-17,Nov,47,Indiana Pacers,TRUE,Indianapolis,TRUE,993,Denver - Indianapolis,1,America/Indiana/Indianapolis,2,East,39.78,-86.15,Yes,Yes,No,No,No,No,1.81,1610612756,21600176,46,97,0.474,9,26,0.346,15,18,0.833,18,28,46,21,12,14,7,8,28,19,116,20
2016-11-18,Portland Trail Blazers,2016-17,Nov,47,New Orleans Pelicans,TRUE,New Orleans,FALSE,328,Houston - New Orleans,0,America/Chicago,0,-,30.07,-89.93,Yes,No,Yes,Yes,No,No,1,1610612757,21600177,33,88,0.375,12,34,0.353,23,26,0.885,13,35,48,19,14,2,1,12,21,21,101,-12
2016-11-18,Sacramento Kings,2016-17,Nov,47,Los Angeles Clippers,FALSE,Sacramento,FALSE,0,No Travel,1,America/Los_Angeles,0,-,38.57,-121.47,No,No,No,No,No,No,0,1610612758,21600183,38,86,0.442,10,26,0.385,29,35,0.829,9,28,37,21,15,7,4,6,24,24,115,-6
2016-11-18,San Antonio Spurs,2016-17,Nov,47,Los Angeles Lakers,TRUE,Los Angeles,TRUE,352,Sacramento - Los Angeles,1,America/Los_Angeles,0,-,34.11,-118.41,No,No,No,No,No,No,1,1610612759,21600182,44,78,0.564,10,24,0.417,18,19,0.947,3,31,34,30,12,8,6,1,18,21,116,9
2016-11-18,Toronto Raptors,2016-17,Nov,47,Denver Nuggets,TRUE,Denver,TRUE,1337,Toronto - Denver,1,America/Denver,-2,West,39.77,-104.87,No,No,No,Yes,No,No,2.43,1610612761,21600181,43,94,0.457,8,23,0.348,19,31,0.613,6,38,44,23,11,8,2,4,25,26,113,2
2016-11-19,Boston Celtics,2016-17,Nov,47,Detroit Pistons,TRUE,Detroit,TRUE,617,Boston - Detroit,0,America/Detroit,0,-,42.38,-83.1,Yes,No,Yes,Yes,No,No,1.12,1610612738,21600188,33,82,0.402,12,31,0.387,16,17,0.941,9,37,46,22,8,3,7,4,13,13,94,2
2016-11-19,Charlotte Hornets,2016-17,Nov,47,New Orleans Pelicans,TRUE,New Orleans,FALSE,637,Charlotte - New Orleans,0,America/Chicago,-1,West,30.07,-89.93,Yes,No,Yes,No,No,No,1.16,1610612766,21600185,40,97,0.412,15,43,0.349,21,28,0.75,8,44,52,29,15,7,5,6,21,23,116,-5
2016-11-19,Chicago Bulls,2016-17,Nov,47,Los Angeles Clippers,TRUE,Los Angeles,FALSE,582,Salt Lake City - Los Angeles,1,America/Los_Angeles,-1,West,34.11,-118.41,Yes,Yes,No,No,No,No,1.06,1610612741,21600192,33,77,0.429,9,30,0.3,20,24,0.833,15,26,41,17,14,7,4,2,20,20,95,-7
2016-11-19,Dallas Mavericks,2016-17,Nov,47,Orlando Magic,TRUE,Orlando,FALSE,962,Dallas - Orlando,0,America/New_York,1,East,28.5,-81.37,Yes,No,Yes,Yes,No,No,1.75,1610612742,21600187,26,77,0.338,13,28,0.464,22,27,0.815,5,29,34,13,14,8,5,8,16,21,87,-8
2016-11-19,Detroit Pistons,2016-17,Nov,47,Boston Celtics,FALSE,Detroit,FALSE,96,Cleveland - Detroit,0,America/Detroit,0,-,42.38,-83.1,Yes,No,Yes,Yes,No,No,1,1610612765,21600188,37,86,0.43,7,20,0.35,11,16,0.688,11,39,50,22,7,5,4,7,13,13,92,-2
2016-11-19,Golden State Warriors,2016-17,Nov,47,Milwaukee Bucks,TRUE,Milwaukee,TRUE,861,Boston - Milwaukee,0,America/Chicago,-1,West,43.06,-87.97,Yes,No,Yes,Yes,No,No,1.57,1610612744,21600191,42,95,0.442,14,38,0.368,26,32,0.813,18,27,45,30,12,8,5,1,25,23,124,3
2016-11-19,Houston Rockets,2016-17,Nov,47,Utah Jazz,FALSE,Houston,TRUE,0,No Travel,1,America/Chicago,0,-,29.77,-95.39,No,No,No,Yes,No,No,0,1610612745,21600184,42,94,0.447,12,32,0.375,15,20,0.75,10,29,39,28,5,8,3,5,16,17,111,9
2016-11-19,Memphis Grizzlies,2016-17,Nov,47,Minnesota Timberwolves,FALSE,Memphis,TRUE,419,Dallas - Memphis,0,America/Chicago,0,-,35.11,-90.01,Yes,No,Yes,Yes,No,No,1,1610612763,21600190,29,76,0.382,2,18,0.111,33,38,0.868,13,33,46,15,10,8,7,5,19,25,93,22
2016-11-19,Miami Heat,2016-17,Nov,47,Washington Wizards,TRUE,Washington,TRUE,926,Miami - Washington,1,America/New_York,0,-,38.91,-77.02,No,No,No,No,No,No,1.68,1610612748,21600186,43,85,0.506,13,27,0.481,15,26,0.577,17,30,47,21,17,6,7,2,21,22,114,3
2016-11-19,Milwaukee Bucks,2016-17,Nov,47,Golden State Warriors,FALSE,Milwaukee,FALSE,1272,Miami - Milwaukee,1,America/Chicago,-1,West,43.06,-87.97,No,No,No,Yes,No,No,2.31,1610612749,21600191,46,89,0.517,10,20,0.5,19,25,0.76,10,31,41,27,13,7,1,5,23,25,121,-3
2016-11-19,Minnesota Timberwolves,2016-17,Nov,47,Memphis Grizzlies,TRUE,Memphis,FALSE,702,Minneapolis - Memphis,1,America/Chicago,0,-,35.11,-90.01,No,No,No,No,No,No,1.28,1610612750,21600190,25,64,0.391,7,22,0.318,14,22,0.636,5,29,34,16,19,5,5,7,25,19,71,-22
2016-11-19,New Orleans Pelicans,2016-17,Nov,47,Charlotte Hornets,FALSE,New Orleans,TRUE,0,No Travel,0,America/Chicago,0,-,30.07,-89.93,Yes,No,Yes,Yes,No,No,0,1610612740,21600185,43,98,0.439,14,36,0.389,21,25,0.84,10,43,53,27,12,9,6,5,23,21,121,5
2016-11-19,Orlando Magic,2016-17,Nov,47,Dallas Mavericks,FALSE,Orlando,TRUE,0,No Travel,2,America/New_York,0,-,28.5,-81.37,No,No,No,No,No,No,0,1610612753,21600187,34,78,0.436,8,21,0.381,19,22,0.864,10,40,50,17,20,6,8,5,21,16,95,8
2016-11-19,Philadelphia 76ers,2016-17,Nov,47,Phoenix Suns,FALSE,Philadelphia,TRUE,983,Minneapolis - Philadelphia,1,America/New_York,1,East,40.01,-75.13,No,No,No,Yes,No,No,1.79,1610612755,21600189,45,86,0.523,17,35,0.486,13,20,0.65,6,38,44,33,19,11,9,7,23,19,120,15
2016-11-19,Phoenix Suns,2016-17,Nov,47,Philadelphia 76ers,TRUE,Philadelphia,FALSE,584,Indianapolis - Philadelphia,0,America/New_York,0,-,40.01,-75.13,Yes,No,Yes,Yes,No,No,1.06,1610612756,21600189,39,92,0.424,6,21,0.286,21,34,0.618,12,32,44,18,15,11,7,9,19,23,105,-15
2016-11-19,Utah Jazz,2016-17,Nov,47,Houston Rockets,TRUE,Houston,FALSE,1201,Salt Lake City - Houston,1,America/Chicago,1,East,29.77,-95.39,Yes,Yes,No,No,No,No,2.18,1610612762,21600184,39,76,0.513,12,27,0.444,12,17,0.706,5,38,43,22,14,3,5,3,17,16,102,-9
2016-11-19,Washington Wizards,2016-17,Nov,47,Miami Heat,FALSE,Washington,FALSE,0,No Travel,1,America/New_York,0,-,38.91,-77.02,No,No,No,Yes,No,No,0,1610612764,21600186,42,89,0.472,11,27,0.407,16,22,0.727,13,27,40,22,12,9,2,7,22,21,111,-3
2016-11-20,Atlanta Hawks,2016-17,Nov,47,New York Knicks,TRUE,New York,FALSE,533,Charlotte - New York,1,America/New_York,0,-,40.67,-73.94,No,No,No,No,No,No,1,1610612737,21600193,34,85,0.4,6,21,0.286,20,29,0.69,14,34,48,17,13,7,6,1,15,23,94,-10
2016-11-20,Brooklyn Nets,2016-17,Nov,47,Portland Trail Blazers,FALSE,New York,FALSE,1328,Oklahoma City - New York,1,America/New_York,1,East,40.67,-73.94,No,No,No,No,No,No,2.41,1610612751,21600194,37,93,0.398,10,35,0.286,25,31,0.806,11,25,36,22,10,5,3,7,20,30,109,-20
