Opponent,Team,Date,Season,Month,Week,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,game_id,matchup,score_diff,traveling_west,traveling_east,avg_score_diff_home,avg_score_diff_away,adjusted_score_diff,w,l,w_lpercent,ps_g,pa_g,opp_win_percent,win_percent_diff,off_rating,def_rating,net_rating,pace,opp_off_rating,opp_def_rating,opp_net_rating,opp_pace,net_rating_diff,pace_diff
Denver Nuggets,Indiana Pacers,2016-01-30,2015-16,Jan,5,FALSE,Indianapolis,TRUE,0,No Travel,1,America/Indiana/Indianapolis,0,-,39.78,-86.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500709,IND vs. DEN,4,FALSE,FALSE,4.048780487804878,-0.475,-0.04878048780487809,25,22,0.532,102.6,99.9,0.375,0.15700000000000003,103.8,102.2,1.6,97.35,104.9,108.2,-3.3,96.34,4.9,1.009999999999991
Denver Nuggets,Toronto Raptors,2015-12-03,2015-16,Dec,49,FALSE,Toronto,FALSE,735,Atlanta - Toronto,0,America/Toronto,0,-,43.65,-79.38,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.34,21500278,TOR vs. DEN,-1,FALSE,FALSE,6.55,2.4390243902439024,-7.55,12,8,0.6,100.2,96.4,0.35,0.25,109.3,104.8,4.4,93.35,104.9,108.2,-3.3,96.34,7.7,-2.990000000000009
Denver Nuggets,New York Knicks,2016-02-07,2015-16,Feb,6,FALSE,New York,FALSE,0,No Travel,1,America/New_York,0,-,40.67,-73.94,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,21500770,NYK vs. DEN,-5,FALSE,FALSE,-1.4878048780487805,-4.7,-3.5121951219512195,23,31,0.426,99,101.1,0.404,0.021999999999999964,103.9,106.7,-2.8,94.12,104.9,108.2,-3.3,96.34,0.5,-2.219999999999999
Denver Nuggets,Houston Rockets,2015-12-14,2015-16,Dec,50,TRUE,Denver,FALSE,875,Houston - Denver,1,America/Denver,-1,West,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.59,21500365,HOU @ DEN,-6,TRUE,FALSE,2.225,-1.2926829268292683,-4.7073170731707314,12,13,0.48,104.4,107.1,0.417,0.063,107.3,107.3,0,98.42,104.9,108.2,-3.3,96.34,3.3,2.0799999999999983
Denver Nuggets,Utah Jazz,2015-11-05,2015-16,Nov,45,TRUE,Denver,TRUE,379,Salt Lake City - Denver,0,America/Denver,0,-,39.77,-104.87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21500073,UTA @ DEN,12,FALSE,FALSE,5.512195121951219,-1.85,13.85,3,2,0.6,94.2,86.2,0.4,0.19999999999999996,105,103.2,1.8,91.66,104.9,108.2,-3.3,96.34,5.1,-4.680000000000007
Denver Nuggets,Cleveland Cavaliers,2016-03-21,2015-16,Mar,12,FALSE,Cleveland,TRUE,1089,Miami - Cleveland,1,America/New_York,0,-,41.48,-81.68,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.98,21501044,CLE vs. DEN,33,FALSE,FALSE,8.24390243902439,3.9,24.75609756097561,50,20,0.714,103.9,97.8,0.408,0.306,110.2,103.9,6.3,93.82,104.9,108.2,-3.3,96.34,9.6,-2.5200000000000102
Denver Nuggets,Utah Jazz,2016-02-03,2015-16,Feb,5,FALSE,Salt Lake City,TRUE,0,No Travel,1,America/Denver,0,-,40.78,-111.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500743,UTA vs. DEN,4,FALSE,FALSE,5.512195121951219,-1.85,-1.512195121951219,23,25,0.479,97.6,96.4,0.38,0.09899999999999998,105,103.2,1.8,91.66,104.9,108.2,-3.3,96.34,5.1,-4.680000000000007
Denver Nuggets,Utah Jazz,2016-04-10,2015-16,Apr,15,TRUE,Denver,TRUE,379,Salt Lake City - Denver,1,America/Denver,0,-,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21501198,UTA @ DEN,16,FALSE,FALSE,5.512195121951219,-1.85,17.85,40,40,0.5,97.8,95.8,0.407,0.09300000000000003,105,103.2,1.8,91.66,104.9,108.2,-3.3,96.34,5.1,-4.680000000000007
Denver Nuggets,Chicago Bulls,2016-02-05,2015-16,Feb,6,TRUE,Denver,FALSE,892,Sacramento - Denver,1,America/Denver,1,East,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.62,21500757,CHI @ DEN,-5,FALSE,TRUE,1.625,-4.585365853658536,-0.4146341463414638,27,22,0.551,101.6,101.3,0.392,0.15900000000000003,104.1,105.5,-1.4,96.6,104.9,108.2,-3.3,96.34,1.9,0.2599999999999909
Denver Nuggets,Orlando Magic,2016-03-15,2015-16,Mar,11,FALSE,Orlando,TRUE,2528,Portland - Orlando,2,America/New_York,3,East,28.5,-81.37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.6,21500998,ORL vs. DEN,6,FALSE,TRUE,2.425,-5.585365853658536,3.575,29,37,0.439,100.9,102.9,0.412,0.027000000000000024,104.4,106,-1.6,96.68,104.9,108.2,-3.3,96.34,1.6999999999999997,0.3400000000000034
Denver Nuggets,Miami Heat,2016-03-14,2015-16,Mar,11,FALSE,Miami,TRUE,1236,Toronto - Miami,1,America/New_York,0,-,25.78,-80.21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2.25,21500990,MIA vs. DEN,5,FALSE,FALSE,5.25,-2.073170731707317,-0.25,39,28,0.582,98.9,97.7,0.418,0.16399999999999998,105.5,103.7,1.7,94.14,104.9,108.2,-3.3,96.34,5,-2.200000000000003
Denver Nuggets,Orlando Magic,2015-12-08,2015-16,Dec,49,TRUE,Denver,TRUE,843,Los Angeles - Denver,2,America/Denver,1,East,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.53,21500317,ORL @ DEN,11,FALSE,TRUE,2.425,-5.585365853658536,16.585365853658537,12,9,0.571,100.8,98.3,0.364,0.20699999999999996,104.4,106,-1.6,96.68,104.9,108.2,-3.3,96.34,1.6999999999999997,0.3400000000000034
Denver Nuggets,Phoenix Suns,2015-11-14,2015-16,Nov,46,FALSE,Phoenix,TRUE,0,No Travel,1,America/Phoenix,0,-,33.54,-112.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500143,PHX vs. DEN,24,FALSE,FALSE,-2.375,-10.609756097560975,26.375,5,4,0.556,104.2,100.1,0.5,0.05600000000000005,101.5,107.9,-6.5,99.39,104.9,108.2,-3.3,96.34,-3.2,3.049999999999997
Denver Nuggets,San Antonio Spurs,2015-11-27,2015-16,Nov,48,TRUE,Denver,TRUE,799,San Antonio - Denver,1,America/Denver,-1,West,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.45,21500235,SAS @ DEN,11,TRUE,FALSE,13.975609756097562,7.625,3.375,13,3,0.813,98.9,89.8,0.375,0.43799999999999994,109.3,98.2,11.1,94.54,104.9,108.2,-3.3,96.34,14.399999999999999,-1.7999999999999972
Denver Nuggets,Charlotte Hornets,2016-03-19,2015-16,Mar,12,FALSE,Charlotte,FALSE,652,Miami - Charlotte,1,America/New_York,0,-,35.2,-80.83,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.19,21501028,CHA vs. DEN,-8,FALSE,FALSE,6.365853658536586,-0.7,-14.365853658536587,39,30,0.565,103.1,101,0.414,0.15099999999999997,106.4,103.7,2.7,96.24,104.9,108.2,-3.3,96.34,6,-0.10000000000000853
Denver Nuggets,San Antonio Spurs,2015-12-26,2015-16,Dec,52,FALSE,San Antonio,TRUE,189,Houston - San Antonio,0,America/Chicago,0,-,29.46,-98.51,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21500450,SAS vs. DEN,15,FALSE,FALSE,13.975609756097562,7.625,1.0243902439024382,26,6,0.813,101.8,88.7,0.4,0.4129999999999999,109.3,98.2,11.1,94.54,104.9,108.2,-3.3,96.34,14.399999999999999,-1.7999999999999972
Denver Nuggets,Milwaukee Bucks,2015-11-11,2015-16,Nov,45,TRUE,Denver,FALSE,903,Milwaukee - Denver,0,America/Denver,-1,West,39.77,-104.87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.64,21500121,MIL @ DEN,-1,TRUE,FALSE,-0.425,-7.341463414634147,6.341463414634147,4,5,0.444,96.6,101,0.5,-0.055999999999999994,103.4,107.8,-4.5,95.05,104.9,108.2,-3.3,96.34,-1.2000000000000002,-1.2900000000000063
Denver Nuggets,Los Angeles Lakers,2016-03-02,2015-16,Mar,9,TRUE,Denver,FALSE,843,Los Angeles - Denver,0,America/Denver,1,East,39.77,-104.87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.53,21500906,LAL @ DEN,-10,FALSE,TRUE,-6.325,-12.926829268292684,2.9268292682926838,12,50,0.194,97.8,107.2,0.393,-0.199,100.7,110.3,-9.7,96.55,104.9,108.2,-3.3,96.34,-6.3999999999999995,0.20999999999999375
Denver Nuggets,Sacramento Kings,2016-04-02,2015-16,Apr,14,TRUE,Denver,TRUE,892,Sacramento - Denver,0,America/Denver,1,East,39.77,-104.87,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1.62,21501141,SAC @ DEN,9,FALSE,TRUE,-0.975,-3.8292682926829267,12.829268292682926,31,46,0.403,107,109,0.41,-0.006999999999999951,105.3,107.6,-2.3,100.66,104.9,108.2,-3.3,96.34,1,4.319999999999993
Denver Nuggets,Phoenix Suns,2015-12-23,2015-16,Dec,51,FALSE,Phoenix,FALSE,501,Salt Lake City - Phoenix,1,America/Phoenix,0,-,33.54,-112.07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,21500433,PHX vs. DEN,-8,FALSE,FALSE,-2.375,-10.609756097560975,-5.625,12,19,0.387,103.6,105.2,0.414,-0.02699999999999997,101.5,107.9,-6.5,99.39,104.9,108.2,-3.3,96.34,-3.2,3.049999999999997
Denver Nuggets,Oklahoma City Thunder,2016-01-19,2015-16,Jan,3,TRUE,Denver,TRUE,500,Oklahoma City - Denver,1,America/Denver,-1,West,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21500627,OKC @ DEN,6,TRUE,FALSE,9.95,4.7073170731707314,1.2926829268292686,31,12,0.721,108.6,100,0.381,0.33999999999999997,112.1,104.8,7.4,97.54,104.9,108.2,-3.3,96.34,10.7,1.2000000000000028
Denver Nuggets,Oklahoma City Thunder,2016-04-05,2015-16,Apr,14,TRUE,Denver,TRUE,875,Houston - Denver,1,America/Denver,-1,West,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.59,21501160,OKC @ DEN,22,TRUE,FALSE,9.95,4.7073170731707314,17.29268292682927,54,24,0.692,110.3,102.9,0.405,0.2869999999999999,112.1,104.8,7.4,97.54,104.9,108.2,-3.3,96.34,10.7,1.2000000000000028
Denver Nuggets,Dallas Mavericks,2016-02-26,2015-16,Feb,9,FALSE,Dallas,TRUE,0,No Travel,1,America/Chicago,0,-,32.79,-96.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500866,DAL vs. DEN,6,FALSE,FALSE,2.3658536585365852,-3.45,3.6341463414634148,31,28,0.525,101.7,102.3,0.39,0.135,105.5,105.9,-0.4,95.34,104.9,108.2,-3.3,96.34,2.9,-1
Denver Nuggets,Memphis Grizzlies,2016-03-30,2015-16,Mar,13,FALSE,Memphis,FALSE,0,No Travel,1,America/Chicago,0,-,35.11,-90.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21501114,MEM vs. DEN,-4,FALSE,FALSE,1.125,-4.853658536585366,-5.125,41,34,0.547,99.1,100.8,0.421,0.12600000000000006,104.7,107.1,-2.4,93.95,104.9,108.2,-3.3,96.34,0.8999999999999999,-2.3900000000000006
Denver Nuggets,Cleveland Cavaliers,2015-12-29,2015-16,Dec,52,TRUE,Denver,TRUE,587,Phoenix - Denver,0,America/Denver,0,-,39.77,-104.87,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1.07,21500473,CLE @ DEN,6,FALSE,FALSE,8.24390243902439,3.9,2.1,21,9,0.7,99.7,95.1,0.375,0.32499999999999996,110.2,103.9,6.3,93.82,104.9,108.2,-3.3,96.34,9.6,-2.5200000000000102
Denver Nuggets,Phoenix Suns,2016-03-10,2015-16,Mar,10,TRUE,Denver,FALSE,587,Phoenix - Denver,0,America/Denver,0,-,39.77,-104.87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.07,21500961,PHX @ DEN,-18,FALSE,FALSE,-2.375,-10.609756097560975,-7.390243902439025,17,48,0.262,100.5,107.8,0.415,-0.15299999999999997,101.5,107.9,-6.5,99.39,104.9,108.2,-3.3,96.34,-3.2,3.049999999999997
Denver Nuggets,Utah Jazz,2015-12-18,2015-16,Dec,51,FALSE,Salt Lake City,TRUE,0,No Travel,1,America/Denver,0,-,40.78,-111.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500395,UTA vs. DEN,9,FALSE,FALSE,5.512195121951219,-1.85,3.487804878048781,11,14,0.44,97,97.3,0.423,0.017000000000000015,105,103.2,1.8,91.66,104.9,108.2,-3.3,96.34,5.1,-4.680000000000007
Denver Nuggets,Brooklyn Nets,2016-03-04,2015-16,Mar,10,TRUE,Denver,TRUE,843,Los Angeles - Denver,2,America/Denver,1,East,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.53,21500920,BKN @ DEN,1,FALSE,TRUE,-4.825,-9.634146341463415,10.634146341463415,18,44,0.29,97.4,103.9,0.387,-0.09700000000000003,102.4,109.7,-7.4,96.12,104.9,108.2,-3.3,96.34,-4.1000000000000005,-0.21999999999999886
Denver Nuggets,Toronto Raptors,2016-02-01,2015-16,Feb,5,TRUE,Denver,FALSE,1337,Toronto - Denver,1,America/Denver,-2,West,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.43,21500727,TOR @ DEN,-19,TRUE,FALSE,6.55,2.4390243902439024,-21.4390243902439,32,16,0.667,101.4,97,0.388,0.279,109.3,104.8,4.4,93.35,104.9,108.2,-3.3,96.34,7.7,-2.990000000000009
Denver Nuggets,Oklahoma City Thunder,2015-12-27,2015-16,Dec,52,FALSE,Oklahoma City,TRUE,0,No Travel,1,America/Chicago,0,-,35.47,-97.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500456,OKC vs. DEN,10,FALSE,FALSE,9.95,4.7073170731707314,0.05000000000000071,21,10,0.677,107.9,99.6,0.387,0.29000000000000004,112.1,104.8,7.4,97.54,104.9,108.2,-3.3,96.34,10.7,1.2000000000000028
Denver Nuggets,Los Angeles Lakers,2015-11-03,2015-16,Nov,44,FALSE,Los Angeles,FALSE,0,No Travel,1,America/Los_Angeles,0,-,34.11,-118.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500059,LAL vs. DEN,-11,FALSE,FALSE,-6.325,-12.926829268292684,-4.675,0,4,0,106.8,116.8,0.5,-0.5,100.7,110.3,-9.7,96.55,104.9,108.2,-3.3,96.34,-6.3999999999999995,0.20999999999999375
Denver Nuggets,Boston Celtics,2016-01-27,2015-16,Jan,4,FALSE,Boston,TRUE,394,Washington - Boston,1,America/New_York,0,-,42.34,-71.02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,21500685,BOS vs. DEN,8,FALSE,FALSE,5.275,0.8536585365853658,2.7249999999999996,26,21,0.553,104.4,100.4,0.37,0.18300000000000005,105.8,102.5,3.3,99.43,104.9,108.2,-3.3,96.34,6.6,3.0900000000000034
Denver Nuggets,Golden State Warriors,2016-01-02,2015-16,Jan,1,FALSE,San Francisco,TRUE,1643,Houston - San Francisco,1,America/Los_Angeles,-2,West,37.77,-122.45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2.99,21500504,GSW vs. DEN,3,TRUE,FALSE,14.35,7.121951219512195,-11.35,31,2,0.939,114,102.2,0.353,0.586,113.5,102.8,10.6,100.24,104.9,108.2,-3.3,96.34,13.899999999999999,3.8999999999999915
Denver Nuggets,Portland Trail Blazers,2015-11-09,2015-16,Nov,45,TRUE,Denver,FALSE,986,Portland - Denver,0,America/Denver,1,East,39.77,-104.87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.79,21500102,POR @ DEN,-4,FALSE,TRUE,5.4,-4.048780487804878,0.04878048780487809,4,4,0.5,103.8,102.8,0.429,0.07100000000000001,107.6,106.8,0.8,97.06,104.9,108.2,-3.3,96.34,4.1,0.7199999999999989
Denver Nuggets,Indiana Pacers,2016-01-17,2015-16,Jan,3,TRUE,Denver,FALSE,993,Indianapolis - Denver,1,America/Denver,-2,West,39.77,-104.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.81,21500613,IND @ DEN,-3,TRUE,FALSE,4.048780487804878,-0.475,-2.525,22,19,0.537,102.7,99.6,0.39,0.14700000000000002,103.8,102.2,1.6,97.35,104.9,108.2,-3.3,96.34,4.9,1.009999999999991
Denver Nuggets,New Orleans Pelicans,2016-03-31,2015-16,Mar,13,FALSE,New Orleans,TRUE,516,San Antonio - New Orleans,0,America/Chicago,0,-,30.07,-89.93,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21501125,NOP vs. DEN,6,FALSE,FALSE,-0.6585365853658537,-6.7,6.658536585365853,28,47,0.373,102.6,106,0.416,-0.04299999999999998,104.8,108.4,-3.7,97.64,104.9,108.2,-3.3,96.34,-0.40000000000000036,1.2999999999999972
Denver Nuggets,Detroit Pistons,2016-02-10,2015-16,Feb,6,FALSE,Detroit,FALSE,0,No Travel,1,America/Detroit,0,-,42.38,-83.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500794,DET vs. DEN,-11,FALSE,FALSE,5,-4.175,-16,27,27,0.5,101.8,101,0.407,0.09300000000000003,105.3,104.9,0.3,95.75,104.9,108.2,-3.3,96.34,3.5999999999999996,-0.5900000000000034
Denver Nuggets,Detroit Pistons,2016-01-23,2015-16,Jan,4,TRUE,Denver,FALSE,1078,New Orleans - Denver,1,America/Denver,-1,West,39.77,-104.87,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.96,21500661,DET @ DEN,-3,TRUE,FALSE,5,-4.175,1.1749999999999998,23,21,0.523,101.9,100.3,0.386,0.137,105.3,104.9,0.3,95.75,104.9,108.2,-3.3,96.34,3.5999999999999996,-0.5900000000000034
Denver Nuggets,Miami Heat,2016-01-15,2015-16,Jan,3,TRUE,Denver,TRUE,843,Los Angeles - Denver,1,America/Denver,1,East,39.77,-104.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.53,21500600,MIA @ DEN,3,FALSE,TRUE,5.25,-2.073170731707317,5.073170731707317,23,17,0.575,97,95.5,0.375,0.19999999999999996,105.5,103.7,1.7,94.14,104.9,108.2,-3.3,96.34,5,-2.200000000000003
Denver Nuggets,Washington Wizards,2016-03-12,2015-16,Mar,11,TRUE,Denver,FALSE,379,Salt Lake City - Denver,0,America/Denver,0,-,39.77,-104.87,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21500980,WAS @ DEN,-16,FALSE,FALSE,2.5365853658536586,-3.65,-12.35,30,35,0.462,102.5,104.8,0.424,0.038000000000000034,104.5,105.1,-0.5,99.16,104.9,108.2,-3.3,96.34,2.8,2.819999999999993
Denver Nuggets,Dallas Mavericks,2016-03-06,2015-16,Mar,10,TRUE,Denver,FALSE,660,Dallas - Denver,2,America/Denver,-1,West,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.2,21500933,DAL @ DEN,-2,TRUE,FALSE,2.3658536585365852,-3.45,1.4500000000000002,33,30,0.524,102.6,102.6,0.397,0.127,105.5,105.9,-0.4,95.34,104.9,108.2,-3.3,96.34,2.9,-1
Denver Nuggets,Boston Celtics,2016-02-21,2015-16,Feb,8,TRUE,Denver,TRUE,379,Salt Lake City - Denver,1,America/Denver,0,-,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21500825,BOS @ DEN,20,FALSE,FALSE,5.275,0.8536585365853658,19.146341463414632,33,24,0.579,105.8,101.7,0.393,0.18599999999999994,105.8,102.5,3.3,99.43,104.9,108.2,-3.3,96.34,6.6,3.0900000000000034
Denver Nuggets,Milwaukee Bucks,2015-11-30,2015-16,Nov,48,FALSE,Milwaukee,TRUE,664,Charlotte - Milwaukee,0,America/Chicago,-1,West,43.06,-87.97,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.21,21500258,MIL vs. DEN,18,TRUE,FALSE,-0.425,-7.341463414634147,18.425,7,11,0.389,96.7,103.3,0.333,0.055999999999999994,103.4,107.8,-4.5,95.05,104.9,108.2,-3.3,96.34,-1.2000000000000002,-1.2900000000000063
Denver Nuggets,Minnesota Timberwolves,2016-01-06,2015-16,Jan,1,FALSE,Minneapolis,FALSE,983,Philadelphia - Minneapolis,1,America/Chicago,-1,West,44.96,-93.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.79,21500530,MIN vs. DEN,-4,TRUE,FALSE,-3.8048780487804876,-3.375,-0.19512195121951237,12,24,0.333,98.9,102.2,0.361,-0.02799999999999997,105.4,109,-3.5,96.2,104.9,108.2,-3.3,96.34,-0.20000000000000018,-0.14000000000000057
Denver Nuggets,Portland Trail Blazers,2015-12-30,2015-16,Dec,52,FALSE,Portland,TRUE,486,Sacramento - Portland,2,America/Los_Angeles,0,-,45.54,-122.66,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21500482,POR vs. DEN,7,FALSE,FALSE,5.4,-4.048780487804878,1.5999999999999996,14,20,0.412,101.3,102,0.364,0.04799999999999999,107.6,106.8,0.8,97.06,104.9,108.2,-3.3,96.34,4.1,0.7199999999999989
Denver Nuggets,Minnesota Timberwolves,2015-12-11,2015-16,Dec,50,TRUE,Denver,FALSE,692,Minneapolis - Denver,1,America/Denver,-1,West,39.77,-104.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.26,21500340,MIN @ DEN,-3,TRUE,FALSE,-3.8048780487804876,-3.375,0.375,9,13,0.409,102.4,103.3,0.391,0.01799999999999996,105.4,109,-3.5,96.2,104.9,108.2,-3.3,96.34,-0.20000000000000018,-0.14000000000000057
Denver Nuggets,Oklahoma City Thunder,2015-11-01,2015-16,Nov,44,FALSE,Oklahoma City,TRUE,1060,Orlando - Oklahoma City,1,America/Chicago,-1,West,35.47,-97.51,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.93,21500044,OKC vs. DEN,24,TRUE,FALSE,9.95,4.7073170731707314,14.05,3,0,1,122.7,111.7,0.333,0.667,112.1,104.8,7.4,97.54,104.9,108.2,-3.3,96.34,10.7,1.2000000000000028
Denver Nuggets,Memphis Grizzlies,2016-02-29,2015-16,Feb,9,TRUE,Denver,TRUE,587,Phoenix - Denver,1,America/Denver,0,-,39.77,-104.87,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.07,21500888,MEM @ DEN,7,FALSE,FALSE,1.125,-4.853658536585366,11.853658536585366,35,24,0.593,99.1,99.5,0.383,0.20999999999999996,104.7,107.1,-2.4,93.95,104.9,108.2,-3.3,96.34,0.8999999999999999,-2.3900000000000006
Denver Nuggets,Los Angeles Lakers,2015-12-22,2015-16,Dec,51,TRUE,Denver,TRUE,500,Oklahoma City - Denver,2,America/Denver,-1,West,39.77,-104.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21500422,LAL @ DEN,4,TRUE,FALSE,-6.325,-12.926829268292684,16.926829268292686,5,23,0.179,97.1,107.2,0.393,-0.21400000000000002,100.7,110.3,-9.7,96.55,104.9,108.2,-3.3,96.34,-6.3999999999999995,0.20999999999999375
Denver Nuggets,San Antonio Spurs,2016-04-08,2015-16,Apr,15,TRUE,Denver,FALSE,956,San Francisco - Denver,0,America/Denver,1,East,39.77,-104.87,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.74,21501186,SAS @ DEN,-4,FALSE,TRUE,13.975609756097562,7.625,-11.625,65,14,0.823,103.9,92.9,0.413,0.41,109.3,98.2,11.1,94.54,104.9,108.2,-3.3,96.34,14.399999999999999,-1.7999999999999972
Denver Nuggets,Memphis Grizzlies,2016-01-08,2015-16,Jan,2,FALSE,Memphis,TRUE,424,Oklahoma City - Memphis,1,America/Chicago,0,-,35.11,-90.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21500542,MEM vs. DEN,7,FALSE,FALSE,1.125,-4.853658536585366,5.875,20,18,0.526,95.8,98.6,0.351,0.17500000000000004,104.7,107.1,-2.4,93.95,104.9,108.2,-3.3,96.34,0.8999999999999999,-2.3900000000000006
Denver Nuggets,Minnesota Timberwolves,2015-10-30,2015-16,Oct,44,TRUE,Denver,TRUE,843,Los Angeles - Denver,1,America/Denver,1,East,39.77,-104.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.53,21500029,MIN @ DEN,17,FALSE,TRUE,-3.8048780487804876,-3.375,20.375,2,0,1,103.5,94.5,0.5,0.5,105.4,109,-3.5,96.2,104.9,108.2,-3.3,96.34,-0.20000000000000018,-0.14000000000000057
Denver Nuggets,Brooklyn Nets,2016-02-08,2015-16,Feb,6,FALSE,New York,TRUE,78,Philadelphia - New York,1,America/New_York,0,-,40.67,-73.94,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,21500778,BKN vs. DEN,1,FALSE,FALSE,-4.825,-9.634146341463415,5.825,14,39,0.264,96.4,103.5,0.396,-0.132,102.4,109.7,-7.4,96.12,104.9,108.2,-3.3,96.34,-4.1000000000000005,-0.21999999999999886
Denver Nuggets,Dallas Mavericks,2015-11-28,2015-16,Nov,48,FALSE,Dallas,TRUE,252,San Antonio - Dallas,2,America/Chicago,0,-,32.79,-96.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21500241,DAL vs. DEN,11,FALSE,FALSE,2.3658536585365852,-3.45,8.634146341463415,10,7,0.588,100.1,99.1,0.353,0.235,105.5,105.9,-0.4,95.34,104.9,108.2,-3.3,96.34,2.9,-1
Denver Nuggets,Atlanta Hawks,2016-03-17,2015-16,Mar,11,FALSE,Atlanta,TRUE,600,Detroit - Atlanta,0,America/New_York,0,-,33.76,-84.42,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.09,21501015,ATL vs. DEN,18,FALSE,FALSE,6.35,1.3170731707317074,11.65,40,29,0.58,102.5,98.8,0.406,0.17399999999999993,104.6,100.8,3.9,97.63,104.9,108.2,-3.3,96.34,7.199999999999999,1.289999999999992
Denver Nuggets,Portland Trail Blazers,2016-04-13,2015-16,Apr,15,FALSE,Portland,TRUE,0,No Travel,3,America/Los_Angeles,0,-,45.54,-122.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21501230,POR vs. DEN,8,FALSE,FALSE,5.4,-4.048780487804878,2.5999999999999996,44,38,0.537,105.1,104.3,0.402,0.135,107.6,106.8,0.8,97.06,104.9,108.2,-3.3,96.34,4.1,0.7199999999999989
Denver Nuggets,Memphis Grizzlies,2016-01-21,2015-16,Jan,3,TRUE,Denver,TRUE,876,Memphis - Denver,2,America/Denver,-1,West,39.77,-104.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.59,21500642,MEM @ DEN,1,TRUE,FALSE,1.125,-4.853658536585366,5.853658536585366,25,19,0.568,96.4,98.8,0.372,0.19599999999999995,104.7,107.1,-2.4,93.95,104.9,108.2,-3.3,96.34,0.8999999999999999,-2.3900000000000006
