Opponent,Team,Date,Season,Month,Week,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,game_id,matchup,score_diff,traveling_west,traveling_east,avg_score_diff_home,avg_score_diff_away,adjusted_score_diff,w,l,w_lpercent,ps_g,pa_g,opp_win_percent,win_percent_diff,off_rating,def_rating,net_rating,pace,opp_off_rating,opp_def_rating,opp_net_rating,opp_pace,net_rating_diff,pace_diff
Atlanta Hawks,Sacramento Kings,2015-11-18,2015-16,Nov,46,TRUE,Atlanta,FALSE,2080,Sacramento - Atlanta,2,America/New_York,3,East,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.78,21500169,SAC @ ATL,-6,FALSE,TRUE,-0.975,-3.8292682926829267,-2.1707317073170733,4,8,0.333,103.3,107.5,0.643,-0.31,105.3,107.6,-2.3,100.66,104.6,100.8,3.9,97.63,-6.199999999999999,3.030000000000001
Atlanta Hawks,Los Angeles Lakers,2015-12-04,2015-16,Dec,49,TRUE,Atlanta,FALSE,544,Washington - Atlanta,1,America/New_York,0,-,33.76,-84.42,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,21500286,LAL @ ATL,-13,FALSE,FALSE,-6.325,-12.926829268292684,-0.07317073170731625,3,16,0.158,96.8,105.4,0.591,-0.43299999999999994,100.7,110.3,-9.7,96.55,104.6,100.8,3.9,97.63,-13.6,-1.0799999999999983
Atlanta Hawks,Phoenix Suns,2016-01-23,2015-16,Jan,4,FALSE,Phoenix,TRUE,0,No Travel,1,America/Phoenix,0,-,33.54,-112.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500660,PHX vs. ATL,3,FALSE,FALSE,-2.375,-10.609756097560975,5.375,14,31,0.311,101.5,106.6,0.578,-0.26699999999999996,101.5,107.9,-6.5,99.39,104.6,100.8,3.9,97.63,-10.4,1.7600000000000051
Atlanta Hawks,San Antonio Spurs,2015-11-28,2015-16,Nov,48,FALSE,San Antonio,TRUE,799,Denver - San Antonio,0,America/Chicago,1,East,29.46,-98.51,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.45,21500242,SAS vs. ATL,20,FALSE,TRUE,13.975609756097562,7.625,6.024390243902438,14,3,0.824,99.4,89.7,0.579,0.245,109.3,98.2,11.1,94.54,104.6,100.8,3.9,97.63,7.199999999999999,-3.089999999999989
Atlanta Hawks,Memphis Grizzlies,2016-03-12,2015-16,Mar,11,TRUE,Atlanta,FALSE,332,Memphis - Atlanta,0,America/New_York,1,East,33.76,-84.42,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,21500974,MEM @ ATL,-12,FALSE,TRUE,1.125,-4.853658536585366,-7.146341463414634,39,27,0.591,99.2,99.9,0.561,0.029999999999999916,104.7,107.1,-2.4,93.95,104.6,100.8,3.9,97.63,-6.3,-3.6799999999999926
Atlanta Hawks,Orlando Magic,2016-02-08,2015-16,Feb,6,TRUE,Atlanta,TRUE,406,Orlando - Atlanta,0,America/New_York,0,-,33.76,-84.42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21500780,ORL @ ATL,7,FALSE,FALSE,2.425,-5.585365853658536,12.585365853658537,23,28,0.451,99.5,100.9,0.556,-0.10500000000000004,104.4,106,-1.6,96.68,104.6,100.8,3.9,97.63,-5.5,-0.9499999999999886
Atlanta Hawks,Golden State Warriors,2016-03-01,2015-16,Mar,9,FALSE,San Francisco,TRUE,1389,Oklahoma City - San Francisco,2,America/Los_Angeles,-2,West,37.77,-122.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.53,21500895,GSW vs. ATL,4,TRUE,FALSE,14.35,7.121951219512195,-10.35,54,5,0.915,115.3,104.1,0.541,0.374,113.5,102.8,10.6,100.24,104.6,100.8,3.9,97.63,6.699999999999999,2.6099999999999994
Atlanta Hawks,Orlando Magic,2016-02-07,2015-16,Feb,6,FALSE,Orlando,TRUE,0,No Travel,1,America/New_York,0,-,28.5,-81.37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21500771,ORL vs. ATL,2,FALSE,FALSE,2.425,-5.585365853658536,-0.4249999999999998,22,28,0.44,99.1,100.7,0.566,-0.12599999999999995,104.4,106,-1.6,96.68,104.6,100.8,3.9,97.63,-5.5,-0.9499999999999886
Atlanta Hawks,Denver Nuggets,2016-01-25,2015-16,Jan,4,FALSE,Denver,FALSE,0,No Travel,1,America/Denver,0,-,39.77,-104.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500672,DEN vs. ATL,-14,FALSE,FALSE,-2.341463414634146,-4.45,-11.658536585365853,17,28,0.378,99.7,103.8,0.587,-0.20899999999999996,104.9,108.2,-3.3,96.34,104.6,100.8,3.9,97.63,-7.199999999999999,-1.289999999999992
Atlanta Hawks,Chicago Bulls,2016-01-09,2015-16,Jan,2,TRUE,Atlanta,FALSE,586,Chicago - Atlanta,1,America/New_York,1,East,33.76,-84.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.07,21500551,CHI @ ATL,-15,FALSE,TRUE,1.625,-4.585365853658536,-10.414634146341463,22,13,0.629,102.2,100.3,0.605,0.02400000000000002,104.1,105.5,-1.4,96.6,104.6,100.8,3.9,97.63,-5.3,-1.0300000000000011
Atlanta Hawks,Detroit Pistons,2016-03-26,2015-16,Mar,13,FALSE,Detroit,FALSE,0,No Travel,0,America/Detroit,0,-,42.38,-83.1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,21501085,DET vs. ATL,-17,FALSE,FALSE,5,-4.175,-22,39,35,0.527,102.4,101.6,0.595,-0.06799999999999995,105.3,104.9,0.3,95.75,104.6,100.8,3.9,97.63,-3.6,-1.8799999999999955
Atlanta Hawks,Philadelphia 76ers,2016-01-07,2015-16,Jan,1,FALSE,Philadelphia,FALSE,0,No Travel,2,America/New_York,0,-,40.01,-75.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500536,PHI vs. ATL,-28,FALSE,FALSE,-9.634146341463415,-10.675,-18.365853658536587,4,34,0.105,93.1,105.2,0.595,-0.49,98.4,108.6,-10.2,98.44,104.6,100.8,3.9,97.63,-14.1,0.8100000000000023
Atlanta Hawks,New Orleans Pelicans,2015-11-11,2015-16,Nov,45,TRUE,Atlanta,FALSE,412,New Orleans - Atlanta,0,America/New_York,1,East,33.76,-84.42,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21500117,NOP @ ATL,-8,FALSE,TRUE,-0.6585365853658537,-6.7,-1.2999999999999998,1,7,0.125,104.3,112.4,0.8,-0.675,104.8,108.4,-3.7,97.64,104.6,100.8,3.9,97.63,-7.6,0.010000000000005116
Atlanta Hawks,Dallas Mavericks,2015-12-09,2015-16,Dec,49,FALSE,Dallas,FALSE,1372,New York - Dallas,1,America/Chicago,-1,West,32.79,-96.77,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2.49,21500328,DAL vs. ATL,-3,TRUE,FALSE,2.3658536585365852,-3.45,-5.365853658536585,13,10,0.565,101.1,100.3,0.609,-0.04400000000000004,105.5,105.9,-0.4,95.34,104.6,100.8,3.9,97.63,-4.3,-2.289999999999992
Atlanta Hawks,Boston Celtics,2015-11-13,2015-16,Nov,46,FALSE,Boston,TRUE,0,No Travel,1,America/New_York,0,-,42.34,-71.02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,21500129,BOS vs. ATL,13,FALSE,FALSE,5.275,0.8536585365853658,7.725,4,4,0.5,101.8,97.4,0.727,-0.22699999999999998,105.8,102.5,3.3,99.43,104.6,100.8,3.9,97.63,-0.6000000000000001,1.8000000000000114
Atlanta Hawks,Portland Trail Blazers,2016-01-20,2015-16,Jan,3,FALSE,Portland,FALSE,2348,Washington - Portland,1,America/Los_Angeles,-3,West,45.54,-122.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.27,21500639,POR vs. ATL,-6,TRUE,FALSE,5.4,-4.048780487804878,-11.4,19,26,0.422,101.4,102.8,0.605,-0.183,107.6,106.8,0.8,97.06,104.6,100.8,3.9,97.63,-3.0999999999999996,-0.5699999999999932
Atlanta Hawks,Boston Celtics,2015-11-24,2015-16,Nov,47,TRUE,Atlanta,FALSE,748,New York - Atlanta,1,America/New_York,0,-,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.36,21500210,BOS @ ATL,-24,FALSE,FALSE,5.275,0.8536585365853658,-24.853658536585368,7,7,0.5,103.2,99.4,0.625,-0.125,105.8,102.5,3.3,99.43,104.6,100.8,3.9,97.63,-0.6000000000000001,1.8000000000000114
Atlanta Hawks,Orlando Magic,2015-12-20,2015-16,Dec,51,FALSE,Orlando,FALSE,0,No Travel,1,America/New_York,0,-,28.5,-81.37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21500407,ORL vs. ATL,-3,FALSE,FALSE,2.425,-5.585365853658536,-5.425,15,12,0.556,100.6,98.5,0.586,-0.029999999999999916,104.4,106,-1.6,96.68,104.6,100.8,3.9,97.63,-5.5,-0.9499999999999886
Atlanta Hawks,New York Knicks,2015-12-26,2015-16,Dec,52,TRUE,Atlanta,FALSE,554,Cleveland - Atlanta,2,America/New_York,0,-,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.01,21500442,NYK @ ATL,-19,FALSE,FALSE,-1.4878048780487805,-4.7,-14.3,14,17,0.452,97.9,99.5,0.625,-0.173,103.9,106.7,-2.8,94.12,104.6,100.8,3.9,97.63,-6.699999999999999,-3.509999999999991
Atlanta Hawks,Charlotte Hornets,2016-02-28,2015-16,Feb,9,TRUE,Atlanta,FALSE,427,Indianapolis - Atlanta,1,America/New_York,0,-,33.76,-84.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21500878,CHA @ ATL,-11,FALSE,FALSE,6.365853658536586,-0.7,-10.3,30,28,0.517,101.5,100.6,0.55,-0.03300000000000003,106.4,103.7,2.7,96.24,104.6,100.8,3.9,97.63,-1.1999999999999997,-1.3900000000000006
Atlanta Hawks,Brooklyn Nets,2015-11-17,2015-16,Nov,46,FALSE,New York,TRUE,2573,San Francisco - New York,2,America/New_York,3,East,40.67,-73.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.68,21500159,BKN vs. ATL,2,FALSE,TRUE,-4.825,-9.634146341463415,6.825,2,9,0.182,94.3,102.2,0.615,-0.433,102.4,109.7,-7.4,96.12,104.6,100.8,3.9,97.63,-11.3,-1.509999999999991
Atlanta Hawks,Boston Celtics,2016-04-09,2015-16,Apr,15,TRUE,Atlanta,FALSE,938,Boston - Atlanta,0,America/New_York,0,-,33.76,-84.42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.71,21501188,BOS @ ATL,-11,FALSE,FALSE,5.275,0.8536585365853658,-11.853658536585366,47,33,0.588,105.9,102.6,0.6,-0.01200000000000001,105.8,102.5,3.3,99.43,104.6,100.8,3.9,97.63,-0.6000000000000001,1.8000000000000114
Atlanta Hawks,Indiana Pacers,2016-01-28,2015-16,Jan,4,FALSE,Indianapolis,TRUE,0,No Travel,1,America/Indiana/Indianapolis,0,-,39.78,-86.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500692,IND vs. ATL,19,FALSE,FALSE,4.048780487804878,-0.475,14.951219512195122,24,22,0.522,102.5,99.8,0.563,-0.040999999999999925,103.8,102.2,1.6,97.35,104.6,100.8,3.9,97.63,-2.3,-0.28000000000000114
Atlanta Hawks,New York Knicks,2016-01-05,2015-16,Jan,1,TRUE,Atlanta,TRUE,748,New York - Atlanta,1,America/New_York,0,-,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.36,21500521,NYK @ ATL,6,FALSE,FALSE,-1.4878048780487805,-4.7,10.7,17,19,0.472,98.1,99.7,0.583,-0.11099999999999999,103.9,106.7,-2.8,94.12,104.6,100.8,3.9,97.63,-6.699999999999999,-3.509999999999991
Atlanta Hawks,Minnesota Timberwolves,2015-11-25,2015-16,Nov,47,FALSE,Minneapolis,TRUE,0,No Travel,1,America/Chicago,0,-,44.96,-93.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500222,MIN vs. ATL,4,FALSE,FALSE,-3.8048780487804876,-3.375,7.804878048780488,7,8,0.467,101.3,101.7,0.588,-0.12099999999999994,105.4,109,-3.5,96.2,104.6,100.8,3.9,97.63,-7.4,-1.4299999999999926
Atlanta Hawks,Detroit Pistons,2015-12-23,2015-16,Dec,51,TRUE,Atlanta,FALSE,607,Miami - Atlanta,0,America/New_York,0,-,33.76,-84.42,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.1,21500429,DET @ ATL,-7,FALSE,FALSE,5,-4.175,-2.825,17,13,0.567,101.4,100,0.613,-0.04600000000000004,105.3,104.9,0.3,95.75,104.6,100.8,3.9,97.63,-3.6,-1.8799999999999955
Atlanta Hawks,Washington Wizards,2016-03-21,2015-16,Mar,12,TRUE,Atlanta,TRUE,544,Washington - Atlanta,1,America/New_York,0,-,33.76,-84.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21501048,WAS @ ATL,15,FALSE,FALSE,2.5365853658536586,-3.65,18.65,35,35,0.5,103.2,103.9,0.577,-0.07699999999999996,104.5,105.1,-0.5,99.16,104.6,100.8,3.9,97.63,-4.4,1.5300000000000011
Atlanta Hawks,Golden State Warriors,2016-02-22,2015-16,Feb,8,TRUE,Atlanta,TRUE,1941,Los Angeles - Atlanta,1,America/New_York,3,East,33.76,-84.42,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.53,21500836,GSW @ ATL,10,FALSE,TRUE,14.35,7.121951219512195,2.8780487804878048,50,5,0.909,115,103.5,0.534,0.375,113.5,102.8,10.6,100.24,104.6,100.8,3.9,97.63,6.699999999999999,2.6099999999999994
Atlanta Hawks,Charlotte Hornets,2015-11-01,2015-16,Nov,44,FALSE,Charlotte,FALSE,227,Atlanta - Charlotte,1,America/New_York,0,-,35.2,-80.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21500039,CHA vs. ATL,-2,FALSE,FALSE,6.365853658536586,-0.7,-8.365853658536587,0,3,0,93.3,98.3,0.75,-0.75,106.4,103.7,2.7,96.24,104.6,100.8,3.9,97.63,-1.1999999999999997,-1.3900000000000006
Atlanta Hawks,Toronto Raptors,2016-04-07,2015-16,Apr,14,TRUE,Atlanta,FALSE,735,Toronto - Atlanta,1,America/New_York,0,-,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.34,21501173,TOR @ ATL,-8,FALSE,FALSE,6.55,2.4390243902439024,-10.439024390243903,52,26,0.667,102.5,98.4,0.595,0.07200000000000006,109.3,104.8,4.4,93.35,104.6,100.8,3.9,97.63,0.5000000000000004,-4.280000000000001
Atlanta Hawks,Indiana Pacers,2015-12-28,2015-16,Dec,52,FALSE,Indianapolis,TRUE,510,Minneapolis - Indianapolis,1,America/Indiana/Indianapolis,1,East,39.78,-86.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21500459,IND vs. ATL,6,FALSE,TRUE,4.048780487804878,-0.475,1.951219512195122,18,12,0.6,102.4,98.3,0.606,-0.006000000000000005,103.8,102.2,1.6,97.35,104.6,100.8,3.9,97.63,-2.3,-0.28000000000000114
Atlanta Hawks,Toronto Raptors,2015-12-02,2015-16,Dec,48,TRUE,Atlanta,TRUE,735,Toronto - Atlanta,2,America/New_York,0,-,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.34,21500272,TOR @ ATL,10,FALSE,FALSE,6.55,2.4390243902439024,7.560975609756097,12,7,0.632,99.9,95.8,0.571,0.061000000000000054,109.3,104.8,4.4,93.35,104.6,100.8,3.9,97.63,0.5000000000000004,-4.280000000000001
Atlanta Hawks,Orlando Magic,2016-01-18,2015-16,Jan,3,TRUE,Atlanta,FALSE,406,Orlando - Atlanta,3,America/New_York,0,-,33.76,-84.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21500620,ORL @ ATL,-17,FALSE,FALSE,2.425,-5.585365853658536,-11.414634146341463,20,20,0.5,98.6,98.8,0.595,-0.09499999999999997,104.4,106,-1.6,96.68,104.6,100.8,3.9,97.63,-5.5,-0.9499999999999886
Atlanta Hawks,Washington Wizards,2015-11-07,2015-16,Nov,45,TRUE,Atlanta,FALSE,938,Boston - Atlanta,0,America/New_York,0,-,33.76,-84.42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.71,21500086,WAS @ ATL,-15,FALSE,FALSE,2.5365853658536586,-3.65,-11.35,3,3,0.5,102.5,108,0.875,-0.375,104.5,105.1,-0.5,99.16,104.6,100.8,3.9,97.63,-4.4,1.5300000000000011
Atlanta Hawks,Milwaukee Bucks,2016-02-20,2015-16,Feb,8,TRUE,Atlanta,TRUE,671,Milwaukee - Atlanta,0,America/New_York,1,East,33.76,-84.42,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.22,21500819,MIL @ ATL,8,FALSE,TRUE,-0.425,-7.341463414634147,15.341463414634147,23,33,0.411,98.4,102.9,0.544,-0.13300000000000006,103.4,107.8,-4.5,95.05,104.6,100.8,3.9,97.63,-8.4,-2.5799999999999983
Atlanta Hawks,Miami Heat,2016-01-31,2015-16,Jan,5,FALSE,Miami,TRUE,1272,Milwaukee - Miami,1,America/New_York,1,East,25.78,-80.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.31,21500715,MIA vs. ATL,18,FALSE,TRUE,5.25,-2.073170731707317,12.75,27,21,0.563,95.9,95.6,0.551,0.0119999999999999,105.5,103.7,1.7,94.14,104.6,100.8,3.9,97.63,-2.2,-3.489999999999995
Atlanta Hawks,Brooklyn Nets,2015-11-04,2015-16,Nov,44,TRUE,Atlanta,FALSE,748,New York - Atlanta,1,America/New_York,0,-,33.76,-84.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.36,21500062,BKN @ ATL,-14,FALSE,FALSE,-4.825,-9.634146341463415,-4.365853658536585,0,5,0,89.8,104.4,0.833,-0.833,102.4,109.7,-7.4,96.12,104.6,100.8,3.9,97.63,-11.3,-1.509999999999991
Atlanta Hawks,Toronto Raptors,2016-03-10,2015-16,Mar,10,FALSE,Toronto,TRUE,0,No Travel,1,America/Toronto,0,-,43.65,-79.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500959,TOR vs. ATL,8,FALSE,FALSE,6.55,2.4390243902439024,1.4500000000000002,43,20,0.683,102.7,98.3,0.554,0.129,109.3,104.8,4.4,93.35,104.6,100.8,3.9,97.63,0.5000000000000004,-4.280000000000001
Atlanta Hawks,Milwaukee Bucks,2016-01-15,2015-16,Jan,3,FALSE,Milwaukee,TRUE,639,Washington - Milwaukee,1,America/Chicago,-1,West,43.06,-87.97,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1.16,21500599,MIL vs. ATL,7,TRUE,FALSE,-0.425,-7.341463414634147,7.425,17,25,0.405,98.1,103.6,0.575,-0.16999999999999993,103.4,107.8,-4.5,95.05,104.6,100.8,3.9,97.63,-8.4,-2.5799999999999983
Atlanta Hawks,Memphis Grizzlies,2015-11-27,2015-16,Nov,48,FALSE,Memphis,FALSE,484,Houston - Memphis,1,America/Chicago,0,-,35.11,-90.01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,21500233,MEM vs. ATL,-15,FALSE,FALSE,1.125,-4.853658536585366,-16.125,9,8,0.529,96.5,100.4,0.611,-0.08199999999999996,104.7,107.1,-2.4,93.95,104.6,100.8,3.9,97.63,-6.3,-3.6799999999999926
Atlanta Hawks,Detroit Pistons,2016-03-16,2015-16,Mar,11,FALSE,Detroit,FALSE,399,Washington - Detroit,1,America/Detroit,0,-,42.38,-83.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21501007,DET vs. ATL,-4,FALSE,FALSE,5,-4.175,-9,34,34,0.5,101.9,101.5,0.574,-0.07399999999999995,105.3,104.9,0.3,95.75,104.6,100.8,3.9,97.63,-3.6,-1.8799999999999955
Atlanta Hawks,Indiana Pacers,2016-03-13,2015-16,Mar,11,TRUE,Atlanta,FALSE,716,Dallas - Atlanta,0,America/New_York,1,East,33.76,-84.42,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.3,21500984,IND @ ATL,-29,FALSE,TRUE,4.048780487804878,-0.475,-28.525,35,31,0.53,101.9,100.5,0.567,-0.03699999999999992,103.8,102.2,1.6,97.35,104.6,100.8,3.9,97.63,-2.3,-0.28000000000000114
Atlanta Hawks,Denver Nuggets,2016-03-17,2015-16,Mar,11,TRUE,Atlanta,FALSE,406,Orlando - Atlanta,1,America/New_York,0,-,33.76,-84.42,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,21501015,DEN @ ATL,-18,FALSE,FALSE,-2.341463414634146,-4.45,-13.55,28,41,0.406,102.4,104.8,0.58,-0.17399999999999993,104.9,108.2,-3.3,96.34,104.6,100.8,3.9,97.63,-7.199999999999999,-1.289999999999992
Atlanta Hawks,Philadelphia 76ers,2015-12-16,2015-16,Dec,50,TRUE,Atlanta,FALSE,586,Chicago - Atlanta,1,America/New_York,1,East,33.76,-84.42,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1.07,21500376,PHI @ ATL,-21,FALSE,TRUE,-9.634146341463415,-10.675,-10.325,1,26,0.037,91.1,104.2,0.556,-0.519,98.4,108.6,-10.2,98.44,104.6,100.8,3.9,97.63,-14.1,0.8100000000000023
Atlanta Hawks,Minnesota Timberwolves,2015-11-09,2015-16,Nov,45,TRUE,Atlanta,TRUE,586,Chicago - Atlanta,1,America/New_York,1,East,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.07,21500101,MIN @ ATL,10,FALSE,TRUE,-3.8048780487804876,-3.375,13.375,4,2,0.667,101.8,98.5,0.778,-0.11099999999999999,105.4,109,-3.5,96.2,104.6,100.8,3.9,97.63,-7.4,-1.4299999999999926
Atlanta Hawks,Milwaukee Bucks,2016-03-25,2015-16,Mar,13,TRUE,Atlanta,FALSE,554,Cleveland - Atlanta,1,America/New_York,0,-,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.01,21501076,MIL @ ATL,-11,FALSE,FALSE,-0.425,-7.341463414634147,-3.6585365853658534,30,43,0.411,99,102.7,0.589,-0.178,103.4,107.8,-4.5,95.05,104.6,100.8,3.9,97.63,-8.4,-2.5799999999999983
Atlanta Hawks,San Antonio Spurs,2015-12-12,2015-16,Dec,50,TRUE,Atlanta,TRUE,880,San Antonio - Atlanta,0,America/New_York,1,East,33.76,-84.42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.6,21500347,SAS @ ATL,25,FALSE,TRUE,13.975609756097562,7.625,17.375,20,5,0.8,100.4,88.2,0.56,0.24,109.3,98.2,11.1,94.54,104.6,100.8,3.9,97.63,7.199999999999999,-3.089999999999989
Atlanta Hawks,Cleveland Cavaliers,2016-04-11,2015-16,Apr,15,FALSE,Cleveland,TRUE,311,Chicago - Cleveland,1,America/New_York,1,East,41.48,-81.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21501203,CLE vs. ATL,15,FALSE,TRUE,8.24390243902439,3.9,6.7560975609756095,57,24,0.704,104.3,98.2,0.593,0.11099999999999999,110.2,103.9,6.3,93.82,104.6,100.8,3.9,97.63,2.4,-3.8100000000000023
Atlanta Hawks,Chicago Bulls,2016-02-26,2015-16,Feb,9,TRUE,Atlanta,FALSE,586,Chicago - Atlanta,1,America/New_York,1,East,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.07,21500865,CHI @ ATL,-15,FALSE,TRUE,1.625,-4.585365853658536,-10.414634146341463,30,27,0.526,101.7,102.3,0.542,-0.016000000000000014,104.1,105.5,-1.4,96.6,104.6,100.8,3.9,97.63,-5.3,-1.0300000000000011
Atlanta Hawks,New York Knicks,2016-01-03,2015-16,Jan,1,FALSE,New York,TRUE,718,Chicago - New York,1,America/New_York,1,East,40.67,-73.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.31,21500506,NYK vs. ATL,14,FALSE,TRUE,-1.4878048780487805,-4.7,15.487804878048781,16,19,0.457,97.9,99.6,0.6,-0.14299999999999996,103.9,106.7,-2.8,94.12,104.6,100.8,3.9,97.63,-6.699999999999999,-3.509999999999991
Atlanta Hawks,Indiana Pacers,2016-02-05,2015-16,Feb,6,TRUE,Atlanta,FALSE,748,New York - Atlanta,1,America/New_York,0,-,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.36,21500750,IND @ ATL,-6,FALSE,FALSE,4.048780487804878,-0.475,-5.525,26,24,0.52,102.8,100.2,0.577,-0.05699999999999994,103.8,102.2,1.6,97.35,104.6,100.8,3.9,97.63,-2.3,-0.28000000000000114
Atlanta Hawks,Cleveland Cavaliers,2015-11-21,2015-16,Nov,47,FALSE,Cleveland,TRUE,0,No Travel,1,America/New_York,0,-,41.48,-81.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500191,CLE vs. ATL,12,FALSE,FALSE,8.24390243902439,3.9,3.7560975609756095,10,3,0.769,103.9,96.7,0.6,0.16900000000000004,110.2,103.9,6.3,93.82,104.6,100.8,3.9,97.63,2.4,-3.8100000000000023
Atlanta Hawks,Miami Heat,2015-12-14,2015-16,Dec,50,TRUE,Atlanta,TRUE,607,Miami - Atlanta,0,America/New_York,0,-,33.76,-84.42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.1,21500360,MIA @ ATL,12,FALSE,FALSE,5.25,-2.073170731707317,14.073170731707318,14,9,0.609,95.8,93.6,0.538,0.07099999999999995,105.5,103.7,1.7,94.14,104.6,100.8,3.9,97.63,-2.2,-3.489999999999995
Atlanta Hawks,Boston Celtics,2015-12-18,2015-16,Dec,51,FALSE,Boston,FALSE,617,Detroit - Boston,1,America/New_York,0,-,42.34,-71.02,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.12,21500389,BOS vs. ATL,-8,FALSE,FALSE,5.275,0.8536585365853658,-13.275,14,13,0.519,103,99.5,0.571,-0.051999999999999935,105.8,102.5,3.3,99.43,104.6,100.8,3.9,97.63,-0.6000000000000001,1.8000000000000114
Atlanta Hawks,Houston Rockets,2016-03-19,2015-16,Mar,12,TRUE,Atlanta,FALSE,701,Houston - Atlanta,0,America/New_York,1,East,33.76,-84.42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.27,21501029,HOU @ ATL,-12,FALSE,TRUE,2.225,-1.2926829268292683,-10.707317073170731,35,35,0.5,106.1,107,0.586,-0.08599999999999997,107.3,107.3,0,98.42,104.6,100.8,3.9,97.63,-3.9,0.7900000000000063
Atlanta Hawks,Miami Heat,2015-11-03,2015-16,Nov,44,FALSE,Miami,FALSE,0,No Travel,1,America/New_York,0,-,25.78,-80.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500055,MIA vs. ATL,-6,FALSE,FALSE,5.25,-2.073170731707317,-11.25,2,2,0.5,99.3,95.8,0.8,-0.30000000000000004,105.5,103.7,1.7,94.14,104.6,100.8,3.9,97.63,-2.2,-3.489999999999995
