"PlayerPosition","idPlayer","namePlayer"
"G",1629760,"Matt Mooney"
"G",1629750,"Javonte Green"
"G",1629621,"Marial Shayok"
"G",1628430,"Nigel Williams-Goss"
"G",1629625,"Justin Wright-Foreman"
"G",1629665,"Jalen Lecque"
"G",1629729,"Josh Reaves"
"G",1629739,"William Howard"
"G",1629644,"KZ Okpala"
"G",1629730,"Rayjon Tucker"
"G",1626169,"Stanley Johnson"
"G",1629052,"Oshae Brissett"
"G",1628778,"Paul Watson"
"G",1629620,"Justin Robinson"
"G",1629035,"Carsen Edwards"
"G",1626259,"Malcolm Miller"
"G",1628985,"Devon Hall"
"G",1628968,"Brian Bowen II"
"G",1629683,"Quinndary Weatherspoon"
"G",1629718,"Charlie Brown Jr."
"G",1629044,"Shamorie Ponds"
"G",1629622,"Max Strus"
"G",1629648,"Jordan Bone"
"G",1629657,"Kyle Guy"
"G",1630171,"Isaac Okoro"
"G",1630175,"Cole Anthony"
"G",1630162,"Anthony Edwards"
"G",1630165,"Killian Hayes"
"G",1630169,"Tyrese Haliburton"
"G",1630177,"Theo Maledon"
"G",1629751,"Dakota Mathias"
"G",1629712,"Didi Louzada"
"G",1630163,"LaMelo Ball"
"G",1630267,"Facundo Campazzo"
"G",1629717,"Armoni Brooks"
"G",1630201,"Malachi Flynn"
"G",1630217,"Desmond Bane"
"G",1630271,"Brodric Thomas"
"G",1630181,"R.J. Hampton"
"G",1630240,"Saben Lee"
"G",1629685,"Dylan Windler"
"G",1630184,"Kira Lewis Jr."
"G",1630202,"Payton Pritchard"
"G",1630193,"Immanuel Quickley"
"G",1630174,"Aaron Nesmith"
"G",1630170,"Devin Vassell"
"G",1630206,"Jay Scrubb"
"G",1630178,"Tyrese Maxey"
"G",1630223,"Jalen Harris"
"G",1630198,"Isaiah Joe"
"G",1630211,"Karim Mane"
"G",1630241,"Sam Merrill"
"G",1630235,"Trent Forrest"
"G",1629962,"Devin Cannady"
"G",1630185,"Nico Mannion"
"G",1630186,"Jahmi'us Ramsey"
"G",1629686,"Deividas Sirvydis"
"G",1630182,"Josh Green"
"G",1630200,"Tre Jones"
"G",1630219,"Skylar Mays"
"G",1630222,"Mason Jones"
"G",1630210,"Markus Howard"
"G",1629604,"CJ Elleby"
"G",1629653,"Devon Dotson"
"G",1630216,"Cassius Winston"
"G",1630179,"Tyrell Terry"
"G",1629833,"Keljin Blevins"
"G",1630199,"Cassius Stanley"
"G",1630207,"Nate Hinton"
"G",1630234,"Ty-Shon Alexander"
"G",1629607,"Jared Harper"
"G",1630190,"Elijah Hughes"
"G",1630268,"Nate Darling"
"G",1630203,"Grant Riller"
"F",201586,"Serge Ibaka"
"F",201567,"Kevin Love"
"F",200746,"LaMarcus Aldridge"
"F",200794,"Paul Millsap"
"F",2200,"Pau Gasol"
"F",203076,"Anthony Davis"
"F",2746,"Josh Smith"
"F",2547,"Chris Bosh"
"F",201152,"Thaddeus Young"
"F",202324,"Derrick Favors"
"F",1495,"Tim Duncan"
"F",203093,"Terrence Jones"
"F",101135,"David Lee"
"F",201143,"Al Horford"
"F",2216,"Zach Randolph"
"F",201583,"Ryan Anderson"
"F",2730,"Dwight Howard"
"F",101112,"Channing Frye"
"F",1717,"Dirk Nowitzki"
"F",202328,"Greg Monroe"
"F",201933,"Blake Griffin"
"F",201160,"Jason Smith"
"F",202331,"Paul George"
"F",203096,"Jared Sullinger"
"F",202699,"Tobias Harris"
"F",201959,"Taj Gibson"
"F",101161,"Amir Johnson"
"F",202710,"Jimmy Butler"
"F",2403,"Nene"
"F",2736,"Luol Deng"
"F",200745,"Andrea Bargnani"
"F",201142,"Kevin Durant"
"F",201587,"Nicolas Batum"
"F",201581,"JJ Hickson"
"F",203101,"Miles Plumlee"
"F",202713,"Kyle Singler"
"F",202684,"Tristan Thompson"
"F",201163,"Wilson Chandler"
"F",202718,"Chandler Parsons"
"F",202325,"Wesley Johnson"
"F",201960,"DeMarre Carroll"
"F",101138,"Brandon Bass"
"F",202702,"Kenneth Faried"
"F",2546,"Carmelo Anthony"
"F",1890,"Shawn Marion"
"F",203527,"Ryan Kelly"
"F",202323,"Evan Turner"
"F",203089,"John Henson"
"F",201177,"Josh McRoberts"
"F",201145,"Jeff Green"
"F",2440,"Matt Barnes"
"F",203110,"Draymond Green"
"F",201175,"Glen Davis"
"F",101141,"Ersan Ilyasova"
"F",201147,"Corey Brewer"
"F",202693,"Markieff Morris"
"F",2203,"Shane Battier"
"F",2738,"Andre Iguodala"
"F",200752,"Rudy Gay"
"F",201980,"Danny Green"
"F",201941,"Jordan Hill"
"F",2594,"Kyle Korver"
"F",203114,"Khris Middleton"
"F",1718,"Paul Pierce"
"F",2564,"Boris Diaw"
"F",2743,"Kris Humphries"
"F",203077,"Michael Kidd-Gilchrist"
"F",2544,"LeBron James"
"F",201167,"Arron Afflalo"
"F",2561,"David West"
"F",202695,"Kawhi Leonard"
"F",101107,"Marvin Williams"
"F",201936,"Tyreke Evans"
"F",201574,"Jason Thompson"
"F",202335,"Patrick Patterson"
"F",203082,"Terrence Ross"
"F",203482,"Kelly Olynyk"
"F",202327,"Ekpe Udoh"
"F",2772,"Trevor Ariza"
"F",202341,"James Anderson"
"F",979,"Jermaine O'Neal"
"F",201162,"Jared Dudley"
"F",101123,"Gerald Green"
"F",200761,"Shawne Williams"
"F",202330,"Gordon Hayward"
"F",202329,"Al-Farouq Aminu"
"F",2405,"Amar'e Stoudemire"
"F",2399,"Mike Dunleavy"
"F",201967,"Dante Cunningham"
"F",101154,"Andray Blatche"
"F",200782,"P.J. Tucker"
"F",2210,"Richard Jefferson"
"F",2430,"Carlos Boozer"
"F",203084,"Harrison Barnes"
"F",203141,"Mirza Teletovic"
"F",202970,"Gustavo Ayon"
"F",1882,"Elton Brand"
"F",203507,"Giannis Antetokounmpo"
"F",203486,"Mason Plumlee"
"F",1713,"Vince Carter"
"F",202694,"Marcus Morris Sr."
"F",2694,"Josh Powell"
"F",202697,"Iman Shumpert"
"F",203090,"Maurice Harkless"
"F",203106,"Jeffery Taylor"
"F",201156,"Nick Young"
"F",202344,"Trevor Booker"
"F",2747,"JR Smith"
"F",2365,"Chris Andersen"
"F",203124,"Kyle O'Quinn"
"F",101110,"Martell Webster"
"F",202337,"Luke Babbitt"
"F",202730,"Lavoy Allen"
"F",202399,"Jeff Adrien"
"F",202682,"Derrick Williams"
"F",2400,"Drew Gooden"
"F",201949,"James Johnson"
"F",708,"Kevin Garnett"
"F",2406,"Caron Butler"
"F",203138,"Hollis Thompson"
"F",201589,"Darrell Arthur"
"F",2030,"Kenyon Martin"
"F",1740,"Rashard Lewis"
"F",2419,"Tayshaun Prince"
"F",201229,"Anthony Tolliver"
"F",202700,"Donatas Motiejunas"
"F",201956,"Omri Casspi"
"F",2566,"Travis Outlaw"
"F",101128,"Francisco Garcia"
"F",203094,"Andrew Nicholson"
"F",201563,"Michael Beasley"
"F",201978,"Chase Budinger"
"F",201148,"Brandan Wright"
"F",202333,"Xavier Henry"
"F",203469,"Cody Zeller"
"F",203102,"Arnett Moultrie"
"F",202874,"Chris Wright"
"F",203092,"Tyler Zeller"
"F",200777,"Joel Freeland"
"F",202379,"Jeremy Evans"
"F",203113,"Quincy Miller"
"F",201171,"Carl Landry"
"F",2222,"Gerald Wallace"
"F",2501,"Reggie Evans"
"F",202706,"Jordan Hamilton"
"F",201971,"DeJuan Blair"
"F",2422,"John Salmons"
"F",202686,"Jan Vesely"
"F",202334,"Ed Davis"
"F",201576,"Anthony Randolph"
"F",2449,"Luis Scola"
"F",202363,"Jarvis Varnado"
"F",203118,"Mike Scott"
"F",101187,"Alan Anderson"
"F",200839,"Mike Harris"
"F",2555,"Nick Collison"
"F",203187,"Chris Johnson"
"F",2034,"Mike Miller"
"F",201947,"Earl Clark"
"F",101131,"Jason Maxiell"
"F",203112,"Quincy Acy"
"F",101122,"Danny Granger"
"F",2748,"Dorell Wright"
"F",202347,"Quincy Pondexter"
"F",201965,"Jeff Ayres"
"F",202687,"Bismack Biyombo"
"F",201601,"Luc Mbah a Moute"
"F",1712,"Antawn Jamison"
"F",101236,"Chuck Hayes"
"F",202345,"Damion James"
"F",202087,"Alonzo Gee"
"F",202720,"Jon Leuer"
"F",1897,"Metta World Peace"
"F",203263,"James Nunnally"
"F",203121,"Darius Miller"
"F",202361,"Landry Fields"
"F",203318,"Glen Rice"
"F",201964,"Victor Claver"
"F",203103,"Perry Jones III"
"F",201578,"Marreese Speights"
"F",201946,"Tyler Hansbrough"
"F",203460,"Andre Roberson"
"F",2592,"James Jones"
"F",202197,"Shane Edwards"
"F",203561,"Brandon Davies"
"F",201858,"Cartier Martin"
"F",2617,"Udonis Haslem"
"F",200756,"Hilton Armstrong"
"F",1733,"Al Harrington"
"F",1905,"Andrei Kirilenko"
"F",203109,"Jae Crowder"
"F",203133,"Robbie Hummel"
"F",201973,"Jonas Jerebko"
"F",202725,"Josh Harrellson"
"F",2588,"Matt Bonner"
"F",203461,"Anthony Bennett"
"F",2408,"Melvin Ely"
"F",200779,"Steve Novak"
"F",203080,"Thomas Robinson"
"F",202698,"Chris Singleton"
"F",202962,"Greg Smith"
"F",202719,"Jeremy Tyler"
"F",200811,"Lou Amundson"
"F",2045,"Hedo Turkoglu"
"F",203382,"Aron Baynes"
"F",203548,"Elias Harris"
"F",200780,"Solomon Jones"
"F",202952,"Malcolm Thomas"
"F",101111,"Charlie Villanueva"
"F",203524,"Solomon Hill"
"F",2586,"Keith Bogans"
"F",1536,"Stephen Jackson"
"F",201948,"Austin Daye"
"F",2446,"Rasual Butler"
"F",203498,"Shabazz Muhammad"
"F",101183,"Shavlik Randolph"
"F",203480,"James Southerland"
"F",203091,"Royce White"
"F",203142,"Chris Copeland"
"F",203540,"Gigi Datome"
"F",203129,"Tornike Shengelia"
"F",203502,"Tony Mitchell"
"F",203513,"Erik Murphy"
"F",203490,"Otto Porter Jr."
"F",202620,"Arinze Onuaku"
"F",203467,"Carrick Felix"
"F",2735,"Josh Childress"
"F",202498,"Lance Thomas"
"F",201785,"Othyus Jeffers"
"F",200758,"Ronnie Brewer"
"F",203519,"Adonis Thomas"
"F",203496,"Robert Covington"
"F",201591,"DJ White"
"F",101155,"Ryan Gomes"
"F",203474,"DJ Stephens"
"F",202130,"Reggie Williams"
"F",203183,"Tony Mitchell"
"F",203457,"Nerlens Noel"
"F",203952,"Andrew Wiggins"
"F",201611,"Henry Walker"
"F",2207,"Joe Johnson"
"F",203953,"Jabari Parker"
"F",203940,"Adreian Payne"
"F",201945,"Gerald Henderson"
"F",204028,"Tarik Black"
"F",201568,"Danilo Gallinari"
"F",202703,"Nikola Mirotic"
"F",201150,"Spencer Hawes"
"F",202711,"Bojan Bogdanovic"
"F",203956,"Mitch McGary"
"F",203909,"KJ McDaniels"
"F",203924,"Jerami Grant"
"F",2754,"Tony Allen"
"F",203123,"Kostas Papanikolaou"
"F",203906,"Devyn Marble"
"F",203503,"Tony Snell"
"F",203918,"Rodney Hood"
"F",201595,"Joey Dorsey"
"F",203960,"JaKarr Sampson"
"F",203932,"Aaron Gordon"
"F",200757,"Thabo Sefolosha"
"F",204060,"Joe Ingles"
"F",203544,"Pero Antic"
"F",201158,"Marco Belinelli"
"F",203488,"Mike Muscala"
"F",203921,"Cleanthony Early"
"F",203949,"James Michael McAdoo"
"F",203516,"James Ennis III"
"F",203128,"Furkan Aldemir"
"F",203530,"Joffrey Lauvergne"
"F",203508,"Sergey Karasev"
"F",203928,"Cory Jefferson"
"F",203798,"PJ Hairston"
"F",204037,"Travis Wear"
"F",204014,"Damjan Rudez"
"F",203933,"T.J. Warren"
"F",203943,"Noah Vonleh"
"F",203459,"Allen Crabbe"
"F",203950,"Jarnell Stokes"
"F",203922,"Glenn Robinson III"
"F",203939,"Dwight Powell"
"F",203948,"Johnny O'Bryant III"
"F",203937,"Kyle Anderson"
"F",2853,"Earl Barron"
"F",203963,"Shayne Whittington"
"F",204079,"Drew Gordon"
"F",203926,"Doug McDermott"
"F",203210,"JaMychal Green"
"F",201575,"Brandon Rush"
"F",203923,"James Young"
"F",204022,"Jack Cooley"
"F",203511,"Grant Jerrett"
"F",2563,"Dahntay Jones"
"F",200748,"Tyrus Thomas"
"F",204033,"David Wear"
"F",203946,"Cameron Bairstow"
"F",204054,"Zoran Dragic"
"F",203998,"Bruno Caboclo"
"F",203315,"Toure' Murry"
"F",203961,"Eric Moreland"
"F",203944,"Julius Randle"
"F",202326,"DeMarcus Cousins"
"F",204001,"Kristaps Porzingis"
"F",1626157,"Karl-Anthony Towns"
"F",1626167,"Myles Turner"
"F",203086,"Meyers Leonard"
"F",203476,"Gorgui Dieng"
"F",203991,"Clint Capela"
"F",202083,"Wesley Matthews"
"F",1626159,"Justise Winslow"
"F",203095,"Evan Fournier"
"F",1626251,"Duje Dukan"
"F",203115,"Will Barton"
"F",203156,"Henry Sims"
"F",1626178,"Rondae Hollis-Jefferson"
"F",1626148,"Anthony Brown"
"F",203145,"Kent Bazemore"
"F",202357,"Nemanja Bjelica"
"F",1626171,"Bobby Portis"
"F",977,"Kobe Bryant"
"F",201168,"Tiago Splitter"
"F",101139,"CJ Miles"
"F",1626168,"Trey Lyles"
"F",1626204,"Larry Nance Jr."
"F",1626191,"Chris McCullough"
"F",1626169,"Stanley Johnson"
"F",1627293,"Alex Stepheson"
"F",1626209,"Mario Hezonja"
"F",1626158,"Richaun Holmes"
"F",1626149,"Montrezl Harrell"
"F",1626253,"Axel Toupane"
"F",1626185,"Jarell Martin"
"F",202338,"Kevin Seraphin"
"F",203186,"Willie Reed"
"F",1626210,"Alan Williams"
"F",202362,"Lance Stephenson"
"F",2760,"Anderson Varejao"
"F",1626162,"Kelly Oubre Jr."
"F",201977,"Marcus Thornton"
"F",1626174,"Christian Wood"
"F",203493,"Reggie Bullock"
"F",1626245,"Cristiano Felicio"
"F",202712,"Justin Harper"
"F",203962,"Josh Huestis"
"F",1626147,"Justin Anderson"
"F",203613,"Jonathon Simmons"
"F",203996,"Damien Inglis"
"F",202407,"Elijah Millsap"
"F",203934,"Lamar Patterson"
"F",1626199,"Darrun Hilliard"
"F",201603,"Sonny Weems"
"F",1626155,"Sam Dekker"
"F",204067,"Jarell Eddie"
"F",1626172,"Kevon Looney"
"F",1626146,"Cliff Alexander"
"F",1626175,"Jordan Mickey"
"F",1626266,"JJ O'Brien"
"F",1626183,"Branden Dawson"
"F",203999,"Nikola Jokic"
"F",203967,"Dario Saric"
"F",1627746,"Skal Labissiere"
"F",1627742,"Brandon Ingram"
"F",1627734,"Domantas Sabonis"
"F",1627737,"Marquese Chriss"
"F",203925,"Joe Harris"
"F",1627835,"Paul Zipser"
"F",1627848,"Shawn Long"
"F",1627783,"Pascal Siakam"
"F",1627827,"Dorian Finney-Smith"
"F",1627786,"Troy Williams"
"F",1627747,"Caris LeVert"
"F",1627752,"Taurean Prince"
"F",1627733,"Dragan Bender"
"F",1627767,"Cheick Diallo"
"F",1627884,"Derrick Jones Jr."
"F",1627823,"Juancho Hernangomez"
"F",1627816,"Alex Poythress"
"F",202722,"Davis Bertans"
"F",1627855,"Okaro White"
"F",1627789,"Timothe Luwawu-Cabarrot"
"F",1627748,"Thon Maker"
"F",1626176,"Rakeem Christmas"
"F",1627759,"Jaylen Brown"
"F",1627778,"Chinanu Onuaku"
"F",1627784,"Jarrod Uthoff"
"F",203518,"Alex Abrines"
"F",1627815,"Sheldon Mac"
"F",203107,"Tomas Satoransky"
"F",1626254,"Maurice Ndour"
"F",1627851,"Mindaugas Kuzminskas"
"F",1627761,"DeAndre' Bembry"
"F",1627852,"Nicolas Brussino"
"F",1626192,"Pat Connaughton"
"F",1627740,"Henry Ellenson"
"F",1627738,"Deyonta Davis"
"F",1627849,"Daniel Ochefu"
"F",1627771,"Michael Gbinije"
"F",1627762,"Joel Bolomboy"
"F",1626203,"Treveon Graham"
"F",1627744,"Brice Johnson"
"F",1627774,"Jake Layman"
"F",1627777,"Georges Niang"
"F",1627868,"Patricio Garino"
"F",1627791,"Ben Bentil"
"F",1627787,"Kyle Wiltjer"
"F",202336,"Larry Sanders"
"F",1627732,"Ben Simmons"
"F",1626196,"Josh Richardson"
"F",1628381,"John Collins"
"F",203200,"Justin Holiday"
"F",1628398,"Kyle Kuzma"
"F",1628374,"Lauri Markkanen"
"F",203501,"Tim Hardaway Jr."
"F",1628415,"Dillon Brooks"
"F",202734,"E'Twaun Moore"
"F",1626163,"Frank Kaminsky"
"F",1627756,"Denzel Valentine"
"F",1628021,"David Nwaba"
"F",202705,"MarShon Brooks"
"F",1628371,"Jonathan Isaac"
"F",1628467,"Maxi Kleber"
"F",1628369,"Jayson Tatum"
"F",1628367,"Josh Jackson"
"F",202066,"Garrett Temple"
"F",203966,"Jamil Wilson"
"F",1628397,"Ivan Rabb"
"F",1628464,"Daniel Theis"
"F",1628395,"Jordan Bell"
"F",200755,"JJ Redick"
"F",1628436,"Luke Kornet"
"F",203710,"C.J. Williams"
"F",1628384,"OG Anunoby"
"F",1628389,"Bam Adebayo"
"F",1628380,"Zach Collins"
"F",1627988,"Myke Henry"
"F",1628470,"Torrey Craig"
"F",1627863,"Danuel House Jr."
"F",204179,"Omari Johnson"
"F",1628382,"Justin Jackson"
"F",1628407,"Dwayne Bacon"
"F",1628400,"Semi Ojeleye"
"F",1628502,"Nigel Hayes"
"F",1628439,"Isaiah Hicks"
"F",1628405,"Johnathan Motley"
"F",1626220,"Royce O'Neale"
"F",1628411,"Wes Iwundu"
"F",1628463,"Tyler Cavanaugh"
"F",203585,"Rodney McGruder"
"F",1627782,"Wayne Selden"
"F",1627790,"Ante Zizic"
"F",1626224,"Cedi Osman"
"F",1627883,"Jalen Jones"
"F",1627821,"James Webb III"
"F",1628409,"Alec Peters"
"F",1626181,"Norman Powell"
"F",1627753,"Zhou Qi"
"F",1628451,"Jacob Wiley"
"F",1628421,"Devin Robinson"
"F",1627856,"Matt Costello"
"F",1627846,"Abdel Nader"
"F",1628388,"T.J. Leaf"
"F",1626259,"Malcolm Miller"
"F",1627824,"Guerschon Yabusele"
"F",1628510,"Andrew White III"
"F",204066,"John Holland"
"F",1628403,"Caleb Swanigan"
"F",1627866,"Jameel Warney"
"F",2863,"Damien Wilkins"
"F",1628391,"D.J. Wilson"
"F",1627788,"Furkan Korkmaz"
"F",1628493,"Mangok Mathiang"
"F",1628387,"Ike Anigbogu"
"F",1628035,"Alfonzo McKinnie"
"F",1626205,"Vincent Hunter"
"F",1628399,"Tyler Lydon"
"F",1627772,"Daniel Hamilton"
"F",1628571,"Erik McCree"
"F",1628500,"Ben Moore"
"F",203954,"Joel Embiid"
"F",1628999,"Yante Maten"
"F",1629029,"Luka Doncic"
"F",1629203,"Jemerrio Jones"
"F",1628991,"Jaren Jackson Jr."
"F",1628963,"Marvin Bagley III"
"F",1628969,"Mikal Bridges"
"F",1629045,"Bonzie Colson"
"F",1629026,"Kenrich Williams"
"F",1628995,"Kevin Knox II"
"F",1628970,"Miles Bridges"
"F",1629016,"Omari Spellman"
"F",1629066,"Rodions Kurucs"
"F",1628966,"Keita Bates-Diop"
"F",1628990,"Chandler Hutchison"
"F",1628413,"Jonah Bolden"
"F",1628385,"Harry Giles III"
"F",1629140,"Johnathan Williams"
"F",1628417,"Jaron Blossomgame"
"F",1628972,"Troy Brown Jr."
"F",1629109,"Gary Clark"
"F",1629034,"Ray Spalding"
"F",1629057,"Robert Williams III"
"F",1629033,"Theo Pinson"
"F",1629150,"Emanuel Terry"
"F",1629130,"Duncan Robinson"
"F",1627395,"Julian Washburn"
"F",1628392,"Isaiah Hartenstein"
"F",1629061,"Deng Adel"
"F",1629151,"Ryan Broekhoff"
"F",1628449,"Chris Boucher"
"F",1628656,"Billy Garrett"
"F",1628408,"PJ Dozier"
"F",1628249,"Mitchell Creek"
"F",1629053,"Vincent Edwards"
"F",1629094,"Marcus Derrickson"
"F",1629234,"Drew Eubanks"
"F",1628518,"Amile Jefferson"
"F",1629168,"BJ Johnson"
"F",1628993,"Alize Johnson"
"F",1628994,"George King"
"F",1628961,"Kostas Antetokounmpo"
"F",1629020,"Jarred Vanderbilt"
"F",1629002,"Chimezie Metu"
"F",1629312,"Haywood Highsmith"
"F",1629152,"DeVaughn Akoon-Purcell"
"F",1629058,"Dzanan Musa"
"F",1628982,"Melvin Frazier Jr."
"F",1629055,"Donte Grantham"
"F",1628418,"Thomas Bryant"
"F",1629631,"De'Andre Hunter"
"F",1629023,"P.J. Washington"
"F",1628976,"Wendell Carter Jr."
"F",1628983,"Shai Gilgeous-Alexander"
"F",1629011,"Mitchell Robinson"
"F",1629060,"Rui Hachimura"
"F",1629627,"Zion Williamson"
"F",1628971,"Bruce Brown"
"F",1629628,"RJ Barrett"
"F",1628989,"Kevin Huerter"
"F",203897,"Zach LaVine"
"F",1629675,"Naz Reid"
"F",1629634,"Brandon Clarke"
"F",1629677,"Luka Samanic"
"F",1627814,"Damion Lee"
"F",203087,"Jeremy Lamb"
"F",1629647,"Darius Bazley"
"F",1629645,"Kevin Porter Jr."
"F",1628394,"Anzejs Pasecniks"
"F",201580,"JaVale McGee"
"F",1629672,"Eric Paschall"
"F",1626143,"Jahlil Okafor"
"F",1629629,"Cam Reddish"
"F",1629021,"Moritz Wagner"
"F",201942,"DeMar DeRozan"
"F",1628998,"Cody Martin"
"F",1629308,"Juan Toscano-Anderson"
"F",1629635,"Sekou Doumbouya"
"F",1629637,"Jaxson Hayes"
"F",1629740,"Nicolo Melli"
"F",201149,"Joakim Noah"
"F",1629640,"Keldon Johnson"
"F",1628396,"Tony Bradley"
"F",1629651,"Nicolas Claxton"
"F",1629633,"Jarrett Culver"
"F",1629684,"Grant Williams"
"F",1629680,"Matisse Thybulle"
"F",1629626,"Bol Bol"
"F",1629667,"Jalen McDaniels"
"F",1629743,"Donta Hall"
"F",1628450,"Eric Mika"
"F",1629661,"Cameron Johnson"
"F",1628981,"Bruno Fernando"
"F",1629655,"Daniel Gafford"
"F",1629008,"Michael Porter Jr."
"F",203658,"Norvel Pelle"
"F",1629018,"Gary Trent Jr."
"F",1628997,"Caleb Martin"
"F",1629003,"Shake Milton"
"F",1629719,"Devontae Cacok"
"F",1629004,"Svi Mykhailiuk"
"F",1626195,"Willy Hernangomez"
"F",1628980,"Jacob Evans"
"F",1629103,"Kelan Martin"
"F",1629714,"Jarrell Brantley"
"F",1629735,"Chris Silva"
"F",1628425,"Sterling Brown"
"F",1629022,"Lonnie Walker IV"
"F",1629048,"Goga Bitadze"
"F",1629611,"Terance Mann"
"F",1629678,"Admiral Schofield"
"F",1629671,"Miye Oni"
"F",1629059,"Elie Okobo"
"F",1629642,"Nassir Little"
"F",1629346,"Alen Smailagic"
"F",1629597,"Zylan Cheatham"
"F",1629660,"Ty Jerome"
"F",1629641,"Romeo Langford"
"F",1629742,"Stanton Kidd"
"F",1629599,"Amir Coffey"
"F",1629738,"Vincent Poirier"
"F",1629610,"DaQuan Jeffries"
"F",1629126,"Deonte Burton"
"F",1629117,"Wenyen Gabriel"
"F",1629713,"Justin James"
"F",1629668,"Zach Norvell Jr."
"F",1629662,"Mfiondu Kabengele"
"F",1629734,"Kyle Alexander"
"F",1629752,"Juwan Morgan"
"F",1629750,"Javonte Green"
"F",1629621,"Marial Shayok"
"F",1629745,"Tariq Owens"
"F",1628987,"Kevin Hervey"
"F",203648,"Thanasis Antetokounmpo"
"F",1629729,"Josh Reaves"
"F",1629658,"Jaylen Hoard"
"F",1629644,"KZ Okpala"
"F",1629663,"Louis King"
"F",1629739,"William Howard"
"F",1629139,"Yuta Watanabe"
"F",1629052,"Oshae Brissett"
"F",1629724,"Vic Law"
"F",1629076,"Tyler Cook"
"F",1629731,"Dean Wade"
"F",1628968,"Brian Bowen II"
"F",1628427,"Vlatko Cancar"
"F",1629676,"Isaiah Roby"
"F",1629608,"Dewan Hernandez"
"F",1629649,"Ignas Brazdeikis"
"F",1629622,"Max Strus"
"F",1628419,"Cameron Oliver"
"F",1630191,"Isaiah Stewart"
"F",1630171,"Isaac Okoro"
"F",1630256,"Jae'Sean Tate"
"F",1630166,"Deni Avdija"
"F",1630183,"Jaden McDaniels"
"F",1629643,"Chuma Okeke"
"F",1630273,"Freddie Gillespie"
"F",1630172,"Patrick Williams"
"F",1630214,"Xavier Tillman"
"F",1630230,"Naji Marshall"
"F",1630237,"Anthony Lamb"
"F",1630180,"Saddiq Bey"
"F",1630231,"Kenyon Martin Jr."
"F",1630466,"Gabriel Deck"
"F",1630173,"Precious Achiuwa"
"F",1629603,"Mamadi Diakite"
"F",1630168,"Onyeka Okongwu"
"F",1629685,"Dylan Windler"
"F",1630174,"Aaron Nesmith"
"F",1630170,"Devin Vassell"
"F",1630221,"Josh Hall"
"F",1629606,"Robert Franks"
"F",1629244,"Cameron Reynolds"
"F",1630205,"Lamar Stevens"
"F",1630192,"Zeke Nnaji"
"F",1629681,"Killian Tillie"
"F",1630233,"Nathan Knight"
"F",1630253,"Sean McDermott"
"F",1629007,"Jontay Porter"
"F",1629617,"Reggie Perry"
"F",1630167,"Obi Toppin"
"F",1630238,"Malik Fitts"
"F",1629670,"Jordan Nwora"
"F",1630188,"Jalen Smith"
"F",1630264,"Anthony Gill"
"F",1629686,"Deividas Sirvydis"
"F",1630194,"Paul Reed"
"F",1630189,"Tyler Bey"
"F",1629604,"CJ Elleby"
"F",1630176,"Vernon Carey Jr."
"F",1628962,"Udoka Azubuike"
"F",1630207,"Nate Hinton"
"F",1630218,"Robert Woodard II"
