"","isActive","isRookie","namePlayer","idPlayer","countSeasons","yearSeasonFirst","yearSeasonLast"
"1239",FALSE,FALSE,"Noel Felix",101230,0,2005,2005
"1240",FALSE,FALSE,"Ray Felix",76704,8,1953,1961
"1241",FALSE,FALSE,"Raymond Felton",101109,13,2005,2018
"1242",FALSE,FALSE,"Jake Fendley",76705,1,1951,1952
"1243",FALSE,FALSE,"Bill Fenley",76706,0,1946,1946
"1244",FALSE,FALSE,"Desmond Ferguson",2724,0,2003,2003
"1245",FALSE,FALSE,"Terrance Ferguson",1628390,3,2017,2020
"1246",FALSE,FALSE,"Rudy Fernandez",201164,3,2008,2011
"1247",TRUE,FALSE,"Bruno Fernando",1628981,1,2019,2020
"1248",FALSE,FALSE,"Eric Fernsten",76707,8,1975,1983
"1249",FALSE,FALSE,"Al Ferrari",76708,7,1955,1962
"1250",FALSE,FALSE,"Rolando Ferreira",76709,0,1988,1988
"1251",FALSE,FALSE,"Duane Ferrell",273,10,1988,1998
"1252",TRUE,FALSE,"Yogi Ferrell",1627812,4,2016,2020
"1253",FALSE,FALSE,"Arnie Ferrin",76711,2,1948,1950
"1254",FALSE,FALSE,"Bob Ferry",76712,9,1959,1968
"1255",FALSE,FALSE,"Danny Ferry",198,12,1990,2002
"1256",FALSE,FALSE,"Kyrylo Fesenko",201178,4,2007,2011
"1257",FALSE,FALSE,"Kenny Fields",76713,3,1984,1987
"1258",FALSE,FALSE,"Landry Fields",202361,4,2010,2014
"1259",FALSE,FALSE,"Ron Filipek",76714,0,1967,1967
"1260",FALSE,FALSE,"Greg Fillmore",76715,1,1970,1971
"1261",FALSE,FALSE,"Hank Finkel",76716,8,1966,1974
"1262",FALSE,FALSE,"Michael Finley",714,14,1995,2009
"1263",FALSE,FALSE,"Danny Finn",76717,2,1952,1954
"1264",TRUE,FALSE,"Dorian Finney-Smith",1627827,4,2016,2020
"1265",FALSE,FALSE,"Matt Fish",900,2,1994,1996
"1266",FALSE,FALSE,"Derek Fisher",965,17,1996,2013
"1267",FALSE,FALSE,"Gerald Fitch",2809,0,2005,2005
"1268",FALSE,TRUE,"Malik Fitts",1630238,0,2020,2020
"1269",FALSE,FALSE,"Bob Fitzgerald",76720,2,1946,1948
"1270",FALSE,FALSE,"Dick Fitzgerald",76719,1,1946,1947
"1271",FALSE,FALSE,"Marcus Fizer",2033,5,2000,2005
"1272",FALSE,FALSE,"Jerry Fleishman",76721,6,1946,1952
"1273",FALSE,FALSE,"Al Fleming",76722,0,1977,1977
"1274",FALSE,FALSE,"Ed Fleming",76723,4,1955,1959
"1275",FALSE,FALSE,"Vern Fleming",313,11,1984,1995
"1276",FALSE,FALSE,"Luis Flores",2784,0,2004,2004
"1277",FALSE,FALSE,"Bruce Flowers",76725,0,1982,1982
"1278",FALSE,FALSE,"Sleepy Floyd",76726,12,1982,1994
"1279",FALSE,FALSE,"Jonny Flynn",201938,2,2009,2011
"1280",TRUE,TRUE,"Malachi Flynn",1630201,0,2020,2020
"1281",FALSE,FALSE,"Mike Flynn",76727,1,1976,1977
"1282",FALSE,FALSE,"Larry Fogle",76728,0,1975,1975
"1283",FALSE,FALSE,"Jack Foley",76729,0,1962,1962
"1284",FALSE,FALSE,"Ike Fontaine",1829,0,2001,2001
"1285",FALSE,FALSE,"Levi Fontaine",76731,0,1970,1970
"1286",FALSE,FALSE,"Jeff Foote",202880,0,2011,2011
"1287",TRUE,FALSE,"Bryn Forbes",1627854,4,2016,2020
"1288",FALSE,FALSE,"Gary Forbes",201814,1,2010,2011
"1289",FALSE,FALSE,"Alphonso Ford",76732,1,1993,1994
"1290",FALSE,FALSE,"Alton Ford",2228,2,2001,2003
"1291",FALSE,FALSE,"Chris Ford",76733,9,1972,1981
"1292",FALSE,FALSE,"Don Ford",76734,6,1975,1981
"1293",FALSE,FALSE,"Jake Ford",76735,1,1970,1971
"1294",FALSE,FALSE,"Phil Ford",76736,6,1978,1984
"1295",FALSE,FALSE,"Sharrod Ford",101213,0,2005,2005
"1296",FALSE,FALSE,"Sherell Ford",726,0,1995,1995
"1297",FALSE,FALSE,"T.J. Ford",2551,8,2003,2011
"1298",FALSE,FALSE,"Donnie Forman",76738,0,1948,1948
"1299",FALSE,FALSE,"Bayard Forrest",76739,1,1977,1978
"1300",TRUE,TRUE,"Trent Forrest",1630235,0,2020,2020
"1301",FALSE,FALSE,"Joseph Forte",2218,1,2001,2002
"1302",FALSE,FALSE,"Courtney Fortson",202622,0,2011,2011
"1303",FALSE,FALSE,"Danny Fortson",1504,9,1997,2006
"1304",FALSE,FALSE,"Fred Foster",76740,8,1968,1976
"1305",FALSE,FALSE,"Greg Foster",323,12,1990,2002
"1306",FALSE,FALSE,"Jeff Foster",1902,12,1999,2011
"1307",FALSE,FALSE,"Rod Foster",76742,2,1983,1985
"1308",FALSE,FALSE,"Antonis Fotsis",2238,0,2001,2001
"1309",TRUE,FALSE,"Evan Fournier",203095,8,2012,2020
"1310",FALSE,FALSE,"Larry Foust",76744,11,1950,1961
"1311",FALSE,FALSE,"Jerry Fowler",76745,0,1951,1951
"1312",FALSE,FALSE,"Tremaine Fowlkes",1762,3,2001,2004
"1313",TRUE,FALSE,"De'Aaron Fox",1628368,3,2017,2020
"1314",FALSE,FALSE,"Harold Fox",76746,0,1972,1972
"1315",FALSE,FALSE,"Jim Fox",76747,9,1967,1976
"1316",FALSE,FALSE,"Rick Fox",296,12,1991,2003
"1317",FALSE,FALSE,"Randy Foye",200751,10,2006,2016
"1318",FALSE,FALSE,"Adonal Foyle",1502,12,1997,2009
"1319",FALSE,FALSE,"Richie Frahm",2499,5,2002,2007
"1320",FALSE,FALSE,"Steve Francis",1883,8,1999,2007
"1321",FALSE,FALSE,"Tellis Frank",76748,6,1987,1993
"1322",FALSE,FALSE,"Nat Frankel",76749,0,1946,1946
"1323",FALSE,FALSE,"Jamaal Franklin",203479,1,2013,2014
"1324",FALSE,TRUE,"Robert Franks",1629606,0,2020,2020
"1325",TRUE,FALSE,"Tim Frazier",204025,6,2014,2020
"1326",FALSE,FALSE,"Walt Frazier",76750,12,1967,1979
"1327",FALSE,FALSE,"Will Frazier",76751,0,1965,1965
"1328",FALSE,FALSE,"Michael Frazier II",1626187,1,2018,2019
"1329",FALSE,FALSE,"Melvin Frazier Jr.",1628982,1,2018,2019
"1330",FALSE,FALSE,"Anthony Frederick",76752,3,1988,1991
"1331",FALSE,FALSE,"Jimmer Fredette",202690,7,2011,2018
"1332",FALSE,FALSE,"World Free",76753,12,1975,1987
"1333",FALSE,FALSE,"Joel Freeland",200777,2,2012,2014
"1334",FALSE,FALSE,"Donnie Freeman",76754,0,1975,1975
"1335",FALSE,FALSE,"Gary Freeman",76755,0,1970,1970
"1336",FALSE,FALSE,"Rod Freeman",76756,0,1973,1973
"1337",FALSE,FALSE,"Matt Freije",2782,2,2004,2006
"1338",FALSE,FALSE,"Frido Frey",76757,0,1946,1946
"1339",FALSE,FALSE,"Larry Friend",76758,0,1957,1957
"1340",FALSE,FALSE,"Pat Frink",76759,0,1968,1968
"1341",FALSE,FALSE,"Jim Fritsche",76760,1,1953,1954
"1342",FALSE,FALSE,"Channing Frye",101112,13,2005,2018
"1343",FALSE,FALSE,"Bernie Fryer",76761,1,1973,1974
"1344",FALSE,FALSE,"Frank Fucarino",76762,0,1946,1946
"1345",FALSE,FALSE,"Herm Fuetsch",76763,0,1947,1947
"1346",FALSE,FALSE,"Joe Fulks",76764,7,1946,1953
"1347",FALSE,FALSE,"Hiram Fuller",2673,0,2003,2003
"1348",FALSE,FALSE,"Todd Fuller",957,4,1996,2000
"1349",FALSE,FALSE,"Tony Fuller",76765,0,1980,1980
"1350",TRUE,FALSE,"Markelle Fultz",1628365,3,2017,2020
"1351",FALSE,FALSE,"Lawrence Funderburke",1444,7,1997,2004
"1352",FALSE,FALSE,"Terry Furlow",76767,3,1976,1979
"1353",FALSE,FALSE,"Billy Gabor",76768,5,1949,1954
"1354",TRUE,FALSE,"Wenyen Gabriel",1629117,2,2018,2020
"1355",FALSE,FALSE,"Dan Gadzuric",2429,9,2002,2011
"1356",FALSE,FALSE,"Tony Gaffney",202070,0,2009,2009
"1357",TRUE,FALSE,"Daniel Gafford",1629655,1,2019,2020
"1358",FALSE,FALSE,"Deng Gai",101184,0,2005,2005
"1359",FALSE,FALSE,"Elmer R. Gainer",76769,2,1947,1949
"1360",FALSE,FALSE,"Corey Gaines",76770,6,1988,1994
"1361",FALSE,FALSE,"Reece Gaines",2558,2,2003,2005
"1362",FALSE,FALSE,"Sundiata Gaines",202178,2,2009,2011
"1363",FALSE,FALSE,"Mike Gale",76771,5,1976,1981
"1364",FALSE,FALSE,"Chad Gallagher",76772,0,1993,1993
"1365",FALSE,FALSE,"Harry Gallatin",76773,9,1948,1957
"1366",TRUE,FALSE,"Danilo Gallinari",201568,12,2008,2020
"1367",TRUE,FALSE,"Langston Galloway",204038,6,2014,2020
"1368",FALSE,FALSE,"Dave Gambee",76774,11,1958,1969
"1369",FALSE,FALSE,"Kevin Gamble",333,9,1987,1996
"1370",FALSE,FALSE,"Bob Gantt",76776,0,1946,1946
"1371",FALSE,FALSE,"Jorge Garbajosa",200816,1,2006,2007
"1372",FALSE,FALSE,"Ruben Garces",2092,0,2000,2000
"1373",FALSE,FALSE,"Alex Garcia",2682,1,2003,2004
"1374",FALSE,FALSE,"Francisco Garcia",101128,9,2005,2014
"1375",FALSE,FALSE,"Earl Gardner",76778,0,1948,1948
"1376",FALSE,FALSE,"Thomas Gardner",201242,1,2007,2008
"1377",FALSE,FALSE,"Vern Gardner",76779,2,1949,1951
"1378",FALSE,FALSE,"Jack Garfinkel",76780,2,1946,1948
"1379",FALSE,FALSE,"Patricio Garino",1627868,0,2016,2016
"1380",TRUE,FALSE,"Darius Garland",1629636,1,2019,2020
"1381",FALSE,FALSE,"Gary Garland",76781,0,1979,1979
"1382",FALSE,FALSE,"Winston Garland",76782,7,1987,1994
"1383",FALSE,FALSE,"Dick Garmaker",76783,5,1955,1960
"1384",FALSE,FALSE,"Chris Garner",1612,3,1997,2000
"1385",FALSE,FALSE,"Bill Garnett",76785,3,1982,1985
"1386",FALSE,FALSE,"Kevin Garnett",708,20,1995,2015
"1387",FALSE,FALSE,"Marlon Garnett",1831,0,1998,1998
"1388",FALSE,FALSE,"Billy Garrett",1628656,0,2018,2018
"1389",FALSE,FALSE,"Calvin Garrett",76786,3,1980,1983
"1390",FALSE,FALSE,"Dean Garrett",1051,5,1996,2001
"1391",FALSE,FALSE,"Diante Garrett",203197,1,2012,2013
"1392",FALSE,FALSE,"Eldo Garrett",76788,4,1969,1973
"1393",FALSE,FALSE,"Rowland Garrett",76789,4,1972,1976
"1394",FALSE,FALSE,"Tom Garrick",76790,3,1988,1991
"1395",FALSE,FALSE,"John Garris",76791,0,1983,1983
"1396",FALSE,FALSE,"Kiwane Garris",1619,5,1997,2002
"1397",FALSE,FALSE,"Pat Garrity",1727,9,1998,2007
"1398",FALSE,FALSE,"Jim Garvin",76793,0,1973,1973
"1399",TRUE,FALSE,"Marc Gasol",201188,12,2008,2020
"1400",FALSE,FALSE,"Pau Gasol",2200,17,2001,2018
"1401",FALSE,FALSE,"Frank Gates",76794,0,1949,1949
"1402",FALSE,FALSE,"Chris Gatling",423,10,1991,2001
"1403",FALSE,FALSE,"Kenny Gattison",930,9,1986,1995
"1404",TRUE,FALSE,"Rudy Gay",200752,14,2006,2020
"1405",FALSE,FALSE,"Ed Gayda",76797,0,1950,1950
"1406",FALSE,FALSE,"Andrew Gaze",1845,5,1993,1998
"1407",FALSE,FALSE,"Michael Gbinije",1627771,0,2016,2016
"1408",FALSE,FALSE,"Reggie Geary",1002,1,1996,1997
"1409",FALSE,FALSE,"Alonzo Gee",202087,7,2009,2016
"1410",FALSE,FALSE,"Matt Geiger",761,9,1992,2001
"1411",FALSE,FALSE,"Mickael Gelabale",101153,6,2006,2012
"1412",FALSE,FALSE,"Devean George",1904,10,1999,2009
"1413",FALSE,FALSE,"Jack George",76800,7,1953,1960
"1414",TRUE,FALSE,"Paul George",202331,10,2010,2020
"1415",FALSE,FALSE,"Tate George",76801,4,1990,1994
"1416",FALSE,FALSE,"Marcus Georges-Hunt",1627875,1,2016,2017
"1417",FALSE,FALSE,"Gus Gerard",76802,4,1976,1980
"1418",FALSE,FALSE,"Derrick Gervin",76803,1,1989,1990
"1419",FALSE,FALSE,"George Gervin",76804,9,1976,1985
"1420",FALSE,FALSE,"Gorham Getchell",76805,0,1946,1946
"1421",FALSE,FALSE,"John Gianelli",76806,7,1972,1979
"1422",FALSE,FALSE,"Dick Gibbs",76807,4,1971,1975
"1423",FALSE,FALSE,"Daniel Gibson",200789,6,2006,2012
"1424",FALSE,FALSE,"Dee Gibson",76808,0,1949,1949
"1425",FALSE,FALSE,"Jonathan Gibson",1626780,2,2016,2018
"1426",FALSE,FALSE,"Mel Gibson",76809,0,1963,1963
"1427",FALSE,FALSE,"Mike Gibson",76810,2,1983,1985
"1428",TRUE,FALSE,"Taj Gibson",201959,11,2009,2020
"1429",FALSE,FALSE,"Ward Gibson",76811,0,1949,1949
"1430",FALSE,FALSE,"J.R. Giddens",201592,1,2008,2009
"1431",FALSE,FALSE,"Trey Gilder",201821,0,2009,2009
"1432",TRUE,FALSE,"Harry Giles III",1628385,3,2017,2020
"1433",TRUE,FALSE,"Shai Gilgeous-Alexander",1628983,2,2018,2020
"1434",TRUE,TRUE,"Anthony Gill",1630264,0,2020,2020
"1435",FALSE,FALSE,"Eddie Gill",2109,8,2000,2008
"1436",FALSE,FALSE,"Kendall Gill",383,14,1990,2004
"1437",FALSE,FALSE,"Ben Gillery",76812,0,1988,1988
"1438",TRUE,TRUE,"Freddie Gillespie",1630273,0,2020,2020
"1439",FALSE,FALSE,"Gene Gillette",76813,0,1946,1946
"1440",FALSE,FALSE,"Armen Gilliam",288,12,1987,1999
"1441",FALSE,FALSE,"Herm Gilliam",76815,7,1969,1976
"1442",FALSE,FALSE,"Artis Gilmore",600014,11,1976,1987
"1443",FALSE,FALSE,"Walt Gilmore",76817,0,1970,1970
"1444",FALSE,FALSE,"Chuck Gilmur",76818,4,1946,1950
"1445",FALSE,FALSE,"Manu Ginobili",1938,15,2002,2017
"1446",FALSE,FALSE,"Gordan Giricek",1921,5,2002,2007
"1447",FALSE,FALSE,"Jack Givens",76819,1,1978,1979
"1448",FALSE,FALSE,"Mickell Gladness",202148,0,2011,2011
"1449",FALSE,FALSE,"George Glamack",76820,0,1948,1948
"1450",FALSE,FALSE,"Gerald Glass",76821,5,1990,1995
"1451",FALSE,FALSE,"Mike Glenn",76822,9,1977,1986
"1452",FALSE,FALSE,"Norman Glick",76823,0,1949,1949
"1453",FALSE,FALSE,"Georgi Glouchkov",76824,0,1985,1985
"1454",FALSE,FALSE,"Clarence Glover",76825,0,1971,1971
"1455",FALSE,FALSE,"Dion Glover",1901,5,1999,2004
"1456",FALSE,FALSE,"Andreas Glyniadakis",2601,0,2006,2006
"1457",FALSE,FALSE,"Mike Gminski",76826,13,1980,1993
"1458",TRUE,FALSE,"Rudy Gobert",203497,7,2013,2020
"1459",FALSE,FALSE,"Dan Godfread",76827,1,1990,1991
"1460",FALSE,FALSE,"Tom Gola",76828,10,1955,1965
"1461",FALSE,FALSE,"Ben Goldfaden",76829,0,1946,1946
"1462",FALSE,FALSE,"Anthony Goldwire",924,10,1995,2005
"1463",FALSE,FALSE,"Ryan Gomes",101155,8,2005,2013
"1464",FALSE,FALSE,"Glen Gondrezick",76830,5,1977,1982
"1465",FALSE,FALSE,"Grant Gondrezick",76831,2,1986,1988
"1466",FALSE,FALSE,"Drew Gooden",2400,13,2002,2015
"1467",FALSE,FALSE,"Gail Goodrich",76832,13,1965,1978
"1468",FALSE,FALSE,"Steve Goodrich",1864,2,2000,2002
"1469",FALSE,FALSE,"Archie Goodwin",203462,3,2013,2016
"1470",TRUE,FALSE,"Brandon Goodwin",1629164,2,2018,2020
"1471",FALSE,FALSE,"Wilfred Goodwin",76833,1,1946,1947
"1472",TRUE,FALSE,"Aaron Gordon",203932,6,2014,2020
"1473",FALSE,FALSE,"Ben Gordon",2732,10,2004,2014
"1474",FALSE,FALSE,"Drew Gordon",204079,0,2014,2014
"1475",TRUE,FALSE,"Eric Gordon",201569,12,2008,2020
"1476",FALSE,FALSE,"Lancaster Gordon",76834,3,1984,1987
"1477",FALSE,FALSE,"Paul Gordon",76835,0,1949,1949
"1478",FALSE,FALSE,"Marcin Gortat",101162,11,2007,2018
"1479",FALSE,FALSE,"Leo Gottlieb",76836,1,1946,1947
"1480",FALSE,FALSE,"Andrew Goudelock",202726,4,2011,2015
"1481",FALSE,FALSE,"Bato Govedarica",76837,0,1953,1953
"1482",FALSE,FALSE,"Joe Graboski",76838,13,1948,1961
"1483",FALSE,FALSE,"Ricky Grace",76839,0,1993,1993
"1484",TRUE,FALSE,"Devonte' Graham",1628984,2,2018,2020
"1485",FALSE,FALSE,"Greg Graham",37,4,1993,1997
"1486",FALSE,FALSE,"Joey Graham",101121,5,2005,2010
"1487",FALSE,FALSE,"Mal Graham",76843,1,1967,1968
"1488",FALSE,FALSE,"Orlando Graham",76841,0,1988,1988
"1489",FALSE,FALSE,"Paul Graham",76842,2,1991,1993
"1490",FALSE,FALSE,"Stephen Graham",101211,5,2005,2010
"1491",FALSE,FALSE,"Treveon Graham",1626203,3,2016,2019
"1492",FALSE,FALSE,"Jim Grandholm",76844,0,1990,1990
"1493",FALSE,FALSE,"Ronnie Grandison",97,7,1988,1995
"1494",FALSE,FALSE,"Danny Granger",101122,9,2005,2014
"1495",FALSE,FALSE,"Stewart Granger",76847,3,1983,1986
"1496",FALSE,FALSE,"Brian Grant",258,11,1994,2005
"1497",FALSE,FALSE,"Bud Grant",76850,1,1949,1950
"1498",FALSE,FALSE,"Gary Grant",202,12,1988,2000
"1499",FALSE,FALSE,"Greg Grant",285,6,1989,1995
"1500",FALSE,FALSE,"Harvey Grant",265,10,1988,1998
"1501",FALSE,FALSE,"Horace Grant",270,16,1987,2003
"1502",TRUE,FALSE,"Jerami Grant",203924,6,2014,2020
"1503",FALSE,FALSE,"Jerian Grant",1626170,4,2015,2019
"1504",FALSE,FALSE,"Josh Grant",76852,0,1993,1993
"1505",FALSE,FALSE,"Paul Grant",1514,5,1998,2003
"1506",FALSE,FALSE,"Travis Grant",76853,1,1972,1973
"1507",FALSE,FALSE,"Donte Grantham",1629055,0,2018,2018
"1508",FALSE,FALSE,"Don Grate",76854,0,1949,1949
"1509",FALSE,FALSE,"Butch Graves",76855,0,1984,1984
"1510",FALSE,FALSE,"Aaron Gray",201189,6,2007,2013
"1511",FALSE,FALSE,"Devin Gray",1070,3,1996,1999
"1512",FALSE,FALSE,"Ed Gray",1516,1,1997,1998
"1513",FALSE,FALSE,"Evric Gray",1026,0,1996,1996
"1514",FALSE,FALSE,"Gary Gray",76859,0,1967,1967
"1515",FALSE,FALSE,"Josh Gray",1627982,2,2017,2019
"1516",FALSE,FALSE,"Leonard Gray",76860,2,1974,1976
"1517",FALSE,FALSE,"Stuart Gray",76861,6,1984,1990
"1518",FALSE,FALSE,"Sylvester Gray",76862,0,1988,1988
"1519",FALSE,FALSE,"Wyndol Gray",76863,1,1946,1947
"1520",FALSE,FALSE,"Jeff Grayer",81,9,1988,1997
"1521",FALSE,FALSE,"Bob Greacen",76865,1,1969,1970
"1522",FALSE,FALSE,"A.C. Green",920,15,1985,2000
"1523",TRUE,FALSE,"Danny Green",201980,11,2009,2020
"1524",FALSE,FALSE,"Devin Green",101209,0,2005,2005
"1525",TRUE,FALSE,"Draymond Green",203110,8,2012,2020
"1526",FALSE,FALSE,"Erick Green",203475,1,2014,2015
"1527",FALSE,FALSE,"Gerald Green",101123,13,2005,2018
"1528",TRUE,FALSE,"JaMychal Green",203210,6,2014,2020
"1529",TRUE,FALSE,"Javonte Green",1629750,1,2019,2020
"1530",TRUE,FALSE,"Jeff Green",201145,13,2007,2020
"1531",FALSE,FALSE,"Johnny Green",76867,13,1959,1972
"1532",TRUE,TRUE,"Josh Green",1630182,0,2020,2020
"1533",FALSE,FALSE,"Ken Green",76868,0,1985,1985
"1534",FALSE,FALSE,"Kenny Green",76869,1,1985,1986
"1535",FALSE,FALSE,"Lamar Green",600011,5,1969,1974
"1536",FALSE,FALSE,"Litterial Green",1036,6,1992,1998
"1537",FALSE,FALSE,"Luther Green",76872,0,1972,1972
"1538",FALSE,FALSE,"Mike Green",76873,3,1976,1979
"1539",FALSE,FALSE,"Rickey Green",76874,14,1977,1991
"1540",FALSE,FALSE,"Sean Green",76875,2,1991,1993
"1541",FALSE,FALSE,"Si Green",76877,9,1956,1965
"1542",FALSE,FALSE,"Sidney Green",76876,9,1983,1992
"1543",FALSE,FALSE,"Steve Green",76878,2,1976,1978
"1544",FALSE,FALSE,"Taurean Green",201192,0,2007,2007
"1545",FALSE,FALSE,"Tommy Green",76879,0,1978,1978
"1546",FALSE,FALSE,"Willie Green",2584,11,2003,2014
"1547",FALSE,FALSE,"Donte Greene",201590,4,2008,2012
"1548",FALSE,FALSE,"Orien Greene",101158,5,2005,2010
"1549",FALSE,FALSE,"Jerry Greenspan",76880,1,1963,1964
"1550",FALSE,FALSE,"David Greenwood",76881,11,1979,1990
"1551",FALSE,FALSE,"Hal Greer",76882,14,1958,1972
"1552",FALSE,FALSE,"Lynn Greer",2696,0,2006,2006
"1553",FALSE,FALSE,"Gary Gregor",76883,4,1968,1972
"1554",FALSE,FALSE,"Claude Gregory",76884,2,1985,1987
"1555",FALSE,FALSE,"John Greig",76885,0,1982,1982
"1556",FALSE,FALSE,"Norm Grekin",76886,0,1953,1953
"1557",FALSE,FALSE,"Kevin Grevey",76887,9,1975,1984
"1558",FALSE,FALSE,"Adrian Griffin",1559,8,1999,2007
"1559",TRUE,FALSE,"Blake Griffin",201933,11,2009,2020
"1560",FALSE,FALSE,"Eddie Griffin",2204,5,2001,2006
"1561",FALSE,FALSE,"Greg Griffin",76888,0,1977,1977
"1562",FALSE,FALSE,"Paul Griffin",76889,6,1976,1982
"1563",FALSE,FALSE,"Taylor Griffin",201981,0,2009,2009
"1564",FALSE,FALSE,"Darrell Griffith",76890,10,1980,1990
"1565",FALSE,FALSE,"Chuck Grigsby",76891,0,1954,1954
"1566",FALSE,FALSE,"Derek Grimm",1575,0,1997,1997
"1567",FALSE,FALSE,"George Grimshaw",76893,0,1946,1946
"1568",FALSE,FALSE,"Dick Groat",76894,0,1952,1952
"1569",FALSE,FALSE,"Bob Gross",76895,7,1975,1982
"1570",FALSE,FALSE,"Jerry Grote",76896,0,1964,1964
"1571",FALSE,FALSE,"Alex Groza",76897,1,1949,1950
"1572",FALSE,FALSE,"Anthony Grundy",101219,0,2005,2005
"1573",FALSE,FALSE,"Ernie Grunfeld",76899,8,1977,1985
"1574",FALSE,FALSE,"Gene Guarilia",76900,3,1959,1962
"1575",FALSE,FALSE,"Petur Gudmundsson",76901,7,1981,1988
"1576",FALSE,FALSE,"Marko Guduric",1629741,0,2019,2019
"1577",FALSE,FALSE,"Richie Guerin",76902,13,1956,1969
"1578",FALSE,FALSE,"Tom Gugliotta",339,12,1992,2004
"1579",FALSE,FALSE,"Andres Guibert",76903,1,1993,1994
"1580",FALSE,FALSE,"Jay Guidinger",76904,1,1992,1993
"1581",FALSE,FALSE,"Coulby Gunther",76905,2,1946,1948
"1582",FALSE,FALSE,"Dave Gunther",76906,0,1962,1962
"1583",FALSE,FALSE,"Al Guokas",76907,0,1949,1949
"1584",FALSE,FALSE,"Matt Guokas",76908,9,1966,1975
"1585",FALSE,FALSE,"Matt Guokas",76909,0,1946,1946
"1586",FALSE,FALSE,"Jorge Gutierrez",203268,2,2013,2015
"1587",TRUE,FALSE,"Kyle Guy",1629657,1,2019,2020
"1588",FALSE,FALSE,"A.J. Guyton",2062,2,2000,2002
"1589",FALSE,FALSE,"Ha Ha",2775,1,2004,2005
"1590",TRUE,FALSE,"Rui Hachimura",1629060,1,2019,2020
"1591",FALSE,FALSE,"Rudy Hackett",76910,0,1976,1976
"1592",FALSE,FALSE,"Hamed Haddadi",201632,4,2008,2012
"1593",FALSE,FALSE,"Scott Haffner",76911,1,1989,1990
"1594",FALSE,FALSE,"Cliff Hagan",76912,9,1956,1965
"1595",FALSE,FALSE,"Glenn Hagan",76913,0,1981,1981
"1596",FALSE,TRUE,"Ashton Hagans",1630204,0,2020,2020
"1597",FALSE,FALSE,"Bob Hahn",76914,0,1949,1949
"1598",FALSE,FALSE,"Al Hairston",76915,1,1968,1969
"1599",FALSE,FALSE,"Happy Hairston",76916,10,1964,1974
"1600",FALSE,FALSE,"Lindsay Hairston",76917,0,1975,1975
"1601",FALSE,FALSE,"Malik Hairston",201612,1,2008,2009
"1602",FALSE,FALSE,"PJ Hairston",203798,1,2014,2015
"1603",FALSE,FALSE,"Marcus Haislip",2409,7,2002,2009
"1604",FALSE,FALSE,"Chuck Halbert",76918,4,1946,1950
"1605",FALSE,FALSE,"Harvey Halbrook",76919,1,1960,1961
"1606",FALSE,FALSE,"Bruce Hale",76920,2,1948,1950
"1607",FALSE,FALSE,"Jack Haley",917,9,1988,1997
"1608",TRUE,TRUE,"Tyrese Haliburton",1630169,0,2020,2020
"1609",FALSE,FALSE,"Shaler Halimon",76922,3,1968,1971
"1610",FALSE,FALSE,"Devon Hall",1628985,0,2019,2019
"1611",FALSE,FALSE,"Donta Hall",1629743,1,2019,2020
"1612",TRUE,TRUE,"Josh Hall",1630221,0,2020,2020
"1613",FALSE,FALSE,"Mike Hall",200837,0,2006,2006
"1614",FALSE,FALSE,"Jeff Halliburton",76923,1,1971,1972
"1615",FALSE,FALSE,"Darvin Ham",1032,8,1996,2004
"1616",FALSE,FALSE,"Steve Hamer",984,0,1996,1996
"1617",FALSE,FALSE,"Dale Hamilton",76925,0,1949,1949
"1618",FALSE,FALSE,"Daniel Hamilton",1627772,1,2017,2018
"1619",FALSE,FALSE,"Dennis Hamilton",76926,1,1967,1968
"1620",FALSE,FALSE,"Jordan Hamilton",202706,4,2011,2015
"1621",FALSE,FALSE,"Justin Hamilton",203120,3,2013,2016
"1622",FALSE,FALSE,"Ralph Hamilton",76927,0,1948,1948
"1623",FALSE,FALSE,"Richard Hamilton",1888,13,1999,2012
"1624",FALSE,FALSE,"Roylee Hamilton",76928,1,1979,1980
"1625",FALSE,FALSE,"Steve Hamilton",76929,1,1958,1959
"1626",FALSE,FALSE,"Tang Hamilton",2347,1,2001,2002
"1627",FALSE,FALSE,"Thomas Hamilton",676,7,1995,2002
"1628",FALSE,FALSE,"Zendon Hamilton",1985,5,2000,2005
"1629",FALSE,FALSE,"Geert Hammink",903,2,1993,1995
"1630",FALSE,FALSE,"Tom Hammonds",67,11,1989,2000
"1631",FALSE,FALSE,"AJ Hammons",1627773,0,2016,2016
"1632",TRUE,TRUE,"R.J. Hampton",1630181,0,2020,2020
"1633",FALSE,FALSE,"Darrin Hancock",241,2,1994,1996
"1634",FALSE,FALSE,"Ben Handlogten",1052,1,2003,2004
"1635",FALSE,FALSE,"Cecil Hankins",76935,1,1946,1947
"1636",FALSE,FALSE,"Phil Hankinson",76936,1,1973,1974
"1637",FALSE,FALSE,"Dusty Hannahs",1628605,1,2018,2019
"1638",FALSE,FALSE,"Alex Hannum",76937,7,1949,1956
"1639",FALSE,FALSE,"Don Hanrahan",76938,0,1952,1952
"1640",FALSE,FALSE,"Rollen Hans",76939,1,1953,1954
"1641",FALSE,FALSE,"Ben Hansbrough",203162,0,2012,2012
"1642",FALSE,FALSE,"Tyler Hansbrough",201946,6,2009,2015
"1643",FALSE,FALSE,"Bob Hansen",76942,8,1983,1991
"1644",FALSE,FALSE,"Glenn Hansen",76940,2,1975,1977
