"","test_actual","test_fold","type","test_preds"
"27744",-18.4,"3","w60_tf",-3.97101878582582
"27745",10.7,"3","sn_net_rating_diff",3.99620728744998
"27746",10.7,"3","w60_en",3.05519539841229
"27747",10.7,"3","w_40",4.41934179041031
"27748",10.7,"3","w40_t",4.31813317920263
"27749",10.7,"3","w40_td",4.9938565047122
"27750",10.7,"3","w60_tf",3.52311766361642
"27751",10.5,"3","sn_net_rating_diff",-4.80318071128331
"27752",10.5,"3","w60_en",-4.2130674220533
"27753",10.5,"3","w_40",-5.2124152864548
"27754",10.5,"3","w40_t",-5.62665808086849
"27755",10.5,"3","w40_td",-6.23176801872591
"27756",10.5,"3","w60_tf",-3.07024236836181
"27757",-9.7,"3","sn_net_rating_diff",-3.64282185430749
"27758",-9.7,"3","w60_en",-3.27972174894985
"27759",-9.7,"3","w_40",-3.48408670877946
"27760",-9.7,"3","w40_t",-4.42070120957749
"27761",-9.7,"3","w40_td",-4.23741674424286
"27762",-9.7,"3","w60_tf",-3.80541050402975
"27763",-28.9,"3","sn_net_rating_diff",-5.28666356835657
"27764",-28.9,"3","w60_en",-4.61719233042069
"27765",-28.9,"3","w_40",-5.31632534355344
"27766",-28.9,"3","w40_t",-4.73395529083382
"27767",-28.9,"3","w40_td",-4.63484467278428
"27768",-28.9,"3","w60_tf",-4.89076151370425
"27769",-18.7,"3","sn_net_rating_diff",5.05986957301115
"27770",-18.7,"3","w60_en",4.24095531199615
"27771",-18.7,"3","w_40",4.4256377774518
"27772",-18.7,"3","w40_t",3.9691124599812
"27773",-18.7,"3","w40_td",2.93792981239312
"27774",-18.7,"3","w60_tf",4.73557330293531
"27775",-3.7,"3","sn_net_rating_diff",-6.93050528240564
"27776",-3.7,"3","w60_en",-6.66804707410677
"27777",-3.7,"3","w_40",-6.85826867849447
"27778",-3.7,"3","w40_t",-5.89336468031179
"27779",-3.7,"3","w40_td",-5.82510579183305
"27780",-3.7,"3","w60_tf",-6.62156504234905
"27781",10.2,"3","sn_net_rating_diff",-0.645228140453291
"27782",10.2,"3","w60_en",-1.82640599858403
"27783",10.2,"3","w_40",-0.75540397977426
"27784",10.2,"3","w40_t",-1.88777674641438
"27785",10.2,"3","w40_td",-2.18130673924101
"27786",10.2,"3","w60_tf",-3.64372425779039
"27787",4.6,"3","sn_net_rating_diff",5.05986957301115
"27788",4.6,"3","w60_en",3.35093660384113
"27789",4.6,"3","w_40",4.71793511383533
"27790",4.6,"3","w40_t",4.58002431022474
"27791",4.6,"3","w40_td",4.22248738650675
"27792",4.6,"3","w60_tf",4.25418063525304
"27793",-30,"3","sn_net_rating_diff",5.1565661444258
"27794",-30,"3","w60_en",3.44153006918265
"27795",-30,"3","w_40",4.59649244870242
"27796",-30,"3","w40_t",3.6137992194082
"27797",-30,"3","w40_td",2.82707044645574
"27798",-30,"3","w60_tf",1.35936167739556
"27799",-16.7,"3","sn_net_rating_diff",0.805220430766482
"27800",-16.7,"3","w60_en",0.673535351880052
"27801",-16.7,"3","w_40",0.667856884399279
"27802",-16.7,"3","w40_t",0.705181781694578
"27803",-16.7,"3","w40_td",0.690028714466556
"27804",-16.7,"3","w60_tf",0.67092086259617
"27805",-13.6,"3","sn_net_rating_diff",-12.0554235673822
"27806",-13.6,"3","w60_en",-10.8146030777206
"27807",-13.6,"3","w_40",-11.851033686356
"27808",-13.6,"3","w40_t",-11.5037396019115
"27809",-13.6,"3","w40_td",-11.6073979469391
"27810",-13.6,"3","w60_tf",-10.206796063794
"27811",-6.5,"3","sn_net_rating_diff",0.225041002278573
"27812",-6.5,"3","w60_en",-0.419684337053431
"27813",-6.5,"3","w_40",0.512413534464122
"27814",-6.5,"3","w40_t",0.191921874903514
"27815",-6.5,"3","w40_td",0.506215399686898
"27816",-6.5,"3","w60_tf",-0.718814218057319
"27817",-10.2,"3","sn_net_rating_diff",-11.5719407103089
"27818",-10.2,"3","w60_en",-10.0101744077977
"27819",-10.2,"3","w_40",-10.2996512031937
"27820",-10.2,"3","w40_t",-9.5306259830453
"27821",-10.2,"3","w40_td",-7.67023290643372
"27822",-10.2,"3","w60_tf",-10.5770261533826
"27823",-6.9,"3","sn_net_rating_diff",-20.3713287090422
"27824",-6.9,"3","w60_en",-18.9609591270631
"27825",-6.9,"3","w_40",-19.8921683636676
"27826",-6.9,"3","w40_t",-20.0059140995934
"27827",-6.9,"3","w40_td",-20.1061253147476
"27828",-6.9,"3","w60_tf",-17.4944193296029
"27829",-9.6,"3","sn_net_rating_diff",-6.64041556816169
"27830",-9.6,"3","w60_en",-6.56340697195358
"27831",-9.6,"3","w_40",-7.09286470541613
"27832",-9.6,"3","w40_t",-6.13858871051167
"27833",-9.6,"3","w40_td",-6.85495782167187
"27834",-9.6,"3","w60_tf",-4.98347377640417
"27835",-6.3,"3","sn_net_rating_diff",-7.2205949966496
"27836",-6.3,"3","w60_en",-7.24004617440425
"27837",-6.3,"3","w_40",-6.8178701969783
"27838",-6.3,"3","w40_t",-6.85502956473359
"27839",-6.3,"3","w40_td",-6.92250969781638
"27840",-6.3,"3","w60_tf",-6.8678669299008
"27841",-6.6,"3","sn_net_rating_diff",-9.44461613918659
"27842",-6.6,"3","w60_en",-8.8416978779937
"27843",-6.6,"3","w_40",-9.42017740271306
"27844",-6.6,"3","w40_t",-9.71645776053504
"27845",-6.6,"3","w40_td",-9.89028598316188
"27846",-6.6,"3","w60_tf",-8.34983148260729
"27847",10,"3","sn_net_rating_diff",10.9583604293049
"27848",10,"3","w60_en",9.35349143031914
"27849",10,"3","w_40",10.7411953512056
"27850",10,"3","w40_t",11.1726025063388
"27851",10,"3","w40_td",11.7082632696172
"27852",10,"3","w60_tf",9.43069055099286
"27853",6.2,"3","sn_net_rating_diff",7.7673735726214
"27854",6.2,"3","w60_en",6.37280643137174
"27855",6.2,"3","w_40",7.2455707163577
"27856",6.2,"3","w40_t",7.28235937996935
"27857",6.2,"3","w40_td",7.25932104993758
"27858",6.2,"3","w60_tf",5.46268888792853
"27859",11.5,"3","sn_net_rating_diff",-7.4139881394789
"27860",11.5,"3","w60_en",-6.55171845641311
"27861",11.5,"3","w_40",-7.20122189973142
"27862",11.5,"3","w40_t",-6.45025478461703
"27863",11.5,"3","w40_td",-5.90057008370427
"27864",11.5,"3","w60_tf",-6.51651922264028
"27865",-11.3,"3","sn_net_rating_diff",-8.86443671069868
"27866",-11.3,"3","w60_en",-8.42466117485816
"27867",-11.3,"3","w_40",-8.34820171992601
"27868",-11.3,"3","w40_t",-8.53497315220793
"27869",-11.3,"3","w40_td",-8.0851926956343
"27870",-11.3,"3","w60_tf",-8.09980450506226
"27871",-11.6,"3","sn_net_rating_diff",-9.73470585343054
"27872",-11.6,"3","w60_en",-9.36789278423086
"27873",-11.6,"3","w_40",-9.59159438824741
"27874",-11.6,"3","w40_t",-9.27983073467151
"27875",-11.6,"3","w40_td",-9.84494405856426
"27876",-11.6,"3","w60_tf",-7.86397221089485
"27877",-3.2,"3","sn_net_rating_diff",-1.90228356884376
"27878",-3.2,"3","w60_en",-2.89882068540512
"27879",-3.2,"3","w_40",-2.19612085861921
"27880",-3.2,"3","w40_t",-3.1176916189679
"27881",-3.2,"3","w40_td",-3.76867156362111
"27882",-3.2,"3","w60_tf",-3.34271305041173
"27883",5.8,"3","sn_net_rating_diff",-8.57434699645472
"27884",5.8,"3","w60_en",-7.41996144653983
"27885",5.8,"3","w_40",-8.68289957437628
"27886",5.8,"3","w40_t",-9.87316971539696
"27887",5.8,"3","w40_td",-10.1149400056228
"27888",5.8,"3","w60_tf",-9.3580757228828
"27889",4.1,"3","sn_net_rating_diff",-0.935317854697246
"27890",4.1,"3","w60_en",-0.506427697035843
"27891",4.1,"3","w_40",-0.964459252459366
"27892",4.1,"3","w40_t",-0.407846859730408
"27893",4.1,"3","w40_td",-0.125221976157859
"27894",4.1,"3","w60_tf",-0.148290601304548
"27895",-8.9,"3","sn_net_rating_diff",-8.28425728221077
"27896",-8.9,"3","w60_en",-7.23302617605551
"27897",-8.9,"3","w_40",-8.32489278232861
"27898",-8.9,"3","w40_t",-7.82245283559932
"27899",-8.9,"3","w40_td",-8.4070631518367
"27900",-8.9,"3","w60_tf",-5.75229156405982
"27901",-7,"3","sn_net_rating_diff",4.28629700169394
"27902",-7,"3","w60_en",2.88911752961407
"27903",-7,"3","w_40",4.01617428593048
"27904",-7,"3","w40_t",3.35710701767264
"27905",-7,"3","w40_td",3.27707518321743
"27906",-7,"3","w60_tf",2.29149730144156
"27907",11.1,"3","sn_net_rating_diff",-1.4188007117705
"27908",11.1,"3","w60_en",-1.16371181366239
"27909",11.1,"3","w_40",-2.05737536554061
"27910",11.1,"3","w40_t",-1.33850964532001
"27911",11.1,"3","w40_td",-2.27199957567836
"27912",11.1,"3","w60_tf",-0.810734647524324
"27913",-17.3,"3","sn_net_rating_diff",-14.5695344241631
"27914",-17.3,"3","w60_en",-13.777727490393
"27915",-17.3,"3","w_40",-13.9632850013161
"27916",-17.3,"3","w40_t",-12.9799259555879
"27917",-17.3,"3","w40_td",-13.0238718642306
"27918",-17.3,"3","w60_tf",-13.3582836345999
"27919",2.1,"3","sn_net_rating_diff",-0.935317854697246
"27920",2.1,"3","w60_en",-0.960588951552386
"27921",2.1,"3","w_40",-0.934428704200785
"27922",2.1,"3","w40_t",-0.829674224967481
"27923",2.1,"3","w40_td",-0.706844984209971
"27924",2.1,"3","w60_tf",-0.269946120676429
"27925",20.4,"3","sn_net_rating_diff",5.73674557291371
"27926",20.4,"3","w60_en",6.20182231002059
"27927",20.4,"3","w_40",5.42622170887025
"27928",20.4,"3","w40_t",6.90038225006887
"27929",20.4,"3","w40_td",7.70381501181144
"27930",20.4,"3","w60_tf",8.06359820989221
"27931",5.3,"3","sn_net_rating_diff",-3.73951842572214
"27932",5.3,"3","w60_en",-3.46574044995561
"27933",5.3,"3","w_40",-3.33581675386888
"27934",5.3,"3","w40_t",-3.62068238439577
"27935",5.3,"3","w40_td",-2.76036598868261
"27936",5.3,"3","w60_tf",-2.26601618694071
"27937",7.8,"3","sn_net_rating_diff",-0.451834997623988
"27938",7.8,"3","w60_en",-1.87522040620704
"27939",7.8,"3","w_40",-0.112187932756885
"27940",7.8,"3","w40_t",-0.88993635591756
"27941",7.8,"3","w40_td",-0.875518933176354
"27942",7.8,"3","w60_tf",-0.303412508233436
"27943",7.2,"3","sn_net_rating_diff",7.67067700120675
"27944",7.2,"3","w60_en",7.165963756265
"27945",7.2,"3","w_40",7.03147205561474
"27946",7.2,"3","w40_t",7.86636971635287
"27947",7.2,"3","w40_td",8.68578283623345
"27948",7.2,"3","w60_tf",7.15032896450011
"27949",-20.2,"3","sn_net_rating_diff",-9.15452642494263
"27950",-20.2,"3","w60_en",-9.67955763795891
"27951",-20.2,"3","w_40",-8.29619142641652
"27952",-20.2,"3","w40_t",-9.51448639368305
"27953",-20.2,"3","w40_td",-9.28505745073632
"27954",-20.2,"3","w60_tf",-11.497265047751
"27955",5.5,"3","sn_net_rating_diff",6.31692500140162
"27956",5.5,"3","w60_en",4.12507362673847
"27957",5.5,"3","w_40",6.70400674905611
"27958",5.5,"3","w40_t",6.12420326667828
"27959",5.5,"3","w40_td",7.35773684359097
"27960",5.5,"3","w60_tf",6.16547458429993
"27961",23.3,"3","sn_net_rating_diff",16.2766718571107
"27962",23.3,"3","w60_en",14.3532689634846
"27963",23.3,"3","w_40",14.9004742463826
"27964",23.3,"3","w40_t",15.5407217924313
"27965",23.3,"3","w40_td",16.8429346841607
"27966",23.3,"3","w60_tf",16.9872393746668
"27967",8.2,"3","sn_net_rating_diff",-5.38336013977122
"27968",8.2,"3","w60_en",-5.83466153189065
"27969",8.2,"3","w_40",-5.60890383707883
"27970",8.2,"3","w40_t",-5.19068840215988
"27971",8.2,"3","w40_td",-5.61250550266309
"27972",8.2,"3","w60_tf",-6.20406169347363
"27973",-21.5,"3","sn_net_rating_diff",-9.92809899625984
"27974",-21.5,"3","w60_en",-9.69794205030822
"27975",-21.5,"3","w_40",-8.98193596191679
"27976",-21.5,"3","w40_t",-9.06390207167131
"27977",-21.5,"3","w40_td",-8.81325131242757
"27978",-21.5,"3","w60_tf",-9.39227247043166
"27979",-14.3,"3","sn_net_rating_diff",-11.4752441388943
"27980",-14.3,"3","w60_en",-10.9457893497313
"27981",-14.3,"3","w_40",-11.5550473705707
"27982",-14.3,"3","w40_t",-12.2849539402214
"27983",-14.3,"3","w40_td",-13.9707685067042
"27984",-14.3,"3","w60_tf",-13.7200100864732
"27985",-4.1,"3","sn_net_rating_diff",-6.35032585391773
"27986",-4.1,"3","w60_en",-5.60311935408291
"27987",-4.1,"3","w_40",-5.91522414956426
"27988",-4.1,"3","w40_t",-5.19396996281671
"27989",-4.1,"3","w40_td",-4.70342285709227
"27990",-4.1,"3","w60_tf",-5.51610234431029
"27991",-44.7,"3","sn_net_rating_diff",2.1589724305716
"27992",-44.7,"3","w60_en",0.63210257903817
"27993",-44.7,"3","w_40",1.73887856584038
"27994",-44.7,"3","w40_t",0.683569788612998
"27995",-44.7,"3","w40_td",0.476320910685406
"27996",-44.7,"3","w60_tf",0.482722006958897
"27997",-9.1,"3","sn_net_rating_diff",-8.09086413938146
"27998",-9.1,"3","w60_en",-9.35537714658572
"27999",-9.1,"3","w_40",-8.08528730390656
"28000",-9.1,"3","w40_t",-9.03434063582796
"28001",-9.1,"3","w40_td",-10.3668572020877
"28002",-9.1,"3","w60_tf",-10.3059647292633
"28003",-22.6,"3","sn_net_rating_diff",-12.6356029958701
"28004",-22.6,"3","w60_en",-11.3665704947606
"28005",-22.6,"3","w_40",-11.9752452661022
"28006",-22.6,"3","w40_t",-11.5548371913377
"28007",-22.6,"3","w40_td",-12.3598051951322
"28008",-22.6,"3","w60_tf",-12.9543415997132
"28009",-5.4,"3","sn_net_rating_diff",4.9631730015965
"28010",-5.4,"3","w60_en",4.62793746986215
"28011",-5.4,"3","w_40",3.97209554526042
"28012",-5.4,"3","w40_t",4.42643083445978
"28013",-5.4,"3","w40_td",4.55630900645667
"28014",-5.4,"3","w60_tf",5.55965893873369
"28015",5.1,"3","sn_net_rating_diff",7.28389071554814
"28016",5.1,"3","w60_en",5.538060960143
"28017",5.1,"3","w_40",6.77008267547289
"28018",5.1,"3","w40_t",6.56968789644748
"28019",5.1,"3","w40_td",7.06143618832742
"28020",5.1,"3","w60_tf",9.15094145790357
"28021",1,"3","sn_net_rating_diff",5.54335243008441
"28022",1,"3","w60_en",5.21041889168514
"28023",1,"3","w_40",5.20143130092243
"28024",1,"3","w40_t",5.20492942580502
"28025",1,"3","w40_td",6.32980631888402
"28026",1,"3","w60_tf",6.44579896254632
"28027",-29.8,"3","sn_net_rating_diff",-13.1190858529433
"28028",-29.8,"3","w60_en",-10.7980488138217
"28029",-29.8,"3","w_40",-13.0337263505136
"28030",-29.8,"3","w40_t",-14.0365279002705
"28031",-29.8,"3","w40_td",-15.6369258955744
"28032",-29.8,"3","w60_tf",-15.0320323312983
"28033",-16.1,"3","sn_net_rating_diff",-15.149713852651
"28034",-16.1,"3","w60_en",-14.8697175845831
"28035",-16.1,"3","w_40",-14.0386468892284
"28036",-16.1,"3","w40_t",-15.0878462649027
"28037",-16.1,"3","w40_td",-16.824216216052
"28038",-16.1,"3","w60_tf",-15.8513010877027
"28039",-23.2,"3","sn_net_rating_diff",-15.7298932811389
"28040",-23.2,"3","w60_en",-14.227757423912
"28041",-23.2,"3","w_40",-15.6383594067462
"28042",-23.2,"3","w40_t",-15.0490496541582
"28043",-23.2,"3","w40_td",-17.3060294918548
"28044",-23.2,"3","w60_tf",-17.0831479937789
"28045",-3.2,"3","sn_net_rating_diff",0.225041002278573
"28046",-3.2,"3","w60_en",-1.06027017026966
"28047",-3.2,"3","w_40",-0.0697786944422361
"28048",-3.2,"3","w40_t",-0.98202293871517
"28049",-3.2,"3","w40_td",-1.12594350958749
"28050",-3.2,"3","w60_tf",0.275087657550238
"28051",-13.5,"3","sn_net_rating_diff",3.70611757320603
"28052",-13.5,"3","w60_en",2.56168654926396
"28053",-13.5,"3","w_40",4.16744293554297
"28054",-13.5,"3","w40_t",3.13055364597138
"28055",-13.5,"3","w40_td",5.25584023948723
"28056",-13.5,"3","w60_tf",5.17303504117239
"28057",-4.9,"3","sn_net_rating_diff",4.38299357310859
"28058",-4.9,"3","w60_en",3.32312858946211
"28059",-4.9,"3","w_40",4.96381913880306
"28060",-4.9,"3","w40_t",5.38068044709374
"28061",-4.9,"3","w40_td",7.68966381604241
"28062",-4.9,"3","w60_tf",7.71907205388196
"28063",-8,"3","sn_net_rating_diff",-2.86924928299028
"28064",-8,"3","w60_en",-3.72157781395388
"28065",-8,"3","w_40",-3.1318814626045
"28066",-8,"3","w40_t",-3.93873853256537
"28067",-8,"3","w40_td",-4.30467358496429
"28068",-8,"3","w60_tf",-4.29678247789519
"28069",28.4,"3","sn_net_rating_diff",1.9655792877423
"28070",28.4,"3","w60_en",0.808858001475132
"28071",28.4,"3","w_40",1.77715576063774
"28072",28.4,"3","w40_t",1.65841581548903
"28073",28.4,"3","w40_td",2.68820396853279
"28074",28.4,"3","w60_tf",2.87931170701397
"28075",-28.9,"3","sn_net_rating_diff",-7.0272018538203
"28076",-28.9,"3","w60_en",-7.18987644376569
"28077",-28.9,"3","w_40",-7.43833962068201
"28078",-28.9,"3","w40_t",-7.6602380512952
"28079",-28.9,"3","w40_td",-9.53973134131973
"28080",-28.9,"3","w60_tf",-8.03533831765196
"28081",-3.3,"3","sn_net_rating_diff",-0.741924711867942
"28082",-3.3,"3","w60_en",-1.77642823176265
"28083",-3.3,"3","w_40",-1.13086678649334
"28084",-3.3,"3","w40_t",-1.7738615948711
"28085",-3.3,"3","w40_td",-2.09808657181195
"28086",-3.3,"3","w60_tf",-0.927081958646975
"28087",14.3,"3","sn_net_rating_diff",-6.44702242533239
"28088",14.3,"3","w60_en",-5.61314861921649
"28089",14.3,"3","w_40",-5.46865074861844
"28090",14.3,"3","w40_t",-4.95012359364834
"28091",14.3,"3","w40_td",-4.24965109756703
"28092",14.3,"3","w60_tf",-4.77131012942314
"28093",19.5,"3","sn_net_rating_diff",4.7697798587672
"28094",19.5,"3","w60_en",4.44391877446769
"28095",19.5,"3","w_40",4.82079713572935
"28096",19.5,"3","w40_t",5.37057848323973
"28097",19.5,"3","w40_td",7.36193430753432
"28098",19.5,"3","w60_tf",6.12892792644322
"28099",-2,"3","sn_net_rating_diff",-9.05782985352798
"28100",-2,"3","w60_en",-7.32349022404116
"28101",-2,"3","w_40",-8.84046421103025
"28102",-2,"3","w40_t",-8.55876840595623
"28103",-2,"3","w40_td",-9.84100430442474
"28104",-2,"3","w60_tf",-9.27081053433585
"28105",7.8,"3","sn_net_rating_diff",-3.93291156855144
"28106",7.8,"3","w60_en",-4.12162084178851
"28107",7.8,"3","w_40",-3.96581935965248
"28108",7.8,"3","w40_t",-5.26282359540964
"28109",7.8,"3","w40_td",-5.76373053301017
"28110",7.8,"3","w60_tf",-5.41254477401232
"28111",-8.5,"3","sn_net_rating_diff",-8.18756071079611
"28112",-8.5,"3","w60_en",-7.67339358601068
"28113",-8.5,"3","w_40",-8.42231100885466
"28114",-8.5,"3","w40_t",-9.41396778851017
"28115",-8.5,"3","w40_td",-11.3659262888617
"28116",-8.5,"3","w60_tf",-10.1383802740071
"28117",11.9,"3","sn_net_rating_diff",6.89710442988953
"28118",11.9,"3","w60_en",4.84741066639262
"28119",11.9,"3","w_40",6.4938782248568
"28120",11.9,"3","w40_t",5.72862239069418
"28121",11.9,"3","w40_td",7.41978526756148
"28122",11.9,"3","w60_tf",7.27645649143291
"28123",-2.1,"3","sn_net_rating_diff",-12.7322995672847
"28124",-2.1,"3","w60_en",-11.497458602265
"28125",-2.1,"3","w_40",-11.6640095359751
"28126",-2.1,"3","w40_t",-12.1905692750469
"28127",-2.1,"3","w40_td",-13.6158208919331
"28128",-2.1,"3","w60_tf",-12.1720620934795
"28129",24.3,"3","sn_net_rating_diff",0.998613573595786
"28130",24.3,"3","w60_en",-0.420948682771887
"28131",24.3,"3","w_40",0.979135271331805
"28132",24.3,"3","w40_t",-0.170049203593401
"28133",24.3,"3","w40_td",0.935961578113174
"28134",24.3,"3","w60_tf",0.3222623290676
"28135",5,"3","sn_net_rating_diff",1.48209643066904
"28136",5,"3","w60_en",1.89814314521423
"28137",5,"3","w_40",1.44581435139411
"28138",5,"3","w40_t",2.3997202074934
"28139",5,"3","w40_td",3.70077309691792
"28140",5,"3","w60_tf",3.12606667481553
"28141",-8.5,"3","sn_net_rating_diff",-11.281850996065
"28142",-8.5,"3","w60_en",-9.86478919208399
"28143",-8.5,"3","w_40",-10.5634769637538
"28144",-8.5,"3","w40_t",-10.0875527403199
"28145",-8.5,"3","w40_td",-11.4673428115156
"28146",-8.5,"3","w60_tf",-11.4507453939309
"28147",2.2,"3","sn_net_rating_diff",8.05746328686535
"28148",2.2,"3","w60_en",6.59732181059814
"28149",2.2,"3","w_40",8.11850130921251
"28150",2.2,"3","w40_t",8.51805331533089
"28151",2.2,"3","w40_td",11.6412904739476
"28152",2.2,"3","w60_tf",10.7519092426634
"28153",17.4,"3","sn_net_rating_diff",9.99139471515838
"28154",17.4,"3","w60_en",8.44646252570702
"28155",17.4,"3","w_40",9.34176308210785
"28156",17.4,"3","w40_t",9.52353383326682
"28157",17.4,"3","w40_td",12.2921506082422
"28158",17.4,"3","w60_tf",11.1725430929276
"28159",-12,"3","sn_net_rating_diff",-7.2205949966496
"28160",-12,"3","w60_en",-6.33916194102049
"28161",-12,"3","w_40",-6.83508771131322
"28162",-12,"3","w40_t",-6.74230733457534
"28163",-12,"3","w40_td",-7.65602532197897
"28164",-12,"3","w60_tf",-6.97310309623294
"28165",15.2,"3","sn_net_rating_diff",-0.935317854697246
"28166",15.2,"3","w60_en",-1.48120177773581
"28167",15.2,"3","w_40",-1.07577248467117
"28168",15.2,"3","w40_t",-0.956935461392992
"28169",15.2,"3","w40_td",-0.836031620405507
"28170",15.2,"3","w60_tf",-1.54346787059477
"28171",-6.4,"3","sn_net_rating_diff",-6.93050528240564
"28172",-6.4,"3","w60_en",-6.45806877777715
"28173",-6.4,"3","w_40",-6.73053874656797
"28174",-6.4,"3","w40_t",-6.42151663367507
"28175",-6.4,"3","w40_td",-7.82985230215549
"28176",-6.4,"3","w60_tf",-7.70007110152507
"28177",3,"3","sn_net_rating_diff",8.3475530011093
"28178",3,"3","w60_en",6.24824958207555
"28179",3,"3","w_40",8.41444496819244
"28180",3,"3","w40_t",8.4545141820704
"28181",3,"3","w40_td",11.7468143127771
"28182",3,"3","w60_tf",10.7972007921055
"28183",-20.8,"3","sn_net_rating_diff",-0.258441854794685
"28184",-20.8,"3","w60_en",-0.404311465299583
"28185",-20.8,"3","w_40",0.0265149035163295
"28186",-20.8,"3","w40_t",0.0477682351474922
"28187",-20.8,"3","w40_td",-0.061960278010218
"28188",-20.8,"3","w60_tf",0.100510327177485
"28189",-11.4,"3","sn_net_rating_diff",0.901917002181134
"28190",-11.4,"3","w60_en",0.555855019292411
"28191",-11.4,"3","w_40",1.32640765936925
"28192",-11.4,"3","w40_t",1.31864769136926
"28193",-11.4,"3","w40_td",1.09924822915328
"28194",-11.4,"3","w60_tf",3.00077775930426
"28195",-2.8,"3","sn_net_rating_diff",2.25566900198626
"28196",-2.8,"3","w60_en",1.42345398058345
"28197",-2.8,"3","w_40",2.80504398250682
"28198",-2.8,"3","w40_t",2.84408636751776
"28199",-2.8,"3","w40_td",2.45950528784774
"28200",-2.8,"3","w60_tf",2.33707992882211
"28201",18.3,"3","sn_net_rating_diff",11.5385398577928
"28202",18.3,"3","w60_en",8.3037569384097
"28203",18.3,"3","w_40",13.2286108752471
"28204",18.3,"3","w40_t",12.9835779545038
"28205",18.3,"3","w40_td",11.7153517221902
"28206",18.3,"3","w60_tf",13.1598927698154
"28207",7.1,"3","sn_net_rating_diff",5.25326271584046
"28208",7.1,"3","w60_en",4.40699982947982
"28209",7.1,"3","w_40",6.20360814133343
"28210",7.1,"3","w40_t",6.08151062911692
"28211",7.1,"3","w40_td",5.45096374178261
"28212",7.1,"3","w60_tf",5.0604449788362
"28213",-5.6,"3","sn_net_rating_diff",1.67548957349835
"28214",-5.6,"3","w60_en",0.485337505912827
"28215",-5.6,"3","w_40",2.28522998036754
"28216",-5.6,"3","w40_t",2.06189548520786
"28217",-5.6,"3","w40_td",1.86536891053091
"28218",-5.6,"3","w60_tf",2.31824992245499
"28219",-3.8,"3","sn_net_rating_diff",0.708523859351831
"28220",-3.8,"3","w60_en",0.253235838439968
"28221",-3.8,"3","w_40",1.07398914702354
"28222",-3.8,"3","w40_t",1.14717220181983
"28223",-3.8,"3","w40_td",0.973054938659471
"28224",-3.8,"3","w60_tf",0.118498675364518
"28225",13.8,"3","sn_net_rating_diff",-0.258441854794685
"28226",13.8,"3","w60_en",-1.20157465682343
"28227",13.8,"3","w_40",0.151842391582141
"28228",13.8,"3","w40_t",0.0825278538784406
"28229",13.8,"3","w40_td",0.180052716277982
"28230",13.8,"3","w60_tf",-0.236452240899351
"28231",30.3,"3","sn_net_rating_diff",6.02683528715767
"28232",30.3,"3","w60_en",5.05658031841719
"28233",30.3,"3","w_40",7.05512130322106
"28234",30.3,"3","w40_t",6.89821391639858
"28235",30.3,"3","w40_td",6.3432751092708
"28236",30.3,"3","w60_tf",7.13342493203434
"28237",-18.9,"3","sn_net_rating_diff",-11.1851544246503
"28238",-18.9,"3","w60_en",-9.55452024299607
"28239",-18.9,"3","w_40",-12.0094670107452
"28240",-18.9,"3","w40_t",-12.1042207822199
"28241",-18.9,"3","w40_td",-11.1549676207561
"28242",-18.9,"3","w60_tf",-10.9792332687765
"28243",-10.1,"3","sn_net_rating_diff",-6.54371899674704
"28244",-10.1,"3","w60_en",-5.80507275593292
"28245",-10.1,"3","w_40",-6.82230861394704
"28246",-10.1,"3","w40_t",-6.94436592109588
"28247",-10.1,"3","w40_td",-6.43338910141731
"28248",-10.1,"3","w60_tf",-5.41709721886208
"28249",4.6,"3","sn_net_rating_diff",0.225041002278573
"28250",4.6,"3","w60_en",0.382490937194246
"28251",4.6,"3","w_40",0.379478307506137
"28252",4.6,"3","w40_t",0.859461518481992
"28253",4.6,"3","w40_td",0.749164690588894
"28254",4.6,"3","w60_tf",1.90080906615255
"28255",-6.1,"3","sn_net_rating_diff",-5.57675328260052
"28256",-6.1,"3","w60_en",-5.93219012504338
"28257",-6.1,"3","w_40",-5.75721644879479
"28258",-6.1,"3","w40_t",-6.0145724987021
"28259",-6.1,"3","w40_td",-5.60244136309694
"28260",-6.1,"3","w60_tf",-6.66910667895853
"28261",11.8,"3","sn_net_rating_diff",5.64004900149906
"28262",11.8,"3","w60_en",4.48455522942582
"28263",11.8,"3","w_40",6.48541829429112
"28264",11.8,"3","w40_t",6.36298899520282
"28265",11.8,"3","w40_td",5.77909827260995
"28266",11.8,"3","w60_tf",5.82295367203795
"28267",-2,"3","sn_net_rating_diff",-14.7629275669924
"28268",-2,"3","w60_en",-12.9940596302881
"28269",-2,"3","w_40",-15.8149303102588
"28270",-2,"3","w40_t",-16.1709344029216
"28271",-2,"3","w40_td",-15.2464351297003
"28272",-2,"3","w60_tf",-16.4075456965758
"28273",7.3,"3","sn_net_rating_diff",-6.64041556816169
"28274",7.3,"3","w60_en",-5.94737230458128
"28275",7.3,"3","w_40",-6.5531156513819
"28276",7.3,"3","w40_t",-7.45214745540006
"28277",7.3,"3","w40_td",-6.89148931092465
"28278",7.3,"3","w60_tf",-6.24990333683188
"28279",14.8,"3","sn_net_rating_diff",3.89951071603533
"28280",14.8,"3","w60_en",3.3617385739189
"28281",14.8,"3","w_40",4.33657672738488
"28282",14.8,"3","w40_t",4.70859295175583
