"","test_actual","test_fold","type","test_preds"
"12667",-6.2,"4","sn_net_rating_diff",-0.391386749418926
"12668",-6.2,"4","w60_en",-0.915386925428775
"12669",-6.2,"4","w_40",0.139688903559473
"12670",-6.2,"4","w40_t",0.48503305209905
"12671",-6.2,"4","w40_td",1.08630872590826
"12672",-6.2,"4","w60_tf",-0.774118287345696
"12673",9.4,"4","sn_net_rating_diff",-0.00121180220831762
"12674",9.4,"4","w60_en",-0.73142142934611
"12675",9.4,"4","w_40",0.406542512410179
"12676",9.4,"4","w40_t",0.129471231577035
"12677",9.4,"4","w40_td",1.27070339644619
"12678",9.4,"4","w60_tf",-1.87979539644522
"12679",-5.7,"4","sn_net_rating_diff",2.24229414425268
"12680",-5.7,"4","w60_en",2.08167904735321
"12681",-5.7,"4","w_40",2.34886106064101
"12682",-5.7,"4","w40_t",3.20010671642136
"12683",-5.7,"4","w40_td",3.80346532098293
"12684",-5.7,"4","w60_tf",1.93068582368659
"12685",-11.6,"4","sn_net_rating_diff",-7.02436085199928
"12686",-11.6,"4","w60_en",-5.85634488009558
"12687",-11.6,"4","w_40",-6.9430995004235
"12688",-11.6,"4","w40_t",-6.52983946074843
"12689",-11.6,"4","w40_td",-6.92111563356892
"12690",-11.6,"4","w60_tf",-5.82757146047284
"12691",6,"4","sn_net_rating_diff",0.486506881804944
"12692",6,"4","w60_en",0.95407083761287
"12693",6,"4","w_40",0.656105733112411
"12694",6,"4","w40_t",1.62206269944161
"12695",6,"4","w40_td",2.46830968216005
"12696",6,"4","w60_tf",0.708579124896061
"12697",-8.9,"4","sn_net_rating_diff",-9.65804174567089
"12698",-8.9,"4","w60_en",-7.83389283777224
"12699",-8.9,"4","w_40",-9.19594930397339
"12700",-8.9,"4","w40_t",-8.38879586705017
"12701",-8.9,"4","w40_td",-7.96530406581438
"12702",-8.9,"4","w60_tf",-7.51538399601835
"12703",6.5,"4","sn_net_rating_diff",-5.56120479995949
"12704",6.5,"4","w60_en",-5.65447095037234
"12705",6.5,"4","w_40",-5.00516698893116
"12706",6.5,"4","w40_t",-5.0144969974039
"12707",6.5,"4","w40_td",-4.25091458300502
"12708",6.5,"4","w60_tf",-5.73398140157868
"12709",14,"4","sn_net_rating_diff",5.55878119554286
"12710",14,"4","w60_en",5.35566375427898
"12711",14,"4","w_40",5.3403926142711
"12712",14,"4","w40_t",4.94269568810104
"12713",14,"4","w40_td",5.06457601846701
"12714",14,"4","w60_tf",4.43221042903701
"12715",7.7,"4","sn_net_rating_diff",-7.31699206240723
"12716",7.7,"4","w60_en",-7.80826832188208
"12717",7.7,"4","w_40",-7.54812284078419
"12718",7.7,"4","w40_t",-8.45598742893078
"12719",7.7,"4","w40_td",-9.33696991457445
"12720",7.7,"4","w60_tf",-7.88587349995704
"12721",-8.8,"4","sn_net_rating_diff",-5.56120479995949
"12722",-8.8,"4","w60_en",-4.56815888856432
"12723",-8.8,"4","w_40",-4.45854773015899
"12724",-8.8,"4","w40_t",-4.00744128060252
"12725",-8.8,"4","w40_td",-2.78281379201019
"12726",-8.8,"4","w60_tf",-5.51631132911843
"12727",-7.8,"4","sn_net_rating_diff",-5.36611732635419
"12728",-7.8,"4","w60_en",-6.4281119893364
"12729",-7.8,"4","w_40",-5.99460166029847
"12730",-7.8,"4","w40_t",-8.23023222575133
"12731",-7.8,"4","w40_td",-9.53171262637006
"12732",-7.8,"4","w60_tf",-8.65398939709208
"12733",19.6,"4","sn_net_rating_diff",-10.8285665873027
"12734",19.6,"4","w60_en",-9.436311058326
"12735",19.6,"4","w_40",-10.1448411477398
"12736",19.6,"4","w40_t",-9.46695658764457
"12737",19.6,"4","w40_td",-9.02170900883367
"12738",19.6,"4","w60_tf",-7.83694794224939
"12739",5.9,"4","sn_net_rating_diff",-4.19559248472236
"12740",5.9,"4","w60_en",-4.16986902383216
"12741",5.9,"4","w_40",-4.70493768368993
"12742",5.9,"4","w40_t",-4.45960401473765
"12743",5.9,"4","w40_td",-5.47190547384046
"12744",5.9,"4","w60_tf",-1.6118251009789
"12745",19.2,"4","sn_net_rating_diff",-10.6334791136974
"12746",19.2,"4","w60_en",-9.3793585856821
"12747",19.2,"4","w_40",-9.4887961675026
"12748",19.2,"4","w40_t",-9.02174605669275
"12749",19.2,"4","w40_td",-8.4833298102041
"12750",19.2,"4","w60_tf",-9.1925916885722
"12751",-18.9,"4","sn_net_rating_diff",-6.14646722077541
"12752",-18.9,"4","w60_en",-6.46661373344703
"12753",-18.9,"4","w_40",-6.14991342592263
"12754",-18.9,"4","w40_t",-7.12083366285472
"12755",-18.9,"4","w40_td",-7.59066994249197
"12756",-18.9,"4","w60_tf",-7.39748946796298
"12757",0,"4","sn_net_rating_diff",2.73001282826595
"12758",0,"4","w60_en",3.15847883699987
"12759",0,"4","w_40",3.24753465113519
"12760",0,"4","w40_t",3.96112974775467
"12761",0,"4","w40_td",5.57385920157944
"12762",0,"4","w60_tf",2.7489769050314
"12763",-12.7,"4","sn_net_rating_diff",-7.41453579920989
"12764",-12.7,"4","w60_en",-7.6104874162559
"12765",-12.7,"4","w_40",-6.72041750727255
"12766",-12.7,"4","w40_t",-6.95373914102561
"12767",-12.7,"4","w40_td",-6.66591129089647
"12768",-12.7,"4","w60_tf",-7.32351096057432
"12769",7.2,"4","sn_net_rating_diff",6.82684977397734
"12770",7.2,"4","w60_en",5.18321399435712
"12771",7.2,"4","w_40",6.0272262688882
"12772",7.2,"4","w40_t",5.35968734103227
"12773",7.2,"4","w40_td",5.43534659152326
"12774",7.2,"4","w60_tf",3.88475698322614
"12775",-22,"4","sn_net_rating_diff",-0.586474223024231
"12776",-22,"4","w60_en",-1.02819506931491
"12777",-22,"4","w_40",-1.37347583212584
"12778",-22,"4","w40_t",-1.10069820380827
"12779",-22,"4","w40_td",-1.97493279464808
"12780",-22,"4","w60_tf",-1.32444233858615
"12781",12.4,"4","sn_net_rating_diff",-1.75699906465606
"12782",12.4,"4","w60_en",-1.75983575693788
"12783",12.4,"4","w_40",-1.48730296965091
"12784",12.4,"4","w40_t",-2.05421797642389
"12785",12.4,"4","w40_td",-1.47569288848478
"12786",12.4,"4","w60_tf",-2.32493393113825
"12787",-4,"4","sn_net_rating_diff",-7.90225448322315
"12788",-4,"4","w60_en",-7.25119465980257
"12789",-4,"4","w_40",-7.66536345590647
"12790",-4,"4","w40_t",-6.74911926487404
"12791",-4,"4","w40_td",-6.80684353279491
"12792",-4,"4","w60_tf",-7.15260464431542
"12793",-39.7,"4","sn_net_rating_diff",-4.68331116873562
"12794",-39.7,"4","w60_en",-5.19638998689595
"12795",-39.7,"4","w_40",-4.88660594899087
"12796",-39.7,"4","w40_t",-5.5831512679229
"12797",-39.7,"4","w40_td",-6.69843768881921
"12798",-39.7,"4","w60_tf",-4.72511317875988
"12799",-3.8,"4","sn_net_rating_diff",3.41281898588451
"12800",-3.8,"4","w60_en",4.02039405440749
"12801",-3.8,"4","w_40",3.35483656117793
"12802",-3.8,"4","w40_t",3.60532582739063
"12803",-3.8,"4","w40_td",4.62903546603256
"12804",-3.8,"4","w60_tf",2.03773989350483
"12805",13.5,"4","sn_net_rating_diff",1.36440051302881
"12806",13.5,"4","w60_en",1.60524727902525
"12807",13.5,"4","w_40",1.60497450789649
"12808",13.5,"4","w40_t",2.05824207881813
"12809",13.5,"4","w40_td",3.19576197194653
"12810",13.5,"4","w60_tf",2.46489650891454
"12811",1,"4","sn_net_rating_diff",-11.5113727449213
"12812",1,"4","w60_en",-11.0063623951681
"12813",1,"4","w_40",-11.2722971965828
"12814",1,"4","w40_t",-12.2406791244733
"12815",1,"4","w40_td",-12.9487258039335
"12816",1,"4","w60_tf",-11.6995407921031
"12817",-16,"4","sn_net_rating_diff",-9.17032306165763
"12818",-16,"4","w60_en",-9.61759943455107
"12819",-16,"4","w_40",-8.80367694134488
"12820",-16,"4","w40_t",-8.88760802642913
"12821",-16,"4","w40_td",-9.41901421949028
"12822",-16,"4","w60_tf",-8.05644543395128
"12823",-11.7,"4","sn_net_rating_diff",-3.12261137989319
"12824",-11.7,"4","w60_en",-3.52734059510909
"12825",-11.7,"4","w_40",-2.78303665281423
"12826",-11.7,"4","w40_t",-2.85353406699838
"12827",-11.7,"4","w40_td",-2.710896404891
"12828",-11.7,"4","w60_tf",-3.71620278874704
"12829",13.4,"4","sn_net_rating_diff",11.0212304564914
"12830",13.4,"4","w60_en",9.32252601419859
"12831",13.4,"4","w_40",10.0977946328169
"12832",13.4,"4","w40_t",9.43912498528314
"12833",13.4,"4","w40_td",10.0283900184903
"12834",13.4,"4","w60_tf",9.04950529383653
"12835",-7.1,"4","sn_net_rating_diff",1.94966293384473
"12836",-7.1,"4","w60_en",2.34900414560275
"12837",-7.1,"4","w_40",1.2685730324713
"12838",-7.1,"4","w40_t",1.37748963073714
"12839",-7.1,"4","w40_td",1.31520224424107
"12840",-7.1,"4","w60_tf",2.37001267324358
"12841",5.9,"4","sn_net_rating_diff",-3.90296127431441
"12842",5.9,"4","w60_en",-3.33131035381571
"12843",5.9,"4","w_40",-3.69773403426428
"12844",5.9,"4","w40_t",-3.44101280756454
"12845",5.9,"4","w40_td",-3.50701860702887
"12846",5.9,"4","w60_tf",-3.11208384639274
"12847",-7.2,"4","sn_net_rating_diff",-7.70716700961784
"12848",-7.2,"4","w60_en",-6.77576410399065
"12849",-7.2,"4","w_40",-7.56761393696268
"12850",-7.2,"4","w40_t",-7.05400764939003
"12851",-7.2,"4","w40_td",-7.67154583900019
"12852",-7.2,"4","w60_tf",-7.07677439693303
"12853",-17.4,"4","sn_net_rating_diff",-12.4868101129478
"12854",-17.4,"4","w60_en",-11.3898914045495
"12855",-17.4,"4","w_40",-12.3772888132561
"12856",-17.4,"4","w40_t",-11.9517825593712
"12857",-17.4,"4","w40_td",-13.2443836053312
"12858",-17.4,"4","w60_tf",-11.6871619588317
"12859",-4.8,"4","sn_net_rating_diff",3.12018777547655
"12860",-4.8,"4","w60_en",2.00313026084264
"12861",-4.8,"4","w_40",3.06982766028828
"12862",-4.8,"4","w40_t",2.11773814631814
"12863",-4.8,"4","w40_td",2.50059513904588
"12864",-4.8,"4","w60_tf",2.7872706787675
"12865",3.1,"4","sn_net_rating_diff",-8.97523558805232
"12866",3.1,"4","w60_en",-9.21962405260369
"12867",3.1,"4","w_40",-8.679547853742
"12868",3.1,"4","w40_t",-8.47439458772375
"12869",3.1,"4","w40_td",-9.1201893058239
"12870",3.1,"4","w60_tf",-8.17945928934335
"12871",13,"4","sn_net_rating_diff",-3.80541753751175
"12872",13,"4","w60_en",-3.36835303256668
"12873",13,"4","w_40",-4.06228333443336
"12874",13,"4","w40_t",-3.94521998237256
"12875",13,"4","w40_td",-4.41221821867282
"12876",13,"4","w60_tf",-5.16015935123279
"12877",-9.1,"4","sn_net_rating_diff",-1.65945532785341
"12878",-9.1,"4","w60_en",-2.69445341938681
"12879",-9.1,"4","w_40",-1.17592987942371
"12880",-9.1,"4","w40_t",-1.59429425288422
"12881",-9.1,"4","w40_td",-1.44077628233224
"12882",-9.1,"4","w60_tf",-1.63000064754276
"12883",-6.3,"4","sn_net_rating_diff",-4.87839864234093
"12884",-6.3,"4","w60_en",-5.82930825953005
"12885",-6.3,"4","w_40",-4.54238957990843
"12886",-6.3,"4","w40_t",-5.55475631786406
"12887",-6.3,"4","w40_td",-6.37685504028351
"12888",-6.3,"4","w60_tf",-4.77743195367045
"12889",9.1,"4","sn_net_rating_diff",4.68088756431899
"12890",9.1,"4","w60_en",4.3170946306842
"12891",9.1,"4","w_40",4.22892190808011
"12892",9.1,"4","w40_t",3.63606489797338
"12893",9.1,"4","w40_td",3.97732467094456
"12894",9.1,"4","w60_tf",4.55505688636131
"12895",-13.1,"4","sn_net_rating_diff",-6.24401095757806
"12896",-13.1,"4","w60_en",-5.08875633083543
"12897",-13.1,"4","w_40",-6.39295910880331
"12898",-13.1,"4","w40_t",-6.63067604125814
"12899",-13.1,"4","w40_td",-7.20255204851693
"12900",-13.1,"4","w60_tf",-7.33843615133321
"12901",14.6,"4","sn_net_rating_diff",5.94895614275347
"12902",14.6,"4","w60_en",4.72072936054383
"12903",14.6,"4","w_40",5.6820604096468
"12904",14.6,"4","w40_t",4.7190966888265
"12905",14.6,"4","w40_td",5.99612447014724
"12906",14.6,"4","w60_tf",5.2515070451373
"12907",10.5,"4","sn_net_rating_diff",2.53492535466064
"12908",10.5,"4","w60_en",3.14225680036608
"12909",10.5,"4","w_40",2.19190407350443
"12910",10.5,"4","w40_t",2.37478776703644
"12911",10.5,"4","w40_td",3.33288972659138
"12912",10.5,"4","w60_tf",2.3293847539155
"12913",-27.7,"4","sn_net_rating_diff",-9.75558548247354
"12914",-27.7,"4","w60_en",-9.25238439984148
"12915",-27.7,"4","w_40",-10.0323190557112
"12916",-27.7,"4","w40_t",-9.78756480029553
"12917",-27.7,"4","w40_td",-11.5850786130645
"12918",-27.7,"4","w60_tf",-10.7338725563821
"12919",12.2,"4","sn_net_rating_diff",-2.04963027506401
"12920",12.2,"4","w60_en",-2.72718468819774
"12921",12.2,"4","w_40",-2.33795901490288
"12922",12.2,"4","w40_t",-3.15961511940697
"12923",12.2,"4","w40_td",-4.06836099750612
"12924",12.2,"4","w60_tf",-2.71538713859287
"12925",-4.2,"4","sn_net_rating_diff",-7.02436085199928
"12926",-4.2,"4","w60_en",-7.34525992060998
"12927",-4.2,"4","w_40",-6.49334947738311
"12928",-4.2,"4","w40_t",-6.69568337200245
"12929",-4.2,"4","w40_td",-7.18219988041044
"12930",-4.2,"4","w60_tf",-7.41494594466777
"12931",-21,"4","sn_net_rating_diff",-0.879105433432187
"12932",-21,"4","w60_en",-1.66072383613333
"12933",-21,"4","w_40",-0.686332760135874
"12934",-21,"4","w40_t",-1.52886302002151
"12935",-21,"4","w40_td",-1.13799429259679
"12936",-21,"4","w60_tf",-1.04134017332581
"12937",-12.6,"4","sn_net_rating_diff",-6.53664216798602
"12938",-12.6,"4","w60_en",-4.8669254005292
"12939",-12.6,"4","w_40",-6.26757111366859
"12940",-12.6,"4","w40_t",-5.52766517755334
"12941",-12.6,"4","w40_td",-5.83888036923883
"12942",-12.6,"4","w60_tf",-6.50146178207867
"12943",-8.2,"4","sn_net_rating_diff",-0.00121180220831762
"12944",-8.2,"4","w60_en",0.341330973072839
"12945",-8.2,"4","w_40",-0.431981809393009
"12946",-8.2,"4","w40_t",-0.0726574846732637
"12947",-8.2,"4","w40_td",-0.235720582970487
"12948",-8.2,"4","w60_tf",1.13641285527207
"12949",-7.2,"4","sn_net_rating_diff",-2.82998016948523
"12950",-7.2,"4","w60_en",-2.72773665612504
"12951",-7.2,"4","w_40",-3.15232754505931
"12952",-7.2,"4","w40_t",-2.56258309840879
"12953",-7.2,"4","w40_td",-3.15394254123522
"12954",-7.2,"4","w60_tf",-2.27197600998613
"12955",-4.9,"4","sn_net_rating_diff",-3.90296127431441
"12956",-4.9,"4","w60_en",-3.4604409721813
"12957",-4.9,"4","w_40",-3.65405638779593
"12958",-4.9,"4","w40_t",-4.36641388477775
"12959",-4.9,"4","w40_td",-4.40717527723897
"12960",-4.9,"4","w60_tf",-3.8415653615435
"12961",-12.9,"4","sn_net_rating_diff",1.46194424983147
"12962",-12.9,"4","w60_en",0.639375186669863
"12963",-12.9,"4","w_40",1.34767329014474
"12964",-12.9,"4","w40_t",0.82842781730119
"12965",-12.9,"4","w40_td",1.20168404971731
"12966",-12.9,"4","w60_tf",2.03040299161295
"12967",4.8,"4","sn_net_rating_diff",-2.82998016948523
"12968",4.8,"4","w60_en",-2.25089529729512
"12969",4.8,"4","w_40",-2.44180899904454
"12970",4.8,"4","w40_t",-1.77827961234008
"12971",4.8,"4","w40_td",-0.809153512796411
"12972",4.8,"4","w60_tf",-2.41907042699933
"12973",9.7,"4","sn_net_rating_diff",4.77843130112164
"12974",9.7,"4","w60_en",4.5440883402866
"12975",9.7,"4","w_40",3.47257114553161
"12976",9.7,"4","w40_t",4.69675949819289
"12977",9.7,"4","w40_td",4.81636611727319
"12978",9.7,"4","w60_tf",5.96974105455389
"12979",24.9,"4","sn_net_rating_diff",5.55878119554286
"12980",24.9,"4","w60_en",3.79002018135562
"12981",24.9,"4","w_40",4.78036734519677
"12982",24.9,"4","w40_t",3.84976087444877
"12983",24.9,"4","w40_td",4.92369833425898
"12984",24.9,"4","w60_tf",4.40643529539841
"12985",-14.9,"4","sn_net_rating_diff",5.85141240595082
"12986",-14.9,"4","w60_en",5.29219809085439
"12987",-14.9,"4","w_40",4.80244546338588
"12988",-14.9,"4","w40_t",5.66615404095075
"12989",-14.9,"4","w40_td",5.97718442528032
"12990",-14.9,"4","w60_tf",7.92388270881872
"12991",9,"4","sn_net_rating_diff",-7.90225448322315
"12992",9,"4","w60_en",-6.99330736298074
"12993",9,"4","w_40",-7.30253627385754
"12994",9,"4","w40_t",-6.76385799854381
"12995",9,"4","w40_td",-7.42277166697647
"12996",9,"4","w60_tf",-7.69280261246679
"12997",15.2,"10","sn_net_rating_diff",-5.90161626857935
"12998",15.2,"10","w60_en",-4.6512564124222
"12999",15.2,"10","w_40",-6.31085667339996
"13000",15.2,"10","w40_t",-6.23715157055521
"13001",15.2,"10","w40_td",-5.6548746116267
"13002",15.2,"10","w60_tf",-6.84288610713821
"13003",1.1,"10","sn_net_rating_diff",4.5600609716613
"13004",1.1,"10","w60_en",2.86510764903719
"13005",1.1,"10","w_40",5.49560904249549
"13006",1.1,"10","w40_t",5.47589735132339
"13007",1.1,"10","w40_td",4.60026193065105
"13008",1.1,"10","w60_tf",5.32740599790935
"13009",24.1,"10","sn_net_rating_diff",11.3407777014469
"13010",24.1,"10","w60_en",8.55077357775254
"13011",24.1,"10","w_40",13.1904445870162
"13012",24.1,"10","w40_t",13.0292398239475
"13013",24.1,"10","w40_td",11.4354484899042
"13014",24.1,"10","w60_tf",11.8278759645898
"13015",9.6,"10","sn_net_rating_diff",6.20680646318066
"13016",9.6,"10","w60_en",5.31684742260633
"13017",9.6,"10","w_40",7.21973473439968
"13018",9.6,"10","w40_t",7.44112434229621
"13019",9.6,"10","w40_td",6.35048831768744
"13020",9.6,"10","w60_tf",7.08439647188423
"13021",-0.9,"10","sn_net_rating_diff",6.20680646318066
"13022",-0.9,"10","w60_en",4.40778659194816
"13023",-0.9,"10","w_40",7.40946389307413
"13024",-0.9,"10","w40_t",7.26946846188279
"13025",-0.9,"10","w40_td",6.30990982348243
"13026",-0.9,"10","w60_tf",8.52492883468675
"13027",16.3,"10","sn_net_rating_diff",-0.477042884750868
"13028",16.3,"10","w60_en",-1.21208527334163
"13029",16.3,"10","w_40",-0.248949344936469
"13030",16.3,"10","w40_t",-0.10946706120355
"13031",16.3,"10","w40_td",-0.279864963559132
"13032",16.3,"10","w60_tf",-0.937375691038148
"13033",-41.6,"10","sn_net_rating_diff",-14.7165480173006
"13034",-41.6,"10","w60_en",-12.5324604404974
"13035",-41.6,"10","w_40",-16.1506144159432
"13036",-41.6,"10","w40_t",-16.2044478057039
"13037",-41.6,"10","w40_td",-14.6680687513753
"13038",-41.6,"10","w60_tf",-17.4401937781062
"13039",9.7,"10","sn_net_rating_diff",-4.06113601335183
"13040",9.7,"10","w60_en",-3.19003375367896
"13041",9.7,"10","w_40",-4.38197942958763
"13042",9.7,"10","w40_t",-4.04245238784186
"13043",9.7,"10","w40_td",-3.81901646561583
"13044",9.7,"10","w60_tf",-3.9509098514561
"13045",-14.5,"10","sn_net_rating_diff",4.0757240623909
"13046",-14.5,"10","w60_en",3.34450884364994
"13047",-14.5,"10","w_40",4.80439093416859
"13048",-14.5,"10","w40_t",5.06447254941045
"13049",-14.5,"10","w40_td",4.29167115795629
"13050",-14.5,"10","w60_tf",5.29167222066907
"13051",-8.8,"10","sn_net_rating_diff",-10.6481179794293
"13052",-8.8,"10","w60_en",-9.85771423671193
"13053",-8.8,"10","w_40",-11.3914162202249
"13054",-8.8,"10","w40_t",-11.8011842324394
"13055",-8.8,"10","w40_td",-10.7319344571406
"13056",-8.8,"10","w60_tf",-13.9369880973445
"13057",4.3,"10","sn_net_rating_diff",-0.573910266604948
"13058",4.3,"10","w60_en",-0.934821185962873
"13059",4.3,"10","w_40",-0.169727211873564
"13060",4.3,"10","w40_t",-0.103121297894773
"13061",4.3,"10","w40_td",-0.135026251718099
"13062",4.3,"10","w60_tf",-0.198436269315207
"13063",-6.1,"10","sn_net_rating_diff",6.9817455180133
"13064",-6.1,"10","w60_en",5.25902382014565
"13065",-6.1,"10","w_40",8.07216941284629
"13066",-6.1,"10","w40_t",8.33621370122575
"13067",-6.1,"10","w40_td",7.40112394942755
"13068",-6.1,"10","w60_tf",9.3985234032649
"13069",7.8,"10","sn_net_rating_diff",-0.186440739188627
"13070",7.8,"10","w60_en",-0.91165679557288
"13071",7.8,"10","w_40",0.319281444149143
"13072",7.8,"10","w40_t",-0.20249748991516
"13073",7.8,"10","w40_td",-0.287413516074564
"13074",7.8,"10","w60_tf",-0.769470514321185
"13075",-7.8,"10","sn_net_rating_diff",-4.25487077705999
"13076",-7.8,"10","w60_en",-4.63780145152763
"13077",-7.8,"10","w_40",-4.27322613359084
"13078",-7.8,"10","w40_t",-4.72844850509443
"13079",-7.8,"10","w40_td",-4.45756504851289
"13080",-7.8,"10","w60_tf",-4.91412472307755
"13081",-21.9,"10","sn_net_rating_diff",-7.25775961453647
"13082",-21.9,"10","w60_en",-7.38187266986084
"13083",-21.9,"10","w_40",-7.61446927832937
"13084",-21.9,"10","w40_t",-7.71838799540414
"13085",-21.9,"10","w40_td",-7.15959947242942
"13086",-21.9,"10","w60_tf",-7.32417722685806
"13087",-5.9,"10","sn_net_rating_diff",-6.09535103228751
"13088",-5.9,"10","w60_en",-5.12051587652227
"13089",-5.9,"10","w_40",-6.67281238535264
"13090",-5.9,"10","w40_t",-6.21189656358833
"13091",-5.9,"10","w40_td",-5.86589607159737
"13092",-5.9,"10","w60_tf",-7.69414604254407
"13093",11.8,"10","sn_net_rating_diff",4.0757240623909
"13094",11.8,"10","w60_en",3.08324389325257
"13095",11.8,"10","w_40",4.77999718519616
"13096",11.8,"10","w40_t",4.37846668825953
"13097",11.8,"10","w40_td",3.86083272495516
"13098",11.8,"10","w60_tf",3.82117293419331
"13099",7.4,"10","sn_net_rating_diff",-10.5512505975752
"13100",7.4,"10","w60_en",-8.62452275278806
"13101",7.4,"10","w_40",-11.5673098769934
"13102",7.4,"10","w40_t",-11.2957273816948
"13103",7.4,"10","w40_td",-10.6907496494991
"13104",7.4,"10","w60_tf",-11.8463271136987
"13105",-9.9,"10","sn_net_rating_diff",-5.02980983189263
"13106",-9.9,"10","w60_en",-4.06199546077356
"13107",-9.9,"10","w_40",-5.65374030368134
"13108",-9.9,"10","w40_t",-4.79641822628901
"13109",-9.9,"10","w40_td",-4.67464407754541
"13110",-9.9,"10","w60_tf",-5.09137074619146
"13111",-7.3,"10","sn_net_rating_diff",-4.06113601335183
"13112",-7.3,"10","w60_en",-2.86620464270435
"13113",-7.3,"10","w_40",-4.36933081900934
"13114",-7.3,"10","w40_t",-3.7697234524311
"13115",-7.3,"10","w40_td",-3.62849371760783
"13116",-7.3,"10","w60_tf",-2.77034501157696
"13117",5.5,"10","sn_net_rating_diff",2.13837642530929
"13118",5.5,"10","w60_en",1.42969657257715
"13119",5.5,"10","w_40",2.79482124682213
"13120",5.5,"10","w40_t",2.95136301278953
"13121",5.5,"10","w40_td",2.75270058809519
"13122",5.5,"10","w60_tf",6.13540157819285
"13123",2.1,"10","sn_net_rating_diff",1.75090689789297
"13124",2.1,"10","w60_en",1.09400970570549
"13125",2.1,"10","w_40",2.41784314163576
"13126",2.1,"10","w40_t",2.313018326235
"13127",2.1,"10","w40_td",2.14569620234289
"13128",2.1,"10","w60_tf",3.0451518975459
"13129",-7.8,"10","sn_net_rating_diff",-6.77342270526607
"13130",-7.8,"10","w60_en",-5.91381844985453
"13131",-7.8,"10","w_40",-7.21191053284288
"13132",-7.8,"10","w40_t",-7.20774396172542
"13133",-7.8,"10","w40_td",-6.79274537509876
"13134",-7.8,"10","w60_tf",-8.03483860759013
"13135",24.6,"10","sn_net_rating_diff",3.39765238941234
"13136",24.6,"10","w60_en",2.49024122301169
"13137",24.6,"10","w_40",4.06652890616226
"13138",24.6,"10","w40_t",4.30499218472181
"13139",24.6,"10","w40_td",4.05306105540627
"13140",24.6,"10","w60_tf",4.35145196082268
"13141",-9.8,"10","sn_net_rating_diff",-13.0698025257813
"13142",-9.8,"10","w60_en",-11.2402978866997
"13143",-9.8,"10","w_40",-13.8437491652532
"13144",-9.8,"10","w40_t",-14.0954754816987
"13145",-9.8,"10","w40_td",-13.2696835260168
"13146",-9.8,"10","w60_tf",-15.209512788181
"13147",9.8,"10","sn_net_rating_diff",-4.44860554076815
"13148",9.8,"10","w60_en",-4.80851059580778
"13149",9.8,"10","w_40",-4.33884296913772
"13150",9.8,"10","w40_t",-4.760974553738
"13151",9.8,"10","w40_td",-4.49348391965591
"13152",9.8,"10","w60_tf",-2.96787700669683
"13153",-9.5,"10","sn_net_rating_diff",3.49451977126642
"13154",-9.5,"10","w60_en",2.25939712501014
"13155",-9.5,"10","w_40",4.31978453687172
"13156",-9.5,"10","w40_t",3.93273244249754
"13157",-9.5,"10","w40_td",3.70955181061649
"13158",-9.5,"10","w60_tf",4.87599409232238
"13159",12.9,"10","sn_net_rating_diff",10.0815017373439
"13160",12.9,"10","w60_en",7.57488474512231
"13161",12.9,"10","w_40",11.2890168153137
"13162",12.9,"10","w40_t",11.3148570907652
"13163",12.9,"10","w40_td",10.6124428412963
"13164",12.9,"10","w60_tf",11.5276987478863
"13165",3.2,"10","sn_net_rating_diff",-9.77631154274255
"13166",3.2,"10","w60_en",-8.66388642990407
"13167",3.2,"10","w_40",-10.2455213988735
"13168",3.2,"10","w40_t",-10.4725005150965
"13169",3.2,"10","w40_td",-9.78717692958553
"13170",3.2,"10","w60_tf",-8.94108260826276
"13171",15.6,"10","sn_net_rating_diff",2.13837642530929
"13172",15.6,"10","w60_en",1.93655733930476
"13173",15.6,"10","w_40",2.66878687713124
"13174",15.6,"10","w40_t",2.81639810259436
"13175",15.6,"10","w40_td",2.694291868892
"13176",15.6,"10","w60_tf",4.19488859951199
"13177",-12.4,"10","sn_net_rating_diff",-13.5541394350517
"13178",-12.4,"10","w60_en",-12.0992185539504
"13179",-12.4,"10","w_40",-13.8528457745362
"13180",-12.4,"10","w40_t",-14.7883389261414
"13181",-12.4,"10","w40_td",-13.8221173338969
"13182",-12.4,"10","w60_tf",-15.5937149618676
"13183",32.3,"10","sn_net_rating_diff",-4.93294245003855
"13184",32.3,"10","w60_en",-4.8900667286392
"13185",32.3,"10","w_40",-5.54097459760938
"13186",32.3,"10","w40_t",-5.23286532875034
"13187",32.3,"10","w40_td",-5.32495897895762
"13188",32.3,"10","w60_tf",-5.79405976705982
"13189",-3.3,"10","sn_net_rating_diff",-6.77342270526607
"13190",-3.3,"10","w60_en",-7.49378066672245
"13191",-3.3,"10","w_40",-6.58038347611221
"13192",-3.3,"10","w40_t",-7.53474115187372
"13193",-3.3,"10","w40_td",-7.10091002455432
"13194",-3.3,"10","w60_tf",-7.22409684883309
"13195",-18.3,"10","sn_net_rating_diff",-4.06113601335183
"13196",-18.3,"10","w60_en",-4.19195825333126
"13197",-18.3,"10","w_40",-3.88100410346867
"13198",-18.3,"10","w40_t",-3.99524936405722
"13199",-18.3,"10","w40_td",-3.67038273508118
"13200",-18.3,"10","w60_tf",-5.23220237339648
"13201",-36.4,"10","sn_net_rating_diff",-14.2322111080302
"13202",-36.4,"10","w60_en",-12.5453221468059
"13203",-36.4,"10","w_40",-14.6241362733566
"13204",-36.4,"10","w40_t",-14.8365853649516
