"team_id","team_abbreviation","team_name","gp","w","l","min","min1","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","season"
1610612752,"NYK","New York Knicks",66,21,45,241.89,241.89,93859.92,17.78,9.56,8.21,4.15,4.46,3.85,2019
1610612760,"OKC","Oklahoma City Thunder",72,44,28,242.08,242.08,92827.72,17.58,9.41,8.17,4.07,4.35,3.79,2019
1610612753,"ORL","Orlando Magic",73,33,40,240.68,240.68,95381.36,18.06,9.89,8.18,4.23,4.6,3.86,2019
1610612755,"PHI","Philadelphia 76ers",73,43,30,241.03,241.03,93576.21,17.72,9.67,8.05,4.14,4.39,3.88,2019
1610612756,"PHX","Phoenix Suns",72,34,38,240.69,240.69,96402.72,18.26,9.92,8.33,4.26,4.65,3.87,2019
1610612757,"POR","Portland Trail Blazers",73,34,39,241.03,241.03,92898.9,17.59,9.53,8.07,4.11,4.38,3.84,2019
1610612758,"SAC","Sacramento Kings",71,31,40,242.47,242.47,96909.32,18.35,9.82,8.54,4.23,4.53,3.93,2019
1610612759,"SAS","San Antonio Spurs",70,31,39,242.14,242.14,97694.81,18.5,10.14,8.36,4.3,4.73,3.88,2019
1610612761,"TOR","Toronto Raptors",71,52,19,241.41,241.41,93688.24,17.74,9.35,8.4,4.1,4.39,3.82,2019
1610612762,"UTA","Utah Jazz",72,44,28,241.04,241.04,94133.28,17.83,9.8,8.03,4.16,4.48,3.83,2019
1610612764,"WAS","Washington Wizards",72,25,47,241.04,241.04,96467.36,18.27,9.9,8.37,4.27,4.71,3.85,2019
1610612737,"ATL","Atlanta Hawks",72,41,31,241.73,241.73,93753.6,17.76,9.66,8.1,4.14,4.44,3.83,2020
1610612738,"BOS","Boston Celtics",72,36,36,241.39,241.39,93743.92,17.75,9.54,8.21,4.13,4.44,3.82,2020
1610612751,"BKN","Brooklyn Nets",72,48,24,241.73,241.73,92116.6,17.45,9.37,8.08,4.08,4.48,3.69,2020
1610612766,"CHA","Charlotte Hornets",72,33,39,241.04,241.04,97333.9,18.43,9.94,8.49,4.31,4.7,3.93,2020
1610612741,"CHI","Chicago Bulls",72,31,41,241.39,241.39,96504.68,18.28,9.9,8.37,4.27,4.6,3.94,2020
1610612739,"CLE","Cleveland Cavaliers",72,22,50,242.08,242.08,94172.92,17.84,9.71,8.13,4.16,4.42,3.89,2020
1610612742,"DAL","Dallas Mavericks",72,42,30,240.35,240.35,92460.24,17.51,9.55,7.96,4.15,4.43,3.86,2020
1610612743,"DEN","Denver Nuggets",72,47,25,242.78,242.78,93515.74,17.71,9.59,8.12,4.14,4.4,3.87,2020
1610612765,"DET","Detroit Pistons",72,20,52,242.08,242.08,95428.07,18.07,9.93,8.15,4.24,4.54,3.93,2020
1610612744,"GSW","Golden State Warriors",72,39,33,240.35,240.35,95105.21,18.01,9.53,8.48,4.26,4.67,3.87,2020
1610612745,"HOU","Houston Rockets",72,17,55,240.35,240.35,91461.1,17.32,9.21,8.11,4.11,4.39,3.84,2020
1610612754,"IND","Indiana Pacers",72,34,38,242.43,242.43,99473.22,18.84,10.05,8.79,4.36,4.8,3.94,2020
1610612746,"LAC","LA Clippers",72,47,25,240,240,91390.92,17.31,9.37,7.94,4.09,4.34,3.83,2020
1610612747,"LAL","Los Angeles Lakers",72,42,30,242.43,242.43,92594.47,17.54,9.21,8.32,4.06,4.24,3.88,2020
1610612763,"MEM","Memphis Grizzlies",72,38,34,241.74,241.74,95536.36,18.09,9.56,8.53,4.26,4.57,3.97,2020
1610612748,"MIA","Miami Heat",72,40,32,241.39,241.39,95893.89,18.16,9.76,8.4,4.24,4.59,3.89,2020
1610612749,"MIL","Milwaukee Bucks",72,46,26,240.69,240.69,95551.1,18.1,9.63,8.47,4.23,4.68,3.82,2020
1610612750,"MIN","Minnesota Timberwolves",72,23,49,241.73,241.73,96863.15,18.35,9.92,8.42,4.26,4.63,3.89,2020
1610612740,"NOP","New Orleans Pelicans",72,31,41,242.08,242.08,96932.83,18.36,9.91,8.45,4.28,4.68,3.89,2020
1610612752,"NYK","New York Knicks",72,41,31,242.08,242.08,94978.85,17.99,9.76,8.23,4.21,4.47,3.94,2020
1610612760,"OKC","Oklahoma City Thunder",72,22,50,241.04,241.04,95582.18,18.1,9.97,8.13,4.28,4.67,3.87,2020
1610612753,"ORL","Orlando Magic",72,21,51,240.69,240.69,95780.6,18.14,9.91,8.23,4.26,4.56,3.94,2020
1610612755,"PHI","Philadelphia 76ers",72,49,23,242.08,242.08,95156.33,18.02,9.73,8.3,4.19,4.48,3.9,2020
1610612756,"PHX","Phoenix Suns",72,51,21,242.77,242.77,93951.64,17.79,9.69,8.11,4.17,4.53,3.8,2020
1610612757,"POR","Portland Trail Blazers",72,42,30,240.35,240.35,90025.68,17.05,9.29,7.76,4.06,4.31,3.8,2020
1610612758,"SAC","Sacramento Kings",72,31,41,240.35,240.35,95090.24,18.01,9.62,8.39,4.26,4.59,3.94,2020
1610612759,"SAS","San Antonio Spurs",72,33,39,242.78,242.78,95728.39,18.13,9.78,8.35,4.27,4.57,3.96,2020
1610612761,"TOR","Toronto Raptors",72,27,45,240.35,240.35,96048.83,18.19,9.77,8.42,4.23,4.61,3.87,2020
1610612762,"UTA","Utah Jazz",72,52,20,241.04,241.04,94938.9,17.98,9.8,8.18,4.22,4.6,3.84,2020
1610612764,"WAS","Washington Wizards",72,34,38,241.73,241.73,95184.49,18.03,9.55,8.48,4.26,4.67,3.87,2020
