"player_id","player_name","team_id","team_abbreviation","gp","w","l","min","min1","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","date"
201571,"D.J. Augustin",1610612743,"DEN",1,1,0,12.92,12.92,5009,0.95,0.5,0.45,4.18,4.53,4.79,"10/28/2015"
203081,"Damian Lillard",1610612757,"POR",1,1,0,35.9,35.9,13899,2.63,1.45,1.18,4.35,5.08,3.97,"10/28/2015"
203996,"Damien Inglis",1610612749,"MIL",1,0,1,14.73,14.73,5406,1.02,0.49,0.53,4.07,4.53,3.71,"10/28/2015"
204014,"Damjan Rudez",1610612750,"MIN",1,1,0,4.53,4.53,1832,0.35,0.21,0.14,3.98,5.13,2.75,"10/28/2015"
201568,"Danilo Gallinari",1610612743,"DEN",1,1,0,35.6,35.6,12274,2.32,1.2,1.13,3.89,4.17,3.62,"10/28/2015"
201980,"Danny Green",1610612759,"SAS",1,0,1,29.18,29.18,11755,2.23,1.27,0.95,4.53,5.13,4.3,"10/28/2015"
201967,"Dante Cunningham",1610612740,"NOP",1,0,1,31.35,31.35,12427,2.35,1.24,1.12,4.6,4.97,3.92,"10/28/2015"
201589,"Darrell Arthur",1610612743,"DEN",1,1,0,15.68,15.68,6050,1.15,0.64,0.5,4.23,4.33,4.12,"10/28/2015"
201954,"Darren Collison",1610612758,"SAC",1,0,1,30.37,30.37,11418,2.16,1.2,0.96,4.35,4.74,3.97,"10/28/2015"
101135,"David Lee",1610612742,"DAL",1,1,0,21.95,21.95,7618,1.44,0.72,0.72,3.85,4.73,3.24,"10/28/2015"
2561,"David West",1610612759,"SAS",1,0,1,18,18,6163,1.17,0.61,0.55,4.01,3.99,4.02,"10/28/2015"
201599,"DeAndre Jordan",1610612746,"LAC",1,1,0,27.1,27.1,9610,1.82,0.94,0.88,3.99,3.91,4.06,"10/28/2015"
201942,"DeMar DeRozan",1610612761,"TOR",1,1,0,35.87,35.87,13536,2.56,1.5,1.07,4.35,4.56,4.1,"10/28/2015"
202326,"DeMarcus Cousins",1610612758,"SAC",1,0,1,34.62,34.62,11438,2.17,1.15,1.01,3.83,4.26,3.41,"10/28/2015"
201960,"DeMarre Carroll",1610612761,"TOR",1,1,0,41.18,41.18,14724,2.79,1.51,1.28,4.09,4.13,4.02,"10/28/2015"
101114,"Deron Williams",1610612742,"DAL",1,1,0,20.05,20.05,7941,1.5,0.8,0.7,4.49,4.94,4.07,"10/28/2015"
202324,"Derrick Favors",1610612762,"UTA",1,0,1,34.7,34.7,12632,2.39,1.31,1.08,4.15,4.5,3.8,"10/28/2015"
201565,"Derrick Rose",1610612741,"CHI",1,1,0,29.43,29.43,11379,2.16,1.2,0.96,4.49,4.53,4.43,"10/28/2015"
202682,"Derrick Williams",1610612752,"NYK",1,1,0,21.32,21.32,7865,1.49,0.83,0.66,4.22,4.1,4.36,"10/28/2015"
1626164,"Devin Booker",1610612756,"PHX",1,0,1,21.33,21.33,8418,1.59,0.83,0.76,4.51,5.22,3.96,"10/28/2015"
2734,"Devin Harris",1610612742,"DAL",1,1,0,23.18,23.18,8680,1.64,0.9,0.74,4.15,4.53,3.74,"10/28/2015"
203473,"Dewayne Dedmon",1610612753,"ORL",1,0,1,14.73,14.73,5469,1.04,0.53,0.51,4.08,4.21,3.97,"10/28/2015"
203079,"Dion Waiters",1610612760,"OKC",1,1,0,21.4,21.4,7746,1.47,0.75,0.72,4.21,4,3.87,"10/28/2015"
1717,"Dirk Nowitzki",1610612742,"DAL",1,1,0,20.72,20.72,7191,1.36,0.74,0.62,4.06,4.15,3.4,"10/28/2015"
202388,"Donald Sloan",1610612751,"BKN",1,0,1,15.47,15.47,6546,1.24,0.7,0.54,4.66,5.26,4.01,"10/28/2015"
203926,"Doug McDermott",1610612741,"CHI",1,1,0,20.2,20.2,8247,1.56,0.85,0.71,4.76,5.36,4.16,"10/28/2015"
2400,"Drew Gooden",1610612764,"WAS",1,1,0,19.83,19.83,8124,1.54,0.81,0.73,4.55,4.72,4.37,"10/28/2015"
203939,"Dwight Powell",1610612742,"DAL",1,1,0,17.32,17.32,7151,1.35,0.73,0.63,4.87,4.83,4.21,"10/28/2015"
2548,"Dwyane Wade",1610612748,"MIA",1,1,0,29,29,10642,2.02,1.07,0.94,4.15,4.54,3.76,"10/28/2015"
202734,"E'Twaun Moore",1610612741,"CHI",1,1,0,16.95,16.95,6436,1.22,0.67,0.54,4.3,5.01,3.6,"10/28/2015"
202334,"Ed Davis",1610612757,"POR",1,1,0,29.12,29.12,11262,2.13,1.13,1,4.33,4.54,4.13,"10/28/2015"
203901,"Elfrid Payton",1610612753,"ORL",1,0,1,34.77,34.77,14850,2.81,1.55,1.26,4.85,5.22,4.78,"10/28/2015"
202407,"Elijah Millsap",1610612762,"UTA",1,0,1,9.93,9.93,3881,0.74,0.33,0.4,4.26,3.81,4.68,"10/28/2015"
1626144,"Emmanuel Mudiay",1610612743,"DEN",1,1,0,37.9,37.9,13944,2.64,1.51,1.13,4.13,4.5,3.71,"10/28/2015"
202683,"Enes Kanter",1610612760,"OKC",1,1,0,24.08,24.08,9243,1.75,0.94,0.81,4.5,4.5,4,"10/28/2015"
202339,"Eric Bledsoe",1610612756,"PHX",1,0,1,31.38,31.38,12362,2.34,1.25,1.09,4.4,5.01,4.19,"10/28/2015"
201569,"Eric Gordon",1610612740,"NOP",1,0,1,40.78,40.78,15566,2.95,1.62,1.33,4.28,4.7,3.85,"10/28/2015"
203475,"Erick Green",1610612743,"DEN",1,1,0,1.48,1.48,484,0.09,0.06,0.03,4.04,6.44,0,"10/28/2015"
101141,"Ersan Ilyasova",1610612753,"ORL",1,1,0,21.77,21.77,7565,1.43,0.76,0.67,3.87,4.44,3.86,"10/28/2015"
203095,"Evan Fournier",1610612753,"ORL",1,0,1,26.98,26.98,11106,2.1,1.13,0.97,4.68,5.05,4.33,"10/28/2015"
202323,"Evan Turner",1610612738,"BOS",1,1,0,22.02,22.02,8059,1.53,0.76,0.77,4.09,5.12,3.8,"10/28/2015"
1626163,"Frank Kaminsky",1610612766,"CHA",1,0,1,6.12,6.12,2735,0.52,0.3,0.22,4.94,5.46,4.32,"10/28/2015"
203914,"Gary Harris",1610612743,"DEN",1,1,0,29.48,29.48,11214,2.12,1.05,1.08,4.28,4.13,4.43,"10/28/2015"
202390,"Gary Neal",1610612764,"WAS",1,1,0,18.2,18.2,6915,1.31,0.63,0.68,4.3,4.02,4.57,"10/28/2015"
201588,"George Hill",1610612754,"IND",1,0,1,37.68,37.68,13720,2.6,1.31,1.28,4.14,4.59,3.78,"10/28/2015"
101123,"Gerald Green",1610612748,"MIA",1,1,0,30.42,30.42,11006,2.08,1.07,1.01,4.16,4.68,3.71,"10/28/2015"
