"idGame","slugTeam","namePlayer","groupStartPosition","idTeam","idPlayer","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","fg2m","fg2a","pctFG2","cityTeam","teamName","isStarter","minExact","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus","season"
21200005,"PHI","Jason Richardson","G",1610612755,2202,4,13,0.308,2,7,0.285714285714286,0,2,6,0.333333333333333,"Philadelphia","Jason",TRUE,36.5166666666667,0,0,2,2,4,2,4,3,0,3,10,7,2013
21200005,"PHI","Jrue Holiday","G",1610612755,201950,5,16,0.313,0,3,0,0.8,5,13,0.384615384615385,"Philadelphia","Jrue",TRUE,41.4,4,5,2,4,6,11,2,0,3,3,14,8,2013
21200005,"PHI","Spencer Hawes",NA,1610612755,201150,6,11,0.545,2,3,0.666666666666667,1,4,8,0.5,"Philadelphia","Spencer",TRUE,31.0333333333333,2,2,3,9,12,2,2,5,3,1,16,10,2013
21200005,"PHI","Dorell Wright",NA,1610612755,2748,3,12,0.25,2,8,0.25,1,1,4,0.25,"Philadelphia","Dorell",TRUE,27.6333333333333,6,6,2,5,7,0,2,1,2,1,14,-1,2013
21200005,"PHI","Nick Young",NA,1610612755,201156,3,9,0.333,1,3,0.333333333333333,1,2,6,0.333333333333333,"Philadelphia","Nick",TRUE,18.6833333333333,2,2,0,3,3,0,1,0,1,0,9,-6,2013
21200005,"PHI","Maalik Wayns",NA,1610612755,203146,0,0,0,0,0,0,0,0,0,0,"Philadelphia","Maalik",TRUE,2.51666666666667,0,0,0,0,0,0,0,0,1,0,0,0,2013
21200005,"PHI","Damien Wilkins",NA,1610612755,2863,0,0,0,0,0,0,0,0,0,0,"Philadelphia","Damien",TRUE,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,2013
21200006,"HOU","Chandler Parsons","F",1610612745,202718,3,9,0.333,1,4,0.25,0.8,2,5,0.4,"Houston","Chandler",TRUE,42.4333333333333,4,5,2,5,7,6,0,0,3,3,11,9,2013
21200006,"HOU","Marcus Morris Sr.","F",1610612745,202694,3,10,0.3,0,2,0,0,3,8,0.375,"Houston","Marcus",TRUE,25.6,0,0,4,3,7,1,0,0,2,3,6,-3,2013
21200006,"HOU","Omer Asik","C",1610612745,201600,5,6,0.833,0,0,0,0.333,5,6,0.833333333333333,"Houston","Omer",TRUE,33.0333333333333,2,6,2,7,9,0,1,2,3,2,12,3,2013
21200006,"HOU","James Harden","G",1610612745,201935,14,25,0.56,4,10,0.4,0.833,10,15,0.666666666666667,"Houston","James",TRUE,44.0666666666667,5,6,1,5,6,12,4,1,4,2,37,18,2013
21200006,"HOU","Jeremy Lin","G",1610612745,202391,5,12,0.417,0,2,0,1,5,10,0.5,"Houston","Jeremy",TRUE,35.45,2,2,0,4,4,8,4,0,4,4,12,23,2013
21200006,"HOU","Carlos Delfino",NA,1610612745,2568,5,6,0.833,5,6,0.833333333333333,0,0,0,0,"Houston","Carlos",TRUE,23.9333333333333,0,0,1,6,7,0,1,0,3,3,15,8,2013
21200006,"HOU","Greg Smith",NA,1610612745,202962,4,4,1,0,0,0,1,4,4,1,"Houston","Greg",TRUE,17.0333333333333,2,2,2,3,5,0,2,0,0,5,10,4,2013
21200006,"HOU","Toney Douglas",NA,1610612745,201962,0,5,0,0,2,0,1,0,3,0,"Houston","Toney",TRUE,12.55,2,2,0,0,0,1,0,0,1,1,2,-14,2013
21200006,"HOU","Daequan Cook",NA,1610612745,201161,0,2,0,0,1,0,0,0,1,0,"Houston","Daequan",TRUE,5.9,0,0,0,0,0,0,0,0,0,1,0,-3,2013
21200006,"DET","Tayshaun Prince","F",1610612765,2419,4,9,0.444,0,1,0,1,4,8,0.5,"Detroit","Tayshaun",TRUE,32.3666666666667,4,4,0,4,4,1,1,0,1,0,12,-8,2013
21200006,"DET","Jason Maxiell","F",1610612765,101131,4,7,0.571,0,0,0,1,4,7,0.571428571428571,"Detroit","Jason",TRUE,24,2,2,4,4,8,0,0,2,2,2,10,4,2013
21200006,"DET","Greg Monroe","C",1610612765,202328,7,13,0.538,0,0,0,0,7,13,0.538461538461538,"Detroit","Greg",TRUE,35.1166666666667,0,3,2,6,8,4,3,0,4,4,14,-9,2013
21200006,"DET","Rodney Stuckey","G",1610612765,201155,1,10,0.1,0,3,0,0.875,1,7,0.142857142857143,"Detroit","Rodney",TRUE,36.7833333333333,7,8,0,2,2,6,1,0,0,0,9,-19,2013
21200006,"DET","Brandon Knight","G",1610612765,202688,5,15,0.333,1,4,0.25,0.667,4,11,0.363636363636364,"Detroit","Brandon",TRUE,36.75,4,6,0,4,4,4,1,0,2,0,15,-12,2013
21200006,"DET","Kim English",NA,1610612765,203119,3,6,0.5,2,4,0.5,0,1,2,0.5,"Detroit","Kim",TRUE,13.7833333333333,0,0,0,0,0,3,2,0,1,1,8,8,2013
21200006,"DET","Jonas Jerebko",NA,1610612765,201973,2,7,0.286,0,1,0,1,2,6,0.333333333333333,"Detroit","Jonas",TRUE,19.5333333333333,3,3,4,0,4,1,1,0,0,2,7,-10,2013
21200006,"DET","Kyle Singler",NA,1610612765,202713,4,5,0.8,2,2,1,0,2,3,0.666666666666667,"Detroit","Kyle",TRUE,15.6333333333333,0,0,0,2,2,0,0,1,1,0,10,-1,2013
21200006,"DET","Will Bynum",NA,1610612765,101198,4,6,0.667,1,1,1,0,3,5,0.6,"Detroit","Will",TRUE,13.15,0,0,0,2,2,2,1,0,3,4,9,2,2013
21200006,"DET","Andre Drummond",NA,1610612765,203083,1,1,1,0,0,0,0,1,1,1,"Detroit","Andre",TRUE,12.8833333333333,0,0,0,2,2,0,2,1,2,2,2,0,2013
21200007,"SAC","James Johnson","F",1610612758,201949,1,8,0.125,0,1,0,0,1,7,0.142857142857143,"Sacramento","James",TRUE,21.4666666666667,0,0,2,1,3,1,3,0,4,3,2,-13,2013
21200007,"SAC","Jason Thompson","F",1610612758,201574,3,6,0.5,0,0,0,1,3,6,0.5,"Sacramento","Jason",TRUE,27.5833333333333,2,2,3,5,8,2,0,1,0,4,8,-2,2013
21200007,"SAC","DeMarcus Cousins","C",1610612758,202326,7,14,0.5,0,0,0,0,7,14,0.5,"Sacramento","DeMarcus",TRUE,25.0333333333333,0,0,3,4,7,1,3,2,7,4,14,-12,2013
21200007,"SAC","Tyreke Evans","G",1610612758,201936,8,13,0.615,1,2,0.5,1,7,11,0.636363636363636,"Sacramento","Tyreke",TRUE,39.0833333333333,4,4,1,7,8,3,0,1,2,3,21,1,2013
21200007,"SAC","Isaiah Thomas","G",1610612758,202738,3,8,0.375,2,3,0.666666666666667,1,1,5,0.2,"Sacramento","Isaiah",TRUE,24.7166666666667,2,2,0,0,0,1,0,0,3,1,10,-6,2013
21200007,"SAC","Marcus Thornton",NA,1610612758,201977,5,15,0.333,1,6,0.166666666666667,0.8,4,9,0.444444444444444,"Sacramento","Marcus",TRUE,31.8,4,5,0,4,4,2,1,0,0,1,15,1,2013
21200007,"SAC","Thomas Robinson",NA,1610612758,203080,1,5,0.2,0,0,0,0.5,1,5,0.2,"Sacramento","Thomas",TRUE,21.55,1,2,1,2,3,0,1,0,3,3,3,1,2013
21200007,"SAC","Aaron Brooks",NA,1610612758,201166,3,10,0.3,1,3,0.333333333333333,0,2,7,0.285714285714286,"Sacramento","Aaron",TRUE,23.2833333333333,0,1,0,3,3,1,1,0,0,6,7,0,2013
21200007,"SAC","Francisco Garcia",NA,1610612758,101128,2,3,0.667,1,2,0.5,0,1,1,1,"Sacramento","Francisco",TRUE,7.66666666666667,0,0,0,1,1,0,0,0,0,1,5,0,2013
21200007,"SAC","Chuck Hayes",NA,1610612758,101236,1,2,0.5,0,0,0,0,1,2,0.5,"Sacramento","Chuck",TRUE,17.7166666666667,0,0,1,2,3,3,1,1,0,3,2,-2,2013
