"","nameTable","typeMeasure","modeSearch","slugSeason","yearSeason","typeSeason","idPlayer","namePlayer","idPlayer1","typeFilter","gp","pctWins","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","gpRank","pctWinsRank","minutesRank","fgmRank","fgaRank","pctFGRank","fg3mRank","fg3aRank","pctFG3Rank","pctFTRank","fg2m","fg2a","pctFG2","wins","losses","minutes","ftm","fta","oreb","dreb","treb","ast","tov","stl","blk","pf","pfd","pts","plusminus","fptsNBAActual","dd2","winsRank","lossesRank","rankFTM","rankFTA","orebRank","drebRank","trebRank","astRank","tovRank","stlRank","blkRank","blkaRank","pfRank","pfdRank","ptsRank","plusminusRank","fptsRank","dd2Rank","td3Rank","blka","td3","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
"1","ByHalfPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"First Half",51,0.333,1.6,4.1,0.393,0.7,2,0.35,0.8,1,2,1,1,1,1,2,2,1,1,0.9,2.1,0.428571428571429,17,34,9.2,0.5,0.6,0.1,1.6,1.7,0.5,0.3,0.1,0.2,1,0.5,4.4,1,7.8,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"2","ByHalfPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Second Half",41,0.366,1.3,4,0.315,0.7,2.5,0.28,0.75,2,1,2,2,2,2,1,1,2,2,0.6,1.5,0.4,15,26,7.9,0.4,0.5,0,1.7,1.7,0.3,0.1,0.1,0.2,0.7,0.4,3.6,-2.8,6.8,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,NA,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"3","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"1",51,0.333,0.8,1.9,0.421,0.3,1,0.3,0.5,1,2,4,3,4,1,4,4,2,4,0.5,0.9,0.555555555555556,17,34,4.4,0.1,0.2,NA,0.7,0.8,0.2,0.1,0.1,0.1,0.4,0.1,2,0.8,3.7,1,1,1,4,4,1,4,4,4,3,1,2,2,4,4,3,1,3,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"4","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"2",49,0.327,0.9,2.4,0.371,0.4,1.1,0.363636363636364,0.909,2,4,2,2,2,2,3,3,1,1,0.5,1.3,0.384615384615385,16,33,5,0.4,0.4,NA,0.9,1,0.3,0.1,0,0.1,0.6,0.4,2.5,0.2,4.3,1,2,2,1,2,4,3,3,1,1,4,3,2,1,1,2,2,2,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"5","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"3",36,0.333,0.6,2.3,0.272,0.5,1.6,0.3125,0.667,3,2,1,4,3,4,1,1,4,3,0.1,0.7,0.142857142857143,12,24,5.2,0.1,0.2,NA,1,1,0.2,0,0,0.1,0.4,0.2,1.8,-1.7,3.5,1,4,3,3,3,3,2,2,2,4,3,4,1,3,3,4,3,4,1,1,0.1,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"6","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"4",31,0.419,1,2.7,0.357,0.4,1.4,0.285714285714286,0.786,4,1,3,1,1,3,2,2,3,2,0.6,1.3,0.461538461538461,13,18,4.5,0.4,0.5,NA,1.1,1.1,0.2,0.1,0.1,0.2,0.4,0.3,2.7,-1.8,5,1,3,4,2,1,2,1,1,3,2,2,1,2,2,2,1,4,1,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"7","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Tied",40,0.375,0.4,0.8,0.455,0.2,0.4,0.5,0.75,3,2,6,5,6,1,5,6,1,4,0.2,0.4,0.5,15,25,1.5,0.1,0.1,0,0.3,0.3,0.1,0.1,0,0.1,0.1,0.1,1,0.6,1.6,1,3,3,5,5,3,6,6,6,5,4,5,2,6,6,6,4,6,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"8","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"1 - 5 Points",49,0.327,1.2,3.1,0.373,0.5,1.8,0.277777777777778,0.792,1,3,1,2,2,3,2,2,4,3,0.7,1.3,0.538461538461538,16,33,7.2,0.4,0.5,0.1,1.2,1.2,0.2,0.1,0.1,0.1,0.8,0.4,3.2,-0.4,5.6,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,5,2,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"9","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"6 - 10 Points",49,0.327,0.5,1.3,0.4,0.3,0.7,0.428571428571429,0.615,1,3,4,3,5,2,3,4,2,5,0.2,0.6,0.333333333333333,16,33,3.4,0.2,0.3,0,0.7,0.7,0.1,0.1,0,0.1,0.3,0.1,1.5,-2.6,2.9,1,1,1,3,3,3,5,5,4,4,3,4,2,3,5,3,6,4,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"10","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"11 - 15 Points",31,0.29,0.5,1.9,0.267,0.3,1,0.3,1,4,6,3,4,3,6,4,3,5,1,0.2,0.9,0.222222222222222,9,22,3.5,0.1,0.1,0,0.8,0.8,0.2,0.2,0.1,0.1,0.3,0.1,1.4,1.2,3.1,1,4,4,4,4,3,3,3,3,1,2,3,2,4,4,4,1,3,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"11","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"16 - 20 Points",16,0.313,0.4,1.4,0.273,0.1,0.6,0.166666666666667,1,5,5,5,5,4,5,6,5,6,1,0.3,0.8,0.375,5,11,3.2,0.3,0.3,0.1,0.8,0.8,0.1,0,0,0,0.3,0.3,1.2,0.9,2.4,1,5,5,2,2,2,4,4,5,6,4,6,1,5,2,5,2,5,1,1,0.1,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"12","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"more than 20 Points",10,0.5,1.5,4.3,0.349,0.8,2.5,0.32,0,6,1,2,1,1,4,1,1,3,6,0.7,1.8,0.388888888888889,5,5,5.1,0,0,0,1.3,1.3,0.3,0.1,0,0.3,0.5,0.3,3.8,0.6,6.6,1,5,6,6,6,3,1,1,1,3,4,1,2,2,3,1,3,1,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"13","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Behind more than 20 Points",5,0,0.8,3.4,0.235,0.4,2.2,0.181818181818182,0,10,10,6,3,2,9,2,2,9,9,0.4,1.2,0.333333333333333,0,5,3.4,0,0,0,1.4,1.4,0,0.2,0,0,0.2,0.2,2,2.6,3.5,1,10,9,9,9,4,1,1,11,2,6,8,2,9,5,3,1,3,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"14","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Behind 16 - 20 Points",10,0,0.5,1.5,0.333,0.1,0.6,0.166666666666667,1,8,10,9,5,5,7,11,9,10,1,0.4,0.9,0.444444444444444,0,10,2.9,0.4,0.4,0,0.6,0.6,0.1,0,0,0,0.3,0.4,1.5,0.5,2.4,1,10,7,1,1,4,8,8,8,8,6,8,2,6,1,4,6,8,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"15","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Behind 11 - 15 Points",17,0.059,0.6,2.6,0.227,0.2,1.4,0.142857142857143,0,6,9,2,4,3,10,6,3,10,9,0.4,1.2,0.333333333333333,1,16,4.8,0,0,0,0.9,0.9,0.3,0.1,0.1,0.1,0.4,0.1,1.4,2.1,3.4,1,9,5,9,9,4,4,4,2,3,1,6,2,4,11,6,2,4,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"16","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Behind 6 - 10 Points",29,0.138,0.4,1.1,0.394,0.2,0.6,0.333333333333333,0.667,4,8,7,8,10,5,5,7,4,7,0.2,0.5,0.4,4,25,3,0.2,0.3,0,0.5,0.5,0.2,0.1,0,0,0.3,0.1,1.3,-2.5,2.2,1,8,3,4,2,4,10,10,3,4,5,8,2,5,8,8,11,10,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"17","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Behind 1 - 5 Points",42,0.31,0.9,2.1,0.4,0.4,1.2,0.333333333333333,0.8,2,7,4,2,4,4,3,4,6,4,0.5,0.9,0.555555555555555,13,29,3.9,0.2,0.2,0,0.5,0.6,0.1,0.1,0.1,0.1,0.4,0.2,2.3,1.7,3.5,1,4,2,5,5,2,9,9,7,6,2,5,2,3,6,2,3,2,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"18","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Tied",40,0.375,0.4,0.8,0.455,0.2,0.4,0.5,0.75,3,5,11,10,11,1,9,11,3,6,0.2,0.4,0.5,15,25,1.5,0.1,0.1,0,0.3,0.3,0.1,0.1,0,0.1,0.1,0.1,1,0.6,1.6,1,2,3,7,8,4,11,11,8,7,6,4,2,11,9,10,5,11,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"19","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Ahead 1 - 5 Points",46,0.348,0.5,1.4,0.333,0.2,0.8,0.25,0.786,1,6,3,7,6,7,7,5,7,5,0.3,0.6,0.5,16,30,4.1,0.2,0.3,0,0.7,0.8,0.2,0.1,0,0,0.5,0.2,1.4,-2,2.7,1,1,1,3,3,3,5,5,5,5,3,7,2,2,3,7,10,7,1,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"20","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Ahead 6 - 10 Points",28,0.536,0.5,1.1,0.406,0.2,0.6,0.333333333333333,0.5,5,4,8,6,8,3,8,8,5,8,0.3,0.5,0.6,15,13,2.9,0.1,0.1,0,0.7,0.7,0.1,0,0,0.1,0.3,0.1,1.2,-1.9,2.7,0,2,6,8,7,4,6,6,10,8,4,2,2,7,10,9,9,5,8,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"21","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Ahead 11 - 15 Points",14,0.571,0.4,1.1,0.375,0.3,0.5,0.6,1,7,3,10,9,8,6,4,10,1,1,0.1,0.6,0.166666666666667,8,6,2.1,0.3,0.3,0,0.7,0.7,0.1,0.2,0,0.1,0.3,0.2,1.4,0.1,2.7,0,5,8,2,4,4,6,6,6,1,6,2,2,7,4,5,7,5,8,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"22","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Ahead 16 - 20 Points",6,0.833,0.2,1.2,0.143,0.2,0.7,0.285714285714286,1,9,2,5,11,7,11,10,6,8,1,0,0.5,0,5,1,3.7,0.2,0.2,0.2,1,1.2,0.2,0,0,0,0.2,0.2,0.7,1.7,2.3,0,6,10,6,6,1,3,3,4,8,6,8,1,10,6,11,4,9,8,1,0.3,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"23","ByActualMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",1717,"Dirk Nowitzki",1717,"Ahead more than 20 Points",5,1,2.2,5.2,0.423,1.2,2.8,0.428571428571429,0,10,1,1,1,1,2,1,1,2,9,1,2.4,0.416666666666667,5,0,6.9,0,0,0,1.2,1.2,0.6,0,0,0.6,0.8,0.4,5.6,-1.4,9.7,0,6,11,9,9,4,2,2,1,8,6,1,2,1,1,1,8,1,8,1,0,NA,"https://stats.nba.com/player/1717","https://stats.nba.com/media/players/230x185/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png","https://stats.nba.com/media/players/700/1717.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1717.png"
"24","ByHalfPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"First Half",55,0.509,5.1,9.7,0.524,0.7,2.4,0.291666666666667,0.621,1,1,1,1,2,1,2,2,2,2,4.4,7.3,0.602739726027397,28,27,17.7,2.2,3.6,0.6,3.6,4.3,4.4,2,0.8,0.2,0.5,2.8,13.1,1.3,25.9,32,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,0.6,8,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"25","ByHalfPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"Second Half",55,0.509,5,10.1,0.495,1.3,3.5,0.371428571428571,0.71,1,1,2,2,1,3,1,1,1,1,3.7,6.6,0.560606060606061,28,27,17.3,2.8,3.9,0.4,3.7,4.1,3.7,1.6,0.5,0.4,1.2,3,14.1,0.7,25.9,32,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,3,1,1,1,0.4,8,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"26","ByHalfPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"Overtime",2,0.5,2,4,0.5,0,1,0,0.333,3,3,3,3,3,2,3,3,3,3,2,3,0.666666666666667,1,1,5,0.5,1.5,0,1,1,2.5,0.5,0,0,0,1,4.5,1,9,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,0,0,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"27","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"1",55,0.509,2.5,4.8,0.531,0.4,1.2,0.333333333333333,0.585,1,2,2,3,4,1,3,3,3,4,2.1,3.6,0.583333333333333,28,27,9.3,0.9,1.5,0.2,1.9,2.2,2.1,1.1,0.3,0.1,0.2,1.2,6.3,-0.6,12.1,32,1,1,4,5,3,2,2,4,1,4,3,3,4,4,4,4,4,1,1,0.3,8,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"28","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"2",55,0.509,2.5,4.9,0.519,0.3,1.2,0.25,0.647,1,2,4,2,2,2,4,3,4,3,2.2,3.7,0.594594594594595,28,27,8.4,1.4,2.1,0.4,1.7,2.1,2.3,0.9,0.5,0.1,0.3,1.6,6.8,2,13.7,32,1,1,2,2,1,4,4,3,3,1,3,1,3,2,2,1,3,1,1,0.3,8,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"29","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"3",55,0.509,2.5,4.8,0.515,0.7,1.8,0.388888888888889,0.721,1,2,1,4,3,3,2,2,1,1,1.8,3,0.6,28,27,9.6,1.1,1.6,0.2,2.1,2.3,2.3,0.9,0.3,0.3,0.6,1.3,6.8,1.3,13.9,32,1,1,3,3,4,1,1,2,2,2,1,4,2,3,3,2,2,1,1,0.1,8,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"30","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"4",47,0.511,2.9,6.1,0.478,0.7,2.1,0.333333333333333,0.702,4,1,3,1,1,5,1,1,2,2,2.2,4,0.55,24,23,9.1,2,2.8,0.3,1.9,2.2,1.7,0.8,0.3,0.1,0.7,2,8.6,-0.6,14,29,4,4,1,1,2,3,3,5,4,3,2,2,1,1,1,5,1,4,4,0.3,7,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"31","ByPeriodPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"5",2,0.5,2,4,0.5,0,1,0,0.333,5,5,5,5,5,4,5,5,5,5,2,3,0.666666666666667,1,1,5,0.5,1.5,0,1,1,2.5,0.5,0,0,0,1,4.5,1,9,2,5,5,5,4,5,5,5,1,5,5,5,5,5,5,5,3,5,5,5,0,0,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"32","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"Tied",55,0.509,0.7,1.2,0.561,0.1,0.4,0.25,0.842,1,2,6,6,6,2,6,6,3,1,0.6,0.8,0.75,28,27,2.3,0.3,0.3,0,0.4,0.5,0.7,0.2,0.1,0,0,0.3,1.8,0.2,3.4,32,1,1,5,5,4,6,6,6,6,6,6,5,6,6,6,4,6,1,1,0,8,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"33","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"1 - 5 Points",55,0.509,4.4,9,0.489,0.9,2.8,0.321428571428571,0.668,1,2,1,1,1,5,1,1,4,3,3.5,6.2,0.564516129032258,28,27,16.5,2.5,3.7,0.6,3.3,3.9,3.7,1.5,0.6,0.3,0.8,2.7,12.2,-0.2,23.6,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,0.5,8,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"34","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"6 - 10 Points",54,0.5,2.7,5.4,0.493,0.5,1.7,0.294117647058824,0.634,3,4,2,2,2,4,2,2,5,5,2.2,3.7,0.594594594594595,27,27,9.1,1.4,2.3,0.3,2,2.4,1.9,0.9,0.4,0.1,0.3,1.7,7.3,1.1,13.6,32,3,1,2,2,2,2,2,2,2,3,2,2,5,2,2,3,2,1,1,0.3,8,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
"35","ByScoreMarginPlayerDashboard","Base","PerGame","2018-19",2019,"Regular Season",2544,"LeBron James",2544,"11 - 15 Points",44,0.5,1.8,3.3,0.548,0.3,0.8,0.375,0.674,4,4,4,3,3,3,3,4,2,2,1.5,2.5,0.6,22,22,5.3,0.7,1,0.1,1.2,1.3,1.2,0.8,0.2,0.1,0.4,0.9,4.6,0.1,8.2,24,4,4,4,4,3,3,3,5,3,4,3,3,2,4,3,5,4,4,4,0.1,6,"https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
