Date,Team,Season,Month,Week,Opponent,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,game_id,matchup,score_diff,traveling_west,traveling_east,avg_score_diff_home,avg_score_diff_away,adjusted_score_diff,w,l,w_lpercent,ps_g,pa_g,opp_win_percent,win_percent_diff
2014-10-29,Minnesota Timberwolves,2014-15,Oct,44,Memphis Grizzlies,TRUE,Memphis,FALSE,702,Minneapolis - Memphis,15,America/Chicago,0,-,35.11,-90.01,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.28,21400009,MIN @ MEM,-4,FALSE,FALSE,-7.121951219512195,-10.463414634146341,6.463414634146341,0,1,0,101,105,1,-1
2014-10-29,New York Knicks,2014-15,Oct,44,Chicago Bulls,FALSE,New York,FALSE,0,No Travel,15,America/New_York,0,-,40.67,-73.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21400010,NYK vs. CHI,-24,FALSE,FALSE,-8.097560975609756,-10.536585365853659,-15.902439024390244,0,1,0,80,104,1,-1
2014-10-29,Oklahoma City Thunder,2014-15,Oct,44,Portland Trail Blazers,TRUE,Portland,FALSE,1485,Oklahoma City - Portland,15,America/Los_Angeles,-2,West,45.54,-122.66,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.7,21400015,OKC @ POR,-17,TRUE,FALSE,7,-2.6341463414634148,-14.365853658536585,0,1,0,89,106,1,-1
2014-10-29,Philadelphia 76ers,2014-15,Oct,44,Indiana Pacers,TRUE,Indianapolis,FALSE,584,Philadelphia - Indianapolis,15,America/Indiana/Indianapolis,0,-,39.78,-86.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.06,21400005,PHI @ IND,-12,FALSE,FALSE,-5.048780487804878,-12.902439024390244,0.9024390243902438,0,1,0,91,103,1,-1
2014-10-29,Phoenix Suns,2014-15,Oct,44,Los Angeles Lakers,FALSE,Phoenix,TRUE,0,No Travel,15,America/Phoenix,0,-,33.54,-112.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21400013,PHX vs. LAL,20,FALSE,FALSE,1.048780487804878,-2.8536585365853657,18.951219512195124,1,0,1,119,99,0,1
2014-10-29,Portland Trail Blazers,2014-15,Oct,44,Oklahoma City Thunder,FALSE,Portland,TRUE,0,No Travel,15,America/Los_Angeles,0,-,45.54,-122.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21400015,POR vs. OKC,17,FALSE,FALSE,8.341463414634147,0.12195121951219512,8.658536585365853,1,0,1,106,89,0,1
2014-10-29,Sacramento Kings,2014-15,Oct,44,Golden State Warriors,FALSE,Sacramento,FALSE,0,No Travel,15,America/Los_Angeles,0,-,38.57,-121.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21400014,SAC vs. GSW,-18,FALSE,FALSE,-0.9512195121951219,-6.463414634146342,-17.048780487804876,0,1,0,77,95,1,-1
2014-10-29,Toronto Raptors,2014-15,Oct,44,Atlanta Hawks,FALSE,Toronto,TRUE,0,No Travel,15,America/Toronto,0,-,43.65,-79.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21400008,TOR vs. ATL,7,FALSE,FALSE,4.341463414634147,1.8048780487804879,2.6585365853658534,1,0,1,109,102,0,1
2014-10-29,Utah Jazz,2014-15,Oct,44,Houston Rockets,FALSE,Salt Lake City,FALSE,0,No Travel,15,America/Denver,0,-,40.78,-111.93,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21400012,UTA vs. HOU,-11,FALSE,FALSE,2.926829268292683,-2.4878048780487805,-13.926829268292682,0,1,0,93,104,1,-1
2014-10-29,Washington Wizards,2014-15,Oct,44,Miami Heat,TRUE,Miami,FALSE,926,Washington - Miami,15,America/New_York,0,-,25.78,-80.21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.68,21400007,WAS @ MIA,-12,FALSE,FALSE,6.024390243902439,-4.585365853658536,-7.414634146341464,0,1,0,95,107,1,-1
2014-10-30,Cleveland Cavaliers,2014-15,Oct,44,New York Knicks,FALSE,Cleveland,FALSE,0,No Travel,15,America/New_York,0,-,41.48,-81.68,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21400018,CLE vs. NYK,-5,FALSE,FALSE,7.439024390243903,1.5121951219512195,-12.439024390243903,0,1,0,90,95,0.5,-0.5
2014-10-30,Dallas Mavericks,2014-15,Oct,44,Utah Jazz,FALSE,Dallas,TRUE,252,San Antonio - Dallas,1,America/Chicago,0,-,32.79,-96.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21400019,DAL vs. UTA,18,FALSE,FALSE,4.195121951219512,1.6097560975609757,13.804878048780488,1,1,0.5,110,101.5,0,0.5
2014-10-30,Detroit Pistons,2014-15,Oct,44,Minnesota Timberwolves,TRUE,Minneapolis,FALSE,692,Denver - Minneapolis,0,America/Chicago,1,East,44.96,-93.27,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.26,21400017,DET @ MIN,-6,FALSE,TRUE,0.34146341463414637,-2.341463414634146,-3.658536585365854,0,2,0,85,93,0.5,-0.5
2014-10-30,Los Angeles Clippers,2014-15,Oct,44,Oklahoma City Thunder,FALSE,Los Angeles,TRUE,0,No Travel,15,America/Los_Angeles,0,-,34.11,-118.41,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21400020,LAC vs. OKC,3,FALSE,FALSE,8,5.170731707317073,-5,1,0,1,93,90,0,1
2014-10-30,Minnesota Timberwolves,2014-15,Oct,44,Detroit Pistons,FALSE,Minneapolis,TRUE,702,Memphis - Minneapolis,0,America/Chicago,0,-,44.96,-93.27,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.28,21400017,MIN vs. DET,6,FALSE,FALSE,-7.121951219512195,-10.463414634146341,13.121951219512194,1,1,0.5,99,98,0,0.5
2014-10-30,New York Knicks,2014-15,Oct,44,Cleveland Cavaliers,TRUE,Cleveland,TRUE,407,New York - Cleveland,0,America/New_York,0,-,41.48,-81.68,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21400018,NYK @ CLE,5,FALSE,FALSE,-8.097560975609756,-10.536585365853659,15.536585365853659,1,1,0.5,87.5,97,0,0.5
2014-10-30,Oklahoma City Thunder,2014-15,Oct,44,Los Angeles Clippers,TRUE,Los Angeles,FALSE,821,Portland - Los Angeles,0,America/Los_Angeles,0,-,34.11,-118.41,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.49,21400020,OKC @ LAC,-3,FALSE,FALSE,7,-2.6341463414634148,-0.36585365853658525,0,2,0,89.5,99.5,1,-1
2014-10-30,Orlando Magic,2014-15,Oct,44,Washington Wizards,FALSE,Orlando,FALSE,527,New Orleans - Orlando,1,America/New_York,1,East,28.5,-81.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21400016,ORL vs. WAS,-7,FALSE,TRUE,-5.219512195121951,-6.219512195121951,-1.7804878048780486,0,2,0,91,103,0.5,-0.5
2014-10-30,Utah Jazz,2014-15,Oct,44,Dallas Mavericks,TRUE,Dallas,FALSE,1003,Salt Lake City - Dallas,0,America/Chicago,1,East,32.79,-96.77,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.82,21400019,UTA @ DAL,-18,FALSE,TRUE,2.926829268292683,-2.4878048780487805,-15.512195121951219,0,2,0,97.5,112,0.5,-0.5
2014-10-30,Washington Wizards,2014-15,Oct,44,Orlando Magic,TRUE,Orlando,TRUE,201,Miami - Orlando,0,America/New_York,0,-,28.5,-81.37,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21400016,WAS @ ORL,7,FALSE,FALSE,6.024390243902439,-4.585365853658536,11.585365853658537,1,1,0.5,100,102.5,0,0.5
2014-10-31,Chicago Bulls,2014-15,Oct,44,Cleveland Cavaliers,FALSE,Chicago,FALSE,718,New York - Chicago,1,America/Chicago,-1,West,41.84,-87.68,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.31,21400022,CHI vs. CLE,-6,TRUE,FALSE,4.317073170731708,1.6829268292682926,-10.317073170731707,1,1,0.5,106,97,0.5,0
2014-10-31,Cleveland Cavaliers,2014-15,Oct,44,Chicago Bulls,TRUE,Chicago,TRUE,311,Cleveland - Chicago,0,America/Chicago,-1,West,41.84,-87.68,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21400022,CLE @ CHI,6,TRUE,FALSE,7.439024390243903,1.5121951219512195,4.487804878048781,1,1,0.5,102,101.5,0.5,0
2014-10-31,Indiana Pacers,2014-15,Oct,44,Memphis Grizzlies,FALSE,Indianapolis,FALSE,0,No Travel,1,America/Indiana/Indianapolis,0,-,39.78,-86.15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21400021,IND vs. MEM,-8,FALSE,FALSE,2.707317073170732,-2.1463414634146343,-10.707317073170731,1,1,0.5,96,94,1,-0.5
2014-10-31,Los Angeles Clippers,2014-15,Oct,44,Los Angeles Lakers,TRUE,Los Angeles,TRUE,0,No Travel,0,America/Los_Angeles,0,-,34.11,-118.41,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,21400026,LAC @ LAL,7,FALSE,FALSE,8,5.170731707317073,1.8292682926829267,2,0,1,105.5,100.5,0,1
2014-10-31,Los Angeles Lakers,2014-15,Oct,44,Los Angeles Clippers,FALSE,Los Angeles,FALSE,366,Phoenix - Los Angeles,1,America/Los_Angeles,-1,West,34.11,-118.41,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,21400026,LAL vs. LAC,-7,TRUE,FALSE,-5.219512195121951,-8.463414634146341,-1.7804878048780486,0,3,0,100,115,1,-1
2014-10-31,Memphis Grizzlies,2014-15,Oct,44,Indiana Pacers,TRUE,Indianapolis,TRUE,386,Memphis - Indianapolis,1,America/Indiana/Indianapolis,1,East,39.78,-86.15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21400021,MEM @ IND,8,FALSE,TRUE,6.2926829268292686,0.1951219512195122,7.804878048780488,2,0,1,101,95,0.5,0.5
2014-10-31,Milwaukee Bucks,2014-15,Oct,44,Philadelphia 76ers,FALSE,Milwaukee,TRUE,664,Charlotte - Milwaukee,1,America/Chicago,-1,West,43.06,-87.97,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.21,21400023,MIL vs. PHI,12,TRUE,FALSE,1.6341463414634145,-0.7804878048780488,10.365853658536585,1,1,0.5,99.5,94.5,0,0.5
2014-10-31,Philadelphia 76ers,2014-15,Oct,44,Milwaukee Bucks,TRUE,Milwaukee,FALSE,246,Indianapolis - Milwaukee,1,America/Chicago,-1,West,43.06,-87.97,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21400023,PHI @ MIL,-12,TRUE,FALSE,-5.048780487804878,-12.902439024390244,0.9024390243902438,0,2,0,86,98,0.5,-0.5
2014-10-31,Phoenix Suns,2014-15,Oct,44,San Antonio Spurs,FALSE,Phoenix,TRUE,0,No Travel,1,America/Phoenix,0,-,33.54,-112.07,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21400024,PHX vs. SAS,5,FALSE,FALSE,1.048780487804878,-2.8536585365853657,3.951219512195122,2,0,1,106.5,94,0.5,0.5
2014-10-31,Portland Trail Blazers,2014-15,Oct,44,Sacramento Kings,TRUE,Sacramento,FALSE,486,Portland - Sacramento,1,America/Los_Angeles,0,-,38.57,-121.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21400025,POR @ SAC,-9,FALSE,FALSE,8.341463414634147,0.12195121951219512,-9.121951219512194,1,1,0.5,100,96,0.5,0
2014-10-31,Sacramento Kings,2014-15,Oct,44,Portland Trail Blazers,FALSE,Sacramento,TRUE,0,No Travel,1,America/Los_Angeles,0,-,38.57,-121.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21400025,SAC vs. POR,9,FALSE,FALSE,-0.9512195121951219,-6.463414634146342,9.951219512195122,1,1,0.5,90,94.5,0.5,0
2014-10-31,San Antonio Spurs,2014-15,Oct,44,Phoenix Suns,TRUE,Phoenix,FALSE,847,San Antonio - Phoenix,2,America/Phoenix,-1,West,33.54,-112.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.54,21400024,SAS @ PHX,-5,TRUE,FALSE,9.585365853658537,2.8048780487804876,-7.804878048780488,1,1,0.5,95,97,1,-0.5
2014-11-01,Atlanta Hawks,2014-15,Nov,44,Indiana Pacers,FALSE,Atlanta,TRUE,735,Toronto - Atlanta,2,America/New_York,0,-,33.76,-84.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.34,21400032,ATL vs. IND,10,FALSE,FALSE,8.536585365853659,2.317073170731707,1.463414634146341,1,1,0.5,102,100.5,0.333,0.16699999999999998
2014-11-01,Boston Celtics,2014-15,Nov,44,Houston Rockets,TRUE,Houston,FALSE,1607,Boston - Houston,2,America/Chicago,-1,West,29.77,-95.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.92,21400034,BOS @ HOU,-14,TRUE,FALSE,1.5609756097560976,-1.2439024390243902,-12.75609756097561,1,1,0.5,105.5,104.5,1,-0.5
2014-11-01,Brooklyn Nets,2014-15,Nov,44,Detroit Pistons,TRUE,Detroit,TRUE,617,Boston - Detroit,2,America/Detroit,0,-,42.38,-83.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.12,21400033,BKN @ DET,12,FALSE,FALSE,-2.317073170731707,-3.4390243902439024,15.439024390243903,1,1,0.5,103.5,105.5,0,0.5
2014-11-01,Charlotte Hornets,2014-15,Nov,44,Memphis Grizzlies,FALSE,Charlotte,FALSE,0,No Travel,2,America/New_York,0,-,35.2,-80.83,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21400028,CHA vs. MEM,-2,FALSE,FALSE,-1.6097560975609757,-4.7317073170731705,-0.3902439024390243,1,1,0.5,88.5,88.5,1,-0.5
2014-11-01,Chicago Bulls,2014-15,Nov,44,Minnesota Timberwolves,TRUE,Minneapolis,TRUE,354,Chicago - Minneapolis,0,America/Chicago,0,-,44.96,-93.27,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21400035,CHI @ MIN,1,FALSE,FALSE,4.317073170731708,1.6829268292682926,-0.6829268292682926,2,1,0.667,106,99.7,0.333,0.334
2014-11-01,Dallas Mavericks,2014-15,Nov,44,New Orleans Pelicans,TRUE,New Orleans,TRUE,445,Dallas - New Orleans,1,America/Chicago,0,-,30.07,-89.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21400027,DAL @ NOP,5,FALSE,FALSE,4.195121951219512,1.6097560975609757,3.3902439024390243,2,1,0.667,109.7,102.3,0.5,0.16700000000000004
2014-11-01,Denver Nuggets,2014-15,Nov,44,Oklahoma City Thunder,TRUE,Oklahoma City,FALSE,500,Denver - Oklahoma City,2,America/Chicago,1,East,35.47,-97.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21400036,DEN @ OKC,-11,FALSE,TRUE,0.3170731707317073,-7.414634146341464,-3.585365853658536,1,1,0.5,90,90.5,0.333,0.16699999999999998
2014-11-01,Detroit Pistons,2014-15,Nov,44,Brooklyn Nets,FALSE,Detroit,FALSE,538,Minneapolis - Detroit,1,America/Detroit,1,East,42.38,-83.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,21400033,DET vs. BKN,-12,FALSE,TRUE,0.34146341463414637,-2.341463414634146,-12.341463414634147,0,3,0,86.7,96,0.5,-0.5
2014-11-01,Golden State Warriors,2014-15,Nov,44,Los Angeles Lakers,FALSE,San Francisco,TRUE,77,Sacramento - San Francisco,2,America/Los_Angeles,0,-,37.77,-122.45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21400038,GSW vs. LAL,23,FALSE,FALSE,14.585365853658537,5.609756097560975,8.414634146341463,2,0,1,111,90.5,0,1
2014-11-01,Houston Rockets,2014-15,Nov,44,Boston Celtics,FALSE,Houston,TRUE,1201,Salt Lake City - Houston,2,America/Chicago,1,East,29.77,-95.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.18,21400034,HOU vs. BOS,14,FALSE,TRUE,5.560975609756097,1.3170731707317074,8.439024390243903,3,0,1,105.3,91,0.5,0.5
2014-11-01,Indiana Pacers,2014-15,Nov,44,Atlanta Hawks,TRUE,Atlanta,FALSE,427,Indianapolis - Atlanta,0,America/New_York,0,-,33.76,-84.42,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21400032,IND @ ATL,-10,FALSE,FALSE,2.707317073170732,-2.1463414634146343,-7.853658536585366,1,2,0.333,94.7,96.7,0.5,-0.16699999999999998
2014-11-01,Los Angeles Lakers,2014-15,Nov,44,Golden State Warriors,TRUE,San Francisco,FALSE,339,Los Angeles - San Francisco,0,America/Los_Angeles,0,-,37.77,-122.45,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,21400038,LAL @ GSW,-23,FALSE,FALSE,-5.219512195121951,-8.463414634146341,-14.536585365853659,0,4,0,101,118,1,-1
2014-11-01,Memphis Grizzlies,2014-15,Nov,44,Charlotte Hornets,TRUE,Charlotte,TRUE,430,Indianapolis - Charlotte,0,America/New_York,0,-,35.2,-80.83,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21400028,MEM @ CHA,2,FALSE,FALSE,6.2926829268292686,0.1951219512195122,1.8048780487804879,3,0,1,91,86.3,0.5,0.5
2014-11-01,Miami Heat,2014-15,Nov,44,Philadelphia 76ers,TRUE,Philadelphia,TRUE,1026,Miami - Philadelphia,2,America/New_York,0,-,40.01,-75.13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.87,21400030,MIA @ PHI,18,FALSE,FALSE,-1.024390243902439,-4.170731707317073,22.170731707317074,2,0,1,110.5,95.5,0,1
2014-11-01,Milwaukee Bucks,2014-15,Nov,44,Washington Wizards,TRUE,Washington,FALSE,639,Milwaukee - Washington,0,America/New_York,1,East,38.91,-77.02,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.16,21400031,MIL @ WAS,-11,FALSE,TRUE,1.6341463414634145,-0.7804878048780488,-10.21951219512195,1,2,0.333,98.7,99,0.667,-0.334
2014-11-01,Minnesota Timberwolves,2014-15,Nov,44,Chicago Bulls,FALSE,Minneapolis,FALSE,0,No Travel,1,America/Chicago,0,-,44.96,-93.27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,21400035,MIN vs. CHI,-1,FALSE,FALSE,-7.121951219512195,-10.463414634146341,6.121951219512195,1,2,0.333,101,100.7,0.667,-0.334
2014-11-01,New Orleans Pelicans,2014-15,Nov,44,Dallas Mavericks,FALSE,New Orleans,FALSE,0,No Travel,3,America/Chicago,0,-,30.07,-89.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21400027,NOP vs. DAL,-5,FALSE,FALSE,4.073170731707317,-2.4878048780487805,-9.073170731707318,1,1,0.5,102.5,96.5,0.667,-0.16700000000000004
2014-11-01,Oklahoma City Thunder,2014-15,Nov,44,Denver Nuggets,FALSE,Oklahoma City,TRUE,1188,Los Angeles - Oklahoma City,1,America/Chicago,2,East,35.47,-97.51,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2.16,21400036,OKC vs. DEN,11,FALSE,TRUE,7,-2.6341463414634148,4,1,2,0.333,93.7,96.7,0.5,-0.16699999999999998
2014-11-01,Orlando Magic,2014-15,Nov,44,Toronto Raptors,FALSE,Orlando,FALSE,0,No Travel,1,America/New_York,0,-,28.5,-81.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21400029,ORL vs. TOR,-13,FALSE,FALSE,-5.219512195121951,-6.219512195121951,-7.780487804878049,0,3,0,92.3,104.7,1,-1
