Date,Team,Season,Month,Week,Opponent,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,game_id,matchup,score_diff,traveling_west,traveling_east,avg_score_diff_home,avg_score_diff_away,adjusted_score_diff,w,l,w_lpercent,ps_g,pa_g,opp_win_percent,win_percent_diff
2011-12-25,Boston Celtics,2011-12,Dec,52,New York Knicks,TRUE,New York,FALSE,190,Boston - New York,15,America/New_York,0,-,40.67,-73.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21100001,BOS @ NYK,-2,FALSE,FALSE,7.757575757575758,-2.727272727272727,0.7272727272727271,0,1,0,104,106,1,-1
2011-12-25,Chicago Bulls,2011-12,Dec,52,Los Angeles Lakers,TRUE,Los Angeles,TRUE,1747,Chicago - Los Angeles,15,America/Los_Angeles,-2,West,34.11,-118.41,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.18,21100003,CHI @ LAL,1,TRUE,FALSE,8.121212121212121,8.242424242424242,-7.242424242424242,1,0,1,88,87,0,1
2011-12-25,Dallas Mavericks,2011-12,Dec,52,Miami Heat,FALSE,Dallas,FALSE,0,No Travel,15,America/Chicago,0,-,32.79,-96.77,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21100002,DAL vs. MIA,-11,FALSE,FALSE,4.545454545454546,-2.6363636363636362,-15.545454545454547,0,1,0,94,105,1,-1
2011-12-25,Golden State Warriors,2011-12,Dec,52,Los Angeles Clippers,FALSE,San Francisco,FALSE,0,No Travel,15,America/Los_Angeles,0,-,37.77,-122.45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21100005,GSW vs. LAC,-19,FALSE,FALSE,-2.1818181818181817,-4.636363636363637,-16.81818181818182,0,1,0,86,105,1,-1
2011-12-25,Los Angeles Clippers,2011-12,Dec,52,Golden State Warriors,TRUE,San Francisco,TRUE,339,Los Angeles - San Francisco,15,America/Los_Angeles,0,-,37.77,-122.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21100005,LAC @ GSW,19,FALSE,FALSE,5.212121212121212,-0.09090909090909091,19.09090909090909,1,0,1,105,86,0,1
2011-12-25,Los Angeles Lakers,2011-12,Dec,52,Chicago Bulls,FALSE,Los Angeles,FALSE,0,No Travel,15,America/Los_Angeles,0,-,34.11,-118.41,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21100003,LAL vs. CHI,-1,FALSE,FALSE,6.03030303030303,-3.1818181818181817,-7.03030303030303,0,1,0,87,88,1,-1
2011-12-25,Miami Heat,2011-12,Dec,52,Dallas Mavericks,TRUE,Dallas,TRUE,1108,Miami - Dallas,15,America/Chicago,-1,West,32.79,-96.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.01,21100002,MIA @ DAL,11,TRUE,FALSE,10.909090909090908,1.0606060606060606,9.93939393939394,1,0,1,105,94,0,1
2011-12-25,New York Knicks,2011-12,Dec,52,Boston Celtics,FALSE,New York,TRUE,0,No Travel,15,America/New_York,0,-,40.67,-73.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21100001,NYK vs. BOS,2,FALSE,FALSE,7.242424242424242,-0.8484848484848485,-5.242424242424242,1,0,1,106,104,0,1
2011-12-25,Oklahoma City Thunder,2011-12,Dec,52,Orlando Magic,FALSE,Oklahoma City,TRUE,0,No Travel,15,America/Chicago,0,-,35.47,-97.51,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21100004,OKC vs. ORL,8,FALSE,FALSE,9.696969696969697,2.5454545454545454,-1.6969696969696972,1,0,1,97,89,0,1
2011-12-25,Orlando Magic,2011-12,Dec,52,Oklahoma City Thunder,TRUE,Oklahoma City,FALSE,1060,Orlando - Oklahoma City,15,America/Chicago,-1,West,35.47,-97.51,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.93,21100004,ORL @ OKC,-8,TRUE,FALSE,3.8484848484848486,-2.272727272727273,-5.727272727272727,0,1,0,89,97,1,-1
2011-12-26,Charlotte Bobcats,2011-12,Dec,52,Milwaukee Bucks,FALSE,Charlotte,TRUE,0,No Travel,15,America/New_York,0,-,35.2,-80.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21100007,CHA vs. MIL,1,FALSE,FALSE,-12.363636363636363,-15.454545454545455,13.363636363636363,1,0,1,96,95,0,1
2011-12-26,Chicago Bulls,2011-12,Dec,52,Golden State Warriors,TRUE,San Francisco,FALSE,339,Los Angeles - San Francisco,0,America/Los_Angeles,0,-,37.77,-122.45,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21100017,CHI @ GSW,-8,FALSE,FALSE,8.121212121212121,8.242424242424242,-16.242424242424242,1,1,0.5,89.5,93,0.5,0
2011-12-26,Cleveland Cavaliers,2011-12,Dec,52,Toronto Raptors,FALSE,Cleveland,FALSE,0,No Travel,15,America/New_York,0,-,41.48,-81.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21100009,CLE vs. TOR,-8,FALSE,FALSE,-6.909090909090909,-7.484848484848484,-1.0909090909090908,0,1,0,96,104,1,-1
