Date,Team,Season,Month,Week,Opponent,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,game_id,matchup,score_diff,traveling_west,traveling_east,avg_score_diff_home,avg_score_diff_away,adjusted_score_diff,w,l,w_lpercent,ps_g,pa_g,opp_win_percent,win_percent_diff
2013-10-29,Chicago Bulls,2013-14,Oct,44,Miami Heat,TRUE,Miami,FALSE,1189,Chicago - Miami,15,America/New_York,1,East,25.78,-80.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.16,21300002,CHI @ MIA,-12,FALSE,TRUE,4.853658536585366,-1.146341463414634,-10.853658536585366,0,1,0,95,107,1,-1
2013-10-29,Indiana Pacers,2013-14,Oct,44,Orlando Magic,FALSE,Indianapolis,TRUE,0,No Travel,15,America/Indiana/Indianapolis,0,-,39.78,-86.15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21300001,IND vs. ORL,10,FALSE,FALSE,10.487804878048781,-1.6829268292682926,-0.4878048780487809,1,0,1,97,87,0,1
2013-10-29,Los Angeles Clippers,2013-14,Oct,44,Los Angeles Lakers,TRUE,Los Angeles,FALSE,0,No Travel,15,America/Los_Angeles,0,-,34.11,-118.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21300003,LAC @ LAL,-13,FALSE,FALSE,10.78048780487805,3.1707317073170733,-16.170731707317074,0,1,0,103,116,1,-1
2013-10-29,Los Angeles Lakers,2013-14,Oct,44,Los Angeles Clippers,FALSE,Los Angeles,TRUE,0,No Travel,15,America/Los_Angeles,0,-,34.11,-118.41,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21300003,LAL vs. LAC,13,FALSE,FALSE,-4.121951219512195,-8.463414634146341,17.121951219512194,1,0,1,116,103,0,1
2013-10-29,Miami Heat,2013-14,Oct,44,Chicago Bulls,FALSE,Miami,TRUE,0,No Travel,15,America/New_York,0,-,25.78,-80.21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21300002,MIA vs. CHI,12,FALSE,FALSE,7.097560975609756,2.4146341463414633,4.902439024390244,1,0,1,107,95,0,1
2013-10-29,Orlando Magic,2013-14,Oct,44,Indiana Pacers,TRUE,Indianapolis,FALSE,826,Orlando - Indianapolis,15,America/Indiana/Indianapolis,0,-,39.78,-86.15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.5,21300001,ORL @ IND,-10,FALSE,FALSE,-1,-9.878048780487806,-0.12195121951219434,0,1,0,87,97,1,-1
2013-10-30,Atlanta Hawks,2013-14,Oct,44,Dallas Mavericks,TRUE,Dallas,FALSE,716,Atlanta - Dallas,15,America/Chicago,-1,West,32.79,-96.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,21300012,ATL @ DAL,-9,TRUE,FALSE,1.7804878048780488,-2.731707317073171,-6.268292682926829,0,1,0,109,118,1,-1
2013-10-30,Boston Celtics,2013-14,Oct,44,Toronto Raptors,TRUE,Toronto,FALSE,432,Boston - Toronto,15,America/Toronto,0,-,43.65,-79.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21300006,BOS @ TOR,-6,FALSE,FALSE,-2.4878048780487805,-6.439024390243903,0.43902439024390283,0,1,0,87,93,1,-1
2013-10-30,Brooklyn Nets,2013-14,Oct,44,Cleveland Cavaliers,TRUE,Cleveland,FALSE,407,New York - Cleveland,15,America/New_York,0,-,41.48,-81.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21300004,BKN @ CLE,-4,FALSE,FALSE,3.2195121951219514,-5.219512195121951,1.2195121951219514,0,1,0,94,98,1,-1
2013-10-30,Charlotte Bobcats,2013-14,Oct,44,Houston Rockets,TRUE,Houston,FALSE,927,Charlotte - Houston,15,America/Chicago,-1,West,29.77,-95.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.69,21300009,CHA @ HOU,-13,TRUE,FALSE,2.1951219512195124,-2.6341463414634148,-10.365853658536585,0,1,0,83,96,1,-1
2013-10-30,Cleveland Cavaliers,2013-14,Oct,44,Brooklyn Nets,FALSE,Cleveland,TRUE,0,No Travel,15,America/New_York,0,-,41.48,-81.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21300004,CLE vs. BKN,4,FALSE,FALSE,0.1951219512195122,-6.780487804878049,3.8048780487804876,1,0,1,98,94,0,1
2013-10-30,Dallas Mavericks,2013-14,Oct,44,Atlanta Hawks,FALSE,Dallas,TRUE,0,No Travel,15,America/Chicago,0,-,32.79,-96.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21300012,DAL vs. ATL,9,FALSE,FALSE,3.7804878048780486,1.024390243902439,5.219512195121951,1,0,1,118,109,0,1
2013-10-30,Denver Nuggets,2013-14,Oct,44,Sacramento Kings,TRUE,Sacramento,FALSE,892,Denver - Sacramento,15,America/Los_Angeles,-1,West,38.57,-121.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.62,21300016,DEN @ SAC,-2,TRUE,FALSE,0.8780487804878049,-5.170731707317073,3.1707317073170733,0,1,0,88,90,1,-1
2013-10-30,Detroit Pistons,2013-14,Oct,44,Washington Wizards,FALSE,Detroit,TRUE,0,No Travel,15,America/Detroit,0,-,42.38,-83.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21300007,DET vs. WAS,11,FALSE,FALSE,-2.4878048780487805,-4.829268292682927,13.487804878048781,1,0,1,113,102,0,1
2013-10-30,Golden State Warriors,2013-14,Oct,44,Los Angeles Lakers,FALSE,San Francisco,TRUE,0,No Travel,15,America/Los_Angeles,0,-,37.77,-122.45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21300017,GSW vs. LAL,31,FALSE,FALSE,7.463414634146342,2.1463414634146343,23.536585365853657,1,0,1,125,94,0.5,0.5
2013-10-30,Houston Rockets,2013-14,Oct,44,Charlotte Bobcats,FALSE,Houston,TRUE,0,No Travel,15,America/Chicago,0,-,29.77,-95.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21300009,HOU vs. CHA,13,FALSE,FALSE,9.024390243902438,0.0975609756097561,3.975609756097562,1,0,1,96,83,0,1
2013-10-30,Indiana Pacers,2013-14,Oct,44,New Orleans Pelicans,TRUE,New Orleans,TRUE,704,Indianapolis - New Orleans,0,America/Chicago,-1,West,30.07,-89.93,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.28,21300011,IND @ NOP,5,TRUE,FALSE,10.487804878048781,-1.6829268292682926,6.682926829268292,2,0,1,96,88.5,0,1
2013-10-30,Los Angeles Lakers,2013-14,Oct,44,Golden State Warriors,TRUE,San Francisco,FALSE,339,Los Angeles - San Francisco,0,America/Los_Angeles,0,-,37.77,-122.45,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21300017,LAL @ GSW,-31,FALSE,FALSE,-4.121951219512195,-8.463414634146341,-22.53658536585366,1,1,0.5,105,114,1,-0.5
2013-10-30,Memphis Grizzlies,2013-14,Oct,44,San Antonio Spurs,TRUE,San Antonio,FALSE,631,Memphis - San Antonio,15,America/Chicago,0,-,29.46,-98.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,21300013,MEM @ SAS,-7,FALSE,FALSE,2.658536585365854,0.4878048780487805,-7.487804878048781,0,1,0,94,101,1,-1
2013-10-30,Miami Heat,2013-14,Oct,44,Philadelphia 76ers,TRUE,Philadelphia,FALSE,1026,Miami - Philadelphia,0,America/New_York,0,-,40.01,-75.13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.87,21300005,MIA @ PHI,-4,FALSE,FALSE,7.097560975609756,2.4146341463414633,-6.414634146341463,1,1,0.5,108.5,104.5,1,-0.5
2013-10-30,Milwaukee Bucks,2013-14,Oct,44,New York Knicks,TRUE,New York,FALSE,740,Milwaukee - New York,15,America/New_York,1,East,40.67,-73.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.35,21300008,MIL @ NYK,-7,FALSE,TRUE,-7.121951219512195,-9.24390243902439,2.2439024390243905,0,1,0,83,90,1,-1
2013-10-30,Minnesota Timberwolves,2013-14,Oct,44,Orlando Magic,FALSE,Minneapolis,TRUE,0,No Travel,15,America/Chicago,0,-,44.96,-93.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21300010,MIN vs. ORL,5,FALSE,FALSE,6.219512195121951,-0.8780487804878049,-1.2195121951219514,1,0,1,120,115,0,1
2013-10-30,New Orleans Pelicans,2013-14,Oct,44,Indiana Pacers,FALSE,New Orleans,FALSE,0,No Travel,15,America/Chicago,0,-,30.07,-89.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21300011,NOP vs. IND,-5,FALSE,FALSE,1.1951219512195121,-6.609756097560975,-6.195121951219512,0,1,0,90,95,1,-1
2013-10-30,New York Knicks,2013-14,Oct,44,Milwaukee Bucks,FALSE,New York,TRUE,0,No Travel,15,America/New_York,0,-,40.67,-73.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21300008,NYK vs. MIL,7,FALSE,FALSE,0.8292682926829268,-2.4146341463414633,6.170731707317073,1,0,1,90,83,0,1
