Date,Team,Season,Month,Week,Opponent,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,game_id,matchup,score_diff,traveling_west,traveling_east,avg_score_diff_home,avg_score_diff_away,adjusted_score_diff,w,l,w_lpercent,ps_g,pa_g,opp_win_percent,win_percent_diff
2012-11-02,Miami Heat,2012-13,Nov,44,New York Knicks,TRUE,New York,FALSE,1091,Miami - New York,2,America/New_York,0,-,40.67,-73.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.98,21200020,MIA @ NYK,-20,FALSE,FALSE,10.731707317073171,5,-25,1,1,0.5,102,105.5,1,-0.5
2012-11-02,Milwaukee Bucks,2012-13,Nov,44,Boston Celtics,TRUE,Boston,TRUE,861,Milwaukee - Boston,15,America/New_York,1,East,42.34,-71.02,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.57,21200017,MIL @ BOS,11,FALSE,TRUE,0.0975609756097561,-3.097560975609756,14.097560975609756,1,0,1,99,88,0,1
2012-11-02,Minnesota Timberwolves,2012-13,Nov,44,Sacramento Kings,FALSE,Minneapolis,TRUE,0,No Travel,15,America/Chicago,0,-,44.96,-93.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21200023,MIN vs. SAC,12,FALSE,FALSE,0.8048780487804879,-5.536585365853658,11.195121951219512,1,0,1,92,80,0,1
2012-11-02,New Orleans Hornets,2012-13,Nov,44,Utah Jazz,FALSE,New Orleans,TRUE,0,No Travel,1,America/Chicago,0,-,30.07,-89.93,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21200021,NOH vs. UTA,2,FALSE,FALSE,-2.1463414634146343,-5.585365853658536,4.146341463414634,1,1,0.5,91.5,92.5,0.5,0
2012-11-02,New York Knicks,2012-13,Nov,44,Miami Heat,FALSE,New York,TRUE,0,No Travel,15,America/New_York,0,-,40.67,-73.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21200020,NYK vs. MIA,20,FALSE,FALSE,8.658536585365853,-0.1951219512195122,11.341463414634147,1,0,1,104,84,0.5,0.5
2012-11-02,Oklahoma City Thunder,2012-13,Nov,44,Portland Trail Blazers,FALSE,Oklahoma City,TRUE,420,San Antonio - Oklahoma City,0,America/Chicago,0,-,35.47,-97.51,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21200022,OKC vs. POR,14,FALSE,FALSE,13,5.414634146341464,1,1,1,0.5,95,89,0.5,0
2012-11-02,Orlando Magic,2012-13,Nov,44,Denver Nuggets,FALSE,Orlando,TRUE,0,No Travel,15,America/New_York,0,-,28.5,-81.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21200016,ORL vs. DEN,13,FALSE,FALSE,-7,-6.975609756097561,20,1,0,1,102,89,0,1
2012-11-02,Phoenix Suns,2012-13,Nov,44,Detroit Pistons,FALSE,Phoenix,TRUE,0,No Travel,1,America/Phoenix,0,-,33.54,-112.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21200024,PHX vs. DET,3,FALSE,FALSE,-3.1951219512195124,-9.731707317073171,6.195121951219512,1,1,0.5,88.5,88,0,0.5
2012-11-02,Portland Trail Blazers,2012-13,Nov,44,Oklahoma City Thunder,TRUE,Oklahoma City,FALSE,1485,Portland - Oklahoma City,1,America/Chicago,2,East,35.47,-97.51,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.7,21200022,POR @ OKC,-14,FALSE,TRUE,0.34146341463414637,-6.682926829268292,-7.317073170731708,1,1,0.5,104,106,0.5,0
2012-11-02,Sacramento Kings,2012-13,Nov,44,Minnesota Timberwolves,TRUE,Minneapolis,FALSE,354,Chicago - Minneapolis,1,America/Chicago,0,-,44.96,-93.27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21200023,SAC @ MIN,-12,FALSE,FALSE,-0.24390243902439024,-9.512195121951219,-2.487804878048781,0,2,0,83.5,92.5,1,-1
2012-11-02,Utah Jazz,2012-13,Nov,44,New Orleans Hornets,TRUE,New Orleans,FALSE,1437,Salt Lake City - New Orleans,1,America/Chicago,1,East,30.07,-89.93,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.61,21200021,UTA @ NOH,-2,FALSE,TRUE,5.097560975609756,-5.2682926829268295,3.2682926829268295,1,1,0.5,99.5,91,0.5,0
2012-11-03,Boston Celtics,2012-13,Nov,44,Washington Wizards,TRUE,Washington,TRUE,394,Boston - Washington,0,America/New_York,0,-,38.91,-77.02,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21200027,BOS @ WAS,3,FALSE,FALSE,4.55,-4.878048780487805,7.878048780487805,1,2,0.333,94.7,101.7,0,0.333
2012-11-03,Brooklyn Nets,2012-13,Nov,44,Toronto Raptors,FALSE,New York,TRUE,0,No Travel,15,America/New_York,0,-,40.67,-73.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21200029,BKN vs. TOR,7,FALSE,FALSE,2.6341463414634148,0.926829268292683,4.365853658536585,1,0,1,107,100,0,1
2012-11-03,Charlotte Bobcats,2012-13,Nov,44,Dallas Mavericks,TRUE,Dallas,FALSE,928,Charlotte - Dallas,0,America/Chicago,-1,West,32.79,-96.77,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.69,21200034,CHA @ DAL,-27,TRUE,FALSE,-4.219512195121951,-14.24390243902439,-12.75609756097561,1,1,0.5,94.5,107.5,0.667,-0.16700000000000004
2012-11-03,Chicago Bulls,2012-13,Nov,44,New Orleans Hornets,FALSE,Chicago,FALSE,311,Cleveland - Chicago,0,America/Chicago,-1,West,41.84,-87.68,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21200031,CHI vs. NOH,-7,TRUE,FALSE,2.048780487804878,-1.4146341463414633,-9.048780487804878,2,1,0.667,96.7,87.3,0.667,0
2012-11-03,Cleveland Cavaliers,2012-13,Nov,44,Milwaukee Bucks,TRUE,Milwaukee,FALSE,340,Cleveland - Milwaukee,0,America/Chicago,-1,West,43.06,-87.97,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,21200033,CLE @ MIL,-3,TRUE,FALSE,-3.024390243902439,-6.341463414634147,3.3414634146341466,1,2,0.333,94,101.3,1,-0.667
2012-11-03,Dallas Mavericks,2012-13,Nov,44,Charlotte Bobcats,FALSE,Dallas,TRUE,1003,Salt Lake City - Dallas,2,America/Chicago,1,East,32.79,-96.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.82,21200034,DAL vs. CHA,27,FALSE,TRUE,2.3902439024390243,-3.5853658536585367,24.609756097560975,2,1,0.667,106.3,101,0.5,0.16700000000000004
2012-11-03,Denver Nuggets,2012-13,Nov,44,Miami Heat,TRUE,Miami,FALSE,201,Orlando - Miami,0,America/New_York,0,-,25.78,-80.21,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21200030,DEN @ MIA,-3,FALSE,FALSE,10.731707317073171,-0.5609756097560976,-2.4390243902439024,0,3,0,93.3,101.7,0.667,-0.667
2012-11-03,Golden State Warriors,2012-13,Nov,44,Los Angeles Clippers,TRUE,Los Angeles,TRUE,339,San Francisco - Los Angeles,0,America/Los_Angeles,0,-,34.11,-118.41,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21200036,GSW @ LAC,4,FALSE,FALSE,4.146341463414634,-2.3658536585365852,6.365853658536585,2,1,0.667,98.3,99.7,0.667,0
2012-11-03,Houston Rockets,2012-13,Nov,44,Portland Trail Blazers,FALSE,Houston,FALSE,701,Atlanta - Houston,0,America/Chicago,-1,West,29.77,-95.39,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.27,21200032,HOU vs. POR,-10,TRUE,FALSE,7.2926829268292686,-0.34146341463414637,-17.29268292682927,2,1,0.667,99.7,97.7,0.667,0
2012-11-03,Indiana Pacers,2012-13,Nov,44,Sacramento Kings,FALSE,Indianapolis,TRUE,430,Charlotte - Indianapolis,0,America/Indiana/Indianapolis,0,-,39.78,-86.15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21200028,IND vs. SAC,8,FALSE,FALSE,7.7073170731707314,0.25,0.29268292682926855,2,1,0.667,95,92,0,0.667
2012-11-03,Los Angeles Clippers,2012-13,Nov,44,Golden State Warriors,FALSE,Los Angeles,FALSE,0,No Travel,0,America/Los_Angeles,0,-,34.11,-118.41,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,21200036,LAC vs. GSW,-4,FALSE,FALSE,10.829268292682928,2.073170731707317,-14.829268292682928,2,1,0.667,105.3,100.3,0.667,0
2012-11-03,Miami Heat,2012-13,Nov,44,Denver Nuggets,FALSE,Miami,TRUE,1091,New York - Miami,0,America/New_York,0,-,25.78,-80.21,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.98,21200030,MIA vs. DEN,3,FALSE,FALSE,10.731707317073171,5,-7.731707317073171,2,1,0.667,107.7,109,0,0.667
2012-11-03,Milwaukee Bucks,2012-13,Nov,44,Cleveland Cavaliers,FALSE,Milwaukee,TRUE,861,Boston - Milwaukee,0,America/Chicago,-1,West,43.06,-87.97,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.57,21200033,MIL vs. CLE,3,TRUE,FALSE,0.0975609756097561,-3.097560975609756,2.902439024390244,2,0,1,102,95,0.333,0.667
2012-11-03,New Orleans Hornets,2012-13,Nov,44,Chicago Bulls,TRUE,Chicago,TRUE,823,New Orleans - Chicago,0,America/Chicago,0,-,41.84,-87.68,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1.5,21200031,NOH @ CHI,7,FALSE,FALSE,-2.1463414634146343,-5.585365853658536,12.585365853658537,2,1,0.667,90.7,89,0.667,0
2012-11-03,Portland Trail Blazers,2012-13,Nov,44,Houston Rockets,TRUE,Houston,TRUE,413,Oklahoma City - Houston,0,America/Chicago,0,-,29.77,-95.39,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21200032,POR @ HOU,10,FALSE,FALSE,0.34146341463414637,-6.682926829268292,16.682926829268293,2,1,0.667,101,99,0.667,0
2012-11-03,Sacramento Kings,2012-13,Nov,44,Indiana Pacers,TRUE,Indianapolis,FALSE,510,Minneapolis - Indianapolis,0,America/Indiana/Indianapolis,1,East,39.78,-86.15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21200028,SAC @ IND,-8,FALSE,TRUE,-0.24390243902439024,-9.512195121951219,1.512195121951219,0,3,0,88.3,97,0.667,-0.667
2012-11-03,San Antonio Spurs,2012-13,Nov,44,Utah Jazz,FALSE,San Antonio,TRUE,0,No Travel,1,America/Chicago,0,-,29.46,-98.51,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,21200035,SAS vs. UTA,10,FALSE,FALSE,10.268292682926829,2.5365853658536586,-0.2682926829268286,3,0,1,98.3,93,0.333,0.667
2012-11-03,Toronto Raptors,2012-13,Nov,44,Brooklyn Nets,TRUE,New York,FALSE,346,Toronto - New York,2,America/New_York,0,-,40.67,-73.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21200029,TOR @ BKN,-7,FALSE,FALSE,1.829268292682927,-4.780487804878049,-2.2195121951219514,0,2,0,94,98.5,1,-1
2012-11-03,Utah Jazz,2012-13,Nov,44,San Antonio Spurs,TRUE,San Antonio,FALSE,516,New Orleans - San Antonio,0,America/Chicago,0,-,29.46,-98.51,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,21200035,UTA @ SAS,-10,FALSE,FALSE,5.097560975609756,-5.2682926829268295,-4.7317073170731705,1,2,0.333,99.7,97.3,1,-0.667
2012-11-03,Washington Wizards,2012-13,Nov,44,Boston Celtics,FALSE,Washington,FALSE,303,Cleveland - Washington,3,America/New_York,0,-,38.91,-77.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21200027,WAS vs. BOS,-3,FALSE,FALSE,2.707317073170732,-7.780487804878049,-5.7073170731707314,0,2,0,85,91.5,0.333,-0.333
2012-11-04,Atlanta Hawks,2012-13,Nov,45,Oklahoma City Thunder,TRUE,Oklahoma City,TRUE,753,Atlanta - Oklahoma City,1,America/Chicago,-1,West,35.47,-97.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.37,21200040,ATL @ OKC,9,TRUE,FALSE,1.0731707317073171,-0.2682926829268293,9.268292682926829,1,1,0.5,103,102,0.333,0.16699999999999998
2012-11-04,Detroit Pistons,2012-13,Nov,45,Los Angeles Lakers,TRUE,Los Angeles,FALSE,366,Phoenix - Los Angeles,1,America/Los_Angeles,-1,West,34.11,-118.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,21200041,DET @ LAL,-29,TRUE,FALSE,-0.5853658536585366,-7.390243902439025,-21.609756097560975,0,3,0,88,101.7,0.25,-0.25
