"player_id","date","player_name","team_id","team_abbreviation","gp","w","l","min.x","drives","drive_fgm","drive_fga","drive_fg_pct","drive_ftm","drive_fta","drive_ft_pct","drive_pts","drive_pts_pct","drive_passes","drive_passes_pct","drive_ast","drive_ast_pct","drive_tov","drive_tov_pct","drive_pf","drive_pf_pct","min.y","min1","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def"
101106,"1/25/2017","Andrew Bogut",1610612739,"CLE",1,1,0,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.15,21.15,7225,1.37,0.71,0.66,3.97,3.92,4.04
101106,"1/26/2017","Andrew Bogut",1610612739,"CLE",1,0,1,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,17.47,5921,1.12,0.61,0.51,3.81,3.86,3.73
101106,"1/29/2017","Andrew Bogut",1610612739,"CLE",1,1,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12,8.12,3046,0.58,0.33,0.25,4.41,3.73,3.6
101106,"1/3/2017","Andrew Bogut",1610612739,"CLE",1,1,0,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.68,19.68,6467,1.22,0.69,0.54,3.69,3.97,3.36
101106,"1/5/2017","Andrew Bogut",1610612739,"CLE",1,0,1,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.78,19.78,6112,1.16,0.62,0.54,3.65,3.58,3.09
101106,"1/7/2017","Andrew Bogut",1610612739,"CLE",1,0,1,28.7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28.73,28.73,9774,1.85,1.07,0.78,3.99,4.16,3.79
101106,"1/9/2017","Andrew Bogut",1610612739,"CLE",1,0,1,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.83,17.83,5802,1.1,0.56,0.54,3.71,3.83,3.6
101106,"10/26/2016","Andrew Bogut",1610612739,"CLE",1,0,1,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67,19.67,7051,1.34,0.72,0.61,3.98,3.96,4.02
101106,"10/28/2016","Andrew Bogut",1610612739,"CLE",1,0,1,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.75,26.75,9089,1.72,0.95,0.77,3.82,3.69,3.98
101106,"10/30/2016","Andrew Bogut",1610612739,"CLE",1,0,1,28,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27.95,27.95,9411,1.78,0.95,0.83,3.87,3.68,3.63
101106,"11/14/2016","Andrew Bogut",1610612739,"CLE",1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.95,20.95,7035,1.33,0.71,0.63,3.73,3.84,3.59
101106,"11/16/2016","Andrew Bogut",1610612739,"CLE",1,0,1,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.75,24.75,8279,1.57,0.86,0.71,3.9,3.95,3.82
101106,"11/18/2016","Andrew Bogut",1610612739,"CLE",1,0,1,20.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,20.9,6914,1.31,0.72,0.59,3.73,3.57,3.95
101106,"11/19/2016","Andrew Bogut",1610612739,"CLE",1,0,1,34.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.42,34.42,11477,2.17,1.18,0.99,3.85,3.93,3.74
101106,"11/2/2016","Andrew Bogut",1610612739,"CLE",1,0,1,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32,17.32,5869,1.11,0.62,0.49,3.82,3.85,3.78
101106,"11/23/2016","Andrew Bogut",1610612739,"CLE",1,0,1,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.58,24.58,8524,1.61,0.9,0.72,3.9,4.04,3.75
101106,"11/25/2016","Andrew Bogut",1610612739,"CLE",1,0,1,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,22.3,7994,1.51,0.85,0.67,4.04,3.94,4.17
101106,"11/27/2016","Andrew Bogut",1610612739,"CLE",1,1,0,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.78,28.78,9643,1.83,1,0.82,3.76,3.88,3.62
