"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"2350","Orlando Magic*",17,20,0.459,"9.5",15,22,103.6,106.8,"2019-1-2"
"2351","Washington Wizards",15,23,0.395,"12.0",14,24,112.7,116.9,"2019-1-2"
"2352","Atlanta Hawks",11,26,0.297,"15.5",9,28,109.1,117.8,"2019-1-2"
"2353","Chicago Bulls",10,28,0.263,"17.0",8,30,100,109.4,"2019-1-2"
"2354","New York Knicks",9,29,0.237,"18.0",10,28,107.6,115.9,"2019-1-2"
"2355","Cleveland Cavaliers",8,30,0.211,"19.0",9,29,102,111.4,"2019-1-2"
"2356","Denver Nuggets*",24,11,0.686,"—",23,12,110.1,104.8,"2019-1-2"
"2357","Golden State Warriors*",25,13,0.658,"0.5",24,14,115.8,111.3,"2019-1-2"
"2358","Oklahoma City Thunder*",24,13,0.649,"1.0",26,11,111.9,105.4,"2019-1-2"
"2359","Houston Rockets*",21,15,0.583,"3.5",20,16,109.9,108.3,"2019-1-2"
"2360","Portland Trail Blazers*",22,16,0.579,"3.5",20,18,111.3,110.4,"2019-1-2"
"2361","Los Angeles Clippers*",21,16,0.568,"4.0",20,17,115.8,114.8,"2019-1-2"
"2362","San Antonio Spurs*",21,17,0.553,"4.5",22,16,111.5,109.2,"2019-1-2"
"2363","Los Angeles Lakers",21,17,0.553,"4.5",21,17,113,111.3,"2019-1-2"
"2364","Sacramento Kings",19,18,0.514,"6.0",17,20,115,116.7,"2019-1-2"
"2365","Dallas Mavericks",18,19,0.486,"7.0",20,17,110.9,109.7,"2019-1-2"
"2366","Memphis Grizzlies",18,19,0.486,"7.0",18,19,101.5,102.3,"2019-1-2"
"2367","Utah Jazz*",18,20,0.474,"7.5",21,17,107.7,106.1,"2019-1-2"
"2368","Minnesota Timberwolves",17,21,0.447,"8.5",18,20,111.2,111.7,"2019-1-2"
"2369","New Orleans Pelicans",17,22,0.436,"9.0",20,19,116.3,115.5,"2019-1-2"
"2370","Phoenix Suns",9,30,0.231,"17.0",10,29,106,114.8,"2019-1-2"
"2371","Milwaukee Bucks*",26,10,0.722,"—",27,9,117,107.6,"2019-1-3"
"2372","Toronto Raptors*",28,12,0.7,"—",26,14,113,107.9,"2019-1-3"
"2373","Indiana Pacers*",25,12,0.676,"1.5",26,11,107.5,101.1,"2019-1-3"
"2374","Philadelphia 76ers*",25,14,0.641,"2.5",22,17,114.6,112.5,"2019-1-3"
"2375","Boston Celtics*",22,15,0.595,"4.5",25,12,111.7,105.9,"2019-1-3"
"2376","Miami Heat",18,18,0.5,"8.0",19,17,106.9,105.7,"2019-1-3"
"2377","Charlotte Hornets",18,19,0.486,"8.5",20,17,112.9,111.4,"2019-1-3"
"2378","Detroit Pistons*",17,19,0.472,"9.0",15,21,107.3,109.4,"2019-1-3"
"2379","Brooklyn Nets*",18,21,0.462,"9.5",18,21,111,112,"2019-1-3"
"2380","Orlando Magic*",17,20,0.459,"9.5",15,22,103.6,106.8,"2019-1-3"
"2381","Washington Wizards",15,23,0.395,"12.0",14,24,112.7,116.9,"2019-1-3"
"2382","Atlanta Hawks",11,26,0.297,"15.5",9,28,109.1,117.8,"2019-1-3"
"2383","Chicago Bulls",10,28,0.263,"17.0",8,30,100,109.4,"2019-1-3"
"2384","New York Knicks",9,29,0.237,"18.0",10,28,107.6,115.9,"2019-1-3"
"2385","Cleveland Cavaliers",8,30,0.211,"19.0",9,29,102,111.4,"2019-1-3"
"2386","Denver Nuggets*",25,11,0.694,"—",24,12,110.3,105.1,"2019-1-3"
"2387","Oklahoma City Thunder*",24,13,0.649,"1.5",26,11,111.9,105.4,"2019-1-3"
"2388","Golden State Warriors*",25,14,0.641,"1.5",25,14,116.3,111.9,"2019-1-3"
"2389","Houston Rockets*",22,15,0.595,"3.5",20,17,110.5,109,"2019-1-3"
"2390","Portland Trail Blazers*",22,16,0.579,"4.0",20,18,111.3,110.4,"2019-1-3"
"2391","Los Angeles Clippers*",21,16,0.568,"4.5",20,17,115.8,114.8,"2019-1-3"
"2392","San Antonio Spurs*",22,17,0.564,"4.5",23,16,111.8,109.2,"2019-1-3"
"2393","Los Angeles Lakers",21,17,0.553,"5.0",21,17,113,111.3,"2019-1-3"
"2394","Sacramento Kings",19,19,0.5,"7.0",17,21,115,116.7,"2019-1-3"
"2395","Dallas Mavericks",18,19,0.486,"7.5",20,17,110.9,109.7,"2019-1-3"
"2396","Memphis Grizzlies",18,19,0.486,"7.5",18,19,101.5,102.3,"2019-1-3"
"2397","Utah Jazz*",18,20,0.474,"8.0",21,17,107.7,106.1,"2019-1-3"
"2398","Minnesota Timberwolves",17,21,0.447,"9.0",18,20,111.2,111.7,"2019-1-3"
"2399","New Orleans Pelicans",17,22,0.436,"9.5",20,19,116.3,115.5,"2019-1-3"
"2400","Phoenix Suns",9,30,0.231,"17.5",10,29,106,114.8,"2019-1-3"
"2401","Milwaukee Bucks*",27,10,0.73,"—",29,8,117.7,107.8,"2019-1-4"
"2402","Toronto Raptors*",28,12,0.7,"0.5",26,14,113,107.9,"2019-1-4"
"2403","Indiana Pacers*",26,12,0.684,"1.5",27,11,107.8,101.4,"2019-1-4"
"2404","Philadelphia 76ers*",25,14,0.641,"3.0",22,17,114.6,112.5,"2019-1-4"
"2405","Boston Celtics*",23,15,0.605,"4.5",26,12,111.8,105.6,"2019-1-4"
"2406","Miami Heat",19,18,0.514,"8.0",20,17,107.2,105.8,"2019-1-4"
"2407","Charlotte Hornets",18,19,0.486,"9.0",20,17,112.9,111.4,"2019-1-4"
"2408","Brooklyn Nets*",19,21,0.475,"9.5",19,21,111,111.7,"2019-1-4"
"2409","Detroit Pistons*",17,19,0.472,"9.5",15,21,107.3,109.4,"2019-1-4"
"2410","Orlando Magic*",17,21,0.447,"10.5",15,23,103.6,107.2,"2019-1-4"
"2411","Washington Wizards",15,24,0.385,"13.0",14,25,112.6,116.9,"2019-1-4"
"2412","Atlanta Hawks",11,27,0.289,"16.5",9,29,109.2,118.5,"2019-1-4"
"2413","Chicago Bulls",10,29,0.256,"18.0",9,30,100.4,109.6,"2019-1-4"
"2414","New York Knicks",10,29,0.256,"18.0",11,28,107.8,115.8,"2019-1-4"
"2415","Cleveland Cavaliers",8,31,0.205,"20.0",8,31,101.7,111.6,"2019-1-4"
"2416","Denver Nuggets*",25,11,0.694,"—",24,12,110.3,105.1,"2019-1-4"
"2417","Oklahoma City Thunder*",25,13,0.658,"1.0",26,12,111.9,105.5,"2019-1-4"
"2418","Golden State Warriors*",25,14,0.641,"1.5",25,14,116.3,111.9,"2019-1-4"
"2419","Houston Rockets*",22,15,0.595,"3.5",20,17,110.5,109,"2019-1-4"
"2420","Los Angeles Clippers*",22,16,0.579,"4.0",20,18,115.9,114.7,"2019-1-4"
"2421","Portland Trail Blazers*",22,17,0.564,"4.5",20,19,111.3,110.5,"2019-1-4"
"2422","San Antonio Spurs*",22,17,0.564,"4.5",23,16,111.8,109.2,"2019-1-4"
"2423","Los Angeles Lakers",21,18,0.538,"5.5",21,18,113,111.5,"2019-1-4"
"2424","Sacramento Kings",19,19,0.5,"7.0",17,21,115,116.7,"2019-1-4"
"2425","Utah Jazz*",19,20,0.487,"7.5",22,17,107.9,105.7,"2019-1-4"
"2426","Dallas Mavericks",18,20,0.474,"8.0",20,18,110.4,109.8,"2019-1-4"
"2427","Memphis Grizzlies",18,20,0.474,"8.0",18,20,101.5,102.4,"2019-1-4"
"2428","Minnesota Timberwolves",18,21,0.462,"8.5",20,19,111.5,111.4,"2019-1-4"
"2429","New Orleans Pelicans",17,22,0.436,"9.5",20,19,116.3,115.5,"2019-1-4"
"2430","Phoenix Suns",9,31,0.225,"18.0",10,30,106.1,115,"2019-1-4"
"2431","Milwaukee Bucks*",27,11,0.711,"—",29,9,117.7,108.2,"2019-1-5"
"2432","Toronto Raptors*",29,12,0.707,"-0.5",27,14,113.2,108.1,"2019-1-5"
"2433","Indiana Pacers*",26,12,0.684,"1.0",27,11,107.8,101.4,"2019-1-5"
"2434","Philadelphia 76ers*",26,14,0.65,"2.0",23,17,114.4,112.2,"2019-1-5"
"2435","Boston Celtics*",23,15,0.605,"4.0",26,12,111.8,105.6,"2019-1-5"
"2436","Miami Heat",19,18,0.514,"7.5",20,17,107.2,105.8,"2019-1-5"
"2437","Brooklyn Nets*",19,21,0.475,"9.0",19,21,111,111.7,"2019-1-5"
"2438","Charlotte Hornets",18,20,0.474,"9.0",20,18,112.8,111.7,"2019-1-5"
"2439","Detroit Pistons*",17,20,0.459,"9.5",16,21,107.2,109.4,"2019-1-5"
"2440","Orlando Magic*",17,21,0.447,"10.0",15,23,103.6,107.2,"2019-1-5"
"2441","Washington Wizards",15,24,0.385,"12.5",14,25,112.6,116.9,"2019-1-5"
"2442","Atlanta Hawks",11,27,0.289,"16.0",9,29,109.2,118.5,"2019-1-5"
"2443","Chicago Bulls",10,29,0.256,"17.5",9,30,100.4,109.6,"2019-1-5"
"2444","New York Knicks",10,29,0.256,"17.5",11,28,107.8,115.8,"2019-1-5"
"2445","Cleveland Cavaliers",8,32,0.2,"20.0",8,32,101.6,112.1,"2019-1-5"
"2446","Denver Nuggets*",26,11,0.703,"—",25,12,110.6,105.2,"2019-1-5"
"2447","Oklahoma City Thunder*",25,13,0.658,"1.5",26,12,111.9,105.5,"2019-1-5"
"2448","Golden State Warriors*",26,14,0.65,"1.5",25,15,116.6,112.2,"2019-1-5"
"2449","Houston Rockets*",22,16,0.579,"4.5",21,17,110.3,109,"2019-1-5"
"2450","Los Angeles Clippers*",22,16,0.579,"4.5",20,18,115.9,114.7,"2019-1-5"
"2451","Portland Trail Blazers*",23,17,0.575,"4.5",21,19,111.2,110.2,"2019-1-5"
"2452","San Antonio Spurs*",23,17,0.575,"4.5",24,16,111.7,108.6,"2019-1-5"
"2453","Los Angeles Lakers",21,18,0.538,"6.0",21,18,113,111.5,"2019-1-5"
"2454","Utah Jazz*",20,20,0.5,"7.5",23,17,108,105.7,"2019-1-5"
"2455","Sacramento Kings",19,20,0.487,"8.0",17,22,115.2,117,"2019-1-5"
"2456","Dallas Mavericks",18,21,0.462,"9.0",20,19,110.2,109.7,"2019-1-5"
"2457","Minnesota Timberwolves",18,21,0.462,"9.0",20,19,111.5,111.4,"2019-1-5"
"2458","Memphis Grizzlies",18,21,0.462,"9.0",18,21,101.2,102.6,"2019-1-5"
"2459","New Orleans Pelicans",18,22,0.45,"9.5",22,18,116.7,115.1,"2019-1-5"
"2460","Phoenix Suns",9,31,0.225,"18.5",10,30,106.1,115,"2019-1-5"
"2461","Toronto Raptors*",30,12,0.714,"—",28,14,113.4,108,"2019-1-6"
"2462","Milwaukee Bucks*",27,11,0.711,"1.0",29,9,117.7,108.2,"2019-1-6"
"2463","Indiana Pacers*",26,13,0.667,"2.5",27,12,107.7,101.9,"2019-1-6"
"2464","Philadelphia 76ers*",26,14,0.65,"3.0",23,17,114.4,112.2,"2019-1-6"
"2465","Boston Celtics*",23,15,0.605,"5.0",26,12,111.8,105.6,"2019-1-6"
"2466","Miami Heat",19,19,0.5,"9.0",20,18,106.5,105.8,"2019-1-6"
"2467","Brooklyn Nets*",20,21,0.488,"9.5",20,21,111.1,111.4,"2019-1-6"
"2468","Charlotte Hornets",19,20,0.487,"9.5",21,18,113,111.7,"2019-1-6"
"2469","Detroit Pistons*",17,20,0.459,"10.5",16,21,107.2,109.4,"2019-1-6"
"2470","Orlando Magic*",17,22,0.436,"11.5",15,24,103.4,107.2,"2019-1-6"
"2471","Washington Wizards",16,24,0.4,"13.0",15,25,112.7,116.4,"2019-1-6"
"2472","Atlanta Hawks",12,27,0.308,"16.5",10,29,109.1,117.6,"2019-1-6"
"2473","New York Knicks",10,29,0.256,"18.5",11,28,107.8,115.8,"2019-1-6"
"2474","Chicago Bulls",10,30,0.25,"19.0",9,31,100.4,109.8,"2019-1-6"
"2475","Cleveland Cavaliers",8,32,0.2,"21.0",8,32,101.6,112.1,"2019-1-6"
"2476","Denver Nuggets*",26,11,0.703,"—",25,12,110.6,105.2,"2019-1-6"
"2477","Golden State Warriors*",26,14,0.65,"1.5",25,15,116.6,112.2,"2019-1-6"
"2478","Oklahoma City Thunder*",25,14,0.641,"2.0",26,13,111.6,105.8,"2019-1-6"
"2479","Los Angeles Clippers*",23,16,0.59,"4.0",21,18,115.7,114.3,"2019-1-6"
"2480","Houston Rockets*",22,16,0.579,"4.5",21,17,110.3,109,"2019-1-6"
"2481","Portland Trail Blazers*",23,17,0.575,"4.5",21,19,111.2,110.2,"2019-1-6"
"2482","San Antonio Spurs*",23,17,0.575,"4.5",24,16,111.7,108.6,"2019-1-6"
"2483","Los Angeles Lakers",21,19,0.525,"6.5",21,19,112.3,111.4,"2019-1-6"
"2484","Utah Jazz*",20,20,0.5,"7.5",23,17,108,105.7,"2019-1-6"
"2485","Sacramento Kings",19,20,0.487,"8.0",17,22,115.2,117,"2019-1-6"
"2486","Minnesota Timberwolves",19,21,0.475,"8.5",21,19,111.4,110.8,"2019-1-6"
"2487","Dallas Mavericks",18,21,0.462,"9.0",20,19,110.2,109.7,"2019-1-6"
"2488","Memphis Grizzlies",18,21,0.462,"9.0",18,21,101.2,102.6,"2019-1-6"
"2489","New Orleans Pelicans",18,22,0.45,"9.5",22,18,116.7,115.1,"2019-1-6"
"2490","Phoenix Suns",9,32,0.22,"19.0",10,31,106.3,115.1,"2019-1-6"
"2491","Milwaukee Bucks*",28,11,0.718,"—",30,9,117.6,108,"2019-1-7"
"2492","Toronto Raptors*",30,12,0.714,"-0.5",28,14,113.4,108,"2019-1-7"
"2493","Indiana Pacers*",26,13,0.667,"2.0",27,12,107.7,101.9,"2019-1-7"
"2494","Philadelphia 76ers*",26,14,0.65,"2.5",23,17,114.4,112.2,"2019-1-7"
"2495","Boston Celtics*",24,15,0.615,"4.0",27,12,111.9,105.3,"2019-1-7"
"2496","Miami Heat",19,19,0.5,"8.5",20,18,106.5,105.8,"2019-1-7"
"2497","Charlotte Hornets",19,20,0.487,"9.0",21,18,113,111.7,"2019-1-7"
"2498","Brooklyn Nets*",20,22,0.476,"9.5",20,22,110.7,111.5,"2019-1-7"
"2499","Detroit Pistons*",17,21,0.447,"10.5",16,22,107.2,109.7,"2019-1-7"
"2500","Orlando Magic*",17,23,0.425,"11.5",15,25,103.2,107.3,"2019-1-7"
"2501","Washington Wizards",16,24,0.4,"12.5",15,25,112.7,116.4,"2019-1-7"
"2502","Atlanta Hawks",12,27,0.308,"16.0",10,29,109.1,117.6,"2019-1-7"
"2503","Chicago Bulls",10,30,0.25,"18.5",9,31,100.4,109.8,"2019-1-7"
"2504","New York Knicks",10,30,0.25,"18.5",11,29,107.7,115.7,"2019-1-7"
"2505","Cleveland Cavaliers",8,32,0.2,"20.5",8,32,101.6,112.1,"2019-1-7"
"2506","Denver Nuggets*",26,12,0.684,"—",25,13,110.7,105.7,"2019-1-7"
"2507","Golden State Warriors*",26,14,0.65,"1.0",25,15,116.6,112.2,"2019-1-7"
"2508","Oklahoma City Thunder*",25,14,0.641,"1.5",26,13,111.6,105.8,"2019-1-7"
"2509","Houston Rockets*",23,16,0.59,"3.5",21,18,110.7,109.1,"2019-1-7"
"2510","Los Angeles Clippers*",23,16,0.59,"3.5",21,18,115.7,114.3,"2019-1-7"
"2511","Portland Trail Blazers*",24,17,0.585,"3.5",22,19,111.2,110,"2019-1-7"
"2512","San Antonio Spurs*",24,17,0.585,"3.5",25,16,111.9,108.6,"2019-1-7"
"2513","Los Angeles Lakers",22,19,0.537,"5.5",22,19,112.2,111.1,"2019-1-7"
"2514","Sacramento Kings",20,20,0.5,"7.0",18,22,115.1,116.4,"2019-1-7"
"2515","Utah Jazz*",20,21,0.488,"7.5",23,18,107.9,105.9,"2019-1-7"
"2516","Minnesota Timberwolves",19,21,0.475,"8.0",21,19,111.4,110.8,"2019-1-7"
"2517","New Orleans Pelicans",19,22,0.463,"8.5",23,18,116.6,114.6,"2019-1-7"
"2518","Dallas Mavericks",18,22,0.45,"9.0",20,20,109.9,109.7,"2019-1-7"
"2519","Memphis Grizzlies",18,22,0.45,"9.0",17,23,101,102.9,"2019-1-7"
"2520","Phoenix Suns",9,32,0.22,"18.5",10,31,106.3,115.1,"2019-1-7"
"2521","Toronto Raptors*",31,12,0.721,"—",28,15,113.2,107.9,"2019-1-8"
"2522","Milwaukee Bucks*",28,11,0.718,"1.0",30,9,117.6,108,"2019-1-8"
"2523","Indiana Pacers*",27,13,0.675,"2.5",27,13,108.1,102.3,"2019-1-8"
"2524","Philadelphia 76ers*",27,14,0.659,"3.0",24,17,114.8,112.2,"2019-1-8"
"2525","Boston Celtics*",24,15,0.615,"5.0",27,12,111.9,105.3,"2019-1-8"
"2526","Miami Heat",19,20,0.487,"10.0",20,19,106.3,105.7,"2019-1-8"
"2527","Brooklyn Nets*",20,22,0.476,"10.5",20,22,110.7,111.5,"2019-1-8"
"2528","Charlotte Hornets",19,21,0.475,"10.5",21,19,112.9,112.1,"2019-1-8"
"2529","Detroit Pistons*",17,21,0.447,"11.5",16,22,107.2,109.7,"2019-1-8"
"2530","Orlando Magic*",17,23,0.425,"12.5",15,25,103.2,107.3,"2019-1-8"
"2531","Washington Wizards",16,25,0.39,"14.0",15,26,112.7,116.8,"2019-1-8"
"2532","Atlanta Hawks",12,28,0.3,"17.5",11,29,108.9,117.2,"2019-1-8"
"2533","Chicago Bulls",10,30,0.25,"19.5",9,31,100.4,109.8,"2019-1-8"
"2534","New York Knicks",10,31,0.244,"20.0",11,30,107.4,115.8,"2019-1-8"
"2535","Cleveland Cavaliers",8,33,0.195,"22.0",8,33,102,112.4,"2019-1-8"
"2536","Denver Nuggets*",27,12,0.692,"—",26,13,110.5,105.5,"2019-1-8"
"2537","Golden State Warriors*",27,14,0.659,"1.0",27,14,116.7,111.7,"2019-1-8"
"2538","Oklahoma City Thunder*",25,15,0.625,"2.5",27,13,111.7,106.1,"2019-1-8"
"2539","Los Angeles Clippers*",24,16,0.6,"3.5",22,18,116,114.1,"2019-1-8"
"2540","Houston Rockets*",23,16,0.59,"4.0",21,18,110.7,109.1,"2019-1-8"
"2541","Portland Trail Blazers*",24,17,0.585,"4.0",22,19,111.2,110,"2019-1-8"
"2542","San Antonio Spurs*",24,17,0.585,"4.0",25,16,111.9,108.6,"2019-1-8"
"2543","Los Angeles Lakers",22,19,0.537,"6.0",22,19,112.2,111.1,"2019-1-8"
"2544","Utah Jazz*",20,21,0.488,"8.0",23,18,107.9,105.9,"2019-1-8"
"2545","Sacramento Kings",20,21,0.488,"8.0",19,22,115,116.4,"2019-1-8"
"2546","Minnesota Timberwolves",20,21,0.488,"8.0",21,20,111.6,111,"2019-1-8"
"2547","New Orleans Pelicans",19,22,0.463,"9.0",23,18,116.6,114.6,"2019-1-8"
"2548","Dallas Mavericks",18,22,0.45,"9.5",20,20,109.9,109.7,"2019-1-8"
"2549","Memphis Grizzlies",18,22,0.45,"9.5",17,23,101,102.9,"2019-1-8"
"2550","Phoenix Suns",10,32,0.238,"18.5",11,31,106.5,115,"2019-1-8"
"2551","Milwaukee Bucks*",29,11,0.725,"—",31,9,117.5,108,"2019-1-9"
"2552","Toronto Raptors*",31,12,0.721,"-0.5",28,15,113.2,107.9,"2019-1-9"
"2553","Indiana Pacers*",27,14,0.659,"2.5",27,14,108.1,103.1,"2019-1-9"
"2554","Philadelphia 76ers*",27,15,0.643,"3.0",24,18,114.6,112.5,"2019-1-9"
"2555","Boston Celtics*",25,15,0.625,"4.0",29,11,112.5,105.4,"2019-1-9"
"2556","Brooklyn Nets*",21,22,0.488,"9.5",21,22,110.9,111.3,"2019-1-9"
"2557","Miami Heat",19,20,0.487,"9.5",20,19,106.3,105.7,"2019-1-9"
"2558","Charlotte Hornets",19,21,0.475,"10.0",21,19,112.9,112.1,"2019-1-9"
"2559","Detroit Pistons*",17,22,0.436,"11.5",16,23,107,109.8,"2019-1-9"
"2560","Orlando Magic*",17,24,0.415,"12.5",15,26,103,107.2,"2019-1-9"
"2561","Washington Wizards",17,25,0.405,"13.0",16,26,113,116.5,"2019-1-9"
"2562","Atlanta Hawks",12,29,0.293,"17.5",11,30,108.7,117.2,"2019-1-9"
"2563","Chicago Bulls",10,31,0.244,"19.5",9,32,100.7,110.2,"2019-1-9"
"2564","New York Knicks",10,31,0.244,"19.5",11,30,107.4,115.8,"2019-1-9"
"2565","Cleveland Cavaliers",8,34,0.19,"22.0",8,34,102.5,113,"2019-1-9"
"2566","Denver Nuggets*",27,12,0.692,"—",26,13,110.5,105.5,"2019-1-9"
"2567","Golden State Warriors*",27,14,0.659,"1.0",27,14,116.7,111.7,"2019-1-9"
"2568","Oklahoma City Thunder*",25,15,0.625,"2.5",27,13,111.7,106.1,"2019-1-9"
"2569","Los Angeles Clippers*",24,16,0.6,"3.5",22,18,116,114.1,"2019-1-9"
"2570","Portland Trail Blazers*",25,17,0.595,"3.5",23,19,111.5,110,"2019-1-9"
"2571","Houston Rockets*",23,17,0.575,"4.5",22,18,110.6,109.3,"2019-1-9"
"2572","San Antonio Spurs*",24,18,0.571,"4.5",25,17,111.3,108.3,"2019-1-9"
"2573","Los Angeles Lakers",23,19,0.548,"5.5",23,19,112.2,110.8,"2019-1-9"
"2574","Utah Jazz*",21,21,0.5,"7.5",24,18,107.8,105.5,"2019-1-9"
"2575","Minnesota Timberwolves",20,21,0.488,"8.0",21,20,111.6,111,"2019-1-9"
"2576","Sacramento Kings",20,21,0.488,"8.0",19,22,115,116.4,"2019-1-9"
"2577","New Orleans Pelicans",20,22,0.476,"8.5",24,18,117.2,114.8,"2019-1-9"
"2578","Dallas Mavericks",19,22,0.463,"9.0",21,20,109.7,109.3,"2019-1-9"
"2579","Memphis Grizzlies",19,22,0.463,"9.0",18,23,100.9,102.5,"2019-1-9"
"2580","Phoenix Suns",10,33,0.233,"19.0",11,32,106.2,114.7,"2019-1-9"
"2581","Milwaukee Bucks*",29,11,0.725,"—",31,9,117.5,108,"2019-1-10"
"2582","Toronto Raptors*",31,12,0.721,"-0.5",28,15,113.2,107.9,"2019-1-10"
"2583","Indiana Pacers*",27,14,0.659,"2.5",27,14,108.1,103.1,"2019-1-10"
"2584","Philadelphia 76ers*",27,15,0.643,"3.0",24,18,114.6,112.5,"2019-1-10"
"2585","Boston Celtics*",25,16,0.61,"4.5",29,12,112.1,105.6,"2019-1-10"
"2586","Miami Heat",20,20,0.5,"9.0",21,19,106.5,105.6,"2019-1-10"
"2587","Brooklyn Nets*",21,22,0.488,"9.5",21,22,110.9,111.3,"2019-1-10"
"2588","Charlotte Hornets",19,21,0.475,"10.0",21,19,112.9,112.1,"2019-1-10"
"2589","Detroit Pistons*",17,23,0.425,"12.0",16,24,106.9,109.8,"2019-1-10"
"2590","Orlando Magic*",17,24,0.415,"12.5",15,26,103,107.2,"2019-1-10"
"2591","Washington Wizards",17,25,0.405,"13.0",16,26,113,116.5,"2019-1-10"
"2592","Atlanta Hawks",12,29,0.293,"17.5",11,30,108.7,117.2,"2019-1-10"
"2593","Chicago Bulls",10,31,0.244,"19.5",9,32,100.7,110.2,"2019-1-10"
"2594","New York Knicks",10,31,0.244,"19.5",11,30,107.4,115.8,"2019-1-10"
"2595","Cleveland Cavaliers",8,34,0.19,"22.0",8,34,102.5,113,"2019-1-10"
"2596","Denver Nuggets*",28,12,0.7,"—",27,13,110.7,105.4,"2019-1-10"
"2597","Golden State Warriors*",27,14,0.659,"1.5",27,14,116.7,111.7,"2019-1-10"
"2598","Oklahoma City Thunder*",25,16,0.61,"3.5",27,14,112.6,107.3,"2019-1-10"
"2599","Portland Trail Blazers*",25,17,0.595,"4.0",23,19,111.5,110,"2019-1-10"
"2600","Los Angeles Clippers*",24,17,0.585,"4.5",22,19,115.6,114.3,"2019-1-10"
"2601","San Antonio Spurs*",25,18,0.581,"4.5",26,17,112.3,109.2,"2019-1-10"
"2602","Houston Rockets*",23,17,0.575,"5.0",22,18,110.6,109.3,"2019-1-10"
"2603","Los Angeles Lakers",23,19,0.548,"6.0",23,19,112.2,110.8,"2019-1-10"
"2604","Utah Jazz*",21,21,0.5,"8.0",24,18,107.8,105.5,"2019-1-10"
"2605","Sacramento Kings",21,21,0.5,"8.0",20,22,114.9,116,"2019-1-10"
"2606","Minnesota Timberwolves",20,21,0.488,"8.5",21,20,111.6,111,"2019-1-10"
"2607","New Orleans Pelicans",20,22,0.476,"9.0",24,18,117.2,114.8,"2019-1-10"
"2608","Dallas Mavericks",19,22,0.463,"9.5",21,20,109.7,109.3,"2019-1-10"
"2609","Memphis Grizzlies",19,22,0.463,"9.5",18,23,100.9,102.5,"2019-1-10"
"2610","Phoenix Suns",10,33,0.233,"19.5",11,32,106.2,114.7,"2019-1-10"
"2611","Toronto Raptors*",32,12,0.727,"—",29,15,113.4,107.8,"2019-1-11"
"2612","Milwaukee Bucks*",29,12,0.707,"1.5",31,10,117.2,108.1,"2019-1-11"
"2613","Indiana Pacers*",28,14,0.667,"3.0",28,14,108.4,103.1,"2019-1-11"
"2614","Philadelphia 76ers*",27,16,0.628,"4.5",24,19,114.7,112.7,"2019-1-11"
"2615","Boston Celtics*",25,16,0.61,"5.5",29,12,112.1,105.6,"2019-1-11"
"2616","Miami Heat",20,20,0.5,"10.0",21,19,106.5,105.6,"2019-1-11"
"2617","Brooklyn Nets*",21,23,0.477,"11.0",21,23,110.7,111.5,"2019-1-11"
"2618","Charlotte Hornets",19,22,0.463,"11.5",21,20,112.5,112.5,"2019-1-11"
"2619","Detroit Pistons*",17,23,0.425,"13.0",16,24,106.9,109.8,"2019-1-11"
"2620","Washington Wizards",18,25,0.419,"13.5",17,26,113,116.3,"2019-1-11"
"2621","Orlando Magic*",17,24,0.415,"13.5",15,26,103,107.2,"2019-1-11"
"2622","Atlanta Hawks",13,29,0.31,"18.0",11,31,109,117.3,"2019-1-11"
"2623","Chicago Bulls",10,32,0.238,"21.0",9,33,100.9,111,"2019-1-11"
"2624","New York Knicks",10,32,0.238,"21.0",11,31,107.3,116,"2019-1-11"
"2625","Cleveland Cavaliers",8,35,0.186,"23.5",8,35,102.7,113.7,"2019-1-11"
"2626","Denver Nuggets*",28,12,0.7,"—",27,13,110.7,105.4,"2019-1-11"
"2627","Golden State Warriors*",28,14,0.667,"1.0",28,14,117.4,111.7,"2019-1-11"
"2628","Oklahoma City Thunder*",25,16,0.61,"3.5",27,14,112.6,107.3,"2019-1-11"
"2629","Portland Trail Blazers*",26,17,0.605,"3.5",24,19,111.9,109.7,"2019-1-11"
"2630","Houston Rockets*",24,17,0.585,"4.5",23,18,111.4,109.4,"2019-1-11"
"2631","Los Angeles Clippers*",24,17,0.585,"4.5",22,19,115.6,114.3,"2019-1-11"
"2632","San Antonio Spurs*",25,18,0.581,"4.5",26,17,112.3,109.2,"2019-1-11"
"2633","Los Angeles Lakers",23,20,0.535,"6.5",23,20,111.8,110.9,"2019-1-11"
"2634","Utah Jazz*",22,21,0.512,"7.5",25,18,107.9,105.3,"2019-1-11"
"2635","Sacramento Kings",21,21,0.5,"8.0",20,22,114.9,116,"2019-1-11"
"2636","Dallas Mavericks",20,22,0.476,"9.0",22,20,109.9,109.4,"2019-1-11"
"2637","Minnesota Timberwolves",20,22,0.476,"9.0",22,20,111.6,111.1,"2019-1-11"
"2638","New Orleans Pelicans",20,22,0.476,"9.0",24,18,117.2,114.8,"2019-1-11"
"2639","Memphis Grizzlies",19,22,0.463,"9.5",18,23,100.9,102.5,"2019-1-11"
"2640","Phoenix Suns",10,33,0.233,"19.5",11,32,106.2,114.7,"2019-1-11"
"2641","Toronto Raptors*",32,12,0.727,"—",29,15,113.4,107.8,"2019-1-12"
"2642","Milwaukee Bucks*",29,12,0.707,"1.5",31,10,117.2,108.1,"2019-1-12"
