"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"1","Boston Celtics*",1,0,1,"—",1,0,105,87,"2018-10-16"
"2","Philadelphia 76ers*",0,1,0,"1.0",0,1,87,105,"2018-10-16"
"3","Golden State Warriors*",1,0,1,"—",1,0,108,100,"2018-10-16"
"4","Oklahoma City Thunder*",0,1,0,"1.0",0,1,100,108,"2018-10-16"
"5","Milwaukee Bucks*",1,0,1,"—",1,0,113,112,"2018-10-17"
"6","Orlando Magic*",1,0,1,"—",1,0,104,101,"2018-10-17"
"7","Toronto Raptors*",1,0,1,"—",1,0,116,104,"2018-10-17"
"8","Boston Celtics*",1,0,1,"—",1,0,105,87,"2018-10-17"
"9","Indiana Pacers*",1,0,1,"—",1,0,111,83,"2018-10-17"
"10","Detroit Pistons*",1,0,1,"—",1,0,103,100,"2018-10-17"
"11","New York Knicks",1,0,1,"—",1,0,126,107,"2018-10-17"
"12","Brooklyn Nets*",0,1,0,"1.0",0,1,100,103,"2018-10-17"
"13","Philadelphia 76ers*",0,1,0,"1.0",0,1,87,105,"2018-10-17"
"14","Charlotte Hornets",0,1,0,"1.0",0,1,112,113,"2018-10-17"
"15","Atlanta Hawks",0,1,0,"1.0",0,1,107,126,"2018-10-17"
"16","Miami Heat",0,1,0,"1.0",0,1,101,104,"2018-10-17"
"17","Cleveland Cavaliers",0,1,0,"1.0",0,1,104,116,"2018-10-17"
"18","Golden State Warriors*",1,0,1,"—",1,0,108,100,"2018-10-17"
"19","Denver Nuggets*",1,0,1,"—",1,0,107,98,"2018-10-17"
"20","Utah Jazz*",1,0,1,"—",1,0,123,117,"2018-10-17"
"21","San Antonio Spurs*",1,0,1,"—",1,0,112,108,"2018-10-17"
"22","New Orleans Pelicans",1,0,1,"—",1,0,131,112,"2018-10-17"
"23","Phoenix Suns",1,0,1,"—",1,0,121,100,"2018-10-17"
"24","Houston Rockets*",0,1,0,"1.0",0,1,112,131,"2018-10-17"
"25","Oklahoma City Thunder*",0,1,0,"1.0",0,1,100,108,"2018-10-17"
"26","Los Angeles Clippers*",0,1,0,"1.0",0,1,98,107,"2018-10-17"
"27","Dallas Mavericks",0,1,0,"1.0",0,1,100,121,"2018-10-17"
"28","Sacramento Kings",0,1,0,"1.0",0,1,117,123,"2018-10-17"
"29","Minnesota Timberwolves",0,1,0,"1.0",0,1,108,112,"2018-10-17"
"30","Memphis Grizzlies",0,1,0,"1.0",0,1,83,111,"2018-10-17"
"31","Milwaukee Bucks*",1,0,1,"—",1,0,113,112,"2018-10-18"
"32","Orlando Magic*",1,0,1,"—",1,0,104,101,"2018-10-18"
"33","Toronto Raptors*",1,0,1,"—",1,0,116,104,"2018-10-18"
"34","Boston Celtics*",1,0,1,"—",1,0,105,87,"2018-10-18"
"35","Indiana Pacers*",1,0,1,"—",1,0,111,83,"2018-10-18"
"36","Detroit Pistons*",1,0,1,"—",1,0,103,100,"2018-10-18"
"37","New York Knicks",1,0,1,"—",1,0,126,107,"2018-10-18"
"38","Philadelphia 76ers*",1,1,0.5,"0.5",1,1,107,106.5,"2018-10-18"
"39","Miami Heat",1,1,0.5,"0.5",1,1,107,108,"2018-10-18"
"40","Brooklyn Nets*",0,1,0,"1.0",0,1,100,103,"2018-10-18"
"41","Charlotte Hornets",0,1,0,"1.0",0,1,112,113,"2018-10-18"
"42","Atlanta Hawks",0,1,0,"1.0",0,1,107,126,"2018-10-18"
"43","Cleveland Cavaliers",0,1,0,"1.0",0,1,104,116,"2018-10-18"
"44","Chicago Bulls",0,1,0,"1.0",0,1,108,127,"2018-10-18"
"45","Washington Wizards",0,1,0,"1.0",0,1,112,113,"2018-10-18"
"46","Golden State Warriors*",1,0,1,"—",1,0,108,100,"2018-10-18"
"47","Denver Nuggets*",1,0,1,"—",1,0,107,98,"2018-10-18"
"48","Portland Trail Blazers*",1,0,1,"—",1,0,128,119,"2018-10-18"
"49","Utah Jazz*",1,0,1,"—",1,0,123,117,"2018-10-18"
"50","San Antonio Spurs*",1,0,1,"—",1,0,112,108,"2018-10-18"
"51","New Orleans Pelicans",1,0,1,"—",1,0,131,112,"2018-10-18"
"52","Phoenix Suns",1,0,1,"—",1,0,121,100,"2018-10-18"
"53","Houston Rockets*",0,1,0,"1.0",0,1,112,131,"2018-10-18"
"54","Oklahoma City Thunder*",0,1,0,"1.0",0,1,100,108,"2018-10-18"
"55","Los Angeles Clippers*",0,1,0,"1.0",0,1,98,107,"2018-10-18"
"56","Dallas Mavericks",0,1,0,"1.0",0,1,100,121,"2018-10-18"
"57","Sacramento Kings",0,1,0,"1.0",0,1,117,123,"2018-10-18"
"58","Minnesota Timberwolves",0,1,0,"1.0",0,1,108,112,"2018-10-18"
"59","Memphis Grizzlies",0,1,0,"1.0",0,1,83,111,"2018-10-18"
"60","Los Angeles Lakers",0,1,0,"1.0",0,1,119,128,"2018-10-18"
"61","Milwaukee Bucks*",2,0,1,"—",2,0,115.5,106.5,"2018-10-19"
"62","Toronto Raptors*",2,0,1,"—",2,0,114.5,102.5,"2018-10-19"
"63","Detroit Pistons*",1,0,1,"0.5",1,0,103,100,"2018-10-19"
"64","Orlando Magic*",1,1,0.5,"1.0",0,2,96,110.5,"2018-10-19"
"65","Boston Celtics*",1,1,0.5,"1.0",1,1,103,100,"2018-10-19"
"66","Brooklyn Nets*",1,1,0.5,"1.0",1,1,103.5,104,"2018-10-19"
"67","Indiana Pacers*",1,1,0.5,"1.0",1,1,106,100.5,"2018-10-19"
"68","Philadelphia 76ers*",1,1,0.5,"1.0",1,1,107,106.5,"2018-10-19"
"69","Charlotte Hornets",1,1,0.5,"1.0",2,0,116,100.5,"2018-10-19"
"70","Miami Heat",1,1,0.5,"1.0",1,1,107,108,"2018-10-19"
"71","New York Knicks",1,1,0.5,"1.0",1,1,115.5,107,"2018-10-19"
"72","Chicago Bulls",0,1,0,"1.5",0,1,108,127,"2018-10-19"
"73","Washington Wizards",0,1,0,"1.5",0,1,112,113,"2018-10-19"
"74","Atlanta Hawks",0,2,0,"2.0",0,2,112,128.5,"2018-10-19"
"75","Cleveland Cavaliers",0,2,0,"2.0",0,2,113.5,123.5,"2018-10-19"
"76","Golden State Warriors*",2,0,1,"—",1,1,116,111.5,"2018-10-19"
"77","New Orleans Pelicans",2,0,1,"—",2,0,140,120.5,"2018-10-19"
"78","Denver Nuggets*",1,0,1,"0.5",1,0,107,98,"2018-10-19"
"79","Portland Trail Blazers*",1,0,1,"0.5",1,0,128,119,"2018-10-19"
"80","San Antonio Spurs*",1,0,1,"0.5",1,0,112,108,"2018-10-19"
"81","Phoenix Suns",1,0,1,"0.5",1,0,121,100,"2018-10-19"
"82","Los Angeles Clippers*",1,1,0.5,"1.0",1,1,103,99.5,"2018-10-19"
"83","Utah Jazz*",1,1,0.5,"1.0",1,1,123,120.5,"2018-10-19"
"84","Minnesota Timberwolves",1,1,0.5,"1.0",1,1,119.5,117.5,"2018-10-19"
"85","Memphis Grizzlies",1,1,0.5,"1.0",1,1,107,114,"2018-10-19"
"86","Houston Rockets*",0,1,0,"1.5",0,1,112,131,"2018-10-19"
"87","Dallas Mavericks",0,1,0,"1.5",0,1,100,121,"2018-10-19"
"88","Los Angeles Lakers",0,1,0,"1.5",0,1,119,128,"2018-10-19"
"89","Oklahoma City Thunder*",0,2,0,"2.0",0,2,96,108,"2018-10-19"
"90","Sacramento Kings",0,2,0,"2.0",0,2,123,136,"2018-10-19"
"91","Toronto Raptors*",3,0,1,"—",2,1,115.3,106,"2018-10-20"
"92","Milwaukee Bucks*",2,0,1,"0.5",2,0,115.5,106.5,"2018-10-20"
"93","Detroit Pistons*",2,0,1,"0.5",1,1,110.5,108,"2018-10-20"
"94","Boston Celtics*",2,1,0.667,"1.0",2,1,103,100.3,"2018-10-20"
"95","Indiana Pacers*",2,1,0.667,"1.0",2,1,114.7,104.3,"2018-10-20"
"96","Philadelphia 76ers*",2,1,0.667,"1.0",2,1,110,109.3,"2018-10-20"
"97","Charlotte Hornets",2,1,0.667,"1.0",2,1,115,104.3,"2018-10-20"
"98","Orlando Magic*",1,2,0.333,"2.0",1,2,102.3,112.3,"2018-10-20"
"99","Brooklyn Nets*",1,2,0.333,"2.0",1,2,106.3,113.3,"2018-10-20"
"100","Miami Heat",1,2,0.333,"2.0",1,2,108.7,109.7,"2018-10-20"
"101","New York Knicks",1,2,0.333,"2.0",2,1,110.7,105.7,"2018-10-20"
"102","Cleveland Cavaliers",0,2,0,"2.5",0,2,113.5,123.5,"2018-10-20"
"103","Chicago Bulls",0,2,0,"2.5",0,2,112,122.5,"2018-10-20"
"104","Atlanta Hawks",0,2,0,"2.5",0,2,112,128.5,"2018-10-20"
"105","Washington Wizards",0,2,0,"2.5",1,1,112.5,115,"2018-10-20"
"106","Golden State Warriors*",2,0,1,"—",1,1,116,111.5,"2018-10-20"
"107","Denver Nuggets*",2,0,1,"—",2,0,113,94.5,"2018-10-20"
"108","Portland Trail Blazers*",2,0,1,"—",2,0,124.5,113.5,"2018-10-20"
"109","New Orleans Pelicans",2,0,1,"—",2,0,140,120.5,"2018-10-20"
"110","Houston Rockets*",1,1,0.5,"1.0",1,1,118,123,"2018-10-20"
"111","San Antonio Spurs*",1,1,0.5,"1.0",1,1,110,114.5,"2018-10-20"
"112","Los Angeles Clippers*",1,1,0.5,"1.0",1,1,103,99.5,"2018-10-20"
"113","Utah Jazz*",1,1,0.5,"1.0",1,1,123,120.5,"2018-10-20"
"114","Dallas Mavericks",1,1,0.5,"1.0",1,1,120,128.5,"2018-10-20"
"115","Memphis Grizzlies",1,1,0.5,"1.0",1,1,107,114,"2018-10-20"
"116","Phoenix Suns",1,1,0.5,"1.0",1,1,106,109.5,"2018-10-20"
"117","Minnesota Timberwolves",1,2,0.333,"1.5",2,1,125,125,"2018-10-20"
"118","Oklahoma City Thunder*",0,2,0,"2.0",0,2,96,108,"2018-10-20"
"119","Sacramento Kings",0,2,0,"2.0",0,2,123,136,"2018-10-20"
"120","Los Angeles Lakers",0,2,0,"2.0",1,1,117,126,"2018-10-20"
"121","Toronto Raptors*",3,0,1,"—",2,1,115.3,106,"2018-10-21"
"122","Milwaukee Bucks*",2,0,1,"0.5",2,0,115.5,106.5,"2018-10-21"
"123","Detroit Pistons*",2,0,1,"0.5",1,1,110.5,108,"2018-10-21"
"124","Boston Celtics*",2,1,0.667,"1.0",2,1,103,100.3,"2018-10-21"
"125","Indiana Pacers*",2,1,0.667,"1.0",2,1,114.7,104.3,"2018-10-21"
"126","Philadelphia 76ers*",2,1,0.667,"1.0",2,1,110,109.3,"2018-10-21"
"127","Charlotte Hornets",2,1,0.667,"1.0",2,1,115,104.3,"2018-10-21"
"128","Orlando Magic*",1,2,0.333,"2.0",1,2,102.3,112.3,"2018-10-21"
"129","Brooklyn Nets*",1,2,0.333,"2.0",1,2,106.3,113.3,"2018-10-21"
"130","Atlanta Hawks",1,2,0.333,"2.0",1,2,119,122.7,"2018-10-21"
"131","Miami Heat",1,2,0.333,"2.0",1,2,108.7,109.7,"2018-10-21"
"132","New York Knicks",1,2,0.333,"2.0",2,1,110.7,105.7,"2018-10-21"
"133","Chicago Bulls",0,2,0,"2.5",0,2,112,122.5,"2018-10-21"
"134","Washington Wizards",0,2,0,"2.5",1,1,112.5,115,"2018-10-21"
"135","Cleveland Cavaliers",0,3,0,"3.0",0,3,112.7,126.7,"2018-10-21"
"136","Denver Nuggets*",3,0,1,"—",3,0,108.7,95.7,"2018-10-21"
"137","Portland Trail Blazers*",2,0,1,"0.5",2,0,124.5,113.5,"2018-10-21"
"138","New Orleans Pelicans",2,0,1,"0.5",2,0,140,120.5,"2018-10-21"
"139","Golden State Warriors*",2,1,0.667,"1.0",2,1,110,107.7,"2018-10-21"
"140","Los Angeles Clippers*",2,1,0.667,"1.0",2,1,107,103.7,"2018-10-21"
"141","Utah Jazz*",1,1,0.5,"1.5",1,1,123,120.5,"2018-10-21"
"142","San Antonio Spurs*",1,1,0.5,"1.5",1,1,110,114.5,"2018-10-21"
"143","Dallas Mavericks",1,1,0.5,"1.5",1,1,120,128.5,"2018-10-21"
"144","Memphis Grizzlies",1,1,0.5,"1.5",1,1,107,114,"2018-10-21"
"145","Phoenix Suns",1,1,0.5,"1.5",1,1,106,109.5,"2018-10-21"
"146","Houston Rockets*",1,2,0.333,"2.0",1,2,116,120.3,"2018-10-21"
"147","Sacramento Kings",1,2,0.333,"2.0",1,2,125.7,130.7,"2018-10-21"
"148","Minnesota Timberwolves",1,2,0.333,"2.0",2,1,125,125,"2018-10-21"
"149","Los Angeles Lakers",0,2,0,"2.5",1,1,117,126,"2018-10-21"
"150","Oklahoma City Thunder*",0,3,0,"3.0",1,2,104,115.7,"2018-10-21"
"151","Toronto Raptors*",4,0,1,"—",3,1,118.3,106,"2018-10-22"
"152","Milwaukee Bucks*",3,0,1,"0.5",2,1,118.3,108.7,"2018-10-22"
"153","Detroit Pistons*",2,0,1,"1.0",1,1,110.5,108,"2018-10-22"
"154","Philadelphia 76ers*",2,1,0.667,"1.5",2,1,110,109.3,"2018-10-22"
"155","Orlando Magic*",2,2,0.5,"2.0",1,3,100,106.8,"2018-10-22"
"156","Boston Celtics*",2,2,0.5,"2.0",2,2,99.8,98.5,"2018-10-22"
"157","Indiana Pacers*",2,2,0.5,"2.0",3,1,108.8,103.5,"2018-10-22"
"158","Charlotte Hornets",2,2,0.5,"2.0",2,2,112.8,110,"2018-10-22"
"159","Brooklyn Nets*",1,2,0.333,"2.5",1,2,106.3,113.3,"2018-10-22"
"160","Atlanta Hawks",1,2,0.333,"2.5",1,2,119,122.7,"2018-10-22"
"161","Miami Heat",1,2,0.333,"2.5",1,2,108.7,109.7,"2018-10-22"
"162","Washington Wizards",1,2,0.333,"2.5",1,2,116.7,118,"2018-10-22"
"163","New York Knicks",1,3,0.25,"3.0",2,2,111.3,110.3,"2018-10-22"
"164","Cleveland Cavaliers",0,3,0,"3.5",0,3,112.7,126.7,"2018-10-22"
"165","Chicago Bulls",0,3,0,"3.5",1,2,111,120,"2018-10-22"
"166","Denver Nuggets*",3,0,1,"—",3,0,108.7,95.7,"2018-10-22"
"167","New Orleans Pelicans",2,0,1,"0.5",2,0,140,120.5,"2018-10-22"
"168","Golden State Warriors*",3,1,0.75,"0.5",3,1,113.3,106.5,"2018-10-22"
"169","Portland Trail Blazers*",2,1,0.667,"1.0",2,1,124.3,117.3,"2018-10-22"
"170","San Antonio Spurs*",2,1,0.667,"1.0",1,2,121,123.7,"2018-10-22"
"171","Los Angeles Clippers*",2,1,0.667,"1.0",2,1,107,103.7,"2018-10-22"
"172","Dallas Mavericks",2,1,0.667,"1.0",1,2,118.3,122,"2018-10-22"
"173","Memphis Grizzlies",2,1,0.667,"1.0",1,2,102,104,"2018-10-22"
"174","Minnesota Timberwolves",2,2,0.5,"1.5",2,2,119,116.5,"2018-10-22"
"175","Houston Rockets*",1,2,0.333,"2.0",1,2,116,120.3,"2018-10-22"
"176","Utah Jazz*",1,2,0.333,"2.0",1,2,110,111,"2018-10-22"
"177","Sacramento Kings",1,2,0.333,"2.0",1,2,125.7,130.7,"2018-10-22"
"178","Phoenix Suns",1,2,0.333,"2.0",1,2,105,114,"2018-10-22"
"179","Oklahoma City Thunder*",0,3,0,"3.0",1,2,104,115.7,"2018-10-22"
"180","Los Angeles Lakers",0,3,0,"3.0",1,2,125.3,131.7,"2018-10-22"
"181","Toronto Raptors*",4,0,1,"—",3,1,118.3,106,"2018-10-23"
"182","Milwaukee Bucks*",3,0,1,"0.5",2,1,118.3,108.7,"2018-10-23"
"183","Detroit Pistons*",3,0,1,"0.5",2,1,118,116,"2018-10-23"
"184","Orlando Magic*",2,2,0.5,"2.0",1,3,100,106.8,"2018-10-23"
"185","Boston Celtics*",2,2,0.5,"2.0",2,2,99.8,98.5,"2018-10-23"
"186","Indiana Pacers*",2,2,0.5,"2.0",3,1,108.8,103.5,"2018-10-23"
"187","Philadelphia 76ers*",2,2,0.5,"2.0",2,2,115.5,115.3,"2018-10-23"
"188","Charlotte Hornets",2,2,0.5,"2.0",2,2,112.8,110,"2018-10-23"
"189","Brooklyn Nets*",1,2,0.333,"2.5",1,2,106.3,113.3,"2018-10-23"
"190","Atlanta Hawks",1,2,0.333,"2.5",1,2,119,122.7,"2018-10-23"
"191","Miami Heat",1,2,0.333,"2.5",1,2,108.7,109.7,"2018-10-23"
"192","Washington Wizards",1,2,0.333,"2.5",1,2,116.7,118,"2018-10-23"
"193","New York Knicks",1,3,0.25,"3.0",2,2,111.3,110.3,"2018-10-23"
"194","Cleveland Cavaliers",0,3,0,"3.5",0,3,112.7,126.7,"2018-10-23"
"195","Chicago Bulls",0,3,0,"3.5",1,2,111,120,"2018-10-23"
"196","Denver Nuggets*",4,0,1,"—",3,1,113,99.8,"2018-10-23"
"197","New Orleans Pelicans",3,0,1,"0.5",3,0,132,116.7,"2018-10-23"
"198","Golden State Warriors*",3,1,0.75,"1.0",3,1,113.3,106.5,"2018-10-23"
"199","Portland Trail Blazers*",2,1,0.667,"1.5",2,1,124.3,117.3,"2018-10-23"
"200","San Antonio Spurs*",2,1,0.667,"1.5",1,2,121,123.7,"2018-10-23"
"201","Dallas Mavericks",2,1,0.667,"1.5",1,2,118.3,122,"2018-10-23"
"202","Memphis Grizzlies",2,1,0.667,"1.5",1,2,102,104,"2018-10-23"
"203","Los Angeles Clippers*",2,2,0.5,"2.0",2,2,107.5,106.8,"2018-10-23"
"204","Minnesota Timberwolves",2,2,0.5,"2.0",2,2,119,116.5,"2018-10-23"
"205","Houston Rockets*",1,2,0.333,"2.5",1,2,116,120.3,"2018-10-23"
"206","Utah Jazz*",1,2,0.333,"2.5",1,2,110,111,"2018-10-23"
"207","Phoenix Suns",1,2,0.333,"2.5",1,2,105,114,"2018-10-23"
"208","Sacramento Kings",1,3,0.25,"3.0",1,3,122.3,129.5,"2018-10-23"
"209","Oklahoma City Thunder*",0,3,0,"3.5",1,2,104,115.7,"2018-10-23"
"210","Los Angeles Lakers",0,3,0,"3.5",1,2,125.3,131.7,"2018-10-23"
"211","Toronto Raptors*",5,0,1,"—",4,1,117,105.8,"2018-10-24"
"212","Milwaukee Bucks*",4,0,1,"0.5",3,1,119.5,108.5,"2018-10-24"
"213","Detroit Pistons*",3,0,1,"1.0",2,1,118,116,"2018-10-24"
"214","Indiana Pacers*",3,2,0.6,"2.0",4,1,110.2,102,"2018-10-24"
"215","Orlando Magic*",2,2,0.5,"2.5",1,3,100,106.8,"2018-10-24"
"216","Boston Celtics*",2,2,0.5,"2.5",2,2,99.8,98.5,"2018-10-24"
"217","Brooklyn Nets*",2,2,0.5,"2.5",2,2,105.3,106.5,"2018-10-24"
"218","Atlanta Hawks",2,2,0.5,"2.5",2,2,117,118,"2018-10-24"
"219","Miami Heat",2,2,0.5,"2.5",3,1,109,104,"2018-10-24"
"220","Philadelphia 76ers*",2,3,0.4,"3.0",2,3,114,116.8,"2018-10-24"
"221","Charlotte Hornets",2,3,0.4,"3.0",3,2,112.2,110.4,"2018-10-24"
"222","Chicago Bulls",1,3,0.25,"3.5",1,3,111.3,117.5,"2018-10-24"
"223","Washington Wizards",1,3,0.25,"3.5",1,3,118,124.5,"2018-10-24"
"224","New York Knicks",1,4,0.2,"4.0",2,3,106.4,110.2,"2018-10-24"
"225","Cleveland Cavaliers",0,4,0,"4.5",1,3,106,120.5,"2018-10-24"
"226","Denver Nuggets*",4,0,1,"—",3,1,113,99.8,"2018-10-24"
"227","New Orleans Pelicans",3,0,1,"0.5",3,0,132,116.7,"2018-10-24"
"228","Golden State Warriors*",4,1,0.8,"0.5",4,1,119.4,109.6,"2018-10-24"
"229","Portland Trail Blazers*",2,1,0.667,"1.5",2,1,124.3,117.3,"2018-10-24"
"230","Los Angeles Clippers*",2,2,0.5,"2.0",2,2,107.5,106.8,"2018-10-24"
"231","Utah Jazz*",2,2,0.5,"2.0",2,2,107.5,105.5,"2018-10-24"
"232","San Antonio Spurs*",2,2,0.5,"2.0",1,3,114.8,121.8,"2018-10-24"
"233","Dallas Mavericks",2,2,0.5,"2.0",1,3,114.8,119.3,"2018-10-24"
"234","Memphis Grizzlies",2,2,0.5,"2.0",2,2,99.5,102.3,"2018-10-24"
"235","Sacramento Kings",2,3,0.4,"2.5",2,3,117.2,122,"2018-10-24"
"236","Minnesota Timberwolves",2,3,0.4,"2.5",3,2,116.2,115.6,"2018-10-24"
"237","Houston Rockets*",1,3,0.25,"3.0",1,3,109.3,115.3,"2018-10-24"
"238","Phoenix Suns",1,3,0.25,"3.0",1,3,107,118.3,"2018-10-24"
"239","Los Angeles Lakers",1,3,0.25,"3.0",2,2,126.8,127,"2018-10-24"
"240","Oklahoma City Thunder*",0,3,0,"3.5",1,2,104,115.7,"2018-10-24"
"241","Toronto Raptors*",5,0,1,"—",4,1,117,105.8,"2018-10-25"
"242","Milwaukee Bucks*",4,0,1,"0.5",3,1,119.5,108.5,"2018-10-25"
"243","Detroit Pistons*",4,0,1,"0.5",2,2,116,112.8,"2018-10-25"
"244","Boston Celtics*",3,2,0.6,"2.0",3,2,100,97.8,"2018-10-25"
"245","Indiana Pacers*",3,2,0.6,"2.0",4,1,110.2,102,"2018-10-25"
"246","Brooklyn Nets*",2,2,0.5,"2.5",2,2,105.3,106.5,"2018-10-25"
"247","Atlanta Hawks",2,2,0.5,"2.5",2,2,117,118,"2018-10-25"
"248","Miami Heat",2,2,0.5,"2.5",3,1,109,104,"2018-10-25"
"249","Orlando Magic*",2,3,0.4,"3.0",1,4,102.8,111,"2018-10-25"
"250","Philadelphia 76ers*",2,3,0.4,"3.0",2,3,114,116.8,"2018-10-25"
"251","Charlotte Hornets",2,3,0.4,"3.0",3,2,112.2,110.4,"2018-10-25"
"252","Chicago Bulls",1,3,0.25,"3.5",1,3,111.3,117.5,"2018-10-25"
"253","Washington Wizards",1,3,0.25,"3.5",1,3,118,124.5,"2018-10-25"
"254","New York Knicks",1,4,0.2,"4.0",2,3,106.4,110.2,"2018-10-25"
"255","Cleveland Cavaliers",0,5,0,"5.0",1,4,105.4,118.4,"2018-10-25"
"256","New Orleans Pelicans",3,0,1,"—",3,0,132,116.7,"2018-10-25"
"257","Golden State Warriors*",4,1,0.8,"—",4,1,119.4,109.6,"2018-10-25"
"258","Denver Nuggets*",4,1,0.8,"—",4,1,113.2,104,"2018-10-25"
"259","Portland Trail Blazers*",3,1,0.75,"0.5",3,1,125.3,116.5,"2018-10-25"
"260","Los Angeles Clippers*",2,2,0.5,"1.5",2,2,107.5,106.8,"2018-10-25"
"261","Utah Jazz*",2,2,0.5,"1.5",2,2,107.5,105.5,"2018-10-25"
"262","San Antonio Spurs*",2,2,0.5,"1.5",1,3,114.8,121.8,"2018-10-25"
"263","Dallas Mavericks",2,2,0.5,"1.5",1,3,114.8,119.3,"2018-10-25"
"264","Memphis Grizzlies",2,2,0.5,"1.5",2,2,99.5,102.3,"2018-10-25"
"265","Sacramento Kings",2,3,0.4,"2.0",2,3,117.2,122,"2018-10-25"
"266","Minnesota Timberwolves",2,3,0.4,"2.0",3,2,116.2,115.6,"2018-10-25"
"267","Los Angeles Lakers",2,3,0.4,"2.0",3,2,125.6,124.4,"2018-10-25"
"268","Houston Rockets*",1,3,0.25,"2.5",1,3,109.3,115.3,"2018-10-25"
"269","Phoenix Suns",1,3,0.25,"2.5",1,3,107,118.3,"2018-10-25"
"270","Oklahoma City Thunder*",0,4,0,"3.5",1,3,101.8,112,"2018-10-25"
"271","Toronto Raptors*",6,0,1,"—",5,1,116.8,106,"2018-10-26"
"272","Milwaukee Bucks*",5,0,1,"0.5",4,1,120.6,105.8,"2018-10-26"
"273","Detroit Pistons*",4,0,1,"1.0",2,2,116,112.8,"2018-10-26"
"274","Boston Celtics*",3,2,0.6,"2.5",3,2,100,97.8,"2018-10-26"
"275","Indiana Pacers*",3,2,0.6,"2.5",4,1,110.2,102,"2018-10-26"
"276","Charlotte Hornets",3,3,0.5,"3.0",4,2,116,109.7,"2018-10-26"
"277","Atlanta Hawks",2,2,0.5,"3.0",2,2,117,118,"2018-10-26"
"278","Miami Heat",2,2,0.5,"3.0",3,1,109,104,"2018-10-26"
"279","Orlando Magic*",2,3,0.4,"3.5",1,4,102.8,111,"2018-10-26"
"280","Brooklyn Nets*",2,3,0.4,"3.5",2,3,107.2,108.6,"2018-10-26"
"281","Philadelphia 76ers*",2,3,0.4,"3.5",2,3,114,116.8,"2018-10-26"
"282","Chicago Bulls",1,4,0.2,"4.5",1,4,110.2,121,"2018-10-26"
"283","Washington Wizards",1,4,0.2,"4.5",2,3,116.8,122.8,"2018-10-26"
"284","New York Knicks",1,5,0.167,"5.0",2,4,105.3,113.2,"2018-10-26"
"285","Cleveland Cavaliers",0,5,0,"5.5",1,4,105.4,118.4,"2018-10-26"
"286","New Orleans Pelicans",4,0,1,"—",3,1,128.3,116.3,"2018-10-26"
"287","Golden State Warriors*",5,1,0.833,"—",5,1,120.8,108,"2018-10-26"
"288","Denver Nuggets*",4,1,0.8,"0.5",4,1,113.2,104,"2018-10-26"
"289","Portland Trail Blazers*",3,1,0.75,"1.0",3,1,125.3,116.5,"2018-10-26"
"290","Los Angeles Clippers*",3,2,0.6,"1.5",3,2,112.6,108,"2018-10-26"
"291","Sacramento Kings",3,3,0.5,"2.0",2,4,117,120.3,"2018-10-26"
"292","Utah Jazz*",2,2,0.5,"2.0",2,2,107.5,105.5,"2018-10-26"
"293","San Antonio Spurs*",2,2,0.5,"2.0",1,3,114.8,121.8,"2018-10-26"
"294","Memphis Grizzlies",2,2,0.5,"2.0",2,2,99.5,102.3,"2018-10-26"
"295","Dallas Mavericks",2,3,0.4,"2.5",2,3,113.2,118.6,"2018-10-26"
"296","Los Angeles Lakers",2,3,0.4,"2.5",3,2,125.6,124.4,"2018-10-26"
"297","Minnesota Timberwolves",2,4,0.333,"3.0",2,4,112.7,117.2,"2018-10-26"
"298","Phoenix Suns",1,3,0.25,"3.0",1,3,107,118.3,"2018-10-26"
"299","Houston Rockets*",1,4,0.2,"3.5",1,4,110,118.8,"2018-10-26"
"300","Oklahoma City Thunder*",0,4,0,"4.0",1,3,101.8,112,"2018-10-26"
"301","Milwaukee Bucks*",6,0,1,"—",5,1,119.3,103.3,"2018-10-27"
"302","Toronto Raptors*",6,0,1,"—",5,1,116.8,106,"2018-10-27"
"303","Detroit Pistons*",4,1,0.8,"1.5",2,3,110.6,112,"2018-10-27"
"304","Boston Celtics*",4,2,0.667,"2.0",4,2,101.5,96.3,"2018-10-27"
"305","Indiana Pacers*",4,2,0.667,"2.0",5,1,111.7,102.8,"2018-10-27"
"306","Miami Heat",3,2,0.6,"2.5",3,2,111.2,105.4,"2018-10-27"
"307","Philadelphia 76ers*",3,3,0.5,"3.0",3,3,112.5,114.5,"2018-10-27"
"308","Charlotte Hornets",3,4,0.429,"3.5",5,2,114.1,109,"2018-10-27"
"309","Brooklyn Nets*",2,3,0.4,"3.5",2,3,107.2,108.6,"2018-10-27"
"310","Atlanta Hawks",2,3,0.4,"3.5",2,3,110.6,113.8,"2018-10-27"
"311","Orlando Magic*",2,4,0.333,"4.0",1,5,100.8,111.3,"2018-10-27"
"312","Chicago Bulls",2,4,0.333,"4.0",2,4,108,115,"2018-10-27"
"313","Washington Wizards",1,4,0.2,"4.5",2,3,116.8,122.8,"2018-10-27"
"314","New York Knicks",1,5,0.167,"5.0",2,4,105.3,113.2,"2018-10-27"
"315","Cleveland Cavaliers",0,6,0,"6.0",1,5,105.7,118.5,"2018-10-27"
"316","Golden State Warriors*",5,1,0.833,"—",5,1,120.8,108,"2018-10-27"
"317","Denver Nuggets*",4,1,0.8,"0.5",4,1,113.2,104,"2018-10-27"
