"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"San Antonio Spurs*","2","3",".400","3.0","2","3","92.8","96.8","2014-11-8"
"Toronto Raptors*","6","1",".857","—","6","1","107.4","95.9","2014-11-9"
"Brooklyn Nets*","4","2",".667","1.5","4","2","104.7","98.2","2014-11-9"
"Boston Celtics*","3","3",".500","2.5","3","3","106.3","106.0","2014-11-9"
"New York Knicks","2","5",".286","4.0","2","5","92.0","99.4","2014-11-9"
"Philadelphia 76ers","0","7",".000","6.0","1","6","93.3","106.1","2014-11-9"
"Chicago Bulls*","5","2",".714","—","5","2","104.3","99.4","2014-11-9"
"Milwaukee Bucks*","3","4",".429","2.0","3","4","93.9","94.7","2014-11-9"
"Cleveland Cavaliers*","2","3",".400","2.0","2","3","99.2","101.4","2014-11-9"
"Detroit Pistons","2","4",".333","2.5","2","4","92.0","95.8","2014-11-9"
"Indiana Pacers","1","6",".143","4.0","3","4","92.4","95.9","2014-11-9"
"Washington Wizards*","5","2",".714","—","4","3","97.6","96.0","2014-11-9"
"Miami Heat","5","2",".714","—","5","2","102.1","97.9","2014-11-9"
"Charlotte Hornets","3","4",".429","2.0","3","4","95.9","98.3","2014-11-9"
"Atlanta Hawks*","2","3",".400","2.0","3","2","103.6","102.6","2014-11-9"
"Orlando Magic","2","5",".286","3.0","2","5","95.1","101.1","2014-11-9"
"Portland Trail Blazers*","4","3",".571","—","5","2","102.4","94.6","2014-11-9"
"Utah Jazz","3","4",".429","1.0","3","4","99.3","103.3","2014-11-9"
"Minnesota Timberwolves","2","4",".333","1.5","3","3","99.3","101.2","2014-11-9"
"Oklahoma City Thunder","2","5",".286","2.0","2","5","92.0","98.6","2014-11-9"
"Denver Nuggets","1","5",".167","2.5","1","5","99.2","108.0","2014-11-9"
"Golden State Warriors*","5","1",".833","—","5","1","105.2","94.8","2014-11-9"
"Sacramento Kings","5","2",".714","0.5","4","3","103.7","101.1","2014-11-9"
"Los Angeles Clippers*","4","2",".667","1.0","3","3","103.3","103.8","2014-11-9"
"Phoenix Suns","4","3",".571","1.5","4","3","103.7","103.3","2014-11-9"
"Los Angeles Lakers","1","5",".167","4.0","1","5","102.8","112.7","2014-11-9"
"Houston Rockets*","6","1",".857","—","6","1","101.9","90.9","2014-11-9"
"Memphis Grizzlies*","6","1",".857","—","5","2","93.0","87.6","2014-11-9"
"New Orleans Pelicans*","3","2",".600","2.0","3","2","97.2","95.2","2014-11-9"
"Dallas Mavericks*","4","3",".571","2.0","4","3","105.0","102.1","2014-11-9"
"San Antonio Spurs*","2","3",".400","3.0","2","3","92.8","96.8","2014-11-9"
"Toronto Raptors*","6","1",".857","—","6","1","107.4","95.9","2014-11-10"
"Brooklyn Nets*","4","2",".667","1.5","4","2","104.7","98.2","2014-11-10"
"Boston Celtics*","3","3",".500","2.5","3","3","106.3","106.0","2014-11-10"
"New York Knicks","2","6",".250","4.5","2","6","91.1","98.4","2014-11-10"
"Philadelphia 76ers","0","7",".000","6.0","1","6","93.3","106.1","2014-11-10"
"Chicago Bulls*","6","2",".750","—","5","3","104.0","98.4","2014-11-10"
"Cleveland Cavaliers*","3","3",".500","2.0","3","3","102.3","103.0","2014-11-10"
"Milwaukee Bucks*","3","4",".429","2.5","3","4","93.9","94.7","2014-11-10"
"Detroit Pistons","2","5",".286","3.5","2","5","91.9","96.7","2014-11-10"
"Indiana Pacers","2","6",".250","4.0","4","4","93.0","94.6","2014-11-10"
"Washington Wizards*","5","2",".714","—","4","3","97.6","96.0","2014-11-10"
"Miami Heat","5","2",".714","—","5","2","102.1","97.9","2014-11-10"
"Atlanta Hawks*","3","3",".500","1.5","3","3","101.5","99.7","2014-11-10"
"Charlotte Hornets","3","4",".429","2.0","3","4","95.9","98.3","2014-11-10"
"Orlando Magic","2","5",".286","3.0","2","5","95.1","101.1","2014-11-10"
"Portland Trail Blazers*","4","3",".571","—","5","2","102.4","94.6","2014-11-10"
"Utah Jazz","3","5",".375","1.5","3","5","97.6","102.5","2014-11-10"
"Minnesota Timberwolves","2","4",".333","1.5","3","3","99.3","101.2","2014-11-10"
"Oklahoma City Thunder","2","5",".286","2.0","2","5","92.0","98.6","2014-11-10"
"Denver Nuggets","1","5",".167","2.5","1","5","99.2","108.0","2014-11-10"
"Golden State Warriors*","5","1",".833","—","5","1","105.2","94.8","2014-11-10"
"Sacramento Kings","5","2",".714","0.5","4","3","103.7","101.1","2014-11-10"
"Los Angeles Clippers*","4","3",".571","1.5","3","4","100.7","101.7","2014-11-10"
"Phoenix Suns","4","3",".571","1.5","4","3","103.7","103.3","2014-11-10"
"Los Angeles Lakers","1","5",".167","4.0","1","5","102.8","112.7","2014-11-10"
"Houston Rockets*","6","1",".857","—","6","1","101.9","90.9","2014-11-10"
"Memphis Grizzlies*","6","1",".857","—","5","2","93.0","87.6","2014-11-10"
"Dallas Mavericks*","4","3",".571","2.0","4","3","105.0","102.1","2014-11-10"
"New Orleans Pelicans*","3","3",".500","2.5","3","3","99.5","99.0","2014-11-10"
"San Antonio Spurs*","3","3",".500","2.5","2","4","92.2","94.8","2014-11-10"
"Toronto Raptors*","7","1",".875","—","6","2","107.0","96.4","2014-11-11"
"Brooklyn Nets*","4","2",".667","2.0","4","2","104.7","98.2","2014-11-11"
"Boston Celtics*","3","3",".500","3.0","3","3","106.3","106.0","2014-11-11"
"New York Knicks","2","6",".250","5.0","2","6","91.1","98.4","2014-11-11"
"Philadelphia 76ers","0","7",".000","6.5","1","6","93.3","106.1","2014-11-11"
"Chicago Bulls*","6","2",".750","—","5","3","104.0","98.4","2014-11-11"
"Milwaukee Bucks*","4","4",".500","2.0","4","4","92.8","92.6","2014-11-11"
"Cleveland Cavaliers*","3","3",".500","2.0","3","3","102.3","103.0","2014-11-11"
"Detroit Pistons","2","5",".286","3.5","2","5","91.9","96.7","2014-11-11"
"Indiana Pacers","2","6",".250","4.0","4","4","93.0","94.6","2014-11-11"
"Washington Wizards*","5","2",".714","—","4","3","97.6","96.0","2014-11-11"
"Miami Heat","5","2",".714","—","5","2","102.1","97.9","2014-11-11"
"Atlanta Hawks*","3","3",".500","1.5","3","3","101.5","99.7","2014-11-11"
"Charlotte Hornets","3","5",".375","2.5","3","5","96.4","98.8","2014-11-11"
"Orlando Magic","2","6",".250","3.5","2","6","95.8","101.5","2014-11-11"
"Portland Trail Blazers*","5","3",".625","—","6","2","102.4","95.3","2014-11-11"
"Utah Jazz","3","5",".375","2.0","3","5","97.6","102.5","2014-11-11"
"Minnesota Timberwolves","2","4",".333","2.0","3","3","99.3","101.2","2014-11-11"
"Oklahoma City Thunder","2","6",".250","3.0","2","6","90.3","96.9","2014-11-11"
"Denver Nuggets","1","5",".167","3.0","1","5","99.2","108.0","2014-11-11"
"Golden State Warriors*","5","2",".714","—","5","2","104.4","97.4","2014-11-11"
"Sacramento Kings","5","3",".625","0.5","4","4","103.0","101.8","2014-11-11"
"Los Angeles Clippers*","4","3",".571","1.0","3","4","100.7","101.7","2014-11-11"
"Phoenix Suns","4","3",".571","1.0","4","3","103.7","103.3","2014-11-11"
"Los Angeles Lakers","1","6",".143","4.0","2","5","102.7","111.9","2014-11-11"
"Memphis Grizzlies*","7","1",".875","—","6","2","94.8","89.4","2014-11-11"
"Houston Rockets*","6","1",".857","0.5","6","1","101.9","90.9","2014-11-11"
"Dallas Mavericks*","5","3",".625","2.0","5","3","105.1","101.6","2014-11-11"
"San Antonio Spurs*","4","3",".571","2.5","3","4","95.1","95.6","2014-11-11"
"New Orleans Pelicans*","3","3",".500","3.0","3","3","99.5","99.0","2014-11-11"
"Toronto Raptors*","7","1",".875","—","6","2","107.0","96.4","2014-11-12"
"Brooklyn Nets*","4","3",".571","2.5","5","2","104.6","100.1","2014-11-12"
"Boston Celtics*","3","4",".429","3.5","3","4","104.6","106.4","2014-11-12"
"New York Knicks","2","7",".222","5.5","2","7","91.6","98.2","2014-11-12"
"Philadelphia 76ers","0","7",".000","6.5","1","6","93.3","106.1","2014-11-12"
"Chicago Bulls*","6","2",".750","—","5","3","104.0","98.4","2014-11-12"
"Milwaukee Bucks*","4","4",".500","2.0","4","4","92.8","92.6","2014-11-12"
"Cleveland Cavaliers*","3","3",".500","2.0","3","3","102.3","103.0","2014-11-12"
"Indiana Pacers","3","6",".333","3.5","4","5","91.7","92.4","2014-11-12"
"Detroit Pistons","2","6",".250","4.0","3","5","93.3","98.0","2014-11-12"
"Washington Wizards*","6","2",".750","—","5","3","98.8","96.9","2014-11-12"
"Miami Heat","5","3",".625","1.0","5","3","98.8","95.8","2014-11-12"
"Atlanta Hawks*","4","3",".571","1.5","4","3","101.3","99.3","2014-11-12"
"Charlotte Hornets","3","5",".375","3.0","3","5","96.4","98.8","2014-11-12"
"Orlando Magic","3","6",".333","3.5","3","6","95.9","100.8","2014-11-12"
"Portland Trail Blazers*","6","3",".667","—","7","2","105.4","97.2","2014-11-12"
"Oklahoma City Thunder","3","6",".333","3.0","3","6","92.3","96.6","2014-11-12"
"Utah Jazz","3","6",".333","3.0","3","6","97.6","102.2","2014-11-12"
"Minnesota Timberwolves","2","5",".286","3.0","3","4","99.6","102.9","2014-11-12"
"Denver Nuggets","1","6",".143","4.0","1","6","101.1","111.1","2014-11-12"
"Golden State Warriors*","5","2",".714","—","5","2","104.4","97.4","2014-11-12"
"Phoenix Suns","5","3",".625","0.5","4","4","104.8","103.4","2014-11-12"
"Sacramento Kings","5","3",".625","0.5","4","4","103.0","101.8","2014-11-12"
"Los Angeles Clippers*","4","3",".571","1.0","3","4","100.7","101.7","2014-11-12"
"Los Angeles Lakers","1","7",".125","4.5","2","6","102.6","111.5","2014-11-12"
"Houston Rockets*","7","1",".875","—","7","1","103.3","92.1","2014-11-12"
"Memphis Grizzlies*","7","1",".875","—","6","2","94.8","89.4","2014-11-12"
"Dallas Mavericks*","5","3",".625","2.0","5","3","105.1","101.6","2014-11-12"
"New Orleans Pelicans*","4","3",".571","2.5","4","3","100.9","99.4","2014-11-12"
"San Antonio Spurs*","4","3",".571","2.5","3","4","95.1","95.6","2014-11-12"
"Toronto Raptors*","7","2",".778","—","7","2","105.4","96.8","2014-11-13"
"Brooklyn Nets*","4","4",".500","2.5","5","3","103.9","101.0","2014-11-13"
"Boston Celtics*","3","4",".429","3.0","3","4","104.6","106.4","2014-11-13"
"New York Knicks","2","7",".222","5.0","2","7","91.6","98.2","2014-11-13"
"Philadelphia 76ers","0","8",".000","6.5","1","7","90.4","108.3","2014-11-13"
"Chicago Bulls*","7","2",".778","—","6","3","103.6","97.8","2014-11-13"
"Milwaukee Bucks*","4","4",".500","2.5","4","4","92.8","92.6","2014-11-13"
"Cleveland Cavaliers*","3","3",".500","2.5","3","3","102.3","103.0","2014-11-13"
"Indiana Pacers","3","6",".333","4.0","4","5","91.7","92.4","2014-11-13"
"Detroit Pistons","2","6",".250","4.5","3","5","93.3","98.0","2014-11-13"
"Washington Wizards*","6","2",".750","—","5","3","98.8","96.9","2014-11-13"
"Miami Heat","5","3",".625","1.0","5","3","98.8","95.8","2014-11-13"
"Atlanta Hawks*","4","3",".571","1.5","4","3","101.3","99.3","2014-11-13"
"Charlotte Hornets","3","5",".375","3.0","3","5","96.4","98.8","2014-11-13"
"Orlando Magic","3","6",".333","3.5","3","6","95.9","100.8","2014-11-13"
"Portland Trail Blazers*","6","3",".667","—","7","2","105.4","97.2","2014-11-13"
"Oklahoma City Thunder","3","6",".333","3.0","3","6","92.3","96.6","2014-11-13"
"Utah Jazz","3","6",".333","3.0","3","6","97.6","102.2","2014-11-13"
"Minnesota Timberwolves","2","5",".286","3.0","3","4","99.6","102.9","2014-11-13"
"Denver Nuggets","1","6",".143","4.0","1","6","101.1","111.1","2014-11-13"
"Golden State Warriors*","6","2",".750","—","6","2","104.8","97.6","2014-11-13"
"Phoenix Suns","5","3",".625","1.0","4","4","104.8","103.4","2014-11-13"
"Sacramento Kings","5","4",".556","1.5","5","4","103.8","102.8","2014-11-13"
"Los Angeles Clippers*","4","3",".571","1.5","3","4","100.7","101.7","2014-11-13"
"Los Angeles Lakers","1","7",".125","5.0","2","6","102.6","111.5","2014-11-13"
"Memphis Grizzlies*","8","1",".889","—","6","3","96.6","91.7","2014-11-13"
"Houston Rockets*","7","1",".875","0.5","7","1","103.3","92.1","2014-11-13"
"Dallas Mavericks*","6","3",".667","2.0","7","2","107.1","98.1","2014-11-13"
"New Orleans Pelicans*","4","3",".571","3.0","4","3","100.9","99.4","2014-11-13"
"San Antonio Spurs*","4","3",".571","3.0","3","4","95.1","95.6","2014-11-13"
"Toronto Raptors*","7","2",".778","—","7","2","105.4","96.8","2014-11-14"
"Brooklyn Nets*","4","4",".500","2.5","5","3","103.9","101.0","2014-11-14"
"Boston Celtics*","3","5",".375","3.5","4","4","106.6","108.4","2014-11-14"
"New York Knicks","2","8",".200","5.5","3","7","92.4","98.6","2014-11-14"
"Philadelphia 76ers","0","9",".000","7.0","1","8","90.0","106.0","2014-11-14"
"Chicago Bulls*","7","2",".778","—","6","3","103.6","97.8","2014-11-14"
"Cleveland Cavaliers*","4","3",".571","2.0","3","4","105.1","105.6","2014-11-14"
"Milwaukee Bucks*","4","5",".444","3.0","4","5","91.9","93.6","2014-11-14"
"Detroit Pistons","3","6",".333","4.0","3","6","93.6","97.0","2014-11-14"
"Indiana Pacers","3","7",".300","4.5","4","6","91.2","94.0","2014-11-14"
"Washington Wizards*","6","2",".750","—","5","3","98.8","96.9","2014-11-14"
"Atlanta Hawks*","5","3",".625","1.0","5","3","102.9","99.8","2014-11-14"
"Miami Heat","5","4",".556","1.5","5","4","99.2","97.8","2014-11-14"
"Charlotte Hornets","4","5",".444","2.5","4","5","97.1","98.3","2014-11-14"
"Orlando Magic","4","6",".400","3.0","4","6","96.4","99.2","2014-11-14"
"Portland Trail Blazers*","6","3",".667","—","7","2","105.4","97.2","2014-11-14"
"Utah Jazz","4","6",".400","2.5","4","6","98.0","102.0","2014-11-14"
"Oklahoma City Thunder","3","7",".300","3.5","3","7","92.0","96.5","2014-11-14"
"Denver Nuggets","2","6",".250","3.5","2","6","102.0","108.1","2014-11-14"
"Minnesota Timberwolves","2","6",".250","3.5","2","6","98.5","107.4","2014-11-14"
"Golden State Warriors*","6","2",".750","—","6","2","104.8","97.6","2014-11-14"
"Phoenix Suns","5","4",".556","1.5","5","4","103.7","103.3","2014-11-14"
"Sacramento Kings","5","4",".556","1.5","5","4","103.8","102.8","2014-11-14"
"Los Angeles Clippers*","4","3",".571","1.5","3","4","100.7","101.7","2014-11-14"
"Los Angeles Lakers","1","8",".111","5.5","2","7","100.1","109.4","2014-11-14"
"Houston Rockets*","8","1",".889","—","7","2","101.6","91.6","2014-11-14"
"Memphis Grizzlies*","8","1",".889","—","6","3","96.6","91.7","2014-11-14"
"Dallas Mavericks*","6","3",".667","2.0","7","2","107.1","98.1","2014-11-14"
"New Orleans Pelicans*","5","3",".625","2.5","6","2","105.6","98.4","2014-11-14"
"San Antonio Spurs*","5","3",".625","2.5","4","4","94.9","93.6","2014-11-14"
"Toronto Raptors*","8","2",".800","—","8","2","106.0","96.4","2014-11-15"
"Brooklyn Nets*","4","5",".444","3.5","5","4","102.0","100.6","2014-11-15"
"Boston Celtics*","3","5",".375","4.0","4","4","106.6","108.4","2014-11-15"
"New York Knicks","2","8",".200","6.0","3","7","92.4","98.6","2014-11-15"
"Philadelphia 76ers","0","9",".000","7.5","1","8","90.0","106.0","2014-11-15"
"Chicago Bulls*","7","3",".700","—","6","4","102.2","97.9","2014-11-15"
"Cleveland Cavaliers*","5","3",".625","1.0","5","3","107.9","104.1","2014-11-15"
"Milwaukee Bucks*","4","5",".444","2.5","4","5","91.9","93.6","2014-11-15"
"Indiana Pacers","4","7",".364","3.5","5","6","91.9","93.6","2014-11-15"
"Detroit Pistons","3","7",".300","4.0","4","6","93.0","96.8","2014-11-15"
"Washington Wizards*","7","2",".778","—","5","4","98.7","96.4","2014-11-15"
"Atlanta Hawks*","5","4",".556","2.0","4","5","101.9","102.8","2014-11-15"
"Miami Heat","5","4",".556","2.0","5","4","99.2","97.8","2014-11-15"
"Charlotte Hornets","4","6",".400","3.5","4","6","96.1","99.7","2014-11-15"
"Orlando Magic","4","7",".364","4.0","4","7","96.1","99.1","2014-11-15"
"Portland Trail Blazers*","7","3",".700","—","8","2","104.6","96.2","2014-11-15"
"Utah Jazz","4","7",".364","3.5","4","7","97.5","102.8","2014-11-15"
"Oklahoma City Thunder","3","7",".300","4.0","3","7","92.0","96.5","2014-11-15"
"Denver Nuggets","2","6",".250","4.0","2","6","102.0","108.1","2014-11-15"
"Minnesota Timberwolves","2","7",".222","4.5","2","7","100.6","110.0","2014-11-15"
"Golden State Warriors*","7","2",".778","—","7","2","105.6","96.4","2014-11-15"
"Sacramento Kings","6","4",".600","1.5","5","5","102.8","101.6","2014-11-15"
"Los Angeles Clippers*","5","3",".625","1.5","4","4","103.1","102.4","2014-11-15"
"Phoenix Suns","5","5",".500","2.5","5","5","104.0","105.0","2014-11-15"
"Los Angeles Lakers","1","8",".111","6.0","2","7","100.1","109.4","2014-11-15"
"Memphis Grizzlies*","9","1",".900","—","7","3","96.4","91.3","2014-11-15"
"Houston Rockets*","8","1",".889","0.5","7","2","101.6","91.6","2014-11-15"
"Dallas Mavericks*","7","3",".700","2.0","8","2","109.5","100.0","2014-11-15"
"New Orleans Pelicans*","5","3",".625","3.0","6","2","105.6","98.4","2014-11-15"
"San Antonio Spurs*","5","4",".556","3.5","5","4","94.4","93.7","2014-11-15"
"Toronto Raptors*","8","2",".800","—","8","2","106.0","96.4","2014-11-16"
"Brooklyn Nets*","4","5",".444","3.5","5","4","102.0","100.6","2014-11-16"
"Boston Celtics*","3","5",".375","4.0","4","4","106.6","108.4","2014-11-16"
"New York Knicks","3","8",".273","5.5","4","7","93.9","98.1","2014-11-16"
"Philadelphia 76ers","0","9",".000","7.5","1","8","90.0","106.0","2014-11-16"
"Chicago Bulls*","7","3",".700","—","6","4","102.2","97.9","2014-11-16"
"Cleveland Cavaliers*","5","3",".625","1.0","5","3","107.9","104.1","2014-11-16"
"Milwaukee Bucks*","5","5",".500","2.0","5","5","91.8","92.6","2014-11-16"
"Indiana Pacers","4","7",".364","3.5","5","6","91.9","93.6","2014-11-16"
"Detroit Pistons","3","7",".300","4.0","4","6","93.0","96.8","2014-11-16"
"Washington Wizards*","7","2",".778","—","5","4","98.7","96.4","2014-11-16"
"Atlanta Hawks*","5","4",".556","2.0","4","5","101.9","102.8","2014-11-16"
"Miami Heat","5","5",".500","2.5","5","5","97.7","97.1","2014-11-16"
"Charlotte Hornets","4","6",".400","3.5","4","6","96.1","99.7","2014-11-16"
"Orlando Magic","4","7",".364","4.0","4","7","96.1","99.1","2014-11-16"
"Portland Trail Blazers*","7","3",".700","—","8","2","104.6","96.2","2014-11-16"
"Utah Jazz","4","7",".364","3.5","4","7","97.5","102.8","2014-11-16"
"Oklahoma City Thunder","3","8",".273","4.5","4","7","89.5","94.0","2014-11-16"
"Denver Nuggets","2","7",".222","4.5","2","7","101.0","108.2","2014-11-16"
"Minnesota Timberwolves","2","7",".222","4.5","2","7","100.6","110.0","2014-11-16"
"Golden State Warriors*","8","2",".800","—","8","2","108.6","98.3","2014-11-16"
"Sacramento Kings","6","4",".600","2.0","5","5","102.8","101.6","2014-11-16"
"Los Angeles Clippers*","5","3",".625","2.0","4","4","103.1","102.4","2014-11-16"
"Phoenix Suns","5","5",".500","3.0","5","5","104.0","105.0","2014-11-16"
"Los Angeles Lakers","1","9",".100","7.0","2","8","101.6","112.1","2014-11-16"
"Houston Rockets*","9","1",".900","—","8","2","98.3","88.9","2014-11-16"
"Memphis Grizzlies*","9","1",".900","—","7","3","96.4","91.3","2014-11-16"
"Dallas Mavericks*","7","3",".700","2.0","8","2","109.5","100.0","2014-11-16"
"New Orleans Pelicans*","5","3",".625","3.0","6","2","105.6","98.4","2014-11-16"
"San Antonio Spurs*","5","4",".556","3.5","5","4","94.4","93.7","2014-11-16"
"Toronto Raptors*","8","2",".800","—","8","2","106.0","96.4","2014-11-17"
"Brooklyn Nets*","4","6",".400","4.0","5","5","100.1","100.0","2014-11-17"
"Boston Celtics*","3","6",".333","4.5","4","5","107.4","109.4","2014-11-17"
"New York Knicks","3","8",".273","5.5","4","7","93.9","98.1","2014-11-17"
"Philadelphia 76ers","0","10",".000","8.0","1","9","88.5","105.4","2014-11-17"
"Chicago Bulls*","8","3",".727","—","7","4","102.5","97.1","2014-11-17"
"Cleveland Cavaliers*","5","4",".556","2.0","5","4","106.7","104.3","2014-11-17"
"Milwaukee Bucks*","5","5",".500","2.5","5","5","91.8","92.6","2014-11-17"
"Indiana Pacers","4","7",".364","4.0","5","6","91.9","93.6","2014-11-17"
"Detroit Pistons","3","8",".273","5.0","4","7","93.0","97.7","2014-11-17"
"Washington Wizards*","7","2",".778","—","5","4","98.7","96.4","2014-11-17"
"Miami Heat","6","5",".545","2.0","6","5","97.5","95.8","2014-11-17"
"Atlanta Hawks*","5","4",".556","2.0","4","5","101.9","102.8","2014-11-17"
"Orlando Magic","5","7",".417","3.5","5","7","97.0","98.6","2014-11-17"
"Charlotte Hornets","4","7",".364","4.0","3","8","94.6","100.4","2014-11-17"
"Portland Trail Blazers*","8","3",".727","—","8","3","104.4","95.9","2014-11-17"
