"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-11"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-11"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-11"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-11"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-11"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-11"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-11"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-11"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-11"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-11"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-11"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-11"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-11"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-11"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-11"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-11"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-11"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-11"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-11"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-11"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-11"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-11"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-12"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-12"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-12"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-12"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-12"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-12"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-12"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-12"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-12"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-12"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-12"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-12"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-12"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-12"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-12"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-12"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-12"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-12"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-12"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-12"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-12"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-12"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-12"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-12"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-12"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-12"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-12"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-12"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-12"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-12"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-13"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-13"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-13"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-13"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-13"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-13"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-13"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-13"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-13"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-13"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-13"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-13"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-13"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-13"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-13"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-13"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-13"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-13"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-13"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-13"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-13"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-13"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-13"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-13"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-13"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-13"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-13"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-13"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-13"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-13"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-14"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-14"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-14"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-14"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-14"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-14"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-14"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-14"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-14"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-14"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-14"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-14"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-14"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-14"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-14"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-14"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-14"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-14"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-14"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-14"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-14"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-14"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-14"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-14"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-14"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-14"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-14"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-14"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-14"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-14"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-15"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-15"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-15"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-15"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-15"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-15"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-15"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-15"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-15"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-15"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-15"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-15"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-15"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-15"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-15"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-15"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-15"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-15"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-15"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-15"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-15"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-15"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-15"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-15"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-15"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-15"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-15"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-15"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-15"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-15"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-16"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-16"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-16"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-16"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-16"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-16"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-16"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-16"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-16"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-16"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-16"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-16"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-16"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-16"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-16"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-16"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-16"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-16"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-16"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-16"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-16"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-16"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-16"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-16"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-16"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-16"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-16"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-16"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-16"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-16"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-17"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-17"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-17"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-17"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-17"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-17"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-17"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-17"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-17"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-17"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-17"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-17"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-17"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-17"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-17"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-17"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-17"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-17"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-17"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-17"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-17"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-17"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-17"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-17"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-17"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-17"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-17"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-17"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-17"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-17"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-18"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-18"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-18"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-18"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-18"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-18"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-18"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-18"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-18"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-18"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-18"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-18"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-18"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-18"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-18"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-18"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-18"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-18"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-18"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-18"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-18"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-18"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-18"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-18"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-18"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-18"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-18"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-18"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-18"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-18"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-19"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-19"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-19"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-19"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-19"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-19"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-19"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-19"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-19"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-19"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-19"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-19"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-19"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-19"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-19"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-19"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-19"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-19"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-19"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-19"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-19"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-19"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-19"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-19"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-19"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-19"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-19"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-19"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-19"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-19"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-20"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-20"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-20"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-20"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-20"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-20"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-20"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-20"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-20"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-20"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-20"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-20"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-20"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-20"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-20"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-20"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-20"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-20"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-20"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-20"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-20"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-20"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-20"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-20"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-20"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-20"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-20"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-20"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-20"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-20"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-21"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-21"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-21"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-21"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-21"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-21"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-21"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-21"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-21"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-21"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-21"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-21"
"Charlotte Bobcats*","43","39",".524","11.0","40","42","96.9","97.1","2014-6-21"
"Atlanta Hawks*","38","44",".463","16.0","40","42","101.0","101.5","2014-6-21"
"Orlando Magic","23","59",".280","31.0","26","56","96.5","102.0","2014-6-21"
"Oklahoma City Thunder*","59","23",".720","—","58","24","106.2","99.8","2014-6-21"
"Portland Trail Blazers*","54","28",".659","5.0","52","30","106.7","102.8","2014-6-21"
"Minnesota Timberwolves","40","42",".488","19.0","48","34","106.9","104.3","2014-6-21"
"Denver Nuggets","36","46",".439","23.0","35","47","104.4","106.5","2014-6-21"
"Utah Jazz","25","57",".305","34.0","22","60","95.0","102.2","2014-6-21"
"Los Angeles Clippers*","57","25",".695","—","59","23","107.9","101.0","2014-6-21"
"Golden State Warriors*","51","31",".622","6.0","54","28","104.3","99.5","2014-6-21"
"Phoenix Suns","48","34",".585","9.0","48","34","105.2","102.6","2014-6-21"
"Sacramento Kings","28","54",".341","29.0","33","49","100.5","103.4","2014-6-21"
"Los Angeles Lakers","27","55",".329","30.0","25","57","103.0","109.2","2014-6-21"
"San Antonio Spurs*","62","20",".756","—","61","21","105.4","97.6","2014-6-21"
"Houston Rockets*","54","28",".659","8.0","53","29","107.7","103.1","2014-6-21"
"Memphis Grizzlies*","50","32",".610","12.0","46","36","96.1","94.6","2014-6-21"
"Dallas Mavericks*","49","33",".598","13.0","48","34","104.8","102.4","2014-6-21"
"New Orleans Pelicans","34","48",".415","28.0","33","49","99.7","102.4","2014-6-21"
"Toronto Raptors*","48","34",".585","—","50","32","101.3","98.0","2014-6-22"
"Brooklyn Nets*","44","38",".537","4.0","38","44","98.5","99.5","2014-6-22"
"New York Knicks","37","45",".451","11.0","39","43","98.6","99.4","2014-6-22"
"Boston Celtics","25","57",".305","23.0","28","54","96.2","100.7","2014-6-22"
"Philadelphia 76ers","19","63",".232","29.0","16","66","99.5","109.9","2014-6-22"
"Indiana Pacers*","56","26",".683","—","54","28","96.7","92.3","2014-6-22"
"Chicago Bulls*","48","34",".585","8.0","47","35","93.7","91.8","2014-6-22"
"Cleveland Cavaliers","33","49",".402","23.0","32","50","98.2","101.5","2014-6-22"
"Detroit Pistons","29","53",".354","27.0","31","51","101.0","104.7","2014-6-22"
"Milwaukee Bucks","15","67",".183","41.0","20","62","95.5","103.7","2014-6-22"
"Miami Heat*","54","28",".659","—","54","28","102.2","97.4","2014-6-22"
"Washington Wizards*","44","38",".537","10.0","45","37","100.7","99.4","2014-6-22"
