"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-14"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-14"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-14"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-14"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-14"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-14"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-14"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-14"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-14"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-14"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-14"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-14"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-14"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-14"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-14"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-14"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-14"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-14"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-14"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-14"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-14"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-14"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-14"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-14"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-14"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-14"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-15"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-15"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-15"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-15"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-15"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-15"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-15"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-15"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-15"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-15"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-15"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-15"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-15"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-15"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-15"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-15"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-15"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-15"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-15"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-15"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-15"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-15"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-15"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-15"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-15"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-15"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-15"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-15"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-15"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-15"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-16"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-16"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-16"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-16"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-16"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-16"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-16"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-16"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-16"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-16"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-16"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-16"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-16"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-16"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-16"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-16"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-16"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-16"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-16"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-16"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-16"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-16"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-16"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-16"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-16"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-16"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-16"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-16"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-16"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-16"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-17"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-17"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-17"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-17"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-17"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-17"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-17"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-17"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-17"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-17"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-17"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-17"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-17"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-17"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-17"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-17"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-17"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-17"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-17"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-17"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-17"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-17"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-17"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-17"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-17"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-17"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-17"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-17"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-17"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-17"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-18"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-18"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-18"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-18"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-18"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-18"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-18"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-18"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-18"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-18"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-18"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-18"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-18"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-18"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-18"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-18"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-18"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-18"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-18"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-18"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-18"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-18"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-18"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-18"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-18"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-18"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-18"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-18"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-18"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-18"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-19"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-19"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-19"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-19"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-19"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-19"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-19"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-19"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-19"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-19"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-19"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-19"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-19"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-19"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-19"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-19"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-19"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-19"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-19"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-19"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-19"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-19"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-19"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-19"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-19"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-19"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-19"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-19"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-19"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-19"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-20"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-20"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-20"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-20"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-20"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-20"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-20"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-20"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-20"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-20"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-20"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-20"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-20"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-20"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-20"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-20"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-20"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-20"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-20"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-20"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-20"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-20"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-20"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-20"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-20"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-20"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-20"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-20"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-20"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-20"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-21"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-21"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-21"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-21"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-21"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-21"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-21"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-21"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-21"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-21"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-21"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-21"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-21"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-21"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-21"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-21"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-21"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-21"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-21"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-21"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-21"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-21"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-21"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-21"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-21"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-21"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-21"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-21"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-21"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-21"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-22"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-22"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-22"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-22"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-22"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-22"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-22"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-22"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-22"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-22"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-22"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-22"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-22"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-22"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-22"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-22"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-22"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-22"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-22"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-22"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-22"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-22"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-22"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-22"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-22"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-22"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-22"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-22"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-22"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-22"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-23"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-23"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-23"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-23"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-23"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-23"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-23"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-23"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-23"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-23"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-23"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-23"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-23"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-23"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-23"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-23"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-23"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-23"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-23"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-23"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-23"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-23"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-23"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-23"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-23"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-23"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-23"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-23"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-23"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-23"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-24"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-24"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-24"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-24"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-24"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-24"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-24"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-24"
"Detroit Pistons","25","41",".379","25.0","22","44","90.9","95.7","2012-5-24"
"Cleveland Cavaliers","21","45",".318","29.0","17","49","93.0","100.2","2012-5-24"
"Miami Heat*","46","20",".697","—","47","19","98.5","92.5","2012-5-24"
"Atlanta Hawks*","40","26",".606","6.0","41","25","96.6","93.2","2012-5-24"
"Orlando Magic*","37","29",".561","9.0","35","31","94.2","93.4","2012-5-24"
"Washington Wizards","20","46",".303","26.0","22","44","93.6","98.4","2012-5-24"
"Charlotte Bobcats","7","59",".106","39.0","7","59","87.0","100.9","2012-5-24"
"Oklahoma City Thunder*","47","19",".712","—","46","20","103.1","96.9","2012-5-24"
"Denver Nuggets*","38","28",".576","9.0","39","27","104.1","101.2","2012-5-24"
"Utah Jazz*","36","30",".545","11.0","34","32","99.7","99.0","2012-5-24"
"Portland Trail Blazers","28","38",".424","19.0","32","34","97.2","97.8","2012-5-24"
"Minnesota Timberwolves","26","40",".394","21.0","28","38","97.9","100.1","2012-5-24"
"Los Angeles Lakers*","41","25",".621","—","36","30","97.3","95.9","2012-5-24"
"Los Angeles Clippers*","40","26",".606","1.0","39","27","97.5","95.0","2012-5-24"
"Phoenix Suns","33","33",".500","8.0","32","34","98.4","98.6","2012-5-24"
"Golden State Warriors","23","43",".348","18.0","25","41","97.8","101.2","2012-5-24"
"Sacramento Kings","22","44",".333","19.0","21","45","98.8","104.4","2012-5-24"
"San Antonio Spurs*","50","16",".758","—","48","18","103.7","96.5","2012-5-24"
"Memphis Grizzlies*","41","25",".621","9.0","38","28","95.0","93.0","2012-5-24"
"Dallas Mavericks*","36","30",".545","14.0","35","31","95.8","94.8","2012-5-24"
"Houston Rockets","34","32",".515","16.0","34","32","98.1","97.9","2012-5-24"
"New Orleans Hornets","21","45",".318","29.0","24","42","89.6","93.4","2012-5-24"
"Boston Celtics*","39","27",".591","—","39","27","91.8","89.3","2012-5-25"
"New York Knicks*","36","30",".545","3.0","41","25","97.8","94.7","2012-5-25"
"Philadelphia 76ers*","35","31",".530","4.0","43","23","93.6","89.4","2012-5-25"
"Toronto Raptors","23","43",".348","16.0","25","41","90.7","94.0","2012-5-25"
"New Jersey Nets","22","44",".333","17.0","19","47","93.1","99.1","2012-5-25"
"Chicago Bulls*","50","16",".758","—","51","15","96.3","88.2","2012-5-25"
"Indiana Pacers*","42","24",".636","8.0","41","25","97.7","94.4","2012-5-25"
"Milwaukee Bucks","31","35",".470","19.0","34","32","99.0","98.7","2012-5-25"
