"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"Regular Season","2010-11",21000186,2010-11-20,"MIL vs. OKC","OKC","MIL",5
"Regular Season","2010-11",21000187,2010-11-20,"CLE @ SAS","SAS","CLE",6
"Regular Season","2010-11",21000188,2010-11-20,"NJN @ DEN","DEN","NJN",7
"Regular Season","2010-11",21000189,2010-11-20,"UTA @ POR","UTA","POR",8
"Regular Season","2010-11",21000190,2010-11-20,"LAC vs. NYK","NYK","LAC",9
"Regular Season","2010-11",21000191,2010-11-21,"BOS @ TOR","TOR","BOS",1
"Regular Season","2010-11",21000192,2010-11-21,"DET vs. WAS","DET","WAS",2
"Regular Season","2010-11",21000193,2010-11-21,"NOH @ SAC","NOH","SAC",3
"Regular Season","2010-11",21000194,2010-11-21,"GSW @ LAL","LAL","GSW",4
"Regular Season","2010-11",21000195,2010-11-22,"ATL vs. BOS","BOS","ATL",1
"Regular Season","2010-11",21000196,2010-11-22,"MIA vs. IND","IND","MIA",2
"Regular Season","2010-11",21000197,2010-11-22,"MIN @ OKC","OKC","MIN",3
"Regular Season","2010-11",21000198,2010-11-22,"PHX @ HOU","PHX","HOU",4
"Regular Season","2010-11",21000199,2010-11-22,"ORL @ SAS","SAS","ORL",5
"Regular Season","2010-11",21000200,2010-11-22,"SAC @ UTA","UTA","SAC",6
"Regular Season","2010-11",21000201,2010-11-22,"DEN @ GSW","DEN","GSW",7
"Regular Season","2010-11",21000202,2010-11-22,"LAC vs. NOH","LAC","NOH",8
"Regular Season","2010-11",21000203,2010-11-23,"CLE @ IND","IND","CLE",1
"Regular Season","2010-11",21000204,2010-11-23,"ATL @ NJN","NJN","ATL",2
"Regular Season","2010-11",21000205,2010-11-23,"PHI @ WAS","WAS","PHI",3
"Regular Season","2010-11",21000206,2010-11-23,"CHA @ NYK","NYK","CHA",4
"Regular Season","2010-11",21000207,2010-11-23,"DET @ DAL","DAL","DET",5
"Regular Season","2010-11",21000208,2010-11-23,"CHI @ LAL","LAL","CHI",6
"Regular Season","2010-11",21000209,2010-11-24,"CHA vs. NYK","NYK","CHA",1
"Regular Season","2010-11",21000210,2010-11-24,"CLE vs. MIL","CLE","MIL",2
"Regular Season","2010-11",21000211,2010-11-24,"TOR vs. PHI","TOR","PHI",3
"Regular Season","2010-11",21000212,2010-11-24,"NJN @ BOS","BOS","NJN",4
"Regular Season","2010-11",21000213,2010-11-24,"MIA @ ORL","ORL","MIA",5
"Regular Season","2010-11",21000214,2010-11-24,"DET @ MEM","MEM","DET",6
"Regular Season","2010-11",21000215,2010-11-24,"SAS @ MIN","SAS","MIN",7
"Regular Season","2010-11",21000216,2010-11-24,"OKC vs. DAL","DAL","OKC",8
"Regular Season","2010-11",21000217,2010-11-24,"HOU vs. GSW","HOU","GSW",9
"Regular Season","2010-11",21000218,2010-11-24,"PHX vs. CHI","CHI","PHX",10
"Regular Season","2010-11",21000219,2010-11-24,"NOH @ UTA","UTA","NOH",11
"Regular Season","2010-11",21000220,2010-11-25,"ATL vs. WAS","ATL","WAS",1
"Regular Season","2010-11",21000221,2010-11-25,"LAC vs. SAC","LAC","SAC",2
"Regular Season","2010-11",21000222,2010-11-26,"HOU @ CHA","CHA","HOU",1
"Regular Season","2010-11",21000223,2010-11-26,"ORL vs. CLE","ORL","CLE",2
"Regular Season","2010-11",21000224,2010-11-26,"TOR @ BOS","BOS","TOR",3
"Regular Season","2010-11",21000225,2010-11-26,"DET vs. MIL","DET","MIL",4
"Regular Season","2010-11",21000226,2010-11-26,"MIA vs. PHI","MIA","PHI",5
"Regular Season","2010-11",21000227,2010-11-26,"IND vs. OKC","OKC","IND",6
"Regular Season","2010-11",21000228,2010-11-26,"DAL @ SAS","DAL","SAS",7
"Regular Season","2010-11",21000229,2010-11-26,"DEN vs. CHI","DEN","CHI",8
"Regular Season","2010-11",21000230,2010-11-26,"PHX vs. LAC","PHX","LAC",9
"Regular Season","2010-11",21000231,2010-11-26,"LAL @ UTA","UTA","LAL",10
"Regular Season","2010-11",21000232,2010-11-26,"MEM vs. GSW","MEM","GSW",11
"Regular Season","2010-11",21000233,2010-11-26,"NOH @ POR","NOH","POR",12
"Regular Season","2010-11",21000234,2010-11-27,"ATL @ NYK","ATL","NYK",1
"Regular Season","2010-11",21000235,2010-11-27,"WAS vs. ORL","ORL","WAS",2
"Regular Season","2010-11",21000236,2010-11-27,"MEM @ CLE","CLE","MEM",3
"Regular Season","2010-11",21000237,2010-11-27,"NJN @ PHI","PHI","NJN",4
"Regular Season","2010-11",21000238,2010-11-27,"GSW @ MIN","GSW","MIN",5
"Regular Season","2010-11",21000239,2010-11-27,"MIA @ DAL","DAL","MIA",6
"Regular Season","2010-11",21000240,2010-11-27,"MIL vs. CHA","MIL","CHA",7
"Regular Season","2010-11",21000241,2010-11-27,"SAC vs. CHI","CHI","SAC",8
"Regular Season","2010-11",21000242,2010-11-28,"ATL @ TOR","ATL","TOR",1
"Regular Season","2010-11",21000243,2010-11-28,"NYK @ DET","NYK","DET",2
"Regular Season","2010-11",21000244,2010-11-28,"NOH vs. SAS","SAS","NOH",3
"Regular Season","2010-11",21000245,2010-11-28,"UTA @ LAC","UTA","LAC",4
"Regular Season","2010-11",21000246,2010-11-28,"POR @ NJN","NJN","POR",5
"Regular Season","2010-11",21000247,2010-11-28,"OKC @ HOU","HOU","OKC",6
"Regular Season","2010-11",21000248,2010-11-28,"PHX @ DEN","DEN","PHX",7
"Regular Season","2010-11",21000249,2010-11-28,"LAL vs. IND","IND","LAL",8
"Regular Season","2010-11",21000250,2010-11-29,"WAS @ MIA","MIA","WAS",1
"Regular Season","2010-11",21000251,2010-11-29,"NOH @ OKC","OKC","NOH",2
"Regular Season","2010-11",21000252,2010-11-29,"HOU @ DAL","DAL","HOU",3
"Regular Season","2010-11",21000253,2010-11-29,"UTA vs. MIL","UTA","MIL",4
"Regular Season","2010-11",21000254,2010-11-30,"CLE vs. BOS","BOS","CLE",1
"Regular Season","2010-11",21000255,2010-11-30,"DET @ ORL","ORL","DET",2
"Regular Season","2010-11",21000256,2010-11-30,"POR @ PHI","PHI","POR",3
"Regular Season","2010-11",21000257,2010-11-30,"NYK vs. NJN","NYK","NJN",4
"Regular Season","2010-11",21000258,2010-11-30,"MEM vs. LAL","MEM","LAL",5
"Regular Season","2010-11",21000259,2010-11-30,"IND @ SAC","IND","SAC",6
"Regular Season","2010-11",21000260,2010-11-30,"SAS @ GSW","SAS","GSW",7
"Regular Season","2010-11",21000261,2010-12-01,"MEM @ ATL","ATL","MEM",1
"Regular Season","2010-11",21000262,2010-12-01,"OKC @ NJN","OKC","NJN",2
"Regular Season","2010-11",21000263,2010-12-01,"TOR vs. WAS","TOR","WAS",3
"Regular Season","2010-11",21000264,2010-12-01,"BOS vs. POR","BOS","POR",4
"Regular Season","2010-11",21000265,2010-12-01,"DET @ MIA","MIA","DET",5
"Regular Season","2010-11",21000266,2010-12-01,"CHI vs. ORL","ORL","CHI",6
"Regular Season","2010-11",21000267,2010-12-01,"NOH vs. CHA","NOH","CHA",7
"Regular Season","2010-11",21000268,2010-12-01,"DAL vs. MIN","DAL","MIN",8
"Regular Season","2010-11",21000269,2010-12-01,"HOU vs. LAL","HOU","LAL",9
"Regular Season","2010-11",21000270,2010-12-01,"DEN vs. MIL","DEN","MIL",10
"Regular Season","2010-11",21000271,2010-12-01,"IND @ UTA","UTA","IND",11
"Regular Season","2010-11",21000272,2010-12-01,"LAC vs. SAS","LAC","SAS",12
"Regular Season","2010-11",21000273,2010-12-02,"CLE vs. MIA","MIA","CLE",1
"Regular Season","2010-11",21000274,2010-12-02,"PHX @ GSW","PHX","GSW",2
"Regular Season","2010-11",21000275,2010-12-03,"CHA vs. NJN","CHA","NJN",1
"Regular Season","2010-11",21000276,2010-12-03,"TOR vs. OKC","TOR","OKC",2
"Regular Season","2010-11",21000277,2010-12-03,"POR @ WAS","WAS","POR",3
"Regular Season","2010-11",21000278,2010-12-03,"PHI @ ATL","ATL","PHI",4
"Regular Season","2010-11",21000279,2010-12-03,"DET vs. ORL","ORL","DET",5
"Regular Season","2010-11",21000280,2010-12-03,"BOS vs. CHI","BOS","CHI",6
"Regular Season","2010-11",21000281,2010-12-03,"HOU @ MEM","HOU","MEM",7
"Regular Season","2010-11",21000282,2010-12-03,"NYK @ NOH","NYK","NOH",8
"Regular Season","2010-11",21000283,2010-12-03,"SAS vs. MIN","SAS","MIN",9
"Regular Season","2010-11",21000284,2010-12-03,"DEN vs. LAC","DEN","LAC",10
"Regular Season","2010-11",21000285,2010-12-03,"PHX vs. IND","PHX","IND",11
"Regular Season","2010-11",21000286,2010-12-03,"DAL @ UTA","DAL","UTA",12
"Regular Season","2010-11",21000287,2010-12-03,"LAL vs. SAC","LAL","SAC",13
"Regular Season","2010-11",21000288,2010-12-04,"MIA vs. ATL","MIA","ATL",1
"Regular Season","2010-11",21000289,2010-12-04,"CHA @ PHI","PHI","CHA",2
"Regular Season","2010-11",21000290,2010-12-04,"HOU @ CHI","CHI","HOU",3
"Regular Season","2010-11",21000291,2010-12-04,"MIN vs. CLE","MIN","CLE",4
"Regular Season","2010-11",21000292,2010-12-04,"MIL vs. ORL","MIL","ORL",5
"Regular Season","2010-11",21000293,2010-12-04,"DAL @ SAC","DAL","SAC",6
"Regular Season","2010-11",21000294,2010-12-05,"NJN vs. BOS","BOS","NJN",1
"Regular Season","2010-11",21000295,2010-12-05,"NYK @ TOR","NYK","TOR",2
"Regular Season","2010-11",21000296,2010-12-05,"CLE @ DET","DET","CLE",3
"Regular Season","2010-11",21000297,2010-12-05,"OKC vs. GSW","OKC","GSW",4
"Regular Season","2010-11",21000298,2010-12-05,"NOH @ SAS","SAS","NOH",5
"Regular Season","2010-11",21000299,2010-12-05,"DEN vs. MEM","DEN","MEM",6
"Regular Season","2010-11",21000300,2010-12-05,"PHX vs. WAS","PHX","WAS",7
"Regular Season","2010-11",21000301,2010-12-05,"POR vs. LAC","POR","LAC",8
"Regular Season","2010-11",21000302,2010-12-06,"IND vs. TOR","IND","TOR",1
"Regular Season","2010-11",21000303,2010-12-06,"ORL vs. ATL","ATL","ORL",2
"Regular Season","2010-11",21000304,2010-12-06,"MIN @ NYK","NYK","MIN",3
"Regular Season","2010-11",21000305,2010-12-06,"CHI vs. OKC","CHI","OKC",4
"Regular Season","2010-11",21000306,2010-12-06,"MIA @ MIL","MIA","MIL",5
"Regular Season","2010-11",21000307,2010-12-06,"UTA vs. MEM","UTA","MEM",6
"Regular Season","2010-11",21000308,2010-12-06,"SAC @ LAC","LAC","SAC",7
"Regular Season","2010-11",21000309,2010-12-07,"NJN @ ATL","ATL","NJN",1
"Regular Season","2010-11",21000310,2010-12-07,"CHA vs. DEN","CHA","DEN",2
"Regular Season","2010-11",21000311,2010-12-07,"PHI vs. CLE","PHI","CLE",3
"Regular Season","2010-11",21000312,2010-12-07,"GSW @ DAL","DAL","GSW",4
"Regular Season","2010-11",21000313,2010-12-07,"HOU vs. DET","HOU","DET",5
"Regular Season","2010-11",21000314,2010-12-07,"PHX @ POR","POR","PHX",6
"Regular Season","2010-11",21000315,2010-12-07,"WAS @ LAL","LAL","WAS",7
"Regular Season","2010-11",21000316,2010-12-08,"DEN @ BOS","BOS","DEN",1
"Regular Season","2010-11",21000317,2010-12-08,"CLE vs. CHI","CHI","CLE",2
"Regular Season","2010-11",21000318,2010-12-08,"NYK vs. TOR","NYK","TOR",3
"Regular Season","2010-11",21000319,2010-12-08,"MIL vs. IND","MIL","IND",4
"Regular Season","2010-11",21000320,2010-12-08,"OKC @ MIN","OKC","MIN",5
"Regular Season","2010-11",21000321,2010-12-08,"NOH vs. DET","NOH","DET",6
"Regular Season","2010-11",21000322,2010-12-08,"SAS vs. GSW","SAS","GSW",7
"Regular Season","2010-11",21000323,2010-12-08,"MEM @ PHX","MEM","PHX",8
