"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"Regular Season","2020-21",22000001,2020-12-22,"GSW @ BKN","BKN","GSW",1
"Regular Season","2020-21",22000002,2020-12-22,"LAL vs. LAC","LAC","LAL",2
"Regular Season","2020-21",22000003,2020-12-23,"MIL @ BOS","BOS","MIL",1
"Regular Season","2020-21",22000004,2020-12-23,"PHX vs. DAL","PHX","DAL",2
"Regular Season","2020-21",22000010,2020-12-23,"CLE vs. CHA","CLE","CHA",3
"Regular Season","2020-21",22000011,2020-12-23,"NYK @ IND","IND","NYK",4
"Regular Season","2020-21",22000012,2020-12-23,"MIA @ ORL","ORL","MIA",5
"Regular Season","2020-21",22000013,2020-12-23,"WAS @ PHI","PHI","WAS",6
"Regular Season","2020-21",22000014,2020-12-23,"TOR vs. NOP","NOP","TOR",7
"Regular Season","2020-21",22000015,2020-12-23,"ATL @ CHI","ATL","CHI",8
"Regular Season","2020-21",22000017,2020-12-23,"SAS @ MEM","SAS","MEM",9
"Regular Season","2020-21",22000018,2020-12-23,"MIN vs. DET","MIN","DET",10
"Regular Season","2020-21",22000019,2020-12-23,"DEN vs. SAC","SAC","DEN",11
"Regular Season","2020-21",22000020,2020-12-23,"POR vs. UTA","UTA","POR",12
"Regular Season","2020-21",22000005,2020-12-25,"NOP @ MIA","MIA","NOP",1
"Regular Season","2020-21",22000006,2020-12-25,"GSW @ MIL","MIL","GSW",2
"Regular Season","2020-21",22000007,2020-12-25,"BKN @ BOS","BKN","BOS",3
"Regular Season","2020-21",22000008,2020-12-25,"LAL vs. DAL","LAL","DAL",4
"Regular Season","2020-21",22000009,2020-12-25,"DEN vs. LAC","LAC","DEN",5
"Regular Season","2020-21",22000021,2020-12-26,"MEM vs. ATL","ATL","MEM",1
"Regular Season","2020-21",22000022,2020-12-26,"CHA vs. OKC","OKC","CHA",2
"Regular Season","2020-21",22000023,2020-12-26,"CLE @ DET","CLE","DET",3
"Regular Season","2020-21",22000024,2020-12-26,"WAS vs. ORL","ORL","WAS",4
"Regular Season","2020-21",22000025,2020-12-26,"NYK vs. PHI","PHI","NYK",5
"Regular Season","2020-21",22000026,2020-12-26,"IND @ CHI","IND","CHI",6
"Regular Season","2020-21",22000027,2020-12-26,"TOR @ SAS","SAS","TOR",7
"Regular Season","2020-21",22000028,2020-12-26,"MIN @ UTA","MIN","UTA",8
"Regular Season","2020-21",22000029,2020-12-26,"HOU @ POR","POR","HOU",9
"Regular Season","2020-21",22000030,2020-12-26,"PHX @ SAC","SAC","PHX",10
"Regular Season","2020-21",22000031,2020-12-27,"DAL @ LAC","DAL","LAC",1
"Regular Season","2020-21",22000032,2020-12-27,"BKN @ CHA","CHA","BKN",2
"Regular Season","2020-21",22000033,2020-12-27,"ORL @ WAS","ORL","WAS",3
"Regular Season","2020-21",22000034,2020-12-27,"NOP vs. SAS","NOP","SAS",4
"Regular Season","2020-21",22000035,2020-12-27,"PHI @ CLE","CLE","PHI",5
"Regular Season","2020-21",22000036,2020-12-27,"NYK vs. MIL","NYK","MIL",6
"Regular Season","2020-21",22000037,2020-12-27,"BOS @ IND","IND","BOS",7
"Regular Season","2020-21",22000038,2020-12-27,"CHI vs. GSW","GSW","CHI",8
"Regular Season","2020-21",22000039,2020-12-27,"PHX @ SAC","PHX","SAC",9
"Regular Season","2020-21",22000040,2020-12-27,"MIN @ LAL","LAL","MIN",10
"Regular Season","2020-21",22000041,2020-12-28,"ATL vs. DET","ATL","DET",1
"Regular Season","2020-21",22000042,2020-12-28,"BKN vs. MEM","MEM","BKN",2
"Regular Season","2020-21",22000043,2020-12-28,"UTA @ OKC","UTA","OKC",3
"Regular Season","2020-21",22000044,2020-12-28,"HOU @ DEN","DEN","HOU",4
"Regular Season","2020-21",22000045,2020-12-28,"LAL vs. POR","POR","LAL",5
"Regular Season","2020-21",22000046,2020-12-29,"NYK @ CLE","NYK","CLE",1
"Regular Season","2020-21",22000047,2020-12-29,"DET vs. GSW","GSW","DET",2
"Regular Season","2020-21",22000048,2020-12-29,"BOS @ IND","BOS","IND",3
"Regular Season","2020-21",22000049,2020-12-29,"TOR @ PHI","PHI","TOR",4
"Regular Season","2020-21",22000050,2020-12-29,"WAS vs. CHI","CHI","WAS",5
"Regular Season","2020-21",22000051,2020-12-29,"MIL @ MIA","MIL","MIA",6
"Regular Season","2020-21",22000052,2020-12-29,"OKC vs. ORL","ORL","OKC",7
"Regular Season","2020-21",22000053,2020-12-29,"NOP @ PHX","PHX","NOP",8
"Regular Season","2020-21",22000054,2020-12-29,"LAC vs. MIN","LAC","MIN",9
"Regular Season","2020-21",22000055,2020-12-29,"SAC vs. DEN","SAC","DEN",10
"Regular Season","2020-21",22000056,2020-12-30,"MEM @ BOS","BOS","MEM",1
"Regular Season","2020-21",22000057,2020-12-30,"BKN vs. ATL","BKN","ATL",2
"Regular Season","2020-21",22000058,2020-12-30,"MIA vs. MIL","MIA","MIL",3
"Regular Season","2020-21",22000059,2020-12-30,"CHA @ DAL","CHA","DAL",4
"Regular Season","2020-21",22000060,2020-12-30,"SAS vs. LAL","LAL","SAS",5
"Regular Season","2020-21",22000061,2020-12-30,"POR @ LAC","LAC","POR",6
"Regular Season","2020-21",22000062,2020-12-31,"IND vs. CLE","IND","CLE",1
"Regular Season","2020-21",22000063,2020-12-31,"CHI @ WAS","CHI","WAS",2
"Regular Season","2020-21",22000064,2020-12-31,"ORL vs. PHI","PHI","ORL",3
"Regular Season","2020-21",22000065,2020-12-31,"HOU vs. SAC","HOU","SAC",4
"Regular Season","2020-21",22000066,2020-12-31,"NYK @ TOR","TOR","NYK",5
"Regular Season","2020-21",22000067,2020-12-31,"NOP @ OKC","NOP","OKC",6
"Regular Season","2020-21",22000068,2020-12-31,"UTA vs. PHX","PHX","UTA",7
"Regular Season","2020-21",22000069,2021-01-01,"CHA vs. MEM","MEM","CHA",1
"Regular Season","2020-21",22000070,2021-01-01,"BOS @ DET","DET","BOS",2
"Regular Season","2020-21",22000071,2021-01-01,"DAL vs. MIA","DAL","MIA",3
"Regular Season","2020-21",22000072,2021-01-01,"BKN vs. ATL","ATL","BKN",4
"Regular Season","2020-21",22000073,2021-01-01,"CHI @ MIL","MIL","CHI",5
"Regular Season","2020-21",22000074,2021-01-01,"MIN vs. WAS","WAS","MIN",6
"Regular Season","2020-21",22000075,2021-01-01,"LAL @ SAS","LAL","SAS",7
"Regular Season","2020-21",22000076,2021-01-01,"DEN vs. PHX","PHX","DEN",8
"Regular Season","2020-21",22000077,2021-01-01,"LAC @ UTA","UTA","LAC",9
"Regular Season","2020-21",22000078,2021-01-01,"GSW vs. POR","POR","GSW",10
"Regular Season","2020-21",22000079,2021-01-02,"HOU vs. SAC","HOU","SAC",1
"Regular Season","2020-21",22000080,2021-01-02,"NYK @ IND","NYK","IND",2
"Regular Season","2020-21",22000081,2021-01-02,"ORL vs. OKC","OKC","ORL",3
"Regular Season","2020-21",22000082,2021-01-02,"CHA @ PHI","PHI","CHA",4
"Regular Season","2020-21",22000083,2021-01-02,"CLE @ ATL","CLE","ATL",5
"Regular Season","2020-21",22000084,2021-01-02,"NOP vs. TOR","NOP","TOR",6
"Regular Season","2020-21",22000085,2021-01-03,"DET vs. BOS","BOS","DET",1
"Regular Season","2020-21",22000086,2021-01-03,"BKN vs. WAS","WAS","BKN",2
"Regular Season","2020-21",22000087,2021-01-03,"MEM vs. LAL","LAL","MEM",3
"Regular Season","2020-21",22000088,2021-01-03,"MIN vs. DEN","DEN","MIN",4
"Regular Season","2020-21",22000089,2021-01-03,"SAS vs. UTA","UTA","SAS",5
"Regular Season","2020-21",22000090,2021-01-03,"CHI vs. DAL","CHI","DAL",6
"Regular Season","2020-21",22000091,2021-01-03,"PHX vs. LAC","LAC","PHX",7
"Regular Season","2020-21",22000092,2021-01-03,"POR @ GSW","GSW","POR",8
"Regular Season","2020-21",22000093,2021-01-04,"ORL vs. CLE","ORL","CLE",1
"Regular Season","2020-21",22000094,2021-01-04,"PHI vs. CHA","PHI","CHA",2
