"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"Regular Season","2014-15",21400001,2014-10-28,"ORL @ NOP","NOP","ORL",1
"Regular Season","2014-15",21400002,2014-10-28,"DAL @ SAS","SAS","DAL",2
"Regular Season","2014-15",21400003,2014-10-28,"HOU @ LAL","HOU","LAL",3
"Regular Season","2014-15",21400004,2014-10-29,"CHA vs. MIL","CHA","MIL",1
"Regular Season","2014-15",21400005,2014-10-29,"PHI @ IND","IND","PHI",2
"Regular Season","2014-15",21400006,2014-10-29,"BOS vs. BKN","BOS","BKN",3
"Regular Season","2014-15",21400007,2014-10-29,"MIA vs. WAS","MIA","WAS",4
"Regular Season","2014-15",21400008,2014-10-29,"ATL @ TOR","TOR","ATL",5
"Regular Season","2014-15",21400009,2014-10-29,"MIN @ MEM","MEM","MIN",6
"Regular Season","2014-15",21400010,2014-10-29,"NYK vs. CHI","CHI","NYK",7
"Regular Season","2014-15",21400011,2014-10-29,"DET @ DEN","DEN","DET",8
"Regular Season","2014-15",21400012,2014-10-29,"UTA vs. HOU","HOU","UTA",9
"Regular Season","2014-15",21400013,2014-10-29,"PHX vs. LAL","PHX","LAL",10
"Regular Season","2014-15",21400014,2014-10-29,"SAC vs. GSW","GSW","SAC",11
"Regular Season","2014-15",21400015,2014-10-29,"POR vs. OKC","POR","OKC",12
"Regular Season","2014-15",21400016,2014-10-30,"ORL vs. WAS","WAS","ORL",1
"Regular Season","2014-15",21400017,2014-10-30,"DET @ MIN","MIN","DET",2
"Regular Season","2014-15",21400018,2014-10-30,"NYK @ CLE","NYK","CLE",3
"Regular Season","2014-15",21400019,2014-10-30,"UTA @ DAL","DAL","UTA",4
"Regular Season","2014-15",21400020,2014-10-30,"LAC vs. OKC","LAC","OKC",5
"Regular Season","2014-15",21400021,2014-10-31,"MEM @ IND","MEM","IND",1
"Regular Season","2014-15",21400022,2014-10-31,"CHI vs. CLE","CLE","CHI",2
"Regular Season","2014-15",21400023,2014-10-31,"MIL vs. PHI","MIL","PHI",3
"Regular Season","2014-15",21400024,2014-10-31,"PHX vs. SAS","PHX","SAS",4
"Regular Season","2014-15",21400025,2014-10-31,"POR @ SAC","SAC","POR",5
"Regular Season","2014-15",21400026,2014-10-31,"LAC @ LAL","LAC","LAL",6
"Regular Season","2014-15",21400027,2014-11-01,"NOP vs. DAL","DAL","NOP",1
"Regular Season","2014-15",21400028,2014-11-01,"MEM @ CHA","MEM","CHA",2
"Regular Season","2014-15",21400029,2014-11-01,"ORL vs. TOR","TOR","ORL",3
"Regular Season","2014-15",21400030,2014-11-01,"MIA @ PHI","MIA","PHI",4
"Regular Season","2014-15",21400031,2014-11-01,"WAS vs. MIL","WAS","MIL",5
