"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"Regular Season","2019-20",21900001,2019-10-22,"NOP @ TOR","TOR","NOP",1
"Regular Season","2019-20",21900002,2019-10-22,"LAC vs. LAL","LAC","LAL",2
"Regular Season","2019-20",21900003,2019-10-23,"CHI @ CHA","CHA","CHI",1
"Regular Season","2019-20",21900004,2019-10-23,"DET @ IND","DET","IND",2
"Regular Season","2019-20",21900005,2019-10-23,"CLE @ ORL","ORL","CLE",3
"Regular Season","2019-20",21900006,2019-10-23,"MIN @ BKN","MIN","BKN",4
"Regular Season","2019-20",21900007,2019-10-23,"MEM @ MIA","MIA","MEM",5
"Regular Season","2019-20",21900008,2019-10-23,"BOS @ PHI","PHI","BOS",6
"Regular Season","2019-20",21900009,2019-10-23,"DAL vs. WAS","DAL","WAS",7
"Regular Season","2019-20",21900010,2019-10-23,"SAS vs. NYK","SAS","NYK",8
"Regular Season","2019-20",21900011,2019-10-23,"UTA vs. OKC","UTA","OKC",9
"Regular Season","2019-20",21900012,2019-10-23,"PHX vs. SAC","PHX","SAC",10
"Regular Season","2019-20",21900013,2019-10-23,"POR vs. DEN","DEN","POR",11
"Regular Season","2019-20",21900014,2019-10-24,"DET vs. ATL","ATL","DET",1
"Regular Season","2019-20",21900015,2019-10-24,"MIL @ HOU","MIL","HOU",2
"Regular Season","2019-20",21900016,2019-10-24,"LAC @ GSW","LAC","GSW",3
"Regular Season","2019-20",21900017,2019-10-25,"TOR @ BOS","BOS","TOR",1
"Regular Season","2019-20",21900018,2019-10-25,"CHA vs. MIN","MIN","CHA",2
"Regular Season","2019-20",21900019,2019-10-25,"BKN vs. NYK","BKN","NYK",3
"Regular Season","2019-20",21900020,2019-10-25,"MEM vs. CHI","CHI","MEM",4
"Regular Season","2019-20",21900021,2019-10-25,"DAL @ NOP","DAL","NOP",5
"Regular Season","2019-20",21900022,2019-10-25,"WAS @ OKC","WAS","OKC",6
"Regular Season","2019-20",21900023,2019-10-25,"DEN vs. PHX","DEN","PHX",7
"Regular Season","2019-20",21900024,2019-10-25,"POR @ SAC","POR","SAC",8
"Regular Season","2019-20",21900025,2019-10-25,"UTA @ LAL","LAL","UTA",9
"Regular Season","2019-20",21900026,2019-10-26,"MIL vs. MIA","MIA","MIL",1
"Regular Season","2019-20",21900027,2019-10-26,"PHI @ DET","PHI","DET",2
"Regular Season","2019-20",21900028,2019-10-26,"ATL vs. ORL","ATL","ORL",3
"Regular Season","2019-20",21900029,2019-10-26,"NYK vs. BOS","BOS","NYK",4
"Regular Season","2019-20",21900030,2019-10-26,"CLE vs. IND","CLE","IND",5
"Regular Season","2019-20",21900031,2019-10-26,"TOR @ CHI","TOR","CHI",6
"Regular Season","2019-20",21900032,2019-10-26,"HOU vs. NOP","HOU","NOP",7
"Regular Season","2019-20",21900033,2019-10-26,"SAS vs. WAS","SAS","WAS",8
"Regular Season","2019-20",21900034,2019-10-26,"UTA vs. SAC","UTA","SAC",9
"Regular Season","2019-20",21900035,2019-10-26,"LAC @ PHX","PHX","LAC",10
"Regular Season","2019-20",21900036,2019-10-27,"OKC vs. GSW","OKC","GSW",1
"Regular Season","2019-20",21900037,2019-10-27,"MEM vs. BKN","MEM","BKN",2
"Regular Season","2019-20",21900038,2019-10-27,"POR @ DAL","POR","DAL",3
"Regular Season","2019-20",21900039,2019-10-27,"MIA @ MIN","MIN","MIA",4
"Regular Season","2019-20",21900040,2019-10-27,"CHA @ LAL","LAL","CHA",5
"Regular Season","2019-20",21900041,2019-10-28,"DET vs. IND","DET","IND",1
"Regular Season","2019-20",21900042,2019-10-28,"CHI @ NYK","NYK","CHI",2
"Regular Season","2019-20",21900043,2019-10-28,"PHI @ ATL","PHI","ATL",3
"Regular Season","2019-20",21900044,2019-10-28,"TOR vs. ORL","TOR","ORL",4
"Regular Season","2019-20",21900045,2019-10-28,"OKC @ HOU","HOU","OKC",5
"Regular Season","2019-20",21900046,2019-10-28,"CLE @ MIL","MIL","CLE",6
"Regular Season","2019-20",21900047,2019-10-28,"GSW @ NOP","GSW","NOP",7
"Regular Season","2019-20",21900048,2019-10-28,"POR @ SAS","SAS","POR",8
"Regular Season","2019-20",21900049,2019-10-28,"PHX vs. UTA","UTA","PHX",9
"Regular Season","2019-20",21900050,2019-10-28,"DEN @ SAC","DEN","SAC",10
"Regular Season","2019-20",21900051,2019-10-28,"LAC vs. CHA","LAC","CHA",11
"Regular Season","2019-20",21900052,2019-10-29,"MIA vs. ATL","MIA","ATL",1
"Regular Season","2019-20",21900053,2019-10-29,"DEN vs. DAL","DAL","DEN",2
"Regular Season","2019-20",21900054,2019-10-29,"MEM @ LAL","LAL","MEM",3
"Regular Season","2019-20",21900055,2019-10-30,"CLE vs. CHI","CLE","CHI",1
"Regular Season","2019-20",21900056,2019-10-30,"ORL vs. NYK","ORL","NYK",2
"Regular Season","2019-20",21900057,2019-10-30,"MIN @ PHI","PHI","MIN",3
"Regular Season","2019-20",21900058,2019-10-30,"MIL @ BOS","BOS","MIL",4
"Regular Season","2019-20",21900059,2019-10-30,"IND @ BKN","IND","BKN",5
"Regular Season","2019-20",21900060,2019-10-30,"TOR vs. DET","TOR","DET",6
"Regular Season","2019-20",21900061,2019-10-30,"WAS vs. HOU","HOU","WAS",7
"Regular Season","2019-20",21900062,2019-10-30,"OKC vs. POR","POR","OKC",8
"Regular Season","2019-20",21900063,2019-10-30,"UTA vs. LAC","UTA","LAC",9
"Regular Season","2019-20",21900064,2019-10-30,"SAC vs. CHA","CHA","SAC",10
"Regular Season","2019-20",21900065,2019-10-30,"GSW vs. PHX","PHX","GSW",11
"Regular Season","2019-20",21900066,2019-10-31,"MIA @ ATL","MIA","ATL",1
"Regular Season","2019-20",21900067,2019-10-31,"DEN @ NOP","NOP","DEN",2
"Regular Season","2019-20",21900068,2019-10-31,"SAS @ LAC","LAC","SAS",3
"Regular Season","2019-20",21900069,2019-11-01,"HOU @ BKN","BKN","HOU",1
"Regular Season","2019-20",21900070,2019-11-01,"IND vs. CLE","IND","CLE",2
"Regular Season","2019-20",21900071,2019-11-01,"ORL vs. MIL","MIL","ORL",3
"Regular Season","2019-20",21900072,2019-11-01,"BOS vs. NYK","BOS","NYK",4
"Regular Season","2019-20",21900073,2019-11-01,"CHI vs. DET","CHI","DET",5
"Regular Season","2019-20",21900074,2019-11-01,"DAL vs. LAL","LAL","DAL",6
"Regular Season","2019-20",21900075,2019-11-01,"UTA @ SAC","SAC","UTA",7
"Regular Season","2019-20",21900076,2019-11-01,"SAS @ GSW","SAS","GSW",8
"Regular Season","2019-20",21900077,2019-11-02,"NOP @ OKC","OKC","NOP",1
"Regular Season","2019-20",21900078,2019-11-02,"DET vs. BKN","DET","BKN",2
"Regular Season","2019-20",21900079,2019-11-02,"DEN @ ORL","DEN","ORL",3
"Regular Season","2019-20",21900080,2019-11-02,"WAS vs. MIN","MIN","WAS",4
"Regular Season","2019-20",21900081,2019-11-02,"PHX @ MEM","PHX","MEM",5
"Regular Season","2019-20",21900082,2019-11-02,"MIL vs. TOR","MIL","TOR",6
"Regular Season","2019-20",21900083,2019-11-02,"GSW vs. CHA","CHA","GSW",7
"Regular Season","2019-20",21900084,2019-11-02,"POR vs. PHI","PHI","POR",8
"Regular Season","2019-20",21900085,2019-11-03,"CHI @ IND","IND","CHI",1
"Regular Season","2019-20",21900086,2019-11-03,"HOU @ MIA","MIA","HOU",2
"Regular Season","2019-20",21900087,2019-11-03,"SAC @ NYK","SAC","NYK",3
"Regular Season","2019-20",21900088,2019-11-03,"SAS vs. LAL","LAL","SAS",4
"Regular Season","2019-20",21900089,2019-11-03,"CLE vs. DAL","DAL","CLE",5
"Regular Season","2019-20",21900090,2019-11-03,"UTA @ LAC","LAC","UTA",6
"Regular Season","2019-20",21900091,2019-11-04,"WAS vs. DET","WAS","DET",1
"Regular Season","2019-20",21900092,2019-11-04,"BKN vs. NOP","BKN","NOP",2
"Regular Season","2019-20",21900093,2019-11-04,"MEM vs. HOU","HOU","MEM",3
"Regular Season","2019-20",21900094,2019-11-04,"MIL @ MIN","MIL","MIN",4
"Regular Season","2019-20",21900095,2019-11-04,"PHI @ PHX","PHX","PHI",5
"Regular Season","2019-20",21900096,2019-11-04,"GSW vs. POR","GSW","POR",6
"Regular Season","2019-20",21900097,2019-11-05,"CHA vs. IND","CHA","IND",1
"Regular Season","2019-20",21900098,2019-11-05,"BOS @ CLE","BOS","CLE",2
"Regular Season","2019-20",21900099,2019-11-05,"ATL vs. SAS","ATL","SAS",3
"Regular Season","2019-20",21900100,2019-11-05,"CHI vs. LAL","LAL","CHI",4
"Regular Season","2019-20",21900101,2019-11-05,"OKC vs. ORL","OKC","ORL",5
"Regular Season","2019-20",21900102,2019-11-05,"MIA @ DEN","DEN","MIA",6
"Regular Season","2019-20",21900103,2019-11-06,"DET vs. NYK","DET","NYK",1
"Regular Season","2019-20",21900104,2019-11-06,"WAS @ IND","IND","WAS",2
"Regular Season","2019-20",21900105,2019-11-06,"CHI @ ATL","CHI","ATL",3
"Regular Season","2019-20",21900106,2019-11-06,"SAC @ TOR","TOR","SAC",4
"Regular Season","2019-20",21900107,2019-11-06,"GSW @ HOU","HOU","GSW",5
"Regular Season","2019-20",21900108,2019-11-06,"MIN @ MEM","MEM","MIN",6
"Regular Season","2019-20",21900109,2019-11-06,"ORL @ DAL","DAL","ORL",7
"Regular Season","2019-20",21900110,2019-11-06,"UTA vs. PHI","UTA","PHI",8
"Regular Season","2019-20",21900111,2019-11-06,"LAC vs. MIL","MIL","LAC",9
"Regular Season","2019-20",21900112,2019-11-07,"BOS @ CHA","BOS","CHA",1
"Regular Season","2019-20",21900113,2019-11-07,"OKC @ SAS","SAS","OKC",2
"Regular Season","2019-20",21900114,2019-11-07,"PHX vs. MIA","MIA","PHX",3
"Regular Season","2019-20",21900115,2019-11-07,"LAC vs. POR","LAC","POR",4
"Regular Season","2019-20",21900116,2019-11-08,"DET @ IND","IND","DET",1
"Regular Season","2019-20",21900117,2019-11-08,"ORL vs. MEM","ORL","MEM",2
"Regular Season","2019-20",21900118,2019-11-08,"CLE @ WAS","CLE","WAS",3
"Regular Season","2019-20",21900119,2019-11-08,"SAC @ ATL","SAC","ATL",4
"Regular Season","2019-20",21900120,2019-11-08,"MIN vs. GSW","MIN","GSW",5
"Regular Season","2019-20",21900121,2019-11-08,"TOR @ NOP","TOR","NOP",6
"Regular Season","2019-20",21900122,2019-11-08,"NYK @ DAL","NYK","DAL",7
"Regular Season","2019-20",21900123,2019-11-08,"PHI @ DEN","DEN","PHI",8
"Regular Season","2019-20",21900124,2019-11-08,"MIL @ UTA","UTA","MIL",9
"Regular Season","2019-20",21900125,2019-11-08,"POR vs. BKN","BKN","POR",10
"Regular Season","2019-20",21900126,2019-11-08,"LAL vs. MIA","LAL","MIA",11
"Regular Season","2019-20",21900127,2019-11-09,"BOS @ SAS","BOS","SAS",1
"Regular Season","2019-20",21900128,2019-11-09,"CHA vs. NOP","NOP","CHA",2
"Regular Season","2019-20",21900129,2019-11-09,"CHI vs. HOU","HOU","CHI",3
"Regular Season","2019-20",21900130,2019-11-09,"DAL @ MEM","DAL","MEM",4
"Regular Season","2019-20",21900131,2019-11-09,"OKC vs. GSW","OKC","GSW",5
"Regular Season","2019-20",21900132,2019-11-10,"MIN vs. DEN","DEN","MIN",1
"Regular Season","2019-20",21900133,2019-11-10,"ORL vs. IND","IND","ORL",2
"Regular Season","2019-20",21900134,2019-11-10,"CHA @ PHI","PHI","CHA",3
"Regular Season","2019-20",21900135,2019-11-10,"OKC vs. MIL","MIL","OKC",4
"Regular Season","2019-20",21900136,2019-11-10,"CLE @ NYK","CLE","NYK",5
"Regular Season","2019-20",21900137,2019-11-10,"BKN @ PHX","PHX","BKN",6
"Regular Season","2019-20",21900138,2019-11-10,"POR vs. ATL","POR","ATL",7
"Regular Season","2019-20",21900139,2019-11-10,"TOR @ LAL","TOR","LAL",8
"Regular Season","2019-20",21900140,2019-11-11,"DET vs. MIN","MIN","DET",1
"Regular Season","2019-20",21900141,2019-11-11,"BOS vs. DAL","BOS","DAL",2
"Regular Season","2019-20",21900142,2019-11-11,"HOU @ NOP","HOU","NOP",3
"Regular Season","2019-20",21900143,2019-11-11,"SAS vs. MEM","MEM","SAS",4
"Regular Season","2019-20",21900144,2019-11-11,"UTA @ GSW","UTA","GSW",5
"Regular Season","2019-20",21900145,2019-11-11,"TOR @ LAC","LAC","TOR",6
"Regular Season","2019-20",21900146,2019-11-12,"OKC @ IND","IND","OKC",1
"Regular Season","2019-20",21900147,2019-11-12,"CLE @ PHI","PHI","CLE",2
"Regular Season","2019-20",21900148,2019-11-12,"DET @ MIA","MIA","DET",3
"Regular Season","2019-20",21900149,2019-11-12,"CHI vs. NYK","CHI","NYK",4
"Regular Season","2019-20",21900150,2019-11-12,"DEN vs. ATL","ATL","DEN",5
"Regular Season","2019-20",21900151,2019-11-12,"PHX vs. LAL","LAL","PHX",6
"Regular Season","2019-20",21900152,2019-11-12,"UTA vs. BKN","UTA","BKN",7
"Regular Season","2019-20",21900153,2019-11-12,"POR @ SAC","SAC","POR",8
"Regular Season","2019-20",21900154,2019-11-13,"CHA vs. MEM","MEM","CHA",1
"Regular Season","2019-20",21900155,2019-11-13,"ORL vs. PHI","ORL","PHI",2
"Regular Season","2019-20",21900156,2019-11-13,"BOS vs. WAS","BOS","WAS",3
"Regular Season","2019-20",21900157,2019-11-13,"HOU vs. LAC","HOU","LAC",4
"Regular Season","2019-20",21900158,2019-11-13,"SAS @ MIN","MIN","SAS",5
"Regular Season","2019-20",21900159,2019-11-13,"GSW @ LAL","LAL","GSW",6
"Regular Season","2019-20",21900160,2019-11-13,"POR vs. TOR","TOR","POR",7
"Regular Season","2019-20",21900161,2019-11-14,"MIA @ CLE","MIA","CLE",1
"Regular Season","2019-20",21900162,2019-11-14,"NYK vs. DAL","NYK","DAL",2
"Regular Season","2019-20",21900163,2019-11-14,"MIL vs. CHI","MIL","CHI",3
"Regular Season","2019-20",21900164,2019-11-14,"LAC @ NOP","NOP","LAC",4
"Regular Season","2019-20",21900165,2019-11-14,"ATL @ PHX","PHX","ATL",5
"Regular Season","2019-20",21900166,2019-11-14,"DEN vs. BKN","DEN","BKN",6
"Regular Season","2019-20",21900167,2019-11-15,"CHA vs. DET","CHA","DET",1
"Regular Season","2019-20",21900168,2019-11-15,"SAS @ ORL","ORL","SAS",2
"Regular Season","2019-20",21900169,2019-11-15,"IND @ HOU","HOU","IND",3
"Regular Season","2019-20",21900170,2019-11-15,"UTA @ MEM","MEM","UTA",4
"Regular Season","2019-20",21900171,2019-11-15,"WAS @ MIN","WAS","MIN",5
"Regular Season","2019-20",21900172,2019-11-15,"PHI @ OKC","OKC","PHI",6
"Regular Season","2019-20",21900173,2019-11-15,"GSW vs. BOS","BOS","GSW",7
"Regular Season","2019-20",21900174,2019-11-15,"LAL vs. SAC","LAL","SAC",8
"Regular Season","2019-20",21900175,2019-11-16,"BKN @ CHI","BKN","CHI",1
"Regular Season","2019-20",21900176,2019-11-16,"IND vs. MIL","MIL","IND",2
"Regular Season","2019-20",21900177,2019-11-16,"CHA @ NYK","CHA","NYK",3
"Regular Season","2019-20",21900178,2019-11-16,"MIA vs. NOP","MIA","NOP",4
"Regular Season","2019-20",21900179,2019-11-16,"MIN vs. HOU","HOU","MIN",5
"Regular Season","2019-20",21900180,2019-11-16,"DAL vs. TOR","DAL","TOR",6
"Regular Season","2019-20",21900181,2019-11-16,"POR @ SAS","POR","SAS",7
"Regular Season","2019-20",21900182,2019-11-16,"LAC vs. ATL","LAC","ATL",8
"Regular Season","2019-20",21900183,2019-11-17,"CLE vs. PHI","PHI","CLE",1
"Regular Season","2019-20",21900184,2019-11-17,"SAC vs. BOS","SAC","BOS",2
"Regular Season","2019-20",21900185,2019-11-17,"WAS @ ORL","ORL","WAS",3
"Regular Season","2019-20",21900186,2019-11-17,"DEN @ MEM","DEN","MEM",4
"Regular Season","2019-20",21900187,2019-11-17,"GSW @ NOP","NOP","GSW",5
"Regular Season","2019-20",21900188,2019-11-17,"LAL vs. ATL","LAL","ATL",6
"Regular Season","2019-20",21900189,2019-11-18,"CLE @ NYK","NYK","CLE",1
"Regular Season","2019-20",21900190,2019-11-18,"IND @ BKN","IND","BKN",2
"Regular Season","2019-20",21900191,2019-11-18,"TOR vs. CHA","TOR","CHA",3
"Regular Season","2019-20",21900192,2019-11-18,"CHI vs. MIL","MIL","CHI",4
"Regular Season","2019-20",21900193,2019-11-18,"POR @ HOU","HOU","POR",5
"Regular Season","2019-20",21900194,2019-11-18,"SAS @ DAL","DAL","SAS",6
"Regular Season","2019-20",21900195,2019-11-18,"PHX vs. BOS","BOS","PHX",7
"Regular Season","2019-20",21900196,2019-11-18,"UTA vs. MIN","MIN","UTA",8
"Regular Season","2019-20",21900197,2019-11-18,"LAC vs. OKC","LAC","OKC",9
"Regular Season","2019-20",21900198,2019-11-19,"GSW @ MEM","GSW","MEM",1
"Regular Season","2019-20",21900199,2019-11-19,"POR @ NOP","NOP","POR",2
"Regular Season","2019-20",21900200,2019-11-19,"SAC vs. PHX","SAC","PHX",3
"Regular Season","2019-20",21900201,2019-11-19,"LAL vs. OKC","LAL","OKC",4
"Regular Season","2019-20",21900202,2019-11-20,"PHI vs. NYK","PHI","NYK",1
"Regular Season","2019-20",21900203,2019-11-20,"WAS vs. SAS","WAS","SAS",2
"Regular Season","2019-20",21900204,2019-11-20,"ATL vs. MIL","MIL","ATL",3
"Regular Season","2019-20",21900205,2019-11-20,"CHA @ BKN","BKN","CHA",4
"Regular Season","2019-20",21900206,2019-11-20,"CLE @ MIA","MIA","CLE",5
"Regular Season","2019-20",21900207,2019-11-20,"TOR vs. ORL","TOR","ORL",6
"Regular Season","2019-20",21900208,2019-11-20,"DAL vs. GSW","DAL","GSW",7
"Regular Season","2019-20",21900209,2019-11-20,"DET @ CHI","CHI","DET",8
"Regular Season","2019-20",21900210,2019-11-20,"UTA @ MIN","UTA","MIN",9
"Regular Season","2019-20",21900211,2019-11-20,"DEN vs. HOU","DEN","HOU",10
"Regular Season","2019-20",21900212,2019-11-20,"BOS @ LAC","LAC","BOS",11
"Regular Season","2019-20",21900213,2019-11-21,"POR @ MIL","MIL","POR",1
"Regular Season","2019-20",21900214,2019-11-21,"PHX vs. NOP","NOP","PHX",2
"Regular Season","2019-20",21900215,2019-11-22,"DET vs. ATL","DET","ATL",1
"Regular Season","2019-20",21900216,2019-11-22,"WAS vs. CHA","WAS","CHA",2
"Regular Season","2019-20",21900217,2019-11-22,"BKN vs. SAC","BKN","SAC",3
"Regular Season","2019-20",21900218,2019-11-22,"PHI vs. SAS","PHI","SAS",4
"Regular Season","2019-20",21900219,2019-11-22,"CHI vs. MIA","MIA","CHI",5
"Regular Season","2019-20",21900220,2019-11-22,"LAL @ OKC","LAL","OKC",6
