"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"Regular Season","2012-13",21200075,2012-11-09,"DET @ OKC","OKC","DET",8
"Regular Season","2012-13",21200076,2012-11-09,"IND @ MIN","MIN","IND",9
"Regular Season","2012-13",21200077,2012-11-09,"CLE @ PHX","PHX","CLE",10
"Regular Season","2012-13",21200078,2012-11-09,"SAS @ SAC","SAS","SAC",11
"Regular Season","2012-13",21200079,2012-11-09,"UTA @ DEN","DEN","UTA",12
"Regular Season","2012-13",21200080,2012-11-09,"LAL vs. GSW","LAL","GSW",13
"Regular Season","2012-13",21200081,2012-11-10,"PHI @ TOR","PHI","TOR",1
"Regular Season","2012-13",21200082,2012-11-10,"WAS @ IND","IND","WAS",2
"Regular Season","2012-13",21200083,2012-11-10,"DAL @ CHA","CHA","DAL",3
"Regular Season","2012-13",21200084,2012-11-10,"CHI vs. MIN","CHI","MIN",4
"Regular Season","2012-13",21200085,2012-11-10,"HOU vs. DET","HOU","DET",5
"Regular Season","2012-13",21200086,2012-11-10,"BOS @ MIL","BOS","MIL",6
"Regular Season","2012-13",21200087,2012-11-10,"PHX @ UTA","UTA","PHX",7
"Regular Season","2012-13",21200088,2012-11-10,"POR vs. SAS","SAS","POR",8
"Regular Season","2012-13",21200089,2012-11-10,"DEN @ GSW","DEN","GSW",9
"Regular Season","2012-13",21200090,2012-11-11,"BKN vs. ORL","BKN","ORL",1
"Regular Season","2012-13",21200091,2012-11-11,"LAC vs. ATL","LAC","ATL",2
"Regular Season","2012-13",21200092,2012-11-11,"MEM vs. MIA","MEM","MIA",3
"Regular Season","2012-13",21200093,2012-11-11,"OKC vs. CLE","OKC","CLE",4
"Regular Season","2012-13",21200094,2012-11-11,"LAL vs. SAC","LAL","SAC",5
"Regular Season","2012-13",21200095,2012-11-12,"TOR vs. UTA","UTA","TOR",1
"Regular Season","2012-13",21200096,2012-11-12,"PHI vs. MIL","MIL","PHI",2
"Regular Season","2012-13",21200097,2012-11-12,"OKC @ DET","OKC","DET",3
"Regular Season","2012-13",21200098,2012-11-12,"CHI vs. BOS","BOS","CHI",4
"Regular Season","2012-13",21200099,2012-11-12,"MIA @ HOU","MIA","HOU",5
"Regular Season","2012-13",21200100,2012-11-12,"DAL vs. MIN","MIN","DAL",6
"Regular Season","2012-13",21200101,2012-11-12,"DEN @ PHX","PHX","DEN",7
"Regular Season","2012-13",21200102,2012-11-12,"ATL @ POR","ATL","POR",8
"Regular Season","2012-13",21200103,2012-11-13,"CHA vs. WAS","CHA","WAS",1
"Regular Season","2012-13",21200104,2012-11-13,"NYK @ ORL","NYK","ORL",2
"Regular Season","2012-13",21200105,2012-11-13,"TOR @ IND","TOR","IND",3
"Regular Season","2012-13",21200106,2012-11-13,"CLE @ BKN","BKN","CLE",4
"Regular Season","2012-13",21200107,2012-11-13,"POR @ SAC","POR","SAC",5
"Regular Season","2012-13",21200108,2012-11-13,"LAL vs. SAS","SAS","LAL",6
"Regular Season","2012-13",21200109,2012-11-14,"DET @ PHI","DET","PHI",1
"Regular Season","2012-13",21200110,2012-11-14,"UTA @ BOS","BOS","UTA",2
"Regular Season","2012-13",21200111,2012-11-14,"MIL vs. IND","MIL","IND",3
"Regular Season","2012-13",21200112,2012-11-14,"NOH @ HOU","HOU","NOH",4
"Regular Season","2012-13",21200113,2012-11-14,"OKC vs. MEM","MEM","OKC",5
"Regular Season","2012-13",21200114,2012-11-14,"MIN vs. CHA","CHA","MIN",6
"Regular Season","2012-13",21200115,2012-11-14,"WAS @ DAL","DAL","WAS",7
"Regular Season","2012-13",21200116,2012-11-14,"CHI @ PHX","CHI","PHX",8
"Regular Season","2012-13",21200117,2012-11-14,"MIA @ LAC","LAC","MIA",9
"Regular Season","2012-13",21200118,2012-11-14,"ATL @ GSW","GSW","ATL",10
"Regular Season","2012-13",21200119,2012-11-15,"BOS @ BKN","BKN","BOS",1
"Regular Season","2012-13",21200120,2012-11-15,"SAS vs. NYK","NYK","SAS",2
"Regular Season","2012-13",21200121,2012-11-15,"DEN vs. MIA","MIA","DEN",3
"Regular Season","2012-13",21200122,2012-11-16,"UTA @ PHI","PHI","UTA",1
"Regular Season","2012-13",21200123,2012-11-16,"ORL @ DET","ORL","DET",2
"Regular Season","2012-13",21200124,2012-11-16,"DAL @ IND","IND","DAL",3
"Regular Season","2012-13",21200125,2012-11-16,"OKC @ NOH","OKC","NOH",4
"Regular Season","2012-13",21200126,2012-11-16,"GSW @ MIN","GSW","MIN",5
"Regular Season","2012-13",21200127,2012-11-16,"MEM vs. NYK","MEM","NYK",6
"Regular Season","2012-13",21200128,2012-11-16,"SAC vs. ATL","ATL","SAC",7
"Regular Season","2012-13",21200129,2012-11-16,"HOU @ POR","POR","HOU",8
"Regular Season","2012-13",21200130,2012-11-16,"LAL vs. PHX","LAL","PHX",9
"Regular Season","2012-13",21200131,2012-11-17,"TOR @ BOS","BOS","TOR",1
"Regular Season","2012-13",21200132,2012-11-17,"LAC vs. CHI","LAC","CHI",2
"Regular Season","2012-13",21200133,2012-11-17,"UTA @ WAS","UTA","WAS",3
"Regular Season","2012-13",21200134,2012-11-17,"MEM @ CHA","MEM","CHA",4
"Regular Season","2012-13",21200135,2012-11-17,"DAL @ CLE","DAL","CLE",5
"Regular Season","2012-13",21200136,2012-11-17,"MIL vs. NOH","MIL","NOH",6
"Regular Season","2012-13",21200137,2012-11-17,"SAS vs. DEN","SAS","DEN",7
"Regular Season","2012-13",21200138,2012-11-17,"MIA @ PHX","MIA","PHX",8
"Regular Season","2012-13",21200139,2012-11-18,"NYK vs. IND","NYK","IND",1
"Regular Season","2012-13",21200140,2012-11-18,"ORL @ TOR","TOR","ORL",2
"Regular Season","2012-13",21200141,2012-11-18,"PHI vs. CLE","PHI","CLE",3
"Regular Season","2012-13",21200142,2012-11-18,"SAC vs. BKN","BKN","SAC",4
"Regular Season","2012-13",21200143,2012-11-18,"GSW @ OKC","OKC","GSW",5
"Regular Season","2012-13",21200144,2012-11-18,"BOS @ DET","DET","BOS",6
"Regular Season","2012-13",21200145,2012-11-18,"CHI @ POR","POR","CHI",7
"Regular Season","2012-13",21200146,2012-11-18,"HOU @ LAL","LAL","HOU",8
"Regular Season","2012-13",21200147,2012-11-19,"WAS vs. IND","IND","WAS",1
"Regular Season","2012-13",21200148,2012-11-19,"CHA vs. MIL","CHA","MIL",2
"Regular Season","2012-13",21200149,2012-11-19,"ATL vs. ORL","ATL","ORL",3
"Regular Season","2012-13",21200150,2012-11-19,"MEM vs. DEN","DEN","MEM",4
"Regular Season","2012-13",21200151,2012-11-19,"DAL vs. GSW","GSW","DAL",5
"Regular Season","2012-13",21200152,2012-11-19,"LAC @ SAS","LAC","SAS",6
"Regular Season","2012-13",21200153,2012-11-19,"HOU @ UTA","UTA","HOU",7
"Regular Season","2012-13",21200154,2012-11-20,"TOR @ PHI","PHI","TOR",1
"Regular Season","2012-13",21200155,2012-11-20,"NYK @ NOH","NYK","NOH",2
"Regular Season","2012-13",21200156,2012-11-20,"BKN @ LAL","LAL","BKN",3
"Regular Season","2012-13",21200157,2012-11-21,"CHA vs. TOR","CHA","TOR",1
"Regular Season","2012-13",21200158,2012-11-21,"ORL vs. DET","ORL","DET",2
"Regular Season","2012-13",21200159,2012-11-21,"CLE vs. PHI","CLE","PHI",3
"Regular Season","2012-13",21200160,2012-11-21,"NOH @ IND","IND","NOH",4
"Regular Season","2012-13",21200161,2012-11-21,"BOS vs. SAS","SAS","BOS",5
"Regular Season","2012-13",21200162,2012-11-21,"ATL vs. WAS","ATL","WAS",6
"Regular Season","2012-13",21200163,2012-11-21,"MIA vs. MIL","MIA","MIL",7
"Regular Season","2012-13",21200164,2012-11-21,"LAC @ OKC","OKC","LAC",8
"Regular Season","2012-13",21200165,2012-11-21,"HOU vs. CHI","HOU","CHI",9
"Regular Season","2012-13",21200166,2012-11-21,"MIN vs. DEN","DEN","MIN",10
"Regular Season","2012-13",21200167,2012-11-21,"DAL vs. NYK","DAL","NYK",11
"Regular Season","2012-13",21200168,2012-11-21,"POR @ PHX","PHX","POR",12
"Regular Season","2012-13",21200169,2012-11-21,"LAL @ SAC","SAC","LAL",13
"Regular Season","2012-13",21200170,2012-11-21,"BKN @ GSW","GSW","BKN",14
"Regular Season","2012-13",21200171,2012-11-23,"CHA vs. ATL","ATL","CHA",1
"Regular Season","2012-13",21200172,2012-11-23,"ORL vs. CLE","ORL","CLE",2
"Regular Season","2012-13",21200173,2012-11-23,"OKC @ BOS","BOS","OKC",3
"Regular Season","2012-13",21200174,2012-11-23,"BKN vs. LAC","BKN","LAC",4
"Regular Season","2012-13",21200175,2012-11-23,"TOR @ DET","DET","TOR",5
"Regular Season","2012-13",21200176,2012-11-23,"SAS @ IND","SAS","IND",6
"Regular Season","2012-13",21200177,2012-11-23,"LAL @ MEM","MEM","LAL",7
"Regular Season","2012-13",21200178,2012-11-23,"NYK @ HOU","HOU","NYK",8
"Regular Season","2012-13",21200179,2012-11-23,"GSW @ DEN","DEN","GSW",9
"Regular Season","2012-13",21200180,2012-11-23,"UTA vs. SAC","UTA","SAC",10
"Regular Season","2012-13",21200181,2012-11-23,"NOH @ PHX","PHX","NOH",11
"Regular Season","2012-13",21200182,2012-11-23,"MIN @ POR","POR","MIN",12
"Regular Season","2012-13",21200183,2012-11-24,"PHI vs. OKC","OKC","PHI",1
"Regular Season","2012-13",21200184,2012-11-24,"CHA @ WAS","CHA","WAS",2
"Regular Season","2012-13",21200185,2012-11-24,"LAC @ ATL","ATL","LAC",3
"Regular Season","2012-13",21200186,2012-11-24,"CLE @ MIA","MIA","CLE",4
"Regular Season","2012-13",21200187,2012-11-24,"DAL vs. LAL","LAL","DAL",5
"Regular Season","2012-13",21200188,2012-11-24,"MIL vs. CHI","CHI","MIL",6
"Regular Season","2012-13",21200189,2012-11-24,"SAC vs. UTA","SAC","UTA",7
"Regular Season","2012-13",21200190,2012-11-24,"MIN @ GSW","GSW","MIN",8
"Regular Season","2012-13",21200191,2012-11-25,"SAS @ TOR","SAS","TOR",1
"Regular Season","2012-13",21200192,2012-11-25,"DET @ NYK","NYK","DET",2
"Regular Season","2012-13",21200193,2012-11-25,"POR @ BKN","BKN","POR",3
"Regular Season","2012-13",21200194,2012-11-25,"PHX @ PHI","PHI","PHX",4
"Regular Season","2012-13",21200195,2012-11-25,"ORL vs. BOS","BOS","ORL",5
"Regular Season","2012-13",21200196,2012-11-25,"NOH @ DEN","DEN","NOH",6
"Regular Season","2012-13",21200013,2012-11-26,"NYK @ BKN","BKN","NYK",1
"Regular Season","2012-13",21200197,2012-11-26,"WAS vs. SAS","SAS","WAS",2
"Regular Season","2012-13",21200198,2012-11-26,"POR @ DET","DET","POR",3
"Regular Season","2012-13",21200199,2012-11-26,"CHI vs. MIL","MIL","CHI",4
"Regular Season","2012-13",21200200,2012-11-26,"MEM vs. CLE","MEM","CLE",5
"Regular Season","2012-13",21200201,2012-11-26,"CHA @ OKC","OKC","CHA",6
"Regular Season","2012-13",21200202,2012-11-26,"UTA vs. DEN","UTA","DEN",7
"Regular Season","2012-13",21200203,2012-11-26,"LAC vs. NOH","NOH","LAC",8
"Regular Season","2012-13",21200204,2012-11-27,"DAL @ PHI","PHI","DAL",1
"Regular Season","2012-13",21200205,2012-11-27,"CLE vs. PHX","PHX","CLE",2
"Regular Season","2012-13",21200206,2012-11-27,"HOU vs. TOR","HOU","TOR",3
"Regular Season","2012-13",21200207,2012-11-27,"MIN @ SAC","MIN","SAC",4
"Regular Season","2012-13",21200208,2012-11-27,"IND @ LAL","IND","LAL",5
"Regular Season","2012-13",21200209,2012-11-28,"POR @ WAS","WAS","POR",1
"Regular Season","2012-13",21200210,2012-11-28,"SAS @ ORL","SAS","ORL",2
"Regular Season","2012-13",21200211,2012-11-28,"BOS vs. BKN","BKN","BOS",3
"Regular Season","2012-13",21200212,2012-11-28,"ATL vs. CHA","ATL","CHA",4
"Regular Season","2012-13",21200213,2012-11-28,"DET vs. PHX","DET","PHX",5
"Regular Season","2012-13",21200214,2012-11-28,"CHI vs. DAL","CHI","DAL",6
"Regular Season","2012-13",21200215,2012-11-28,"NYK @ MIL","NYK","MIL",7
"Regular Season","2012-13",21200216,2012-11-28,"MEM vs. TOR","MEM","TOR",8
"Regular Season","2012-13",21200217,2012-11-28,"UTA @ NOH","UTA","NOH",9
"Regular Season","2012-13",21200218,2012-11-28,"OKC vs. HOU","OKC","HOU",10
"Regular Season","2012-13",21200219,2012-11-28,"MIN @ LAC","LAC","MIN",11
"Regular Season","2012-13",21200220,2012-11-29,"MIA vs. SAS","MIA","SAS",1
"Regular Season","2012-13",21200221,2012-11-29,"DEN @ GSW","GSW","DEN",2
"Regular Season","2012-13",21200222,2012-11-30,"TOR vs. PHX","TOR","PHX",1
"Regular Season","2012-13",21200223,2012-11-30,"CHA vs. PHI","PHI","CHA",2
"Regular Season","2012-13",21200224,2012-11-30,"BKN @ ORL","BKN","ORL",3
"Regular Season","2012-13",21200225,2012-11-30,"BOS vs. POR","BOS","POR",4
"Regular Season","2012-13",21200226,2012-11-30,"NYK vs. WAS","NYK","WAS",5
"Regular Season","2012-13",21200227,2012-11-30,"ATL vs. CLE","CLE","ATL",6
"Regular Season","2012-13",21200228,2012-11-30,"MEM vs. DET","MEM","DET",7
"Regular Season","2012-13",21200229,2012-11-30,"OKC vs. UTA","OKC","UTA",8
"Regular Season","2012-13",21200230,2012-11-30,"MIN vs. MIL","MIN","MIL",9
"Regular Season","2012-13",21200231,2012-11-30,"IND @ SAC","IND","SAC",10
"Regular Season","2012-13",21200232,2012-11-30,"LAL vs. DEN","LAL","DEN",11
"Regular Season","2012-13",21200233,2012-12-01,"MIA vs. BKN","MIA","BKN",1
"Regular Season","2012-13",21200234,2012-12-01,"CLE vs. POR","POR","CLE",2
"Regular Season","2012-13",21200235,2012-12-01,"CHI vs. PHI","CHI","PHI",3
"Regular Season","2012-13",21200236,2012-12-01,"OKC @ NOH","OKC","NOH",4
"Regular Season","2012-13",21200237,2012-12-01,"UTA @ HOU","HOU","UTA",5
"Regular Season","2012-13",21200238,2012-12-01,"MIL vs. BOS","MIL","BOS",6
"Regular Season","2012-13",21200239,2012-12-01,"SAS vs. MEM","SAS","MEM",7
"Regular Season","2012-13",21200240,2012-12-01,"DET @ DAL","DAL","DET",8
"Regular Season","2012-13",21200241,2012-12-01,"LAC vs. SAC","LAC","SAC",9
"Regular Season","2012-13",21200242,2012-12-01,"IND @ GSW","GSW","IND",10
"Regular Season","2012-13",21200243,2012-12-02,"NYK vs. PHX","NYK","PHX",1
"Regular Season","2012-13",21200244,2012-12-02,"ORL @ LAL","ORL","LAL",2
"Regular Season","2012-13",21200245,2012-12-03,"POR @ CHA","POR","CHA",1
"Regular Season","2012-13",21200246,2012-12-03,"CLE @ DET","DET","CLE",2
"Regular Season","2012-13",21200247,2012-12-03,"NOH vs. MIL","NOH","MIL",3
"Regular Season","2012-13",21200248,2012-12-03,"TOR @ DEN","DEN","TOR",4
"Regular Season","2012-13",21200249,2012-12-03,"UTA vs. LAC","LAC","UTA",5
"Regular Season","2012-13",21200250,2012-12-03,"GSW vs. ORL","ORL","GSW",6
"Regular Season","2012-13",21200251,2012-12-04,"PHI vs. MIN","MIN","PHI",1
"Regular Season","2012-13",21200252,2012-12-04,"WAS vs. MIA","WAS","MIA",2
"Regular Season","2012-13",21200253,2012-12-04,"BKN vs. OKC","OKC","BKN",3
"Regular Season","2012-13",21200254,2012-12-04,"CHI vs. IND","IND","CHI",4
"Regular Season","2012-13",21200255,2012-12-04,"MEM vs. PHX","MEM","PHX",5
"Regular Season","2012-13",21200256,2012-12-04,"LAL @ HOU","HOU","LAL",6
"Regular Season","2012-13",21200257,2012-12-05,"NYK @ CHA","NYK","CHA",1
"Regular Season","2012-13",21200258,2012-12-05,"IND vs. POR","IND","POR",2
"Regular Season","2012-13",21200259,2012-12-05,"MIN @ BOS","BOS","MIN",3
"Regular Season","2012-13",21200260,2012-12-05,"DEN @ ATL","ATL","DEN",4
"Regular Season","2012-13",21200261,2012-12-05,"DET vs. GSW","GSW","DET",5
"Regular Season","2012-13",21200262,2012-12-05,"CLE vs. CHI","CHI","CLE",6
"Regular Season","2012-13",21200263,2012-12-05,"NOH vs. LAL","LAL","NOH",7
"Regular Season","2012-13",21200264,2012-12-05,"SAS vs. MIL","SAS","MIL",8
"Regular Season","2012-13",21200265,2012-12-05,"UTA vs. ORL","UTA","ORL",9
"Regular Season","2012-13",21200266,2012-12-05,"TOR @ SAC","SAC","TOR",10
"Regular Season","2012-13",21200267,2012-12-05,"LAC vs. DAL","LAC","DAL",11
"Regular Season","2012-13",21200268,2012-12-06,"NYK @ MIA","NYK","MIA",1
"Regular Season","2012-13",21200269,2012-12-06,"PHX vs. DAL","DAL","PHX",2
"Regular Season","2012-13",21200270,2012-12-07,"BOS @ PHI","PHI","BOS",1
"Regular Season","2012-13",21200271,2012-12-07,"DEN @ IND","DEN","IND",2
"Regular Season","2012-13",21200272,2012-12-07,"GSW @ BKN","GSW","BKN",3
"Regular Season","2012-13",21200273,2012-12-07,"WAS @ ATL","ATL","WAS",4
"Regular Season","2012-13",21200274,2012-12-07,"CHI @ DET","CHI","DET",5
"Regular Season","2012-13",21200275,2012-12-07,"MEM @ NOH","MEM","NOH",6
"Regular Season","2012-13",21200276,2012-12-07,"MIN vs. CLE","MIN","CLE",7
"Regular Season","2012-13",21200277,2012-12-07,"MIL vs. CHA","MIL","CHA",8
"Regular Season","2012-13",21200278,2012-12-07,"HOU @ SAS","SAS","HOU",9
"Regular Season","2012-13",21200279,2012-12-07,"TOR @ UTA","UTA","TOR",10
"Regular Season","2012-13",21200280,2012-12-07,"LAL @ OKC","OKC","LAL",11
"Regular Season","2012-13",21200281,2012-12-07,"ORL @ SAC","SAC","ORL",12
"Regular Season","2012-13",21200282,2012-12-08,"LAC vs. PHX","LAC","PHX",1
"Regular Season","2012-13",21200283,2012-12-08,"WAS vs. GSW","GSW","WAS",2
"Regular Season","2012-13",21200284,2012-12-08,"CHA vs. SAS","SAS","CHA",3
"Regular Season","2012-13",21200285,2012-12-08,"BOS vs. PHI","BOS","PHI",4
"Regular Season","2012-13",21200286,2012-12-08,"NOH @ MIA","MIA","NOH",5
"Regular Season","2012-13",21200287,2012-12-08,"CLE vs. DET","DET","CLE",6
"Regular Season","2012-13",21200288,2012-12-08,"CHI vs. NYK","CHI","NYK",7
"Regular Season","2012-13",21200289,2012-12-08,"MEM vs. ATL","ATL","MEM",8
"Regular Season","2012-13",21200290,2012-12-08,"DAL @ HOU","DAL","HOU",9
"Regular Season","2012-13",21200291,2012-12-08,"POR vs. SAC","SAC","POR",10
"Regular Season","2012-13",21200292,2012-12-09,"TOR @ LAC","LAC","TOR",1
"Regular Season","2012-13",21200293,2012-12-09,"BKN vs. MIL","MIL","BKN",2
"Regular Season","2012-13",21200294,2012-12-09,"OKC vs. IND","OKC","IND",3
"Regular Season","2012-13",21200295,2012-12-09,"DEN @ NYK","NYK","DEN",4
"Regular Season","2012-13",21200296,2012-12-09,"ORL @ PHX","ORL","PHX",5
"Regular Season","2012-13",21200297,2012-12-09,"UTA @ LAL","UTA","LAL",6
"Regular Season","2012-13",21200298,2012-12-10,"PHI vs. DET","PHI","DET",1
"Regular Season","2012-13",21200299,2012-12-10,"GSW @ CHA","GSW","CHA",2
"Regular Season","2012-13",21200300,2012-12-10,"MIA vs. ATL","MIA","ATL",3
"Regular Season","2012-13",21200301,2012-12-10,"HOU vs. SAS","SAS","HOU",4
"Regular Season","2012-13",21200302,2012-12-10,"DAL vs. SAC","DAL","SAC",5
"Regular Season","2012-13",21200303,2012-12-10,"POR vs. TOR","POR","TOR",6
"Regular Season","2012-13",21200304,2012-12-11,"BKN vs. NYK","NYK","BKN",1
"Regular Season","2012-13",21200305,2012-12-11,"LAL @ CLE","CLE","LAL",2
"Regular Season","2012-13",21200306,2012-12-11,"DET vs. DEN","DEN","DET",3
"Regular Season","2012-13",21200307,2012-12-11,"NOH vs. WAS","WAS","NOH",4
"Regular Season","2012-13",21200308,2012-12-11,"LAC @ CHI","LAC","CHI",5
"Regular Season","2012-13",21200309,2012-12-12,"TOR vs. BKN","BKN","TOR",1
"Regular Season","2012-13",21200310,2012-12-12,"ORL vs. ATL","ATL","ORL",2
"Regular Season","2012-13",21200311,2012-12-12,"IND vs. CLE","IND","CLE",3
"Regular Season","2012-13",21200312,2012-12-12,"CHI @ PHI","CHI","PHI",4
"Regular Season","2012-13",21200313,2012-12-12,"CHA vs. LAC","LAC","CHA",5
"Regular Season","2012-13",21200314,2012-12-12,"GSW @ MIA","GSW","MIA",6
"Regular Season","2012-13",21200315,2012-12-12,"DAL @ BOS","BOS","DAL",7
"Regular Season","2012-13",21200316,2012-12-12,"MIL vs. SAC","MIL","SAC",8
"Regular Season","2012-13",21200317,2012-12-12,"HOU vs. WAS","HOU","WAS",9
"Regular Season","2012-13",21200318,2012-12-12,"OKC vs. NOH","OKC","NOH",10
"Regular Season","2012-13",21200319,2012-12-12,"MIN vs. DEN","MIN","DEN",11
"Regular Season","2012-13",21200320,2012-12-12,"MEM @ PHX","PHX","MEM",12
"Regular Season","2012-13",21200321,2012-12-12,"UTA vs. SAS","UTA","SAS",13
"Regular Season","2012-13",21200322,2012-12-13,"ATL vs. CHA","ATL","CHA",1
