"team_id","team_abbreviation","team_name","gp","w","l","min","min1","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","date"
1610612737,"ATL","Atlanta Hawks",1,0,1,240,240,87986,16.66,8.7,7.97,4.18,4.67,3.76,"10/27/2015"
1610612741,"CHI","Chicago Bulls",1,1,0,240,240,92145,17.45,9.4,8.06,4.38,4.84,3.94,"10/27/2015"
1610612739,"CLE","Cleveland Cavaliers",1,0,1,240,240,92443,17.51,9.33,8.18,4.38,4.52,4.22,"10/27/2015"
1610612765,"DET","Detroit Pistons",1,1,0,240,240,86524,16.39,8.89,7.49,4.11,4.19,4.02,"10/27/2015"
1610612744,"GSW","Golden State Warriors",1,1,0,240,240,93915,17.79,9.61,8.18,4.46,4.99,3.97,"10/27/2015"
1610612740,"NOP","New Orleans Pelicans",1,0,1,240,240,92868,17.59,9.59,8,4.41,4.65,4.15,"10/27/2015"
1610612738,"BOS","Boston Celtics",1,1,0,240,240,88398,16.74,8,8.74,4.19,4.74,3.79,"10/28/2015"
1610612751,"BKN","Brooklyn Nets",1,0,1,240,240,92092,17.44,9.14,8.3,4.36,4.71,4.03,"10/28/2015"
1610612766,"CHA","Charlotte Hornets",1,0,1,240,240,91436,17.32,9.93,7.39,4.34,4.76,3.89,"10/28/2015"
1610612741,"CHI","Chicago Bulls",1,1,0,240,240,91784,17.38,9.51,7.88,4.36,4.61,4.09,"10/28/2015"
1610612739,"CLE","Cleveland Cavaliers",1,1,0,240,240,87917,16.65,9.09,7.56,4.19,4.52,3.85,"10/28/2015"
1610612742,"DAL","Dallas Mavericks",1,1,0,240,240,91937,17.41,9.51,7.9,4.36,4.61,4.09,"10/28/2015"
1610612743,"DEN","Denver Nuggets",1,1,0,240,240,86509,16.38,8.72,7.67,4.11,4.26,3.96,"10/28/2015"
1610612765,"DET","Detroit Pistons",1,1,0,240,240,87128,16.5,8.96,7.55,4.13,4.45,3.8,"10/28/2015"
1610612745,"HOU","Houston Rockets",1,0,1,240,240,85953,16.28,8.64,7.64,4.08,4.42,3.72,"10/28/2015"
1610612754,"IND","Indiana Pacers",1,0,1,240,240,87339,16.54,8.45,8.09,4.13,4.56,3.8,"10/28/2015"
1610612746,"LAC","LA Clippers",1,1,0,240,240,87363,16.55,8.54,8,4.14,4.26,4.01,"10/28/2015"
1610612747,"LAL","Los Angeles Lakers",1,0,1,240,240,88674,16.79,9.22,7.58,4.21,4.64,3.79,"10/28/2015"
1610612763,"MEM","Memphis Grizzlies",1,0,1,240,240,85851,16.26,8.69,7.57,4.09,4.41,3.77,"10/28/2015"
1610612748,"MIA","Miami Heat",1,1,0,240,240,88901,16.84,8.74,8.09,4.22,4.57,3.89,"10/28/2015"
1610612749,"MIL","Milwaukee Bucks",1,0,1,240,240,90025,17.05,8.75,8.3,4.37,4.79,4,"10/28/2015"
1610612750,"MIN","Minnesota Timberwolves",1,1,0,240,240,90966,17.23,9.11,8.12,4.31,4.54,4.08,"10/28/2015"
1610612740,"NOP","New Orleans Pelicans",1,0,1,240,240,92337,17.49,9.51,7.98,4.39,4.75,4.02,"10/28/2015"
1610612752,"NYK","New York Knicks",1,1,0,240,240,88137,16.69,9.3,7.39,4.27,4.49,4.03,"10/28/2015"
1610612760,"OKC","Oklahoma City Thunder",1,1,0,240,240,88658,16.79,8.76,8.03,4.21,4.56,3.89,"10/28/2015"
1610612753,"ORL","Orlando Magic",1,0,1,240,240,98123,18.58,10.33,8.25,4.66,4.93,4.37,"10/28/2015"
1610612755,"PHI","Philadelphia 76ers",1,0,1,240,240,90777,17.19,10.21,6.98,4.31,4.44,4.14,"10/28/2015"
1610612756,"PHX","Phoenix Suns",1,0,1,240,240,93111,17.63,9.3,8.34,4.4,4.81,4.03,"10/28/2015"
1610612757,"POR","Portland Trail Blazers",1,1,0,240,240,92730,17.56,9.5,8.06,4.4,4.76,4.05,"10/28/2015"
1610612758,"SAC","Sacramento Kings",1,0,1,240,240,90202,17.08,9.45,7.63,4.29,4.76,3.81,"10/28/2015"
1610612759,"SAS","San Antonio Spurs",1,0,1,240,240,92147,17.45,9.69,7.76,4.39,4.71,4.04,"10/28/2015"
1610612761,"TOR","Toronto Raptors",1,1,0,240,240,88789,16.82,9.42,7.39,4.21,4.41,3.97,"10/28/2015"
1610612762,"UTA","Utah Jazz",1,0,1,240,240,89824,17.01,9.12,7.89,4.25,4.62,3.9,"10/28/2015"
1610612764,"WAS","Washington Wizards",1,1,0,240,240,92591,17.54,8.9,8.63,4.38,4.68,4.11,"10/28/2015"
1610612737,"ATL","Atlanta Hawks",1,1,0,240.01,240.01,92825,17.58,9.17,8.41,4.41,4.74,4.11,"10/29/2015"
1610612742,"DAL","Dallas Mavericks",1,0,1,240,240,93248,17.66,10.3,7.36,4.44,4.78,4.03,"10/29/2015"
1610612754,"IND","Indiana Pacers",1,0,1,240.01,240.01,85211,16.14,8.59,7.55,4.03,4.38,3.74,"10/29/2015"
1610612746,"LAC","LA Clippers",1,1,0,240.05,240.05,87755,16.62,8.28,8.34,4.16,4.52,3.86,"10/29/2015"
1610612763,"MEM","Memphis Grizzlies",1,1,0,240.03,240.03,86063,16.3,8.9,7.4,4.09,4.38,3.77,"10/29/2015"
1610612752,"NYK","New York Knicks",1,0,1,240,240,91624,17.35,9.51,7.85,4.37,4.65,4.01,"10/29/2015"
1610612737,"ATL","Atlanta Hawks",1,1,0,240.01,240.01,90074,17.06,8.45,8.61,4.29,4.5,4.11,"10/30/2015"
1610612738,"BOS","Boston Celtics",1,0,1,240,240,92108,17.44,8.75,8.69,4.36,5.05,3.87,"10/30/2015"
1610612751,"BKN","Brooklyn Nets",1,0,1,240,240,90207,17.08,8.78,8.31,4.29,4.46,4.12,"10/30/2015"
1610612766,"CHA","Charlotte Hornets",1,0,1,240,240,91864,17.4,10,7.4,4.37,4.78,3.9,"10/30/2015"
1610612741,"CHI","Chicago Bulls",1,0,1,264.98,264.98,96409,18.26,9.58,8.68,4.15,4.63,3.74,"10/30/2015"
1610612739,"CLE","Cleveland Cavaliers",1,1,0,240,240,88628,16.79,9.24,7.54,4.2,4.34,3.98,"10/30/2015"
1610612743,"DEN","Denver Nuggets",1,0,1,240,240,87949,16.66,8.88,7.77,4.18,4.68,3.73,"10/30/2015"
1610612765,"DET","Detroit Pistons",1,1,0,265.01,265.01,98056,18.57,10.33,8.24,4.22,4.42,3.95,"10/30/2015"
1610612744,"GSW","Golden State Warriors",1,1,0,240,240,91859,17.4,9.53,7.87,4.36,4.68,4.03,"10/30/2015"
1610612745,"HOU","Houston Rockets",1,0,1,240,240,91064,17.25,8.94,8.31,4.31,4.54,4.09,"10/30/2015"
1610612747,"LAL","Los Angeles Lakers",1,0,1,239.99,239.99,95056,18,9.82,8.18,4.51,4.83,4.17,"10/30/2015"
1610612748,"MIA","Miami Heat",1,0,1,240,240,86688,16.42,8.71,7.71,4.11,4.63,3.64,"10/30/2015"
